paper,year,month,title
w0417,1979,12,"Preventive Care, Care for Children and National Health Insurance"
w0418,1979,12,Monetary Policy and the 1979 Supply Shock
w0419,1980,1,Public Policy Toward Life Saving: Maximize Lives Saved vs. Consumer Sovereignty
w0420,1980,1,Strict Liability versus Negligence in a Market Setting
w0421,1980,1,An Empirical Model of Labor Supply in a Life Cycle Setting
w0422,1980,1,Tax Rules and the Mismanagement of Monetary Policy
w0423,1980,1,Sectoral Productivity Slowdown
w0424,1980,1,"Risk Shifting, Unemployment Insurance, and Layoffs"
w0425,1980,1,Planning and Market Structure
w0426,1980,1,The Term Structure of the Forward Premium
w0427,1980,1,"The ""End-of-Expansion"" Phenomenon in Short-run Productivity Behavior"
w0428,1980,1,Savings and Taxation
w0429,1980,1,"Exchange Rates, Money and Relative Prices: The Dollar-Pound in the 1920's"
w0430,1980,1,Comparison of Interwar and Postwar Business Cycles: Monetarism Reconsidered
w0431,1980,1,Money and the Dispersion of Relative Prices
w0432,1980,1,Output Effects of Government Purchases
w0433,1980,1,Money and Price Dispersion in the United States
w0434,1980,1,R&D and the Productivity Slowdown
w0435,1980,1,Government Deficits and Aggregate Demand
w0436,1980,1,The Taxation of Exhaustible Resources
w0437,1980,1,The International Economy as a Source of and Restraint on United States Inflation
w0438,1980,1,An Exploration into the Determinants of Research Intensity
w0439,1980,1,Expectations and the Forward Exchange Rate
w0440,1980,2,Wage Expectations in the Labor Market: Survey Evidence on Rationality
w0441,1980,2,Effect of Minimum Wages on Human Capital Formation
w0442,1980,2,Purchasing-Power Annuities: Financial Innovation for Stable Real Retirement Income in an Inflationary Environment
w0443,1980,2,Federal Deficit Policy and the Effects of Public Debt Shocks
w0444,1980,2,On Estimating the Expected Return on the Market: An Exploratory Investigation
w0445,1980,2,The Role of Intergenerational Transfers in Aggregate Capital Accumulation
w0446,1980,2,The Evolution of the American Labor Market 1948-1980
w0447,1980,2,Mortgage Revenue Bonds: Tax Exemption with a Vengeance
w0448,1980,2,The Distribution of the U.S. Capital Stock Between Residential and Industrial Uses
w0449,1980,2,Sterilization and Monetary Control under Pegged Exchange Rates: Theory and Evidence
w0450,1980,2,Flexible Exchange Rates in the 1970's
w0451,1980,2,"Dynamic Aspects of of Children's Health, Intellectual Development, and Family Economic Status"
w0452,1980,2,"Exchange Rates, Prices and Money: Lessons from the 1920s"
w0453,1980,2,Disequilibrium Dynamics with Inventories and Anticipatory Price-Setting: Some Impirical Results
w0454,1980,2,An Exploration of the Dynamic Relationship between Health and Cognitive Development in Adolescence
w0455,1980,2,A Consistent Characterization of a Near-Century of Price Behavior
w0456,1980,2,Do Stock Prices Move Too Much to be Justified by Subsequent Changes in Dividends?
w0457,1980,2,Tax Neutrality and the Social Discount Rate: A Suggested Framework
w0458,1980,2,Postwar Changes in the American Financial Markets
w0459,1980,2,Postwar Macroeconomics: The Evolution of Events and Ideas
w0460,1980,2,Inventories in the Keynesian Macro Model
w0461,1980,3,"Protectionist Pressures, Imports, and Employment in the United States"
w0462,1980,3,The Mark III International Transmission Model
w0463,1980,3,Resolving Nuisance Disputes: The Simple Economics of Injunctive and Damage Remedies
w0464,1980,3,Monetary Accommodation of Supply Shocks under Rational Expectations
w0465,1980,4,How Effective Have Fiscal Policies Been in Changing the Distribution of Income and Wealth?
w0466,1980,4,Trade Policy as an Input to Development
w0467,1980,4,On the Possibility of an Inverse Relationship between Tax Rates and Government Revenues
w0468,1980,4,An Index of Inequality: With Applications to Horizontal Equity and Social Mobility
w0469,1980,4,Trends in U.S. International Trade and Investment since World War II
w0470,1980,4,Accelerating Inflation and the Distribution of Household Savings Incentives
w0471,1980,4,Expectations and the Valuation of Shares
w0472,1980,4,"Monetary Stabilization, Intervention and Real Appreciation"
w0473,1980,4,Exchange Rate Rules and Macroeconomic Stability
w0474,1980,4,"The ""Speculative Efficiency"" Hypothesis"
w0475,1980,5,Interactions Between Inflation and Trade-Regime Objectives in Stabilization Programs
w0476,1980,5,Efficiency of Foreign Exchange Markets and Measures of Turbulence
w0477,1980,5,Social Security Benefits and the Accumulation of Preretirement Wealth
w0478,1980,5,Labor Markets and Evaluations of Vocational Training Programs in the Public High Schools - Toward a Framework for Analysis
w0479,1980,5,Interrupted Work Careers
w0480,1980,5,Economic Consequences of Unfunded Vested Pension Benefits
w0481,1980,6,An Implicit Clientele Test of the Relationship between Taxation and Capital Structure
w0482,1980,6,The Location of Overseas Production and Production for Export by U.S. Multinational Firms
w0483,1980,6,A Note on the Efficient Design of Investment Incentives
w0484,1980,6,Fixed Costs and Labor Supply
w0485,1980,6,Imperfect Asset Substitutability and Monetary Policy under Fixed Exchange Rates
w0486,1980,6,Economic Growth and the Rise of Service Employment
w0487,1980,6,Income Tax Incentives to Promote Saving
w0488,1980,6,The Level and Distribution of Economic Well-Being
w0489,1980,6,Martingale-Like Behavior of Prices
w0490,1980,6,Intertemporal Substitution and the Business Cycle
w0491,1980,6,Components of Manufacturing Inventories
w0492,1980,6,Exchange-Rate Unions and the Volatility of the Dollar
w0493,1980,6,Exchange Rate Risk and the Macroeconomics of Exchange Rate Determination
w0494,1980,6,"Sterilization and Offsetting Capital Movements: Evidence from West Germany, 1960-1970"
w0495,1980,6,"Will the Real Excess Burden Please Stand Up? (Or, Seven Measures in Search of a Concept)"
w0496,1980,7,Taxation and the Ex-Dividend Day Behavior of Common Stock Prices
w0497,1980,7,Alternative Tax Treatments of the Family: Simulation Methodology and Results
w0498,1980,7,Monetary Information and Macroeconomic Fluctuations
w0499,1980,7,On the Almost Neutrality of Inflation: Notes on Taxation and the Welfare Costs of Inflation
w0500,1980,7,The Transmission of Disturbances under Alternative Exchange-Rate Regimes with Optimal Indexing
w0501,1980,7,Adjustment to Variations in Imported Input Prices: The Role of Economic Structure
w0502,1980,7,"Irreversibility, Uncertainty, and Cyclical Investment"
w0503,1980,7,Modeling Price Rigidity or Predicting the Quality of the Good that Clears the Market
w0504,1980,7,"Taxes, Saving, and Welfare: Theory and Evidence"
w0505,1980,7,The Sensitivity of Consumption to Transitory Income: Estimates from Panel Data on Households
w0506,1980,7,Does Anticipated Monetary Policy Matter? An Econometric Investigation
w0507,1980,7,Are Market Forecasts Rational?
w0508,1980,7,State and Local Taxes and the Rate of Return on Nonfinancial Corporate Capital
w0509,1980,7,"Pension Funding, Share Prices, and National Saving"
w0510,1980,7,Distributions of Family Hospital and Physician Expenses
w0511,1980,7,A Model of Firms' Decisions to Export or Produce Abroad
w0512,1980,7,Analyzing the Relation of Unemployment Insurance to Unemployment
w0513,1980,7,"Market Wages, Reservation Wages, and Retirement Decisions"
w0514,1980,7,Demographic Differences in Cyclical Employment Variation
w0515,1980,7,Inventories and the Structure of Macro Models
w0516,1980,7,"Implications for the Adjustment Process of International Asset Risks: Exchange Controls, Intervention and Policy Risk, and Sovereign Risk"
w0517,1980,7,Monetary Policy and Long-Term Interest Rates: An Efficient Markets Approach
w0518,1980,7,"Anticipated Inflation, the Frequency of Transactions, and the Slope of the Phillips Curve"
w0519,1980,7,"Labor Market Competition among Youths, White Women, and Others"
w0520,1980,7,Transition Losses of Partially Mobile Industry-Specific Capital
w0521,1980,7,Prices and Market Shares in the International Machinery Trade
w0522,1980,7,Import Competition and Macro Economic Adjustment under Wage-Price Rigidity
w0523,1980,7,Aggregate Land Rents and Aggregate Transport Costs
w0524,1980,7,The Role of Money Supply Shocks in the Short-Run Demand for Money
w0525,1980,8,The Relation of Stock Prices to Corporate Earnings Adjusted for Inflation
w0526,1980,8,"Inflation, Portfolio Choice, and the Price of Land and Corporate Stock"
w0527,1980,8,The Optimal Weighting of Indicators for a Crawling Peg
w0528,1980,8,The Capitalization of Income Streams and the Effects of Open Market Policy under Fixed Exchange Rates
w0529,1980,8,The Historical Evolution of Female Earnings Functions and Occupations
w0530,1980,8,Does the Investment Interest Limitation Explain the Existence of Dividends?
w0531,1980,8,Policy Decentralization and Exchange Rate Management in Interdependent Economies
w0532,1980,8,Microeconomic Aspects of Productivity Growth under Import Substitution: Turkey
w0533,1980,8,The Tax Advantages of Pension Fund Investments in Bonds
w0534,1980,8,"Incomplete Information, Risk Shifting, and Employment Fluctuations"
w0535,1980,8,Some Aspects of the Canadian Experience with Flexible Exchange Rates in the 1970s
w0536,1980,8,Further Evidence on the Value of Professional Investment Research
w0537,1980,8,Exchange-Rate Expectations and Nominal Interest Differentials: A Test ofthe Fisher Hypothesis
w0538,1980,8,Estimated Effects of the October 1979 Change in Monetary Policy on the 1980 Economy
w0539,1980,8,Time Preference and Health: An Exploratory Study
w0540,1980,9,"Intermediate Imports, the Terms of Trade, and the Dynamics of the Exchange Rate and Current Account"
w0541,1980,9,Three Papers on Brazilian Trade and Payments
w0542,1980,9,Expected Inflation and Equity Prices: A Structural Econometric Approach
w0543,1980,9,The Economics of Tenure Choice: 1955-79
w0544,1980,9,Gold Monetization and Gold Discipline
w0545,1980,9,Staggered Wage Setting without Money Illusion: Variations on a Theme of Taylor
w0546,1980,8,"Taxation, Portfolio Choice, and Debt-Equity Ratios: A General Equilibrium Model"
w0547,1980,9,Inflation and the Tax Treatment of Firm Behavior
w0548,1980,9,"Transfers, Taxes, and the NAIRU"
w0549,1980,9,The Timing of Monetary and Price Changes and the International Transmission of Inflation
w0550,1980,9,"Government Intervention in the Inflation Process: The Econometrics of ""Self-Inflicted Wounds"""
w0551,1980,9,The Variance and Acceleration of Inflation in the 1970s: Alternative Explanatory Models and Methods
w0552,1980,9,"Wages, Nonwage Job Characteristics, and Labor Mobility"
w0553,1980,9,"Inflation, Income Taxes, and Owner-Occupied Housing"
w0554,1980,9,Oil and the Dollar
w0555,1980,9,Inflation Stabilization and Capital Mobility
w0556,1980,9,Trade Adjustment Assistance under the U.S. Trade Act of 1974: An Analytical Examination and Worker Survey
w0557,1980,10,Capital Mobility and Devaluation in an Optimizing Model with Rational Expectations
w0558,1981,10,Tests of Equilibrium Macroeconomics Using Contemporaneous Monetary Data
w0559,1980,10,Price Level Determinacy with an Interest Rate Policy Rule and Rational Expectations
w0560,1980,10,The Importance of Lifetime Jobs in the U.S. Economy
w0561,1980,10,Patents and R and D at the Firm Level: A First Look
w0562,1980,10,Reconsidering the Work Disincentive Effects of Social Security
w0563,1980,10,Alternative Tests of Rational Expectations Models: The Case of the Term Structure
w0564,1980,10,The Determinants of the Variability of Stock Market Prices
w0565,1980,10,The Use of Volatility Measures in Assessing Market Efficiency
w0566,1980,10,"Asset Prices, Substitution Effects, and the Impact of Changes in Asset Stocks"
w0567,1980,10,Two Notes on Exchange Rate Rules and on the Real Value of External Debt
w0568,1980,10,Private Pensions and Inflation
w0569,1980,10,The Collapse of Purchasing Power Parities during the 1970s
w0570,1980,10,Wage and Employment Determinants under Trade Unionism: The International Typographical Union
w0571,1980,10,"International Trade, Indebtedness, and Welfare Repercussions among Supply-Constrained Economies under Floating Exchange Rates"
w0572,1980,10,Accumulation and Growth in a Two-Country Model: A Simulation Approach
w0573,1980,10,Consistent Simple Sum Aggregation over Assets
w0574,1980,10,Symmetric Substitution Matrices in Asset Demand Systems
w0575,1980,10,Monetary and Fiscal Policies in an Open Economy
w0576,1980,11,Taxation and Corporation Finance
w0577,1980,11,"Inflation, Tax Rules, and Investment: Some Econometric Evidence"
w0578,1980,11,The Reservation Wage of Unemployed Persons in the Federal Republic of Germany: Theory and Empirical Tests
w0579,1980,11,"Social Security, Induced Retirement, and Aggregate Capital Accumulation: A Correction and Updating"
w0580,1980,11,The Role of Economic Policy after the New Classical Macroeconomics
w0581,1980,11,International Effects on the U.S. Capital Market
w0582,1980,11,Energy and Growth under Flexible Exchange Rates: A Simulation Study
w0583,1980,11,Modeling Alternative Solutions to the Long-Run Social Security Funding Problem
w0584,1980,11,Self-Employment and Labor Force Participation of Older Males
w0585,1980,12,International Transmission under Pegged and Floating Exchange Rates: An Empirical Comparison
w0586,1980,12,The Effect of Federal Debt Management Policy on Corporate Bond and Equity Yields
w0587,1980,12,Effects of Shifting Saving Patterns on Interest Rates and Economic Activity
w0588,1980,12,"Inflation, Taxation, and Corporate Behavior"
