EXPID,PEAKID,YEAR,SEASON,SEASON_FACTOR,HOST,HOST_FACTOR,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,LEADERS,SPONSOR,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,ASCENT1,ASCENT2,ASCENT3,ASCENT4,CLAIMED,DISPUTED,COUNTRIES,APPROACH,BCDATE,SMTDATE,SMTTIME,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,TERMREASON_FACTOR,TERMNOTE,HIGHPOINT,TRAVERSE,SKI,PARAPENTE,CAMPS,ROPE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,NOHIRED,O2USED,O2NONE,O2CLIMB,O2DESCENT,O2SLEEP,O2MEDICAL,O2TAKEN,O2UNKWN,OTHERSMTS,CAMPSITES,ROUTEMEMO,ACCIDENTS,ACHIEVMENT,AGENCY,COMRTE,STDRTE,PRIMRTE,PRIMMEM,PRIMREF,PRIMID,CHKSUM
DHA121101,DHA1,2021,1,Spring,1,Nepal,NE Ridge,NA,NA,NA,USA,Cory Richards,Non-Covid-19 Dhaulagiri Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Ecuador,By heli to Japanese BC at 4000m,2021-04-04,2021-05-08,NA,34,0,NA,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 7800m due to avalanche danger,7800,FALSE,FALSE,FALSE,3,0,4,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(04/04,4200m),ABC(08/04,4700m),C1(11/04,5850m)),C2(16/04,6470m),C3(07/05,7300m),xxx(08/05,7800m)",152805,NA,NA,Shangri-La Nepal Treks,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2464604
DHA121102,DHA1,2021,1,Spring,1,Nepal,NW Ridge,NA,NA,NA,Romania,Horia Colibasanu,Dhaulagiri NW RIdge Post-Pandemic Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Slovakia,Heli to BC,2021-04-05,2021-05-09,NA,34,40,2021-05-15,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",Abandoned at 6700m due to avalanching,6700,FALSE,FALSE,FALSE,3,0,3,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(05/04,4000m),C1(20/04,5000m),C2(26/04,5700m),C3(09/05,6700m),xxx",152623,NA,NA,Cho Oyu Trekking,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2464605
DHA121103,DHA1,2021,1,Spring,1,Nepal,NE Ridge,NA,NA,NA,Switzerland,Sophie Lavaud,Seven Summit Treks International Women's Dhaulagiri Exped 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Czech Republic, Japan, Kosovo, Mexico, Nepal, Norway",Fly to Pokhara->Sibang->Dobhan->Italian BC->BC,2021-04-13,2021-04-19,NA,6,24,2021-05-07,7,"Illness, AMS, exhaustion, or frostbite",Abandoned at 6400m due to covid outbreak amongst teams,6400,FALSE,FALSE,FALSE,2,0,10,0,0,7,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(13/04,4700m),C1(18/04,5700m),C2(19/04,6400m),xxx",151134,NA,NA,Seven Summit Treks,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2464585
DHA121104,DHA1,2021,1,Spring,1,Nepal,NE Ridge,NA,NA,NA,Spain,Carlos Soria,Carlos Soria Dhaulagiri Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Jeep to Marpha, heli to BC",2021-04-17,2021-04-30,NA,13,30,2021-05-17,7,"Illness, AMS, exhaustion, or frostbite","Abandoned due to covid outbreak amongst teams, bad weather and bad conditions",5600,FALSE,FALSE,FALSE,1,0,3,0,0,6,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"BC(17/04,4700m),C1(29/04,5000m),xxx(30/04,5600m)",166636,NA,NA,Seven Summit Treks,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2464596
DHA121105,DHA1,2021,1,Spring,1,Nepal,NE Ridge,NA,NA,NA,UK,Sean James,Seven Summit Treks International Dhaulagiri Exped 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Andorra, Brazil, Greece, India, Iran, Italy, Japan, Mexico, Poland, Romania, S Korea, Serbia, Spain, Taiwan, Turkey, USA",NA,2021-04-07,NA,NA,0,37,2021-05-14,7,"Illness, AMS, exhaustion, or frostbite",Abandoned due to covid outbreak amongst teams,0,FALSE,FALSE,FALSE,2,0,23,0,0,23,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,197652,NA,NA,Seven Summit Treks,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5261
DHA121106,DHA1,2021,1,Spring,1,Nepal,NE Ridge,NA,NA,NA,India,Bhagwan Chawale,Pioneer Dhaulagiri Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Pokhara->Beni->Takam->BC,2021-04-26,2021-05-08,NA,12,15,2021-05-11,7,"Illness, AMS, exhaustion, or frostbite",Abandoned due to covid outbreak amongst teams,6500,FALSE,FALSE,FALSE,2,0,2,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(26/04,4700m),C1(07/05,5700m),C2(08/05,6500m),xxx",100875,NA,NA,Pioneer Adventure (Seven Summit Treks pmt),FALSE,TRUE,FALSE,FALSE,FALSE,NA,2464604
EVER21101,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Nepal,Sherpa Rope-Fixing,Sherpa Rope-Fixing Everest South 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,2021-05-07,1800,0,0,NA,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,0,0,0,0,0,13,12,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Smt(07/05),140307,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464603
EVER21102,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Nepal,Dawa Steven Sherpa,Asian Trekking Eco-Everest Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"China, Colombia, Greece, India, Poland",Lukla->Namche->Lobuche->BC,2021-04-11,2021-05-24,0930,43,48,2021-05-29,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,14,1,0,18,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(11/04,5364m),C1(5950m),C2(20/04,6400m),C3(21/04,7000m),C4(10/05,7950m),Smt(24/05)",200737,NA,Zhang Hong became the 1st Asian (and world's 3rd) blind person to summit Everest,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464620
EVER21103,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,India,Ishwar Singh Thapa,NIM and JIM & WS Everest Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Lukla->Namche->Lobuche->BC,2021-04-11,2021-06-01,0620,51,53,2021-06-03,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,7,6,0,8,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(11/04,5364m),C1(19/04,5950m),C2(20/04,6400m),C3(21/04,7400m),C4(31/05,7925m),Smt(01/06)",142732,NA,NA,Asian Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464628
EVER21104,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,USA,Garrett Madison,Madison Mountaineering Everest-Lhotse Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Canada, Estonia, Iceland, Ireland, Norway",Lukla->Namche->Everest BC,2021-04-13,2021-05-23,0630,40,44,2021-05-27,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,22,14,0,25,20,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summited Lhotse (LHOT-221-04),"BC(13/04,5350m),C1(24/04,6059m),C2(26/04,6490m),C3(19/04,7230m),C4(21/04,7950m),Smt(23/05)",208171,NA,NA,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464619
EVER21105,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,UK,Kenton Cool,Kenton Cool Adventures Everest-Lhotse Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Lukla->Namche->Everest BC,2021-04-17,2021-05-11,0600,24,27,2021-05-14,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,2,1,0,2,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summited Lhotse (LHOT-211-05),"BC(17/04,5350m),C1(21/04,6000m),C2(22/04,6400m),C3(09/05,7100m),C4(10/05,7950m),Smt(11/05)",191073,NA,NA,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464607
EVER21106,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,UK,Jon Gupta,Jon Gupta Everest-Lhotse Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Lukla->Namche->Everest BC,2021-04-15,2021-05-11,0830,26,30,2021-05-15,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,3,3,0,3,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summited Lhotse (LHOT-211-06),"BC(15/04,5350m),C1(19/04,6100m),C2(20/06,6500m),C3(09/05,7100m),C4(10/05,7950m),Smt(11/05)",149931,NA,NA,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464607
EVER21107,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Netherlands,Roeland Van Oss,Dutch-Finish Everest NoO2 Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Finland,NA,2021-04-08,2021-05-14,NA,36,54,2021-06-01,7,"Illness, AMS, exhaustion, or frostbite",Abandoned at 6970m due to fatigue,6970,FALSE,FALSE,FALSE,2,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Climbed Imjatse,"BC(08/04,5350m),C1(11/04,6100m),C2(11/05,6400m),xxx(14/05,6970m)",208207,NA,NA,Himalayan Guides,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464610
EVER21108,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,USA,Jonathan Schrock,International Mountain Guides (IMG) Everest-Lhotse Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Canada, Finland, Japan, Nepal, S Africa, Sweden, Tanzania, UAE",Lukla->Namche->Pangboche->Lobuche->BC,2021-04-09,2021-05-23,0540,44,46,2021-05-25,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,20,8,0,36,15,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summited Lhotse (LHOT-211-02),"BC(09/04,5340m),C1(12/04,6000m),C2(18/04,6550m),C3(05/05,7300m),C4(20/05,7927m),Smt(23/05)",196876,NA,NA,Beyul Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464619
EVER21109,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,USA,Mike Hamill,Climbing the Seven Summits (CTSS) Everest-Lhotse Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Argentina, Australia, Canada, Croatia, Ecuador, India, Ireland, Italy, Mexico, Qatar, S Africa, Thailand, UK, Uruguay",Lukla->Namche->Lobuche->BC,2021-04-15,2021-05-12,0800,27,45,2021-05-30,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,35,10,0,50,15,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summited Lhotse (LHOT-211-24),"BC(15/04,5350m),C1(22/04,6000m),C2(24/04,6400m),C3(10/05,7100m),C4(11/05,7950m),Smt(12,23/05)",28745,NA,NA,TAGnepal Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464608
EVER21110,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,USA,Ben Jones,Alpine Ascents Everest (AAI) Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2021-04-09,2021-05-24,NA,45,51,2021-05-30,1,Success (main peak),Abandoned at 7950m due to weather and Sherpas tired,7950,FALSE,FALSE,FALSE,4,0,8,0,0,14,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(09/04,5350m),C1(25/04,5950m),C2(29/04,6550m),C3(23/05,7130m),C4(24/05,7950m),xxx",176692,"Bob Wood and Ang Nuru Sherpa injurd ice collapse in the icefall (both were rescued by helicopter, both had minor injuries).",NA,Shangri-La Nepal Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464620
EVER21111,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,USA,Richard Sweitzer,The Northwest Passage Everest Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Lukla->Namche->Lobuche->BC,2021-04-22,2021-05-11,NA,19,22,2021-05-14,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,2,1,0,4,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"BC(22/04,5350m),C1(07/05,6065m),C2(08/05),C3(10/05),C4(11/05),Smt(11-12/05)",187878,NA,NA,Shangri-La Nepal Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464607
EVER21112,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Russia,Alex Abramov,Seven Summits Club Everest-Lhotse Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Israel, Kyrgyz Republic, Uzbekistan",Phakding (by heli)->Namche->Lobuche->BC,2021-04-23,2021-05-23,1130,30,41,2021-06-03,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,15,7,0,30,11,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Attempted Lhotse (LHOT-211-14),"BC(23/04,5350m),C1(28/04,6060m),C2(29/04,6400m),C3(04/05,7300m),C4(22/05,7950m),Smt(23/05,01/06)",205233,Wong Dorchi Sherpa died on 23 May at South Col after summiting.,1st Israeli woman summiter and 1st Kyrgyz summiter,7 Summits Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,LHOT21114,2464619
EVER21113,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,USA,Ryan Waters,Mountain Professionals Everest Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Norway,Lukla->Namche->Lobuche->BC,2021-04-12,2021-05-23,1115,41,17,2021-04-29,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,8,4,0,10,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(12/04,5300m),C1(20/04,6000m),C2(28/04,6500m),C3(21/05,7200m),C4(22/05,7950m),Smt(23/05)",142807,NA,NA,Himalayan Trailblazer,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464619
EVER21114,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Romania,Marius-Sebastian Purice,High Himalayan International Everest Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Nepal, USA",Lukla->Namche->Lobuche->BC,2021-04-24,2021-05-24,0632,30,33,2021-05-27,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,3,3,0,4,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(24/04,5350m),C1(01/05,6000m),C2(04/05,6400m),C3(21/05,7000m),C4(22/05,8000m),Smt(24/05)",153294,NA,NA,High Himalayan Climbing,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464620
EVER21115,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Austria,Andreas Neuschmid,Kobler & Partner Everest Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Luxembourg,Lukla->Namche->Lobuche->BC,2021-04-27,2021-05-12,0714,15,18,2021-05-15,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,2,1,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(27/04,5350m),C1(03/05,6100m),C2(04/05,6440m),C3(10/05,7200m),C4(11/05,7800m),Smt(12/05)",180902,NA,NA,Himalaya Vision (High Himalayan Climbing pmt),TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464608
EVER21116,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,S Africa,Seva Gorlach,South African Everest Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,Lukla->Namche->Lobuche->BC,2021-04-13,2021-05-12,NA,29,47,2021-05-30,4,"Bad weather (storms, high winds)",Abandoned at 8200m due to bad weather,8200,FALSE,FALSE,FALSE,4,0,1,0,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(13/04,5364m),C1(02/05,6100m),C2(04/05,6400m),C3(11/05,7100m),C4(12/05,7900m),xxx(12/05,8200m)",146905,NA,NA,Top Himalaya Guides (High Himalayan Climbing pmt),TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464608
EVER21117,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Austria,Rupert Hauer,Furtenbach Adventures Everest-Lhotse Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Germany, Italy, Luxembourg, Romania",Lukla->Namche->Lobuche->BC,2021-04-24,2021-05-01,NA,7,26,2021-05-20,14,Other,Abandoned at 7100m due to Covid outbreak at base camp,7100,FALSE,FALSE,FALSE,3,0,10,0,0,20,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Attempted Lhotse (LHOT-211-12),"BC(24/04,5360m),C1(28/04,5940m),C2(29/04,6400m),C3(01/05,7100m),xxx",159466,NA,NA,Iceland Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464597
EVER21118,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Austria,Lukas Furtenbach,Furtenbach Adventures Flash Everest-Lhotse Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Germany, Israel, Norway, USA",Lukla->Mera Peak->Everest BC,2021-05-01,2021-05-07,NA,6,19,2021-05-20,14,Other,Abandoned at 7100m due to Covid outbreak at base camp,7100,FALSE,FALSE,FALSE,3,0,9,0,0,14,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Attempted Lhotse (LHOT-211-13),"BC(01/05,5300m),C1(05/05,6050m),C2(06/05,6450m),C3(07/05,7100m),xxx",196115,NA,NA,Iceland Trekking,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464603
EVER21119,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,USA,Khai Van Nguyen,Pioneer Adventure Everest Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Austria, Germany, India, Italy, Kuwait, Lithuania, Morocco, Nepal, Poland, Romania, UK",NA,NA,2021-05-23,0630,0,0,NA,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,16,10,0,16,10,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC,C1,C2,C3,C4,Smt(23,31/05)",208332,NA,NA,Pioneer Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464619
EVER21120,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Ukraine,Valentyn Sypavin,Alpomania Everest-Lhotse Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Belarus, Moldova",Lukla->Namche->Lobuche->BC,2021-04-25,2021-05-23,0531,28,32,2021-05-27,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,5,5,0,6,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summited Lhotse (LHOT-211-17),"BC(25/04,5350m),C1(29/04,6000m),C2(30/04,6500m),C3(13/05,7134m),C4(14/04,7950m),Smt(23-24/05)",NA,NA,NA,Pioneer Adventure,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464619
EVER21121,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Canada,Elia Saikaly,Ascent Himalayas Everest Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Argentina, France, Norway, USA",NA,2021-03-20,2021-05-11,0805,52,55,2021-05-14,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,5,5,0,12,12,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(20/03,5125m),C1(30/03,5900m),C2(06/04,6200m),C3(08/05/7200m),C4(10/05,8000m),Smt(11/05)",190233,NA,NA,Ascent Himalayas (Pioneer Adventures pmt),TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464607
EVER21122,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,USA,Dan Mazur,SummitClimb Everest-Lhotse Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,UK,Lukla->Namche->Lobuche->BC,2021-04-16,2021-05-24,0430,38,43,2021-05-29,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,8,3,0,8,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Attempted Lhotse (LHOT-211-11),"BC(16/04,5350m),C1(25/04,6000m),C2(28/04,6400m),C3(02/05,7200m),C4(23/05,7950m),Smt(24/05)",166811,NA,NA,Everest Parivar,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464620
EVER21123,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Bahrain,"Richard McConnell, Christopher Burrows",Bahrain Royal Guard Manaslu Expedition 2020,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,UK,NA,NA,2021-05-11,0530,0,0,NA,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,16,12,0,50,31,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Smt(11/05),NA,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464607
EVER21124,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Netherlands,Arnold Coster,Arnold Coster Expeditions Everest 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"China, Mexico, USA",Lukla->Namche->Lobuche->BC,2021-04-15,2021-06-01,0440,47,50,2021-06-04,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,9,8,0,9,9,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(15/04,5200m),C1(30/04,6050m),C2(01/05,6400m),C3(07/05,7100m),C4(31/05,7950m),Smt(01/06)",195280,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464628
EVER21125,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,India,Umesh Zirpe,Seven Summit Treks International Everest Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Argentina,Austria,Germany,Hungary,Iran,Ireland,Israel,Japan,Latvia,Pakistan, Poland,Russia,S Africa,Spain,Switzerland,Tajikistan,UK,Ukraine,USA, Uzbekistan",Lukla->Namche->Lobuche->BC,NA,2021-05-11,NA,0,0,NA,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,37,22,2,35,24,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Summited Lhotse (LHOT-211-21_,"BC,C1,C2,C3,C4,Smt(11-12,21,23,31/05,01/06)",192836,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464607
EVER21126,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,Nepal,Pasang Phurba Sherpa,Nepalese Sagarmatha Expedition 2021,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,2021-05-11,0756,0,0,NA,1,Success (main peak),NA,8849,FALSE,FALSE,FALSE,4,0,10,3,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC,C1,C2,C3,C4,Smt(11/05)",77411,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2464607
EVER21127,EVER,2021,1,Spring,1,Nepal,S Col-SE Ridge,NA,NA,NA,India,"Rhagubir Lal, Loveraj Singh Dharmshaktu",Indian CAPF’s Everest and Lhotse Expedition 2021,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,NA,0,Unknown,NA,0,FALSE,FALSE,FALSE,4,0,30,0,0,40,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Summited Lhotse (LHOT-211-22) and Pumori (PUMO-211-01),"BC,C1,C2,C3,C4,xxx",28744,NA,NA,Seven Summit Treks,TRUE,TRUE,FALSE,FALSE,FALSE,NA,5261
