PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,HIMAL_FACTOR,REGION,REGION_FACTOR,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PHOST_FACTOR,PSTATUS,PSTATUS_FACTOR,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO
PURK,Purkhung,"Purkhang, Purkung",Damodar Himal (NE of Thorong La),6126,20098,3,Damodar,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1006,2004,2,PURK04201,Aug 16,Japan,"Yuchiro Ishihara, Satoru Endo, Hirayusu Hatsushiya, Teryuki Iwasaki, Terukai Kubo, Kazuko Takano, Hiroshi Yumoto, Ang Kami, Da Chhemba, Gelu, Lhakpa Tenzi, Pema Tenji, Wongchu Sherpas",NA,NA,NA
DZAS,Dzasampatse,NA,Khumbu Himal (S of Pasang Lhamu Chuli),6295,20653,12,Khumbu,2,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1008,2004,3,DZAS04301,Oct 18,Slovenia,"Urban Azman, Tadej Golob",NA,NA,NA
SWEL,Swelokhan,NA,Manaslu Himal (N of Samdo village on Tibetan border),6180,20276,15,Manaslu/Mansiri,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2003,4,Nepal & China,1,Unclimbed,1010,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
MUPK,Mustang Peak,NA,Mustang Himal (S of Mustang Himal peak on Tibetan border),6229,20436,16,Mukut/Mustang,6,Dhaulagiri-Mukut,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1011,2001,3,MUPK01301,Oct 07,"Japan, Nepal","Tomatsu Ohnishi, Koji Mizutani, Takehiko Yanagihara, Katsuhiko Asahi, Mingma Nuru Sherpa, Chuldin Nuru Sherpa, Kancha Dawa Sherpa",Not same peak as Mustang Himal (6195m) on current Ministry list.,NA,NA
JING,Jinjang,"Genjang, Gajang, Jijang",Damodar Himal (E of Thorong La),6111,20049,3,Damodar,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1012,NA,0,NA,NA,NA,Climbed by Japanese in April 1983?,NA,NA,NA
JOBO,Jobo Rinjang,Jobo Ribjang,Rolwaling Himal (SW of Nangpa La near Tibetan border),6778,22238,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1014,2009,1,JOBO09101,Apr 22,USA,"Joe Puryear, David Gottlieb",NA,NA,NA
KYAB,Kyabura,NA,Janak Himal (SW of Dzanye on Tibetan border),6466,21214,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1019,2023,3,KYAB23301,Nov 02,"UK, France, Portugal, Switzerland","Bruce Normand, Thomas Heidt, Sebastien Moatti, Diogo Da Silva Santos, Sarah Marti",NA,NA,NA
KUML,Kumlung,Kang Kuru?,Damodar Himal (NE of Saribung and W of Bhrikuti),6355,20850,3,Damodar,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1020,2008,3,KUML08301,Oct 14,France,"Paulo Grobel, Paul Vulin",NA,NA,NA
DGAR,Dhaulagari,Dhaulasiri,"Raksha Urai Himal (E of Bobaye, S of Raksha Urai)",6638,21778,2,Api/Byas Risi/Guras,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,1,Unclimbed,1021,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
LHAY,Lhayul Peak,NA,Api Himal (SW of Api Main),6395,20981,2,Api/Byas Risi/Guras,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,1,Unclimbed,1031,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
MERR,Merra,NA,Kangchenjunga Himal (WNW of Anidesh Chuli),6334,20781,9,Kangchenjunga/Simhalila,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1032,2006,3,MERR06301,Oct 18,Denmark,Claus Ostergaard,NA,NA,NA
PBUK,Pabuk Kang,Kangata,Ohmi Kangri Himal (E of Nangamari I on Tibetan border),6244,20486,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2003,4,Nepal & China,1,Unclimbed,1034,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
YANK,Yanme Kang,Yanme Khang,Ohmi Kangri Himal (NW of Nangamari on Tibetan border),6206,20361,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2003,4,Nepal & China,2,Climbed,1035,2017,3,YANK17301,Oct 29,France,"Gregoire Lestienne, Floriane Pugin",May have climbed the 6244m peak northwest of the 6206m peak that Ministry calls Yanme Kang.,NA,NA
DANS,Danphe Shail,Danfe Shail,Palchung Himal (N of Kanjiroba on Tibetan border),6103,20023,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2002,4,Nepal & China,2,Climbed,1038,2017,3,DANS17301,Oct 05,"France, Nepal","Sonia Baillif, Etienne De Fleurian, Laurence De Fleurian, Paulo Grobel, Jean Males, Etienne Principaud, Bernard Vallet, Dipen Bhote, Dhan Magar, Anil Rai",NA,NA,NA
GAN7,Ganesh VII,NA,Ganesh Himal (E of Ganesh I in Tibet),6350,20833,5,Ganesh/Shringi,4,Manaslu-Ganesh,FALSE,TRUE,FALSE,NA,NA,2,China only,1,Unclimbed,1039,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
PHAR,Pharilapcha,NA,Khumbu Himal (SW of Gokyo Lake),6017,19741,12,Khumbu,2,Khumbu-Rolwaling-Makalu,FALSE,FALSE,TRUE,2002,Opened in 2002,1,Nepal only,2,Climbed,1041,2003,1,PHAR03101,May 19,Nepal,"Dinesh Devkota, Ongchu Sherpa, Namgyal Sherpa, Lhakpa Sherpa",NA,NA,NA
THOR,Thorong Peak,Thorung Peak,"Muktinath Himal, south of Thorong La",6144,20157,1,Annapurna,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,NA,1,Nepal only,2,Climbed,1043,2007,3,THOR07301,Nov 08,"Japan, Nepal","Satoru Endo, Mikio Iga, Terue Katakura, Mitsukuni Oka, Rikio Takahashi, Hiroshi Yumoto, Gadjet Bis Gurung, Ang Dawa Tamang, Hit Bahadur Tamang, Pasang Tamang",1st official ascent (likely many others previously),NA,NA
CHKA,Chamar Kang,"Chharka, Kangtega","Mukut Himal (NW of Tsharka village, SE of Tingkyu village)",6060,19882,16,Mukut/Mustang,6,Dhaulagiri-Mukut,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1045,2007,3,CHKA07301,Sep 21,"Japan, Nepal","Tamotsu Ohnishi, Toshitsugi Irisawa, Koichi Kato, Chhepa Sherpa",NA,NA,NA
NUPK,Nupche Kang,"Friendship Peak, Nupche Himal",Khumbu Himal (ESE of Nangpa La on Tibetan border),6576,21575,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1048,1964,1,NUPK64101,Apr 06,"W Germany, Nepal","Fritz Stammberger, Aila Sherpa",NA,NA,NA
PUCH,Punchen Himal,Puchen Himal,Shringi Himal (in Tsum Valley N of Pashuwo on Tibetan border),6049,19846,5,Ganesh/Shringi,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,NA,4,Nepal & China,1,Unclimbed,1051,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
KAKU,Kang Kuru,NA,"Mustang Himal (NNE of Tsartse, WSW of Ghami village)",6344,20814,16,Mukut/Mustang,6,Dhaulagiri-Mukut,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1053,2008,1,KAKU08101,Apr 16,USA,"Peter Athans, Theodore Hessler",NA,NA,NA
AMPM,Amphu Middle,Amphu North,Khumbu Himal (NW of Amphu Laptsa),6202,20348,12,Khumbu,2,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,NA,Requires permit for Amphu I,1,Nepal only,2,Climbed,1056,2008,1,AMPM08101,Apr 20,Germany,"Olaf Rieck, Alexander Graeber",NA,NA,NA
LUGU,Lugula,NA,Damodar Himal (E of Bhrikuti Sail on Tibetan border),6899,22635,3,Damodar,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1058,2010,3,LUGU10301,Nov 02,France,Renald Guillaune,1st official ascent in Spring 2014 by S Koreans,NA,NA
BHRS,Bhrikuti Shail,NA,Damodar Himal (NE of Thorong La on Tibetan border),6361,20869,3,Damodar,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,NA,4,Nepal & China,2,Climbed,1059,2005,1,BHRS05101,May 16,"France, Nepal","Paulo Grobel, Denis Flaven, Bikram Singh",NA,NA,NA
MYAG,Myagdi Matha,NA,Dhaulagiri Himal (S of Dhaulagiri IV),6273,20581,4,Dhaulagiri,6,Dhaulagiri-Mukut,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,1,Unclimbed,1060,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
TOBS,Tobsar,Tabsar,Shringi Himal (ENE of Chamar),6065,19898,5,Ganesh/Shringi,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1061,2017,3,TOBS17301,Oct 01,Nepal,"Narendra Shahi, Iman Gurung, Samir Gurung",NA,NA,NA
DINS,Dingjung Ri,Dingjung Ri South,Rolwaling Himal (S of Pangbuk Ri on Tibetan border),6196,20328,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2002,4,Nepal & China,2,Climbed,1063,2008,1,DINS08101,Mar 15,Japan,"Kenro Nakajima, Hiroki Yamamoto",1st known ascent (may be others earlier),NA,NA
DUDH,Dudh Kundali,"Dui Tal Chuli, Two Lakes Peak",Jagdula Lekh (S of Kanjiroba Himal),6045,19833,10,Kanjiroba,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,NA,1,Nepal only,2,Climbed,1065,1953,3,DUDH53301,Nov,"Austria, Nepal, India","Herbert Tichy, Ajiba Sherpa, Gyalzen Sherpa, Pasang Dawa Lama, Pemba Sherpa",Climbed again in 1999 by French group,NA,NA
KAGA,Kanta Gaton,Kangfu Gaton,Kanjiroba Himal (SE of Phoksumdo Tal),5910,19390,10,Kanjiroba,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1070,2009,2,KAGA09201,Aug 16,"France, Nepal","Jean-Rene Minelli, Abel Minelli, Eienne Minelli, Sarah Minelli, Pemba Jangbu Sherpa",1st official ascent,NA,NA
KAPT,Kaptang,NA,Kanti Himal (NW of Kanti Himal peak on Tibetan border),5965,19570,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2002,4,Nepal & China,2,Climbed,1071,2009,2,KAPT09201,Jun 09,"Japan, Nepal","Tamotsu Ohnishi, Toshitsugi Irizawa, Gombu Sherpa",NA,NA,NA
ROMA,Roma,NA,Saipal Himal (SW of Saipal),5407,17740,20,Saipal,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Delisted in 2014,1,Nepal only,1,Unclimbed,NA,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
RIPI,Ripimo Shar,"Khang Karpo, Kang Karpo",Rolwaling Himal (S of Dingjung Ri on Tibetan border),6647,21808,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014 (as Khang Karpo),4,Nepal & China,2,Climbed,1072,1952,1,RIPI52101,May 29,UK,"Tom Bourdillon, Ray Colledge",NA,NA,NA
TSIS,Tsisima,"Chijima, MDM Peak",Janak Himal (WSW of Janak Chuli),6196,20328,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1074,1963,1,TSIS63101,Jun 03,"Japan, Nepal","Motohiko Kogo, Kunga Norbu",NA,NA,NA
TAWA,Tawa,NA,Damodar Himal (NNE of Yakawa Kang),6110,20046,3,Damodar,5,Annapurna-Damodar-Peri,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1079,2010,3,TAWA10301,Oct 21,"Japan, Nepal","Mikio Iga, Kazuya Fujikura, Chhongba Sherpa, Lhakpa Sherpa",NA,NA,NA
URMA,Urkema,"Baden Powell Scout Peak, Urgyenma",Langtang Himal (W of Ganja La),5890,19324,13,Langtang,3,Langtang-Jugal,TRUE,FALSE,FALSE,NA,NA,1,Nepal only,2,Climbed,1081,2007,3,URMA07301,Sep 12,"Taiwan, S Korea, Singapore, Australia, Nepal",15 international scout students and 6 Sherpas,NA,NA,NA
MPNE,Manapathi NE,NA,"Dhaulagiri Himal (SSW of Dhaulagiri I, NE of Manapathi)",6384,20945,4,Dhaulagiri,6,Dhaulagiri-Mukut,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1082,1977,1,MPNE77101,Apr 20,"Italy, UK, W Germany","Reinhold Messner, Leo Dickinson, Eric Jones, Otto Wiedemann",NA,NA,NA
LUNR,Lunag Ri,"Lunag I, Rongshar Ri I, Ondrej Peak",Rolwaling Himal (SW of Nangpa La on Tibetan border),6895,22621,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,NA,Requires permit for Jobo Rinjang,4,Nepal & China,1,Unclimbed,1083,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
JASG,Jasemba Goth,Dzasampa Kang,Khumbu Himal (NW of Pasang Lhamu Chuli),6730,22080,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1085,1964,1,JASG64101,Apr 08,W Germany,"Georg Huber, Fritz Stammberger",NA,NA,NA
GOJN,Gojung,Mugu Chuli,Kanti Himal (WNW of Kanti Himal peak on Tibetan border),6310,20702,11,Kanti/Palchung,7,Kanjiroba-Far West,FALSE,TRUE,FALSE,NA,NA,4,Nepal & China,2,Climbed,1087,2011,3,GOJN11301,Oct 19,UK,"Mick Fowler, Dave Turnbull",NA,NA,NA
NAN2,Nangamari II,NA,Ohmi Kangri Himal (S of Nangamari I),6209,20371,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,NA,1,Nepal only,2,Climbed,1088,2016,3,NAN216301,Oct 17,Japan,"Tsuneo Shigehiro, Kensuke Iwai, Kiyo Kuroda, Shiro Matsunaka, Yusuke Morimoto, Kanji Totegi, Miyoko Nagase, Masayuki Takenaka, Saori Tatsuno",NA,NA,NA
DRAG,Dragmorpa Ri,Thakmarpo Ri,Langtang Himal (SW of Tilman's Col on Tibetan border),6185,20292,13,Langtang,3,Langtang-Jugal,TRUE,FALSE,FALSE,NA,NA,4,Nepal & China,2,Climbed,1089,2013,1,DRAG13101,May 30,Russia,Roman Gretzky,Did Gretzky climb Dagmorpa Ri or Paniyo Tippa in Khumbu?,NA,NA
SYKG,Syaokang,NA,Ohmi Kangri Himal (SW of Ohmi Kangri near Tibetan border),5929,19452,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,NA,1,Nepal only,2,Climbed,1091,2012,3,SYKG12301,Oct 25,New Zealand,"John Cocks, Martin Hunter, Geoffrey Lamarche, Paul Maxim, Nick Schearer",NA,NA,NA
BIJO,Bijora Hiunchuli,NA,Jagdula Lekh (S of Kande Huinchuli),6111,20049,10,Kanjiroba,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1094,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
CHUB,Chhuboche,NA,Damodar Himal (NNE of Pisang Peak),5606,18392,3,Damodar,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,NA,1,Nepal only,2,Climbed,1095,2013,3,CHUB13301,Nov 16,UK,"Brian Jackson, Hugh Wrightson, Pasang Sherpa, Tendi Wangya",NA,NA,NA
LUNW,Lunag West,NA,Rolwaling Himal (W of Lunag I on Tibetan border),6492,21299,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,NA,Requires permit for Jobo Rinjang,4,Nepal & China,2,Climbed,1098,2013,3,LUNW13301,Oct 22,USA,"Scott Adamson, Chris Wright",NA,NA,NA
DOMO,Domo,Jongsang SE Peak,Jongsang Himal (SE of Jongsong on Indian border),7447,24432,7,Jongsang,1,Kangchenjunga-Janak,FALSE,TRUE,FALSE,NA,NA,5,Nepal & India,2,Climbed,1100,1930,1,DOMO30101,Jun 08,"Germany, Nepal","Guenter Dyhrenfurth, Lewa Sherpa",NA,NA,NA
LUN2,Lunag II,NA,Rolwaling Himal (SW of Nangpa La near Tibetan border),6812,22349,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,NA,Requires permit for Jobo Rinjang,1,Nepal only,2,Climbed,1101,2010,3,LUN210301,Oct 26,France,"Mathieu Detrie, Max Belleville, Mathiew Maynadier, Sebastien Ratel",NA,NA,NA
TRIA,Triangle Peak,NA,Jugal Himal (NNW of Dome Blanc on Tibetan border),6484,21273,8,Jugal,3,Langtang-Jugal,FALSE,TRUE,FALSE,NA,NA,4,Nepal & China,2,Climbed,1102,2013,3,TRIA13301,Oct 09,France,"Sebastien Moatti, Max Bonniot",Climbed from Tibetan side,NA,NA
KASI,Kasi Dalpha,NA,Jagdula Lekh (S of Kande Huinchuli),6386,20951,10,Kanjiroba,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1103,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
NPHU,Narphu,NA,"Damodar Himal (WNW of Pisang Peak, E of Chulu East Peak)",5921,19426,3,Damodar,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,NA,1,Nepal only,2,Climbed,1104,2014,3,NPHU14301,Nov 22,"UK, Nepal","Brian Jackson, Heather Bentley, Catherine Husted, Dawn Richardson, James Salt, Rhiannon Thomson, Mingma Dorje Sherpa, Pasang Sherpa Shikhar Pandey",1st official ascent,NA,NA
POTA,Pota Himal North,Peak Hawley,Dhaulagiri Himal (NE of Putha Hiunchuli),6182,20282,4,Dhaulagiri,6,Dhaulagiri-Mukut,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1105,2008,1,POTA08101,May 09,France,Francois Damilano,NA,NA,NA
PANN,Pangbuk North,Jobo LeCoultre,Rolwaling Himal (NE of Pangbuk Ri on Tibetan border),6478,21253,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,NA,NA,4,Nepal & China,2,Climbed,1106,2013,3,PANN13301,Nov 01,USA,"Scott Adamson, Christopher Wright",NA,NA,NA
MUST,Mustang Himal,NA,Mustang Himal (S of Mansail on Tibetan border),6195,20325,16,Mukut/Mustang,6,Dhaulagiri-Mukut,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1108,2014,3,MUST14301,Nov 02,USA,"Melissa Arnot, Ben Jones, Jon Mancuso",NA,NA,NA
MNSL,Mansail,Manshail,Mustang Himal (NW of Lo Manthang on Tibetan border),6235,20456,16,Mukut/Mustang,6,Dhaulagiri-Mukut,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1109,2014,3,MNSL14301,Sep 29,Japan,"Yukiko Inoue, Eri Hasegawa, Mariko Nakamura, Kei Taniguchi",NA,NA,NA
CPHU,Chhochenphu Himal,NA,Ohmi Kangri Himal (SW of Pabuk Kang near Tibetan border),6260,20538,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1111,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
TANK,Tankya I,NA,Kanti Himal (NE of Mariyang on Tibetan border),6305,20686,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1112,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
GORK,Gorakh Khang,NA,Gorakh Khang (ENE of Simikot on Tibetan border),6254,20518,17,Nalakankar/Chandi/Changla,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1113,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
RAUN,Raungsiyar,NA,Rolwaling Himal (N of Pimu),6224,20420,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1114,2015,3,RAUN15301,Oct 04,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa",NA,NA,NA
LDAK,Langdak,NA,Rolwaling Himal (N of Raungsiyar and Pimu),6220,20407,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1116,2015,3,LDAK15301,Oct 05,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa",NA,NA,NA
TKRE,Takargo East,"Thakar Go East, Dragker-go East",Rolwaling Himal (ESE of Takargo),6152,20184,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1118,2015,3,TKRE15301,Oct 06,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa",NA,NA,NA
OMIT,Omitso Go,Omi Tso Go,Rolwaling Himal (NE of Kang Nachugo on Tibetan border),6332,20774,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1120,2017,3,OMIT17301,Nov 07,Slovenia,"Luka Plut, Miha Zupin",NA,NA,NA
CBAM,Chhopa Bamare,Chomo Pamari,Rolwaling Himal (NW of Lamabagar on Tibetan border),6109,20043,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1122,2019,4,CBAM18401,Feb 28,"USA, France","John Kelley, Benjamin Billet",NA,NA,NA
YALW,Yalung Kang West,NA,Kangchenjunga Himal (W summit of Yalung Kang),8077,26499,9,Kangchenjunga/Simhalila,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1123,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
KANN,Kangchenjunga North,NA,Kangchenjunga Himal (small knob north of Main summit),7938,26043,9,Kangchenjunga/Simhalila,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2014,5,Nepal & India,1,Unclimbed,1125,NA,0,NA,NA,NA,Unclimbed?,Possibly traversed on KANG ascents from north,NA,NA
KBNE,Kangbachen East,Kambachen East,Kangchenjunga Himal (plateau SE of Kangbachen?),7780,25525,9,Kangchenjunga/Simhalila,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1126,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
HERZ,Herzog Peak,Khangsar Khang West,Annapurna Himal (WSW of Roc Noir),7555,24787,1,Annapurna,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1128,NA,0,NA,NA,NA,Climbed?,Likely climbed on traverses to ANNE,NA,NA
GANW,Gangapurna West,"Lachenal Peak, Asapurna",Annapurna Himal (W of Gangapurna),7140,23425,1,Annapurna,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1129,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
CHMR,Chamar,Shringi Himal,Shringi Himal (SSE of Chamar),7161,23494,5,Ganesh/Shringi,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,NA,1,Nepal only,1,Unclimbed,1130,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
NGAP,Nepal Gap Peak,Nepal Gyap Peak,Kangchenjunga Himal (ENE of Gimmegela on Indian border),7007,22989,9,Kangchenjunga/Simhalila,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2014,5,Nepal & India,1,Unclimbed,1132,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
GAUS,Gaurishankar South,Gauri,Rolwaling Himal (S of Gaurishankar),7010,22999,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1134,1979,3,GAUS79301,Nov 09,UK,"Peter Boardman, Pemba Lama, Timothy Leach, Guy Neithardt",NA,NA,NA
BURK,Burke Kang,Burke Khang,Khumbu Himal (ENE of Hungchhi on Tibetan border),6942,22776,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1136,2017,3,BURK17301,Oct 05,"Ireland, Nepal","Noel Hanna, Samden Bhote, Nanda Dorje Sherpa, Pemba Tshering (Maila) Sherpa",NA,NA,NA
HMLE,Himlung East,NA,Peri Himal (E of Himlung Himal on Tibetan border),6932,22743,18,Peri,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1138,2017,1,HMLE17101,May 08,"France, Nepal","Paulo Grobel, Isabelle Guillaume, Rajan Lama Bhote, Jangbu Sherpa",NA,NA,NA
YNGS,Yangra Kangri South,"Yangra South, Ganesh I South",Ganesh Himal (NW of Ganesh III on Tibetan border),6863,22516,5,Ganesh/Shringi,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1139,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
NUPL,Nup La Kang,Nupla Khang,Khumbu Himal (N of Nup La on Tibetan border),6861,22510,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1140,2018,3,NUPL18301,Nov 02,"USA, Norway, Nepal","Garrett Madison, Kristin Bennett, Joshua Miller, Sidney Pattison, Ingvild Settemsdal, Ben Veres, Ang Phurba Sherpa, Kami Dorje Sherpa, Lhakpa Dendi Sherpa, Pasang Dawa Sherpa, Tashi Sherpa",NA,NA,NA
CHUM,Chumbu,NA,Khumbu Himal (WSW of Khangri Shar near Tibetan border),6859,22503,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1142,2022,3,CHUM22301,Oct 29,Czech Republic,"Zdenek Hak, Jaroslav Bansky, Radoslav Groh, Petr Kejklicek",NA,NA,NA
