year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
1989,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.18134837396495500000,Million tonnes/yr,30.34773398783984000000
1989,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.15023105867101500000,Million tonnes/yr,12.31214632736442400000
1990,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,12.37226121101405200000,Million tonnes/yr,33.58003699573313000000
1990,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.59226750256436500000,Million tonnes/yr,13.62349918996516400000
1991,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.18134837396495500000,Million tonnes/yr,30.34773398783984000000
1991,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.15023105867101500000,Million tonnes/yr,12.31214632736442400000
1992,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.90912844306650200000,Million tonnes/yr,32.32303027591297000000
1992,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.42036444074788600000,Million tonnes/yr,13.11352863138999900000
1993,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,14.55560142739063000000,Million tonnes/yr,39.50592588457501000000
1993,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,5.40266764970217300000,Million tonnes/yr,16.02764610473319000000
1994,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,16.77202255641146000000,Million tonnes/yr,45.52160096944851000000
1994,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,6.22534658755292550000,Million tonnes/yr,18.46821948970099000000
1995,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,18.98844368543229000000,Million tonnes/yr,51.53727605432200000000
1995,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,7.04802552540367800000,Million tonnes/yr,20.90879287466878400000
1996,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,21.10562206744843300000,Million tonnes/yr,57.28359252647814000000
1996,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,7.83386809292998500000,Million tonnes/yr,23.24008685441985400000
1997,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,22.85758718620989800000,Million tonnes/yr,62.03866942793180000000
1997,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,8.48415281682771300000,Million tonnes/yr,25.16923262049736800000
1998,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,17.87172276530000000000,Million tonnes/yr,48.50634022356468000000
1998,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,16.51093169180000000000,Million tonnes/yr,48.98161189503893000000
1999,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,64.22186376218580000000,Million tonnes/yr,174.30706677525567000000
1999,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.68315303981420100000,Million tonnes/yr,73.22546329366008500000
2000,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,70.05220060457623000000,Million tonnes/yr,190.13141153535228000000
2000,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.65885811102376500000,Million tonnes/yr,73.15338954305388000000
2001,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,76.09718849482145000000,Million tonnes/yr,206.53834908145630000000
2001,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.14775391967854800000,Million tonnes/yr,71.63713912147213000000
2002,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,81.04729101787379500000,Million tonnes/yr,219.97361552319561000000
2002,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,23.28002461712620500000,Million tonnes/yr,69.06291855530745500000
2003,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,92.94250397513492300000,Million tonnes/yr,252.25887723601498000000
2003,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.62775822916507630000,Million tonnes/yr,76.02774517832216600000
2004,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,85.34892979226239300000,Million tonnes/yr,231.64886119758029000000
2004,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.69370835597357240000,Million tonnes/yr,73.25677687481943100000
2005,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,92.29127152466527800000,Million tonnes/yr,250.49134182703699000000
2005,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.91819960885630270000,Million tonnes/yr,73.92275645899964600000
2006,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,97.66626943926223000000,Million tonnes/yr,265.07983343303990000000
2006,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.25852420295935150000,Million tonnes/yr,74.93236921119648300000
2007,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,97.46955691087056800000,Million tonnes/yr,264.54592828278044000000
2007,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.81811435004381300000,Million tonnes/yr,76.59245889701304200000
2008,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,94.96980121769622200000,Million tonnes/yr,257.76124379985321000000
2008,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,26.50348194793975000000,Million tonnes/yr,78.62568211616343200000
2009,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,87.66007126059395000000,Million tonnes/yr,237.92162045195639000000
2009,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,22.74544450270604900000,Million tonnes/yr,67.47702405946032000000
2010,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,85.55732833172430000000,Million tonnes/yr,232.21448380654670000000
2010,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,22.67092171397569500000,Million tonnes/yr,67.25594348187311200000
2011,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,90.05412926709063600000,Million tonnes/yr,244.41942671848770300000
2011,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,20.40430615239406470000,Million tonnes/yr,60.53176305250427500000
2012,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,80.28667333650000000000,Million tonnes/yr,217.90919339012560000000
2012,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,18.41603919470000000000,Million tonnes/yr,54.63333634446651400000
2013,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,60.57969701007300000000,Million tonnes/yr,164.42171985324765000000
2013,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,18.26635217661500000000,Million tonnes/yr,54.18927228058291000000
2014,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,57.59632918761134600000,Million tonnes/yr,156.32444481665544000000
2014,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,15.11799542188565200000,Million tonnes/yr,44.84930337114426600000
2015,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,50.58658293736776600000,Million tonnes/yr,137.29901895478196000000
2015,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.27806372413423300000,Million tonnes/yr,39.39093057820256400000
2016,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,8.90751558385961100000,Million tonnes/yr,24.17623567305520600000
2016,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,2.33806184754438900000,Million tonnes/yr,6.93613420131180500000
2017,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,6.26145332619800050000,Million tonnes/yr,16.99445483365702700000
2017,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,3.40832804209300000000,Million tonnes/yr,10.11120416976161000000
2018,Alpha Metallurgical Resources,Investor-owned Company,Thermal Coal,0.53978045915500000000,Million tonnes/yr,1.27897104295895850000
2018,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,5.69082826937700000000,Million tonnes/yr,15.44569909758483600000
2018,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.31007892679900000000,Million tonnes/yr,12.78635374249066000000
2019,Alpha Metallurgical Resources,Investor-owned Company,Thermal Coal,3.71858840685100000000,Million tonnes/yr,8.81092824384667300000
2019,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,5.93667785665600000000,Million tonnes/yr,16.11296905700544700000
2019,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,9.73147056362300000000,Million tonnes/yr,28.86954674714740300000
2020,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,2.20357434502100000000,Million tonnes/yr,5.98080712705779700000
2020,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,10.83280413910900100000,Million tonnes/yr,32.13678173838791000000
2021,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,1.14760047198500000000,Million tonnes/yr,3.11474722755377260000
2021,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.27950648926200000000,Million tonnes/yr,39.39521070986703000000
2022,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,0.81647464410000000000,Million tonnes/yr,2.21602569549280300000
2022,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.55166470396200000000,Million tonnes/yr,40.20259991692811500000
1988,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,0.90719404900000000000,Million tonnes/yr,2.46225077276978070000
1989,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,2.04874656035593540000,Million tonnes/yr,5.56058299435100500000
1990,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,3.19029907261906450000,Million tonnes/yr,8.65891521839448000000
1991,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,4.33185158397500000000,Million tonnes/yr,11.75724743997570300000
1992,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,5.47340409533093550000,Million tonnes/yr,14.85557966155692900000
1993,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,6.61495660759406500000,Million tonnes/yr,17.95391188560040500000
1994,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,7.75650911895000000000,Million tonnes/yr,21.05224410718163000000
1995,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,8.89806163030593600000,Million tonnes/yr,24.15057632876285000000
1996,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,10.03961414529064700000,Million tonnes/yr,27.24890856019307600000
1997,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,11.18116665392499900000,Million tonnes/yr,30.34724077438754700000
1998,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,12.32271916255935400000,Million tonnes/yr,33.44557298858202000000
1999,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,13.46427168026564700000,Million tonnes/yr,36.54390522739900000000
2000,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,14.60582418890000200000,Million tonnes/yr,39.64223744159347000000
2001,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,14.24294656929999900000,Million tonnes/yr,38.65733713248555000000
2002,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,17.96244217020000000000,Million tonnes/yr,48.75256530084166000000
2003,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,17.59956455060000000000,Million tonnes/yr,47.76766499173375000000
2004,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,19.59539145840000000000,Million tonnes/yr,53.18461669182727000000
2005,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,18.03320330602200000000,Million tonnes/yr,48.94462086111770600000
2006,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,18.53034564487400000000,Million tonnes/yr,50.29393428459554400000
2007,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,25.17554205379900300000,Million tonnes/yr,68.32992119513419000000
2008,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,23.64056972289100000000,Million tonnes/yr,64.16379288760773000000
2009,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,22.77057062990000000000,Million tonnes/yr,61.80249439652149600000
2010,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,22.40769301030000000000,Million tonnes/yr,60.81759408741359000000
2011,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,24.04064229850000000000,Million tonnes/yr,65.24964547839919000000
2012,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,26.50458133558400000000,Million tonnes/yr,71.93711857724192000000
2013,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,58.96761318500000000000,Million tonnes/yr,160.04630023003574000000
2014,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,56.98539418793500000000,Million tonnes/yr,154.66628229153378000000
2015,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,50.37104237667600000000,Million tonnes/yr,136.71401190726930000000
2016,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,41.76086365761700000000,Million tonnes/yr,113.34478982291132000000
2017,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,41.61208383358099600000,Million tonnes/yr,112.94098069617708000000
2018,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,42.09561826169800000000,Million tonnes/yr,114.25336035806336000000
2019,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,43.27406333134900000000,Million tonnes/yr,117.45182411189131000000
2020,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,44.45250840100000000000,Million tonnes/yr,120.65028786571926000000
2021,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,44.45250840100000000000,Million tonnes/yr,120.65028786571926000000
2022,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,49.89567269500000000000,Million tonnes/yr,135.42379250233796000000
1909,Anglo American,Investor-owned Company,Thermal Coal,0.30646500000000000000,Million tonnes/yr,0.72614681401029460000
1910,Anglo American,Investor-owned Company,Thermal Coal,0.36052700000000000000,Million tonnes/yr,0.85424284148170090000
1911,Anglo American,Investor-owned Company,Thermal Coal,0.38901550000000000000,Million tonnes/yr,0.92174429682222040000
1912,Anglo American,Investor-owned Company,Thermal Coal,0.41750400000000000000,Million tonnes/yr,0.98924575216273970000
1913,Anglo American,Investor-owned Company,Thermal Coal,0.44599250000000000000,Million tonnes/yr,1.05674720750325910000
1914,Anglo American,Investor-owned Company,Thermal Coal,0.47448100000000000000,Million tonnes/yr,1.12424866284377840000
1915,Anglo American,Investor-owned Company,Thermal Coal,0.50296950000000000000,Million tonnes/yr,1.19175011818429780000
1916,Anglo American,Investor-owned Company,Thermal Coal,0.53145800000000000000,Million tonnes/yr,1.25925157352481730000
1917,Anglo American,Investor-owned Company,Thermal Coal,0.55994650000000000000,Million tonnes/yr,1.32675302886533690000
1918,Anglo American,Investor-owned Company,Thermal Coal,0.58843500000000000000,Million tonnes/yr,1.39425448420585620000
