species,authority,country,kingdom,environment_system,origin
Adansonia digitata,L.,Madagascar,Plantae,terrestrial,Alien
Adansonia digitata,L.,Seychelles,Plantae,terrestrial,Alien
Adansonia madagascariensis,Baill.,Seychelles,Plantae,terrestrial,Alien
Addax nasomaculatus,"(Blainville, 1816)",South Africa,Animalia,terrestrial,Alien
Adenanthera microsperma,Teijsm. & Binn.,Seychelles,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,Algeria,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,Angola,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,Cameroon,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,Chad,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,Comoros,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,Democratic Republic of the Congo,Plantae,terrestrial,Cryptogenic/Uncertain
Adenanthera pavonina,L.,Ghana,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,Guinea-Bissau,Plantae,terrestrial,Cryptogenic/Uncertain
Adenanthera pavonina,L.,Madagascar,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,Mauritius,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,Mozambique,Plantae,terrestrial,Cryptogenic/Uncertain
Adenanthera pavonina,L.,Nigeria,Plantae,terrestrial,Cryptogenic/Uncertain
Adenanthera pavonina,L.,Sao Tome and Principe,Plantae,terrestrial,Cryptogenic/Uncertain
Adenanthera pavonina,L.,Sierra Leone,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,South Africa,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,Togo,Plantae,terrestrial,Cryptogenic/Uncertain
Adenanthera pavonina,L.,Kenya,Plantae,terrestrial,Alien
Adenanthera pavonina,L.,Uganda,Plantae,terrestrial,Cryptogenic/Uncertain
Adenanthera pavonina,L.,United Republic of Tanzania,Plantae,terrestrial,Cryptogenic/Uncertain
Adenia cissampeloides,Harms,Nigeria,Plantae,terrestrial,Alien
Adiantum capillus-veneris,L.,Seychelles,Plantae,terrestrial,Alien
Adiantum hispidulum,Sw.,Seychelles,Plantae,terrestrial,Alien
Adiantum macrophyllum,Sw.,Algeria,Plantae,terrestrial,Alien
Adiantum raddianum,C. Presl,Algeria,Plantae,terrestrial,Alien
Adiantum raddianum,C. Presl,Mauritius,Plantae,terrestrial,Alien
Adiantum raddianum,C. Presl,South Africa,Plantae,terrestrial,Alien
Adiantum raddianum,C. Presl,Swaziland,Plantae,terrestrial,Alien
Adiantum raddianum,C. Presl,Zimbabwe,Plantae,terrestrial,Alien
Adiantum raddianum,C. Presl,United Republic of Tanzania,Plantae,terrestrial,Alien
Adiantum rhizophorum,Sw.,Seychelles,Plantae,terrestrial,Alien
Adiantum trapeziforme,L.,Seychelles,Plantae,terrestrial,Alien
Adonis annua,L.,Algeria,Plantae,terrestrial,Alien
Aechmea bracteata,Griseb. (Sw.),Algeria,Plantae,terrestrial,Alien
Aechmea comata,Baker (Gaudich.),Algeria,Plantae,terrestrial,Alien
Aechmea drakeana,André,Algeria,Plantae,terrestrial,Alien
Aechmea miniata,Baker (Beer),Algeria,Plantae,terrestrial,Alien
Aechmea weilbachii,Didr.,Algeria,Plantae,terrestrial,Alien
Aegilops cylindrica,Host,Algeria,Plantae,terrestrial,Alien
Aegle marmelos,Correa (L.),Seychelles,Plantae,terrestrial,Alien
Aegopinella nitidula,"Draparnaud, 1805 (Draparnaud, 1805)",South Africa,Animalia,terrestrial,Alien
Aegylops peregrina,Maire & Weiller (Hack.),Algeria,Plantae,terrestrial,Alien
Aeonium aizoon,T.Mes (Bolle),Algeria,Plantae,terrestrial,Alien
Aeonium arboreum,Webb & Berthel. (L.),Algeria,Plantae,terrestrial,Alien
Aeonium holochrysum,Webb & Berthel.,Algeria,Plantae,terrestrial,Alien
Aeonium undulatum,Webb & Berthel.,Algeria,Plantae,terrestrial,Alien
Aeonium urbicum,Webb & Berthel. (C.Sm. ex Hornem.),Algeria,Plantae,terrestrial,Alien
Aepyceros melampus,"(Lichtenstein, 1812)",South Africa,Animalia,terrestrial,Alien
Aerangis biloba,Schltr. (Lindl.),Algeria,Plantae,terrestrial,Alien
Aerva javanica,Juss. ex Schult. (Burm. f.),Seychelles,Plantae,terrestrial,Alien
Aerva lanata,Juss. ex Schult. (L.),Seychelles,Plantae,terrestrial,Alien
Aeschynomene americana,L.,Madagascar,Plantae,terrestrial,Alien
Aeschynomene americana,L.,Seychelles,Plantae,terrestrial,Alien
Aeschynomene aspera,L.,Madagascar,Plantae,terrestrial,Alien
Aeschynomene elaphroxylon,Taub. (Guill. & Perr.),Madagascar,Plantae,terrestrial,Alien
Aeschynomene falcata,DC. (Poir.),Madagascar,Plantae,terrestrial,Alien
Aeschynomene indica,L.,Mauritius,Plantae,terrestrial,Alien
Aeschynomene indica,L.,South Africa,Plantae,terrestrial,Alien
Aeschynomene schimperi,A.Rich.,Madagascar,Plantae,terrestrial,Alien
Aesculus californica,Nutt. (Spach),Algeria,Plantae,terrestrial,Alien
Aesculus hippocastanum,L.,Algeria,Plantae,terrestrial,Alien
Aesculus xcarnea,Hayne,Algeria,Plantae,terrestrial,Alien
Aethina tumida,"Erichson in Germar, 1843",Cameroon,Animalia,terrestrial,Alien
Aethina tumida,"Erichson in Germar, 1843",Egypt,Animalia,terrestrial,Alien
Aeverrillia setigera,"(Hincks, 1887)",Egypt,Animalia,marine,Alien
Aframomum melegueta,K.Schum.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Afrocarpus falcatus,C. N. Page (Thunb.),South Africa,Plantae,terrestrial,Alien
Agama agama,"Linnaeus, 1758",South Africa,Animalia,terrestrial,Alien
Agama planiceps,"Peters, 1862",South Africa,Animalia,terrestrial,Alien
Agapanthus africanus,Hoffmanns. (L.),Algeria,Plantae,terrestrial,Alien
Agapanthus africanus,Hoffmanns. (L.),Seychelles,Plantae,terrestrial,Alien
Agapanthus inapertus subsp. Pendulus,Beauverd,Algeria,Plantae,terrestrial,Alien
Agapanthus praecox,Willd.,South Africa,Plantae,terrestrial,Alien
Agapanthus praecox subsp. orientalis,NA,Algeria,Plantae,terrestrial,Alien
Agapanthus praecox subsp. orientalis,NA,Kenya,Plantae,terrestrial,Alien
Agapornis personatus,"Reichenow, 1887",Burundi,Animalia,terrestrial,Alien
Agapornis personatus,"Reichenow, 1887",Kenya,Animalia,terrestrial,Alien
Agathis dammara,Rich. & A. Rich. (Lamb.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Agathis robusta,F.M. Bailey (C. Moore ex F. Muell.),Seychelles,Plantae,terrestrial,Alien
Agathosma betulina,Pillans (Bergius),South Africa,Plantae,terrestrial,Alien
Agathosma crenulata,Pillans (L.),South Africa,Plantae,terrestrial,Alien
Agave americana,L.,Algeria,Plantae,terrestrial,Alien
Agave americana,L.,Burundi,Plantae,terrestrial,Alien
Agave americana,L.,Chad,Plantae,terrestrial,Alien
Agave americana,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Agave americana,L.,Lesotho,Plantae,terrestrial,Alien
Agave americana,L.,Malawi,Plantae,terrestrial,Alien
Agave americana,L.,Morocco,Plantae,terrestrial,Alien
Agave americana,L.,Rwanda,Plantae,terrestrial,Alien
Agave americana,L.,South Africa,Plantae,terrestrial,Alien
Agave americana,L.,Tunisia,Plantae,terrestrial,Alien
Agave americana,L.,Zimbabwe,Plantae,terrestrial,Alien
Agave americana,L.,Ethiopia,Plantae,terrestrial,Alien
Agave americana,L.,Kenya,Plantae,terrestrial,Alien
Agave americana,L.,Uganda,Plantae,terrestrial,Alien
Agave americana,L.,United Republic of Tanzania,Plantae,terrestrial,Alien
Agave americana,L.,Swaziland,Plantae,terrestrial,Alien
Agave americana var. americana,NA,South Africa,Plantae,terrestrial,Alien
Agave americana var. expansa,Gentry (Jacobi),South Africa,Plantae,terrestrial,Alien
Agave americana var. medio,L.,Algeria,Plantae,terrestrial,Alien
Agave angustifolia,Haw.,Madagascar,Plantae,terrestrial,Alien
Agave angustifolia,Haw.,United Republic of Tanzania,Plantae,terrestrial,Alien
Agave angustifolia,Haw.,Kenya,Plantae,terrestrial,Alien
Agave atrovirens,Karw. ex Salm-Dyck,Algeria,Plantae,terrestrial,Alien
Agave attenuata,Salm-Dyck,Algeria,Plantae,terrestrial,Alien
Agave attenuata,Salm-Dyck,South Africa,Plantae,terrestrial,Alien
Agave attenuata,Salm-Dyck,Kenya,Plantae,terrestrial,Alien
Agave boscii,(Hornem.),Algeria,Plantae,terrestrial,Alien
Agave bracteosa,S.Watson ex Engelm.,Algeria,Plantae,terrestrial,Alien
Agave cantala,Roxb. ex Salm-Dyck (Haw.),Algeria,Plantae,terrestrial,Alien
Agave decipiens,Baker,South Africa,Plantae,terrestrial,Alien
Agave filifera,Salm-Dyck,Algeria,Plantae,terrestrial,Alien
Agave kerchovei,Lem.,Algeria,Plantae,terrestrial,Alien
Agave mitis,Mart.,Algeria,Plantae,terrestrial,Alien
Agave parrasana,A.Berger,Algeria,Plantae,terrestrial,Alien
Agave potatorum,Zucc.,Algeria,Plantae,terrestrial,Alien
Agave rupicornis,L.,Algeria,Plantae,terrestrial,Alien
Agave salmiana var. ferox,NA,Algeria,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Algeria,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Botswana,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Burundi,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Comoros,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Gabon,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Libya,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Madagascar,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Mauritius,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Rwanda,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Seychelles,Plantae,terrestrial,Alien
Agave sisalana,Perrine,South Africa,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Zimbabwe,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Ethiopia,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Kenya,Plantae,terrestrial,Alien
Agave sisalana,Perrine,Uganda,Plantae,terrestrial,Alien
Agave sisalana,Perrine,United Republic of Tanzania,Plantae,terrestrial,Alien
Agave sisalana,L.,Swaziland,Plantae,terrestrial,Alien
Agave striata,Zucc.,Algeria,Plantae,terrestrial,Alien
Agave victoriae,L.,Algeria,Plantae,terrestrial,Alien
Agave vivipara,L.,Algeria,Plantae,terrestrial,Alien
Agave vivipara,L.,Madagascar,Plantae,terrestrial,Alien
Agave vivipara,L.,South Africa,Plantae,terrestrial,Alien
Agave vivipara var. vivipara,NA,South Africa,Plantae,terrestrial,Alien
Agave xylonacantha,Salm-Dyck,Algeria,Plantae,terrestrial,Alien
Ageratina adenophora,King & H. Rob. (Spreng.),Algeria,Plantae,terrestrial,Alien
Ageratina adenophora,King & H. Rob. (Spreng.),Angola,Plantae,terrestrial,Alien
Ageratina adenophora,King & H. Rob. (Spreng.),Nigeria,Plantae,terrestrial,Alien
Ageratina adenophora,King & H. Rob. (Spreng.),South Africa,Plantae,terrestrial,Alien
Ageratina adenophora,King & H. Rob. (Spreng.),Zimbabwe,Plantae,terrestrial,Alien
Ageratina adenophora,King & H. Rob. (Spreng.),Kenya,Plantae,terrestrial,Alien
Ageratina adenophora,King & H. Rob. (Spreng.),Uganda,Plantae,terrestrial,Alien
Ageratina riparia,R.M.King & H.Rob. (Regel),Madagascar,Plantae,terrestrial,Alien
Ageratina riparia,King & H. Rob. (Regel),Mauritius,Plantae,terrestrial,Alien
Ageratina riparia,R.M.King & H.Rob. (Regel),South Africa,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Guinea,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Madagascar,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Malawi,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Mali,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Mauritius,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Mozambique,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Nigeria,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Rwanda,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Senegal,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Seychelles,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Sierra Leone,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Sudan,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Swaziland,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Zambia,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Zimbabwe,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Ethiopia,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Kenya,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Uganda,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,United Republic of Tanzania,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Algeria,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Angola,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Benin,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Botswana,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Burundi,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Cameroon,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Chad,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Egypt,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Equatorial Guinea,Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Gambia (the),Plantae,terrestrial,Alien
Ageratum conyzoides,L.,Ghana,Plantae,terrestrial,Alien
Ageratum houstonianum,Mill.,Algeria,Plantae,terrestrial,Alien
Ageratum houstonianum,Mill.,Chad,Plantae,terrestrial,Alien
Ageratum houstonianum,Mill.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Ageratum houstonianum,Mill.,South Africa,Plantae,terrestrial,Alien
Ageratum houstonianum,Mill.,Swaziland,Plantae,terrestrial,Alien
Ageratum houstonianum,Mill.,Zimbabwe,Plantae,terrestrial,Alien
Ageratum houstonianum,Mill.,Ethiopia,Plantae,terrestrial,Alien
Ageratum houstonianum,Mill.,Kenya,Plantae,terrestrial,Alien
Ageratum houstonianum,Mill.,United Republic of Tanzania,Plantae,terrestrial,Alien
Agglutinella compressa,"El-Nakhal, 1983",Egypt,Chromista,marine,Alien
Agglutinella robusta,"El-Nakhal, 1983",Egypt,Chromista,marine,Alien
Agkistrodon bilineatus,"Günther, 1863",South Africa,Animalia,terrestrial,Alien
Agkistrodon contortrix,"Linnaeus, 1766",South Africa,Animalia,terrestrial,Alien
Agkistrodon piscivorus,"(Lacépède, 1789)",South Africa,Animalia,terrestrial,Alien
Aglaonema commutatum,Schott,Algeria,Plantae,terrestrial,Alien
Aglaonema costatum,N.E.Br.,Algeria,Plantae,terrestrial,Alien
Aglaonema crispum,Nicolson (Pitcher & Manda),Algeria,Plantae,terrestrial,Alien
Aglaonema Curtisii,Schott,Algeria,Plantae,terrestrial,Alien
Aglaonema marantifolium,Blume,Algeria,Plantae,terrestrial,Alien
Agonis sp.,"Felder, 1874",Algeria,Plantae,terrestrial,Alien
Agrimonia procera,Wallr.,South Africa,Plantae,terrestrial,Alien
Agrimonia repens,L.,South Africa,Plantae,terrestrial,Alien
Agropyron cristatum,(L.) Gaertn.,Morocco,Plantae,terrestrial,Alien
Agrostemma githago subsp. githago,NA,South Africa,Plantae,terrestrial,Alien
Agrostis castellana,Boiss. & Reut.,South Africa,Plantae,terrestrial,Alien
Agrostis gigantea,Roth,South Africa,Plantae,terrestrial,Alien
Agrostis montevidensis,L.,Swaziland,Plantae,terrestrial,Alien
Agrostis montevidensis,Spreng. ex Nees,South Africa,Plantae,terrestrial,Alien
Agrostis stolonifera,L.,South Africa,Plantae,terrestrial,Alien
Aidanosagitta neglecta,"(Aida, 1897)",Egypt,Animalia,marine,Alien
Ailanthus altissima,(Mill.) Swingle,Algeria,Plantae,terrestrial,Alien
Ailanthus altissima,(Mill.) Swingle,South Africa,Plantae,terrestrial,Alien
Aira caryophyllea,L.,Cameroon,Plantae,terrestrial,Alien
Aira cupaniana,Guss.,South Africa,Plantae,terrestrial,Alien
Aira praecox,L.,South Africa,Plantae,terrestrial,Alien
Ajuga reptans,L.,South Africa,Plantae,terrestrial,Alien
Albizia chinensis,Merr. (Osbeck),Burundi,Plantae,terrestrial,Alien
Albizia chinensis,Merr. (Osbeck),Comoros,Plantae,terrestrial,Alien
Albizia chinensis,Merr. (Osbeck),Madagascar,Plantae,terrestrial,Alien
Albizia chinensis,Merr. (Osbeck),South Africa,Plantae,terrestrial,Alien
Albizia chinensis,Merr. (Osbeck),United Republic of Tanzania,Plantae,terrestrial,Alien
Albizia gummifera,C.A.Sm. (J.F.Gmel.),Madagascar,Plantae,terrestrial,Native/Alien
Albizia julibrissin,Durazz.,Algeria,Plantae,terrestrial,Alien
Albizia julibrissin,Durazz.,Egypt,Plantae,terrestrial,Alien
Albizia julibrissin,Durazz.,Libya,Plantae,terrestrial,Alien
Albizia julibrissin,Durazz.,Mauritius,Plantae,terrestrial,Alien
Albizia julibrissin,Durazz.,Morocco,Plantae,terrestrial,Alien
Albizia julibrissin,Durazz.,Tunisia,Plantae,terrestrial,Alien
Albizia julibrissin,Durazz.,Kenya,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Mali,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Mauritius,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Mozambique,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Niger,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Nigeria,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Sao Tome and Principe,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Senegal,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Seychelles,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Sierra Leone,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Somalia,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),South Africa,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Sudan,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Togo,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Zambia,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Ethiopia,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Kenya,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Uganda,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),United Republic of Tanzania,Plantae,terrestrial,Alien
Albizia lebbeck,Benth.,Algeria,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Angola,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Benin,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Botswana,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Burkina Faso,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Chad,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Comoros,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Djibouti,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Egypt,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Equatorial Guinea,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Gambia (the),Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Ghana,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Guinea-Bissau,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Madagascar,Plantae,terrestrial,Alien
Albizia lebbeck,Benth. (L.),Malawi,Plantae,terrestrial,Alien
Albizia lophanta,Benth.,Algeria,Plantae,terrestrial,Alien
Albizia procera,Benth. (Roxb.),Egypt,Plantae,terrestrial,Alien
Albizia procera,Benth. (Roxb.),Mauritius,Plantae,terrestrial,Alien
Albizia procera,Benth. (Roxb.),Nigeria,Plantae,terrestrial,Alien
Albizia procera,Benth. (Roxb.),Sao Tome and Principe,Plantae,terrestrial,Alien
Albizia procera,Benth. (Roxb.),South Africa,Plantae,terrestrial,Alien
Albizia procera,Benth. (Roxb.),Sudan,Plantae,terrestrial,Alien
Albizia procera,Benth. (Roxb.),Zimbabwe,Plantae,terrestrial,Alien
Albizia procera,Benth. (Roxb.),Kenya,Plantae,terrestrial,Alien
Albizia procera,Benth. (Roxb.),Uganda,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Benin,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Burundi,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Cameroon,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Comoros,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Equatorial Guinea,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Gabon,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Gambia (the),Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Ghana,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Guinea,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Guinea-Bissau,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Malawi,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Mauritius,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Mozambique,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Nigeria,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Rwanda,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Sao Tome and Principe,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Seychelles,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Sierra Leone,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Togo,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Zambia,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Kenya,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,Uganda,Plantae,terrestrial,Alien
Albizia saman,(Jacq.) Merr.,United Republic of Tanzania,Plantae,terrestrial,Alien
Alcea rosea,L.,Algeria,Plantae,terrestrial,Alien
Alcea rosea,L.,Rwanda,Plantae,terrestrial,Alien
Alectoris chukar,"(J. E. Gray, 1830)",South Africa,Animalia,terrestrial,Alien
Alepes djedaba,"(Forsskål, 1775)",Egypt,Animalia,marine,Alien
Alepes djedaba,"(Forsskål, 1775)",Libya,Animalia,marine,Alien
Aleurites moluccanus,(L.) Willd.,Algeria,Plantae,terrestrial,Alien
Aleurites moluccanus,(L.) Willd.,Comoros,Plantae,terrestrial,Alien
Aleurites moluccanus,(L.) Willd.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Aleurites moluccanus,(L.) Willd.,Gabon,Plantae,terrestrial,Alien
Aleurites moluccanus,(L.) Willd.,Madagascar,Plantae,terrestrial,Alien
Aleurites moluccanus,(L.) Willd.,Rwanda,Plantae,terrestrial,Alien
Aleurites moluccanus,(L.) Willd.,Seychelles,Plantae,terrestrial,Alien
Aleurites moluccanus,(L.) Willd.,South Africa,Plantae,terrestrial,Alien
Aleurites moluccanus,(L.) Willd.,Swaziland,Plantae,terrestrial,Alien
Aleurites moluccanus,(L.) Willd.,Kenya,Plantae,terrestrial,Alien
Aleurites moluccanus,(L.) Willd.,Uganda,Plantae,terrestrial,Alien
Aleurodicus dispersus,"Russell, 1965",Seychelles,Animalia,terrestrial,Alien
Aleurothrixus floccosus,"(Maskell, 1896)",South Africa,Animalia,terrestrial,Alien
Aleurothrixus floccosus,"(Maskell, 1896)",Kenya,Animalia,terrestrial,Alien
