Category,Subcategory,country_iso3,region_code,population,hoursPerDayCombined,uncertaintyCombined
Deliberate neural restructuring,Schooling & research,BFA,AF_W,17586029,1.28,0.2867265743816657
Deliberate neural restructuring,Religious practice,BFA,AF_W,17586029,0.25,0.15325292868360255
Organization,Human transportation,BFA,AF_W,17586029,0.95,0.1266233496041592
Organization,Material transportation,BFA,AF_W,17586029,0.16,0.04211091997476612
Organization,Allocation,BFA,AF_W,17586029,0.87,0.13062398340515452
Experience oriented,Social,BFA,AF_W,17586029,1.55,0.593445878707132
Experience oriented,Active recreation,BFA,AF_W,17586029,0.44,0.09911643840793936
Experience oriented,Meals,BFA,AF_W,17586029,1.59,0.3498598373451376
Experience oriented,Passive,BFA,AF_W,17586029,2.33,0.9167907236128482
Experience oriented,Interactive,BFA,AF_W,17586029,1.2,0.35007555568947385
Food provision,Food preparation,BGD,AS_S,159685421,1.18,0.18595561708883465
Food provision,Food growth & collection,BGD,AS_S,159685421,0.84,0.0483869494681767
Food provision,Food processing,BGD,AS_S,159685421,0.1,0.00648474392217803
Nonfood provision,Materials,BGD,AS_S,159685421,0.04,0.00115983094139411
Nonfood provision,Energy,BGD,AS_S,159685421,0.02,0.00218822456785854
Technosphere modification,Infrastructure,BGD,AS_S,159685421,0.02,4.286569342580346e-5
Technosphere modification,Buildings,BGD,AS_S,159685421,0.14,0.01236637005614926
Technosphere modification,Artifacts,BGD,AS_S,159685421,0.36,0.01848720514133049
Maintenance of surroundings,Inhabited environment,BGD,AS_S,159685421,0.73,0.18136327526547763
Somatic maintenance,Sleep & bedrest,BGD,AS_S,159685421,9.49,0.9778074442429884
Maintenance of surroundings,Waste management,BGD,AS_S,159685421,0,3.610530883438936e-5
Somatic maintenance,Physical child care,BGD,AS_S,159685421,0.27,0.06265918631844436
Somatic maintenance,Health care,BGD,AS_S,159685421,0.05,0.04338562556796246
Somatic maintenance,Hygiene & grooming,BGD,AS_S,159685421,1.23,0.10463397861938777
Deliberate neural restructuring,Schooling & research,BGD,AS_S,159685421,1.32,0.2818351594006038
Deliberate neural restructuring,Religious practice,BGD,AS_S,159685421,0.27,0.15274730597588165
Organization,Human transportation,BGD,AS_S,159685421,0.76,0.12088774203118698
Organization,Material transportation,BGD,AS_S,159685421,0.3,0.03921547007853634
Organization,Allocation,BGD,AS_S,159685421,0.55,0.10780152203266448
Experience oriented,Social,BGD,AS_S,159685421,1.8,0.5904755711509583
Experience oriented,Active recreation,BGD,AS_S,159685421,0.23,0.09868920370506552
Experience oriented,Meals,BGD,AS_S,159685421,1.62,0.3453722402778969
Experience oriented,Passive,BGD,AS_S,159685421,2.05,0.8945958239989124
Experience oriented,Interactive,BGD,AS_S,159685421,0.62,0.3458973341430152
Food provision,Food preparation,BGR,EU_E,7524084,1.25,0.00189488173728513
Food provision,Food growth & collection,BGR,EU_E,7524084,0.57,0.00121575554386714
Food provision,Food processing,BGR,EU_E,7524084,0.12,6.974247011571738e-5
Nonfood provision,Materials,BGR,EU_E,7524084,0.04,2.390550309493219e-5
Nonfood provision,Energy,BGR,EU_E,7524084,0.06,3.921725671443877e-6
Technosphere modification,Infrastructure,BGR,EU_E,7524084,0.05,3.83492734826102e-5
Technosphere modification,Buildings,BGR,EU_E,7524084,0.32,7.5561365815446e-4
Technosphere modification,Artifacts,BGR,EU_E,7524084,0.58,9.7236099418711e-4
Maintenance of surroundings,Inhabited environment,BGR,EU_E,7524084,1.35,0.0017202955868636
Somatic maintenance,Sleep & bedrest,BGR,EU_E,7524084,9.25,0.1579108277624729
Maintenance of surroundings,Waste management,BGR,EU_E,7524084,0.01,6.440979857752947e-8
Somatic maintenance,Physical child care,BGR,EU_E,7524084,0.16,2.486098535739e-4
Somatic maintenance,Health care,BGR,EU_E,7524084,0.13,1.7637408724975e-4
Somatic maintenance,Hygiene & grooming,BGR,EU_E,7524084,0.68,7.8699248965196e-4
Deliberate neural restructuring,Schooling & research,BGR,EU_E,7524084,0.57,6.6730361279402e-4
Deliberate neural restructuring,Religious practice,BGR,EU_E,7524084,0.08,2.9100963214861495e-5
Organization,Human transportation,BGR,EU_E,7524084,0.74,0.00171378751466279
Organization,Material transportation,BGR,EU_E,7524084,0.38,0.0015000874616633
Organization,Allocation,BGR,EU_E,7524084,0.96,4.7646465291637e-4
Experience oriented,Social,BGR,EU_E,7524084,0.72,8.2732742990404e-4
Experience oriented,Active recreation,BGR,EU_E,7524084,0.52,3.1682867519441e-4
Experience oriented,Meals,BGR,EU_E,7524084,1.92,0.0073342723628602
Experience oriented,Passive,BGR,EU_E,7524084,3.07,0.01219725684834208
Experience oriented,Interactive,BGR,EU_E,7524084,0.48,4.5868972492019e-4
Food provision,Food preparation,BHR,AS_W,1641164,0.88,0.19069050959337097
Food provision,Food growth & collection,BHR,AS_W,1641164,0.36,0.09358224729548371
Food provision,Food processing,BHR,AS_W,1641164,0.04,0.00705444289885008
Nonfood provision,Materials,BHR,AS_W,1641164,0.04,0.00519525260306105
Nonfood provision,Energy,BHR,AS_W,1641164,0.03,0.0033838480088612
Technosphere modification,Infrastructure,BHR,AS_W,1641164,0.04,0.03480789257722431
Technosphere modification,Buildings,BHR,AS_W,1641164,0.21,0.2060596139451479
Technosphere modification,Artifacts,BHR,AS_W,1641164,0.31,0.03324835047545143
Maintenance of surroundings,Inhabited environment,BHR,AS_W,1641164,0.86,0.19125378145423716
Somatic maintenance,Sleep & bedrest,BHR,AS_W,1641164,9.45,1.334729314175462
Maintenance of surroundings,Waste management,BHR,AS_W,1641164,0.01,6.0267119257686826e-5
Somatic maintenance,Physical child care,BHR,AS_W,1641164,0.25,0.06385532888711636
Somatic maintenance,Health care,BHR,AS_W,1641164,0.13,0.04892242375630518
Somatic maintenance,Hygiene & grooming,BHR,AS_W,1641164,0.85,0.10397778934261744
Deliberate neural restructuring,Schooling & research,BHR,AS_W,1641164,0.93,0.2872182579006988
Deliberate neural restructuring,Religious practice,BHR,AS_W,1641164,0.47,0.15518190991036002
Organization,Human transportation,BHR,AS_W,1641164,0.77,0.12261703842431514
Organization,Material transportation,BHR,AS_W,1641164,0.21,0.03806304614462792
Organization,Allocation,BHR,AS_W,1641164,0.79,0.13350862880512102
Experience oriented,Social,BHR,AS_W,1641164,1.09,0.59014856218269
Experience oriented,Active recreation,BHR,AS_W,1641164,0.49,0.09973345989848711
Experience oriented,Meals,BHR,AS_W,1641164,1.79,0.3542060233710226
Experience oriented,Passive,BHR,AS_W,1641164,3.09,0.9392992610523984
Experience oriented,Interactive,BHR,AS_W,1641164,0.9,0.34992443825333464
Food provision,Food preparation,BHS,AM_C,389486,1.15,0.24257054475414816
Food provision,Food growth & collection,BHS,AM_C,389486,0.56,0.06195967681805953
Food provision,Food processing,BHS,AM_C,389486,0.1,0.01029936530486249
Nonfood provision,Materials,BHS,AM_C,389486,0.07,0.00384296232221007
Nonfood provision,Energy,BHS,AM_C,389486,0.04,0.00405926840751889
Technosphere modification,Infrastructure,BHS,AM_C,389486,0.07,6.248734138737e-4
Technosphere modification,Buildings,BHS,AM_C,389486,0.26,0.01596164335132591
Technosphere modification,Artifacts,BHS,AM_C,389486,0.43,0.02527779794606056
Maintenance of surroundings,Inhabited environment,BHS,AM_C,389486,1.29,0.21037709443189712
Somatic maintenance,Sleep & bedrest,BHS,AM_C,389486,8.21,3.8838580704242074
Maintenance of surroundings,Waste management,BHS,AM_C,389486,0.01,6.83376273261e-4
Somatic maintenance,Physical child care,BHS,AM_C,389486,0.7,0.0710683909954883
Somatic maintenance,Health care,BHS,AM_C,389486,0.48,0.04527143422681473
Somatic maintenance,Hygiene & grooming,BHS,AM_C,389486,0.94,3.021000989250257
Deliberate neural restructuring,Schooling & research,BHS,AM_C,389486,1.23,0.3157075595104107
Deliberate neural restructuring,Religious practice,BHS,AM_C,389486,0.22,0.1533676865790067
Organization,Human transportation,BHS,AM_C,389486,0.69,0.5993742133842734
Organization,Material transportation,BHS,AM_C,389486,0.18,0.04155604274710777
Organization,Allocation,BHS,AM_C,389486,1.29,0.1573074318857059
Experience oriented,Social,BHS,AM_C,389486,0.98,0.9611642892230392
Experience oriented,Active recreation,BHS,AM_C,389486,0.45,0.10063755620366506
Experience oriented,Meals,BHS,AM_C,389486,1.27,3.2601218279034234
Experience oriented,Passive,BHS,AM_C,389486,2.09,1.126211056795671
Experience oriented,Interactive,BHS,AM_C,389486,1.28,0.5716704907884139
Food provision,Food preparation,BIH,EU_S,3300998,1,0.00948977348831802
Food provision,Food growth & collection,BIH,EU_S,3300998,0.38,0.02135934129501895
Food provision,Food processing,BIH,EU_S,3300998,0.08,5.791108923851e-4
Nonfood provision,Materials,BIH,EU_S,3300998,0.05,3.5734014374978e-4
Nonfood provision,Energy,BIH,EU_S,3300998,0.1,0.00121799403034484
Technosphere modification,Infrastructure,BIH,EU_S,3300998,0.04,2.7189683151047e-4
Technosphere modification,Buildings,BIH,EU_S,3300998,0.19,0.00545243725441131
Technosphere modification,Artifacts,BIH,EU_S,3300998,0.43,0.02141295001930005
Maintenance of surroundings,Inhabited environment,BIH,EU_S,3300998,1.08,0.04128311127935358
Somatic maintenance,Sleep & bedrest,BIH,EU_S,3300998,8.83,0.076894016488721
Maintenance of surroundings,Waste management,BIH,EU_S,3300998,0.02,3.0225827669004343e-5
Somatic maintenance,Physical child care,BIH,EU_S,3300998,0.24,0.00562532408861613
Somatic maintenance,Health care,BIH,EU_S,3300998,0.17,0.00201833607248716
Somatic maintenance,Hygiene & grooming,BIH,EU_S,3300998,0.93,0.00844022424933897
Deliberate neural restructuring,Schooling & research,BIH,EU_S,3300998,0.79,0.01287584176603986
Deliberate neural restructuring,Religious practice,BIH,EU_S,3300998,0.1,1.6021671403835e-4
Organization,Human transportation,BIH,EU_S,3300998,0.96,0.01477052426355638
Organization,Material transportation,BIH,EU_S,3300998,0.35,0.00770096381843257
Organization,Allocation,BIH,EU_S,3300998,1,0.06101260883820067
Experience oriented,Social,BIH,EU_S,3300998,0.73,0.01265875519269544
Experience oriented,Active recreation,BIH,EU_S,3300998,0.73,0.02206756585655503
Experience oriented,Meals,BIH,EU_S,3300998,2.02,0.0636774790540271
Experience oriented,Passive,BIH,EU_S,3300998,3.01,0.05626374758616816
Experience oriented,Interactive,BIH,EU_S,3300998,0.79,0.0325383494235876
Food provision,Food preparation,BLR,EU_E,9445638,1.08,0.002965530730612
Food provision,Food growth & collection,BLR,EU_E,9445638,0.49,0.01284187300994474
Food provision,Food processing,BLR,EU_E,9445638,0.13,3.8614714198129e-4
Nonfood provision,Materials,BLR,EU_E,9445638,0.06,1.2397956816666e-4
Nonfood provision,Energy,BLR,EU_E,9445638,0.15,5.1455669640376e-4
Technosphere modification,Infrastructure,BLR,EU_E,9445638,0.06,1.3551955447796e-4
Technosphere modification,Buildings,BLR,EU_E,9445638,0.27,0.0016477173448011
Technosphere modification,Artifacts,BLR,EU_E,9445638,0.56,0.00544209056739741
Maintenance of surroundings,Inhabited environment,BLR,EU_E,9445638,1,0.01217788784941055
Somatic maintenance,Sleep & bedrest,BLR,EU_E,9445638,9.15,1.2112728054115784
Maintenance of surroundings,Waste management,BLR,EU_E,9445638,0.01,3.796003611257371e-6
Somatic maintenance,Physical child care,BLR,EU_E,9445638,0.37,5.3231235546067e-4
Somatic maintenance,Health care,BLR,EU_E,9445638,0.21,9.9642763567285e-4
Somatic maintenance,Hygiene & grooming,BLR,EU_E,9445638,1.13,0.30035342968998713
Deliberate neural restructuring,Schooling & research,BLR,EU_E,9445638,0.82,0.0031638397800505
Deliberate neural restructuring,Religious practice,BLR,EU_E,9445638,0.06,1.0640633195462e-4
Organization,Human transportation,BLR,EU_E,9445638,0.92,0.06329580070871181
Organization,Material transportation,BLR,EU_E,9445638,0.42,0.00724385526883644
Organization,Allocation,BLR,EU_E,9445638,1.03,0.01269548246435769
Experience oriented,Social,BLR,EU_E,9445638,0.77,0.00113597458868359
Experience oriented,Active recreation,BLR,EU_E,9445638,0.51,4.5917487057413e-4
Experience oriented,Meals,BLR,EU_E,9445638,1.15,0.4805344225542396
Experience oriented,Passive,BLR,EU_E,9445638,2.58,0.02971131332309324
Experience oriented,Interactive,BLR,EU_E,9445638,1.07,0.02377004702744054
Food provision,Food preparation,BLZ,AM_C,390351,1,0.22874700023881947
Food provision,Food growth & collection,BLZ,AM_C,390351,0.53,0.03237129189417837
Food provision,Food processing,BLZ,AM_C,390351,0,0.0075264607911538
Nonfood provision,Materials,BLZ,AM_C,390351,0.08,0.00227361249809403
Nonfood provision,Energy,BLZ,AM_C,390351,0.05,0.00361094230414671
Technosphere modification,Infrastructure,BLZ,AM_C,390351,0.07,6.2883726122458e-4
Technosphere modification,Buildings,BLZ,AM_C,390351,0.2,0.01381437178507014
Technosphere modification,Artifacts,BLZ,AM_C,390351,0.31,0.01720708941363328
Maintenance of surroundings,Inhabited environment,BLZ,AM_C,390351,1.22,0.20717680537094704
Somatic maintenance,Sleep & bedrest,BLZ,AM_C,390351,8.21,3.8838580704242074
Maintenance of surroundings,Waste management,BLZ,AM_C,390351,0,6.55949477531e-4
Somatic maintenance,Physical child care,BLZ,AM_C,390351,0.72,0.07104919164764256
Somatic maintenance,Health care,BLZ,AM_C,390351,0.55,0.04572463555829773
Somatic maintenance,Hygiene & grooming,BLZ,AM_C,390351,0.92,3.02084756287177
Deliberate neural restructuring,Schooling & research,BLZ,AM_C,390351,1.11,0.3102549218420282
Deliberate neural restructuring,Religious practice,BLZ,AM_C,390351,0.22,0.1533331629213378
Organization,Human transportation,BLZ,AM_C,390351,0.7,0.5989056171962172
Organization,Material transportation,BLZ,AM_C,390351,0.08,0.0393910620402783
Organization,Allocation,BLZ,AM_C,390351,1.93,0.18687926264199112
Experience oriented,Social,BLZ,AM_C,390351,1.04,0.9612132954703742
Experience oriented,Active recreation,BLZ,AM_C,390351,0.44,0.1005931058616622
Experience oriented,Meals,BLZ,AM_C,390351,1.27,3.2601218279034234
Experience oriented,Passive,BLZ,AM_C,390351,2.09,1.1260284964328453
Experience oriented,Interactive,BLZ,AM_C,390351,1.26,0.5710955979173719
Food provision,Food preparation,BOL,AM_S,11513102,0.73,0.1925668099326185
Food provision,Food growth & collection,BOL,AM_S,11513102,0.68,0.03853990004968281
Food provision,Food processing,BOL,AM_S,11513102,0,0.0061639958687359
Nonfood provision,Materials,BOL,AM_S,11513102,0.13,0.00104114082342007
Nonfood provision,Energy,BOL,AM_S,11513102,0.04,0.00225090544119472
Technosphere modification,Infrastructure,BOL,AM_S,11513102,0.08,0.00100587188748865
Technosphere modification,Buildings,BOL,AM_S,11513102,0.26,0.02806416893802085
Technosphere modification,Artifacts,BOL,AM_S,11513102,0.47,0.02779010779482399
Maintenance of surroundings,Inhabited environment,BOL,AM_S,11513102,0.71,0.2040165037184455
Somatic maintenance,Sleep & bedrest,BOL,AM_S,11513102,8.78,1.873210108765885
Maintenance of surroundings,Waste management,BOL,AM_S,11513102,0,3.636695139394316e-5
Somatic maintenance,Physical child care,BOL,AM_S,11513102,0.31,0.06740060785081244
Somatic maintenance,Health care,BOL,AM_S,11513102,0.12,0.04749704721667038
Somatic maintenance,Hygiene & grooming,BOL,AM_S,11513102,1,0.11858709797135764
Deliberate neural restructuring,Schooling & research,BOL,AM_S,11513102,0.98,0.28770642717126366
Deliberate neural restructuring,Religious practice,BOL,AM_S,11513102,0.17,0.15278625576478455
Organization,Human transportation,BOL,AM_S,11513102,1.14,0.1407232647926378
Organization,Material transportation,BOL,AM_S,11513102,0.36,0.0463729762184393
Organization,Allocation,BOL,AM_S,11513102,0.98,0.10662527075375516
Experience oriented,Social,BOL,AM_S,11513102,1.19,0.5928940159314191
Experience oriented,Active recreation,BOL,AM_S,11513102,0.56,0.09973644893319356
Experience oriented,Meals,BOL,AM_S,11513102,1.31,0.3603453634284081
Experience oriented,Passive,BOL,AM_S,11513102,2.86,0.9550941217589431
Experience oriented,Interactive,BOL,AM_S,11513102,1.14,0.3477710238528914
Food provision,Food preparation,BRA,AM_S,184833335,0.67,0.00803953006015702
Food provision,Food growth & collection,BRA,AM_S,184833335,0.35,0.01307204739059322
Food provision,Food processing,BRA,AM_S,184833335,0.06,1.3502812149056005e-6
Nonfood provision,Materials,BRA,AM_S,184833335,0.05,4.599917811641089e-5
Nonfood provision,Energy,BRA,AM_S,184833335,0.02,8.955895523010655e-7
Technosphere modification,Infrastructure,BRA,AM_S,184833335,0.04,5.810680980737232e-5
Technosphere modification,Buildings,BRA,AM_S,184833335,0.31,0.01541097692860611
Technosphere modification,Artifacts,BRA,AM_S,184833335,0.46,0.01535451525111915
Maintenance of surroundings,Inhabited environment,BRA,AM_S,184833335,0.81,0.02336061429229837
Somatic maintenance,Sleep & bedrest,BRA,AM_S,184833335,8.87,1.0606295769538665
Maintenance of surroundings,Waste management,BRA,AM_S,184833335,0.01,5.937037736634225e-8
Somatic maintenance,Physical child care,BRA,AM_S,184833335,0.3,0.00493217165662104
Somatic maintenance,Health care,BRA,AM_S,184833335,0.18,0.00408197527342964
Somatic maintenance,Hygiene & grooming,BRA,AM_S,184833335,1.06,0.01709698550555481
Deliberate neural restructuring,Schooling & research,BRA,AM_S,184833335,1.02,0.00801587283991408
Deliberate neural restructuring,Religious practice,BRA,AM_S,184833335,0.15,1.0170688649504e-4
Organization,Human transportation,BRA,AM_S,184833335,1.09,0.01929272383920501
Organization,Material transportation,BRA,AM_S,184833335,0.41,0.00816835043557018
Organization,Allocation,BRA,AM_S,184833335,1.25,0.00882980415322136
Experience oriented,Social,BRA,AM_S,184833335,1.07,0.00750873111913676
Experience oriented,Active recreation,BRA,AM_S,184833335,0.63,0.00123102194453575
Experience oriented,Meals,BRA,AM_S,184833335,1.36,0.0189911974454709
Experience oriented,Passive,BRA,AM_S,184833335,2.88,0.06468919639364522
Experience oriented,Interactive,BRA,AM_S,184833335,0.94,0.00311790251774404
Food provision,Food preparation,BRB,AM_C,287021,1.15,0.24257054475414816
Food provision,Food growth & collection,BRB,AM_C,287021,0.56,0.06195967681805953
Food provision,Food processing,BRB,AM_C,287021,0.1,0.01029936530486249
Nonfood provision,Materials,BRB,AM_C,287021,0.07,0.00384296232221007
