year,lake,species,grand_total,comments,region,values
1952,Erie,Blue Pike,14037,NA,New York (NY),158
1952,Erie,Blue Pike,14037,NA,Ohio (OH),5531
1952,Erie,Blue Pike,14037,NA,Pennsylvania (PA),1081
1952,Erie,Blue Pike,14037,NA,U.S. Total,6770
1952,Erie,Blue Pike,14037,NA,Canada (ONT),7267
1953,Erie,Blue Pike,18375,NA,Michigan (MI),NA
1953,Erie,Blue Pike,18375,NA,New York (NY),265
1953,Erie,Blue Pike,18375,NA,Ohio (OH),6853
1953,Erie,Blue Pike,18375,NA,Pennsylvania (PA),924
1953,Erie,Blue Pike,18375,NA,U.S. Total,8042
1953,Erie,Blue Pike,18375,NA,Canada (ONT),10333
1954,Erie,Blue Pike,14395,NA,Michigan (MI),NA
1954,Erie,Blue Pike,14395,NA,New York (NY),319
1954,Erie,Blue Pike,14395,NA,Ohio (OH),4576
1954,Erie,Blue Pike,14395,NA,Pennsylvania (PA),1349
1954,Erie,Blue Pike,14395,NA,U.S. Total,6244
1954,Erie,Blue Pike,14395,NA,Canada (ONT),8151
1955,Erie,Blue Pike,19685,NA,Michigan (MI),NA
1955,Erie,Blue Pike,19685,NA,New York (NY),1634
1955,Erie,Blue Pike,19685,NA,Ohio (OH),3679
1955,Erie,Blue Pike,19685,NA,Pennsylvania (PA),2335
1955,Erie,Blue Pike,19685,NA,U.S. Total,7648
1955,Erie,Blue Pike,19685,NA,Canada (ONT),12037
1956,Erie,Blue Pike,18857,NA,Michigan (MI),NA
1956,Erie,Blue Pike,18857,NA,New York (NY),921
1956,Erie,Blue Pike,18857,NA,Ohio (OH),4703
1956,Erie,Blue Pike,18857,NA,Pennsylvania (PA),1231
1956,Erie,Blue Pike,18857,NA,U.S. Total,6855
1956,Erie,Blue Pike,18857,NA,Canada (ONT),12002
1957,Erie,Blue Pike,10370,NA,Michigan (MI),NA
1957,Erie,Blue Pike,10370,NA,New York (NY),437
1957,Erie,Blue Pike,10370,NA,Ohio (OH),2915
1957,Erie,Blue Pike,10370,NA,Pennsylvania (PA),629
1957,Erie,Blue Pike,10370,NA,U.S. Total,3981
1957,Erie,Blue Pike,10370,NA,Canada (ONT),6389
1958,Erie,Blue Pike,1400,NA,Michigan (MI),NA
1958,Erie,Blue Pike,1400,NA,New York (NY),136
1958,Erie,Blue Pike,1400,NA,Ohio (OH),366
1958,Erie,Blue Pike,1400,NA,Pennsylvania (PA),74
1958,Erie,Blue Pike,1400,NA,U.S. Total,576
1958,Erie,Blue Pike,1400,NA,Canada (ONT),824
1959,Erie,Blue Pike,79,NA,Michigan (MI),NA
1959,Erie,Blue Pike,79,NA,New York (NY),7
1959,Erie,Blue Pike,79,NA,Ohio (OH),20
1959,Erie,Blue Pike,79,NA,Pennsylvania (PA),5
1959,Erie,Blue Pike,79,NA,U.S. Total,32
1959,Erie,Blue Pike,79,NA,Canada (ONT),47
1960,Erie,Blue Pike,11,NA,Michigan (MI),NA
1960,Erie,Blue Pike,11,NA,New York (NY),0
1960,Erie,Blue Pike,11,NA,Ohio (OH),7
1960,Erie,Blue Pike,11,NA,Pennsylvania (PA),0
1960,Erie,Blue Pike,11,NA,U.S. Total,7
1960,Erie,Blue Pike,11,NA,Canada (ONT),4
1961,Erie,Blue Pike,2,NA,Michigan (MI),NA
1961,Erie,Blue Pike,2,NA,New York (NY),0
1961,Erie,Blue Pike,2,NA,Ohio (OH),2
1961,Erie,Blue Pike,2,NA,Pennsylvania (PA),0
1961,Erie,Blue Pike,2,NA,U.S. Total,2
1961,Erie,Blue Pike,2,NA,Canada (ONT),0
1962,Erie,Blue Pike,1,NA,Michigan (MI),NA
1962,Erie,Blue Pike,1,NA,New York (NY),0
1962,Erie,Blue Pike,1,NA,Ohio (OH),0
1962,Erie,Blue Pike,1,NA,Pennsylvania (PA),1
1962,Erie,Blue Pike,1,NA,U.S. Total,1
1962,Erie,Blue Pike,1,NA,Canada (ONT),0
1963,Erie,Blue Pike,0,NA,Michigan (MI),NA
1963,Erie,Blue Pike,0,NA,New York (NY),0
1963,Erie,Blue Pike,0,NA,Ohio (OH),0
1963,Erie,Blue Pike,0,NA,Pennsylvania (PA),0
1963,Erie,Blue Pike,0,NA,U.S. Total,0
1963,Erie,Blue Pike,0,NA,Canada (ONT),0
1964,Erie,Blue Pike,0,NA,Michigan (MI),NA
1964,Erie,Blue Pike,0,NA,New York (NY),0
1964,Erie,Blue Pike,0,NA,Ohio (OH),0
1964,Erie,Blue Pike,0,NA,Pennsylvania (PA),0
1964,Erie,Blue Pike,0,NA,U.S. Total,0
1964,Erie,Blue Pike,0,NA,Canada (ONT),0
1965,Erie,Blue Pike,0,NA,Michigan (MI),NA
1965,Erie,Blue Pike,0,NA,New York (NY),NA
1965,Erie,Blue Pike,0,NA,Ohio (OH),0
1965,Erie,Blue Pike,0,NA,Pennsylvania (PA),NA
1965,Erie,Blue Pike,0,NA,U.S. Total,0
1965,Erie,Blue Pike,0,NA,Canada (ONT),NA
1966,Erie,Blue Pike,0,NA,Michigan (MI),NA
1966,Erie,Blue Pike,0,NA,New York (NY),NA
1966,Erie,Blue Pike,0,NA,Ohio (OH),0
1966,Erie,Blue Pike,0,NA,Pennsylvania (PA),0
1966,Erie,Blue Pike,0,NA,U.S. Total,0
1966,Erie,Blue Pike,0,NA,Canada (ONT),NA
1967,Erie,Blue Pike,0,OH:Fishery closed.,Michigan (MI),NA
1967,Erie,Blue Pike,0,OH:Fishery closed.,New York (NY),0
1967,Erie,Blue Pike,0,OH:Fishery closed.,Ohio (OH),0
1967,Erie,Blue Pike,0,OH:Fishery closed.,Pennsylvania (PA),0
1967,Erie,Blue Pike,0,OH:Fishery closed.,U.S. Total,0
1967,Erie,Blue Pike,0,OH:Fishery closed.,Canada (ONT),NA
1968,Erie,Blue Pike,0,NA,Michigan (MI),NA
1968,Erie,Blue Pike,0,NA,New York (NY),0
1968,Erie,Blue Pike,0,NA,Ohio (OH),NA
1968,Erie,Blue Pike,0,NA,Pennsylvania (PA),0
1968,Erie,Blue Pike,0,NA,U.S. Total,0
1968,Erie,Blue Pike,0,NA,Canada (ONT),NA
1969,Erie,Blue Pike,0,NA,Michigan (MI),NA
1969,Erie,Blue Pike,0,NA,New York (NY),0
1969,Erie,Blue Pike,0,NA,Ohio (OH),NA
1969,Erie,Blue Pike,0,NA,Pennsylvania (PA),0
1969,Erie,Blue Pike,0,NA,U.S. Total,0
1969,Erie,Blue Pike,0,NA,Canada (ONT),NA
1970,Erie,Blue Pike,0,NA,Michigan (MI),NA
1970,Erie,Blue Pike,0,NA,New York (NY),0
1970,Erie,Blue Pike,0,NA,Ohio (OH),NA
1970,Erie,Blue Pike,0,NA,Pennsylvania (PA),0
1970,Erie,Blue Pike,0,NA,U.S. Total,0
1970,Erie,Blue Pike,0,NA,Canada (ONT),NA
1971,Erie,Blue Pike,0,NA,Michigan (MI),NA
1971,Erie,Blue Pike,0,NA,New York (NY),NA
1971,Erie,Blue Pike,0,NA,Ohio (OH),NA
1971,Erie,Blue Pike,0,NA,Pennsylvania (PA),0
1971,Erie,Blue Pike,0,NA,U.S. Total,0
1971,Erie,Blue Pike,0,NA,Canada (ONT),NA
1978,Erie,Bowfin,25,NA,Michigan (MI),0
1978,Erie,Bowfin,25,NA,New York (NY),0
1978,Erie,Bowfin,25,NA,Ohio (OH),0
1978,Erie,Bowfin,25,NA,Pennsylvania (PA),0
1978,Erie,Bowfin,25,NA,U.S. Total,0
1978,Erie,Bowfin,25,NA,Canada (ONT),25
1979,Erie,Bowfin,27,NA,Michigan (MI),0
1979,Erie,Bowfin,27,NA,New York (NY),0
1979,Erie,Bowfin,27,NA,Ohio (OH),0
1979,Erie,Bowfin,27,NA,Pennsylvania (PA),0
1979,Erie,Bowfin,27,NA,U.S. Total,0
1979,Erie,Bowfin,27,NA,Canada (ONT),27
1980,Erie,Bowfin,15,NA,Michigan (MI),0
1980,Erie,Bowfin,15,NA,New York (NY),0
1980,Erie,Bowfin,15,NA,Ohio (OH),0
1980,Erie,Bowfin,15,NA,Pennsylvania (PA),0
1980,Erie,Bowfin,15,NA,U.S. Total,0
1980,Erie,Bowfin,15,NA,Canada (ONT),15
1981,Erie,Bowfin,37,NA,Michigan (MI),0
1981,Erie,Bowfin,37,NA,New York (NY),0
1981,Erie,Bowfin,37,NA,Ohio (OH),0
1981,Erie,Bowfin,37,NA,Pennsylvania (PA),0
1981,Erie,Bowfin,37,NA,U.S. Total,0
1981,Erie,Bowfin,37,NA,Canada (ONT),37
1982,Erie,Bowfin,23,NA,Michigan (MI),0
1982,Erie,Bowfin,23,NA,New York (NY),0
1982,Erie,Bowfin,23,NA,Ohio (OH),0
1982,Erie,Bowfin,23,NA,Pennsylvania (PA),0
1982,Erie,Bowfin,23,NA,U.S. Total,0
1982,Erie,Bowfin,23,NA,Canada (ONT),23
1983,Erie,Bowfin,82,NA,Michigan (MI),0
1983,Erie,Bowfin,82,NA,New York (NY),0
1983,Erie,Bowfin,82,NA,Ohio (OH),0
1983,Erie,Bowfin,82,NA,Pennsylvania (PA),0
1983,Erie,Bowfin,82,NA,U.S. Total,0
1983,Erie,Bowfin,82,NA,Canada (ONT),82
1984,Erie,Bowfin,24,NA,Michigan (MI),0
1984,Erie,Bowfin,24,NA,New York (NY),0
1984,Erie,Bowfin,24,NA,Ohio (OH),0
1984,Erie,Bowfin,24,NA,Pennsylvania (PA),0
1984,Erie,Bowfin,24,NA,U.S. Total,0
1984,Erie,Bowfin,24,NA,Canada (ONT),24
1985,Erie,Bowfin,0,NA,Michigan (MI),0
1985,Erie,Bowfin,0,NA,New York (NY),0
1985,Erie,Bowfin,0,NA,Ohio (OH),0
1985,Erie,Bowfin,0,NA,Pennsylvania (PA),0
1985,Erie,Bowfin,0,NA,U.S. Total,0
1985,Erie,Bowfin,0,NA,Canada (ONT),0
1986,Erie,Bowfin,0,NA,Michigan (MI),0
1986,Erie,Bowfin,0,NA,New York (NY),0
1986,Erie,Bowfin,0,NA,Ohio (OH),0
1986,Erie,Bowfin,0,NA,Pennsylvania (PA),0
1986,Erie,Bowfin,0,NA,U.S. Total,0
1986,Erie,Bowfin,0,NA,Canada (ONT),0
1987,Erie,Bowfin,0,NA,Michigan (MI),0
1987,Erie,Bowfin,0,NA,New York (NY),0
1987,Erie,Bowfin,0,NA,Ohio (OH),0
1987,Erie,Bowfin,0,NA,Pennsylvania (PA),0
1987,Erie,Bowfin,0,NA,U.S. Total,0
1987,Erie,Bowfin,0,NA,Canada (ONT),0
1988,Erie,Bowfin,0,NA,Michigan (MI),0
1988,Erie,Bowfin,0,NA,New York (NY),0
1988,Erie,Bowfin,0,NA,Ohio (OH),0
1988,Erie,Bowfin,0,NA,Pennsylvania (PA),0
1988,Erie,Bowfin,0,NA,U.S. Total,0
1988,Erie,Bowfin,0,NA,Canada (ONT),0
1989,Erie,Bowfin,0,NA,Michigan (MI),0
1989,Erie,Bowfin,0,NA,New York (NY),0
1989,Erie,Bowfin,0,NA,Ohio (OH),0
1989,Erie,Bowfin,0,NA,Pennsylvania (PA),0
1989,Erie,Bowfin,0,NA,U.S. Total,0
1989,Erie,Bowfin,0,NA,Canada (ONT),0
1990,Erie,Bowfin,12,NA,Michigan (MI),0
1990,Erie,Bowfin,12,NA,New York (NY),0
1990,Erie,Bowfin,12,NA,Ohio (OH),0
1990,Erie,Bowfin,12,NA,Pennsylvania (PA),0
1990,Erie,Bowfin,12,NA,U.S. Total,0
1990,Erie,Bowfin,12,NA,Canada (ONT),12
1991,Erie,Bowfin,0,NA,Michigan (MI),0
1991,Erie,Bowfin,0,NA,New York (NY),0
1991,Erie,Bowfin,0,NA,Ohio (OH),0
1991,Erie,Bowfin,0,NA,Pennsylvania (PA),0
1991,Erie,Bowfin,0,NA,U.S. Total,0
1991,Erie,Bowfin,0,NA,Canada (ONT),0
1992,Erie,Bowfin,0,NA,Michigan (MI),0
1992,Erie,Bowfin,0,NA,New York (NY),0
1992,Erie,Bowfin,0,NA,Ohio (OH),0
1992,Erie,Bowfin,0,NA,Pennsylvania (PA),0
1992,Erie,Bowfin,0,NA,U.S. Total,0
1992,Erie,Bowfin,0,NA,Canada (ONT),0
1993,Erie,Bowfin,0,NA,Michigan (MI),0
1993,Erie,Bowfin,0,NA,New York (NY),0
1993,Erie,Bowfin,0,NA,Ohio (OH),0
1993,Erie,Bowfin,0,NA,Pennsylvania (PA),0
1993,Erie,Bowfin,0,NA,U.S. Total,0
1993,Erie,Bowfin,0,NA,Canada (ONT),0
1994,Erie,Bowfin,0,NA,Michigan (MI),0
1994,Erie,Bowfin,0,NA,New York (NY),0
1994,Erie,Bowfin,0,NA,Ohio (OH),0
1994,Erie,Bowfin,0,NA,Pennsylvania (PA),0
1994,Erie,Bowfin,0,NA,U.S. Total,0
1994,Erie,Bowfin,0,NA,Canada (ONT),0
1995,Erie,Bowfin,0,NA,Michigan (MI),0
1995,Erie,Bowfin,0,NA,New York (NY),0
1995,Erie,Bowfin,0,NA,Ohio (OH),0
1995,Erie,Bowfin,0,NA,Pennsylvania (PA),0
1995,Erie,Bowfin,0,NA,U.S. Total,0
1995,Erie,Bowfin,0,NA,Canada (ONT),0
1996,Erie,Bowfin,0,NA,Michigan (MI),0
1996,Erie,Bowfin,0,NA,New York (NY),0
1996,Erie,Bowfin,0,NA,Ohio (OH),0
1996,Erie,Bowfin,0,NA,Pennsylvania (PA),0
1996,Erie,Bowfin,0,NA,U.S. Total,0
1996,Erie,Bowfin,0,NA,Canada (ONT),0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),Michigan (MI),0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),New York (NY),0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),Ohio (OH),0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),Pennsylvania (PA),0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),U.S. Total,0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),Canada (ONT),0
1998,Erie,Bowfin,33,NA,Michigan (MI),0
1998,Erie,Bowfin,33,NA,New York (NY),0
1998,Erie,Bowfin,33,NA,Ohio (OH),0
1998,Erie,Bowfin,33,NA,Pennsylvania (PA),0
1998,Erie,Bowfin,33,NA,U.S. Total,0
1998,Erie,Bowfin,33,NA,Canada (ONT),33
1999,Erie,Bowfin,43,NA,Michigan (MI),0
1999,Erie,Bowfin,43,NA,New York (NY),0
1999,Erie,Bowfin,43,NA,Ohio (OH),0
1999,Erie,Bowfin,43,NA,Pennsylvania (PA),0
1999,Erie,Bowfin,43,NA,U.S. Total,0
1999,Erie,Bowfin,43,NA,Canada (ONT),43
2000,Erie,Bowfin,NA,NA,Michigan (MI),NA
2000,Erie,Bowfin,NA,NA,New York (NY),NA
2000,Erie,Bowfin,NA,NA,Ohio (OH),NA
2000,Erie,Bowfin,NA,NA,Pennsylvania (PA),NA
2000,Erie,Bowfin,NA,NA,U.S. Total,NA
2000,Erie,Bowfin,NA,NA,Canada (ONT),NA
2001,Erie,Bowfin,NA,NA,Michigan (MI),NA
2001,Erie,Bowfin,NA,NA,New York (NY),NA
2001,Erie,Bowfin,NA,NA,Ohio (OH),NA
2001,Erie,Bowfin,NA,NA,Pennsylvania (PA),NA
2001,Erie,Bowfin,NA,NA,U.S. Total,NA
2001,Erie,Bowfin,NA,NA,Canada (ONT),NA
2002,Erie,Bowfin,NA,NA,Michigan (MI),NA
2002,Erie,Bowfin,NA,NA,New York (NY),NA
2002,Erie,Bowfin,NA,NA,Ohio (OH),NA
2002,Erie,Bowfin,NA,NA,Pennsylvania (PA),NA
2002,Erie,Bowfin,NA,NA,U.S. Total,NA
2002,Erie,Bowfin,NA,NA,Canada (ONT),NA
2003,Erie,Bowfin,NA,NA,Michigan (MI),NA
2003,Erie,Bowfin,NA,NA,New York (NY),NA
2003,Erie,Bowfin,NA,NA,Ohio (OH),NA
2003,Erie,Bowfin,NA,NA,Pennsylvania (PA),NA
2003,Erie,Bowfin,NA,NA,U.S. Total,NA
2003,Erie,Bowfin,NA,NA,Canada (ONT),NA
2004,Erie,Bowfin,NA,NA,Michigan (MI),NA
2004,Erie,Bowfin,NA,NA,New York (NY),NA
2004,Erie,Bowfin,NA,NA,Ohio (OH),NA
2004,Erie,Bowfin,NA,NA,Pennsylvania (PA),NA
2004,Erie,Bowfin,NA,NA,U.S. Total,NA
2004,Erie,Bowfin,NA,NA,Canada (ONT),NA
2005,Erie,Bowfin,NA,NA,Michigan (MI),NA
2005,Erie,Bowfin,NA,NA,New York (NY),NA
2005,Erie,Bowfin,NA,NA,Ohio (OH),NA
2005,Erie,Bowfin,NA,NA,Pennsylvania (PA),NA
2005,Erie,Bowfin,NA,NA,U.S. Total,NA
2005,Erie,Bowfin,NA,NA,Canada (ONT),NA
2006,Erie,Bowfin,NA,NA,Michigan (MI),NA
2006,Erie,Bowfin,NA,NA,New York (NY),NA
2006,Erie,Bowfin,NA,NA,Ohio (OH),NA
2006,Erie,Bowfin,NA,NA,Pennsylvania (PA),NA
2006,Erie,Bowfin,NA,NA,U.S. Total,NA
2006,Erie,Bowfin,NA,NA,Canada (ONT),NA
2007,Erie,Bowfin,NA,NA,Michigan (MI),NA
2007,Erie,Bowfin,NA,NA,New York (NY),NA
2007,Erie,Bowfin,NA,NA,Ohio (OH),NA
2007,Erie,Bowfin,NA,NA,Pennsylvania (PA),NA
2007,Erie,Bowfin,NA,NA,U.S. Total,NA
2007,Erie,Bowfin,NA,NA,Canada (ONT),NA
2008,Erie,Bowfin,NA,NA,Michigan (MI),NA
2008,Erie,Bowfin,NA,NA,New York (NY),NA
2008,Erie,Bowfin,NA,NA,Ohio (OH),NA
2008,Erie,Bowfin,NA,NA,Pennsylvania (PA),NA
2008,Erie,Bowfin,NA,NA,U.S. Total,NA
2008,Erie,Bowfin,NA,NA,Canada (ONT),NA
2009,Erie,Bowfin,NA,NA,Michigan (MI),NA
2009,Erie,Bowfin,NA,NA,New York (NY),NA
2009,Erie,Bowfin,NA,NA,Ohio (OH),NA
2009,Erie,Bowfin,NA,NA,Pennsylvania (PA),NA
2009,Erie,Bowfin,NA,NA,U.S. Total,NA
2009,Erie,Bowfin,NA,NA,Canada (ONT),NA
2010,Erie,Bowfin,0,NA,Michigan (MI),NA
2010,Erie,Bowfin,0,NA,New York (NY),NA
2010,Erie,Bowfin,0,NA,Ohio (OH),NA
2010,Erie,Bowfin,0,NA,Pennsylvania (PA),NA
2010,Erie,Bowfin,0,NA,U.S. Total,NA
2010,Erie,Bowfin,0,NA,Canada (ONT),0
2011,Erie,Bowfin,0,NA,Michigan (MI),NA
2011,Erie,Bowfin,0,NA,New York (NY),NA
2011,Erie,Bowfin,0,NA,Ohio (OH),NA
2011,Erie,Bowfin,0,NA,Pennsylvania (PA),NA
2011,Erie,Bowfin,0,NA,U.S. Total,NA
2011,Erie,Bowfin,0,NA,Canada (ONT),0
2012,Erie,Bowfin,19,NA,Michigan (MI),2
2012,Erie,Bowfin,19,NA,New York (NY),NA
2012,Erie,Bowfin,19,NA,Ohio (OH),NA
2012,Erie,Bowfin,19,NA,Pennsylvania (PA),NA
2012,Erie,Bowfin,19,NA,U.S. Total,2
2012,Erie,Bowfin,19,NA,Canada (ONT),17
2013,Erie,Bowfin,NA,NA,Michigan (MI),NA
2013,Erie,Bowfin,NA,NA,New York (NY),NA
2013,Erie,Bowfin,NA,NA,Ohio (OH),NA
2013,Erie,Bowfin,NA,NA,Pennsylvania (PA),NA
2013,Erie,Bowfin,NA,NA,U.S. Total,NA
2013,Erie,Bowfin,NA,NA,Canada (ONT),NA
2014,Erie,Bowfin,0,NA,Michigan (MI),0
2014,Erie,Bowfin,0,NA,New York (NY),NA
2014,Erie,Bowfin,0,NA,Ohio (OH),NA
2014,Erie,Bowfin,0,NA,Pennsylvania (PA),NA
2014,Erie,Bowfin,0,NA,U.S. Total,0
2014,Erie,Bowfin,0,NA,Canada (ONT),NA
2015,Erie,Bowfin,0,NA,Michigan (MI),0
2015,Erie,Bowfin,0,NA,New York (NY),NA
2015,Erie,Bowfin,0,NA,Ohio (OH),NA
2015,Erie,Bowfin,0,NA,Pennsylvania (PA),NA
2015,Erie,Bowfin,0,NA,U.S. Total,0
2015,Erie,Bowfin,0,NA,Canada (ONT),NA
1978,Erie,Buffalo,57,NA,Michigan (MI),21
1978,Erie,Buffalo,57,NA,New York (NY),0
1978,Erie,Buffalo,57,NA,Ohio (OH),36
1978,Erie,Buffalo,57,NA,Pennsylvania (PA),0
1978,Erie,Buffalo,57,NA,U.S. Total,57
1978,Erie,Buffalo,57,NA,Canada (ONT),0
1979,Erie,Buffalo,52,NA,Michigan (MI),19
1979,Erie,Buffalo,52,NA,New York (NY),0
1979,Erie,Buffalo,52,NA,Ohio (OH),33
1979,Erie,Buffalo,52,NA,Pennsylvania (PA),0
1979,Erie,Buffalo,52,NA,U.S. Total,52
1979,Erie,Buffalo,52,NA,Canada (ONT),0
1980,Erie,Buffalo,65,NA,Michigan (MI),36
1980,Erie,Buffalo,65,NA,New York (NY),0
1980,Erie,Buffalo,65,NA,Ohio (OH),29
1980,Erie,Buffalo,65,NA,Pennsylvania (PA),0
1980,Erie,Buffalo,65,NA,U.S. Total,65
1980,Erie,Buffalo,65,NA,Canada (ONT),0
1981,Erie,Buffalo,62,NA,Michigan (MI),30
1981,Erie,Buffalo,62,NA,New York (NY),0
1981,Erie,Buffalo,62,NA,Ohio (OH),32
1981,Erie,Buffalo,62,NA,Pennsylvania (PA),0
1981,Erie,Buffalo,62,NA,U.S. Total,62
1981,Erie,Buffalo,62,NA,Canada (ONT),0
1982,Erie,Buffalo,58,NA,Michigan (MI),22
1982,Erie,Buffalo,58,NA,New York (NY),0
1982,Erie,Buffalo,58,NA,Ohio (OH),36
1982,Erie,Buffalo,58,NA,Pennsylvania (PA),0
1982,Erie,Buffalo,58,NA,U.S. Total,58
1982,Erie,Buffalo,58,NA,Canada (ONT),0
1983,Erie,Buffalo,52,NA,Michigan (MI),8
1983,Erie,Buffalo,52,NA,New York (NY),0
1983,Erie,Buffalo,52,NA,Ohio (OH),44
1983,Erie,Buffalo,52,NA,Pennsylvania (PA),0
1983,Erie,Buffalo,52,NA,U.S. Total,52
1983,Erie,Buffalo,52,NA,Canada (ONT),0
1984,Erie,Buffalo,60,NA,Michigan (MI),1
1984,Erie,Buffalo,60,NA,New York (NY),0
1984,Erie,Buffalo,60,NA,Ohio (OH),59
1984,Erie,Buffalo,60,NA,Pennsylvania (PA),0
1984,Erie,Buffalo,60,NA,U.S. Total,60
1984,Erie,Buffalo,60,NA,Canada (ONT),0
1985,Erie,Buffalo,79,NA,Michigan (MI),1
1985,Erie,Buffalo,79,NA,New York (NY),0
1985,Erie,Buffalo,79,NA,Ohio (OH),78
1985,Erie,Buffalo,79,NA,Pennsylvania (PA),0
1985,Erie,Buffalo,79,NA,U.S. Total,79
1985,Erie,Buffalo,79,NA,Canada (ONT),0
1986,Erie,Buffalo,68,NA,Michigan (MI),15
1986,Erie,Buffalo,68,NA,New York (NY),0
1986,Erie,Buffalo,68,NA,Ohio (OH),53
1986,Erie,Buffalo,68,NA,Pennsylvania (PA),0
1986,Erie,Buffalo,68,NA,U.S. Total,68
1986,Erie,Buffalo,68,NA,Canada (ONT),0
1987,Erie,Buffalo,68,NA,Michigan (MI),18
1987,Erie,Buffalo,68,NA,New York (NY),0
1987,Erie,Buffalo,68,NA,Ohio (OH),50
1987,Erie,Buffalo,68,NA,Pennsylvania (PA),0
1987,Erie,Buffalo,68,NA,U.S. Total,68
1987,Erie,Buffalo,68,NA,Canada (ONT),0
1988,Erie,Buffalo,54,NA,Michigan (MI),9
1988,Erie,Buffalo,54,NA,New York (NY),0
1988,Erie,Buffalo,54,NA,Ohio (OH),45
1988,Erie,Buffalo,54,NA,Pennsylvania (PA),0
1988,Erie,Buffalo,54,NA,U.S. Total,54
1988,Erie,Buffalo,54,NA,Canada (ONT),0
1989,Erie,Buffalo,93,NA,Michigan (MI),20
1989,Erie,Buffalo,93,NA,New York (NY),0
1989,Erie,Buffalo,93,NA,Ohio (OH),73
1989,Erie,Buffalo,93,NA,Pennsylvania (PA),0
1989,Erie,Buffalo,93,NA,U.S. Total,93
1989,Erie,Buffalo,93,NA,Canada (ONT),0
1990,Erie,Buffalo,172,NA,Michigan (MI),40
1990,Erie,Buffalo,172,NA,New York (NY),0
1990,Erie,Buffalo,172,NA,Ohio (OH),132
1990,Erie,Buffalo,172,NA,Pennsylvania (PA),0
1990,Erie,Buffalo,172,NA,U.S. Total,172
1990,Erie,Buffalo,172,NA,Canada (ONT),0
1991,Erie,Buffalo,203,NA,Michigan (MI),0
1991,Erie,Buffalo,203,NA,New York (NY),0
1991,Erie,Buffalo,203,NA,Ohio (OH),203
1991,Erie,Buffalo,203,NA,Pennsylvania (PA),0
1991,Erie,Buffalo,203,NA,U.S. Total,203
1991,Erie,Buffalo,203,NA,Canada (ONT),0
1992,Erie,Buffalo,397,NA,Michigan (MI),0
1992,Erie,Buffalo,397,NA,New York (NY),0
1992,Erie,Buffalo,397,NA,Ohio (OH),397
1992,Erie,Buffalo,397,NA,Pennsylvania (PA),0
1992,Erie,Buffalo,397,NA,U.S. Total,397
1992,Erie,Buffalo,397,NA,Canada (ONT),0
1993,Erie,Buffalo,345,NA,Michigan (MI),0
1993,Erie,Buffalo,345,NA,New York (NY),0
1993,Erie,Buffalo,345,NA,Ohio (OH),320
1993,Erie,Buffalo,345,NA,Pennsylvania (PA),0
1993,Erie,Buffalo,345,NA,U.S. Total,320
1993,Erie,Buffalo,345,NA,Canada (ONT),25
1994,Erie,Buffalo,295,NA,Michigan (MI),0
1994,Erie,Buffalo,295,NA,New York (NY),0
1994,Erie,Buffalo,295,NA,Ohio (OH),295
1994,Erie,Buffalo,295,NA,Pennsylvania (PA),0
1994,Erie,Buffalo,295,NA,U.S. Total,295
1994,Erie,Buffalo,295,NA,Canada (ONT),0
1995,Erie,Buffalo,270,NA,Michigan (MI),0
1995,Erie,Buffalo,270,NA,New York (NY),0
1995,Erie,Buffalo,270,NA,Ohio (OH),270
1995,Erie,Buffalo,270,NA,Pennsylvania (PA),0
1995,Erie,Buffalo,270,NA,U.S. Total,270
1995,Erie,Buffalo,270,NA,Canada (ONT),0
1996,Erie,Buffalo,368,NA,Michigan (MI),0
1996,Erie,Buffalo,368,NA,New York (NY),7
1996,Erie,Buffalo,368,NA,Ohio (OH),330
1996,Erie,Buffalo,368,NA,Pennsylvania (PA),0
1996,Erie,Buffalo,368,NA,U.S. Total,337
1996,Erie,Buffalo,368,NA,Canada (ONT),31
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),Michigan (MI),92
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),New York (NY),0
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),Ohio (OH),322
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),Pennsylvania (PA),0
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),U.S. Total,414
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),Canada (ONT),31
1998,Erie,Buffalo,350,NA,Michigan (MI),16
1998,Erie,Buffalo,350,NA,New York (NY),0
1998,Erie,Buffalo,350,NA,Ohio (OH),296
1998,Erie,Buffalo,350,NA,Pennsylvania (PA),0
1998,Erie,Buffalo,350,NA,U.S. Total,312
1998,Erie,Buffalo,350,NA,Canada (ONT),38
1999,Erie,Buffalo,325,NA,Michigan (MI),26
1999,Erie,Buffalo,325,NA,New York (NY),0
1999,Erie,Buffalo,325,NA,Ohio (OH),258
