id,book,book_num,chapter,chapter_num,character,full_text,character_words,writer,director,imdb_rating
69,Water,1,The Boy in the Iceberg,1,Aang,"[Laughing cheerfully.] Ha, ha! You're okay!","Ha, ha! You're okay!","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
70,Water,1,The Boy in the Iceberg,1,Scene Description,"Aang hugs the bison's nose. The camera moves back to reveal that the creature stands up on his six legs and stretches itself. When the picture moves closer again, Aang is petting the bison's nose.",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
71,Water,1,The Boy in the Iceberg,1,Sokka,What is that thing?,What is that thing?,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
72,Water,1,The Boy in the Iceberg,1,Aang,"This is Appa, my flying bison.","This is Appa, my flying bison.","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
73,Water,1,The Boy in the Iceberg,1,Sokka,"[Sarcastically.] Right, and this is Katara, my flying sister. [Katara shoots him an odd look.]","Right, and this is Katara, my flying sister.","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
74,Water,1,The Boy in the Iceberg,1,Scene Description,"Aang looks questioningly at Sokka for a moment, but his attention is diverted back toward his bison when Appa starts to inhale deeply. Realizing what is about to happen, Aang ducks before Appa sneezes, sending a large blast of green flying directly onto Sokka, who becomes completely covered in it. He squeals in disgust and begins to frantically try clean it off, rubbing his face in the snow under the amused gaze of his sister.",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
75,Water,1,The Boy in the Iceberg,1,Aang,"[Cheerfully.] Don't worry, it'll wash out. [Green slime is hanging from Sokka's face to his glove, dripping down as he retracts his hand. Katara covers her mouth in disgust.] So do you guys live around here?","Don't worry, it'll wash out.  So do you guys live around here?","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
76,Water,1,The Boy in the Iceberg,1,Sokka,[Pointing his spear accusingly again at Aang who is surprised to see the thing.] Don't answer that! Did you see that crazy bolt of light?! He was probably trying to signal the Fire Navy!,Don't answer that! Did you see that crazy bolt of light?! He was probably trying to signal the Fire Navy!,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
77,Water,1,The Boy in the Iceberg,1,Katara,"[Pushes Sokka's spear away again and addresses him sarcastically.] Oh yeah, I'm sure he's a spy for the Fire Navy. You can tell by that evil look in his eye. [Aang shoots the two an earnest grin.] The paranoid one is my brother, Sokka. You never told us your name.","Oh yeah, I'm sure he's a spy for the Fire Navy. You can tell by that evil look in his eye.  The paranoid one is my brother, Sokka. You never told us your name.","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
78,Water,1,The Boy in the Iceberg,1,Aang,"I'm A ... a-a-a-Achoo! [The boy sneezes, creating an air blast that sends him soaring into the air. He lands on the ground, unharmed.] I'm Aang. [He sniffles a bit.]",I'm A ... a-a-a-Achoo!  I'm Aang.,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
79,Water,1,The Boy in the Iceberg,1,Sokka,[Total disbelief.] You just sneezed ... [Points to the sky.] and flew ten feet in the air!,You just sneezed ...  and flew ten feet in the air!,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
80,Water,1,The Boy in the Iceberg,1,Aang,[He looks questioningly toward the sky.] Really? It felt higher than that.,Really? It felt higher than that.,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
81,Water,1,The Boy in the Iceberg,1,Katara,[Gasps for air in comprehension.] You're an airbender!,You're an airbender!,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
82,Water,1,The Boy in the Iceberg,1,Aang,Sure am!,Sure am!,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
83,Water,1,The Boy in the Iceberg,1,Sokka,"Giant light beams, flying bison, airbenders ... [Walks away.] I think I got midnight sun madness. I'm going home to where stuff makes sense. [He realizes, however, that he is stranded in the middle of the ocean with no way home.]","Giant light beams, flying bison, airbenders ...  I think I got midnight sun madness. I'm going home to where stuff makes sense.","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
84,Water,1,The Boy in the Iceberg,1,Aang,"Well, if you guys are stuck, Appa and I can give you a lift. [Aang airbends himself onto Appa.]","Well, if you guys are stuck, Appa and I can give you a lift.","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
85,Water,1,The Boy in the Iceberg,1,Katara,We'd love a ride! Thanks! [Katara runs to the side of the bison.],We'd love a ride! Thanks!,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
86,Water,1,The Boy in the Iceberg,1,Sokka,Oh no! I'm not getting on that fluffy snot monster!,Oh no! I'm not getting on that fluffy snot monster!,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
87,Water,1,The Boy in the Iceberg,1,Katara,"[While climbing on top of Appa with the help of Aang.] Are you hoping some other kind of monster will come along and give you a ride home? You know, before you freeze to death?","Are you hoping some other kind of monster will come along and give you a ride home? You know, before you freeze to death?","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
88,Water,1,The Boy in the Iceberg,1,Scene Description,"Sokka opens his mouth in defiance and point at Katara, ready to retaliate, but he cannot think of anything. He sighs and bows his head in consent and defeat.
The camera switches to a shot where both siblings are sitting on Appa's saddle. Sokka has his arms crossed in front of him with a sulking expression on his face while Katara is full of excitement and anticipation.",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
89,Water,1,The Boy in the Iceberg,1,Aang,"Okay, first time flyers, hold on tight! Appa, yip-yip!","Okay, first time flyers, hold on tight! Appa, yip-yip!","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
90,Water,1,The Boy in the Iceberg,1,Scene Description,"Aang whips the reins and Appa growls in response. He moves his tail up and down and takes a huge jump into the air. He soars through the air for mere few seconds, making it appear as though he would fly, before belly-flopping into the water with a splash. The bison begins trudging through the water slowly. Katara crawls to the front of the saddle while Aang tries to get Appa flying, whipping the reins again.",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
91,Water,1,The Boy in the Iceberg,1,Aang,"Come on, Appa. Yip-yip!","Come on, Appa. Yip-yip!","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
92,Water,1,The Boy in the Iceberg,1,Sokka,"[Sarcastically.] Wow, that was truly amazing ...","Wow, that was truly amazing ...","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
93,Water,1,The Boy in the Iceberg,1,Aang,"[Katara shoots her brother an angry glance.] Appa's just a little tired. A little rest and he'll be soaring through the sky. You'll see. [Katara smiles at Aang, who returns this gesture. When she wants to move back, she realizes that he is still smiling at her.]",Appa's just a little tired. A little rest and he'll be soaring through the sky. You'll see.,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
94,Water,1,The Boy in the Iceberg,1,Katara,[Uncomfortably.] Why are you smiling at me like that?,Why are you smiling at me like that?,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
95,Water,1,The Boy in the Iceberg,1,Aang,"Oh, I was smiling? [Surprised, Katara smiles back.]","Oh, I was smiling?","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
96,Water,1,The Boy in the Iceberg,1,Scene Description,"Sokka throws his head back and sticks his tongue out in disgust while groaning loudly. Katara glares at him while Appa continues to make his way through the icy sea, flapping his tail in the water.
The picture tilts up and fades away to reveal Zuko standing on the helm of his ship, staring into the distance. The young man is approached by his uncle.",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
97,Water,1,The Boy in the Iceberg,1,Iroh,"I'm going to bed now. [Yawns and stretches.] Yep, a man needs his rest. [After a short pause, he abandons his try at a veiled suggestion and delivers his request more clearly, his tone tired.] Prince Zuko, you need some sleep. Even if you're right, and the Avatar is alive, you won't find him. Your father, grandfather and great-grandfather all tried and failed.","I'm going to bed now.  Yep, a man needs his rest.  Prince Zuko, you need some sleep. Even if you're right, and the Avatar is alive, you won't find him. Your father, grandfather and great-grandfather all tried and failed.","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
98,Water,1,The Boy in the Iceberg,1,Zuko,Because their honor didn't hinge on the Avatar's capture. Mine does. This coward's hundred years in hiding are over.,Because their honor didn't hinge on the Avatar's capture. Mine does. This coward's hundred years in hiding are over.,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
99,Water,1,The Boy in the Iceberg,1,Scene Description,"The scene fades to Appa who is still swimming in the water. Aang now lies lazily on his back, his arms tucked under his head. Katara crawls to the front of the saddle again to have a better look at the boy. She leans on the front of the saddle and rests her head on her arm.",NA,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
100,Water,1,The Boy in the Iceberg,1,Katara,Hey.,Hey.,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
101,Water,1,The Boy in the Iceberg,1,Aang,Hey. What'cha thinkin' about?,Hey. What'cha thinkin' about?,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
102,Water,1,The Boy in the Iceberg,1,Katara,"I guess I was wondering, your being an airbender and all, if you had any idea what happened to the Avatar?","I guess I was wondering, your being an airbender and all, if you had any idea what happened to the Avatar?","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
103,Water,1,The Boy in the Iceberg,1,Aang,"Oh, no. I didn't know him. I mean, I knew people that knew him, but I didn't. Sorry. [He smiles weakly at Katara.]","Oh, no. I didn't know him. I mean, I knew people that knew him, but I didn't. Sorry.","‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
104,Water,1,The Boy in the Iceberg,1,Katara,Okay. Just curious. [She slants her eyes in disappointment for a second before smiling again at Aang.] Good night.,Okay. Just curious.  Good night.,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
105,Water,1,The Boy in the Iceberg,1,Aang,Sleep tight.,Sleep tight.,"‎Michael Dante DiMartino, Bryan Konietzko, Aaron Ehasz, Peter Goldfinger, Josh Stolberg",Dave Filoni,8.1
