id,scene_description
840,[Admiringly.]
842,[Holding up a finger to draw their attention.]
844,"[Turns around in surprise, but is happy to see that the poke came from Aang.]"
844,[She moves the pot toward Aang.]
845,[Holding up his hands to fob off with the offered pot.]
846,[Slightly irritated.]
848,[Resumed filling the pot with more vegetables.]
849,[Disappointed.]
850,[Annoyed.]
851,[Central focus on Aang.]
851,"[He puts his hand to his chin in a thinking posture; the camera pans to the right, showing Aang's fangirls better in the background.]"
853,"[Stomping her foot in annoyance and puts her hands on her hips, while another girl happily waves at Aang; irritated.]"
855,[Slightly mocking.]
856,[Enthusiastically.]
857,[Sarcastic.]
857,[Annoyed.]
859,[Close-up; angrily.]
859,[More high pitched voice.]
862,[Irritated.]
865,[Turning away; irritated.]
867,[Timidly.]
868,[Hostile.]
869,[Cut to a shot of Sokka who does not know how to act.]
870,[Close-up of Suki; hostile.]
871,[Sokka looks hurt at Suki's hostility. He humbly drops to his knees in front of her.]
872,[Frog view of Suki; hostile.]
873,[Averting his eyes.]
874,[Cut to a side-view of the two; Suki has her arms crossed while looking down upon Sokka.]
875,[Raises his head to face her; pleading.]
875,[Bowing again.]
876,[Frog view; on a friendlier tone.]
877,[Close-up; eagerly.]
878,[Smiling.]
880,[Embarrassed looking down at his wardrobe.]
880,[Lower his arms in defeat.]
881,"[Closeup of Sokka, the camera pans down to reveal the entire uniform close by.]"
883,[Proudly.]
884,[Popping in; smiling broadly.]
884,[Sokka winces upon hearing his name and slants his eyes and shoulders in embarrassment.]
886,[Confidently.]
887,"[Slants up her eyes in annoyance, which Aang can't see while continuing to practice her bending.]"
888,[Bragging.]
889,[Still not looking at Aang; disinterested.]
890,[Surprised.]
891,[Still disinterested.]
892,[Crossing his arms; defiant.]
893,[Growing irritated again.]
894,[Annoyed at Katara's lack of interest.]
895,[Irritated.]
896,[Annoyed.]
897,[Angry.]
897,[She loses control over the water and it splashed back into the bowl. Katara balls her fists in annoyance.]
898,[Emphasizing his reacting by swinging his hands.]
905,[Peeks her head around the door to look at the hit tree before turning back to Sokka. Friendly.]
905,"[Retracts her own fan from her belt and points it at Sokka, who takes on a battle position.]"
905,[Close-up of Sokka.]
907,"[Looks surprised, quickly crosses his arms and looks smug.]"
908,[Quickly gets up; irritated.]
909,"[Points at Suki, exclaims ecstaticly.]"
911,[Releases the finger while smiling broadly. On a more serious tone.]
913,[Resting her head on her hand. Bored and impatiently.]
914,[Close-up; reassuring.]
914,[Looking for a way to entertain the girls.]
916,[Annoyed.]
917,[The girls stand up. Waving her arms to emphasize her question.]
918,[Waving from the water to the girls. Pleading.]
919,[Holds her hands to her mouth to emphasize her yelling.]
921,[Happily.]
922,[Somewhat concerned.]
924,[In a regretful voice.]
925,[Lowering his eyes.]
926,"[Smiling. Puts her hands beside her mouth, yelling in a joking manner.]"
927,[Smiling broadly and starts to swing toward the shore.]
929,[Worried.]
933,[Carefully peeking over the rock.]
937,[Worriedly.]
939,[Coughing out the last of the water. In a weak voice.]
939,[Katara lovingly smiles at him with relief written all over her face.]
941,[Smiling while impressed.]
943,[Sokka and Suki worriedly turn to him. Alarmed.]
943,[Suki immediately runs to him while he turns to head back to the town.]
944,[Protesting.]
944,[Momo jumps on his shoulder and pushes himself off toward the door. Conceding.]
946,[Frog view close-up.]
946,"[Camera pans from left to right, revealing how several villagers are hiding in the nearby houses.]"
946,"[Camera focuses on the four riders while moving away from them over the main street, showing that there is not any movement in the village. Side-view of Zuko.]"
951,[Close-up of Zuko.]
957,[Sorrowful.]
959,[Close-up. Upset.]
962,[Sad.]
966,[Surprised.]
967,[Close-up. Regretful.]
968,[Side-view.]
968,"[She leans over and kisses Sokka on the cheek, before continuing again. A surprised Sokka touches his cheek where Suki just kissed him.]"
968,"[Cut to shot of Sokka who blushes; cut to Suki who stands in the alleyway, her fan slid open to fight.]"
970,[Pulling the reins.]
974,[Peeking over the rim of the saddle to address a saddened Aang. Sokka is wiping of the face paint with his sleeve.]
974,[Gesturing toward the town.]
974,[Comforting.]
976,[Shocked; off-camera.]
978,[Gratefully smiling.]
979,[Side-view of Aang mounting Appa's saddle.]
980,[Smiling as Aang sits down.]
984,[Camera pans up from the group to show the entire pyramid structured city of Omashu. Close-up of an excited Aang.]
985,[Close-up; impressed.]
986,[Close-up; overwhelmed.]
987,"[Back view of the siblings, with Aang and the city visible between them. Excitedly.]"
989,"[Stretching her arm out to him, halting Aang with her cry.]"
990,[Somewhat seriously.]
991,[Shot of Aang looking up.]
991,[In a slightly sarcastic tone.]
993,[Scratching underneath the wig.]
993,[Cut to a broader shot; Aang is standing beside Appa. To Appa.]
996,[Glancing at Sokka.]
998,[In an old man's voice.]
1000,[Cut to front view shot as the three friends walk toward the gate. Aang looks over his shoulder at Sokka.]
1002,[Angrily.]
1002,[Far off shot of three guards and a cabbage merchant with his cart in front of the closed gate of Omashu; harshly.]
1004,[Leaning over the rim of the path. Dramatically waving his arms in despair.]
1006,"[Close-up, broadly smiling; somewhat nervously.]"
1008,[Aggressively with a glare.]
1010,"[In old man voice, poking the chest of the sentry.]"
1010,[Shot of the boulder crashing down due to the guards lack of concentration beside Katara and Sokka as they jump up slightly from the impact; close-up of Aang pointing a finger at the camera.]
1010,"[Close-up of the guard, taken aback by the threateningly pointing finger just centimeters from his face.]"
1010,"[Close-up of Sokka, eyes and mouth wide open in shock at Aang's audacity to talk to the sentry like that, and Katara, shaking her head with eyes wide open in shock.]"
1011,[In a calmer voice.]
1012,[Sokka and Katara are still in shock in the background; in old man voice.]
1012,"[Sokka raises a questioningly eyebrow while Katara walks up, smiling friendly.]"
1013,[Waving.]
1014,"[Pensively rubbing his beard, while eying the two children before him. Pointing at Katara.]"
1016,[Lightheartedly.]
1018,[Eying Sokka as he passes.]
1018,"[Close-up of Sokka as he halts, eyes widening in fear as the guard grasps his shoulder. Aang and Katara turn around to see what the holdup is. The guard turns Sokka around; sternly.]"
1020,[In old man voice.]
1022,[Back to regular voice; voice-over.]
1022,[Camera shows the top of the city.]
1024,[Voice-over.]
1025,[Cut back to the trio; unimpressed.]
1026,[Excitedly.]
1026,[Close-up of Aang.]
1026,[Squints eyes mischievously.]
1028,[Excitedly.]
1029,[Unsurely.]
1030,[Pointing his finger in the air and waving it around while Aang walks up to him.]
1030,[Leaning toward Aang.]
1031,[Uncomprehending.]
1032,[Excitedly; camera moves back to show the start of one of the chutes.]
1033,"[Close-up of a crazed smiling Bumi, and a broadly smiling Aang.]"
1035,"[Raising one finger to emphasize his words; the cart rocking back and forth, creaking.]"
1036,[Uneasy.]
1036,"[Shot switches to a bird's eye view, fully revealing the steepness of the chute.]"
1036,"[Aang leans forward, tipping the balance of the box, sending it down the slope at a tremendous speed, making Katara scream out her last word.]"
1038,[Excitedly.]
1042,[Scared.]
1043,[Excitedly.]
1047,[Grasping his head in despair.]
1047,[Angrily.]
1049,[Sheepishly.]
1052,"[Jumping agitatedly up and down, waving his left fist in the air.]"
1053,[Gesturing at the merchant.]
1055,[Raising his hand.]
1055,"[Sokka, Katara, and Aang gasp.]"
1057,[To Aang.]
1057,"[Leaning in over Aang, grabbing the chicken leg that is on his plate, holding it in front of him.]"
1059,[To Sokka.]
1061,[Quietly to Aang.]
1061,"[Turns circles with her index finger beside her temple, implying the king is crazy.]"
1062,[Aerial shot of the dining table as Bumi pulls up to his seat.]
1062,[Sitting down.]
1063,[Close-up.]
1064,"[Cut to the King, two guards standing watch behind him.]"
1066,[Stops laughing; unsure.]
1067,"[Cut back to the king, who lazily stretches his arms, and yawns.]"
1069,[Gesturing at Aang.]
1069,[Close-up as he decisively stands up.]
1071,[Sits down again.]
1071,"[Close-up, smiling satisfied.]"
1073,"[Standing up, throwing his hands in the air.]"
1073,[Frontal shot of the three friends.]
1073,[Aang looks underneath table.]
1073,[Pulling Katara and Sokka into a hug.]
1073,[Cut to a dismayed looking king.]
1073,[Cut to a shot of the threesome walking backward toward the exit.]
1075,[Accusingly.]
1079,[Cut to the threesome. Sokka holds his hand for his mouth; whispering.]
1080,[Close-up.]
1080,[Slowly zooming in close-up of Aang.]
1080,[Back to Bumi.]
1081,[Leaning in toward Bumi.]
1082,[Turning to the guard.]
1083,[Putting finger in the air.]
1084,"[Switch to a frontal shot of the three children as they are being led out of the room, flanked by two guards. Commanding.]"
1087,[Momo jumps off Aang's shoulders and onto a bed.]
1089,[Close-up; worried.]
1090,[Determined.]
1091,[Excitedly pointing at something at the other side of the room.]
1093,[Harshly.]
1094,[Turning to Sokka.]
1096,[Hopeful.]
1102,[Voice-over.]
1104,[Climbing into her bed.]
1104,[Aang walks toward his bed.]
1106,[Alarmed.]
1106,[Switch to Aang's point of view; the other beds are empty.]
1106,[Frontal shot as Aang turns toward the guard.]
1107,[Frontal shot.]
1108,[Frontal shot; unsure.]
1109,[Frontal shot.]
1109,[Extending his arm; switch back to a shot of the guard.]
1111,[Serious.]
1111,"[Frontal shot as Bumi spread his arms, showing off his purple outfit; lighthearted.]"
1111,[Frontal shot of Aang who blankly stares at the king. Someone coughs during the ensuing silence. Switch back to a frontal shot of Bumi.]
1112,[Scratching his head.]
1115,[Upbeat.]
1115,"[Waving his finger from side to side, emphasizing his words.]"
1117,[Aggressively.]
1117,[Close-up of King Bumi.]
1118,"[Side shot of the two. A wall opens, revealing Katara and Sokka struggling in the grasp of a guard. Aang turns to them.]"
1120,[Voice-over.]
1120,[Close-up of Bumi; sinister.]
1120,[Slightly sympathetic.]
1120,[Serious.]
1122,[Panicking.]
1123,[Cut back to a side shot of Aang and Bumi; serious.]
1125,[Bumi points to inside the waterfall.]
1127,[Sarcastically.]
1136,"[Flopsie jumps down behind Aang, startling both him and the bunny.]"
1138,[Cut to Bumi laughing. Back to Aang chasing the bunny.]
1140,[Close-up of Flopsie snarling. Cut to behind Aang.]
1144,[Rubbing Flopsie's belly.]
1145,[Aang jumps up to where Katara and Sokka. Both are encased in crystal to their shoulders.]
1148,[Rubbing Flopsie's belly.]
1156,[Aang points to the king.]
1161,[Points to the guard standing near Katara and Sokka.]
1173,[He tosses the boulder aside and bends up to the balcony where the two siblings are almost completely encased. Aang joins him.]
1188,[The jennamite grows as she talks with anxiety.]
1191,[The king laughs with the same odd snort Bumi did a hundred years ago.]
1197,[He takes a bite into the crystal.]
1201,[Snorts.]
1201,[Momo climbs up on Aang.]
1207,[Enthusiastically.]
1210,[Digs nuts from his bag.]
1210,[Throws the rock-shaped nut toward Momo.]
1210,[Aang and Katara look at each other then back at Sokka.]
1216,[Aang and Katara run off-camera.]
1221,"[Suddenly Katara is a few feet in front of them, excitedly addressing the earthbender.]"
1223,[Sokka and Aang approach Katara; yelling.]
1224,[Shrugging.]
1226,[Excitedly.]
1227,[Katara and Aang chase after Haru.]
1227,"[Momo flies overhead, chasing Katara and Aang.]"
1227,[Slowly follows Katara and Aang.]
1229,[Tries on the hat.]
1230,[Notices the boy enter a shop. Speaks to herself in surprise.]
1234,"[Enters the shop's front door, startling Haru.]"
1236,[Aang and Sokka enter the shop.]
1238,[Standing by the window.]
1242,[Heavy knocks on the door.]
1243,[Sokka peeks through the window's blinds.]
1245,[The tax collector stares sourly toward the four children; aggressively.]
1246,[Arrogantly.]
1246,"[Creates a ball of fire between his hands, making everyone slightly back away.]"
