feature_id,description,history
24617,NA,Siovi Shuatak is a Papago Indian name meaning 'sweet water' (US-T121).
24621,National Historic Landmark,"Pima Indian village name derived from 'Ska-kaik', meaning 'many rattlesnakes' (AZ-T101).  Excavations at Snaketown by Gila Pueblo revealed that the Hohokam of southern Arizona were strongly influenced by the more highly developed cultures of Mexico, particularly between AD 500 or 600 and 1150, and later. Not only did these excavations definitely establish the Hohokam as one of the main culture groups of the Southwest, but also demonstrated the chronological development that took place. The introductions from Mexico lifted the Hohokam into a new pattern of living, which contrasted sharply with the scattered rancherias of the early Indian farmers of this region. Some of the new ideas spread north and east to the Anasazi and Mogollon cultures of Arizona. The extensive irrigation canal system and the large urban developments of ""city states"" of the late prehistoric period mark the higest achievement of Hohokam labor."
24622,NA,"Named for the nearby butte, the settlement had a post office 1919-1945 (AZ-T101)."
24625,NA,'Stan Shuatuk' is a Papago Indian name meaning 'hot water' (US-T121).
24627,NA,"Originally called 'The Dutchman's' in 1858, the name 'Stanwix's Station' was in use by 1860, apparently for a local pioneer. Later, 'Grinnell Station' came into use, but Stanwix has remained predominant (AZ-T101)."
24630,NA,Stotonyak is a Papago Indian name meaning 'many ants' (US-T121).
24631,NA,"Originally identified in 1869 as Grinnell Station.  In 1875 it was Stanwix, then Texas Hill.  The next name was Christvale and from 1892 to about 1911 the name became Chrystoval (var-Crystoval).  In 1911, the name was shortened to Stoval.  Grinnell Station was named for its first station keeper, Henry Grinnell.  Texas Hill came about because a party of Texas emigrants were supposedly killed at the hill.  Oscar F. Thornton started a farmers' colony circa 1882.  He named a fertile farming section Christvale and later became the first postmaster of Christvale.  The railroad shortened the name to Stoval to facilitate telegraphing (AZ-T101)."
24636,NA,"Originally known as Signal, the name was changed to Swansea when a smelter was built here.  The ore has been sent to Swansea, Wales, for smelting previously from northern Yuma (La Paz) and southern Mohave counties and the name of the destination was thus retained (AZ-T101)."
24637,NA,"'Sweetwater', a translation of the former Papago Indian name, 'Siovi Shuatak', was approved by the Pima-Maricopa Indian Community Council in June 19, 1940 (US-T121). A stage station was established here in 1879 and followed by the Pima Agency for Arizona Territory in 1879 (AZ-T101/p. 598)."
24639,National Historic Landmark,"Welsh name meaning 'shining brow'.  This desert complex contains the winter home, office and school of architecture designed by Frank Lloyd Wright. Often acclaimed as one of his masterworks, this complex, along with Taliesin (East) near Spring Green, Wisconsin (also a NHL), expresses Wright's educational theories and vision of society, as well as his mature architectural concepts."
24640,NA,"Named for Seth B. Tanner, who opened a trading post here (AZ-T101/p603)"
24645,NA,Tatk Kam Vo is a Papago Indian name that means 'root place charco' (US-T121).
24646,NA,Tatkum Vo is a Papago Indian name that means 'Snorers Charco ' (US-T121).
24654,NA,Tiger received its name from the mine bearing the same name (AZ-T101).
24659,NA,'Totopitk' is a Papago Indian name that means 'crooked or lopsided' (US-T121).
24670,NA,"'Vainom Kug' is a Papago Indian name that means 'iron stands', in reference to the abandoned well and steam pump of the Weldon Mining Company near here (AZ-T101/p. 646)."
24671,NA,'Vakamok' is a Papago Indian word meaning 'rusty'.  The traditional Papago Indian name for the village is 'Popolo Vakamakatuk' (US-T121).
24672,"at the intersection of U.S. Route 180 and State Route 64, 23 mi. S of the entrance to the South Rim side of Grand Canyon National Park; T26N, R2E, Gila and Salt River Meridian",NA
24674,NA,'Vaison Chin' is a Papago Indian name meaning 'mouth of erosion' (US-T121).
24676,NA,'Vopolo Havoka' is a Papago Indian name that means 'burro pond' (US-T121).
24679,0.8 km (0.5 mi) W of Polacca.,"'Walpi' is a Hopi Indian name meaning 'place of the notch (pass)' which was applied to the community built after 1680 (US-T121).  The place was published as 'Gaspe' in 1583, 'Gualpi' in 1782, 'Hualpee' in 1875 and 'Gualpi' in 1915 (AZ-T101/p. 658)."
24696,NA,"Named in 1881, this railroad siding of the Southern Pacific Railroad was one of the first to be named (AZ-T101)."
24771,Located just north of Black Mountain and about 25 miles north-northeast of Phoenix.,Settled before 1890 and named for the nearby stream (AZ-T-101).
25091,NA,Papago
25244,NA,'Shaotkam' is a Papago Indian name that means 'sweet potato place' (US-T121).
25250,5 miles S of Blue Mountain and 24 miles NW of Seligman (US-T121).,NA
25252,NA,The settlement Marble Canyon is located at the bridge which replaced Lees Ferry service.
25267,9.7 km (6 mi) NNE of Ganado.,NA
25299,NA,Inundated
25328,NA,"Railroad siding named for 'Kim', the Chinese cook for the president of the Southern Pacific Railroad (AZ-T101)."
25329,NA,"Spanish name meaning 'pond'.  It was applied, in the 1860's to the settlement started at the site of Laguna Dam.  First Laguna and Second Laguna were offshoots of this mining town (AZ-T101)."
25332,NA,"Named for John Brannaman, who owned the Pioneer Mine in 1887 or Patrick Brannaman, a cattleman in the area in the 1900's (AZ-T101)."
25333,NA,Named for a cattleman located here in 1898 (AZ-T101).
25339,NA,"Name derived from the Nahuatl Indian word for the type of grass preferred by horses and cattle instead of sacaton, a coarser grass. The name of this place first appears as Sacaton Station on an 1892 General Land Office map.  The name was later changed to Sacate to remove confusion with Sacaton (AZ-T101)."
25340,NA,'Stotonic' is a Pima Indian name for the village (US-T121).
25341,NA,"Named for the Troy-Manhatten Copper Mine, whose owners were from Troy and Manhattan Island, New York."
25471,7.2 km (4.5 mi) SE of Hotevilla; 1915 decision revised.,At one time it was the largest of the group of Hopi pueblos antedating the Spanish conquest. The village became the site of a post office spelled 'Oraiba' in 1900. The spelling was changed by the Board on Geographic Names in 1915. The Hopi name is reported to mean 'eagle traps' or 'place of the rock' (US-T121).
25702,NA,So named as it is located at the western end of the Apache Trail (AZ-T101).
25737,NA,A Morman settlement begun in 1883 as Joppa.  Name originated from first three letters of Arizona and nearby pine timberland.
26502,NA,"Originally named for Nat Whittum, an original settler who was killed here in 1891.  A post office was established at Whittum in 1894; however, its name was changed to Blue in 1898 because everyone knew where the Blue River was but Whittum was not known (AZ-T1)."
27253,NA,"The name of the post office, (1904-1924), was borrowed from the nearby hills.  Erroneously, the name was first spelled 'Canille' (AZ-T101)."
27713,NA,Name derived from its location among cliffs.  Apparently a shortened form 'Cliff Town'.  A post office was established in 1875 and the town was incorporated in 1909 (AZ-T1).
29067,NA,So named because Florentine passengers traveled to this stop to board the Train (AZ-T101).
29117,NA,"Originally named 'Camp McDowell' in 1865 for Major General Irvin McDowell, the place was renamed  'Fort McDowell' in 1867.  The post office was named 'McDowell' from  1869 to 1917 and as Fort McDowell from 1923 to 1928 (AZ-T101)."
29342,NA,"Name derived from Globe Mine recorded in 1873. The settlement was called 'Globe City' in 1878, but established as a village called 'Globe' in 1880, as a town in 1905 and as the City of Globe in 1907 (AZ-T101/p. 263)."
29401,NA,"Goldfield was already established when George U Young, born on 10 February 1867 in Indiana, arrived in 1893, but possibly was not formally named at the time.  It is unknown exactly when the name Goldfield was first used; the name was likely chosen as a descriptive name because of the nearby gold mines.  Soon after Mr. Young's arrival, this community also became known as Youngsberg (with an ""s"").  The Goldfield Post Office was established in October 1893, and discontinued in November 1898.  By late 1897 with the gold mines apparently played out, the community became a ghost town. Several years passed before a small community evolved on the site of the old ghost town.  It was named Youngberg (without the ""s""), in honor of Mr Young who had served as the Secretary for the Arizona Territory from 1909 to 1910.  The Youngberg Post Office was established in March 1920 discontinued in October 1926.  This site is now home to the Goldfield Ghost Town tourist destination."
29727,NA,"named for Robert Hannegan (sic), a New Mexico cattleman who camped on this meadow in the 1880's (AZ-T1)."
29842,NA,"Named by J.W.N. Scarlett for Heber C. Kimball, Chief Justice of the State of Deseret in 1883 (AZ-T101)."
30856,Incorporated along with Pinetop to become Pinetop-Lakeside (US-T115/c1994),Three lakes nearby give this place its name (AZ-T101).
31773,NA,"According to ""Arizona's Names, X Marks the Place"" (Byrd Howell Granger), Bob Metcalf located copper ore deposits in the 1870's and staked the Metcalf claims. The Shannon Copper Company, organized in 1889, began producing on claims nearby in 1901. A community named Metcalf sprang up, but died in 1918 when the ores played out. A post office existed from 1899 to 1936."
31789,NA,Founded in 1907. Incorporated in 1918.
32021,NA,"Named between 1881 and 1887 by William Church, co-owner of the Detroit Mining Company, for his hometown in Michigan (AZ-T1)."
32336,NA,Founded in 1880. Incorporated in 1893.
32541,NA,Founded in 1880.
32586,NA,Name origin not ascertained (AZ-T101).
32746,NA,Founded in 1882. Incorporated in 1973.
32990,Incorporated along with Lakeside to become Pinetop-Lakeside (US-T115/c1994),Origionally Penrod because the William L. Penrod family settled there in 1886.  Black soldiers described Walt Rigney as Pinetop which became the placeneame (AZ-T101).
33189,NA,"Named for W. H. Prescott, the historian."
33415,NA,Named by a miner named Bullinger for his sister when he opened the Ray Mine and started the Ray Copper Company in 1882 (AZ-T101).
33589,NA,"Named for the Reymert Mine, owned by J. DeNoon Reymert.  A post office existed from 1890 to 1898 (AZ-T101)."
33948,Incorporated,NA
34022,NA,Originally built in 1958 as a company owned town for miners at the Magna Copper Mine; now privately-owned.
34397,NA,"A Mormon settler, Charles Shumway, settled in the area (AZ-T101)."
34591,NA,Founded by William J. Flake and Erastus Snow (AZ-T101).
34635,NA,"The Papago Indian name meaning 'place where the corn will grow', has been a true descriptive name of the area and applied to many places in the valley since 1698.  The present place started as a community on the railroad in 1882 (AZ-T101/p. 575)."
34753,NA,"Originally established as a dude ranch by E.H. Patterson which he called 'Espero' (Spanish word meaning 'hope, waiting or expectation).  A post office by this name existed 1919-1934.  Subsequently the name has been changed to its present form, Sprucedale (AZ-T1)."
