brand,product,name,specific,lightness,hex,lightToDark,numbers,id
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral/Olive,2.40,0.743137254901961,#E2C099,TRUE,2.4,35
Smashbox,Primer + Foundation Customizable Set,Smashbox,2.4,0.688235294117647,#D0A98F,TRUE,2.4,12
NUDESTIX,Tinted Cover Foundation,Nude,2.5,0.782352941176471,#E3BDAC,TRUE,2.5,22
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F2.5,0.762745098039216,#E9C39C,TRUE,2.5,1
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,2.5,0.737254901960784,#DCB89C,TRUE,2.5,15
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral,2.50,0.713725490196078,#DCB290,TRUE,2.5,35
TOM FORD,Traceless Soft Matte Foundation,Linen,2.5,0.776470588235294,#E2C9AA,TRUE,2.5,3
Armani Beauty,Neo Nude Foundation,NA,2.5,0.794117647058823,#EFC6A6,TRUE,2.5,4
TOM FORD,Traceless Foundation Stick,Linen,2.5,0.788235294117647,#EFC4A3,TRUE,2.5,5
Bobbi Brown,Skin Weightless Powder Foundation,Warm Sand,2.5,0.809803921568627,#FBC9A2,TRUE,2.5,7
TOM FORD,Traceless Soft Matte Foundation,Vellum,2.7,0.77843137254902,#E0C6AD,TRUE,2.7,3
TOM FORD,Traceless Foundation Stick,Vellum,2.7,0.776470588235294,#EFC29D,TRUE,2.7,5
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 3,0.768627450980392,#E8C3A0,TRUE,3,19
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Light Neutral Warm,Shade 3,0.77843137254902,#E9C7A4,TRUE,3,20
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Light Neutral Warm,Shade 3,0.76078431372549,#DFC7A5,TRUE,3,21
NUDESTIX,Tinted Cover Foundation,Nude,3,0.758823529411765,#DEB8A5,TRUE,3,22
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.0,0.635294117647059,#D5A06F,TRUE,3,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.0,0.684313725490196,#EAA573,TRUE,3,10
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Fairly Light,03,0.788235294117647,#EDC6A5,TRUE,3,23
Makeup Revolution,Fast Base Stick Foundation,NA,F3,0.731372549019608,#DBBE9A,TRUE,3,24
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Fairly Light,03,0.788235294117647,#EDC6A5,TRUE,3,25
Clinique,Almost Powder Makeup,Light,03,0.947058823529412,#F3F3F0,NA,3,NA
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Buttercream,03,0.796078431372549,#FBC79B,TRUE,3,26
Makeup Revolution,Conceal & Hydrate Foundation,NA,F3,0.82156862745098,#ECCBB7,TRUE,3,27
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F3,0.825490196078431,#F5CEB0,TRUE,3,1
Pacifica,Alight Clean Foundation,Warm Deep,03WD,0.411764705882353,#A55F2D,FALSE,3,29
jane iredale,Beyond Matte Liquid Foundation,NA,M3,0.701960784313725,#ECA77A,TRUE,3,30
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,3.0,0.725490196078431,#DAB698,TRUE,3,15
Physicians Formula,The Healthy Foundation SPF 20,NA,DpN3,0.290196078431373,#704324,TRUE,3,31
Ofra Cosmetics,Absolute Cover Foundation,NA,3,0.60392156862745106,#B5977F,TRUE,3,13
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Fairly Light,03,0.811764705882353,#FAD4A4,TRUE,3,32
LORAC,PRO Soft Focus Longwear Foundation,NA,03,0.780392156862745,#E8C3A6,TRUE,3,33
ColourPop,Pretty Fresh Foundation,Fair,03C,0.872549019607843,#EBDDD2,TRUE,3,65
HOURGLASS,Veil Fluid Makeup,Sand,No. 3,0.592156862745098,#CC9762,TRUE,3,2
ILIA,Super Serum Skin Tint SPF 40 Foundation,Balos,3,0.801960784313726,#E9C8B0,TRUE,3,34
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Buttercream,03,0.792156862745098,#E2C4B2,TRUE,3,36
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Pearl,03,0.864705882352941,#EAD5CF,TRUE,3,66
PAT McGRATH LABS,Sublime Perfection Foundation,Light,3,0.886274509803922,#F7E3CD,TRUE,3,37
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Fairly Light,03,0.670588235294118,#CDA989,TRUE,3,38
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,Beechwood,3,0.782352941176471,#E7C3A8,TRUE,3,39
Laura Mercier,Smooth Finish Foundation Powder,NA,3,0.809803921568627,#FCC7A1,TRUE,3,40
Kosas,Tinted Face Oil Foundation,Tone,03,0.768627450980392,#E3BFA5,TRUE,3,41
Armani Beauty,Neo Nude Foundation,NA,3,0.774509803921569,#EBC6A0,TRUE,3,4
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,3,0.711764705882353,#D7AC94,TRUE,3,42
Charlotte Tilbury,Light Wonder Foundation,Fair,3,0.774509803921569,#DFC0AC,TRUE,3,43
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,3N,0.903921568627451,#F3E6DA,TRUE,3,67
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,NA,03C,0.664705882352941,#C49A8F,TRUE,3,44
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Buttercream,03,0.782352941176471,#F1C79E,TRUE,3,45
Charlotte Tilbury,Magic Foundation,NA,3,0.705882352941177,#D2AF96,TRUE,3,6
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Cashmere Sephora Quality Way-Nice Price,3,0.819607843137255,#EDC8B5,TRUE,3,46
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Warm Porcelain,03,0.796078431372549,#E3C8B3,TRUE,3,47
Bobbi Brown,Skin Weightless Powder Foundation,Beige,3,0.776470588235294,#F0C49C,TRUE,3,7
KEVYN AUCOIN,Foundation Balm,Light EF,03,0.798039215686275,#F1CAA6,TRUE,3,48
NUDESTIX,Nudies Tinted Blur Stick,Light,3,0.729411764705882,#E3AA91,TRUE,3,49
Smashbox,Primer + Foundation Customizable Set,Smashbox,3,0.635294117647059,#C6957E,TRUE,3,12
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,NA,N03,0.794117647058823,#E5C0B0,TRUE,3,8
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,3,0.811764705882353,#EBC7B3,TRUE,3,50
Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,Fair Glow,3,0.654901960784314,#D0907E,TRUE,3,51
KEVYN AUCOIN,The Etherealist Foundation,Light EF,03,0.725490196078431,#D2B1A0,TRUE,3,52
surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,3,0.782352941176471,#EFC3A0,TRUE,3,53
Natasha Denona,Foundation X+,NA,3N,0.917647058823529,#F9E9DB,TRUE,3,68
Clinique,Age Defense BB Cream Broad Spectrum SPF 30,NA,03,0.711764705882353,#D4AD97,NA,3,NA
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,03,0.670588235294118,#CDA989,TRUE,3,54
KEVYN AUCOIN,Stripped Nude Skin Tint,ST,03,0.809803921568627,#F0CAAD,TRUE,3,55
Armani Beauty,Maestro Fusion Makeup SPF 15 Liquid Foundation,NA,3,0.764705882352941,#E8C39E,TRUE,3,64
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,P,03,0.843137254901961,#EEDAC0,TRUE,3,69
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.02,0.592156862745098,#C89766,TRUE,3.02,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.02,0.680392156862745,#EEAD6D,TRUE,3.02,10
Smashbox,Primer + Foundation Customizable Set,Smashbox,3.02,0.656862745098039,#D59D7A,TRUE,3.02,12
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.1,0.60392156862745106,#CC9668,TRUE,3.1,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.1,0.654901960784314,#EC9C62,TRUE,3.1,10
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Cool,3.10,0.772549019607843,#ECC09E,TRUE,3.1,35
Smashbox,Primer + Foundation Customizable Set,Smashbox,3.1,0.696078431372549,#D3A890,TRUE,3.1,12
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.15,0.613725490196078,#CE996B,TRUE,3.15,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.15,0.63921568627451,#E69D60,TRUE,3.15,10
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Cool,3.15,0.801960784313726,#F0C2A9,TRUE,3.15,35
Smashbox,Primer + Foundation Customizable Set,Smashbox,3.15,0.649019607843137,#D09A7B,TRUE,3.15,12
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.2,0.582352941176471,#C59264,TRUE,3.2,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.2,0.613725490196078,#E19458,TRUE,3.2,10
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,3.20,0.7,#E8B77D,TRUE,3.2,35
Smashbox,Primer + Foundation Customizable Set,Smashbox,3.2,0.682352941176471,#CEAA8E,TRUE,3.2,12
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,3.25,0.709803921568627,#D8AE92,TRUE,3.25,15
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral,3.25,0.713725490196078,#E4B488,TRUE,3.25,35
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,3.25,0.754901960784314,#ECB795,TRUE,3.25,42
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm/Olive,3.30,0.67843137254902,#E8B172,TRUE,3.3,35
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,3.35,0.556862745098039,#C08C5C,TRUE,3.35,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,3.35,0.60392156862745106,#E29052,TRUE,3.35,10
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,3.35,0.654901960784314,#D8A776,TRUE,3.35,35
Smashbox,Primer + Foundation Customizable Set,Smashbox,3.35,0.609803921568628,#C48E73,TRUE,3.35,12
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,3.40,0.656862745098039,#D9A176,TRUE,3.4,35
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral,3.45,0.656862745098039,#D9A176,TRUE,3.45,35
NUDESTIX,Tinted Cover Foundation,Nude,3.5,0.694117647058824,#D2A890,TRUE,3.5,22
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Cashew,3.5,0.768627450980392,#E6B9A2,TRUE,3.5,26
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F3.5,0.745098039215686,#E6B896,TRUE,3.5,1
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,3.5,0.758823529411765,#E8BE9B,TRUE,3.5,15
HOURGLASS,Veil Fluid Makeup,Honey,No. 3.5,0.664705882352941,#D8A27B,TRUE,3.5,2
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,3.50,0.690196078431373,#E2B07E,TRUE,3.5,35
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Cashew,3.5,0.684313725490196,#D3A78A,TRUE,3.5,36
Kosas,Tinted Face Oil Foundation,Tone,3.5,0.709803921568627,#D8B292,TRUE,3.5,41
TOM FORD,Traceless Soft Matte Foundation,Ivory Rose,3.5,0.782352941176471,#DCC3B3,TRUE,3.5,3
Armani Beauty,Neo Nude Foundation,NA,3.5,0.686274509803922,#D9B185,TRUE,3.5,4
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,3.5,0.670588235294118,#D0A386,TRUE,3.5,42
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Cashew,3.5,0.707843137254902,#E2AD87,TRUE,3.5,45
TOM FORD,Traceless Foundation Stick,Ivory Rose,3.5,0.837254901960784,#F6CDB5,TRUE,3.5,5
Charlotte Tilbury,Magic Foundation,NA,3.5,0.72156862745098,#D6B19A,TRUE,3.5,6
Bobbi Brown,Skin Weightless Powder Foundation,Warm Beige,3.5,0.713725490196078,#E4B688,TRUE,3.5,7
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,NA,N03.5,0.764705882352941,#EAC39C,TRUE,3.5,8
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral/Olive,3.55,0.649019607843137,#D3A778,TRUE,3.55,35
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,3.60,0.674509803921569,#E4AA74,TRUE,3.6,35
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral,3.65,0.63921568627451,#D29D74,TRUE,3.65,35
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm/Olive,3.70,0.592156862745098,#CE9160,TRUE,3.7,35
TOM FORD,Traceless Soft Matte Foundation,Champagne,3.7,0.703921568627451,#D2B395,TRUE,3.7,3
TOM FORD,Traceless Foundation Stick,Champagne,3.7,0.670588235294118,#DAA37C,TRUE,3.7,5
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,3.75,0.619607843137255,#DA9762,TRUE,3.75,35
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 4,0.731372549019608,#EAB88B,TRUE,4,19
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Medium Neutral,Shade 4,0.707843137254902,#D0B099,TRUE,4,20
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Medium Neutral,Shade 4,0.688235294117647,#C7AE98,TRUE,4,21
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,Light,004,0.792156862745098,#ECCAA8,TRUE,4,57
NUDESTIX,Tinted Cover Foundation,Nude,4,0.701960784313725,#D7A98F,TRUE,4,22
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.0,0.554901960784314,#BF8C5C,TRUE,4,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.0,0.586274509803922,#E48947,TRUE,4,10
Catrice,True Skin Hydrating Foundation,Neutral Porcelain,004,0.696078431372549,#E1AB82,TRUE,4,58
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Golden Fair,04,0.801960784313726,#FACE9F,TRUE,4,23
Makeup Revolution,Fast Base Stick Foundation,NA,F4,0.747058823529412,#DFBE9E,TRUE,4,24
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P4,0.890196078431372,#F4E0D2,TRUE,4,11
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Golden Fair,04,0.801960784313726,#FACE9F,TRUE,4,25
bareMinerals,BAREPRO Performance Wear Powder Foundation,Aspen,04,0.747058823529412,#ECB591,TRUE,4,14
Clinique,Almost Powder Makeup,Neutral,04,0.950980392156863,#F4F3F1,NA,4,NA
Clinique,Beyond Perfecting Powder Foundation + Concealer,Cream Whip,04,0.754901960784314,#E8BD99,NA,4,NA
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Suede,04,0.701960784313725,#D9A58D,TRUE,4,26
Makeup Revolution,Conceal & Hydrate Foundation,NA,F4,0.770588235294118,#DDBEAC,TRUE,4,27
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F4,0.835294117647059,#FDCDAD,TRUE,4,1
Makeup Revolution,Conceal & Glow Foundation,NA,F4,0.809803921568627,#EEC2AF,TRUE,4,28
Pacifica,Alight Clean Foundation,Cool Deep,04CD,0.374509803921569,#985127,FALSE,4,29
jane iredale,Beyond Matte Liquid Foundation,NA,M4,0.711764705882353,#EAAC81,TRUE,4,30
Clinique,Beyond Perfecting Foundation + Concealer,Bone,WN 04,0.823529411764706,#F1CFB3,NA,4,NA
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,4.0,0.694117647058824,#D3B28F,TRUE,4,15
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Aspen,04,0.747058823529412,#ECB591,TRUE,4,16
Clinique,Even Better Glow Light Reflecting Makeup Broad Spectrum SPF 15,Bone,WN 04,0.782352941176471,#F9C096,NA,4,NA
Physicians Formula,The Healthy Foundation SPF 20,NA,DpN4,0.258823529411765,#673A1D,TRUE,4,31
Ofra Cosmetics,Absolute Cover Foundation,NA,4,0.643137254901961,#C5A783,TRUE,4,13
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Golden Fair,04,0.833333333333333,#FCDAAD,TRUE,4,32
LORAC,PRO Soft Focus Longwear Foundation,NA,04,0.747058823529412,#F2C28B,TRUE,4,33
HOURGLASS,Veil Fluid Makeup,Beige,No. 4,0.631372549019608,#CD9775,TRUE,4,2
ILIA,Super Serum Skin Tint SPF 40 Foundation,Formosa,4,0.792156862745098,#EDC5A7,TRUE,4,34
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral/Olive,4.00,0.507843137254902,#AE7955,TRUE,4,35
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Suede,04,0.735294117647059,#D6ADA1,TRUE,4,36
SEPHORA COLLECTION,10 Hour Wear Perfection Foundation,Light Porcelain,04,0.841176470588235,#EACDC3,TRUE,4,66
SEPHORA COLLECTION,Matte Perfection Powder Foundation,Porcelain Pink,04,0.741176470588235,#D7B5A3,TRUE,4,60
bareMinerals,BAREPRO Longwear Powder Foundation ,Aspen,04,0.854901960784314,#FED9B6,TRUE,4,17
PAT McGRATH LABS,Sublime Perfection Foundation,Light,4,0.898039215686275,#FCE0CE,TRUE,4,37
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20 ,Aspen,04,0.790196078431373,#EDCBA6,TRUE,4,18
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15 ,Golden Fair,04,0.694117647058824,#D2AF90,TRUE,4,38
Laura Mercier,Smooth Finish Foundation Powder,NA,4,0.803921568627451,#FBC79F,TRUE,4,40
Kosas,Tinted Face Oil Foundation,Tone,04,0.690196078431373,#D7AB89,TRUE,4,41
TOM FORD,Traceless Soft Matte Foundation,Fawn,4.0,0.709803921568627,#D3B497,TRUE,4,3
Armani Beauty,Neo Nude Foundation,NA,4,0.77843137254902,#E9C3A4,TRUE,4,4
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,4,0.656862745098039,#D29A7D,TRUE,4,42
Charlotte Tilbury,Light Wonder Foundation,Fair,4,0.770588235294118,#E0C1A9,TRUE,4,43
Natasha Denona,Transformatte Pore Vanishing Matte Foundation,NA,4Y,0.93921568627451,#F9EFE6,TRUE,4,67
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,NA,04N,0.647058823529412,#C69884,TRUE,4,44
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Suede,04,0.727450980392157,#E2B491,TRUE,4,45
TOM FORD,Traceless Foundation Stick,Fawn,4.0,0.76078431372549,#EEB296,TRUE,4,5
Charlotte Tilbury,Magic Foundation,NA,4,0.717647058823529,#D3B29B,TRUE,4,6
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Cotton Sephora Quality Way-Nice Price,4,0.811764705882353,#EEC7B0,TRUE,4,46
Bobbi Brown,Skin Weightless Powder Foundation,Natural,4,0.707843137254902,#E4B485,TRUE,4,7
Armani Beauty,Luminous Silk Compact Powder Foundation,NA,4,0.77843137254902,#E4C4A9,TRUE,4,61
Armani Beauty,Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20,NA,4,0.686274509803922,#E3B07B,TRUE,4,62
SEPHORA COLLECTION,Matte Perfection Full Coverage Foundation,Light Porcelain,04,0.880392156862745,#F3DACE,TRUE,4,70
KEVYN AUCOIN,Foundation Balm,Light EF,4,0.786274509803922,#EFCCA2,TRUE,4,48
NUDESTIX,Nudies Tinted Blur Stick,Medium,4,0.717647058823529,#E0A48E,TRUE,4,49
Smashbox,Primer + Foundation Customizable Set,Smashbox,4,0.619607843137255,#CC9170,TRUE,4,12
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,NA,N04,0.707843137254902,#D0AE99,TRUE,4,8
Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,Medium Glow,4,0.656862745098039,#D78C78,TRUE,4,51
KEVYN AUCOIN,The Etherealist Foundation,Light EF,04,0.709803921568627,#D6B294,TRUE,4,52
surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,4,0.727450980392157,#E4B68F,TRUE,4,53
Natasha Denona,Foundation X+,NA,4Y,0.905882352941176,#F4E9DA,TRUE,4,68
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,04,0.711764705882353,#D6B295,TRUE,4,54
KEVYN AUCOIN,Stripped Nude Skin Tint,ST,04,0.8,#ECC4AC,TRUE,4,55
SEPHORA COLLECTION,Best Skin Ever Liquid Foundation,N,04,0.803921568627451,#F0D3AA,TRUE,4,69
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.05,0.474509803921569,#A3754F,TRUE,4.05,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,4.05,0.482352941176471,#B9773D,TRUE,4.05,35
Smashbox,Primer + Foundation Customizable Set,Smashbox,4.05,0.588235294117647,#C57F67,TRUE,4.05,12
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Cool/Olive,4.10,0.449019607843137,#A8723D,TRUE,4.1,35
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.15,0.480392156862745,#A7724E,TRUE,4.15,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,4.15,0.43921568627451,#A46B3C,TRUE,4.15,35
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.2,0.415686274509804,#8A634A,TRUE,4.2,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.2,0.454901960784314,#AA603E,TRUE,4.2,10
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,4.20,0.37843137254902,#906131,TRUE,4.2,35
Smashbox,Primer + Foundation Customizable Set,Smashbox,4.2,0.535294117647059,#AD7A64,TRUE,4.2,12
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.25,0.419607843137255,#956841,TRUE,4.25,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.25,0.398039215686274,#9D532E,TRUE,4.25,10
Ofra Cosmetics,Absolute Cover Foundation,NA,4.25,0.656862745098039,#C9AC86,TRUE,4.25,13
Armani Beauty,Neo Nude Foundation,NA,4.25,0.703921568627451,#E3AF84,TRUE,4.25,4
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,4.25,0.750980392156863,#EBB194,TRUE,4.25,42
Smashbox,Primer + Foundation Customizable Set,Smashbox,4.25,0.417647058823529,#935542,TRUE,4.25,12
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.3,0.407843137254902,#8A6446,TRUE,4.3,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.3,0.352941176470588,#89452B,TRUE,4.3,10
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,4.30,0.423529411764706,#A06C38,TRUE,4.3,35
Smashbox,Primer + Foundation Customizable Set,Smashbox,4.3,0.490196078431373,#A56755,TRUE,4.3,12
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.35,0.401960784313726,#865E47,TRUE,4.35,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.35,0.33921568627451,#7F402E,TRUE,4.35,10
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,4.35,0.372549019607843,#905A2E,TRUE,4.35,35
Smashbox,Primer + Foundation Customizable Set,Smashbox,4.35,0.42156862745098,#905447,TRUE,4.35,12
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.4,0.372549019607843,#7C5442,TRUE,4.4,9
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral,4.40,0.284313725490196,#73491E,TRUE,4.4,35
Smashbox,Primer + Foundation Customizable Set,Smashbox,4.4,0.503921568627451,#9D6D64,TRUE,4.4,12
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral,4.45,0.235294117647059,#6B3E0D,TRUE,4.45,35
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,4.5,0.36078431372549,#745744,TRUE,4.5,9
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,4.5,0.296078431372549,#693B2E,TRUE,4.5,10
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Wheat,4.5,0.688235294117647,#DAA585,TRUE,4.5,26
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F4.5,0.680392156862745,#DCA67F,TRUE,4.5,1
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,4.5,0.672549019607843,#D0A487,TRUE,4.5,15
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,4.50,0.276470588235294,#723C1B,TRUE,4.5,35
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Wheat,4.5,0.676470588235294,#D3A886,TRUE,4.5,36
TOM FORD,Traceless Soft Matte Foundation,Ivory,4.5,0.786274509803922,#E1CAB0,TRUE,4.5,3
Armani Beauty,Neo Nude Foundation,NA,4.5,0.705882352941177,#DDAD8B,TRUE,4.5,4
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,4.5,0.674509803921569,#D5A783,TRUE,4.5,42
Charlotte Tilbury,Light Wonder Foundation,NA,4.5,0.754901960784314,#E1BFA0,TRUE,4.5,43
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25 ,Wheat,4.5,0.705882352941177,#DDAF8B,TRUE,4.5,45
TOM FORD,Traceless Foundation Stick,Ivory,4.5,0.705882352941177,#E49F84,TRUE,4.5,5
Charlotte Tilbury,Magic Foundation,NA,4.5,0.725490196078431,#D6B19C,TRUE,4.5,6
Bobbi Brown,Skin Weightless Powder Foundation,Warm Natural,4.5,0.674509803921569,#DEA77A,TRUE,4.5,7
