brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Cardamom 5W3 (dark to deep bronze w/ warm undertones),https://images.ulta.com/is/image/Ulta/2549905sw?$50px$,Cardamom 5W3 (dark to deep bronze w/ warm undertones),Cardamom,5W3,RGB,#79442C,18.7012987012987,0.466666666666667,0.323529411764706
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Coconut 5W4 (dark to deep auburn w/ peachy, warm undertones)",https://images.ulta.com/is/image/Ulta/2549914sw?$50px$,"Coconut 5W4 (dark to deep auburn w/ peachy, warm undertones)",Coconut,5W4,RGB,#754127,20,0.5,0.305882352941176
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Walnut 5C1 (dark auburn w/ cool undertones),https://images.ulta.com/is/image/Ulta/2529032sw?$50px$,Walnut 5C1 (dark auburn w/ cool undertones),Walnut,5C1,RGB,#6C3923,18.0821917808219,0.510489510489511,0.280392156862745
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Mocha 5N2 (very dark coffee w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2549917sw?$50px$,Mocha 5N2 (very dark coffee w/ neutral undertones),Mocha,5N2,RGB,#74462C,21.6666666666667,0.45,0.313725490196078
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Clove 6W1 (deep bronze w/ warm undertones),https://images.ulta.com/is/image/Ulta/2549921sw?$50px$,Clove 6W1 (deep bronze w/ warm undertones),Clove,6W1,RGB,#7B472E,19.4805194805195,0.455621301775148,0.331372549019608
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Truffle 6W2 (very deep coffee w/ warm undertones),https://images.ulta.com/is/image/Ulta/2549924sw?$50px$,Truffle 6W2 (very deep coffee w/ warm undertones),Truffle,6W2,RGB,#713E2A,16.9014084507042,0.458064516129032,0.303921568627451
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Sienna 6N2 (very deep auburn w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2528178sw?$50px$,Sienna 6N2 (very deep auburn w/ neutral undertones),Sienna,6N2,RGB,#663727,15.2380952380952,0.446808510638298,0.276470588235294
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Espresso 6N1 (deep caramel w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2529030sw?$50px$,Espresso 6N1 (deep caramel w/ neutral undertones),Espresso,6N1,RGB,#643927,17.7049180327869,0.438848920863309,0.272549019607843
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Mahogany 6C1 (deep auburn w/ cool undertones),https://images.ulta.com/is/image/Ulta/2528179sw?$50px$,Mahogany 6C1 (deep auburn w/ cool undertones),Mahogany,6C1,RGB,#5B332A,11.0204081632653,0.368421052631579,0.26078431372549
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Tonka 6W3 (deepest mahogany w/ warm undertones),https://images.ulta.com/is/image/Ulta/2549918sw?$50px$,Tonka 6W3 (deepest mahogany w/ warm undertones),Tonka,6W3,RGB,#5B3429,13.2,0.378787878787879,0.258823529411765
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Cacao 6C2 (very deep espresso w/ cool undertones),https://images.ulta.com/is/image/Ulta/2528180sw?$50px$,Cacao 6C2 (very deep espresso w/ cool undertones),Cacao,6C2,RGB,#4F322C,10.2857142857143,0.284552845528455,0.241176470588235
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Chestnut 6C3 (deepest, rich espresso w/ cool undertones)",https://images.ulta.com/is/image/Ulta/2529031sw?$50px$,"Chestnut 6C3 (deepest, rich espresso w/ cool undertones)",Chestnut,6C3,RGB,#472D29,8,0.267857142857143,0.219607843137255
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 3 (light/neutral)  selected,https://images.ulta.com/is/image/Ulta/2562480sw?$tn$,Shade 3 (light/neutral),NA,Shade 3,RGB,#E8C3A0,29.1666666666667,0.610169491525424,0.768627450980392
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 1 (fair cool),https://images.ulta.com/is/image/Ulta/2562479sw?$50px$,Shade 1 (fair cool),NA,Shade 1,RGB,#F0D2B5,29.4915254237288,0.662921348314607,0.825490196078431
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 2 (light/warm),https://images.ulta.com/is/image/Ulta/2562478sw?$50px$,Shade 2 (light/warm),NA,Shade 2,RGB,#F1CB9E,32.5301204819277,0.747747747747748,0.782352941176471
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 4 (medium/neutral),https://images.ulta.com/is/image/Ulta/2562475sw?$50px$,Shade 4 (medium/neutral),NA,Shade 4,RGB,#EAB88B,28.4210526315789,0.69343065693430594,0.731372549019608
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 5 (medium/neutral warm),https://images.ulta.com/is/image/Ulta/2562477sw?$50px$,Shade 5 (medium/neutral warm),NA,Shade 5,RGB,#DEAF7F,30.3157894736842,0.590062111801242,0.684313725490196
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 6 (medium/warm),https://images.ulta.com/is/image/Ulta/2562476sw?$50px$,Shade 6 (medium/warm),NA,Shade 6,RGB,#DDAF76,33.2038834951456,0.60233918128655,0.664705882352941
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 7 (medium/tan neutral),https://images.ulta.com/is/image/Ulta/2562483sw?$50px$,Shade 7 (medium/tan neutral),NA,Shade 7,RGB,#D9A76E,31.9626168224299,0.584699453551913,0.641176470588235
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 8 (tan/warm),https://images.ulta.com/is/image/Ulta/2562481sw?$50px$,Shade 8 (tan/warm),NA,Shade 8,RGB,#CA986D,27.741935483871,0.467336683417086,0.609803921568628
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 9 (deep/neutral warm),https://images.ulta.com/is/image/Ulta/2562486sw?$50px$,Shade 9 (deep/neutral warm),NA,Shade 9,RGB,#B87B52,24.1176470588235,0.418032786885246,0.52156862745098
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 10 (deep/warm),https://images.ulta.com/is/image/Ulta/2562482sw?$50px$,Shade 10 (deep/warm),NA,Shade 10,RGB,#AC6C44,23.0769230769231,0.433333333333333,0.470588235294118
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 11 (deep/neutral),https://images.ulta.com/is/image/Ulta/2562491sw?$50px$,Shade 11 (deep/neutral),NA,Shade 11,RGB,#9D6743,24,0.401785714285714,0.43921568627451
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 12 (dark/neutral),https://images.ulta.com/is/image/Ulta/2562485sw?$50px$,Shade 12 (dark/neutral),NA,Shade 12,RGB,#835138,20,0.401069518716578,0.366666666666667
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 1 - Fair Cool  selected,https://images.ulta.com/is/image/Ulta/2547818sw?$tn$,Shade 1 - Fair Cool,Fair Cool,Shade 1,RGB,#EACFB7,28.2352941176471,0.548387096774194,0.817647058823529
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 2 - Light Warm,https://images.ulta.com/is/image/Ulta/2547823sw?$50px$,Shade 2 - Light Warm,Light Warm,Shade 2,RGB,#F7D3B3,28.2352941176471,0.80952380952381,0.835294117647059
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 3 - Light Neutral Warm,https://images.ulta.com/is/image/Ulta/2547822sw?$50px$,Shade 3 - Light Neutral Warm,Light Neutral Warm,Shade 3,RGB,#E9C7A4,30.4347826086957,0.610619469026549,0.77843137254902
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 4 - Medium Neutral,https://images.ulta.com/is/image/Ulta/2547831sw?$50px$,Shade 4 - Medium Neutral,Medium Neutral,Shade 4,RGB,#D0B099,25.0909090909091,0.369127516778524,0.707843137254902
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 5- Medium Neutral Warm,https://images.ulta.com/is/image/Ulta/2547830sw?$50px$,Shade 5- Medium Neutral Warm,Shade   Medium Neutral Warm,5,RGB,#DCB590,29.2105263157895,0.52054794520548,0.713725490196078
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 6 - Medium Warm,https://images.ulta.com/is/image/Ulta/2547829sw?$50px$,Shade 6 - Medium Warm,Medium Warm,Shade 6,RGB,#D5A575,30,0.533333333333333,0.647058823529412
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 7 - Medium-Tan Neutral,https://images.ulta.com/is/image/Ulta/2547826sw?$50px$,Shade 7 - Medium-Tan Neutral,Medium-Tan Neutral,Shade 7,RGB,#C88C3F,33.7226277372263,0.554655870445344,0.515686274509804
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 8 - Tan Warm,https://images.ulta.com/is/image/Ulta/2547838sw?$50px$,Shade 8 - Tan Warm,Tan Warm,Shade 8,RGB,#AB6939,25.2631578947368,0.5,0.447058823529412
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 9 - Deep Neutral,https://images.ulta.com/is/image/Ulta/2547827sw?$50px$,Shade 9 - Deep Neutral,Deep Neutral,Shade 9,RGB,#8D5D35,27.2727272727273,0.45360824742268,0.380392156862745
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 10 - Deep Warm,https://images.ulta.com/is/image/Ulta/2547840sw?$50px$,Shade 10 - Deep Warm,Deep Warm,Shade 10,RGB,#914D26,21.8691588785047,0.584699453551913,0.358823529411765
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 11 - Dark Neutral,https://images.ulta.com/is/image/Ulta/2547836sw?$50px$,Shade 11 - Dark Neutral,Dark Neutral,Shade 11,RGB,#6E452B,23.2835820895522,0.437908496732026,0.3
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 12 - Dark Warm,https://images.ulta.com/is/image/Ulta/2547828sw?$50px$,Shade 12 - Dark Warm,Dark Warm,Shade 12,RGB,#83503F,15,0.350515463917526,0.380392156862745
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 1 - Fair Cool  selected,https://images.ulta.com/is/image/Ulta/2546882sw?$tn$,Shade 1 - Fair Cool,Fair Cool,Shade 1,RGB,#E3CFB7,32.7272727272727,0.44,0.803921568627451
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 2 - Light Neutral,https://images.ulta.com/is/image/Ulta/2546886sw?$50px$,Shade 2 - Light Neutral,Light Neutral,Shade 2,RGB,#EDD2B5,31.0714285714286,0.608695652173913,0.819607843137255
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 3 - Light Neutral Warm,https://images.ulta.com/is/image/Ulta/2546884sw?$50px$,Shade 3 - Light Neutral Warm,Light Neutral Warm,Shade 3,RGB,#DFC7A5,35.1724137931034,0.475409836065574,0.76078431372549
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 4 - Medium Neutral,https://images.ulta.com/is/image/Ulta/2546883sw?$50px$,Shade 4 - Medium Neutral,Medium Neutral,Shade 4,RGB,#C7AE98,28.0851063829787,0.29559748427673,0.688235294117647
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 5- Medium Neutral Warm,https://images.ulta.com/is/image/Ulta/2546885sw?$50px$,Shade 5- Medium Neutral Warm,Shade   Medium Neutral Warm,5,RGB,#DAB48A,31.5,0.519480519480519,0.698039215686274
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 6 - Medium Warm,https://images.ulta.com/is/image/Ulta/2546889sw?$50px$,Shade 6 - Medium Warm,Medium Warm,Shade 6,RGB,#D0A270,31.25,0.505263157894737,0.627450980392157
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 7 - Medium-Tan Neutral,https://images.ulta.com/is/image/Ulta/2546890sw?$50px$,Shade 7 - Medium-Tan Neutral,Medium-Tan Neutral,Shade 7,RGB,#C39E68,35.6043956043956,0.431279620853081,0.586274509803922
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 8 - Tan Warm,https://images.ulta.com/is/image/Ulta/2546887sw?$50px$,Shade 8 - Tan Warm,Tan Warm,Shade 8,RGB,#B48E69,29.6,0.333333333333333,0.558823529411765
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 9 - Deep Neutral,https://images.ulta.com/is/image/Ulta/2546888sw?$50px$,Shade 9 - Deep Neutral,Deep Neutral,Shade 9,RGB,#B78145,31.5789473684211,0.452380952380952,0.494117647058824
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 10 - Deep Warm,https://images.ulta.com/is/image/Ulta/2546948sw?$50px$,Shade 10 - Deep Warm,Deep Warm,Shade 10,RGB,#946542,25.609756097561,0.383177570093458,0.419607843137255
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 11 - Dark Neutral,https://images.ulta.com/is/image/Ulta/2546950sw?$50px$,Shade 11 - Dark Neutral,Dark Neutral,Shade 11,RGB,#926738,31.3333333333333,0.445544554455446,0.396078431372549
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 12 - Dark Warm,https://images.ulta.com/is/image/Ulta/2546952sw?$50px$,Shade 12 - Dark Warm,Dark Warm,Shade 12,RGB,#7F5739,25.7142857142857,0.380434782608696,0.36078431372549
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Fair (very fair skin w/ warm yellow undertone)  selected,https://images.ulta.com/is/image/Ulta/2264063sw?$tn$,Fair (very fair skin w/ warm yellow undertone),Fair,NA,RGB,#F9EFE3,32.7272727272727,0.647058823529412,0.933333333333333
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Fair Light (fair skin w/ cool pink undertone),https://images.ulta.com/is/image/Ulta/2533844sw?$50px$,Fair Light (fair skin w/ cool pink undertone),Fair Light,NA,RGB,#FCEBDB,29.0909090909091,0.846153846153847,0.923529411764706
It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Light (light skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2264064sw?$50px$,Light (light skin w/ warm yellow undertone),Light,NA,RGB,#FBE6D1,30,0.84,0.901960784313726
