e,Country,City,Line,Start year,End year,RR?,Length,TunnelPer,Tunnel,Stations,Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Source2,Reference
8001,CN,Hangzhou,Line 7,2017,2021,0,45,100.00%,45,24,Plan,"28,997.00",CNY,2016,0.2390,6930.45,154.01,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf
8002,CN,Taiyuan,Line 1 Phase 1,2014,2018,0,24.1,,,21,Plan,"15,790.00",CNY,2012,0.2808,4434.15,183.99,Media,http://finance.sina.com.cn/roll/20120905/131013052588.shtml
8003,CN,Changsha,Line 4 Phase 1,2013,2017,0,33.5,,,24,Plan,"21,938.00",CNY,2012,0.2808,6160.63,183.90,Plan,https://www.ndrc.gov.cn/fzggw/jgsj/zcs/sjdt/201212/t20121224_1145294.html
8008,CN,Changchun,Line 6,2020,,0,29.7,100.00%,29.7,22,Plan,"19,549.00",CNY,2018,0.2379,4650.10,156.57,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf; https://baike.baidu.com/item/%E9%95%BF%E6%98%A5%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A6%E5%8F%B7%E7%BA%BF
8009,CN,Suzhou,Line 6,2018,2023,0,34.2,100.00%,34.2,28,Plan,"23,740.00",CNY,2018,0.2379,5647.00,165.12,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201809/W020190905497960329280.pdf
8010,CN,Xi'an,Line 15 Phase 1,2020,2025,0,19,100.00%,19,11,Plan,"12,436.00",CNY,2019,0.2382,2962.36,155.91,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201907/W020190910670748591840.pdf
8011,CN,Guiyang,S2 Phase 1 North,2017,2021,0,32.1,98.44%,31.6,16,Plan,"20,430.00",CNY,2016,0.2390,4882.89,152.11,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=362
8016,CN,Wuhan,Line 6 Phase 2,,,0,7,100.00%,7,5,Plan,"4,558.00",CNY,2018,0.2379,1084.21,154.89,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf
8017,CN,Zhengzhou,Line 10 Phase 1,,,0,21.3,100.00%,21.3,12,Plan,"15,495.46",CNY,2019,0.2382,3691.15,173.29,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf
8018,CN,Changsha,Line 2 West Extension Phase 2,2017,2021,0,13.99,98.50%,13.78,11,Plan,"11,138.00",CNY,2020,0.2382,2653.07,189.64,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf; http://www.rail-transit.com/shiping/show.php?itemid=851
8019,CN,Kunming,Line 1 Feeder,2013,2015,0,5.2,100.00%,5.2,4,Plan,"3,306.00",CNY,2013,0.2729,902.29,173.52,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400
8024,CN,Hangzhou,Line 2 Phase 3,2017,2020,0,1.6,,,1,Plan,988.00,CNY,2016,0.2390,236.14,147.59,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf
8025,CN,Zhengzhou,Line 8 Phase 1,2020,2024,0,50.63,100.00%,50.63,27,Plan,"31,019.49",CNY,2019,0.2382,7389.11,145.94,Plan,https://4g.dahe.cn/news/20191106554486; https://henan.china.com/m/news/yw/2019/1107/253044399.html
8026,CN,Chengdu,Line 19 Phase 2,2019,2024,0,45.6,100.00%,45.6,10,Plan,"28,425.00",CNY,2019,0.2382,6771.08,148.49,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf
8027,CN,Zhengzhou,Line 3 Phase 2,,,0,6.305,100.00%,6.305,4,Plan,"3,800.90",CNY,2019,0.2382,905.41,143.60,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201904/W020190910670741123314.pdf; https://4g.dahe.cn/news/20191106554486
8032,CN,Xi'an,Line 2 Phase 2,,,0,7,100.00%,7,4,Plan,"4,289.00",CNY,2019,0.2382,1021.68,145.95,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201907/W020190910670748591840.pdf
8033,CN,Taiyuan,Line 2 Phase 1,2012,2016,0,25.1,,,22,Plan,"15,139.00",CNY,2012,0.2808,4251.33,169.38,Media,http://finance.sina.com.cn/roll/20120905/131013052588.shtml
8034,CN,Xi'an,Line 14,,,0,13.8,100.00%,13.8,8,Plan,"8,315.00",CNY,2019,0.2382,1980.71,143.53,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201907/W020190910670748591840.pdf
8035,CN,Shenyang,Line 3 Phase 1,2019,2025,0,38.4,,,28,Plan,"23,130.00",CNY,2019,0.2382,5509.77,143.48,Media,http://www.shenyangbus.com/a/sydt/2018/1227/10268.html
8040,CN,Guangzhou,Line 3 Eastern Extension,2019,2022,0,9.6,100.00%,9.6,4,Plan,"5,698.00",CNY,2017,0.2382,1357.26,141.38,Plan,http://www.gov.cn/xinwen/2017-03/23/5180079/files/d764253433a944c0a620def88bf6f446.pdf
8041,CN,Beijing,Daxing Line,2007,2010,0,21.8,80.28%,17.5,11,Media,"10,930.00",CNY,2007,0.3323,3632.44,166.63,Media,http://www.mtr.bj.cn/article/5d510c0aebb1a36f5ef5981f.html
8042,CN,Shanghai,Line 10 Phase 2,2015,2020,0,10.09,31.42%,3.17,6,Media,,CNY,2012,0.2808,,,Media,https://sh.ihouse.ifeng.com/news/2020_06_10-52808712_0.shtml/?from=news_highlights_news
8043,CN,Shanghai,Chongming,,,0,44.6,59.00%,26.1,8,Plan,"26,426.00",CNY,2018,0.2379,6285.92,140.94,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf; https://xxgk.eic.sh.cn/jsxmxxgk/eiareport/action/jsxm_eiaReportDetail.do?from=jsxm&stEiaId=3ddc18bc-61f2-41e9-af7a-02be49b0e715&type=%E6%8A%A5%E5%91%8A%E4%B9%A6
8048,CN,Xi'an,Line 16 Phase 1,2019,2024,0,15.1,100.00%,15.1,8,Plan,"8,857.00",CNY,2019,0.2382,2109.81,139.72,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201907/W020190910670748591840.pdf
8049,CN,Wuhan,Xingang,,,0,30.2,84.11%,25.4,11,Plan,"17,681.00",CNY,2018,0.2379,4205.76,139.26,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf
8050,CN,Tianjin,Z2 Phase 1,2017,2020,0,52.8,33.90%,17.9,5,Plan,"29,975.00",CNY,2015,0.2583,7743.48,146.66,Media,https://wenku.baidu.com/view/801ab19a8ad63186bceb19e8b8f67c1cfbd6ee6e.html
8051,CN,Kunming,Line 3 Phase 2,2016,2018,0,4,0.00%,,3,Plan,"2,267.00",CNY,2013,0.2729,618.72,154.68,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400
8056,CN,Changchun,Line 2 Eastern Extension,2020,2025,0,9.1,100.00%,9.1,6,Plan,"5,131.00",CNY,2018,0.2379,1220.50,134.12,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf
8057,CN,Hangzhou,Line 5 Phase 2,2017,2020,0,3.2,,,2,Plan,"1,754.00",CNY,2016,0.2390,419.22,131.01,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf
8058,CN,Guiyang,S1 Phase 1,2016,2020,0,28.5,52.98%,15.1,12,Plan,"15,479.00",CNY,2016,0.2390,3699.57,129.81,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=362
8059,CN,Chongqing,Line 4 Phase 2,,,0,32.6,63.40%,20.67,14,Plan,"18,068.00",CNY,2018,0.2379,4297.81,131.83,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf
8064,CN,Changsha,Line 2 West Extension Phase 1,2012,2015,0,4.5,100.00%,4.5,4,Plan,"2,466.00",CNY,2012,0.2808,692.50,153.89,Plan,https://www.ndrc.gov.cn/fzggw/jgsj/zcs/sjdt/201212/t20121224_1145294.html
8065,CN,Beijing,Line 5,2002,2007,0,27.6,,,23,Media,"12,000.00",CNY,2004,0.3545,4253.81,154.12,Media,http://finance.sina.com.cn/b/20040419/0854725033.shtml
8066,CN,Chongqing,Ring Line,2012,2016,0,50.47,,,33,Media,"27,330.00",CNY,2013,0.2729,7459.06,147.79,Media,http://politics.people.com.cn/n/2013/0223/c70731-20575832.html
8067,CN,Changsha,Line 1 North Extension Phase 1,2017,2021,0,9.93,54.38%,5.4,5,Plan,"5,337.00",CNY,2017,0.2382,1271.27,128.02,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/t20170323_962232.html
8072,CN,Kunming,Line 5,2015,2018,0,24,,,20,Plan,"12,911.00",CNY,2013,0.2729,3523.74,146.82,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400
8073,CN,Xiamen,Line 4,2017,2022,0,69.6,44.83%,31.2,18,Plan,"36,256.00",CNY,2016,0.2390,8665.39,124.50,Plan,http://www.gov.cn/xinwen/2016-10/13/5118393/files/fc4eeffb973d4e0297ef1fb6bcaa4e73.pdf
8074,CN,Chongqing,Line 6 Branch (EXPO) Phase 2,2016,2020,0,13.99,63.83%,8.93,7,Plan,"7,474.00",CNY,2018,0.2379,1777.83,127.08,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf
8075,CN,Wuhan,Line 8 Phase 3,,,0,4.9,100.00%,4.9,2,Plan,"2,597.0000",CNY,2018,0.2379,617.75,126.07,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf
8080,CN,Nanjing,Line 3 Phase 3,2015,2017,0,6.6,100.00%,6.6,2,Plan,"3,370.00",CNY,2015,0.2583,870.58,131.91,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201505/W020190910670534928118.pdf
8081,CN,Chongqing,Line 9 Phase 2,2016,2020,0,10.77,,,5,Media,"5,613.00",CNY,2013,0.2729,1531.93,142.24,Media,http://politics.people.com.cn/n/2013/0223/c70731-20575832.html
8082,CN,Chongqing,Line 9,2015,2020,0,39,93.38%,36.417,26,Media,"23,339.00",CNY,2013,0.2729,6369.81,163.33,Media,https://web.archive.org/web/20130120033236/http://www.cqzb.gov.cn/zbgg-5-37684-1.aspx
8083,CN,Wuhan,Line 7 Northern Extension,,,0,33.6,40.48%,13.6,10,Plan,"17,559.00",CNY,2018,0.2379,4176.74,124.31,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf
8088,CN,Wuhan,Line 2 Northern Extension,,,0,19.8,69.19%,13.7,7,Plan,"9,437.00",CNY,2013,0.2729,2575.60,130.08,Media,http://hb.sina.com.cn/news/b/2013-06-03/070979213.html
8089,CN,Xi'an,Line 10 Phase 1,,,0,34.6,45.00%,15.6,15,Plan,"17,660.00",CNY,2019,0.2382,4206.77,121.58,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201907/W020190910670748591840.pdf
8090,CN,Chongqing,Line 4 Phase 1,2013,2018,0,15.77,70.07%,11.05,9,Plan,"8,805.00",CNY,2013,0.2729,2403.11,152.38,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670713741772.pdf
8091,CN,Nanchang,Line 1 Eastern Extension,2018,2021,0,4.1,100.00%,4.1,2,Plan,"2,040.00",CNY,2015,0.2729,556.77,135.80,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316
8096,CN,Changsha,Line 6 East,2018,2022,0,12.15,100.00%,12.15,5,Plan,"6,140.00",CNY,2017,0.2382,1462.55,120.37,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf
8097,CN,Changchun,Line 4 Southern Extension,2020,2023,0,4,0.00%,0,6,Plan,"2,013.00",CNY,2018,0.2379,478.83,119.71,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf
8098,CN,Kunming,Line 4,2016,2019,0,43.5,100.00%,43.5,26,Plan,"21,564.00",CNY,2013,0.2729,5885.37,135.30,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400
8099,CN,Wuhan,Line 21,,,0,33.7,71.81%,24.2,15,Plan,"16,107.00",CNY,2015,0.2729,4396.02,130.45,Plan,http://img.thupdi.com/news/2015/08/1440573393290975.pdf
8104,CN,Changsha,Line 4 North Extension,2018,2022,0,14.26,14.45%,2.06,8,Plan,"6,831.00",CNY,2017,0.2382,1627.14,114.11,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf
8105,CN,Shanghai,Line 11 (to Disney),,2016,0,9.15,15.96%,1.46,3,Media,"4,371.00",CNY,2012,0.2808,1227.46,134.15,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF
8106,CN,Wuhan,Line 16,,,0,32.3,39.01%,12.6,12,Plan,"15,420.00",CNY,2018,0.2379,3667.94,113.56,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf
8107,CN,Nanchang,Line 2 Western Extension,2015,2018,0,8.5,100.00%,8.5,7,Plan,"3,930.00",CNY,2015,0.2729,1072.60,126.19,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=316
8112,CN,Beijing,Line 15 Phase 1,2009,2014,0,41.4,66.91%,27.7,18,Media,"18,100.00",CNY,2010,0.3004,5437.07,131.33,Media,http://finance.ifeng.com/city/bj/20101117/2902241.shtml
8113,CN,Shanghai,Line 6,2002,2011,0,33.09,63.61%,21.05,28,Plan,"12,000.00",CNY,2002,0.3719,4462.63,134.86,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A6%E5%8F%B7%E7%BA%BF
8114,CN,Wuhan,Line 1 Phase 4 (Jinghe),2015,2017,0,3.97,0.00%,0,3,Measured,"1,740.00",CNY,2015,0.2729,474.89,119.62,Wiki,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF#%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B
8115,CN,Changchun,Line 9 (Konggang),2019,2025,0,28.2,49.29%,13.9,8,Plan,"12,640.00",CNY,2018,0.2379,3006.66,106.62,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf
8120,CN,Tianjin,M3 Phase 2,,,0,3.9,0.00%,0,3,Plan,"1,704.00",CNY,2015,0.2729,465.07,119.25,Media,https://wenku.baidu.com/view/801ab19a8ad63186bceb19e8b8f67c1cfbd6ee6e.html
8121,CN,Chongqing,Line 6 Branch (EXPO) Phase 1,,2013,0,12.2,,,6,Media,"5,292.00",CNY,2013,0.2729,1444.32,118.39,Media,http://politics.people.com.cn/n/2013/0223/c70731-20575832.html
8122,CN,Kunming,Line 2 Phase 2,2017,2019,0,12.75,100.00%,12.75,10,Media,,CNY,2013,0.2729,,,Media,http://km.bendibao.com/traffic/2017417/47593.shtm
8123,CN,Chongqing,Line 5 Phase 1 North,2013,2018,0,16.42,100.00%,16.42,10,Media,"9,700.00",CNY,2013,0.2729,2647.38,161.23,Media,https://baike.baidu.com/item/%E9%87%8D%E5%BA%86%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A5%E5%8F%B7%E7%BA%BF#reference-[4]-8074613-wrap
8128,CN,Kunming,Line 6,2013,2015,0,25.4,,,6,Plan,"10,151.00",CNY,2013,0.2729,2770.47,109.07,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400
8129,CN,Beijing,Line 13B,2019,2022,0,32.2,31.99%,10.3,15,Plan,"12,640.00",CNY,2019,0.2382,3010.96,93.51,Plan,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html
8130,CN,Changsha,Line 5 North Extension,2019,2022,0,3.65,48.49%,1.77,2,Plan,"1,409.00",CNY,2017,0.2382,335.62,91.95,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201703/W020190905497919692262.pdf
8131,CN,Beijing,Line 8 Northern Extension,2011,2013,0,6.328,73.45%,4.648,3,Measured,"3,212.20",CNY,2011,0.2838,911.52,144.05,Media,https://max.book118.com/html/2017/1209/143431974.shtm
8136,CN,Shanghai,Line 8 Phase 3 (Pujiang Line),2016,2018,0,6.689,0.00%,0,6,Media,"3,177.00",CNY,2015,0.2729,867.09,129.63,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E6%B5%A6%E6%B1%9F%E7%BA%BF#cite_note-4
8137,CN,Kunming,Line 1 Southern Extension,2013,2015,0,7.3,,,3,Plan,"2,395.00",CNY,2013,0.2729,653.66,89.54,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=12400
8138,CN,Changchun,Line 3 Southern Extension,,,0,3,26.67%,0.8,2,Plan,839.00,CNY,2018,0.2379,199.57,66.52,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf
8139,CN,Beijing,Capital Airport Express,2005,2008,0,28.1,0.00%,0,4,Measured,622.30,CNY,2005,0.3517,218.89,7.79,Media,http://news.sciencenet.cn/sbhtmlnews/2008/8/209799.html
8144,CN,Beijing,Line 8 Phase 3 South,2014,2018,0,13,100.00%,13,11,Measured,,CNY,2014,0.2660,,,Media,https://www.bjsubway.com/news/ghjs/2013-12-30/1316.html
8145,CN,Beijing,Line 10 South and West,2007,2012,0,32.46,100.00%,32.46,24,Measured,,CNY,2007,0.3323,,,Media,https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%8110%E5%8F%B7%E7%BA%BF#%E4%BA%8C%E6%9C%9F%E5%B7%A5%E7%A8%8B
8146,CN,Wenzhou,S1 Phase 1,2013,2019,0,53.5,18.69%,10.0,21,Media,"18,606.83",CNY,2014,0.2660,4949.94,92.52,Media,http://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web1825/site/attach/0/150120083915404.pdf
8147,CN,Wenzhou,S2 Phase 1,,,0,70.299,,,,Media,"26,200.00",CNY,2014,0.2660,6969.94,99.15,Media,http://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web1825/site/attach/0/150120083915404.pdf
8152,CN,Wenzhou,M1,2020,,0,32.5,100.00%,32.5,23,Plan,,CNY,2020,,,,Plan,http://www.wenzhou.gov.cn/art/2019/3/21/art_1219304_31430838.html
8153,CN,Wenzhou,M2,2020,,0,27.9,100.00%,27.9,23,Plan,,CNY,2020,,,,Plan,http://www.wenzhou.gov.cn/art/2019/3/21/art_1219304_31430838.html
8154,CN,Lanzhou,Line 2 Phase 1,2015,2020,0,9.4,100.00%,9.4,8,Plan,"5,762.00",CNY,2012,0.2808,1618.08,172.14,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201209/t20120905_1145859.html
8155,CN,Lanzhou,Line 1 Phase 1,2011,2016,0,26.6,100.00%,26.6,20,Plan,"17,160.00",CNY,2012,0.2808,4818.87,181.16,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201209/t20120905_1145859.html
8160,CN,Dongguan,Line 1 Phase 1,2019,2024,0,57.5,86.00%,49.5,24,Plan,"36,822",CNY,2019,0.2382,8771.32,152.54,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc
8161,CN,Dongguan,Line 1 Phase 2,2023,2028,0,10.9,34.86%,3.8,4,Plan,"6,055",CNY,2019,0.2382,1442.35,132.33,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc
8162,CN,Dongguan,Line 1 Phase 3,2020,2025,0,3.54,100.00%,3.5,1,Plan,"1,728",CNY,2019,0.2382,411.62,116.28,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc
8163,CN,Dongguan,Line 1 Feeder Phase 1,2022,2027,0,25.56,100.00%,25.6,10,Plan,"17,499",CNY,2019,0.2382,4168.41,163.08,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc
8168,CN,Dongguan,Line 2 Phase 3,2021,2026,0,17.5,97.54%,17.1,8,Plan,"11,532",CNY,2019,0.2382,2747.02,156.97,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc
8169,CN,Dongguan,Line 3 Phase 1,2023,2028,0,50.14,100.00%,50.1,18,Plan,"32,178",CNY,2019,0.2382,7665.08,152.87,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc
8170,CN,Dongguan,Line 3 feeder,2024,2028,0,1.8,100.00%,1.8,1,Plan,"1,297",CNY,2019,0.2382,308.96,171.64,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc
8171,SA,Riyadh,Blue,2015,2016,0,38,42.63%,16.2,22,Bechtel BACS,"6,561",USD,2013,1.82,11941.02,314.2373684,Official Website,http://www.riyadhmetro.sa/
8176,SA,Riyadh,Red,2014,2020,0,25.3,0.00%,0.0,13,Bechtel BACS,"2,880",USD,2013,1.82,5241.6,207.1778656,Media,
8177,SA,Riyadh,Orange,2014,2017,0,40.7,14.00%,5.7,20,Arriyadh New Mobility Group (ANM),"5,002",USD,2013,1.82,9103.64,223.6766585,Media,5.2
8178,SA,Riyadh,Yellow,2014,2020,0,29.6,0.00%,0.0,8,Fast Consortium,"2,270",USD,2013,1.82,4131.4,139.5743243,Fast Consortium,https://www.fastmetroriyadh.com/about/our-lines/
8179,SA,Riyadh,Green,2015,2016,0,12.9,93.02%,12.0,11,Fast Consortium,"2,220",USD,2013,1.82,4040.4,313.2093023,Fast Consortium,https://www.fastmetroriyadh.com/ar/%d8%a7%d9%84%d8%ae%d8%b1%d9%8a%d8%b7%d8%a9-2/
8184,SA,Riyadh,Purple,2014,2019,0,29.9,0.00%,0.0,6,Fast Consortium,"3,330",USD,2013,1.82,6060.6,202.6956522,Fast Consortium,https://www.fastmetroriyadh.com/about/our-lines/
8186,SA,Jeddah,Jeddah Metro,2014,2025,0,161.1,12.41%,20.0,81,SYSTRA,"12,000",USD,2015,1.435,17220,106.8901304,Official Website,http://www.metrojeddah.com.sa/page/Metro
8187,SA,Mecca,Mecca Metro,2009,,,188,,,90,,"62,000",SAR,2010,0.6161429452,38200.8626,203.1960777,,
8192,SA,Ad Dammam,Dammam Metro (a-Sharqiya),2014,,0,50,0.00%,0.0,,Tender is ongoing since 2018,"16,000",USD,2010,1.623,25968,519.36,,https://www.bncnetwork.net/Project/Dammam_Metro/lLeKWJzyKRk=
8193,QA,Doha,Doha Metro,2013,2026,0,124,89.92%,111.5,,DB International,"36,000",USD,2013,2.5,90000,725.8064516,Media,https://www.railway-technology.com/projects/doha-metro/
8194,BH,Bahrain,Phase 1 (Red & Blue),2018,2023,1,28.6,0.00%,0.0,20,,453,BD,2019,5,2265,79.1958042,Media,https://www.urbantransportnews.com/bahrain-to-finalise-109-km-light-metro-rail-bids-in-march-2020/
8195,BH,Bahrain,Phase 2,2020,X,1,72.7,0.00%,0.0,,,"1,500",BD,2010,5,7500,103.1636864,Media,http://www.tradearabia.com/news/stn_178416.html
8200,AE,Dubai,Phase 1 - Red Line,2005,2010,0,35,13.43%,4.7,29,Systra & Parsons Corporation,"4,200",USD,2005,1.8,7560,216,,
8201,AE,Dubai,Phase 2 - Green Line,2006,2010,0,22.5,35.11%,7.9,20,,"3,600",USD,2006,1.9,6840,304,,
8202,AE,Dubai,Phase 3 (Red Line Extension/Route 2020),2016,2020,0,15,21.33%,3.2,7,"Expolink (Alstom, Gluermark, Acciona, Parsons, Systra)","2,900",USD,2016,1.9,5510,367.3333333,Media,https://www.railway-technology.com/projects/route-2020-dubai/
8203,EG,Cairo,Line 1,1982,1987,1,44,14.32%,6.3,35,Orascom,973,EGP,1987,2.5,2432.5,55.28409091,Wiki,
8208,EG,Cairo,Line 2,1993,2005,0,22,43.18%,9.5,20,Orascom,"9,700",EGP,2005,1,9700,440.9090909,Wiki,
8209,EG,Cairo,Line 2 Extension,2018,X,1,7,0.00%,0.0,5,,,,,,,,,
8210,EG,Cairo,Line 3 Phase 1,2006,2012,0,4.3,100.00%,4.3,5,Orascom,"4,200",EGP,2009,0.7142857143,3000,697.6744186,Media,http://english.ahram.org.eg/NewsContent/3/12/35035/Business/Economy/Cairos-rd-underground-line-opens-Tuesday-linking-A.aspx
8211,EG,Cairo,Line 3 Phase 2,2009,2014,0,7.2,100.00%,7.2,4,Orascom,498,EU,2009,,0,,,
8216,EG,Cairo,Line 3 Phase 3,2017,2022,0,11.6,100.00%,11.6,12,Orascom,0,EU,2016,,0,,,
8217,EG,Cairo,Line 3 Phase 4,2015,2022,0,12.1,79.34%,9.6,8,Orascom,,,,,,,,
8218,EG,Cairo,Line 4 (4 Phases),2019,X,0,19,,,17,,"3,600",USD,2019,3.6,12960,682.1052632,,
8219,EG,Cairo,Line 5,X,X,0,19,,,,,,,,,,,,
8224,EG,Cairo,Line 6,2017,X,0,21,65.24%,13.7,24,Bombardier,"4,000",USD,2017,3.1,12400,590.4761905,Media,https://tunnelbuilder.com/News/New-metro-line-6-in-Cairo-deal-signed-.aspx
8225,KW,Kuwait City,Kuwait Metro,2020,2025,0,160,35.00%,56.0,68,"Ernst & Young, Ashurst and Atkins","20,000",USD,2020,1.52,30400,190,Media,https://www.railjournal.com/passenger/metros/kuwait-announces-details-of-metro-project/
9459,UZ,Tashkent,Sergeli Line,2017,2020,0,7.1,0.00%,7.1,6,Trade,142,USD,2018,5,711,100.1408451,Plan,http://www.uzbekembassy.in/construction-of-sergeli-metro-line-to-cost-170-1-million/
9460,UZ,Tashkent,Yunusabad Line extension,2017,2020,0,2.9,100.00%,2.9,2,Trade,125,USD,2018,5,624,215.1724138,Trade,https://www.railwaypro.com/wp/tashkent-metro-extension-is-underway/
9461,CN,Shanghai,Line 15,2015,2020,0,42.3,100.00%,42.3,30,Media,"47,650",CNY,2014,0.2660,12676.24,299.67,Media,https://www.wikiwand.com/zh/%E4%B8%8A%E6%B5%B7%E5%9C%B0%E9%93%81; http://jz.docin.com/p-947723260.html
9462,CN,Shanghai,Line 14,2016,2020,0,38.514,100.00%,38.514,31,Media,"57,686",CNY,2013,0.2729,15744.00,408.79,Media,https://max.book118.com/html/2017/0817/128471200.shtm
9467,CN,Shanghai,Line 16,2010,2014,0,58.96,23.22%,13.69,,Media,"18,160",CNY,2010,0.3004,5455.264,92.52,Media,https://www.sohu.com/a/134664821_249521;  https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A16%E5%8F%B7%E7%BA%BF
9468,CN,Shenzhen,Line 1 Phase 2,,,0,23.5,77.87%,18.3,15,Government,"12,126",CNY,,,,,Government,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf
