judge_id,court_name,court_type,president_name,president_party,nomination_date,predecessor_last_name,predecessor_first_name,senate_confirmation_date,commission_date,chief_judge_begin,chief_judge_end,retirement_from_active_service,termination_date,termination_reason
1402,"U. S. District Court, District of Massachusetts",USDC,William J. Clinton,Democratic,10/27/1993,Nelson,David Sutherland,11/20/1993,11/24/1993,NA,NA,NA,03/12/2009,Death
2756,"U. S. District Court, Northern District of Texas",USDC,William J. Clinton,Democratic,11/08/1997,new,NA,03/11/1998,03/17/1998,NA,NA,NA,NA,NA
1403,"U. S. District Court, District of Arizona",USDC,Franklin D. Roosevelt,Democratic,05/28/1936,Jacobs,F.C.,05/30/1936,06/03/1936,NA,NA,10/11/1964,05/17/1965,Death
2853,U. S. Court of Appeals for the Federal Circuit,USCA,William J. Clinton,Democratic,09/28/1999,Rich,Giles S.,11/19/1999,11/22/1999,NA,NA,10/31/2012,NA,NA
3140,"U. S. District Court, Northern District of Ohio",USDC,George W. Bush,Republican,01/09/2007,Wells,Lesley Brooks,03/08/2007,03/14/2007,NA,NA,NA,NA,NA
2764,U. S. Court of Appeals for the First Circuit,USCA,William J. Clinton,Democratic,10/20/1997,Cyr,Conrad K.,04/02/1998,04/07/1998,NA,NA,12/31/2011,NA,NA
3523,"U. S. District Court, Western District of Tennessee",USDC,Barack Obama,Democratic,01/06/2014,McCalla,Jon Phipps,04/30/2014,05/01/2014,NA,NA,NA,NA,NA
1404,"U. S. District Court, District of Rhode Island",USDC,William J. Clinton,Democratic,01/27/1994,Boyle,Francis J.,05/06/1994,05/09/1994,NA,NA,NA,NA,NA
1405,"U. S. District Court, Western District of Louisiana",USDC,Ronald Reagan,Republican,09/11/1984,Scott,Nauman S.,10/11/1984,10/12/1984,NA,NA,05/30/2002,05/15/2006,Retirement
3266,Court of Claims,Court of Claims,Herbert Hoover,Republican,10/17/1929,Moss,John McKenzie,11/06/1929,11/06/1929,NA,NA,10/31/1958,07/06/1966,Death
1406,"U. S. District Court, Eastern District of Louisiana",USDC,Ronald Reagan,Republican,06/19/1984,Cassibry,Fred,09/17/1984,09/18/1984,NA,NA,12/31/1996,12/31/2008,Retirement
1407,U. S. Court of Appeals for the Sixth Circuit,USCA,Richard M. Nixon,Republican,09/12/1972,Brooks,Henry Luesing,10/03/1972,10/05/1972,NA,NA,01/01/1989,NA,NA
3147,U. S. Court of Appeals for the Second Circuit,USCA,George W. Bush,Republican,01/09/2007,"Walker, Jr.",John M.,05/09/2007,05/17/2007,NA,NA,NA,NA,NA
1408,Supreme Court of the United States,USSC,Thomas Jefferson,Jeffersonian Republican,12/13/1806,Paterson,William,12/17/1806,01/16/1807,NA,NA,NA,03/18/1823,Death
1409,"U. S. District Court, District of Minnesota",USDC,Grover Cleveland,Democratic,05/15/1896,Nelson,Rensselaer R.,05/18/1896,05/18/1896,NA,NA,NA,07/11/1908,Retirement
1410,"U. S. District Court, Southern District of Florida",USDC,Ulysses Grant,Republican,01/15/1872,McKinney,John M.,02/01/1872,02/01/1872,NA,NA,NA,07/04/1912,Retirement
1411,"U. S. District Court, District of Idaho",USDC,George H.W. Bush,Republican,10/30/1989,Callister,Marion J.,11/21/1989,11/27/1989,NA,NA,NA,NA,NA
1412,U. S. Court of Appeals for the Tenth Circuit,USCA,Jimmy Carter,Democratic,11/04/1977,Hill,Delmas Carl,12/15/1977,12/16/1977,NA,NA,08/31/1994,07/15/1998,Retirement
3534,"U. S. District Court, District of Arizona",USDC,Barack Obama,Democratic,01/06/2014,Teilborg,James A.,05/14/2014,05/16/2014,NA,NA,NA,NA,NA
3345,U. S. Court of Appeals for the Second Circuit,USCA,Barack Obama,Democratic,03/10/2010,Sotomayor,Sonia,12/19/2010,12/20/2010,NA,NA,NA,NA,NA
1413,U. S. Court of Appeals for the Eighth Circuit,USCA,George H.W. Bush,Republican,09/10/1990,Heaney,Gerald William,10/12/1990,10/17/1990,NA,NA,NA,NA,NA
1414,"U. S. District Court, Northern District of Florida",USDC,Franklin D. Roosevelt,Democratic,05/26/1934,Sheppard,William B.,05/29/1934,06/04/1934,NA,NA,10/01/1947,05/20/1955,Death
1415,"U. S. District Court, District of Delaware",USDC,Ronald Reagan,Republican,04/04/1984,Latchum,James L.,04/24/1984,05/03/1984,NA,NA,06/15/1997,NA,NA
1416,"U. S. District Court, Southern District of Iowa",USDC,George H.W. Bush,Republican,07/24/1991,new,NA,10/31/1991,11/05/1991,NA,NA,11/05/2006,NA,NA
1417,"U. S. District Court, Eastern District of Michigan",USDC,Ulysses Grant,Republican,02/07/1870,Wilkins,Ross,02/18/1870,02/18/1870,NA,NA,NA,03/10/1875,Death
1418,"U. S. District Court, Eastern District of Pennsylvania",USDC,Dwight D. Eisenhower,Republican,03/29/1954,McGranery,James P.,05/18/1954,05/20/1954,NA,NA,12/19/1971,05/16/1972,Death
1419,"U. S. District Court, Eastern District of Pennsylvania",USDC,John F. Kennedy,Democratic,08/31/1961,new,NA,09/14/1961,09/15/1961,NA,NA,07/01/1982,04/23/1991,Death
1420,"U. S. District Court, District of Minnesota",USDC,Lyndon B. Johnson,Democratic,02/10/1966,Donovan,Dennis F.,04/28/1966,04/28/1966,NA,NA,07/01/1985,09/08/1985,Retirement
2835,"U. S. District Court, Southern District of California",USDC,William J. Clinton,Democratic,03/08/1999,Brewster,Rudi M.,10/01/1999,10/05/1999,NA,NA,10/25/2009,NA,NA
3262,Court of Claims,Court of Claims,James Buchanan,Democratic,05/03/1858,Gilchrist,John J.,05/06/1858,05/06/1858,NA,NA,NA,12/14/1877,Resignation
1421,"U. S. District Court, Northern District of California",USDC,Calvin Coolidge,Republican,03/21/1928,Partridge,John S.,04/17/1928,04/17/1928,NA,NA,NA,12/11/1941,Death
1422,"U. S. District Court, District of New Hampshire",USDC,Jimmy Carter,Democratic,02/09/1979,new,NA,04/24/1979,04/26/1979,NA,NA,05/15/1989,12/04/1995,Retirement
1423,U. S. Court of Appeals for the Federal Circuit,USCA,George H.W. Bush,Republican,01/24/1990,Friedman,Daniel Mortimer,04/05/1990,04/06/1990,NA,NA,NA,NA,NA
1424,"U. S. District Court, District of Iowa",USDC,Franklin Pierce,Democratic,02/07/1856,Dyer,John James,02/25/1856,12/21/1856,NA,NA,NA,07/20/1882,Reassignment
1425,"U. S. District Court, District of Montana",USDC,Ronald Reagan,Republican,03/27/1985,new,NA,04/03/1985,04/04/1985,NA,NA,06/14/2000,NA,NA
1426,"U. S. District Court, Southern District of Georgia",USDC,Franklin D. Roosevelt,Democratic,09/08/1941,Barrett,William H.,10/02/1941,10/07/1941,NA,NA,NA,12/28/1945,Death
1427,"U. S. District Court, Southern District of New York",USDC,Jimmy Carter,Democratic,05/10/1978,Cannella,John M.,06/23/1978,06/27/1978,NA,NA,07/27/1991,02/27/1999,Death
1428,"U. S. District Court, District of Massachusetts",USDC,William McKinley,Republican,01/05/1898,Nelson,Thomas L.,01/10/1898,01/10/1898,NA,NA,NA,04/15/1905,Appointment to Another Judicial Position
1429,"U. S. District Court, District of Massachusetts",USDC,Warren G. Harding,Republican,09/20/1922,new,NA,09/22/1922,09/22/1922,NA,NA,NA,11/30/1933,Death
1430,"U. S. District Court, District of Massachusetts",USDC,Abraham Lincoln,Republican,03/11/1865,Sprague,Peleg,03/11/1865,03/11/1865,NA,NA,NA,01/09/1879,Appointment to Another Judicial Position
1431,"U. S. District Court, District of Massachusetts",USDC,George Washington,NA,09/24/1789,new,NA,09/26/1789,09/26/1789,NA,NA,NA,02/20/1801,Appointment to Another Judicial Position
1432,"U. S. District Court, Northern District of Indiana",USDC,Ronald Reagan,Republican,12/04/1987,Kanne,Michael S.,02/25/1988,02/26/1988,NA,NA,07/10/2007,NA,NA
1433,"U. S. District Court, Central District of California",USDC,Richard M. Nixon,Republican,07/08/1971,new,NA,07/29/1971,07/29/1971,NA,NA,NA,04/06/1984,Resignation
1434,U. S. Court of Appeals for the Tenth Circuit,USCA,William J. Clinton,Democratic,03/23/1995,new,NA,06/30/1995,06/30/1995,NA,NA,NA,NA,NA
3119,"U. S. District Court, Eastern District of Michigan",USDC,George W. Bush,Republican,02/14/2005,Gadola,Paul V.,06/08/2006,06/12/2006,NA,NA,NA,NA,NA
1435,"U. S. District Court, Eastern District of Pennsylvania",USDC,Ronald Reagan,Republican,06/21/1985,Broderick,Raymond,10/16/1985,10/17/1985,NA,NA,05/20/1997,NA,NA
1436,U. S. District Court for the District of Columbia [Supreme Court of the District of Columbia],USDC,Herbert Hoover,Republican,06/23/1930,new,NA,07/03/1930,07/03/1930,NA,NA,NA,08/18/1944,Death
1437,U. S. Court of Appeals for the Second Circuit,USCA,Dwight D. Eisenhower,Republican,05/13/1955,Harlan,John Marshall,07/11/1955,07/12/1955,NA,NA,07/20/1971,06/03/1999,Death
1438,"U. S. District Court, Eastern District of South Carolina",USDC,Franklin D. Roosevelt,Democratic,05/17/1939,Glenn,J. Lyles,05/22/1939,07/19/1939,NA,NA,NA,07/22/1941,Resignation
1439,"U. S. District Court, District of Kansas",USDC,George H.W. Bush,Republican,07/24/1991,Saffels,Dale E.,10/31/1991,11/05/1991,NA,NA,11/02/2010,NA,NA
1440,"U. S. District Court, Eastern District of Pennsylvania",USDC,John F. Kennedy,Democratic,09/14/1961,new,NA,09/21/1961,09/22/1961,NA,NA,NA,07/19/1986,Death
1441,U. S. Circuit Courts for the Sixth Circuit,USCC (1869),Grover Cleveland,Democratic,03/22/1893,Jackson,Howell Edmunds,03/27/1893,03/27/1893,NA,NA,NA,12/20/1909,Appointment to Another Judicial Position
1442,"U. S. District Court, Western District of Wisconsin",USDC,Warren G. Harding,Republican,04/14/1921,Sanborn,Arthur L.,04/27/1921,04/27/1921,NA,NA,NA,05/28/1932,Death
1443,U. S. Court of Appeals for the Fourth Circuit,USCA,George H.W. Bush,Republican,04/23/1991,new,NA,07/26/1991,08/02/1991,NA,NA,NA,05/10/2006,Resignation
1444,"U. S. District Court, Central District of California",USDC,Richard M. Nixon,Republican,07/08/1971,Clarke,Thurmond,07/29/1971,07/29/1971,NA,NA,03/01/1984,12/17/1995,Death
1445,"U. S. District Court, District of New Jersey",USDC,Woodrow Wilson,Democratic,06/16/1919,Haight,Thomas G.,07/01/1919,07/01/1919,NA,NA,NA,03/31/1925,Resignation
1446,"U. S. District Court, Northern District of California",USDC,Ronald Reagan,Republican,01/25/1982,Renfrew,Charles B.,03/04/1982,03/09/1982,NA,NA,03/14/1997,07/12/1997,Retirement
2866,"U. S. District Court, Southern District of New York",USDC,William J. Clinton,Democratic,02/28/2000,Sprizzo,John E.,05/24/2000,05/25/2000,NA,NA,NA,09/21/2009,Appointment to Another Judicial Position
1447,U. S. Court of Appeals for the First Circuit,USCA,William J. Clinton,Democratic,01/11/1995,Breyer,Stephen Gerald,03/17/1995,03/17/1995,NA,NA,NA,NA,NA
1448,"U. S. District Court, Northern District of Illinois",USDC,Lyndon B. Johnson,Democratic,01/19/1966,Igoe,Michael L.,03/04/1966,03/07/1966,NA,NA,NA,08/09/1976,Death
2849,"U. S. District Court, Northern District of Texas",USDC,William J. Clinton,Democratic,03/25/1999,"Sanders, Jr.",Harry Barefoot,11/17/1999,11/22/1999,NA,NA,NA,NA,NA
1449,"U. S. District Court, Northern District of Alabama",USDC,Harry S Truman,Democratic,12/14/1945,Murphree,Thomas A.,12/20/1945,01/03/1946,NA,NA,01/09/1973,09/10/2000,Death
1450,U. S. District Court for the District of Columbia [Supreme Court of the District of Columbia],USDC,Ulysses Grant,Republican,07/15/1870,new,NA,07/15/1870,07/15/1870,NA,NA,NA,04/01/1887,Retirement
1451,"U. S. District Court, Northern District of California",USDC,John F. Kennedy,Democratic,09/14/1961,new,NA,09/21/1961,09/22/1961,NA,NA,NA,09/18/1966,Reassignment
1452,"U. S. District Court, Eastern District of Michigan",USDC,John F. Kennedy,Democratic,08/25/1961,Picard,Frank Albert,09/01/1961,09/07/1961,NA,NA,NA,02/17/1970,Death
1453,U. S. Circuit Courts for the Seventh Circuit,USCC (1869),William H. Taft,Republican,12/12/1910,new,NA,01/31/1911,01/31/1911,NA,NA,NA,12/31/1911,Abolition of Court
1454,"U. S. District Court, Eastern District of Virginia",USDC,Lyndon B. Johnson,Democratic,07/17/1967,new,NA,08/18/1967,08/25/1967,NA,NA,11/30/1985,01/30/1998,Retirement
1455,U. S. Court of Appeals for the District of Columbia Circuit,USCA,Richard M. Nixon,Republican,04/23/1969,Fahy,Charles,05/05/1969,05/06/1969,NA,NA,05/20/1983,05/01/1995,Death
1456,"U. S. District Court, District of Minnesota",USDC,Jimmy Carter,Democratic,08/04/1977,Larson,Earl E.,09/16/1977,09/19/1977,NA,NA,10/01/1992,05/03/2005,Death
1457,"U. S. District Court, Southern District of New York",USDC,Dwight D. Eisenhower,Republican,03/10/1959,Walsh,Lawrence E.,09/09/1959,09/10/1959,NA,NA,05/31/1982,04/08/1989,Death
3248,Court of Claims,Court of Claims,Franklin D. Roosevelt,Democratic,11/15/1940,Green,William R.,01/02/1941,01/07/1941,NA,NA,08/15/1961,02/17/1972,Death
1458,"U. S. District Court, District of New Jersey",USDC,Harry S Truman,Democratic,10/09/1945,Avis,John Boyd,10/23/1945,10/25/1945,NA,NA,01/01/1968,03/29/1976,Death
1459,U. S. Circuit Court for the Fourth Circuit,USCC (1801),John Adams,Federalist,02/25/1801,new,NA,02/26/1801,03/03/1801,NA,NA,NA,07/01/1802,Abolition of Court
1460,U. S. Court of Appeals for the Eighth Circuit,USCA,Ronald Reagan,Republican,01/21/1986,Bright,Myron H.,03/03/1986,03/04/1986,NA,NA,04/01/1997,06/02/2013,Death
3278,"U. S. District Court, Southern District of Indiana",USDC,Barack Obama,Democratic,01/20/2010,McKinney,Larry J.,06/07/2010,06/09/2010,NA,NA,NA,NA,NA
1461,"U. S. District Court, District of Minnesota",USDC,Ronald Reagan,Republican,09/28/1981,Devitt,Edward J.,10/29/1981,10/29/1981,NA,NA,02/09/2002,NA,NA
1462,"U. S. District Court, District of South Carolina",USDC,Franklin Pierce,Democratic,05/09/1856,Gilchrist,Robert B.,05/12/1856,05/12/1856,NA,NA,NA,11/07/1860,Resignation
1463,U. S. Court of Appeals for the First Circuit,USCA,Franklin D. Roosevelt,Democratic,04/24/1939,Bingham,George Hutchins,06/01/1939,06/03/1939,NA,NA,06/12/1959,05/22/1968,Death
2915,"U. S. District Court, District of Nevada",USDC,George W. Bush,Republican,09/10/2001,new,NA,01/25/2002,01/30/2002,NA,NA,NA,NA,NA
1464,"U. S. District Court, Northern District of Texas",USDC,Richard M. Nixon,Republican,06/23/1972,Estes,Joe Ewing,06/28/1972,07/03/1972,NA,NA,10/01/1989,12/03/2005,Death
1465,"U. S. District Court, District of Rhode Island",USDC,Franklin D. Roosevelt,Democratic,05/24/1935,Letts,Ira Lloyd,06/04/1935,06/07/1935,NA,NA,NA,02/21/1940,Appointment to Another Judicial Position
1466,U. S. Court of Appeals for the Second Circuit,USCA,Ronald Reagan,Republican,02/07/1986,new,NA,03/27/1986,04/07/1986,NA,NA,NA,10/23/1996,Death
1467,"U. S. District Court, Southern District of Illinois",USDC,Franklin D. Roosevelt,Democratic,01/08/1934,FitzHenry,Louis,01/23/1934,01/26/1934,NA,NA,NA,04/05/1937,Appointment to Another Judicial Position
3207,U. S. Customs Court,U. S. Customs Court,Lyndon B. Johnson,Democratic,11/06/1967,"Nichols, Jr.",Philip,11/16/1967,11/16/1967,NA,NA,NA,11/01/1980,Reassignment
3153,"U. S. District Court, Western District of Michigan",USDC,George W. Bush,Republican,03/19/2007,Enslen,Richard Alan,07/09/2007,07/13/2007,NA,NA,NA,NA,NA
1468,"U. S. District Court, Northern District of Texas",USDC,Ronald Reagan,Republican,07/23/1985,new,NA,10/16/1985,10/17/1985,NA,NA,08/31/2000,NA,NA
1469,"U. S. District Court, Southern District of New York",USDC,Franklin D. Roosevelt,Democratic,06/15/1936,new,NA,06/20/1936,06/22/1936,NA,NA,NA,11/20/1946,Death
2798,"U. S. District Court, Central District of California",USDC,William J. Clinton,Democratic,03/31/1998,Pfaelzer,Mariana R.,10/21/1998,10/22/1998,NA,NA,NA,05/21/2006,Resignation
1470,U. S. Court of Appeals for the Seventh Circuit,USCA,Ronald Reagan,Republican,02/21/1986,"Pell, Jr.",Wilbur Frank,06/26/1986,07/24/1986,NA,NA,12/18/2007,NA,NA
1471,"U. S. District Court, Northern District of Illinois",USDC,William J. Clinton,Democratic,05/05/1994,Shadur,Milton I.,08/09/1994,08/10/1994,NA,NA,02/01/2010,NA,NA
3456,"U. S. District Court, Middle District of Pennsylvania",USDC,Barack Obama,Democratic,05/17/2012,Caputo,A. Richard,12/21/2012,12/27/2012,NA,NA,NA,NA,NA
1472,"U. S. District Court, Northern District of Ohio",USDC,Gerald Ford,Republican,03/17/1976,Green,Ben Charles,03/26/1976,03/29/1976,NA,NA,04/01/1991,07/06/2006,Death
1473,"U. S. District Court, Southern District of New York",USDC,Lyndon B. Johnson,Democratic,06/13/1966,Cashin,John M.,06/29/1966,06/29/1966,NA,NA,NA,06/08/1971,Appointment to Another Judicial Position
1474,"U. S. District Court, Western District of Pennsylvania",USDC,Ronald Reagan,Republican,02/23/1982,Knox,William W.,03/18/1982,03/19/1982,NA,NA,NA,04/22/1985,Appointment to Another Judicial Position
1475,"U. S. District Court, Southern District of New York",USDC,Woodrow Wilson,Democratic,08/15/1916,Hough,Charles M.,08/23/1916,08/23/1916,NA,NA,NA,03/22/1918,Appointment to Another Judicial Position
2739,"U. S. District Court, Southern District of Ohio",USDC,William J. Clinton,Democratic,07/31/1997,Holschuh,John David,10/27/1997,11/07/1997,NA,NA,NA,NA,NA
1476,"U. S. District Court, District of Rhode Island",USDC,George Washington,NA,07/02/1790,new,NA,07/03/1790,07/03/1790,NA,NA,NA,08/30/1796,Death
1477,"U. S. District Court, Southern District of Florida",USDC,Ronald Reagan,Republican,06/20/1985,new,NA,07/16/1985,07/18/1985,NA,NA,NA,11/23/1997,Appointment to Another Judicial Position
3397,"U. S. District Court, Middle District of Pennsylvania",USDC,Barack Obama,Democratic,01/05/2011,Munley,James M.,10/19/2011,10/19/2011,NA,NA,NA,NA,NA
1478,"U. S. District Court, Eastern District of Pennsylvania",USDC,Franklin D. Roosevelt,Democratic,06/18/1936,new,NA,06/20/1936,06/22/1936,NA,NA,NA,06/16/1938,Appointment to Another Judicial Position
1479,"Chief Judge, U. S. Court of Customs and Patent Appeals",U. S. Court of Customs and Patent Appeals,Richard M. Nixon,Republican,05/03/1972,Worley,Francis Eugene,06/21/1972,06/22/1972,NA,NA,NA,09/30/1982,Reassignment
1480,"U. S. District Court, Northern District of Illinois",USDC,Ronald Reagan,Republican,02/02/1988,Getzendanner,Susan C.,03/31/1988,04/01/1988,NA,NA,01/02/2000,NA,NA
1481,"U. S. District Court, Northern District of Illinois",USDC,John F. Kennedy,Democratic,07/16/1963,Miner,Julius H.,09/25/1963,10/02/1963,NA,NA,08/10/1975,03/17/2001,Death
1482,"U. S. District Court, District of Arizona",USDC,Jimmy Carter,Democratic,06/02/1980,new,NA,06/26/1980,06/30/1980,NA,NA,07/25/1991,08/27/2014,Death
3537,"U. S. District Court, District of Arizona",USDC,Barack Obama,Democratic,01/06/2014,Zapata,Frank R.,05/15/2014,05/19/2014,NA,NA,NA,NA,NA
2955,"U. S. District Court, Southern District of Florida",USDC,George W. Bush,Republican,01/23/2002,new,NA,09/09/2002,09/13/2002,NA,NA,NA,NA,NA
2836,"U. S. District Court, Southern District of New York",USDC,William J. Clinton,Democratic,05/27/1999,Sotomayor,Sonia,10/01/1999,10/05/1999,NA,NA,12/31/2010,NA,NA
1483,"U. S. District Court, District of Oregon",USDC,Ronald Reagan,Republican,02/02/1987,Leavy,Edward,03/20/1987,03/24/1987,NA,NA,04/16/1998,NA,NA
1484,"U. S. District Court, Western District of Pennsylvania",USDC,Harry S Truman,Democratic,03/27/1950,Gibson,Robert M.,06/02/1950,06/08/1950,NA,NA,01/31/1977,04/19/1993,Death
1485,"U. S. District Court, Central District of California",USDC,Jimmy Carter,Democratic,06/20/1980,Firth,Robert,09/29/1980,09/30/1980,NA,NA,10/24/2005,NA,NA
3256,"U. S. District Court, Eastern District of Arkansas",USDC,Barack Obama,Democratic,12/03/2009,Wilson,Billy Roy,05/05/2010,05/06/2010,NA,NA,NA,NA,NA
2814,Circuit Court of the District of Columbia,USCC,John Adams,Federalist,02/28/1801,new,NA,03/03/1801,03/03/1801,NA,NA,NA,11/16/1803,Resignation
1486,"Supreme Court of the United States, Chief Justice",USSC,John Adams,Federalist,01/20/1801,Ellsworth,Oliver,01/27/1801,01/31/1801,NA,NA,NA,07/06/1835,Death
1487,"U. S. District Court, District of Utah",USDC,Grover Cleveland,Democratic,01/13/1896,new,NA,02/04/1896,02/04/1896,NA,NA,NA,09/08/1915,Resignation
1488,"U. S. District Court, Northern District of Illinois",USDC,Richard M. Nixon,Republican,06/27/1973,Napoli,Alexander J.,07/13/1973,07/18/1973,NA,NA,10/19/1988,04/15/1996,Retirement
1489,U. S. Court of Appeals for the Second Circuit,USCA,John F. Kennedy,Democratic,01/15/1962,new,NA,09/11/1962,09/14/1962,NA,NA,NA,08/23/1965,Resignation
1490,"U. S. District Court, District of Kansas",USDC,William J. Clinton,Democratic,10/18/1995,Kelly,Patrick F.,01/02/1996,01/04/1996,NA,NA,NA,NA,NA
2876,"U. S. District Court, Northern District of Georgia",USDC,William J. Clinton,Democratic,03/27/2000,Tidwell,G. Ernest,06/16/2000,08/03/2000,NA,NA,NA,02/01/2010,Appointment to Another Judicial Position
