rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
168,Blackpool is known for such organs (6),LIGHTS,Blackpool is known for such/organs,20d,2016-05-01,Sunday Times 4691,https://times-xwd-times.livejournal.com/1512448.html,times_xwd_times
169,Quickly take horse from native American (5),APACE,Quickly,23d,2016-05-01,Sunday Times 4691,https://times-xwd-times.livejournal.com/1512448.html,times_xwd_times
170,"Bother sandboy, now and then (3)",ADO,Bother,25d,2016-05-01,Sunday Times 4691,https://times-xwd-times.livejournal.com/1512448.html,times_xwd_times
171,Cheating player playing craps hard (9),CARDSHARP,NA,1a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
172,Public school dismisses head for a lot of speed? (3),TON,NA,6a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
173,Tirade about a member of parliament that’s unrestrained (7),RAMPANT,NA,8a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
174,Singer in first ENO Rigoletto (5),TENOR,NA,9a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
175,Eroded around front of ship — not so good (5),WORSE,NA,10a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
176,Visitor caught everyone with Queen (6),CALLER,NA,12a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
177,New impression of non-monarchy and leaderless country (13),REPUBLICATION,NA,14a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
178,Father has a chap returning hat (6),PANAMA,NA,16a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
179,Choirmaster’s beginning to repeat part of Mass (5),CREDO,NA,17a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
180,The man’s gaining tons in robbery (5),HEIST,NA,19a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
181,Moving to a more select café? (7),TEAROOM,NA,20a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
182,Black and silver item of luggage (3),BAG,NA,22a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
183,A short month before Speaker becomes a moderniser of the House? (9),DECORATOR,NA,23a,2017-11-13,Times Quick Cryptic 960,https://times-xwd-times.livejournal.com/1842433.html,times_xwd_times
184,Barrister that’s soft and smooth (4),SILK,Barrister,1a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
185,Sheriff’s officer to leave money for waiters (8),TIPSTAFF,Sheriff’s officer,3a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
186,Chap gets older but copes (7),MANAGES,copes,8a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
187,Proposer is Shaker’s companion? (5),MOVER,Proposer,10a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
188,"Tricky problem, brewing artisan beer (5-6)",BRAIN-TEASER,Tricky problem,11a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
189,Everyone in short dash for US city (6),DALLAS,US city,13a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
190,Pictures came in for restoration (6),CINEMA,Pictures,15a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
191,"Appear, as moths tend to? (4,2,5)",COME TO LIGHT,Appear,17a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
192,Present of francs given to monarch (5),OFFER,Present,20a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
193,"I won’t itemise the rest, even quickly (3,2,2)",AND SO ON,I won’t itemise the rest,21a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
194,Smear pan to cook cheese (8),PARMESAN,cheese,22a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
195,Very dark in Kentucky (4),INKY,Very dark,23a,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
196,A corpse: important one? (8),SOMEBODY,A corpse: important one,1d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
197,"In Berlin, dainty girl (5)",LINDA,girl,2d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
198,"Going along with others, one’s on foot (2,4)",IN STEP,Going along with others,4d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
199,"Like some workers, needing houses destroyed (4-7)",SEMI-SKILLED,Like some workers,5d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
200,Unfavourable notice on poem (7),ADVERSE,Unfavourable,6d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
201,Reasonable-sounding food (4),FARE,food,7d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
202,"Police force, green, admire criminal (11)",GENDARMERIE,Police force,9d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
203,Need just showing self-indulgence (8),WANTONLY,showing self-indulgence,12d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
204,Match the Devil (7),LUCIFER,Match/the Devil,14d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
205,A pastry’s built up in layers (6),STRATA,layers,16d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
206,Express dismay as relative has nothing to eat (5),GROAN,Express dismay,18d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
207,Deck going up and down (4),POOP,Deck,19d,2018-01-10,Quick Cryptic 1002,https://times-xwd-times.livejournal.com/1875581.html,times_xwd_times
208,"Scot's pretty heartless, certainly not fed up! (4)",BONY,certainly not fed up,1a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
209,"Two boys look embarrassed to get a big hand (5,5)",ROYAL FLUSH,a big hand,3a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
210,Endless fun with French girlfriend in US city (7),LARAMIE,US city,9a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
211,"Dramatist, English writer, penning story (7)",MOLIERE,Dramatist,11a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
212,Alcohol's taken in small drops — it's silky stuff (9),GROSGRAIN,silky stuff,12a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
213,Med resort's inspiring hotel in suitable place (5),NICHE,suitable place,13a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
214,"Backing statute, rulers second support for motion (7,5)",WALKING STICK,support for motion,14a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
215,"Pub riot, with cokes spilled? It's young people's entertainment (7,5)",PICTURE BOOKS,young people's entertainment,18a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
216,High official and old men laugh (5),PASHA,High official,21a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
217,Building feature: walls in Nevada and Delaware (9),COLONNADE,Building feature,22a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
218,Tongue in need of a drink (7),ARABICA,drink,24a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
219,Take away starter of tempura transported back (7),DETRACT,Take away,25a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
220,"Bird's places for putting some wool, say (10)",GREENSHANK,Bird,26a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
221,Runner would briefly lose control in motion (4),SKID,lose control in motion,27a,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
222,"£50 in pocket, have fine attire (8)",BALLGOWN,fine attire,1d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
223,Just managed to put up with Lowry novel (8),"NARROWLY",Just managed,2d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
224,Round and large character (5),OMEGA,character,4d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
225,Saltire bedecked by a church's patterned covering (9),AXMINSTER,patterned covering,5d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
226,"Dossier's place in affair besetting current politicians (6,7)",FILING CABINET,Dossier's place,6d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
227,"In France, a key old international agency (6)",UNESCO,international agency,7d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
228,What about two media bigshots gets noticed (6),HEEDED,noticed,8d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
229,Noticing Mafia criminal blowing things up (13),MAGNIFICATION,blowing things up,10d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
230,Barge in front of canal has great horses around (4-5),GATE,Barge in,15d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
231,Beastly male with an aggressor's weapon (8),TOMAHAWK,weapon,16d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
232,Agreed East End's in need of renovation (8),ASSENTED,Agreed,17d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
233,Jumped in Sierra before accident (6),SPRANG,Jumped,19d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
234,Property to develop? Not at first (6),ESTATE,Property,20d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
235,Left port carrying cargo (5),LADEN,carrying cargo,23d,2018-06-16,Times Cryptic No 27060,https://times-xwd-times.livejournal.com/1959397.html,times_xwd_times
236,Move around behind large stove (9),REARRANGE,Move around,1a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
237,Old-fashioned fool interrupts gym class (5),PASSE,Old-fashioned,6a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
238,Bullet casing with raised line found behind barrow? (9),CARTRIDGE,Bullet casing,8a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
239,Son to possess smooth face? (5),SHAVE,smooth face,9a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
240,"Nice try in developing urban problem area? (5,4)",INNER CITY,urban problem area?,10a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
241,Kitchen for craft right out of art venue (6),GALLEY,Kitchen for craft,12a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
242,"Look, lad’s not finished garden feature (6)",GAZEBO,garden feature,13a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
243,Off-the-shoulder end of Teeswater held by wire fastener beside ship (9),STRAPLESS,Off-the-shoulder,16a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
244,Fool accepting second surprising plot development (5),TWIST,surprising plot development,18a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
245,Goddess of beauty atrophied terribly (9),APHRODITE,Goddess of beauty,19a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
246,Beam of light in contact with synthetic fabric (5),RAYON,synthetic fabric,21a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
247,"Aircraft circling fringes of eastern New York, which Beatles sang about (5,4)",PENNY LANE,which Beatles sang about,22a,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
248,"Get to mislead, with Republican replacing Democrat (7)",RECEIVE,Get,1d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
249,Publicising longest UK road with circular shape (6),AIRING,Publicising,2d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
250,"Less common instalment of Frasier, a rerun (5)",RARER,Less common,3d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
251,Encouraging sign from sleepy land? (3),NOD,Encouraging sign/sleepy land,4d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
252,"European, extremely old, stopping to become less hard occasionally (5,2,5)",EVERY SO OFTEN,occasionally,5d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
253,"One might be attached to a parcel, a tiny bit of land? (7,5)",POSTAGE STAMP,One might be attached to a parcel/a tiny bit of land,6d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
254,Flashy gem that gets waved around when guy’s on fire? (8),SPARKLER,Flashy gem/that gets waved around when guy’s on fire,7d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
255,Name I yet find strange (8),IDENTIFY,Name,11d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
256,"Gold and stone, before going without luxuries (7)",AUSTERE,going without luxuries,14d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
257,Eye part which damage could make tear in? (6),RETINA,Eye part,15d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
258,Someone acting for another in favour of two unknowns (5),PROXY,Someone acting for another,17d,2015-09-16,Quick Cryptic Number 397,https://times-xwd-times.livejournal.com/1383368.html,times_xwd_times
