prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1997,fiction,0386,shortlisted,Proulx,Annie,"Proulx, Annie",woman,unknown,FALSE,Non-UK White,White American,Masters,Sir George Williams University,History and Cultural Studies,History,113957087,00492,Accordion Crimes
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1997,crime,0486,winner,Rankin,Ian,"Rankin, Ian",man,unknown,TRUE,White British,Scottish,Bachelors,University of Edinburgh,Language and Literature,English Literature,76462000,00620,Black and Blue
5,Costa Biography Award,Whitbread Biography Award,Whitbread,1997,biography,0145,winner,Robb,Graham,"Robb, Graham",man,unknown,TRUE,White British,British,Doctorate,Vanderbilt University,Language and Literature,French,92567281,00273,Victor Hugo
8,Booker Prize,Booker Prize,Booker Foundation,1997,fiction,0272,winner,Roy,Arundhati,"Roy, Arundhati",woman,unknown,FALSE,Asian,Indian,Bachelors,"School of Planning and Architecture, Delhi",Arts,Architecture,76457869,00279,The God of Small Things
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1997,sff,0507,winner,Russell,Mary Doria,"Russell, Mary Doria",woman,unknown,FALSE,Non-UK White,White American,Doctorate,University of Michigan,Maths and Sciences,Biological Anthropology,35645591,00653,The Sparrow
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1997,fiction,0387,shortlisted,Scott,Manda,"Scott, Manda",woman,queer,TRUE,White British,Scottish,Masters,Schumacher College,Politics and Economics,Sustainable Economics,56758199,00493,Hen's Teeth
8,Booker Prize,Booker Prize,Booker Foundation,1997,fiction,0276,shortlisted,St John,Madeleine,"St John, Madeleine",woman,unknown,TRUE,Jewish,Jewish Australian,Doctorate,University of York,Language and Literature,Literature,20612445,00314,The Essence of the Thing
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1997,fiction,0026,winner,Swift,Graham,"Swift, Graham",man,unknown,TRUE,White British,English,Bachelors,University of Oxford,Philosophy and Theology,Philosophy and Theology,4942037,00318,Last Orders
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1997,fiction,0027,winner,Thompson,Alice,"Thompson, Alice",woman,unknown,TRUE,White British,Scottish,Doctorate,University of Oxford,Language and Literature,English Literature,42080551,00326,Justine
7,Costa Children's Book Award,Whitbread Children's Book of the Year,Whitbread,1998,children's,0122,winner,Almond,David,"Almond, David",man,unknown,TRUE,White British,British,unknown,University of East Anglia,Language and Literature,English and American Literature,100114026,00003,Skellig
8,Booker Prize,Booker Prize,Booker Foundation,1998,fiction,0024,shortlisted,Bainbridge,Beryl,"Bainbridge, Beryl",woman,unknown,TRUE,White British,English,none,none,none,none,4142979,00020,Master Georgie
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,fiction,0380,shortlisted,Bakis,Kirsten,"Bakis, Kirsten",woman,unknown,FALSE,Non-UK White,White American,Bachelors,New York University,History and Cultural Studies,History,50048483,00485,Lives of the Monster Dogs
8,Booker Prize,Booker Prize,Booker Foundation,1998,fiction,0226,shortlisted,Barnes,Julian,"Barnes, Julian",man,unknown,TRUE,White British,English,Bachelors,University of Oxford,Language and Literature,Modern Languages,51710796,00025,"England, England"
8,Booker Prize,Booker Prize,Booker Foundation,1998,fiction,0269,shortlisted,Booth,Martin,"Booth, Martin",man,unknown,TRUE,White British,English,Certificate of Education,Trent Park College of Education,unknown,unknown,7459339,00035,The Industry of Souls
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1998,crime,0462,winner,Burke,James Lee,"Burke, James Lee",man,unknown,FALSE,Non-UK White,White American,Masters,University of Missouri,Language and Literature,English,110621918,00619,Sunset Limited
4,Costa Novel Award,Whitbread Novel Award,Whitbread,1998,fiction,0141,winner,Cartwright,Justin,"Cartwright, Justin",man,unknown,TRUE,Non-UK White,White South African,Bachelors,University of Oxford,Politics and Economics,"Politics, Philosophy and Economics",54460956,00051,Leading the Cheers
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,1998,fiction,0140,winner,Foden,Giles,"Foden, Giles",man,unknown,TRUE,White British,English,Bachelors,University of Cambridge,Language and Literature,English Literature,85399230,00101,The Last King of Scotland
5,Costa Biography Award,Whitbread Biography Award,Whitbread,1998,biography,0142,winner,Foreman,Amanda,"Foreman, Amanda",woman,unknown,TRUE,White British,American British,Doctorate,University of Oxford,History and Cultural Studies,History,66197726,00102,"Georgiana, Duchess of Devonshire"
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,1998,no/any/multi genre,0139,winner,Hughes,Ted,"Hughes, Ted",man,unknown,TRUE,White British,English,Bachelors,University of Cambridge,History and Cultural Studies,Archaeology and Anthropology,108232871,00146,Birthday Letters
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,1998,poetry,0139,winner,Hughes,Ted,"Hughes, Ted",man,unknown,TRUE,White British,English,Bachelors,University of Cambridge,History and Cultural Studies,Archaeology and Anthropology,108232871,00146,Birthday Letters
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,1998,poetry,0139,winner,Hughes,Ted,"Hughes, Ted",man,unknown,TRUE,White British,English,Bachelors,University of Cambridge,History and Cultural Studies,Archaeology and Anthropology,108232871,00146,Birthday Letters
8,Booker Prize,Booker Prize,Booker Foundation,1998,fiction,0270,shortlisted,McCabe,Patrick,"McCabe, Patrick",man,unknown,FALSE,Irish,Irish,unknown,St Patrick's Training College,unknown,unknown,113858716,00201,Breakfast on Pluto
8,Booker Prize,Booker Prize,Booker Foundation,1998,fiction,0017,winner,McEwan,Ian,"McEwan, Ian",man,unknown,TRUE,White British,English,Masters,University of East Anglia,Writing,Creative Writing,109587997,00208,Amsterdam
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,fiction,0144,shortlisted,Melville,Pauline,"Melville, Pauline",woman,unknown,TRUE,Black British,British Guyanese,unknown,unknown,unknown,unknown,39508096,00216,The Ventriloquist's Tale
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1998,fiction,0025,winner,Miller,Andrew,"Miller, Andrew",man,unknown,TRUE,White British,English,Doctorate,Brown University,Language and Literature,Classics,84128518,00218,Ingenious Pain
8,Booker Prize,Booker Prize,Booker Foundation,1998,fiction,0271,shortlisted,Mills,Magnus,"Mills, Magnus",man,unknown,TRUE,White British,English,Bachelors,Wolverhampton Polytechnic,Politics and Economics,Economics,85324515,00222,The Restraint of Beasts
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,fiction,0337,shortlisted,Patchett,Ann,"Patchett, Ann",woman,unknown,FALSE,Non-UK White,White American,Masters,University of Iowa,Writing,Creative Writing,54362733,00486,The Magician's Assistant
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1998,sff,0028,winner,Priest,Christopher,"Priest, Christopher",man,unknown,TRUE,White British,English,none,none,none,none,54152946,00652,The Extremes
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,fiction,0381,shortlisted,Purcell,Deirdre,"Purcell, Deirdre",woman,unknown,FALSE,Irish,Irish,none,none,none,none,54210400,00487,Love Like Hate Adore
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,fiction,0261,winner,Shields,Carol,"Shields, Carol",woman,unknown,FALSE,Non-UK White,White American Canadian,Masters,University of Ottawa,Language and Literature,English Literature,4944537,00484,Larry's Party
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,fiction,0382,shortlisted,Shreve,Anita,"Shreve, Anita",woman,unknown,FALSE,Non-UK White,White American,Bachelors,Tufts,Language and Literature,English Literature,32082253,00488,The Weight of Water
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1999,fiction,0024,winner,Bainbridge,Beryl,"Bainbridge, Beryl",woman,unknown,TRUE,White British,English,none,none,none,none,4142979,00020,Master Georgie
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,non-fiction,0708,winner,Beevor,Antony,"Beevor, Antony",man,unknown,TRUE,White British,British,unknown,unknown,unknown,unknown,59214433,00882,Stalingrad
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,fiction,0375,winner,Berne,Suzanne,"Berne, Suzanne",woman,unknown,FALSE,Non-UK White,White American,Masters,University of Iowa,unknown,unknown,40278906,00478,A Crime in the Neighborhood
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,fiction,0376,shortlisted,Blackburn,Julia,"Blackburn, Julia",woman,unknown,TRUE,White British,British,unknown,unknown,unknown,unknown,56745497,00479,The Leper's Companions
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,fiction,0377,shortlisted,Bowering,Marilyn,"Bowering, Marilyn",woman,unknown,FALSE,Non-UK White,White Canadian,Masters,University of Victoria,Language and Literature,English Literature,18108018,00480,Visible Worlds
5,Costa Biography Award,Whitbread Biography Award,Whitbread,1999,biography,0138,winner,Cairns,David,"Cairns, David",man,unknown,TRUE,White British,British,unknown,unknown,unknown,unknown,59135877,00046,"Berlioz, Volume 2"
8,Booker Prize,Booker Prize,Booker Foundation,1999,fiction,0233,winner,Coetzee,JM,"Coetzee, JM",man,unknown,FALSE,Non-UK White,White South African,Doctorate,"University of Texas, Austin",Language and Literature,English Literature,101839018,00055,Disgrace
8,Booker Prize,Booker Prize,Booker Foundation,1999,fiction,0267,shortlisted,Desai,Anita,"Desai, Anita",woman,unknown,FALSE,Asian,German Indian,unknown,unknown,unknown,unknown,54161277,00070,"Fasting, Feasting"
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,non-fiction,0709,shortlisted,Diamond,John,"Diamond, John",man,unknown,TRUE,Jewish,Jewish British,unknown,unknown,unknown,unknown,87394195,00883,Because Cowards Get Cancer Too
8,Booker Prize,Booker Prize,Booker Foundation,1999,fiction,0125,shortlisted,Frayn,Michael,"Frayn, Michael",man,unknown,TRUE,White British,English,Bachelors,University of Cambridge,Philosophy and Theology,Philosophy,51722896,00107,Headlong
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,fiction,0378,shortlisted,Hamilton,Jane,"Hamilton, Jane",woman,unknown,FALSE,Non-UK White,White American,Bachelors,Carleton College,Language and Literature,English Literature,47447659,00481,The Short History of a Prince
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,1999,no/any/multi genre,0134,winner,Heaney,Seamus,"Heaney, Seamus",man,unknown,TRUE,White British,Northern Irish,Bachelors,Queen's University,Language and Literature,English Literature,109557338,00135,Beowulf
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,1999,poetry,0134,winner,Heaney,Seamus,"Heaney, Seamus",man,unknown,TRUE,White British,Northern Irish,Bachelors,Queen's University,Language and Literature,English Literature,109557338,00135,Beowulf
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,non-fiction,0666,shortlisted,Holmes,Richard,"Holmes, Richard",man,unknown,TRUE,White British,British,Bachelors,University of Cambridge,unknown,unknown,110073800,00884,Coleridge
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,non-fiction,0710,shortlisted,Kershaw,Ian,"Kershaw, Ian",man,unknown,TRUE,White British,English,Doctorate,University of Oxford,History and Cultural Studies,Medieval History,36930589,00885,Hitler 1889-1936
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,fiction,0300,shortlisted,Kingsolver,Barbara,"Kingsolver, Barbara",woman,unknown,FALSE,Non-UK White,White American,Masters,University of Arizona,Maths and Sciences,Ecology and Evolutionary Biology,79097759,00482,The Poisonwood Bible
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,non-fiction,0711,shortlisted,Landes,David,"Landes, David",man,unknown,FALSE,Non-UK White,White American,Doctorate,Harvard University,History and Cultural Studies,History of Economics,34459032,00886,The Wealth and Poverty of Nations
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,1999,fiction,0136,winner,Lott,Tim,"Lott, Tim",man,heterosexual,TRUE,White British,British,Bachelors,London School of Economics,Politics and Economics,Politics and History,85387829,00183,White City Blue
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1999,sff,0502,winner,MacLeod,Ken,"MacLeod, Ken",man,unknown,TRUE,White British,Scottish,Masters,Brunel University,Maths and Sciences,unknown,7611601,00651,The Sky Road
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,fiction,0379,shortlisted,Morrison,Toni,"Morrison, Toni",woman,unknown,FALSE,Non-White American,Black American,Masters,Cornell University,Language and Literature,American Literature,109406177,00483,Paradise
8,Booker Prize,Booker Prize,Booker Foundation,1999,fiction,0019,shortlisted,O'Hagan,Andrew,"O'Hagan, Andrew",man,unknown,TRUE,White British,Scottish,Bachelors,University of Cambridge,Language and Literature,English Literature,87155882,00247,Our Fathers
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,non-fiction,0653,shortlisted,Ridley,Matt,"Ridley, Matt",man,unknown,TRUE,White British,English,Doctorate,University of Oxford,Maths and Sciences,Science,19819147,00887,Genome
7,Costa Children's Book Award,Whitbread Children's Book of the Year,Whitbread,1999,children's,0135,winner,Rowling,JK,"Rowling, JK",woman,unknown,TRUE,White British,English,Bachelors,Exeter University,Language and Literature,French and Classics,116796842,00278,Harry Potter and the Prisoner of Azkaban
8,Booker Prize,Booker Prize,Booker Foundation,1999,fiction,0268,shortlisted,Soueif,Ahdaf,"Soueif, Ahdaf",woman,unknown,FALSE,African,Egyptian British,Bachelors,Hull University,Philosophy and Theology,Philosophy,7550479,00308,The Map of Love
8,Booker Prize,Booker Prize,Booker Foundation,1999,fiction,0094,shortlisted,Tóibín,Colm,"Tóibín, Colm",man,queer,FALSE,Irish,Irish,Bachelors,University College Dublin,Multiple,History and English,32063755,00330,The Blackwater Lightship
4,Costa Novel Award,Whitbread Novel Award,Whitbread,1999,fiction,0031,winner,Tremain,Rose,"Tremain, Rose",woman,unknown,TRUE,White British,English,Bachelors,University of East Anglia,Language and Literature,English Literature,49285360,00336,Music and Silence
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,1999,poetry,0538,winner,Williams,Hugo,"Williams, Hugo",man,unknown,TRUE,White British,English,none,none,none,none,92887961,00690,Billy's Rain
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1999,crime,0485,winner,Wilson,Robert,"Wilson, Robert",man,unknown,TRUE,White British,British,Bachelors,University of Oxford,Language and Literature,English,79182818,00618,A Small Death in Lisbon
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,non-fiction,0712,shortlisted,Wroe,Ann,"Wroe, Ann",woman,unknown,TRUE,White British,English,Doctorate,University of Oxford,History and Cultural Studies,Medieval French History,4987659,00888,Pilate
8,Booker Prize,Booker Prize,Booker Foundation,2000,fiction,0190,winner,Atwood,Margaret,"Atwood, Margaret",woman,unknown,FALSE,Non-UK White,White Canadian,Masters,Radcliffe College,Language and Literature,English Literature,109322990,00013,The Blind Assassin
