year,events,subject,country,state,era
1818,Thomas Day of North Carolina is considered the first widely known furniture and cabinet maker in the United States.,Business and Labor,United States,North Carolina,1801-1900
1820,"Census of 1820, U.S. Population: 9,638,452, Black Population: 1,771,656 (18.4 percent) including 233,504 free African Americans.",Black Population,United States,District of Columbia,1801-1900
1820,The Compromise of 1820 allows Missouri into the Union as a slave state and Maine as a free state. It also sets the boundary between slave and free territory in the West at the 36th parallel.,The Slavery Controversy,United States,District of Columbia,1801-1900
1821,New York maintains property qualifications for African American male voters while abolishing the same for white male voters. Missouri disfranchises free black male voters.,Black Politics,United States,New York,1801-1900
1821,Thomas Jennings of New York City became the first African American to receive a patent from the United States government.  His patent came because he developed a process for dry cleaning clothes.,Exploration and Discovery,United States,New York,1801-1900
1821,"The African Grove Theater Group, the first black acting company, is founded in New York City.",Art and Literature,United States,New York,1801-1900
1822,Denmark Vesey is arrested for planning a slave rebellion in South Carolina.,Resistance to Enslavement,United States,South Carolina,1801-1900
1822,Rhode Island disfranchises black voters.,Black Politics,United States,Rhode Island,1801-1900
1823,"The African Grove Theater performs The Drama of King Shotaway, the first play written by an African American, Wiliam Henry Brown.",Art and Literature,United States,New York,1801-1900
1827,Freedom's Journal begins publication on March 16 in New York City as the first African American owned newspaper in the United States. The editors are John Russwurm and Samuel Cornish.,The Black Press,United States,New York,1801-1900
1827,Slavery is officially abolished in New York.,Gradual Emancipation,United States,New York,1801-1900
1828,Theodore Sedgewick Wright is the first black graduate of the Princeton Theological Seminary.,Black Education,United States,New Jersey,1801-1900
1829,More than half of Cincinnati's African American residents are driven out of the city by white mob violence. The Cincinnati riots usher in a more than century-long period of white violence against Northern black urban communities.,Racial Violence,United States,Ohio,1801-1900
1829,David Walker of Boston publishes An Appeal to the Colored Citizens of the Worldwhich calls for a slave uprising in the South.,Resistance to Enslavement,United States,Massachusetts,1801-1900
1829,"The Oblate Sisters of Providence, the first permanent order of black Catholic nuns, is founded in Baltimore, Maryland.",19th Century Black Religion,United States,Maryland,1801-1900
1830,"Census of 1830, U.S. Population: 12,866,020, Black Population: 2,328,842 (18.1 percent) including 319,599 free African Americans.",Black Population,United States,District of Columbia,1801-1900
1830,"African American delegates from New York, Pennsylvania, Maryland, Delaware and Virginia meet in Philadelphia in the first of a series of National Negro Conventions to devise ways to challenge slavery in the South and racial discrimination in the North.",Free Blacks in Antebellum America,United States,Pennsylvania,1801-1900
1831,North Carolina enacts a statute that bans teaching slaves to read and write.,Antebellum Slavery,United States,North Carolina,1801-1900
1831,"Nat Turner leads a slave rebellion in Southampton, Virginia, killing at least 57 whites.",Resistance to Enslavement,United States,Virginia,1801-1900
1831,Alabama makes it illegal for enslaved or free blacks to preach.,Antebellum Slavery,United States,Alabama,1801-1900
1831,"William Lloyd Garrison of Boston founds The Liberator, the first abolitionist newspaper in the United States.",The Abolition Movement,United States,Massachusetts,1801-1900
1831,"Jarena Lee's The Life and Religious Experience of Jarena Lee, A Coloured Lady, was the first autobiography by an African American woman.",Art and Literature,United States,Pennsylvania,1801-1900
1832,"Oberlin College is founded in Ohio. It admits African American men, black women and white women. By 1860 one third of its students are black.",Black Education,United States,Ohio,1801-1900
1832,"The Female Anti-Slavery Society, the first African American women's abolitionist society, is founded in Salem, Massachusetts.",The Abolition Movement,United States,Massachusetts,1801-1900
1832,"The Georgia Infirmary, founded by white philanthropists in Savannah, is the first hospital in the United States dedicated to black patient care.",Health and Medicine,United States,Georgia,1801-1900
1833,"The American Anti-Slavery Society is established in Philadelphia, Pennsylvania.",The Abolition Movement,United States,Pennsylvania,1801-1900
1834,African Free Schools are incorporated into the New York Public School system.,Black Education,United States,New York,1801-1900
1834,Henry Blair of Maryland received a patent from the U.S. government for developing a mechanical corn planter.,Exploration and Discovery,United States,Maryland,1801-1900
1834,"South Carolina bans the teaching of blacks, enslaved or free, in its borders.",Antebellum Slavery,United States,South Carolina,1801-1900
1834,"David Ruggles, abolitionist activist, opens the first African American bookstore in the nation, in New York City.",Black Business,United States,New York,1801-1900
1836,"Texas declares its independence from Mexico. In its Constitution as an independent nation, Texas recognizes slavery and makes it difficult for free blacks to remain there.",Antebellum Slavery,United States,Texas,1801-1900
1836-1844,The Gag Rule prohibits Congress from considering petitions regarding slavery.,The Slavery Controversy,United States,District of Columbia,1801-1900
1837,The Institute for Colored Youth is founded in Southeastern Pennsylvania. It later becomes Cheyney University.,Black Education,United States,Pennsylvania,1801-1900
1837,The Philadelphia Vigilence Committee is organized to help fugitive slaves escape their pursuers.,Anti-Slavery Campaign,United States,Pennsylvania,1801-1900
1838,Pennsylvania disfranchises black voters.,Black Politics,United States,Pennsylvania,1801-1900
1839,"On August 29, American vessels tow the Spanish ship the Amistad and its 53 slaves into New London, Connecticut. Their fate is decided by the United States Supreme Court in United States v. The Amistad on March 9, 1841 when the Court rules them free and they return to Africa.",Major Judicial Decisions,United States,District of Columbia,1801-1900
