"","name","team","game_year","game_week","rush_att","rush_yds","rush_avg","rush_tds","rush_fumbles","rec","rec_yds","rec_avg","rec_tds","rec_fumbles","pass_att","pass_yds","pass_tds","int","sck","pass_fumbles","rate","position"
"198","Tim Dwight","ATL",2000,2,2,5,2.5,0,0,2,60,30,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"199","Chris Hetherington","CAR",2000,2,2,5,2.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"200","Frank Moreau","KC",2000,2,7,4,0.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"201","Eric Moulds","BUF",2000,2,1,4,4,0,0,7,103,14.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"202","Ron Rivers","ATL",2000,2,3,4,1.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"203","Mark Brunell","JAC",2000,2,2,3,1.5,0,1,NA,NA,NA,NA,NA,50,386,3,2,4,0,84.3,"QB"
"204","Fred Beasley","SF",2000,2,4,2,0.5,1,0,3,56,18.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"205","Michael Bishop","NE",2000,2,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"206","Kerry Collins","NYG",2000,2,5,2,0.4,0,0,NA,NA,NA,NA,NA,29,220,2,0,1,1,117,"QB"
"207","William Floyd","CAR",2000,2,2,2,1,1,0,3,21,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"208","Antonio Freeman","GB",2000,2,1,2,2,0,0,7,80,11.4,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"209","Windrell Hayes","NYJ",2000,2,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"210","J.R. Redmond","NE",2000,2,5,2,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"211","Kimble Anders","KC",2000,2,2,1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"212","Trung Canidate","STL",2000,2,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"213","Terry Jackson","SF",2000,2,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"214","Chad Morton","NO",2000,2,1,1,1,0,0,3,11,3.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"215","Adrian Murrell","WAS",2000,2,1,1,1,0,0,4,26,6.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"216","Mack Strong","SEA",2000,2,1,1,1,0,0,2,17,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"217","Chris Chandler","ATL",2000,2,1,0,0,0,1,NA,NA,NA,NA,NA,22,128,1,0,4,1,75.6,"QB"
"218","Bert Emanuel","MIA",2000,2,1,0,0,0,0,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"219","Brian Griese","DEN",2000,2,1,0,0,0,0,NA,NA,NA,NA,NA,33,268,3,0,2,0,116.7,"QB"
"220","Sedrick Irvin","DET",2000,2,1,0,0,0,0,2,25,12.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"221","Rick Mirer","SF",2000,2,3,0,0,0,0,NA,NA,NA,NA,NA,20,126,1,0,1,0,86.7,"QB"
"222","Jake Plummer","ARI",2000,2,1,0,0,0,0,NA,NA,NA,NA,NA,24,243,2,0,2,0,134.5,"QB"
"223","Vinny Testaverde","NYJ",2000,2,3,0,0,0,0,NA,NA,NA,NA,NA,37,281,3,1,2,0,85.5,"QB"
"224","Steve Beuerlein","CAR",2000,2,1,-1,-1,0,0,NA,NA,NA,NA,NA,32,364,3,1,0,0,130.2,"QB"
"225","Chris Floyd","NE",2000,2,1,-1,-1,0,0,1,21,21,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"226","Darrell Jackson","SEA",2000,2,1,-1,-1,0,0,2,42,21,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"227","Dennis Northcutt","CLE",2000,2,1,-1,-1,0,0,1,12,12,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"228","Neil O'Donnell","TEN",2000,2,1,-1,-1,0,0,NA,NA,NA,NA,NA,17,132,1,0,2,0,108,"QB"
"229","Brett Favre","GB",2000,2,3,-2,-0.7,0,1,NA,NA,NA,NA,NA,35,269,2,0,4,1,112.7,"QB"
"230","Terry Glenn","NE",2000,2,1,-2,-2,0,0,6,81,13.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"231","Charlie Batch","DET",2000,2,2,-3,-1.5,0,0,NA,NA,NA,NA,NA,31,194,0,2,2,0,44.3,"QB"
"232","Raghib Ismail","DAL",2000,2,1,-3,-3,0,0,5,69,13.8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"233","Ryan Leaf","SD",2000,2,1,-5,-5,0,0,NA,NA,NA,NA,NA,24,134,1,2,5,1,46.2,"QB"
"234","Herbert Goodman","GB",2000,2,1,-6,-6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"235","Mike Anderson","DEN",2000,3,32,187,5.8,0,0,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"236","Marshall Faulk","STL",2000,3,25,134,5.4,3,0,7,65,9.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"237","Jerome Bettis","PIT",2000,3,24,133,5.5,1,0,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,"RB"
"238","Ricky Williams","NO",2000,3,23,107,4.7,0,0,5,35,7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"239","Ricky Watters","SEA",2000,3,22,105,4.8,1,0,3,19,6.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"240","Jamal Anderson","ATL",2000,3,22,97,4.4,1,1,2,12,6,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"241","Stephen Davis","WAS",2000,3,25,91,3.6,2,0,5,54,10.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"242","Robert Smith","MIN",2000,3,29,91,3.1,1,1,2,12,6,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"243","Charlie Garner","SF",2000,3,15,87,5.8,0,0,5,40,8,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"244","Tiki Barber","NYG",2000,3,17,86,5.1,1,1,6,58,9.7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"245","Napoleon Kaufman","OAK",2000,3,5,86,17.2,0,0,1,12,12,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"246","Curtis Martin","NYJ",2000,3,29,84,2.9,1,0,4,44,11,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"247","Emmitt Smith","DAL",2000,3,24,83,3.5,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"248","Kevin Faulk","NE",2000,3,13,80,6.2,1,0,3,31,10.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"249","Jamal Lewis","BAL",2000,3,9,76,8.4,0,0,2,22,11,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"250","Dorsey Levens","GB",2000,3,24,74,3.1,0,0,2,15,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"251","Ron Dayne","NYG",2000,3,19,69,3.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"252","Mike Alstott","TB",2000,3,21,68,3.2,1,0,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"253","Lamar Smith","MIA",2000,3,22,63,2.9,1,0,3,47,15.7,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"254","Duce Staley","PHI",2000,3,17,60,3.5,0,0,8,62,7.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"255","Daunte Culpepper","MIN",2000,3,12,59,4.9,0,1,NA,NA,NA,NA,NA,28,177,2,1,4,0,93.9,"QB"
"256","Frank Moreau","KC",2000,3,18,58,3.2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"257","Errict Rhett","CLE",2000,3,18,55,3.1,0,0,2,11,5.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"258","Tim Biakabutuka","CAR",2000,3,12,45,3.8,0,0,5,62,12.4,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"259","Shawn Bryson","BUF",2000,3,12,40,3.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"260","Tony Richardson","KC",2000,3,6,40,6.7,0,0,4,22,5.5,1,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"261","Stacey Mack","JAC",2000,3,20,35,1.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"262","Warrick Dunn","TB",2000,3,10,34,3.4,1,0,3,49,16.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"263","Akili Smith","CIN",2000,3,5,34,6.8,0,0,NA,NA,NA,NA,NA,41,183,0,2,5,2,36.9,"QB"
"264","Randall Cunningham","DAL",2000,3,3,32,10.7,0,0,NA,NA,NA,NA,NA,23,185,2,1,1,1,82.7,"QB"
"265","Corey Dillon","CIN",2000,3,17,32,1.9,0,0,4,34,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"266","James Allen","CHI",2000,3,10,31,3.1,0,0,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"267","Raghib Ismail","DAL",2000,3,2,30,15,0,1,3,65,21.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"268","Tyrone Wheatley","OAK",2000,3,12,27,2.3,0,1,2,15,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"269","Mark Brunell","JAC",2000,3,5,25,5,0,0,NA,NA,NA,NA,NA,32,176,1,1,4,0,74.5,"QB"
"270","Priest Holmes","BAL",2000,3,6,25,4.2,0,0,2,18,9,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"271","Thurman Thomas","MIA",2000,3,3,25,8.3,0,0,3,31,10.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"272","Chris Fuamatu-Ma'afala","PIT",2000,3,2,22,11,0,0,2,8,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"273","Drew Bledsoe","NE",2000,3,3,21,7,0,0,NA,NA,NA,NA,NA,35,190,1,1,3,0,72.3,"QB"
"274","Mike Cloud","KC",2000,3,8,21,2.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"275","Donovan McNabb","PHI",2000,3,3,20,6.7,0,0,NA,NA,NA,NA,NA,31,118,0,1,5,1,44.8,"QB"
"276","Moses Moreno","SD",2000,3,4,20,5,0,1,NA,NA,NA,NA,NA,22,107,0,0,5,0,64,"QB"
"277","R.Jay Soward","JAC",2000,3,1,20,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"278","Shaun Alexander","SEA",2000,3,5,19,3.8,0,0,2,21,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"279","Rob Johnson","BUF",2000,3,3,18,6,0,0,NA,NA,NA,NA,NA,36,291,2,1,2,0,91.3,"QB"
"280","Kenny Bynum","SD",2000,3,4,17,4.3,0,0,2,13,6.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"281","Shaun King","TB",2000,3,4,17,4.3,1,0,NA,NA,NA,NA,NA,30,211,1,0,0,0,92.5,"QB"
"282","Steve Beuerlein","CAR",2000,3,4,14,3.5,0,0,NA,NA,NA,NA,NA,37,241,1,2,4,0,63,"QB"
"283","Curtis Enis","CHI",2000,3,5,13,2.6,0,0,3,26,8.7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"284","Antowain Smith","BUF",2000,3,5,13,2.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"285","James Stewart","DET",2000,3,8,13,1.6,0,0,4,22,5.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"286","Ron Dixon","NYG",2000,3,1,12,12,0,0,1,34,34,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"287","Jeff Garcia","SF",2000,3,2,12,6,0,0,NA,NA,NA,NA,NA,34,290,3,2,0,0,94,"QB"
"288","Tony Banks","BAL",2000,3,2,11,5.5,0,0,NA,NA,NA,NA,NA,31,189,0,1,6,2,65.1,"QB"
"289","Larry Centers","WAS",2000,3,1,11,11,0,0,3,20,6.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"290","Fred Beasley","SF",2000,3,3,10,3.3,0,0,4,47,11.8,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"291","Jeff Blake","NO",2000,3,2,10,5,0,0,NA,NA,NA,NA,NA,24,159,1,0,2,1,92.2,"QB"
"292","Rich Gannon","OAK",2000,3,2,10,5,0,0,NA,NA,NA,NA,NA,21,159,2,2,4,1,77.4,"QB"
"293","J.J. Johnson","MIA",2000,3,5,10,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"294","Dedric Ward","NYJ",2000,3,2,10,5,0,0,1,14,14,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"295","Sammy Morris","BUF",2000,3,3,9,3,0,0,3,11,3.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"296","Robert Chancey","SD",2000,3,4,8,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"297","Jay Fiedler","MIA",2000,3,4,8,2,0,0,NA,NA,NA,NA,NA,16,160,1,1,1,0,95.8,"QB"
"298","Chris Warren","DAL",2000,3,2,8,4,0,0,3,86,28.7,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"299","Bob Christian","ATL",2000,3,2,7,3.5,0,0,6,26,4.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"300","Kent Graham","PIT",2000,3,1,7,7,0,0,NA,NA,NA,NA,NA,27,172,0,0,3,0,68.8,"QB"
"301","Obafemi Ayanbadejo","BAL",2000,3,1,6,6,0,0,4,49,12.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"302","Richard Huntley","PIT",2000,3,3,6,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"303","Clif Groce","CIN",2000,3,1,5,5,0,0,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"304","Brian Mitchell","PHI",2000,3,2,5,2.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"305","Charlie Batch","DET",2000,3,2,4,2,0,1,NA,NA,NA,NA,NA,36,277,1,2,7,0,80.4,"QB"
"306","Chris Chandler","ATL",2000,3,6,4,0.7,0,1,NA,NA,NA,NA,NA,27,174,0,0,2,0,93.5,"QB"
"307","Greg Comella","NYG",2000,3,1,4,4,0,0,4,31,7.8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"308","Terrell Fletcher","SD",2000,3,2,4,2,0,0,7,66,9.4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"309","Az-Zahir Hakim","STL",2000,3,1,4,4,0,0,2,18,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"310","Jimmy Kleinsasser","MIN",2000,3,2,4,2,0,0,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"311","Cade McNown","CHI",2000,3,2,4,2,0,1,NA,NA,NA,NA,NA,36,202,1,0,3,0,88,"QB"
"312","Richie Anderson","NYJ",2000,3,3,3,1,0,0,4,29,7.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"313","Tim Couch","CLE",2000,3,1,3,3,0,0,NA,NA,NA,NA,NA,31,316,2,0,0,0,127.9,"QB"
"314","Ahman Green","GB",2000,3,3,3,1,0,0,1,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"315","Robert Holcombe","STL",2000,3,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"316","Adrian Murrell","WAS",2000,3,1,3,3,0,0,8,48,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"317","Travis Prentice","CLE",2000,3,4,3,0.8,0,0,2,10,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"318","Chad Dukes","JAC",2000,3,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"319","Brett Favre","GB",2000,3,2,2,1,0,0,NA,NA,NA,NA,NA,33,189,0,3,5,0,33.5,"QB"
"320","Terry Jackson","SF",2000,3,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"321","Brad Johnson","WAS",2000,3,2,2,1,0,0,NA,NA,NA,NA,NA,49,241,1,1,3,1,71.9,"QB"
"322","Jon Kitna","SEA",2000,3,4,2,0.5,0,0,NA,NA,NA,NA,NA,29,193,1,1,4,0,90.2,"QB"
"323","Daimon Shelton","JAC",2000,3,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"324","Aaron Stecker","TB",2000,3,3,2,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"325","Jon Witman","PIT",2000,3,1,2,2,0,0,2,17,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"326","Tony Carter","NE",2000,3,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"327","Kerry Collins","NYG",2000,3,3,1,0.3,0,0,NA,NA,NA,NA,NA,33,251,1,0,2,0,104.5,"QB"
"328","Patrick Pass","NE",2000,3,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"329","Howard Griffith","DEN",2000,3,1,0,0,0,0,2,17,8.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"330","Chad Morton","NO",2000,3,1,-1,-1,0,0,1,7,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"331","Vinny Testaverde","NYJ",2000,3,1,-1,-1,0,0,NA,NA,NA,NA,NA,32,188,1,1,0,0,65.6,"QB"
"332","Kurt Warner","STL",2000,3,1,-1,-1,0,0,NA,NA,NA,NA,NA,34,394,2,2,1,0,101.8,"QB"
"333","Eric Zeier","TB",2000,3,1,-1,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"334","Elvis Grbac","KC",2000,3,2,-2,-1,0,0,NA,NA,NA,NA,NA,33,235,5,1,2,0,109.2,"QB"
"335","Ray Lucas","NYJ",2000,3,1,-5,-5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"336","Brian Griese","DEN",2000,3,6,-7,-1.2,0,1,NA,NA,NA,NA,NA,31,213,2,0,1,0,108.7,"QB"
"337","Charlie Garner","SF",2000,4,36,201,5.6,1,0,3,34,11.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"338","Jamal Lewis","BAL",2000,4,25,116,4.6,1,0,2,25,12.5,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"339","Ricky Williams","NO",2000,4,20,103,5.1,0,2,7,52,7.4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"340","Ahman Green","GB",2000,4,12,93,7.8,1,0,2,49,24.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"341","Curtis Martin","NYJ",2000,4,18,90,5,0,0,8,30,3.8,1,0,1,18,1,0,0,0,158.3,"RB"
"342","Stephen Davis","WAS",2000,4,30,89,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"343","Edgerrin James","IND",2000,4,22,89,4,1,0,2,65,32.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"344","James Allen","CHI",2000,4,19,87,4.6,0,0,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"345","Mike Anderson","DEN",2000,4,22,85,3.9,1,0,3,19,6.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"346","Errict Rhett","CLE",2000,4,15,85,5.7,0,0,2,22,11,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"347","Marshall Faulk","STL",2000,4,20,78,3.9,0,0,3,18,6,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"348","Jerome Bettis","PIT",2000,4,19,77,4.1,1,0,3,20,6.7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"349","Eddie George","TEN",2000,4,27,74,2.7,1,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"350","James Stewart","DET",2000,4,23,71,3.1,1,0,5,25,5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"351","Ricky Watters","SEA",2000,4,16,67,4.2,0,0,1,14,14,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"352","Tiki Barber","NYG",2000,4,16,65,4.1,0,0,6,41,6.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"353","Tyrone Wheatley","OAK",2000,4,21,63,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"354","Mike Alstott","TB",2000,4,16,60,3.8,0,1,1,21,21,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"355","Fred Taylor","JAC",2000,4,14,57,4.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"356","Warrick Dunn","TB",2000,4,13,53,4.1,0,0,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"357","Cade McNown","CHI",2000,4,10,52,5.2,1,3,NA,NA,NA,NA,NA,35,261,1,3,1,1,57,"QB"
"358","Priest Holmes","BAL",2000,4,8,51,6.4,0,0,4,48,12,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"359","Kevin Faulk","NE",2000,4,21,46,2.2,0,1,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"360","Duce Staley","PHI",2000,4,18,44,2.4,0,0,3,16,5.3,0,2,NA,NA,NA,NA,NA,NA,NA,"RB"
"361","Jeff Garcia","SF",2000,4,6,43,7.2,0,0,NA,NA,NA,NA,NA,26,178,4,0,0,0,121.5,"QB"
"362","Dorsey Levens","GB",2000,4,17,42,2.5,0,0,1,19,19,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"363","Lamar Smith","MIA",2000,4,20,42,2.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"364","Jamal Anderson","ATL",2000,4,15,41,2.7,1,2,1,12,12,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"365","Terrell Davis","DEN",2000,4,6,41,6.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"366","Terrell Fletcher","SD",2000,4,5,40,8,0,0,2,3,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"367","Jeff Blake","NO",2000,4,4,38,9.5,1,0,NA,NA,NA,NA,NA,38,163,0,2,5,0,37.5,"QB"
"368","Brett Favre","GB",2000,4,4,38,9.5,0,0,NA,NA,NA,NA,NA,31,277,1,0,1,0,95.8,"QB"
"369","Napoleon Kaufman","OAK",2000,4,7,37,5.3,0,0,1,13,13,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"370","Thurman Thomas","MIA",2000,4,4,37,9.3,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"371","Jermaine Fazande","SD",2000,4,11,36,3.3,0,0,2,6,3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"372","Mark Brunell","JAC",2000,4,6,35,5.8,0,0,NA,NA,NA,NA,NA,36,229,2,2,5,0,72.6,"QB"
"373","Tony Richardson","KC",2000,4,14,35,2.5,1,1,2,35,17.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"374","Emmitt Smith","DAL",2000,4,11,31,2.8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"375","Dexter Coakley","DAL",2000,4,1,26,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"376","Thomas Jones","ARI",2000,4,10,24,2.4,0,0,2,3,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"377","Ron Dayne","NYG",2000,4,5,23,4.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"378","Donovan McNabb","PHI",2000,4,7,23,3.3,0,0,NA,NA,NA,NA,NA,32,222,2,0,3,0,103.9,"QB"
"379","Ron Rivers","ATL",2000,4,5,23,4.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"380","Jon Kitna","SEA",2000,4,6,22,3.7,0,0,NA,NA,NA,NA,NA,21,196,1,0,5,0,100.5,"QB"
"381","Adrian Murrell","WAS",2000,4,5,22,4.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"382","Jay Fiedler","MIA",2000,4,8,21,2.6,0,0,NA,NA,NA,NA,NA,24,153,1,2,1,0,49.5,"QB"
"383","Chris Fuamatu-Ma'afala","PIT",2000,4,4,21,5.3,0,0,3,36,12,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"384","Shaun Alexander","SEA",2000,4,3,19,6.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"385","Gus Frerotte","DEN",2000,4,2,19,9.5,0,0,NA,NA,NA,NA,NA,31,208,0,1,1,1,65,"QB"
"386","Chris Warren","DAL",2000,4,1,18,18,0,0,2,14,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"387","Kordell Stewart","PIT",2000,4,2,17,8.5,1,0,NA,NA,NA,NA,NA,4,6,0,0,0,0,39.6,"WR/TE"
"388","Fred Beasley","SF",2000,4,4,11,2.8,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"389","Obafemi Ayanbadejo","BAL",2000,4,4,9,2.3,1,0,3,22,7.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"390","Corey Dillon","CIN",2000,4,12,9,0.8,0,0,3,22,7.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"391","Ray Lucas","NYJ",2000,4,1,9,9,0,0,NA,NA,NA,NA,NA,1,5,0,0,1,0,87.5,"WR/TE"
"392","Fred McCrary","SD",2000,4,5,9,1.8,0,0,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"393","Tony Carter","NE",2000,4,2,8,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"394","Rich Gannon","OAK",2000,4,1,8,8,0,0,NA,NA,NA,NA,NA,23,179,0,0,1,0,85.2,"QB"
"395","Shaun King","TB",2000,4,2,8,4,0,0,NA,NA,NA,NA,NA,19,135,1,2,2,1,40.4,"QB"
