data_type,tax_status,year,month,type,month_current,month_prior_year,ytd_current,ytd_prior_year,tax_rate
Barrels Produced,Taxable,2015,12,"Tax Determined, Premises Use",351899,218918,1267019,708119,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2015,12,Sub Total Taxable,13644469,13912420,175662717,177415728,$7/$18 per barrel
Barrels Produced,Tax Free,2015,12,For export,439989,457082,6214271,5508095,$7/$18 per barrel
Barrels Produced,Tax Free,2015,12,For vessels and aircraft,28,1136,264,1187,$7/$18 per barrel
Barrels Produced,Tax Free,2015,12,Consumed on brewery premises,23857,22069,119694,102308,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2015,12,Sub Total Tax-Free,463874,480287,6334229,5611590,$7/$18 per barrel
Barrels Produced,Totals,2015,12,Total Removals,14108343,14392707,181996946,183027318,$7/$18 per barrel
Barrels Produced,Totals,2015,12,Stocks On Hand end-of-month:,9874894,9692654,127856665,129403867,$7/$18 per barrel
Barrels Produced,Totals,2016,1,Production,14499554,14579805,14499554,14579805,$7/$18 per barrel
Barrels Produced,Taxable,2016,1,In bottles and cans,11489725,11656625,11489725,11656625,$7/$18 per barrel
Barrels Produced,Taxable,2016,1,In kegs,1204228,1277186,1204228,1277186,$7/$18 per barrel
Barrels Produced,Taxable,2016,1,"Tax Determined, Premises Use",4803,6806,4803,6806,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,1,Sub Total Taxable,12698756,12940617,12698756,12940617,$7/$18 per barrel
Barrels Produced,Tax Free,2016,1,For export,361217,354749,361217,354749,$7/$18 per barrel
Barrels Produced,Tax Free,2016,1,For vessels and aircraft,0,117,0,117,$7/$18 per barrel
Barrels Produced,Tax Free,2016,1,Consumed on brewery premises,1669,1628,1669,1628,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,1,Sub Total Tax-Free,362886,356494,362886,356494,$7/$18 per barrel
Barrels Produced,Totals,2016,1,Total Removals,13061642,13297111,13061642,13297111,$7/$18 per barrel
Barrels Produced,Totals,2016,1,Stocks On Hand end-of-month:,10300044,9965397,10300044,9965397,$7/$18 per barrel
Barrels Produced,Totals,2016,2,Production,14455578,14333574,28955132,28913379,$7/$18 per barrel
Barrels Produced,Taxable,2016,2,In bottles and cans,11706959,11180323,23196684,22836948,$7/$18 per barrel
Barrels Produced,Taxable,2016,2,In kegs,1238908,1263581,2443136,2540767,$7/$18 per barrel
Barrels Produced,Taxable,2016,2,"Tax Determined, Premises Use",5686,6106,10489,12912,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,2,Sub Total Taxable,12951553,12450010,25650309,25390627,$7/$18 per barrel
Barrels Produced,Tax Free,2016,2,For export,448309,357498,809526,712247,$7/$18 per barrel
Barrels Produced,Tax Free,2016,2,For vessels and aircraft,0,1,0,118,$7/$18 per barrel
Barrels Produced,Tax Free,2016,2,Consumed on brewery premises,1873,1523,3542,3151,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,2,Sub Total Tax-Free,450182,359022,813068,715516,$7/$18 per barrel
Barrels Produced,Totals,2016,2,Total Removals,13401735,12809032,26463377,26106143,$7/$18 per barrel
Barrels Produced,Totals,2016,2,Stocks On Hand end-of-month:,10622884,10747416,20922928,20712813,$7/$18 per barrel
Barrels Produced,Totals,2016,3,Production,17164359,16694448,46119491,45607827,$7/$18 per barrel
Barrels Produced,Taxable,2016,3,In bottles and cans,13284374,13321719,36481058,36158667,$7/$18 per barrel
Barrels Produced,Taxable,2016,3,In kegs,1725472,1787699,4168608,4328466,$7/$18 per barrel
Barrels Produced,Taxable,2016,3,"Tax Determined, Premises Use",401274,222264,411763,235176,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,3,Sub Total Taxable,15411120,15331682,41061429,40722309,$7/$18 per barrel
Barrels Produced,Tax Free,2016,3,For export,512911,559330,1322437,1271577,$7/$18 per barrel
Barrels Produced,Tax Free,2016,3,For vessels and aircraft,0,30,0,148,$7/$18 per barrel
Barrels Produced,Tax Free,2016,3,Consumed on brewery premises,33134,23391,36676,26542,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,3,Sub Total Tax-Free,546045,582751,1359113,1298267,$7/$18 per barrel
Barrels Produced,Totals,2016,3,Total Removals,15957165,15914433,42420542,42020576,$7/$18 per barrel
Barrels Produced,Totals,2016,3,Stocks On Hand end-of-month:,11319023,11000434,32241951,31713247,$7/$18 per barrel
Barrels Produced,Totals,2016,4,Production,16455375,16408586,62574866,62016413,$7/$18 per barrel
Barrels Produced,Taxable,2016,4,In bottles and cans,13330387,13539968,49811445,49698635,$7/$18 per barrel
Barrels Produced,Taxable,2016,4,In kegs,1413272,1475277,5581880,5803743,$7/$18 per barrel
Barrels Produced,Taxable,2016,4,"Tax Determined, Premises Use",5997,7170,417760,242346,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,4,Sub Total Taxable,14749656,15022415,55811085,55744724,$7/$18 per barrel
Barrels Produced,Tax Free,2016,4,For export,652116,492268,1974553,1763845,$7/$18 per barrel
Barrels Produced,Tax Free,2016,4,For vessels and aircraft,0,6,0,154,$7/$18 per barrel
Barrels Produced,Tax Free,2016,4,Consumed on brewery premises,1974,2357,38650,28899,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,4,Sub Total Tax-Free,654090,494631,2013203,1792898,$7/$18 per barrel
Barrels Produced,Totals,2016,4,Total Removals,15403746,15517046,57824288,57537622,$7/$18 per barrel
Barrels Produced,Totals,2016,4,Stocks On Hand end-of-month:,11367051,10864958,43609002,42578205,$7/$18 per barrel
Barrels Produced,Totals,2016,5,Production,16937600,17373839,79512466,79390252,$7/$18 per barrel
Barrels Produced,Taxable,2016,5,In bottles and cans,14264958,14205111,64076403,63903746,$7/$18 per barrel
Barrels Produced,Taxable,2016,5,In kegs,1413739,1411039,6995619,7214782,$7/$18 per barrel
Barrels Produced,Taxable,2016,5,"Tax Determined, Premises Use",5420,6622,423180,248968,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,5,Sub Total Taxable,15684117,15622772,71495202,71367496,$7/$18 per barrel
Barrels Produced,Tax Free,2016,5,For export,546287,553068,2520840,2316913,$7/$18 per barrel
Barrels Produced,Tax Free,2016,5,For vessels and aircraft,3,0,3,154,$7/$18 per barrel
Barrels Produced,Tax Free,2016,5,Consumed on brewery premises,2893,2282,41543,31181,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,5,Sub Total Tax-Free,549183,555350,2562386,2348248,$7/$18 per barrel
Barrels Produced,Totals,2016,5,Total Removals,16233300,16178122,74057588,73715744,$7/$18 per barrel
Barrels Produced,Totals,2016,5,Stocks On Hand end-of-month:,11307263,11288512,54916265,53866717,$7/$18 per barrel
Barrels Produced,Totals,2016,6,Production,17942642,18198965,97455108,97589217,$7/$18 per barrel
Barrels Produced,Taxable,2016,6,In bottles and cans,14620647,14831550,78697050,78735296,$7/$18 per barrel
Barrels Produced,Taxable,2016,6,In kegs,1688378,1772639,8683997,8987421,$7/$18 per barrel
Barrels Produced,Taxable,2016,6,"Tax Determined, Premises Use",492387,292819,915567,541787,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,6,Sub Total Taxable,16801412,16897008,88296614,88264504,$7/$18 per barrel
Barrels Produced,Tax Free,2016,6,For export,543366,558280,3064206,2875193,$7/$18 per barrel
Barrels Produced,Tax Free,2016,6,For vessels and aircraft,703,38,706,192,$7/$18 per barrel
Barrels Produced,Tax Free,2016,6,Consumed on brewery premises,32892,27188,74435,58369,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,6,Sub Total Tax-Free,576961,585506,3139347,2933754,$7/$18 per barrel
Barrels Produced,Totals,2016,6,Total Removals,17378373,17482514,91435961,91198258,$7/$18 per barrel
Barrels Produced,Totals,2016,6,Stocks On Hand end-of-month:,11449535,11412958,66365800,65279675,$7/$18 per barrel
Barrels Produced,Totals,2016,7,Production,16932063,17120618,114387171,114709835,$7/$18 per barrel
Barrels Produced,Taxable,2016,7,In bottles and cans,13794217,14452913,92491267,93188209,$7/$18 per barrel
Barrels Produced,Taxable,2016,7,In kegs,1309265,1453350,9993262,10440771,$7/$18 per barrel
Barrels Produced,Taxable,2016,7,"Tax Determined, Premises Use",5351,6090,920918,547877,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,7,Sub Total Taxable,15108833,15912353,103405447,104176857,$7/$18 per barrel
Barrels Produced,Tax Free,2016,7,For export,529554,567138,3593760,3442331,$7/$18 per barrel
Barrels Produced,Tax Free,2016,7,For vessels and aircraft,250,0,956,192,$7/$18 per barrel
Barrels Produced,Tax Free,2016,7,Consumed on brewery premises,1950,2605,76385,60974,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,7,Sub Total Tax-Free,531754,569743,3671101,3503497,$7/$18 per barrel
Barrels Produced,Totals,2016,7,Total Removals,15640587,16482096,107076548,107680354,$7/$18 per barrel
Barrels Produced,Totals,2016,7,Stocks On Hand end-of-month:,11490140,10986403,77855940,76266078,$7/$18 per barrel
Barrels Produced,Totals,2016,8,Production,16957296,16799894,131344467,131509729,$7/$18 per barrel
Barrels Produced,Taxable,2016,8,In bottles and cans,14810650,14241143,107301917,107429352,$7/$18 per barrel
Barrels Produced,Taxable,2016,8,In kegs,1423634,1413966,11416896,11854737,$7/$18 per barrel
Barrels Produced,Taxable,2016,8,"Tax Determined, Premises Use",5353,7317,926271,555194,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,8,Sub Total Taxable,16239637,15662426,119645084,119839283,$7/$18 per barrel
Barrels Produced,Tax Free,2016,8,For export,550547,603719,4144307,4046050,$7/$18 per barrel
Barrels Produced,Tax Free,2016,8,For vessels and aircraft,0,0,956,192,$7/$18 per barrel
Barrels Produced,Tax Free,2016,8,Consumed on brewery premises,2227,2224,78612,63198,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,8,Sub Total Tax-Free,552774,605943,4223875,4109440,$7/$18 per barrel
Barrels Produced,Totals,2016,8,Total Removals,16792411,16268369,123868959,123948723,$7/$18 per barrel
Barrels Produced,Totals,2016,8,Stocks On Hand end-of-month:,10803851,10701687,88659791,86967765,$7/$18 per barrel
Barrels Produced,Totals,2016,9,Production,15885538,16581652,147230005,148091381,$7/$18 per barrel
Barrels Produced,Taxable,2016,9,In bottles and cans,13080031,13623772,120381948,121053124,$7/$18 per barrel
Barrels Produced,Taxable,2016,9,In kegs,1566415,1720124,12983311,13574861,$7/$18 per barrel
Barrels Produced,Taxable,2016,9,"Tax Determined, Premises Use",528974,349625,1455245,904819,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,9,Sub Total Taxable,15175420,15693521,134820504,135532804,$7/$18 per barrel
Barrels Produced,Tax Free,2016,9,For export,564274,589239,4708581,4635289,$7/$18 per barrel
Barrels Produced,Tax Free,2016,9,For vessels and aircraft,147,44,1103,236,$7/$18 per barrel
Barrels Produced,Tax Free,2016,9,Consumed on brewery premises,30152,28853,108764,92051,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,9,Sub Total Tax-Free,594573,618136,4818448,4727576,$7/$18 per barrel
Barrels Produced,Totals,2016,9,Total Removals,15769993,16311657,139638952,140260380,$7/$18 per barrel
Barrels Produced,Totals,2016,9,Stocks On Hand end-of-month:,10435529,10550313,99095320,97518078,$7/$18 per barrel
Barrels Produced,Totals,2016,10,Production,14456794,15432547,161686799,163523928,$7/$18 per barrel
Barrels Produced,Taxable,2016,10,In bottles and cans,11699120,12740143,132081068,133793267,$7/$18 per barrel
Barrels Produced,Taxable,2016,10,In kegs,1294598,1359614,14277909,14934475,$7/$18 per barrel
Barrels Produced,Taxable,2016,10,"Tax Determined, Premises Use",4528,6290,1459773,911109,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,10,Sub Total Taxable,12998246,14106047,147818750,149638851,$7/$18 per barrel
Barrels Produced,Tax Free,2016,10,For export,680517,585491,5389098,5220780,$7/$18 per barrel
Barrels Produced,Tax Free,2016,10,For vessels and aircraft,0,0,1103,236,$7/$18 per barrel
Barrels Produced,Tax Free,2016,10,Consumed on brewery premises,2364,2174,111128,94225,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,10,Sub Total Tax-Free,682881,587665,5501329,5315241,$7/$18 per barrel
Barrels Produced,Totals,2016,10,Total Removals,13681127,14693712,153320079,154954092,$7/$18 per barrel
Barrels Produced,Totals,2016,10,Stocks On Hand end-of-month:,10055633,10393018,109150953,107911096,$7/$18 per barrel
Barrels Produced,Totals,2016,11,Production,13690612,13418751,175377411,176942679,$7/$18 per barrel
Barrels Produced,Taxable,2016,11,In bottles and cans,11189919,11189017,143270987,144982284,$7/$18 per barrel
Barrels Produced,Taxable,2016,11,In kegs,1229111,1202448,15507020,16136923,$7/$18 per barrel
Barrels Produced,Taxable,2016,11,"Tax Determined, Premises Use",4315,4894,1464088,916003,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,11,Sub Total Taxable,12423345,12396359,160242095,162035210,$7/$18 per barrel
Barrels Produced,Tax Free,2016,11,For export,672442,553502,6061540,5774282,$7/$18 per barrel
Barrels Produced,Tax Free,2016,11,For vessels and aircraft,0,0,1103,236,$7/$18 per barrel
Barrels Produced,Tax Free,2016,11,Consumed on brewery premises,2148,1612,113276,95837,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,11,Sub Total Tax-Free,674590,555114,6175919,5870355,$7/$18 per barrel
Barrels Produced,Totals,2016,11,Total Removals,13097935,12951473,166418014,167905565,$7/$18 per barrel
Barrels Produced,Totals,2016,11,Stocks On Hand end-of-month:,9925836,10098594,119076789,118009690,$7/$18 per barrel
Barrels Produced,Totals,2016,12,Production,14479331,14225421,189856742,191168100,$7/$18 per barrel
Barrels Produced,Taxable,2016,12,In bottles and cans,11697755,11719809,154968742,156702093,$7/$18 per barrel
Barrels Produced,Taxable,2016,12,In kegs,1419764,1573701,16926784,17710624,$7/$18 per barrel
Barrels Produced,Taxable,2016,12,"Tax Determined, Premises Use",497625,352343,1961713,1268346,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2016,12,Sub Total Taxable,13615144,13645853,173857239,175681063,$7/$18 per barrel
Barrels Produced,Tax Free,2016,12,For export,429443,439989,6490983,6214271,$7/$18 per barrel
Barrels Produced,Tax Free,2016,12,For vessels and aircraft,6,28,1109,264,$7/$18 per barrel
Barrels Produced,Tax Free,2016,12,Consumed on brewery premises,33571,23857,146847,119694,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2016,12,Sub Total Tax-Free,463020,463874,6638939,6334229,$7/$18 per barrel
Barrels Produced,Totals,2016,12,Total Removals,14078164,14109727,180496178,182015292,$7/$18 per barrel
Barrels Produced,Totals,2016,12,Stocks On Hand end-of-month:,9967603,9879101,129044392,127888791,$7/$18 per barrel
Barrels Produced,Totals,2017,1,Production,14518975,14539059,14518975,14539059,$7/$18 per barrel
Barrels Produced,Taxable,2017,1,In bottles and cans,11679815,11516653,11679815,11516653,$7/$18 per barrel
Barrels Produced,Taxable,2017,1,In kegs,1205102,1206191,1205102,1206191,$7/$18 per barrel
Barrels Produced,Taxable,2017,1,"Tax Determined, Premises Use",3999,4803,3999,4803,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2017,1,Sub Total Taxable,12888916,12727647,12888916,12727647,$7/$18 per barrel
Barrels Produced,Tax Free,2017,1,For export,539319,363068,539319,363068,$7/$18 per barrel
Barrels Produced,Tax Free,2017,1,For vessels and aircraft,0,0,0,0,$7/$18 per barrel
Barrels Produced,Tax Free,2017,1,Consumed on brewery premises,1664,1723,1664,1723,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2017,1,Sub Total Tax-Free,540983,364791,540983,364791,$7/$18 per barrel
Barrels Produced,Totals,2017,1,Total Removals,13429899,13092438,13429899,13092438,$7/$18 per barrel
Barrels Produced,Totals,2017,1,Stocks On Hand end-of-month:,9892895,10340284,9892895,10340284,$7/$18 per barrel
Barrels Produced,Totals,2017,2,Production,13424105,14488161,27943080,29027220,$7/$18 per barrel
Barrels Produced,Taxable,2017,2,In bottles and cans,10449800,11735704,22129615,23252357,$7/$18 per barrel
Barrels Produced,Taxable,2017,2,In kegs,1148724,1242626,2353826,2448817,$7/$18 per barrel
Barrels Produced,Taxable,2017,2,"Tax Determined, Premises Use",3937,5686,7936,10489,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2017,2,Sub Total Taxable,11602461,12984016,24491377,25711663,$7/$18 per barrel
Barrels Produced,Tax Free,2017,2,For export,590662,450057,1129981,813125,$7/$18 per barrel
Barrels Produced,Tax Free,2017,2,For vessels and aircraft,2,0,2,0,$7/$18 per barrel
Barrels Produced,Tax Free,2017,2,Consumed on brewery premises,1459,1916,3123,3639,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2017,2,Sub Total Tax-Free,592123,451973,1133106,816764,$7/$18 per barrel
Barrels Produced,Totals,2017,2,Total Removals,12194584,13435989,25624483,26528427,$7/$18 per barrel
Barrels Produced,Totals,2017,2,Stocks On Hand end-of-month:,10340429,10656282,20233324,20996566,$7/$18 per barrel
Barrels Produced,Totals,2017,3,Production,16875471,17200405,44818551,46227625,$7/$18 per barrel
Barrels Produced,Taxable,2017,3,In bottles and cans,12811841,13312304,34941456,36564661,$7/$18 per barrel
Barrels Produced,Taxable,2017,3,In kegs,1710226,1730090,4064052,4178907,$7/$18 per barrel
Barrels Produced,Taxable,2017,3,"Tax Determined, Premises Use",517435,403327,525371,413816,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2017,3,Sub Total Taxable,15039502,15445721,39530879,41157384,$7/$18 per barrel
Barrels Produced,Tax Free,2017,3,For export,593513,515432,1723494,1328557,$7/$18 per barrel
Barrels Produced,Tax Free,2017,3,For vessels and aircraft,38,0,40,0,$7/$18 per barrel
Barrels Produced,Tax Free,2017,3,Consumed on brewery premises,27332,33203,30455,36842,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2017,3,Sub Total Tax-Free,620883,548635,1753989,1365399,$7/$18 per barrel
Barrels Produced,Totals,2017,3,Total Removals,15660385,15994356,41284868,42522783,$7/$18 per barrel
Barrels Produced,Totals,2017,3,Stocks On Hand end-of-month:,11195697,11352833,31429021,32349399,$7/$18 per barrel
Barrels Produced,Totals,2017,4,Production,15833872,16498626,60707446,62736734,$7/$18 per barrel
Barrels Produced,Taxable,2017,4,In bottles and cans,12720695,13362222,47672590,49927796,$7/$18 per barrel
Barrels Produced,Taxable,2017,4,In kegs,1327194,1419448,5401153,5599387,$7/$18 per barrel
Barrels Produced,Taxable,2017,4,"Tax Determined, Premises Use",4437,5997,557116,427322,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2017,4,Sub Total Taxable,14052326,14787667,53630859,55954505,$7/$18 per barrel
Barrels Produced,Tax Free,2017,4,For export,577780,655551,2301296,1984108,$7/$18 per barrel
Barrels Produced,Tax Free,2017,4,For vessels and aircraft,0,0,40,0,$7/$18 per barrel
Barrels Produced,Tax Free,2017,4,Consumed on brewery premises,1890,2033,32937,38910,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2017,4,Sub Total Tax-Free,579670,657584,2334273,2023018,$7/$18 per barrel
Barrels Produced,Totals,2017,4,Total Removals,14631996,15445251,55965132,57977523,$7/$18 per barrel
Barrels Produced,Totals,2017,4,Stocks On Hand end-of-month:,11296179,11402955,42750055,43755810,$7/$18 per barrel
Barrels Produced,Totals,2017,5,Production,17427818,16981856,78075703,79705209,$7/$18 per barrel
Barrels Produced,Taxable,2017,5,In bottles and cans,14900329,14304553,62560109,64229784,$7/$18 per barrel
Barrels Produced,Taxable,2017,5,In kegs,1403751,1418486,7139008,7015798,$7/$18 per barrel
Barrels Produced,Taxable,2017,5,"Tax Determined, Premises Use",4789,5420,534586,425233,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2017,5,Sub Total Taxable,16308869,15728459,70233703,71670815,$7/$18 per barrel
Barrels Produced,Tax Free,2017,5,For export,540643,548962,2841917,2533070,$7/$18 per barrel
Barrels Produced,Tax Free,2017,5,For vessels and aircraft,8,3,48,3,$7/$18 per barrel
Barrels Produced,Tax Free,2017,5,Consumed on brewery premises,1967,2914,34268,41789,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2017,5,Sub Total Tax-Free,542618,551879,2876233,2574862,$7/$18 per barrel
Barrels Produced,Totals,2017,5,Total Removals,16851487,16280338,73109936,74245677,$7/$18 per barrel
Barrels Produced,Totals,2017,5,Stocks On Hand end-of-month:,11025932,11339100,53747447,55090708,$7/$18 per barrel
Barrels Produced,Totals,2017,6,Production,18219297,17992923,96295000,97698132,$7/$18 per barrel
Barrels Produced,Taxable,2017,6,In bottles and cans,14731827,14660918,77291936,78890702,$7/$18 per barrel
Barrels Produced,Taxable,2017,6,In kegs,1608382,1695096,8747390,8710894,$7/$18 per barrel
Barrels Produced,Taxable,2017,6,"Tax Determined, Premises Use",630023,496658,1164609,921891,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2017,6,Sub Total Taxable,16970232,16852672,87203935,88523487,$7/$18 per barrel
Barrels Produced,Tax Free,2017,6,For export,539885,547476,3381802,3080546,$7/$18 per barrel
Barrels Produced,Tax Free,2017,6,For vessels and aircraft,1,703,49,706,$7/$18 per barrel
Barrels Produced,Tax Free,2017,6,Consumed on brewery premises,26649,32964,60917,74753,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2017,6,Sub Total Tax-Free,566535,581143,3442768,3156005,$7/$18 per barrel
Barrels Produced,Totals,2017,6,Total Removals,17536767,17433815,90646703,91679492,$7/$18 per barrel
Barrels Produced,Totals,2017,6,Stocks On Hand end-of-month:,11231373,11483256,64978820,66573964,$7/$18 per barrel
Barrels Produced,Totals,2017,7,Production,16126610,16980964,112421610,114679096,$7/$18 per barrel
Barrels Produced,Taxable,2017,7,In bottles and cans,13170721,13835650,90462657,92726352,$7/$18 per barrel
Barrels Produced,Taxable,2017,7,In kegs,1263379,1313849,10010769,10024743,$7/$18 per barrel
Barrels Produced,Taxable,2017,7,"Tax Determined, Premises Use",5114,5345,1169723,927236,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2017,7,Sub Total Taxable,14439214,15154844,101643149,103678331,$7/$18 per barrel
Barrels Produced,Tax Free,2017,7,For export,720037,532507,4101839,3613053,$7/$18 per barrel
Barrels Produced,Tax Free,2017,7,For vessels and aircraft,0,250,49,956,$7/$18 per barrel
Barrels Produced,Tax Free,2017,7,Consumed on brewery premises,1866,1968,62783,76721,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2017,7,Sub Total Tax-Free,721903,534725,4164671,3690730,$7/$18 per barrel
Barrels Produced,Totals,2017,7,Total Removals,15161117,15689569,105807820,107369061,$7/$18 per barrel
Barrels Produced,Totals,2017,7,Stocks On Hand end-of-month:,11032959,11520517,76011779,78094481,$7/$18 per barrel
Barrels Produced,Totals,2017,8,Production,16378241,17003860,128799851,131682956,$7/$18 per barrel
Barrels Produced,Taxable,2017,8,In bottles and cans,13969075,14851587,104431732,107577939,$7/$18 per barrel
Barrels Produced,Taxable,2017,8,In kegs,1372531,1427885,11383300,11452628,$7/$18 per barrel
Barrels Produced,Taxable,2017,8,"Tax Determined, Premises Use",5467,5213,1175190,932449,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2017,8,Sub Total Taxable,15347073,16284685,116990222,119963016,$7/$18 per barrel
Barrels Produced,Tax Free,2017,8,For export,670838,552720,4772677,4165773,$7/$18 per barrel
Barrels Produced,Tax Free,2017,8,For vessels and aircraft,0,0,49,956,$7/$18 per barrel
Barrels Produced,Tax Free,2017,8,Consumed on brewery premises,1784,2247,64567,78968,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2017,8,Sub Total Tax-Free,672622,554967,4837293,4245697,$7/$18 per barrel
Barrels Produced,Totals,2017,8,Total Removals,16019695,16839652,121827515,124208713,$7/$18 per barrel
Barrels Produced,Totals,2017,8,Stocks On Hand end-of-month:,10565636,10836319,86577415,88930800,$7/$18 per barrel
Barrels Produced,Totals,2017,9,Production,15479259,15934883,144279110,147617839,$7/$18 per barrel
Barrels Produced,Taxable,2017,9,In bottles and cans,12357694,13112033,116789426,120689972,$7/$18 per barrel
Barrels Produced,Taxable,2017,9,In kegs,1421452,1571047,12804752,13023675,$7/$18 per barrel
Barrels Produced,Taxable,2017,9,"Tax Determined, Premises Use",645667,534856,1820857,1467305,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2017,9,Sub Total Taxable,14424813,15217936,131415035,135180952,$7/$18 per barrel
Barrels Produced,Tax Free,2017,9,For export,561602,565881,5334279,4731654,$7/$18 per barrel
Barrels Produced,Tax Free,2017,9,For vessels and aircraft,52,147,101,1103,$7/$18 per barrel
Barrels Produced,Tax Free,2017,9,Consumed on brewery premises,28171,30172,92738,109140,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2017,9,Sub Total Tax-Free,589825,596200,5427118,4841897,$7/$18 per barrel
Barrels Produced,Totals,2017,9,Total Removals,15014638,15814136,136842153,140022849,$7/$18 per barrel
Barrels Produced,Totals,2017,9,Stocks On Hand end-of-month:,10736934,10461026,97314349,99391826,$7/$18 per barrel
Barrels Produced,Totals,2017,10,Production,14762740,14500827,159041850,162118666,$7/$18 per barrel
Barrels Produced,Taxable,2017,10,In bottles and cans,12491312,11737517,129280738,132427489,$7/$18 per barrel
Barrels Produced,Taxable,2017,10,In kegs,1472610,1299321,14277362,14322996,$7/$18 per barrel
Barrels Produced,Taxable,2017,10,"Tax Determined, Premises Use",4696,4471,1825553,1471776,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2017,10,Sub Total Taxable,13968618,13041309,145383653,148222261,$7/$18 per barrel
Barrels Produced,Tax Free,2017,10,For export,647306,683547,5981585,5415201,$7/$18 per barrel
Barrels Produced,Tax Free,2017,10,For vessels and aircraft,0,0,101,1103,$7/$18 per barrel
Barrels Produced,Tax Free,2017,10,Consumed on brewery premises,1276,2383,94014,111523,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2017,10,Sub Total Tax-Free,648582,685930,6075700,5527827,$7/$18 per barrel
Barrels Produced,Totals,2017,10,Total Removals,14617200,13727239,151459353,153750088,$7/$18 per barrel
Barrels Produced,Totals,2017,10,Stocks On Hand end-of-month:,9922408,10098246,107236757,109490072,$7/$18 per barrel
Barrels Produced,Totals,2017,11,Production,13366706,13730821,172408556,175849487,$7/$18 per barrel
Barrels Produced,Taxable,2017,11,In bottles and cans,11341763,11230496,140622501,143657985,$7/$18 per barrel
Barrels Produced,Taxable,2017,11,In kegs,1206790,1235062,15484152,15558058,$7/$18 per barrel
Barrels Produced,Taxable,2017,11,"Tax Determined, Premises Use",3714,4265,1829267,1476041,$7/$18 per barrel
Barrels Produced,Sub Total Taxable,2017,11,Sub Total Taxable,12552267,12469823,157935920,160692084,$7/$18 per barrel
Barrels Produced,Tax Free,2017,11,For export,452865,674397,6434450,6089598,$7/$18 per barrel
Barrels Produced,Tax Free,2017,11,For vessels and aircraft,3484,0,3585,1103,$7/$18 per barrel
Barrels Produced,Tax Free,2017,11,Consumed on brewery premises,1348,2171,95362,113694,$7/$18 per barrel
Barrels Produced,Sub Total Tax-Free,2017,11,Sub Total Tax-Free,457697,676568,6533397,6204395,$7/$18 per barrel
Barrels Produced,Totals,2017,11,Total Removals,13009964,13146391,164469317,166896479,$7/$18 per barrel
Barrels Produced,Totals,2017,11,Stocks On Hand end-of-month:,9624061,9960499,116860818,119450571,$7/$18 per barrel
Barrels Produced,Totals,2017,12,Production,12939958,14556208,185574547,190464588,$7/$18 per barrel
