data_type,material_type,year,month,type,month_current,month_prior_year,ytd_current,ytd_prior_year
Pounds of Materials Used,Total Used,2016,3,Total Used,23246851,52754861,NA,NA
Pounds of Materials Used,Grain Products,2016,4,Malt and malt products,10396531,51370360,NA,NA
Pounds of Materials Used,Grain Products,2016,4,Corn and corn products,275,115181,NA,NA
Pounds of Materials Used,Grain Products,2016,4,Rice and rice products,676607,2392424,NA,NA
Pounds of Materials Used,Grain Products,2016,4,Barley and barley products,539712,6484043,NA,NA
Pounds of Materials Used,Grain Products,2016,4,Wheat and wheat products,51605,620546,NA,NA
Pounds of Materials Used,Total Grain products,2016,4,Total Grain products,11664730,60982554,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,4,Sugar and syrups,153518,655519,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,4,Hops (dry),78105,793997,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,4,Hops (used as extracts),6071,27183,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,4,Other,95756,2293788,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,4,Total Non-Grain products,333450,3770487,NA,NA
Pounds of Materials Used,Total Used,2016,4,Total Used,11998180,64753041,NA,NA
Pounds of Materials Used,Grain Products,2016,5,Malt and malt products,9714394,61084754,NA,NA
Pounds of Materials Used,Grain Products,2016,5,Corn and corn products,500,115681,NA,NA
Pounds of Materials Used,Grain Products,2016,5,Rice and rice products,648892,3041316,NA,NA
Pounds of Materials Used,Grain Products,2016,5,Barley and barley products,418612,6902655,NA,NA
Pounds of Materials Used,Grain Products,2016,5,Wheat and wheat products,36194,656740,NA,NA
Pounds of Materials Used,Total Grain products,2016,5,Total Grain products,10818592,71801146,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,5,Sugar and syrups,118046,773565,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,5,Hops (dry),66909,860906,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,5,Hops (used as extracts),1795,28978,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,5,Other,88626,2382414,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,5,Total Non-Grain products,275376,4045863,NA,NA
Pounds of Materials Used,Total Used,2016,5,Total Used,11093968,75847009,NA,NA
Pounds of Materials Used,Grain Products,2016,6,Malt and malt products,14335998,75420752,NA,NA
Pounds of Materials Used,Grain Products,2016,6,Corn and corn products,8684,124365,NA,NA
Pounds of Materials Used,Grain Products,2016,6,Rice and rice products,648601,3689917,NA,NA
Pounds of Materials Used,Grain Products,2016,6,Barley and barley products,3380038,10282693,NA,NA
Pounds of Materials Used,Grain Products,2016,6,Wheat and wheat products,368680,1025420,NA,NA
Pounds of Materials Used,Total Grain products,2016,6,Total Grain products,18742001,90543147,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,6,Sugar and syrups,209884,983449,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,6,Hops (dry),324830,1185736,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,6,Hops (used as extracts),2901,31879,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,6,Other,1395602,3778016,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,6,Total Non-Grain products,1933217,5979080,NA,NA
Pounds of Materials Used,Total Used,2016,6,Total Used,20675218,96522227,NA,NA
Pounds of Materials Used,Grain Products,2016,7,Malt and malt products,10855750,86276502,NA,NA
Pounds of Materials Used,Grain Products,2016,7,Corn and corn products,345,124710,NA,NA
Pounds of Materials Used,Grain Products,2016,7,Rice and rice products,889144,4579061,NA,NA
Pounds of Materials Used,Grain Products,2016,7,Barley and barley products,699997,10982690,NA,NA
Pounds of Materials Used,Grain Products,2016,7,Wheat and wheat products,74798,1100218,NA,NA
Pounds of Materials Used,Total Grain products,2016,7,Total Grain products,12520034,103063181,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,7,Sugar and syrups,141651,1125100,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,7,Hops (dry),175278,1361014,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,7,Hops (used as extracts),1791,33670,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,7,Other,386932,4164948,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,7,Total Non-Grain products,705652,6684732,NA,NA
Pounds of Materials Used,Total Used,2016,7,Total Used,13225686,109747913,NA,NA
Pounds of Materials Used,Grain Products,2016,8,Malt and malt products,10454205,96730707,NA,NA
Pounds of Materials Used,Grain Products,2016,8,Corn and corn products,205,124915,NA,NA
Pounds of Materials Used,Grain Products,2016,8,Rice and rice products,675382,5254443,NA,NA
Pounds of Materials Used,Grain Products,2016,8,Barley and barley products,310695,11293385,NA,NA
Pounds of Materials Used,Grain Products,2016,8,Wheat and wheat products,58487,1158705,NA,NA
Pounds of Materials Used,Total Grain products,2016,8,Total Grain products,11498974,114562155,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,8,Sugar and syrups,178201,1303301,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,8,Hops (dry),178127,1539141,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,8,Hops (used as extracts),5131,38801,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,8,Other,70364,4235312,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,8,Total Non-Grain products,431823,7116555,NA,NA
Pounds of Materials Used,Total Used,2016,8,Total Used,11930797,121678710,NA,NA
Pounds of Materials Used,Grain Products,2016,9,Malt and malt products,13362702,110093409,NA,NA
Pounds of Materials Used,Grain Products,2016,9,Corn and corn products,10236,135151,NA,NA
Pounds of Materials Used,Grain Products,2016,9,Rice and rice products,759649,6014092,NA,NA
Pounds of Materials Used,Grain Products,2016,9,Barley and barley products,3451469,14744854,NA,NA
Pounds of Materials Used,Grain Products,2016,9,Wheat and wheat products,311154,1469859,NA,NA
Pounds of Materials Used,Total Grain products,2016,9,Total Grain products,17895210,132457365,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,9,Sugar and syrups,114284,1417585,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,9,Hops (dry),341114,1880255,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,9,Hops (used as extracts),2952,41753,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,9,Other,1106696,5342008,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,9,Total Non-Grain products,1565046,8681601,NA,NA
Pounds of Materials Used,Total Used,2016,9,Total Used,19460256,141138966,NA,NA
Pounds of Materials Used,Grain Products,2016,10,Malt and malt products,9801457,119894866,NA,NA
Pounds of Materials Used,Grain Products,2016,10,Corn and corn products,0,135151,NA,NA
Pounds of Materials Used,Grain Products,2016,10,Rice and rice products,736241,6750333,NA,NA
Pounds of Materials Used,Grain Products,2016,10,Barley and barley products,383392,15128246,NA,NA
Pounds of Materials Used,Grain Products,2016,10,Wheat and wheat products,19912,1489771,NA,NA
Pounds of Materials Used,Total Grain products,2016,10,Total Grain products,10941002,143398367,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,10,Sugar and syrups,115864,1533449,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,10,Hops (dry),61685,1941940,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,10,Hops (used as extracts),2122,43875,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,10,Other,66207,5408215,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,10,Total Non-Grain products,245878,8927479,NA,NA
Pounds of Materials Used,Total Used,2016,10,Total Used,11186880,152325846,NA,NA
Pounds of Materials Used,Grain Products,2016,11,Malt and malt products,9290949,129185815,NA,NA
Pounds of Materials Used,Grain Products,2016,11,Corn and corn products,150,135301,NA,NA
Pounds of Materials Used,Grain Products,2016,11,Rice and rice products,724774,7475107,NA,NA
Pounds of Materials Used,Grain Products,2016,11,Barley and barley products,182314,15310560,NA,NA
Pounds of Materials Used,Grain Products,2016,11,Wheat and wheat products,28557,1518328,NA,NA
Pounds of Materials Used,Total Grain products,2016,11,Total Grain products,10226744,153625111,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,11,Sugar and syrups,63448,1596897,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,11,Hops (dry),48846,1990786,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,11,Hops (used as extracts),5033,48908,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,11,Other,55017,5463232,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,11,Total Non-Grain products,172344,9099823,NA,NA
Pounds of Materials Used,Total Used,2016,11,Total Used,10399088,162724934,NA,NA
Pounds of Materials Used,Grain Products,2016,12,Malt and malt products,11827661,141013476,NA,NA
Pounds of Materials Used,Grain Products,2016,12,Corn and corn products,16200,151501,NA,NA
Pounds of Materials Used,Grain Products,2016,12,Rice and rice products,15038,7490145,NA,NA
Pounds of Materials Used,Grain Products,2016,12,Barley and barley products,2446254,17756814,NA,NA
Pounds of Materials Used,Grain Products,2016,12,Wheat and wheat products,220831,1739159,NA,NA
Pounds of Materials Used,Total Grain products,2016,12,Total Grain products,14525984,168151095,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,12,Sugar and syrups,87586,1684483,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,12,Hops (dry),218904,2209690,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,12,Hops (used as extracts),8997,57905,NA,NA
Pounds of Materials Used,Non-Grain Products,2016,12,Other,662408,6125640,NA,NA
Pounds of Materials Used,Total Non-Grain products,2016,12,Total Non-Grain products,977895,10077718,NA,NA
Pounds of Materials Used,Total Used,2016,12,Total Used,15503879,178228813,NA,NA
Pounds of Materials Used,Grain Products,2017,1,Malt and malt products,8435064,8435064,NA,NA
Pounds of Materials Used,Grain Products,2017,1,Corn and corn products,0,0,NA,NA
Pounds of Materials Used,Grain Products,2017,1,Rice and rice products,10405,10405,NA,NA
Pounds of Materials Used,Grain Products,2017,1,Barley and barley products,153874,153874,NA,NA
Pounds of Materials Used,Grain Products,2017,1,Wheat and wheat products,28355,28355,NA,NA
Pounds of Materials Used,Total Grain products,2017,1,Total Grain products,8627698,8627698,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,1,Sugar and syrups,39933,39933,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,1,Hops (dry),43972,43972,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,1,Hops (used as extracts),6974,6974,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,1,Other,477233,477233,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,1,Total Non-Grain products,568112,568112,NA,NA
Pounds of Materials Used,Total Used,2017,1,Total Used,9195810,9195810,NA,NA
Pounds of Materials Used,Grain Products,2017,2,Malt and malt products,2746382,11181446,NA,NA
Pounds of Materials Used,Grain Products,2017,2,Corn and corn products,350,350,NA,NA
Pounds of Materials Used,Grain Products,2017,2,Rice and rice products,590680,601085,NA,NA
Pounds of Materials Used,Grain Products,2017,2,Barley and barley products,157027,310901,NA,NA
Pounds of Materials Used,Grain Products,2017,2,Wheat and wheat products,31070,59425,NA,NA
Pounds of Materials Used,Total Grain products,2017,2,Total Grain products,3525509,12153207,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,2,Sugar and syrups,55403,95336,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,2,Hops (dry),55754,99726,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,2,Hops (used as extracts),1690,8664,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,2,Other,67903,545136,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,2,Total Non-Grain products,180750,748862,NA,NA
Pounds of Materials Used,Total Used,2017,2,Total Used,3706259,12902069,NA,NA
Pounds of Materials Used,Grain Products,2017,3,Malt and malt products,11015402,22196848,NA,NA
Pounds of Materials Used,Grain Products,2017,3,Corn and corn products,6481,6831,NA,NA
Pounds of Materials Used,Grain Products,2017,3,Rice and rice products,819857,1420942,NA,NA
Pounds of Materials Used,Grain Products,2017,3,Barley and barley products,1773434,2084335,NA,NA
Pounds of Materials Used,Grain Products,2017,3,Wheat and wheat products,193320,252745,NA,NA
Pounds of Materials Used,Total Grain products,2017,3,Total Grain products,13808494,25961701,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,3,Sugar and syrups,149440,244776,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,3,Hops (dry),157263,256989,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,3,Hops (used as extracts),2133,10797,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,3,Other,583019,1128155,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,3,Total Non-Grain products,891855,1640717,NA,NA
Pounds of Materials Used,Total Used,2017,3,Total Used,14700349,27602418,NA,NA
Pounds of Materials Used,Grain Products,2017,4,Malt and malt products,8777098,31012626,NA,NA
Pounds of Materials Used,Grain Products,2017,4,Corn and corn products,10660,17491,NA,NA
Pounds of Materials Used,Grain Products,2017,4,Rice and rice products,412657,1833599,NA,NA
Pounds of Materials Used,Grain Products,2017,4,Barley and barley products,142779,2227114,NA,NA
Pounds of Materials Used,Grain Products,2017,4,Wheat and wheat products,46116,298861,NA,NA
Pounds of Materials Used,Total Grain products,2017,4,Total Grain products,9389310,35389691,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,4,Sugar and syrups,132019,376795,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,4,Hops (dry),151966,409113,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,4,Hops (used as extracts),1614,12411,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,4,Other,69748,1198233,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,4,Total Non-Grain products,355347,1996552,NA,NA
Pounds of Materials Used,Total Used,2017,4,Total Used,9744657,37386243,NA,NA
Pounds of Materials Used,Grain Products,2017,5,Malt and malt products,10242822,41216768,NA,NA
Pounds of Materials Used,Grain Products,2017,5,Corn and corn products,1642,19133,NA,NA
Pounds of Materials Used,Grain Products,2017,5,Rice and rice products,1849,1835448,NA,NA
Pounds of Materials Used,Grain Products,2017,5,Barley and barley products,183174,2410288,NA,NA
Pounds of Materials Used,Grain Products,2017,5,Wheat and wheat products,36851,335712,NA,NA
Pounds of Materials Used,Total Grain products,2017,5,Total Grain products,10466338,45817349,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,5,Sugar and syrups,24725,401520,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,5,Hops (dry),147645,556600,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,5,Hops (used as extracts),1939,14350,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,5,Other,74380,1272283,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,5,Total Non-Grain products,248689,2244753,NA,NA
Pounds of Materials Used,Total Used,2017,5,Total Used,10715027,48062102,NA,NA
Pounds of Materials Used,Grain Products,2017,6,Malt and malt products,12936288,54153056,NA,NA
Pounds of Materials Used,Grain Products,2017,6,Corn and corn products,4584,23717,NA,NA
Pounds of Materials Used,Grain Products,2017,6,Rice and rice products,4901,1840349,NA,NA
Pounds of Materials Used,Grain Products,2017,6,Barley and barley products,1333243,3743531,NA,NA
Pounds of Materials Used,Grain Products,2017,6,Wheat and wheat products,235017,570729,NA,NA
Pounds of Materials Used,Total Grain products,2017,6,Total Grain products,14514033,60331382,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,6,Sugar and syrups,57026,458546,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,6,Hops (dry),251754,808354,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,6,Hops (used as extracts),3152,17502,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,6,Other,1223682,2495965,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,6,Total Non-Grain products,1535614,3780367,NA,NA
Pounds of Materials Used,Total Used,2017,6,Total Used,16049647,64111749,NA,NA
Pounds of Materials Used,Grain Products,2017,7,Malt and malt products,8321067,62474123,NA,NA
Pounds of Materials Used,Grain Products,2017,7,Corn and corn products,125,23842,NA,NA
Pounds of Materials Used,Grain Products,2017,7,Rice and rice products,1532,1841881,NA,NA
Pounds of Materials Used,Grain Products,2017,7,Barley and barley products,175807,3919338,NA,NA
Pounds of Materials Used,Grain Products,2017,7,Wheat and wheat products,35188,605917,NA,NA
Pounds of Materials Used,Total Grain products,2017,7,Total Grain products,8533719,68865101,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,7,Sugar and syrups,23179,481725,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,7,Hops (dry),136540,944894,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,7,Hops (used as extracts),1850,19352,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,7,Other,42006,2537971,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,7,Total Non-Grain products,203575,3983942,NA,NA
Pounds of Materials Used,Total Used,2017,7,Total Used,8737294,72849043,NA,NA
Pounds of Materials Used,Grain Products,2017,8,Malt and malt products,8784839,71258962,NA,NA
Pounds of Materials Used,Grain Products,2017,8,Corn and corn products,225,24067,NA,NA
Pounds of Materials Used,Grain Products,2017,8,Rice and rice products,3212,1845093,NA,NA
Pounds of Materials Used,Grain Products,2017,8,Barley and barley products,178401,4097739,NA,NA
Pounds of Materials Used,Grain Products,2017,8,Wheat and wheat products,37292,643209,NA,NA
Pounds of Materials Used,Total Grain products,2017,8,Total Grain products,9003969,77869070,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,8,Sugar and syrups,22887,504612,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,8,Hops (dry),157967,1102861,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,8,Hops (used as extracts),5922,25274,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,8,Other,30649,2568620,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,8,Total Non-Grain products,217425,4201367,NA,NA
Pounds of Materials Used,Total Used,2017,8,Total Used,9221394,82070437,NA,NA
Pounds of Materials Used,Grain Products,2017,9,Malt and malt products,11745875,83004837,NA,NA
Pounds of Materials Used,Grain Products,2017,9,Corn and corn products,9543,33610,NA,NA
Pounds of Materials Used,Grain Products,2017,9,Rice and rice products,3557,1848650,NA,NA
Pounds of Materials Used,Grain Products,2017,9,Barley and barley products,1685465,5783204,NA,NA
Pounds of Materials Used,Grain Products,2017,9,Wheat and wheat products,146220,789429,NA,NA
Pounds of Materials Used,Total Grain products,2017,9,Total Grain products,13590660,91459730,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,9,Sugar and syrups,50807,555419,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,9,Hops (dry),273705,1376566,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,9,Hops (used as extracts),237,25511,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,9,Other,639700,3208320,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,9,Total Non-Grain products,964449,5165816,NA,NA
Pounds of Materials Used,Total Used,2017,9,Total Used,14555109,96625546,NA,NA
Pounds of Materials Used,Grain Products,2017,10,Malt and malt products,8675502,91680339,NA,NA
Pounds of Materials Used,Grain Products,2017,10,Corn and corn products,125,33735,NA,NA
Pounds of Materials Used,Grain Products,2017,10,Rice and rice products,1160,1849810,NA,NA
Pounds of Materials Used,Grain Products,2017,10,Barley and barley products,140920,5924124,NA,NA
Pounds of Materials Used,Grain Products,2017,10,Wheat and wheat products,25505,814934,NA,NA
Pounds of Materials Used,Total Grain products,2017,10,Total Grain products,8843212,100302942,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,10,Sugar and syrups,21869,577288,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,10,Hops (dry),52286,1428852,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,10,Hops (used as extracts),82,25593,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,10,Other,75566,3283886,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,10,Total Non-Grain products,149803,5315619,NA,NA
Pounds of Materials Used,Total Used,2017,10,Total Used,8993015,105618561,NA,NA
Pounds of Materials Used,Grain Products,2017,11,Malt and malt products,8092727,99773066,NA,NA
Pounds of Materials Used,Grain Products,2017,11,Corn and corn products,275,34010,NA,NA
Pounds of Materials Used,Grain Products,2017,11,Rice and rice products,1560,1851370,NA,NA
Pounds of Materials Used,Grain Products,2017,11,Barley and barley products,133699,6057823,NA,NA
Pounds of Materials Used,Grain Products,2017,11,Wheat and wheat products,33324,848258,NA,NA
Pounds of Materials Used,Total Grain products,2017,11,Total Grain products,8261585,108564527,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,11,Sugar and syrups,23158,600446,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,11,Hops (dry),150955,1579807,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,11,Hops (used as extracts),1431,27024,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,11,Other,105394,3389280,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,11,Total Non-Grain products,280938,5596557,NA,NA
Pounds of Materials Used,Total Used,2017,11,Total Used,8542523,114161084,NA,NA
Pounds of Materials Used,Grain Products,2017,12,Malt and malt products,12651943,112898190,NA,NA
Pounds of Materials Used,Grain Products,2017,12,Corn and corn products,2777,36787,NA,NA
Pounds of Materials Used,Grain Products,2017,12,Rice and rice products,2472,1853842,NA,NA
Pounds of Materials Used,Grain Products,2017,12,Barley and barley products,1093381,7151204,NA,NA
Pounds of Materials Used,Grain Products,2017,12,Wheat and wheat products,128174,976432,NA,NA
Pounds of Materials Used,Total Grain products,2017,12,Total Grain products,13878747,122916455,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,12,Sugar and syrups,36213,642108,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,12,Hops (dry),1453024,3040143,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,12,Hops (used as extracts),2117,29141,NA,NA
Pounds of Materials Used,Non-Grain Products,2017,12,Other,657306,4048091,NA,NA
Pounds of Materials Used,Total Non-Grain products,2017,12,Total Non-Grain products,2148660,7759483,NA,NA
Pounds of Materials Used,Total Used,2017,12,Total Used,16027407,130675938,NA,NA
