marker_id,marker_no,title,subtitle,addl_subtitle,year_erected,erected_by,latitude_minus_s,longitude_minus_w,street_address,city_or_town,section_or_quarter,county_or_parish,state_or_prov,location,missing,link
111384,27,Michael Donald,NA,NA,NA,the African-American Heritage Trail of Mobile.,30.69038,-88.06317,114 Michael Donald Avenue,Mobile,NA,Mobile County,Alabama,"Marker is on Michael Donald Avenue north of Old Shell Road, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=111384
111386,17,Dunbar/Central High School,NA,NA,NA,the African-American Heritage Trail of Mobile.,30.70036,-88.06665,1365 Dr Martin Luther King Jr Avenue,Mobile,NA,Mobile County,Alabama,"Marker is on Dr Martin Luther King Jr Avenue east of Ryland Street, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=111386
111392,42,Vivian Malone Jones,"July 15, 1942 - October 13, 2005",NA,2017,Dora Franklin Finley African-American Heritage Trail.,30.69152,-88.05392,758 St. Anthony St,Mobile,NA,Mobile County,Alabama,"Marker is on St. Anthony Street west of North Scott Street, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=111392
111395,37,Stone Street Baptist Church,NA,NA,2007,the African-American Heritage Trail of Mobile,30.696,-88.0515,311 Tunstall Street,Mobile,NA,Mobile County,Alabama,"Marker is at the intersection of Tunstall Street and Chestnut Street, on the right when traveling south on Tunstall Street.",NA,http://www.hmdb.org/m.asp?m=111395
112225,11,Episcopal Church of the Good Shepherd / Founding Members,"Est. 1854 / May 28, 1854",NA,2017,Dora Franklin Finley African-American Heritage Trail,30.71002,-88.0869,605 Donald Street,Mobile,NA,Mobile County,Alabama,"Marker can be reached from Donald Street north of Gloria York Avenue, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=112225
117245,3,The Cathedral-Basilica of the Immaculate Conception,NA,NA,2011,Historic Mobile Preservation Society and the Dora Franklin Finley African-American Heritage Trail,30.69042,-88.04591,2 S Claiborne St,Mobile,NA,Mobile County,Alabama,"Marker is on Dauphin Street west of South Claiborne Street, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=117245
121846,168,First Presbyterian Church,"Huntsville, Alabama",American Presbyterian and Reformed Historical Site,1968,Alabama Historical Association,34.73041,-86.58184,307 Gates Avenue Southeast,Huntsville,NA,Madison County,Alabama,"Marker is at the intersection of Lincoln Street Southeast and Gates Avenue Southeast, on the left when traveling north on Lincoln Street Southeast.",NA,http://www.hmdb.org/m.asp?m=121846
126690,14,"""Having Surrendered Their Arms, the War, to Them, Was Over""","Citronelle, Surrender Site",The Battle of Mobile Bay Civil War Trail,NA,Battle of Mobile Bay Civil War Trail,31.07504,-88.23364,NA,Citronelle,NA,Mobile County,Alabama,"Marker is on Celeste Road (County Route 41) 0.3 miles north of Boy Scout Road, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=126690
134670,10,Rosa Parks,NA,The Tuskegee Civil Rights and Historic Trail,2019,"City of Tuskegee, Tuskegee University, Jewish American Society for Historic Preservation.",32.42016,-85.69601,West Martin Luther King Highway,Tuskegee,NA,Macon County,Alabama,"Marker is on West Martin Luther King Highway (U.S. 80) west of South Jericho Street, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=134670
134671,4,Julius Rosenwald,NA,The Tuskegee Civil Rights and Historic Trail,2019,"Jewish American Society for Historic Preservation, City of Tuskegee, Tuskegee University",32.42958,-85.70863,NA,Tuskegee Institute,NA,Macon County,Alabama,Marker is at the intersection of Moton Drive and Booker T. Washington Boulevard on Moton Drive.,NA,http://www.hmdb.org/m.asp?m=134671
139875,12,"Samuel ""Sammy"" Leamon Younge, Jr.",NA,The Tuskegee Civil Rights and Historic Trail,2019,"City Of Tuskegee, Tuskegee University, Jewish American Society for Historic Preservation.",32.42452,-85.6893,East Martin Luther King Highway,Tuskegee,NA,Macon County,Alabama,"Marker is on East Martin Luther King Highway (U.S. 80) east of North Maple Street, on the left when traveling east.",NA,http://www.hmdb.org/m.asp?m=139875
139876,9,"""Trade With Your Friends""",The Tuskegee Boycott,The Tuskegee Civil Rights and Historic Trail,2019,"City Of Tuskegee, Tuskegee University, Jewish American Society for Historic Preservation.",32.42373,-85.69128,Westside Street,Tuskegee,NA,Macon County,Alabama,"Marker is on Westside Street south of West Northside Street, on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=139876
139877,8,William P. Mitchell,(1912-1986),The Tuskegee Civil Rights and Historic Trail,2019,"City Of Tuskegee, Tuskegee University, Jewish American Society for Historic Preservation.",32.42435,-85.69276,North Elm Street,Tuskegee,NA,Macon County,Alabama,"Marker is on North Elm Street north of West Northside Street, on the left when traveling north. <font color=red> Reported missing.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=139877
139878,11,Tuskegee High School,NA,The Tuskegee Civil Rights and Historic Trail,2019,"City Of Tuskegee, Tuskegee University, Jewish American Society for Historic Preservation.",32.42103,-85.68819,101 East Price Street,Tuskegee,NA,Macon County,Alabama,"Marker is at the intersection of South Main Street (U.S. 29) and East Price Street, on the right when traveling north on South Main Street.",NA,http://www.hmdb.org/m.asp?m=139878
139880,13,Mount Olive Missionary Baptist Church,NA,The Tuskegee Civil Rights and Historic Trail,2019,"City Of Tuskegee, Tuskegee University, Jewish American Society for Historic Preservation.",32.43131,-85.68634,410 Cedar Street,Tuskegee,NA,Macon County,Alabama,"Marker is on Cedar Street south of Railroad Avenue, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=139880
139884,7,Area Churches That Hosted Important Civil Rights Meetings,NA,The Tuskegee Civil Rights and Historic Trail,2019,"City Of Tuskegee, Tuskegee University, Jewish American Society for Historic Preservation.",32.42606,-85.70107,West Montgomery Road,Tuskegee,NA,Macon County,Alabama,"Marker is on West Montgomery Road east of Peyton Road, on the right when traveling west. <font color=red> Reported missing.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=139884
139885,6,Jessie Parkhurst Guzman,NA,The Tuskegee Civil Rights and Historic Trail,2019,"City Of Tuskegee, Tuskegee University, Jewish American Society for Historic Preservation.",32.42799,-85.70726,1210 NW Chambliss Street,Tuskegee Institute,NA,Macon County,Alabama,"Marker is on NW Chambliss Street south of West Montgomery Road, on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=139885
139886,3,The Tuskegee Institute Advancement League,NA,The Tuskegee Civil Rights and Historic Trail,2019,"City Of Tuskegee, Tuskegee University, Jewish American Society for Historic Preservation.",32.42957,-85.70734,University Avenue,Tuskegee Institute,NA,Macon County,Alabama,"Marker is on University Avenue east of Booker T Washington Boulevard, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=139886
139890,1,Amelia Boynton Robinson,NA,The Tuskegee Civil Rights and Historic Trail,2019,"City Of Tuskegee, Tuskegee University, Jewish American Society for Historic Preservation.",32.43134,-85.71595,Franklin Road,Tuskegee Institute,NA,Macon County,Alabama,"Marker is on Franklin Road near Boy Scout Circle, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=139890
139923,5,Tuskegee Civic Association,NA,The Tuskegee Civil Rights and Historic Trail,2019,"City of Tuskegee, Tuskegee University Jewish American Society for Historic Preservation",32.42879,-85.70784,1103 West Montgomery Road,Tuskegee Institute,NA,Macon County,Alabama,"Marker is at the intersection of West Montgomery Road and Chambliss Street, on the left when traveling west on West Montgomery Road.",NA,http://www.hmdb.org/m.asp?m=139923
140006,2,Charles Goode Gomillion,NA,The Tuskegee Civil Rights and Historic Trail,2019,"City Of Tuskegee, Tuskegee University, Jewish American Society for Historic Preservation.",32.42097,-85.71037,Bibb Street,Tuskegee Institute,NA,Macon County,Alabama,"Marker is on Bibb Street, 0.2 miles north of Hudson Street, on the left when traveling north.",NA,http://www.hmdb.org/m.asp?m=140006
144853,18,Howard-Linton Barbershop,Tuscaloosa Civil Rights History Trail,NA,2019,Tuscaloosa Civil Rights History Task Force,33.20072,-87.56903,1311 T.Y. Rogers Jr Avenue,Tuscaloosa,NA,Tuscaloosa County,Alabama,"Marker is on T.Y. Rogers Jr Avenue north of 14th Street, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=144853
144855,16,First African Baptist Church,Tuscaloosa Civil Rights History Trail,NA,2019,Tuscaloosa Civil Rights History Task Force.,33.20486,-87.57052,2621 Stillman Boulevard,Tuscaloosa,NA,Tuscaloosa County,Alabama,"Marker is on Stillman Boulevard east of T.Y. Rogers Jr Avenue, on the right when traveling east.",NA,http://www.hmdb.org/m.asp?m=144855
144856,1,Capitol Park,Tuscaloosa Civil Rights History Trail,NA,2019,Tuscaloosa Civil Rights History Task Force.,33.20734,-87.57359,2828 6th Street,Tuscaloosa,NA,Tuscaloosa County,Alabama,"Marker is at the intersection of 6th Street and 28th Avenue, on the right when traveling west on 6th Street.",NA,http://www.hmdb.org/m.asp?m=144856
144905,10,Saint John United Methodist Church,NA,Anniston Civil Rights Trail,2017,City of Anniston Historic Trails Program,33.6438,-85.82302,329 East D St,Anniston,NA,Calhoun County,Alabama,"Marker is at the intersection of East D Street and South Christine Avenue, on the left when traveling east on East D Street.",NA,http://www.hmdb.org/m.asp?m=144905
149279,7,St. Peter the Apostle Catholic Church,NA,Mount Vernon History Trail,NA,Town of Mount Vernon.,31.03817,-88.02314,16650 US-43,Chastang,NA,Mobile County,Alabama,"Marker is at the intersection of St Peter Parish School Road and Chastang Bluff, on the left when traveling north on St Peter Parish School Road.",NA,http://www.hmdb.org/m.asp?m=149279
149288,8,MOWA Band of Choctaw Indians,NA,Mount Vernon History Trail,NA,Town of Mount Vernon.,31.14038,-88.06172,1080 Red Fox Rd W,Calvert,NA,Washington County,Alabama,"Marker is on Red Fox Road, 3.2 miles west of U.S. 43, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=149288
149304,2,Mount Vernon Arsenal,NA,Mount Vernon History Trail,NA,Town of Mount Vernon,31.08813,-88.02424,NA,Mt. Vernon,NA,Mobile County,Alabama,"Marker is at the intersection of Superintendents Drive and Coy Smith Highway (Alabama Route 96), on the right when traveling west on Superintendents Drive.",NA,http://www.hmdb.org/m.asp?m=149304
149305,3,Mount Vernon Historical Museum and Train Depot,NA,Mount Vernon History Trail,NA,Town of Mount Vernon,31.08512,-88.01422,NA,Mt. Vernon,NA,Mobile County,Alabama,"Marker is at the intersection of Old Military Road (Alabama Route 96) and State Street, on the right when traveling east on Old Military Road.",NA,http://www.hmdb.org/m.asp?m=149305
149307,4,Old Military Road and Old Federal Road,NA,Mount Vernon History Trail,NA,Town of Mount Vernon.,31.08898,-87.99414,NA,Mt. Vernon,NA,Mobile County,Alabama,"Marker is on Old Military Road, 0.1 miles west of Shepard Lake Road East, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=149307
149309,5,Ephraim Kirby's Grave,NA,Mount Vernon History Trail,NA,Town of Mount Vernon,31.09126,-87.98148,NA,Mt. Vernon,NA,Mobile County,Alabama,"Marker is on Old Military Road East (Alabama Route 96) 0.1 miles north of Old Military Road South, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=149309
149312,6,Fort Stoddert,NA,Mount Vernon History Trail,NA,Town of Mount Vernon.,31.09125,-87.98147,NA,Mt. Vernon,NA,Mobile County,Alabama,"Marker is on Old Military Road East (Alabama Route 96) 0.1 miles Old Military Road South (Alabama Route 96), on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=149312
151219,20,Finley's Drug Stores,NA,NA,NA,the African-American Heritage Trail of Mobile.,30.69531,-88.05163,Martin Luther King Jr. Avenue,Mobile,NA,Mobile County,Alabama,"Marker is at the intersection of Martin Luther King Jr. Avenue and Tunstall Street, on the right when traveling north on Martin Luther King Jr. Avenue.",NA,http://www.hmdb.org/m.asp?m=151219
161845,2,Africatown,NA,NA,2019,Dora Franklin Finley African-American Heritage Trail of Mobile.,30.73236,-88.05707,NA,Mobile,NA,Mobile County,Alabama,"Marker is at the intersection of Bay Bridge Road (Alternate U.S. 90) and Magazine Road South, on the right when traveling east on Bay Bridge Road.",NA,http://www.hmdb.org/m.asp?m=161845
167104,4,The Big Spring of Today,Huntsville Water Trail,NA,NA,Huntsville Utilities,34.7295,-86.58608,216 West Side Square,Huntsville,NA,Madison County,Alabama,Marker can be reached from Fountain Circle Southwest near West Side Square.,NA,http://www.hmdb.org/m.asp?m=167104
167108,3,The Spring Runs Its Course,Huntsville Water Trail,NA,NA,Huntsville Utilities,34.72939,-86.58663,NA,Huntsville,NA,Madison County,Alabama,Marker can be reached from Fountain Circle Southwest near West Side Square.,NA,http://www.hmdb.org/m.asp?m=167108
167109,2,Making the Water Work,Huntsville Water Trail,NA,NA,Huntsville Utilities,34.72921,-86.58705,NA,Huntsville,NA,Madison County,Alabama,Marker can be reached from Fountain Circle Southwest near West Side Square.,NA,http://www.hmdb.org/m.asp?m=167109
167110,1,History at Its Source,Huntsville Water Trail,NA,NA,Huntsville Utilities,34.72895,-86.58741,NA,Huntsville,NA,Madison County,Alabama,Marker can be reached from Church Street Southwest south of Clinton Avenue West.,NA,http://www.hmdb.org/m.asp?m=167110
167111,7,Where Does the Spring Water Go?,#7 — Huntsville Water Trail,NA,NA,Huntsville Utilities,34.72929,-86.5871,NA,Huntsville,NA,Madison County,Alabama,"Marker can be reached from Church Street Southwest south of Clinton Avenue West, on the left when traveling south.",NA,http://www.hmdb.org/m.asp?m=167111
180451,86,Trickem,NA,Legends & Lore,2020,"Alabama Folklife Association, William G. Pomeroy Foundation",34.56454,-87.41461,7144 AL-101,Hatton,NA,Lawrence County,Alabama,"Marker is on Alabama Route 101 south of County Road 147, on the right when traveling south.",NA,http://www.hmdb.org/m.asp?m=180451
187515,C1,Birmingham Civil Rights Institute,Destination,Birmingham Civil Rights Heritage Trail,NA,the Birmingham Civil Rights Heritage Trail.,33.51659,-86.81431,NA,Birmingham,NA,Jefferson County,Alabama,"Marker is at the intersection of 6th Avenue North and 16th Street North, on the left when traveling west on 6th Avenue North.",NA,http://www.hmdb.org/m.asp?m=187515
187523,C3,Sixteenth Street Baptist Church and Parsonage,Destination,Birmingham Civil Rights Heritage Trail,NA,the Birmingham Civil Rights Heritage Trail.,33.51648,-86.81493,1530 6th Ave N,Birmingham,NA,Jefferson County,Alabama,"Marker is on 6th Avenue North west of 16th Street North, on the right when traveling west.",NA,http://www.hmdb.org/m.asp?m=187523
187529,A4,The Palm Sunday March,March Route to Government,Birmingham Civil Rights Heritage Trail,NA,the Birmingham Civil Rights Heritage Trail.,33.51736,-86.81268,1715 6th Ave N,Birmingham,NA,Jefferson County,Alabama,"Marker is on 6th Avenue North west of 18th Street North, on the left when traveling west.",NA,http://www.hmdb.org/m.asp?m=187529
187571,E20,Death of an Icon,March Route Towards a Purposeful Life,Birmingham Civil Rights Heritage Trail,NA,the Birmingham Civil Rights Heritage Trail.,33.52724,-86.81618,NA,Birmingham,NA,Jefferson County,Alabama,"Marker is on 19th Street North north of F L Shuttlesworth Drive, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=187571
187573,E19,Shuttlesworth Returns to Birmingham,March Route Towards a Purposeful Life,Birmingham Civil Rights Heritage Trail,NA,the Birmingham Civil Rights Heritage Trail.,33.52682,-86.81588,NA,Birmingham,NA,Jefferson County,Alabama,"Marker is on 19th Street North north of F L Shuttlesworth Drive, on the right when traveling north.",NA,http://www.hmdb.org/m.asp?m=187573
