tag,JD,launch_date,launch_year,type,variant,mission,agency,state_code,category,agency_type
2016-014,2457456.72,2016-03-09,2016,Ariane 5ECA,,Eutelsat 65 West A,AE,F,O,private
2016-025,2457504.38,2016-04-25,2016,Soyuz-ST-A,Fregat,Sentinel 1B/Microscope,AE,F,O,private
2016-030,2457532.87,2016-05-24,2016,Soyuz-ST-B,Fregat,GalileoSat 13-14,AE,F,O,private
2016-039,2457558.4,2016-06-18,2016,Ariane 5ECA,,Echostar 18/BRISAT,AE,F,O,private
2016-053,2457625.43,2016-08-24,2016,Ariane 5ECA,,IS-33e/IS-36,AE,F,O,private
2016-058,2457647.57,2016-09-16,2016,Vega,1,PeruSAT-1/Skysat 4-7,AE,F,O,private
2016-060,2457667.35,2016-10-05,2016,Ariane 5ECA,,Sky Muster/GSAT,AE,F,O,private
2016-069,2457710.05,2016-11-17,2016,Ariane 5ES,,GalileoSat 15-18,AE,F,O,private
2016-073,2457728.08,2016-12-05,2016,Vega,1,Gokturk-1,AE,F,O,private
2016-082,2457744.35,2016-12-21,2016,Ariane 5ECA,,JCSAT-15/Star One D1,AE,F,O,private
2017-006,2457781.54,2017-01-28,2017,Soyuz-ST-B,Fregat,Hispasat 36W-1,AE,F,O,private
2017-007,2457799.4,2017-02-14,2017,Ariane 5ECA,,SkyBrasil-1/Telkom-3S,AE,F,O,private
2017-013,2457819.58,2017-03-07,2017,Vega,1,Sentinel-2B,AE,F,O,private
2017-023,2457878.41,2017-05-04,2017,Ariane 5ECA,,SDGC/Koreasat 7,AE,F,O,private
2017-026,2457892,2017-05-18,2017,Soyuz-ST-A,Fregat,SES-15,AE,F,O,private
2017-029,2457906.49,2017-06-01,2017,Ariane 5ECA,,Viasat 2/Eutelsat 172B,AE,F,O,private
2017-040,2457933.39,2017-06-28,2017,Ariane 5ECA,,HellasSat 3/GSAT 17,AE,F,O,private
2017-044,2457967.58,2017-08-02,2017,Vega,1,Optsat-3000/Venmus,AE,F,O,private
2017-059,2458026.41,2017-09-29,2017,Ariane 5ECA,,IS-37e/BSAT-4a,AE,F,O,private
2017-070,2458065.57,2017-11-08,2017,Vega,1,Mohammed VI-A,AE,F,O,private
2017-079,2458100.27,2017-12-12,2017,Ariane 5ES,,Galileosat 19-22,AE,F,O,private
2018-012,2458144.43,2018-01-25,2018,Ariane 5ECA,,SES-14/Al Yah 3,AE,F,O,private
2018-024,2458187.22,2018-03-09,2018,Soyuz-ST-B,Fregat,O3b FM13/14/15/16,AE,F,O,private
2018-033,2458214.4,2018-04-05,2018,Ariane 5ECA,,Superbird 8/Hylas 4,AE,F,O,private
2018-060,2458324.98,2018-07-25,2018,Ariane 5ES,,Galileosat 23-26,AE,F,O,private
2018-066,2458353.39,2018-08-22,2018,Vega,1,ADM-Aeolus,AE,F,O,private
2018-074,2458387.44,2018-09-25,2018,Ariane 5ECA,,Horizons-3e/Azerspace-2,AE,F,O,private
1985-F03,2446321.48,1985-09-12,1985,Ariane 3,,ECS 3,AE,F,F,private
1986-F05,2446581.54,1986-05-31,1986,Ariane 2,,INTELSAT VA F14,AE,F,F,private
1990-F01,2447945.47,1990-02-22,1990,Ariane 44L,44L,Superbird B,AE,F,F,private
1994-F01,2449377.4,1994-01-24,1994,Ariane 44LP,44LP+,Eutelsat 2 F5,AE,F,F,private
1994-F04,2449688.46,1994-12-01,1994,Ariane 42P,42P-3,Panamsat K2,AE,F,F,private
2002-F03,2452620.43,2002-12-11,2002,Ariane 5ECA,,Hot Bird 7,AE,F,F,private
1997-F03,2450755.02,1997-11-02,1997,VLS-1,,SCD-2A,BR,BR,F,state
1999-F05,2451524.27,1999-12-11,1999,VLS-1,,SACI-2,BR,BR,F,state
1992-083,2448955.4,1992-11-28,1992,Titan 404A,,Improved CRYSTAL 2104,US,US,O,state
1994-004,2449378.19,1994-01-25,1994,Titan II SLV,,DSPSE,US,US,O,state
2000-004,2451570.63,2000-01-27,2000,Minotaur 1,,JAWSAT,US,US,O,state
2000-042,2451745.34,2000-07-19,2000,Minotaur 1,,Mightysat 2.1,US,US,O,state
1993-F02,2449202.33,1993-08-02,1993,Titan 403A,,SLDCOM 3/INTRUDER 3,US,US,F,state
1993-F04,2449266.25,1993-10-05,1993,Titan II SLV,,Landsat 6,US,US,F,state
1962 A OMI,2437899.98,1962-08-23,1962,Scout X-2M,,P35-2,US,US,O,state
1962 B PI,2437980.35,1962-11-11,1962,Atlas Agena B,,AFP-201 PVP 855,US,US,O,state
1962 B PSI,2438017.56,1962-12-19,1962,Scout X-3,,Transit VA-1,US,US,O,state
1963-005,2438080.2,1963-02-19,1963,Scout X-3M,,P35-3,US,US,O,state
1963-014,2438159.34,1963-05-09,1963,Atlas Agena B,,Midas ETS-III F2,US,US,O,state
1963-022,2438196.58,1963-06-16,1963,Scout X-3,,Transit VA-3,US,US,O,state
1963-028,2438223.37,1963-07-12,1963,Atlas Agena D,,GAMBIT SV 951,US,US,O,state
1963-030,2438229.66,1963-07-19,1963,Atlas Agena B,,Midas ETS-III F4,US,US,O,state
1963-036,2438279.31,1963-09-06,1963,Atlas Agena D,,GAMBIT SV 952,US,US,O,state
1963-041,2438328.29,1963-10-25,1963,Atlas Agena D,,GAMBIT SV 953,US,US,O,state
1963-051,2438382.41,1963-12-18,1963,Atlas Agena D,,GAMBIT SV 954,US,US,O,state
1963-053,2438383.28,1963-12-19,1963,Scout X-4,,AD-A,US,US,O,state
1964-009,2438451.29,1964-02-25,1964,Atlas Agena D,,GAMBIT SV 955,US,US,O,state
1964-012,2438466.34,1964-03-11,1964,Atlas Agena D,,GAMBIT SV 956,US,US,O,state
1964-020,2438509.28,1964-04-23,1964,Atlas Agena D,,GAMBIT SV 957,US,US,O,state
1964-024,2438535.31,1964-05-19,1964,Atlas Agena D,,GAMBIT SV 958,US,US,O,state
1964-026,2438550.66,1964-06-04,1964,Scout X-4,,Transit VC,US,US,O,state
1964-036,2438583.29,1964-07-06,1964,Atlas Agena D,,GAMBIT SV 959,US,US,O,state
1964-045,2438622.42,1964-08-14,1964,Atlas SLV-3 Agena D,,GAMBIT SV 960,US,US,O,state
1964-051,2438633.07,1964-08-25,1964,Scout X-4,,NASA S-48,US,US,O,state
1964-058,2438662.34,1964-09-23,1964,Atlas SLV-3 Agena D,,GAMBIT SV 962,US,US,O,state
1964-064,2438678.63,1964-10-10,1964,Scout X-4,,Beacon Explorer B,US,US,O,state
1964-068,2438692.27,1964-10-23,1964,Atlas Agena D,,GAMBIT SV 963,US,US,O,state
1964-076,2438721.22,1964-11-21,1964,Scout X-4,,AD-B,US,US,O,state
1964-079,2438734.29,1964-12-04,1964,Atlas SLV-3 Agena D,,GAMBIT SV 964,US,US,O,state
1965-101,2439101.38,1965-12-06,1965,Scout X-4,,FR-1,US,US,O,state
1965-005,2438784.34,1965-01-23,1965,Atlas SLV-3 Agena D,,GAMBIT SV 965,US,US,O,state
1965-108,2439116.08,1965-12-21,1965,Titan IIIC,,LES 4,US,US,O,state
1965-109,2439116.69,1965-12-22,1965,Scout A,,NNS O-6,US,US,O,state
1965-019,2438832.31,1965-03-12,1965,Atlas SLV-3 Agena D,,GAMBIT SV 966,US,US,O,state
1965-027,2438854.39,1965-04-03,1965,Atlas SLV-3 Agena D,,SNAP-10A FS-4,US,US,O,state
1965-031,2438879.39,1965-04-28,1965,Atlas SLV-3 Agena D,,GAMBIT SV 967,US,US,O,state
1965-041,2438908.37,1965-05-27,1965,Atlas SLV-3 Agena D,,GAMBIT SV 968,US,US,O,state
1965-050,2438937.31,1965-06-25,1965,Atlas SLV-3 Agena D,,P-11 No. 4402,US,US,O,state
1965-062,2438976.3,1965-08-03,1965,Atlas SLV-3 Agena D,,GAMBIT SV 971,US,US,O,state
1965-076,2439034.31,1965-09-30,1965,Atlas SLV-3 Agena D,,GAMBIT SV 972,US,US,O,state
1965-078,2439038.88,1965-10-05,1965,Atlas D,,OV1-2S,US,US,O,state
1965-090,2439073.31,1965-11-08,1965,Atlas SLV-3 Agena D,,GAMBIT SV 973,US,US,O,state
1966-002,2439145.34,1966-01-19,1966,Atlas SLV-3 Agena D,,GAMBIT SV 974,US,US,O,state
1966-005,2439154.21,1966-01-28,1966,Scout A,,NNS O-7,US,US,O,state
1966-109,2439465.38,1966-12-05,1966,Atlas SLV-3 Agena D,,GAMBIT SV 985,US,US,O,state
1966-111,2439471.38,1966-12-11,1966,Atlas D,,OV1-9,US,US,O,state
1966-012,2439172.35,1966-02-15,1966,Atlas SLV-3 Agena D,,GAMBIT SV 975,US,US,O,state
1966-113,2439474.26,1966-12-14,1966,Titan IIIB,,GAMBIT-3 Mission 4303,US,US,O,state
1966-022,2439203.33,1966-03-18,1966,Atlas SLV-3 Agena D,,GAMBIT SV 976,US,US,O,state
1966-024,2439210.65,1966-03-26,1966,Scout A,,NNS O-8,US,US,O,state
1966-025,2439214.89,1966-03-30,1966,Atlas D,,OV1-4S,US,US,O,state
1966-032,2439235.3,1966-04-19,1966,Atlas SLV-3 Agena D,,GAMBIT SV 977,US,US,O,state
1966-034,2439237.91,1966-04-22,1966,Scout B,,OV3-1,US,US,O,state
1966-039,2439260.29,1966-05-14,1966,Atlas SLV-3 Agena D,,GAMBIT SV 978,US,US,O,state
1966-041,2439264.6,1966-05-19,1966,Scout A,,NNS O-9,US,US,O,state
1966-048,2439280.31,1966-06-03,1966,Atlas SLV-3 Agena D,,GAMBIT SV 979,US,US,O,state
1966-051,2439286.34,1966-06-09,1966,Atlas SLV-3 Agena D,,Midas RTS-I F1,US,US,O,state
1966-062,2439319.25,1966-07-12,1966,Atlas SLV-3 Agena D,,GAMBIT SV 980,US,US,O,state
1966-063,2439320.59,1966-07-14,1966,Atlas D,,OV1-8 PasComSat,US,US,O,state
1966-069,2439336.27,1966-07-29,1966,Titan IIIB,,GAMBIT-3 Mission 4301,US,US,O,state
1966-070,2439341.95,1966-08-04,1966,Scout B,,OV3-3,US,US,O,state
1966-073,2439348.31,1966-08-10,1966,Atlas SLV-3 Agena D,,Lunar Orbiter A,US,US,O,state
1966-074,2439354.27,1966-08-16,1966,Atlas SLV-3 Agena D,,GAMBIT SV 981,US,US,O,state
1966-076,2439355.6,1966-08-18,1966,Scout A,,NNS O-10,US,US,O,state
1966-077,2439357.31,1966-08-19,1966,Atlas SLV-3 Agena D,,Midas RTS-I F2,US,US,O,state
1966-083,2439385.25,1966-09-16,1966,Atlas SLV-3 Agena D,,GAMBIT SV 982,US,US,O,state
1966-089,2439404.42,1966-10-05,1966,Atlas SLV-3 Agena D,,Midas RTS-I F3,US,US,O,state
1966-090,2439411.3,1966-10-12,1966,Atlas SLV-3 Agena D,,GAMBIT SV 983,US,US,O,state
1966-097,2439427,1966-10-28,1966,Scout B,,OV3-2,US,US,O,state
1966-098,2439432.35,1966-11-02,1966,Atlas SLV-3 Agena D,,GAMBIT SV 984,US,US,O,state
1967-103,2439789.3,1967-10-25,1967,Titan IIIB,,GAMBIT-3 Mission 4309,US,US,O,state
1967-007,2439524.33,1967-02-02,1967,Atlas SLV-3 Agena D,,GAMBIT SV 986,US,US,O,state
1967-016,2439546.33,1967-02-24,1967,Titan IIIB,,GAMBIT-3 Mission 4304,US,US,O,state
1967-120,2439829.54,1967-12-05,1967,Scout B,,OV3-6,US,US,O,state
1967-121,2439830.28,1967-12-05,1967,Titan IIIB,,GAMBIT-3 Mission 4310,US,US,O,state
1967-034,2439594.64,1967-04-14,1967,Scout A,,NNS O-12,US,US,O,state
1967-042,2439616.17,1967-05-05,1967,Scout A,,UK-3,US,US,O,state
1967-048,2439628.88,1967-05-18,1967,Scout A,,NNS O-13,US,US,O,state
1967-050,2439633.27,1967-05-22,1967,Atlas SLV-3 Agena D,,GAMBIT SV 987,US,US,O,state
1967-055,2439646.25,1967-06-04,1967,Atlas SLV-3 Agena D,,GAMBIT SV 988,US,US,O,state
1967-064,2439662.18,1967-06-20,1967,Titan IIIB,,GAMBIT-3 Mission 4306,US,US,O,state
1967-072,2439699.29,1967-07-27,1967,Atlas D,,OV1-8S,US,US,O,state
1967-079,2439719.21,1967-08-16,1967,Titan IIIB,,GAMBIT-3 Mission 4307,US,US,O,state
1967-090,2439753.28,1967-09-19,1967,Titan IIIB,,GAMBIT-3 Mission 4308,US,US,O,state
1967-092,2439758.85,1967-09-25,1967,Scout A,,NNS O-14,US,US,O,state
1968-005,2439874.29,1968-01-18,1968,Titan IIIB,,GAMBIT-3 Mission 4311,US,US,O,state
1968-108,2440195.31,1968-12-04,1968,Titan IIIB,,GAMBIT-3 Mission 4318,US,US,O,state
1968-012,2439917.66,1968-03-02,1968,Scout A,,NNS O-18,US,US,O,state
1968-014,2439920.05,1968-03-04,1968,Atlas SLV-3A Agena D,,OGO E,US,US,O,state
1968-018,2439929.33,1968-03-13,1968,Titan IIIB,,GAMBIT-3 Mission 4312,US,US,O,state
1968-026,2439952.92,1968-04-06,1968,Atlas F,,OV1-13,US,US,O,state
1968-031,2439964.21,1968-04-17,1968,Titan IIIB,,GAMBIT-3 Mission 4313,US,US,O,state
1968-041,2439993.59,1968-05-17,1968,Scout B,,ESRO 2B,US,US,O,state
1968-047,2440013.23,1968-06-05,1968,Titan IIIB,,GAMBIT-3 Mission 4314,US,US,O,state
1968-059,2440049.31,1968-07-11,1968,Atlas F,,OV1-15S,US,US,O,state
1968-064,2440075.19,1968-08-06,1968,Titan IIIB,,GAMBIT-3 Mission 4315,US,US,O,state
1968-066,2440077.34,1968-08-08,1968,Scout B,,AD-C,US,US,O,state
1968-074,2440110.27,1968-09-10,1968,Titan IIIB,,GAMBIT-3 Mission 4316,US,US,O,state
1968-084,2440133.37,1968-10-03,1968,Scout B,,ESRO 1A,US,US,O,state
1968-099,2440167.3,1968-11-06,1968,Titan IIIB,,GAMBIT-3 Mission 4317,US,US,O,state
1969-007,2440244.3,1969-01-22,1969,Titan IIIB,,GAMBIT-3 Mission 4319,US,US,O,state
1969-019,2440285.31,1969-03-04,1969,Titan IIIB,,GAMBIT-3 Mission 4320,US,US,O,state
1969-025,2440298.82,1969-03-18,1969,Atlas F,,OV1-17S,US,US,O,state
1969-036,2440324.6,1969-04-13,1969,Atlas SLV-3A Agena D,,CANYON 2,US,US,O,state
1969-039,2440327.23,1969-04-15,1969,Titan IIIB,,GAMBIT-3 Mission 4321,US,US,O,state
1969-050,2440376.2,1969-06-03,1969,Titan IIIB,,GAMBIT-3 Mission 4322,US,US,O,state
1969-074,2440457.17,1969-08-23,1969,Titan 23B,,GAMBIT-3 Mission 4323,US,US,O,state
1969-083,2440496.44,1969-10-01,1969,Scout B,,ESRO 1B,US,US,O,state
1969-095,2440519.26,1969-10-24,1969,Titan 23B,,GAMBIT-3 Mission 4324,US,US,O,state
1969-097,2440533.58,1969-11-08,1969,Scout B,,GRS-A,US,US,O,state
1970-002,2440601.28,1970-01-14,1970,Titan 23B,,GAMBIT-3 Mission 4325,US,US,O,state
1970-031,2440692.16,1970-04-15,1970,Titan 23B,,GAMBIT-3 Mission 4326,US,US,O,state
1970-048,2440763.12,1970-06-25,1970,Titan 23B,,GAMBIT-3 Mission 4327,US,US,O,state
1970-061,2440817.11,1970-08-18,1970,Titan 23B,,GAMBIT-3 Mission 4328,US,US,O,state
1970-067,2440826.06,1970-08-27,1970,Scout A,,NNS O-19,US,US,O,state
1970-090,2440883.24,1970-10-23,1970,Titan 23B,,GAMBIT-3 Mission 4329,US,US,O,state
1971-005,2440973.26,1971-01-21,1971,Titan 23B,,GAMBIT-3 Mission 4330,US,US,O,state
1971-109,2441297.37,1971-12-11,1971,Scout B-1,F,UK 4,US,US,O,state
1971-021,2441031.66,1971-03-21,1971,Titan 33B,,Jumpseat 1,US,US,O,state
1971-033,2441064.15,1971-04-22,1971,Titan 23B,,GAMBIT-3 Mission 4331,US,US,O,state
1971-056,2441118.28,1971-06-15,1971,Titan IIID,,HEXAGON SV-1,US,US,O,state
1971-067,2441170.51,1971-08-07,1971,Atlas F,,OAR-901,US,US,O,state
1972-100,2441667.98,1972-12-16,1972,Scout D-1,F,GRS-B,US,US,O,state
1972-069,2441563.24,1972-09-02,1972,Scout B-1,F,Triad OI-1X,US,US,O,state
1972-076,2441593.34,1972-10-02,1972,Atlas Burner 2,,Radcat,US,US,O,state
1972-092,2441643.51,1972-11-22,1972,Scout D-1,F,ESRO 4,US,US,O,state
1973-081,2441985.53,1973-10-30,1973,Scout A-1,,NNS O-20,US,US,O,state
1974-007,2442092.25,1974-02-13,1974,Titan 24B,,GAMBIT-3 Mission 4341,US,US,O,state
1974-013,2442115.6,1974-03-09,1974,Scout D-1,F,X-4,US,US,O,state
1974-020,2442148.35,1974-04-10,1974,Titan IIID,,HEXAGON SV-8,US,US,O,state
1974-039,2442198.04,1974-05-30,1974,Titan IIIC,,ATS F,US,US,O,state
1974-040,2442202.46,1974-06-03,1974,Scout E-1,,Injun 6,US,US,O,state
1974-042,2442205.19,1974-06-06,1974,Titan 24B,,GAMBIT-3 Mission 4342,US,US,O,state
1974-054,2442242.72,1974-07-14,1974,Atlas F/PTS,,NTS 1,US,US,O,state
1974-055,2442244.99,1974-07-16,1974,Scout D-1,F,Aeros B,US,US,O,state
1974-065,2442274.16,1974-08-14,1974,Titan 24B,,GAMBIT-3 Mission 4343,US,US,O,state
1974-070,2442290.09,1974-08-30,1974,Scout D-1,,ANS,US,US,O,state
1974-085,2442350.31,1974-10-29,1974,Titan IIID,,HEXAGON SV-9,US,US,O,state
1975-055,2442581.88,1975-06-18,1975,Atlas SLV-3A Agena D,,CANYON 6,US,US,O,state
1975-099,2442697.78,1975-10-12,1975,Scout D-1,,TIP 2,US,US,O,state
1976-038,2442899.3,1976-04-30,1976,Atlas F/MSD,,PARCAE 1,US,US,O,state
1976-047,2442920.82,1976-05-22,1976,Scout B-1,,NNS O-15,US,US,O,state
1976-089,2443023.38,1976-09-01,1976,Scout D-1,,TIP 3,US,US,O,state
1977-112,2443486.24,1977-12-08,1977,Atlas F/MSD,,PARCAE 2,US,US,O,state
1977-114,2443489.45,1977-12-11,1977,Atlas SLV-3A Agena D,,AQUACADE 3,US,US,O,state
1977-038,2443287.26,1977-05-23,1977,Atlas SLV-3A Agena D,,CANYON 7,US,US,O,state
1977-053,2443317.85,1977-06-23,1977,Atlas F/SVS,,NTS 2,US,US,O,state
1978-112,2443853.67,1978-12-11,1978,Atlas F/SVS,,Navstar GPS SVN 4,US,US,O,state
1978-113,2443856.53,1978-12-14,1978,Titan IIIC,,DSCS II C-11,US,US,O,state
1978-020,2443562.49,1978-02-22,1978,Atlas F/SVS,,Navstar GPS SVN 1,US,US,O,state
1978-029,2443584.28,1978-03-16,1978,Titan IIID,,HEXAGON SV-14,US,US,O,state
1978-038,2443605.53,1978-04-07,1978,Atlas SLV-3A Agena D,,AQUACADE 4,US,US,O,state
1978-047,2443641.94,1978-05-13,1978,Atlas F/SVS,,Navstar GPS SVN 2,US,US,O,state
1978-058,2443670.3,1978-06-10,1978,Titan IIIC,,CHALET 1,US,US,O,state
1978-060,2443674.27,1978-06-14,1978,Titan IIID,,KH11-2 KENNAN,US,US,O,state
1978-064,2443686.55,1978-06-27,1978,Atlas F/Agena D,,Seasat A,US,US,O,state
1978-075,2443725.71,1978-08-05,1978,Titan 34B,,SDS 3,US,US,O,state
1978-093,2443788.52,1978-10-07,1978,Atlas F/SVS,,Navstar GPS SVN 3,US,US,O,state
1978-096,2443794.97,1978-10-13,1978,Atlas F,,Tiros-N,US,US,O,state
1979-017,2443928.85,1979-02-24,1979,Atlas F/OIS,,P78-1,US,US,O,state
1979-025,2443949.27,1979-03-16,1979,Titan IIID,,HEXAGON SV-15,US,US,O,state
1979-044,2444022.27,1979-05-28,1979,Titan 24B,,GAMBIT-3 Mission 4350,US,US,O,state
1979-053,2444035.07,1979-06-10,1979,Titan IIIC,,DSP 11,US,US,O,state
1979-057,2444052.16,1979-06-27,1979,Atlas F,,NOAA A,US,US,O,state
1979-086,2444147.97,1979-10-01,1979,Titan IIIC,,VORTEX 2,US,US,O,state
1979-098,2444198.59,1979-11-21,1979,Titan IIIC,,DSCS II D-13,US,US,O,state
1980-100,2444587.17,1980-12-13,1980,Titan 34B,,SDS 4,US,US,O,state
1980-010,2444277.38,1980-02-07,1980,Titan IIID,,KH11-3 KENNAN,US,US,O,state
1980-011,2444279.46,1980-02-09,1980,Atlas F/SVS,,Navstar GPS SVN 5,US,US,O,state
1980-019,2444301.89,1980-03-03,1980,Atlas F/MSD,,PARCAE 3,US,US,O,state
1980-032,2444355.92,1980-04-26,1980,Atlas F/SVS,,Navstar GPS SVN 6,US,US,O,state
1980-043,2444388.95,1980-05-29,1980,Atlas F,,NOAA B,US,US,O,state
1980-052,2444409.27,1980-06-18,1980,Titan IIID,,HEXAGON SV-16,US,US,O,state
1981-107,2444908.89,1981-10-31,1981,Titan IIIC,,VORTEX 3,US,US,O,state
1981-019,2444664.3,1981-02-28,1981,Titan 24B,,GAMBIT-3 Mission 4351,US,US,O,state
1981-025,2444680.31,1981-03-16,1981,Titan IIIC,,DSP 10,US,US,O,state
1981-038,2444719.4,1981-04-24,1981,Titan 34B,,Jumpseat 6,US,US,O,state
1981-059,2444778.95,1981-06-23,1981,Atlas F,,NOAA C,US,US,O,state
1981-085,2444851.27,1981-09-03,1981,Titan IIID,,KH11-4 KENNAN,US,US,O,state
1982-006,2444991.31,1982-01-21,1982,Titan 24B,,GAMBIT-3 Mission 4352,US,US,O,state
1982-106,2445272.67,1982-10-30,1982,Titan 34D/IUS,,DSCS II F-16,US,US,O,state
1982-111,2445291.39,1982-11-17,1982,Titan IIID,,KH11-5 KENNAN,US,US,O,state
1982-118,2445324.61,1982-12-21,1982,Atlas E,,DMSP Block 5D-2 S-6,US,US,O,state
1982-019,2445035.31,1982-03-06,1982,Titan IIIC,,DSP 13,US,US,O,state
1982-041,2445101.27,1982-05-11,1982,Titan IIID,,HEXAGON SV-17,US,US,O,state
1983-008,2445375.07,1983-02-09,1983,Atlas H,,PARCAE 5,US,US,O,state
1983-113,2445656.77,1983-11-18,1983,Atlas E,,DMSP Block 5D-2 S-7,US,US,O,state
1983-022,2445422.16,1983-03-28,1983,Atlas E,,NOAA E,US,US,O,state
1983-032,2445440.28,1983-04-15,1983,Titan 24B,,GAMBIT-3 Mission 4353,US,US,O,state
1983-056,2445495.47,1983-06-09,1983,Atlas H,,PARCAE 6,US,US,O,state
1983-060,2445506.28,1983-06-20,1983,Titan 34D,,HEXAGON SV-18,US,US,O,state
1983-072,2445529.93,1983-07-14,1983,Atlas E/SGS-2,,Navstar GPS SVN 8,US,US,O,state
1983-078,2445547.15,1983-07-31,1983,Titan 34B,,Jumpseat 7,US,US,O,state
1984-009,2445730.63,1984-01-31,1984,Titan 34D/Transtage,,VORTEX 4,US,US,O,state
1984-012,2445736.28,1984-02-05,1984,Atlas H,,PARCAE 7,US,US,O,state
1984-122,2446039.25,1984-12-04,1984,Titan 34D,,KH11-6 KENNAN,US,US,O,state
1984-123,2446046.95,1984-12-12,1984,Atlas E,,NOAA F,US,US,O,state
1984-129,2446056.5,1984-12-22,1984,Titan 34D/Transtage,,DSP 6R,US,US,O,state
1984-037,2445805.2,1984-04-14,1984,Titan 34D/Transtage,,DSP 12,US,US,O,state
1984-039,2445808.28,1984-04-17,1984,Titan 24B,,GAMBIT-3 Mission 4354,US,US,O,state
1984-059,2445864.98,1984-06-13,1984,Atlas E/SGS-2,,Navstar GPS SVN 9,US,US,O,state
1984-065,2445877.28,1984-06-25,1984,Titan 34D,,HEXAGON SV-19,US,US,O,state
1984-091,2445941.25,1984-08-28,1984,Titan 34B,,SDS 5,US,US,O,state
1984-097,2445952.4,1984-09-08,1984,Atlas E/SGS-2,,Navstar GPS SVN 10,US,US,O,state
1985-014,2446104.76,1985-02-08,1985,Titan 34B,,SDS 6,US,US,O,state
1985-021,2446137.58,1985-03-13,1985,Atlas E/OIS,,Geosat,US,US,O,state
1985-093,2446347.62,1985-10-09,1985,Atlas E/SGS-2,,Navstar GPS SVN 11,US,US,O,state
1986-014,2446470.92,1986-02-09,1986,Atlas H,,PARCAE 8,US,US,O,state
1986-073,2446691.16,1986-09-17,1986,Atlas E,,NOAA G,US,US,O,state
1987-015,2446838.78,1987-02-12,1987,Titan 34B,,QUASAR 7?,US,US,O,state
1987-043,2446931.16,1987-05-15,1987,Atlas H,,PARCAE 9,US,US,O,state
1987-053,2446966.61,1987-06-20,1987,Atlas E,,DMSP Block 5D-2 S-9,US,US,O,state
1987-090,2447095.4,1987-10-26,1987,Titan 34D,,Improved CRYSTAL 2102,US,US,O,state
1987-097,2447128.64,1987-11-29,1987,Titan 34D/Transtage,,DSP 5R,US,US,O,state
1988-006,2447194.75,1988-02-03,1988,Atlas E,,DMSP Block 5D-2 S-8,US,US,O,state
1988-077,2447407,1988-09-02,1988,Titan 34D/Transtage,,VORTEX 5,US,US,O,state
1988-078,2447409.89,1988-09-05,1988,Titan II SLV,,P-11 No. 5103,US,US,O,state
1988-089,2447428.92,1988-09-24,1988,Atlas E,,NOAA H,US,US,O,state
1988-099,2447472.25,1988-11-06,1988,Titan 34D,,Improved CRYSTAL 2103,US,US,O,state
1989-035,2447657.32,1989-05-10,1989,Titan 34D/Transtage,,VORTEX 6,US,US,O,state
1989-046,2447692.05,1989-06-14,1989,Titan 402A/IUS,,DSP 14,US,US,O,state
1989-069,2447773.75,1989-09-04,1989,Titan 34D/Transtage,,DSCS II E-15,US,US,O,state
1989-072,2447775.58,1989-09-06,1989,Titan II SLV,,P-11 No. 5104,US,US,O,state
1990-031,2447993.12,1990-04-11,1990,Atlas E Altair,,POGS,US,US,O,state
1990-050,2448050.72,1990-06-08,1990,Titan 405A,,SLDCOM 1/INTRUDER 1,US,US,O,state
1990-095,2448208.53,1990-11-13,1990,Titan 402A/IUS,,DSP 15,US,US,O,state
1991-017,2448324,1991-03-08,1991,Titan 403A,,LACROSSE 2,US,US,O,state
1991-076,2448568.8,1991-11-08,1991,Titan 403A,,SLDCOM 2/INTRUDER 2,US,US,O,state
1992-023,2448737.87,1992-04-25,1992,Titan II SLV,,P-11 No. 5105,US,US,O,state
1994-009,2449391.41,1994-02-07,1994,Titan 401A/Centaur,,Milstar DFS-1,US,US,O,state
1962-F03,2437780.95,1962-04-26,1962,Scout X-2,,GRAB SV5,US,US,F,state
1962-F05,2437808.5,,1962,Scout X-2M,,P35-1,US,US,F,state
1962-F09,2438016.36,1962-12-17,1962,Atlas Agena B,,Midas ETS-III F1,US,US,F,state
1963-F04,2438124.63,1963-04-05,1963,Scout X-3,,Transit VA-2,US,US,F,state
1963-F06,2438145.5,,1963,Scout X-2M,,P35-4,US,US,F,state
1963-F09,2438192.5,,1963,Atlas Agena B,,Midas ETS-III F3,US,US,F,state
1963-F12,2438299.97,1963-09-27,1963,Scout X-2B,,P35-5,US,US,F,state
1964-F08,2438571.57,1964-06-25,1964,Scout X-4,,AFCRL B,US,US,F,state
1964-F11,2438676.31,1964-10-07,1964,Atlas SLV-3 Agena D,,GAMBIT SV 961,US,US,F,state
1965-F01,2438782.4,1965-01-21,1965,Atlas D,,OV1-1,US,US,F,state
1965-F06,2438908.62,1965-05-28,1965,Atlas D,,OV1-3,US,US,F,state
1965-F07,2438954.29,1965-07-12,1965,Atlas SLV-3 Agena D,,GAMBIT SV 970,US,US,F,state
1967-F01,2439522.03,1967-01-31,1967,Scout B,,ATCOS 1,US,US,F,state
1967-F05,2439640.59,1967-05-30,1967,Scout B,,ESRO 2A,US,US,F,state
1968-F07,2440085.37,1968-08-16,1968,Atlas Burner 2,,UVR,US,US,F,state
1975-F03,2442515.54,1975-04-13,1975,Atlas F,,P72-2,US,US,F,state
1975-F06,2442752.65,1975-12-06,1975,Scout F-1,,DAD-A,US,US,F,state
