nature,animal_type,category,suburb,date_range,responsible_office,city
Animal,Attack,Not An Attack,THE GAP,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,SHORNCLIFFE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,NA,CARINA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,TINGALPA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CHERMSIDE WEST,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CARSELDINE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,DEAGON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,DEAGON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,DARRA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARINDALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Defecating In Public,ASPLEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Defecating In Public,ASPLEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WESTLAKE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WESTLAKE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,ELLEN GROVE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,FITZGIBBON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BRIGHTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,NA,BRIGHTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,KEPERRA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,TENERIFFE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,INALA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,PULLENVALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,YERONGA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KELVIN GROVE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,BRIGHTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WAVELL HEIGHTS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Too Many Animals,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,UPPER MOUNT GRAVATT,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BARDON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,ZILLMERE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BELLBOWRIE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BELLBOWRIE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,RUNCORN,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WACOL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WACOL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,KENMORE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Odour,EAST BRISBANE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CAMP HILL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,SALISBURY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,GREENSLOPES,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,KEDRON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Dangerous,JAMBOREE HEIGHTS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,THE GAP,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,BARDON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,UPPER KEDRON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ANNERLEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,DARRA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,ARCHERFIELD,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,RICHLANDS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,MANLY WEST,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,WOOLLOONGABBA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,CORINDA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,PALLARA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ASHGROVE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,MOUNT OMMANEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,CHERMSIDE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Defecating In Public,GORDON PARK,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BARDON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,UPPER MOUNT GRAVATT,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,GRACEVILLE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,TARRAGINDI,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,BANYO,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,DARRA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,RED HILL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,NA,PULLENVALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ENOGGERA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,SUNNYBANK,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,NA,WYNNUM WEST,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,CLAYFIELD,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,PALLARA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,KURABY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MANLY WEST,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CARINA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,FERNY GROVE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,ROBERTSON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Defecating In Public,MITCHELTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,UPPER KEDRON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,BOONDALL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,MOOROOKA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,JINDALEE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Too Many Animals,GRACEVILLE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ROCHEDALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WESTLAKE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,SHORNCLIFFE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,MOUNT GRAVATT EAST,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CAMP HILL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Too Many Animals,CAMP HILL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,UPPER KEDRON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,UPPER KEDRON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,NUDGEE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Too Many Animals,MOUNT CROSBY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MOOROOKA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,GREENSLOPES,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,KANGAROO POINT,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WOOLOOWIN,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WAVELL HEIGHTS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,BRACKEN RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,TARRAGINDI,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,BARDON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ASPLEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BRIGHTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,RICHLANDS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ZILLMERE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,KEPERRA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BULIMBA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,DREWVALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,TINGALPA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,DREWVALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Defecating In Public,GREENSLOPES,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,DREWVALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Too Many Animals,KANGAROO POINT,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Too Many Animals,KANGAROO POINT,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,SALISBURY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,FITZGIBBON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WYNNUM,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BANYO,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARINA HEIGHTS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Too Many Animals,CHAPEL HILL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ASHGROVE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,UPPER BROOKFIELD,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,MOUNT GRAVATT EAST,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,COORPAROO,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,BROOKFIELD,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,CARINA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,BRIGHTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,OXLEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Dangerous,STRETTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,AUCHENFLOWER,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BRIGHTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,COOPERS PLAINS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,BRIGHTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,NA,PULLENVALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,INALA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,CALAMVALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,TINGALPA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,NA,KEPERRA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,GAYTHORNE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Odour,ANNERLEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,TOOWONG,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,TOOWONG,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Too Many Animals,FIG TREE POCKET,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KARANA DOWNS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Deer,MOUNT OMMANEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,KARANA DOWNS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,DEAGON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,INALA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,INALA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,GAYTHORNE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,MITCHELTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CHERMSIDE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,MITCHELTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,NUNDAH,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WILSTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,MURARRIE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,CARINA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,COORPAROO,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,STAFFORD,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,KEDRON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,GUMDALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MITCHELTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,RICHLANDS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,MOGGILL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,KEDRON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,BRACKEN RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BULIMBA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Odour,EAST BRISBANE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Unregistered,MITCHELTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,NA,NORMAN PARK,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,STAFFORD HEIGHTS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,KEPERRA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ASHGROVE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,AUCHENFLOWER,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,BOONDALL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,EIGHT MILE PLAINS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Surrender,CALAMVALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,HOLLAND PARK WEST,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARINA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,HOLLAND PARK,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,EIGHT MILE PLAINS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,MITCHELTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BALD HILLS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Dangerous,TARRAGINDI,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,WEST END,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,BARDON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,BRIDGEMAN DOWNS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,INALA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,NA,BROOKFIELD,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,NA,PALLARA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MANLY WEST,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Odour,CARINA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,MITCHELTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CHAPEL HILL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WAVELL HEIGHTS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,FOREST LAKE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Dangerous,SALISBURY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,NORTHGATE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,OXLEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,DARRA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fencing Issues,WAVELL HEIGHTS,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,SANDGATE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,GRANGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,CARINDALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,GORDON PARK,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,EVERTON PARK,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,WYNNUM,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,DARRA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,NA,MOGGILL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ROCHEDALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,INALA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,NEW FARM,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,KENMORE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Defecating In Public,ROBERTSON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,WACOL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,OXLEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,TARRAGINDI,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WYNNUM,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,FOREST LAKE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,NA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,GREENSLOPES,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,ANSTEAD,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,NA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat,NA,BOONDALL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,CANNON HILL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,CHERMSIDE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ZILLMERE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,CARINA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KEPERRA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,OXLEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Deer,MOUNT OMMANEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Not An Attack,ALGESTER,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MANSFIELD,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,GEEBUNG,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Unregistered,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Unregistered,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Unregistered,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Unregistered,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Unregistered,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,HEMMANT,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,KEDRON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,ENOGGERA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Too Many Animals,ASHGROVE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,BARDON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ASHGROVE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fox,MANLY WEST,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ROCKLEA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,AUCHENFLOWER,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,LOTA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Unregistered,BRISBANE CITY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARSELDINE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,CARSELDINE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Unregistered,ALDERLEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,CHERMSIDE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ELLEN GROVE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,ELLEN GROVE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,DURACK,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On An Animal,MILTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WYNNUM,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,WYNNUM,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,WYNNUM,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Too Many Animals,KEPERRA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,NA,BANYO,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Menacing,INALA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,INALA,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,Attack On A Person,NORTHGATE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Too Many Animals,ACACIA RIDGE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Attack,NA,TARRAGINDI,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,SANDGATE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,NA,MURARRIE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Nuisance Animal,CARINDALE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Defecating In Public,SANDGATE,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Pest / Feral Animal,WYNNUM,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,RED HILL,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,NA,ALDERLEY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Cat Trapping,NA,INDOOROOPILLY,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Dog,Fencing Issues,MITCHELTON,1st-quarter-2016-17.csv,NA,Brisbane
Animal,Other Animal,Fencing Issues,PULLENVALE,1st-quarter-2016-17.csv,NA,Brisbane
