Animal Type,Complaint Type,Date Received,Suburb,Electoral Division
dog,Private Impound,June 2020,Hyde Park,Division 9
dog,Aggressive Animal,June 2020,Mundingburra,Division 9
dog,Aggressive Animal,June 2020,Mundingburra,Division 9
dog,Enclosure,June 2020,Mundingburra,Division 9
dog,Wandering,June 2020,Mundingburra,Division 9
cat,Private Impound,June 2020,Mysterton,Division 9
dog,Private Impound,June 2020,Mysterton,Division 9
dog,Private Impound,June 2020,Mysterton,Division 9
dog,Noise,June 2020,Pimlico,Division 9
dog,Noise,June 2020,Pimlico,Division 9
dog,Noise,June 2020,Pimlico,Division 9
dog,Noise,June 2020,Pimlico,Division 9
dog,Aggressive Animal,June 2020,Railway Estate,Division 9
dog,Enclosure,June 2020,Railway Estate,Division 9
cat,Private Impound,June 2020,Railway Estate,Division 9
cat,Private Impound,June 2020,Railway Estate,Division 9
dog,Private Impound,June 2020,Railway Estate,Division 9
dog,Wandering,June 2020,Railway Estate,Division 9
dog,Enclosure,June 2020,Rosslea,Division 9
dog,Noise,June 2020,Rosslea,Division 9
dog,Private Impound,June 2020,Rosslea,Division 9
cat,Private Impound,June 2020,Townsville City,Division 9
dog,Private Impound,June 2020,Townsville City,Division 9
cat,Enclosure,June 2020,West End,Division 9
dog,Enclosure,June 2020,West End,Division 9
dog,Noise,June 2020,West End,Division 9
dog,Noise,June 2020,West End,Division 9
dog,Noise,June 2020,West End,Division 9
dog,Private Impound,June 2020,West End,Division 9
dog,Wandering,June 2020,West End,Division 9
dog,Wandering,June 2020,West End,Division 9
dog,Aggressive Animal,June 2020,Condon,Unallocated
dog,Wandering,June 2020,Condon,Unallocated
dog,Wandering,June 2020,Condon,Unallocated
dog,Wandering,June 2020,Cranbrook,Unallocated
dog,Wandering,June 2020,Cranbrook,Unallocated
dog,Attack,June 2020,Kirwan,Unallocated
dog,Wandering,June 2020,Kirwan,Unallocated
dog,Wandering,June 2020,Kirwan,Unallocated
dog,Wandering,June 2020,Kirwan,Unallocated
dog,Aggressive Animal,June 2020,Mount Louisa,Unallocated
dog,Wandering,June 2020,Railway Estate,Unallocated
dog,Wandering,June 2020,Townsville City,Unallocated
dog,Attack,June 2020,Unallocated,Unallocated
dog,Wandering,June 2020,Unallocated,Unallocated
dog,Wandering,June 2020,Unallocated,Unallocated
dog,Wandering,June 2020,Unallocated,Unallocated
dog,Aggressive Animal,May 2020,Alice River,Division 1
dog,Aggressive Animal,May 2020,Alice River,Division 1
dog,Attack,May 2020,Alice River,Division 1
dog,Enclosure,May 2020,Alice River,Division 1
dog,Enclosure,May 2020,Alice River,Division 1
dog,Noise,May 2020,Alice River,Division 1
dog,Wandering,May 2020,Alice River,Division 1
dog,Attack,May 2020,Balgal Beach,Division 1
dog,Attack,May 2020,Balgal Beach,Division 1
dog,Aggressive Animal,May 2020,Black River,Division 1
dog,Noise,May 2020,Black River,Division 1
dog,Wandering,May 2020,Bluewater,Division 1
cat,Private Impound,May 2020,Bluewater Park,Division 1
dog,Noise,May 2020,Bohle Plains,Division 1
dog,Noise,May 2020,Bohle Plains,Division 1
cat,Private Impound,May 2020,Bohle Plains,Division 1
cat,Private Impound,May 2020,Bohle Plains,Division 1
dog,Aggressive Animal,May 2020,Deeragun,Division 1
dog,Aggressive Animal,May 2020,Deeragun,Division 1
dog,Enclosure,May 2020,Deeragun,Division 1
dog,Enclosure,May 2020,Deeragun,Division 1
dog,Enclosure,May 2020,Deeragun,Division 1
dog,Enclosure,May 2020,Deeragun,Division 1
dog,Enclosure,May 2020,Deeragun,Division 1
dog,Noise,May 2020,Deeragun,Division 1
dog,Noise,May 2020,Deeragun,Division 1
dog,Noise,May 2020,Deeragun,Division 1
dog,Noise,May 2020,Deeragun,Division 1
dog,Noise,May 2020,Deeragun,Division 1
cat,Private Impound,May 2020,Deeragun,Division 1
cat,Private Impound,May 2020,Deeragun,Division 1
dog,Private Impound,May 2020,Deeragun,Division 1
dog,Private Impound,May 2020,Deeragun,Division 1
dog,Private Impound,May 2020,Deeragun,Division 1
dog,Wandering,May 2020,Deeragun,Division 1
dog,Wandering,May 2020,Deeragun,Division 1
dog,Wandering,May 2020,Deeragun,Division 1
dog,Wandering,May 2020,Deeragun,Division 1
dog,Aggressive Animal,May 2020,Jensen,Division 1
dog,Attack,May 2020,Jensen,Division 1
dog,Enclosure,May 2020,Jensen,Division 1
dog,Enclosure,May 2020,Jensen,Division 1
dog,Private Impound,May 2020,Jensen,Division 1
dog,Attack,May 2020,Rangewood,Division 1
dog,Noise,May 2020,Shaw,Division 1
dog,Noise,May 2020,Shaw,Division 1
dog,Attack,May 2020,Toolakea,Division 1
dog,Aggressive Animal,May 2020,Yabulu,Division 1
dog,Aggressive Animal,May 2020,Yabulu,Division 1
dog,Attack,May 2020,Yabulu,Division 1
dog,Enclosure,May 2020,Yabulu,Division 1
dog,Wandering,May 2020,Yabulu,Division 1
dog,Wandering,May 2020,Yabulu,Division 1
dog,Aggressive Animal,May 2020,Alligator Creek,Division 10
dog,Aggressive Animal,May 2020,Alligator Creek,Division 10
dog,Attack,May 2020,Alligator Creek,Division 10
dog,Enclosure,May 2020,Alligator Creek,Division 10
dog,Aggressive Animal,May 2020,Cluden,Division 10
dog,Enclosure,May 2020,Cluden,Division 10
dog,Noise,May 2020,Cluden,Division 10
dog,Private Impound,May 2020,Cluden,Division 10
dog,Aggressive Animal,May 2020,Idalia,Division 10
dog,Aggressive Animal,May 2020,Idalia,Division 10
dog,Enclosure,May 2020,Idalia,Division 10
dog,Noise,May 2020,Idalia,Division 10
dog,Noise,May 2020,Idalia,Division 10
cat,Private Impound,May 2020,Idalia,Division 10
cat,Private Impound,May 2020,Idalia,Division 10
cat,Private Impound,May 2020,Idalia,Division 10
cat,Private Impound,May 2020,Idalia,Division 10
cat,Private Impound,May 2020,Idalia,Division 10
dog,Private Impound,May 2020,Idalia,Division 10
dog,Private Impound,May 2020,Idalia,Division 10
dog,Wandering,May 2020,Idalia,Division 10
dog,Wandering,May 2020,Idalia,Division 10
dog,Attack,May 2020,Nome,Division 10
dog,Attack,May 2020,Nome,Division 10
dog,Wandering,May 2020,Oak Valley,Division 10
dog,Attack,May 2020,Oonoonba,Division 10
dog,Attack,May 2020,Oonoonba,Division 10
dog,Enclosure,May 2020,Oonoonba,Division 10
dog,Enclosure,May 2020,Oonoonba,Division 10
dog,Noise,May 2020,Oonoonba,Division 10
cat,Private Impound,May 2020,Oonoonba,Division 10
dog,Private Impound,May 2020,Oonoonba,Division 10
dog,Wandering,May 2020,Oonoonba,Division 10
dog,Wandering,May 2020,Oonoonba,Division 10
dog,Aggressive Animal,May 2020,Railway Estate,Division 10
dog,Attack,May 2020,Railway Estate,Division 10
dog,Attack,May 2020,Railway Estate,Division 10
dog,Attack,May 2020,Railway Estate,Division 10
dog,Enclosure,May 2020,Railway Estate,Division 10
dog,Noise,May 2020,Railway Estate,Division 10
dog,Private Impound,May 2020,Railway Estate,Division 10
dog,Enclosure,May 2020,Stuart,Division 10
dog,Private Impound,May 2020,Stuart,Division 10
dog,Aggressive Animal,May 2020,Wulguru,Division 10
dog,Aggressive Animal,May 2020,Wulguru,Division 10
dog,Aggressive Animal,May 2020,Wulguru,Division 10
dog,Attack,May 2020,Wulguru,Division 10
dog,Attack,May 2020,Wulguru,Division 10
dog,Attack,May 2020,Wulguru,Division 10
dog,Enclosure,May 2020,Wulguru,Division 10
dog,Enclosure,May 2020,Wulguru,Division 10
dog,Enclosure,May 2020,Wulguru,Division 10
dog,Enclosure,May 2020,Wulguru,Division 10
dog,Noise,May 2020,Wulguru,Division 10
cat,Private Impound,May 2020,Wulguru,Division 10
dog,Private Impound,May 2020,Wulguru,Division 10
dog,Private Impound,May 2020,Wulguru,Division 10
dog,Private Impound,May 2020,Wulguru,Division 10
dog,Wandering,May 2020,Wulguru,Division 10
dog,Wandering,May 2020,Wulguru,Division 10
dog,Attack,May 2020,Black River,Division 2
dog,Wandering,May 2020,Black River,Division 2
dog,Aggressive Animal,May 2020,Burdell,Division 2
dog,Attack,May 2020,Burdell,Division 2
dog,Attack,May 2020,Burdell,Division 2
dog,Noise,May 2020,Burdell,Division 2
dog,Noise,May 2020,Burdell,Division 2
dog,Noise,May 2020,Burdell,Division 2
dog,Noise,May 2020,Burdell,Division 2
dog,Private Impound,May 2020,Burdell,Division 2
dog,Private Impound,May 2020,Burdell,Division 2
dog,Aggressive Animal,May 2020,Bushland Beach,Division 2
dog,Aggressive Animal,May 2020,Bushland Beach,Division 2
dog,Attack,May 2020,Bushland Beach,Division 2
dog,Enclosure,May 2020,Bushland Beach,Division 2
dog,Enclosure,May 2020,Bushland Beach,Division 2
dog,Noise,May 2020,Bushland Beach,Division 2
dog,Noise,May 2020,Bushland Beach,Division 2
dog,Noise,May 2020,Bushland Beach,Division 2
dog,Noise,May 2020,Bushland Beach,Division 2
dog,Noise,May 2020,Bushland Beach,Division 2
dog,Noise,May 2020,Bushland Beach,Division 2
dog,Noise,May 2020,Bushland Beach,Division 2
dog,Noise,May 2020,Bushland Beach,Division 2
dog,Noise,May 2020,Bushland Beach,Division 2
dog,Private Impound,May 2020,Bushland Beach,Division 2
dog,Wandering,May 2020,Bushland Beach,Division 2
dog,Aggressive Animal,May 2020,Mount Low,Division 2
dog,Aggressive Animal,May 2020,Mount Low,Division 2
dog,Attack,May 2020,Mount Low,Division 2
cat,Enclosure,May 2020,Mount Low,Division 2
dog,Noise,May 2020,Mount Low,Division 2
dog,Noise,May 2020,Mount Low,Division 2
dog,Noise,May 2020,Mount Low,Division 2
dog,Noise,May 2020,Mount Low,Division 2
dog,Noise,May 2020,Mount Low,Division 2
dog,Enclosure,May 2020,Saunders Beach,Division 2
dog,Attack,May 2020,Arcadia,Division 3
dog,Attack,May 2020,Belgian Gardens,Division 3
dog,Enclosure,May 2020,Belgian Gardens,Division 3
dog,Noise,May 2020,Belgian Gardens,Division 3
cat,Private Impound,May 2020,Belgian Gardens,Division 3
cat,Private Impound,May 2020,Belgian Gardens,Division 3
dog,Aggressive Animal,May 2020,Bohle,Division 3
dog,Enclosure,May 2020,Bohle,Division 3
cat,Private Impound,May 2020,Bohle,Division 3
dog,Aggressive Animal,May 2020,Castle Hill,Division 3
dog,Noise,May 2020,Castle Hill,Division 3
dog,Aggressive Animal,May 2020,Garbutt,Division 3
dog,Attack,May 2020,Garbutt,Division 3
dog,Attack,May 2020,Garbutt,Division 3
dog,Enclosure,May 2020,Garbutt,Division 3
dog,Enclosure,May 2020,Garbutt,Division 3
dog,Noise,May 2020,Garbutt,Division 3
dog,Noise,May 2020,Garbutt,Division 3
dog,Noise,May 2020,Garbutt,Division 3
dog,Wandering,May 2020,Garbutt,Division 3
dog,Wandering,May 2020,Garbutt,Division 3
dog,Noise,May 2020,Horseshoe Bay,Division 3
dog,Enclosure,May 2020,Nelly Bay,Division 3
dog,Enclosure,May 2020,Nelly Bay,Division 3
dog,Aggressive Animal,May 2020,North Ward,Division 3
dog,Aggressive Animal,May 2020,North Ward,Division 3
cat,Private Impound,May 2020,North Ward,Division 3
dog,Wandering,May 2020,North Ward,Division 3
dog,Wandering,May 2020,North Ward,Division 3
dog,Wandering,May 2020,Pallarenda,Division 3
dog,Wandering,May 2020,Pallarenda,Division 3
dog,Wandering,May 2020,Pallarenda,Division 3
dog,Enclosure,May 2020,South Townsville,Division 3
dog,Wandering,May 2020,South Townsville,Division 3
dog,Wandering,May 2020,South Townsville,Division 3
dog,Enclosure,May 2020,Townsville City,Division 3
dog,Noise,May 2020,Townsville City,Division 3
dog,Private Impound,May 2020,Townsville City,Division 3
dog,Aggressive Animal,May 2020,Condon,Division 4
dog,Aggressive Animal,May 2020,Condon,Division 4
dog,Aggressive Animal,May 2020,Condon,Division 4
dog,Attack,May 2020,Condon,Division 4
dog,Attack,May 2020,Condon,Division 4
dog,Enclosure,May 2020,Condon,Division 4
dog,Enclosure,May 2020,Condon,Division 4
dog,Enclosure,May 2020,Condon,Division 4
dog,Enclosure,May 2020,Condon,Division 4
dog,Noise,May 2020,Condon,Division 4
dog,Noise,May 2020,Condon,Division 4
cat,Private Impound,May 2020,Condon,Division 4
dog,Private Impound,May 2020,Condon,Division 4
dog,Private Impound,May 2020,Condon,Division 4
dog,Private Impound,May 2020,Condon,Division 4
dog,Aggressive Animal,May 2020,Kelso,Division 4
dog,Aggressive Animal,May 2020,Kelso,Division 4
dog,Aggressive Animal,May 2020,Kelso,Division 4
dog,Aggressive Animal,May 2020,Kelso,Division 4
dog,Aggressive Animal,May 2020,Kelso,Division 4
dog,Attack,May 2020,Kelso,Division 4
dog,Attack,May 2020,Kelso,Division 4
dog,Attack,May 2020,Kelso,Division 4
dog,Attack,May 2020,Kelso,Division 4
cat,Enclosure,May 2020,Kelso,Division 4
dog,Enclosure,May 2020,Kelso,Division 4
dog,Enclosure,May 2020,Kelso,Division 4
dog,Enclosure,May 2020,Kelso,Division 4
dog,Enclosure,May 2020,Kelso,Division 4
dog,Enclosure,May 2020,Kelso,Division 4
dog,Enclosure,May 2020,Kelso,Division 4
dog,Enclosure,May 2020,Kelso,Division 4
dog,Enclosure,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
dog,Noise,May 2020,Kelso,Division 4
cat,Private Impound,May 2020,Kelso,Division 4
dog,Private Impound,May 2020,Kelso,Division 4
dog,Private Impound,May 2020,Kelso,Division 4
dog,Private Impound,May 2020,Kelso,Division 4
dog,Private Impound,May 2020,Kelso,Division 4
dog,Private Impound,May 2020,Kelso,Division 4
dog,Wandering,May 2020,Kelso,Division 4
dog,Wandering,May 2020,Kelso,Division 4
dog,Wandering,May 2020,Kelso,Division 4
dog,Wandering,May 2020,Kelso,Division 4
dog,Wandering,May 2020,Kelso,Division 4
dog,Wandering,May 2020,Kelso,Division 4
dog,Wandering,May 2020,Kelso,Division 4
dog,Enclosure,May 2020,Rasmussen,Division 4
dog,Enclosure,May 2020,Rasmussen,Division 4
dog,Enclosure,May 2020,Rasmussen,Division 4
dog,Enclosure,May 2020,Rasmussen,Division 4
dog,Enclosure,May 2020,Rasmussen,Division 4
dog,Enclosure,May 2020,Rasmussen,Division 4
dog,Noise,May 2020,Rasmussen,Division 4
cat,Private Impound,May 2020,Rasmussen,Division 4
dog,Private Impound,May 2020,Rasmussen,Division 4
dog,Private Impound,May 2020,Rasmussen,Division 4
dog,Wandering,May 2020,Rasmussen,Division 4
dog,Wandering,May 2020,Rasmussen,Division 4
dog,Wandering,May 2020,Rasmussen,Division 4
dog,Wandering,May 2020,Rasmussen,Division 4
dog,Attack,May 2020,Cranbrook,Division 5
dog,Attack,May 2020,Cranbrook,Division 5
dog,Enclosure,May 2020,Cranbrook,Division 5
dog,Enclosure,May 2020,Cranbrook,Division 5
dog,Enclosure,May 2020,Cranbrook,Division 5
dog,Noise,May 2020,Cranbrook,Division 5
dog,Noise,May 2020,Cranbrook,Division 5
dog,Wandering,May 2020,Cranbrook,Division 5
dog,Aggressive Animal,May 2020,Kirwan,Division 5
dog,Aggressive Animal,May 2020,Kirwan,Division 5
dog,Enclosure,May 2020,Kirwan,Division 5
dog,Enclosure,May 2020,Kirwan,Division 5
dog,Enclosure,May 2020,Kirwan,Division 5
dog,Enclosure,May 2020,Kirwan,Division 5
dog,Enclosure,May 2020,Kirwan,Division 5
dog,Enclosure,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Kirwan,Division 5
dog,Private Impound,May 2020,Kirwan,Division 5
dog,Private Impound,May 2020,Kirwan,Division 5
dog,Private Impound,May 2020,Kirwan,Division 5
dog,Private Impound,May 2020,Kirwan,Division 5
dog,Wandering,May 2020,Kirwan,Division 5
dog,Noise,May 2020,Mount Louisa,Division 5
dog,Noise,May 2020,Mount Louisa,Division 5
dog,Noise,May 2020,Mount Louisa,Division 5
dog,Private Impound,May 2020,Mount Louisa,Division 5
dog,Enclosure,May 2020,Thuringowa Central,Division 5
dog,Enclosure,May 2020,Thuringowa Central,Division 5
dog,Noise,May 2020,Thuringowa Central,Division 5
dog,Noise,May 2020,Thuringowa Central,Division 5
dog,Noise,May 2020,Thuringowa Central,Division 5
cat,Private Impound,May 2020,Thuringowa Central,Division 5
dog,Private Impound,May 2020,Thuringowa Central,Division 5
dog,Private Impound,May 2020,Thuringowa Central,Division 5
dog,Wandering,May 2020,Thuringowa Central,Division 5
dog,Aggressive Animal,May 2020,Annandale,Division 6
dog,Aggressive Animal,May 2020,Annandale,Division 6
dog,Attack,May 2020,Annandale,Division 6
dog,Attack,May 2020,Annandale,Division 6
dog,Noise,May 2020,Annandale,Division 6
dog,Private Impound,May 2020,Annandale,Division 6
dog,Aggressive Animal,May 2020,Condon,Division 6
dog,Noise,May 2020,Condon,Division 6
dog,Noise,May 2020,Condon,Division 6
cat,Private Impound,May 2020,Condon,Division 6
cat,Private Impound,May 2020,Condon,Division 6
dog,Wandering,May 2020,Condon,Division 6
dog,Aggressive Animal,May 2020,Douglas,Division 6
dog,Aggressive Animal,May 2020,Douglas,Division 6
dog,Enclosure,May 2020,Douglas,Division 6
dog,Enclosure,May 2020,Douglas,Division 6
dog,Enclosure,May 2020,Douglas,Division 6
dog,Noise,May 2020,Douglas,Division 6
dog,Noise,May 2020,Douglas,Division 6
dog,Noise,May 2020,Douglas,Division 6
dog,Noise,May 2020,Douglas,Division 6
dog,Noise,May 2020,Douglas,Division 6
dog,Noise,May 2020,Douglas,Division 6
dog,Noise,May 2020,Douglas,Division 6
dog,Noise,May 2020,Douglas,Division 6
cat,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Douglas,Division 6
dog,Private Impound,May 2020,Thuringowa Central,Division 6
dog,Noise,May 2020,Cosgrove,Division 7
dog,Noise,May 2020,Cosgrove,Division 7
dog,Noise,May 2020,Cosgrove,Division 7
dog,Wandering,May 2020,Cosgrove,Division 7
dog,Aggressive Animal,May 2020,Heatley,Division 7
dog,Attack,May 2020,Heatley,Division 7
cat,Enclosure,May 2020,Heatley,Division 7
dog,Noise,May 2020,Heatley,Division 7
dog,Wandering,May 2020,Heatley,Division 7
dog,Wandering,May 2020,Heatley,Division 7
dog,Attack,May 2020,Kirwan,Division 7
cat,Enclosure,May 2020,Kirwan,Division 7
cat,Enclosure,May 2020,Kirwan,Division 7
cat,Enclosure,May 2020,Kirwan,Division 7
dog,Enclosure,May 2020,Kirwan,Division 7
dog,Enclosure,May 2020,Kirwan,Division 7
