year,state,pop
1941,WY,247000
1942,WY,251000
1943,WY,247000
1944,WY,242000
1945,WY,239000
1946,WY,254000
1947,WY,258000
1948,WY,269000
1949,WY,277000
1950,WY,290000
1951,WY,291000
1952,WY,293000
1953,WY,290000
1954,WY,293000
1955,WY,307000
1956,WY,312000
1957,WY,314000
1958,WY,315000
1959,WY,320000
1960,WY,331000
1961,WY,337000
1962,WY,333000
1963,WY,336000
1964,WY,339000
1965,WY,332000
1966,WY,323000
1967,WY,322000
1968,WY,324000
1969,WY,329000
1970,WY,332416
1971,WY,340285
1972,WY,347345
1973,WY,354061
1974,WY,365501
1975,WY,381695
1976,WY,396952
1977,WY,413354
1978,WY,432880
1979,WY,454378
1980,WY,474185
1981,WY,491712
1982,WY,506400
1983,WY,510345
1984,WY,504896
1985,WY,499695
1986,WY,495633
1987,WY,476965
1988,WY,465101
1989,WY,458374
1990,WY,453401
1991,WY,457739
1992,WY,463491
1993,WY,469033
1994,WY,474982
1995,WY,478447
1996,WY,480085
1997,WY,480031
1998,WY,480045
1999,WY,479602
2000,WY,494300
2001,WY,494657
2002,WY,500017
2003,WY,503453
2004,WY,509106
2005,WY,514157
2006,WY,522667
2007,WY,534876
2008,WY,546043
2009,WY,559851
2010,WY,564358
2011,WY,567631
2012,WY,576893
2013,WY,583223
2014,WY,584153
2015,WY,586107
1900,DC,278000
1901,DC,285000
1902,DC,290000
1903,DC,295000
1904,DC,302000
1905,DC,308000
1906,DC,313000
1907,DC,317000
1908,DC,321000
1909,DC,327000
1910,DC,334000
1911,DC,344000
1912,DC,340000
1913,DC,358000
1914,DC,368000
1915,DC,361000
1916,DC,360000
1917,DC,385000
1918,DC,418000
1919,DC,445000
1920,DC,440000
1921,DC,446000
1922,DC,450000
1923,DC,453000
1924,DC,456000
1925,DC,461000
1926,DC,469000
1927,DC,476000
1928,DC,479000
1929,DC,483000
1930,DC,488000
1931,DC,504000
1932,DC,513000
1933,DC,529000
1934,DC,568000
1935,DC,608000
1936,DC,629000
1937,DC,616000
1938,DC,638000
1939,DC,658000
1940,DC,690000
1941,DC,764000
1942,DC,851000
1943,DC,900000
1944,DC,881000
1945,DC,876000
1946,DC,899000
1947,DC,888000
1948,DC,840000
1949,DC,807000
1950,DC,806000
1951,DC,808000
1952,DC,805000
1953,DC,810000
1954,DC,791000
1955,DC,785000
1956,DC,759000
1957,DC,763000
1958,DC,757000
1959,DC,761000
1960,DC,765000
1961,DC,778000
1962,DC,788000
1963,DC,798000
1964,DC,798000
1965,DC,797000
1966,DC,791000
1967,DC,791000
1968,DC,778000
1969,DC,762000
1970,DC,756668
1971,DC,749781
1972,DC,742241
1973,DC,731488
1974,DC,717947
1975,DC,706871
1976,DC,692295
1977,DC,677228
1978,DC,665052
1979,DC,650016
1980,DC,638284
1981,DC,636893
1982,DC,634174
1983,DC,632433
1984,DC,633382
1985,DC,634549
1986,DC,638269
1987,DC,636930
1988,DC,630432
1989,DC,624168
1990,DC,603814
1991,DC,593239
1992,DC,584183
1993,DC,576358
1994,DC,564982
1995,DC,551273
1996,DC,538273
1997,DC,528752
1998,DC,521426
1999,DC,519000
2000,DC,572046
2001,DC,574504
2002,DC,573158
2003,DC,568502
2004,DC,567754
2005,DC,567136
2006,DC,570681
2007,DC,574404
2008,DC,580236
2009,DC,592228
2010,DC,605210
2011,DC,620427
2012,DC,635040
2013,DC,649111
2014,DC,658893
2015,DC,672228
