acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes
1006949,3/5/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,In-house,1,39,M,Patron stated he experienced a seizure while riding. Normal ride operation.,Seizure,,Illness: Seizure or LOC,,,,
1006948,3/5/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,56,F,Patron stated she fell when disembarking. Normal ride operation.,"Injuries not described, went to hospital.",,Load/Unload: scrape or stumble,,,,
1000381,3/5/2011,FL,DEERFIELD BEACH,P,Florida Dept. of Agriculture,Carnival or rental,amusement ride,coaster,Coaster - family/kiddie,Go Gator,"Wisdom Industries, Ltd.",2,,M,Mother claims that her male and female children were in the carrier when the ride came off the tracks.,"Contusion to eye, sprained neck",,Derailment,1,,,
1006954,3/6/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,5,M,Patron tripped as he was exiting vehicle and his right arm fell between the vehicle and the upload landing.,Fractured arm,,Entrapment or pinch-point,,,,
1007219,3/9/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,43,F,Patron stated that she injured her back and neck when her ride vehicle made contact with another.,Neck injury,,Collision: operator-controlled vehicles,1,,,
1006951,3/9/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Train/tram,train,In-house,1,36,M,Patron stated he has a history of vertigo and depression. He felt light-headed and had chest pains after riding.,Dizziness and chest pain,,Illness or neurological symptoms,,,,
1006913,3/9/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,40,M,Patron states he injured his back when his ride vehicle made contact with another.,Injury to back and left knee,,Collision: operator-controlled vehicles,1,,,
1006950,3/10/2011,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,Hurlbut,1,26,F,Patron tripped and fell on the ride deck.,Left knee pain and small left-hand abrasion.,,Load/Unload: scrape or stumble,,,,
1003420,3/11/2011,NJ,Wallington,F,New Jersey Dept. of Community Affairs,Go kart track,recreation,go-kart,Go-kart,go kart,,1,23,M,Karts in front of patron all stopped quickly approaching the hair pin. &nbsp;Patron says he failed to brake at all and hit another kart without braking. &nbsp;,Patron complained of back pain. &nbsp;An ambulance was called.,,Collision: patron-controlled vehicles,,,,
1007017,3/13/2011,CA,Valencia,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,4th dimension coaster,Arrow Dynamics,1,66,M,"Patron, who is parapalegic, complained that his right leg struck the seat while riding. He refused treatment at the park, then visited a doctor on his own.",Leg injury,,Impact: hit something within ride vehicle,,,,
1000601,3/13/2011,FL,ORLANDO,F,Florida Dept. of Agriculture,Sports or recreation facility,recreation,challenge activity,Indoor skydiving,Sky Venture,SkyVenture,1,48,M,Forty eight year old male experienced shoulder dislocation while attempting a rollover maneuver.,Dislocated shoulder,,Hyperextension or dislocation,,,,
1003062,3/14/2011,NJ,Waldwick,F,New Jersey Dept. of Community Affairs,Family entertainment center,recreation,inflatable,Inflatable bouncer,inflatable bounce,,1,2,M,Mom told park representative that her child came out of bouncy (playland) bleeding from his left eyebrow. &nbsp;However no one saw the incident happen including the mom.,Laceration to eyebrow,,Unknown (not enough info),,,,
1006972,3/17/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,19,F,Patron stated she injured her neck while riding the attraction. Normal ride operation.,Neck injury,,Body pain (normal motion),,,,
1006959,3/17/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Train/tram,train,In-house,1,17,F,Patron stated she experienced leg spasms and difficulty breathing while riding the attraction. Patron was experiencing complaints prior to going on the attraction. Normal ride operation.,"Leg spasms, difficulty breathing",,Illness or neurological symptoms,,,,
1006957,3/17/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,other attraction,Simulator,motion simulator,In-house,1,3,M,Father stated his child may have had a seizure while walking to the ride and experienced focus concerns while on the attraction. Normal ride operation.,"Seizure, focus concerns",,Illness: Seizure or LOC,,,,
1006956,3/17/2011,CA,San Diego,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,34,,"While on ride, patron struck face against fiance's head.",Facial injury,,Collision: patrons collided within vehicle,,,,
1006958,3/18/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,In-house,1,18,M,Patron stated he experienced chest pain while riding the attraction. He had pre-existing medical condition.,Chest pain,,Body pain (normal motion),,,,
1000195,3/18/2011,FL,PENSACOLA,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,10,M,Ten year old male patron's kart was bumped by a second kart causing him to loose control and strike the guard rail.,Laceration to lip,,Collision: patron-controlled vehicles,,,,
1000170,3/18/2011,FL,MIAMI,P,Florida Dept. of Agriculture,Carnival or rental,amusement ride,coaster,Coaster - steel,Zyklon,Pinfari,1,,M,A carrier was dispatched and while climbing a hill failed to reach the top and rolled backwards.  A second carrier was dispatched and rear ended the first.,Unknown,,Collision: operator-controlled vehicles,1,,,
1006961,3/19/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,29,F,Patron stated she felt dizzy after riding and has a history of hypertension.,Dizziness,,Illness or neurological symptoms,,,,
1006960,3/19/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,23,F,Patron stated she felt dizzy and chest pain after riding.,"Dizziness, chest pain",,Illness or neurological symptoms,,,,
1006955,3/19/2011,CA,Valencia,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,4th dimension coaster,Arrow Dynamics,1,15,F,"Patron, who has history of epilepsy, returned to the station in her carrier unresponsive after the ride. She was removed from the ride and transported to the hospital.",Loss of consciousness,,Illness: Seizure or LOC,,,,
1005223,3/19/2011,OK,Edmond,F,Oklahoma Dept. of Labor,School or church,recreation,inflatable,Inflatable bouncer,inflatable bounce,,1,5,,Child was mumping and bumped his nose into the back of another kid's head.,Bruised nose,,Collision: patrons collided (participatory),,,,
1002522,3/19/2011,SC,Spartanburg,F,"South Carolina Dept. of Labor, Licensing and Regulation",Carnival or rental,amusement ride,cars & track rides,Train/tram,miniature train,,29,6,M,"Miniature train derailed and crashed into a ravine. The operator admitted he was driving too fast. &nbsp;A state inspector admitted he had falsified an inspection report prior to the accident. According to a news article: The crash led to changes in inspections, as well as a law requiring that miniature trains have working speedometers and devices that limit speed. No criminal charges were ever filed, though an inspector and the train’s operator were fired.","6yo boy was killed and 28 others were injured, some critically.",,Derailment,,1,,"http://www.thestate.com/news/local/article26738155.html#storylink=cpy; http://abcnews.go.com/US/exclusive-video-child-tapes-sc-train-ride-speeding/story?id=13194888
href=""http://www.thestate.com/news/local/article26738155.html#storylink=cpy"">http://www.thestate.com/news/local/article26738155.html#storylink=cpy</a>; <a
href=""http://abcnews.go.com/US/exclusive-video-child-tapes-sc-train-ride-speeding/story?id=13194888"">http://abcnews.go.com/US/exclusive-video-child-tapes-sc-train-ride-speeding/story?id=13194888</a></div>"
1001156,3/19/2011,IL,Utica,F,Illinois Department of Labor,Amusement park,amusement ride,spinning,Himalaya-type,Matterhorn,,1,7,,Patron was going up steps to the ride when the 4th step gave way. Patron fell through the step down to the ground.,Scraped and bruised back. X-rays came back clean.,,Equipment failure,1,,,
1000828,3/19/2011,FL,OKEECHOBEE,P,Florida Dept. of Agriculture,Carnival or rental,amusement ride,spinning,Rotor/gravitron,Gravitron/Starship,"Wisdom Industries, Ltd.",1,14,M,Fourteen year old male patron bumped his head on the top of the seat while on the ride.,Laceration to head,,Impact: hit something within ride vehicle,,,,
1003979,3/20/2011,TX,Houston,P,United States Consumer Product Safety Commission,Carnival or rental,amusement ride,coaster,Coaster - steel,Hi Miler,"Miler Coaster, Inc.",2,47,M,"47yo male (69.5&quot; tall, 174lbs) was ejected sideways from his carrier as the vehicle made a sharp turn. &nbsp;He fell to the ground, hitting a by-stander as he landed. &nbsp;Investigators talked with 7 people who had previously reported, to the carnival company, incidents on the same ride where the restraint bar released while the ride was in progress, including several who were riding in the the same car as the deceased. Texas does not have a regulatory unit to investigate accidents. The carnival company conducted its own investigation, which found the ride to be safe. &nbsp;CPSC inspected the coaster two months after the accident, after it had been dismantled and moved to another state. During that inspection, the lap bars worked as they are supposed to.","(1) death from blunt trauma injuries; (2) sprained or broken foot, laceration to knee",https://saferparksdata.org/sites/default/files/accident_reports/CPSC-TX-2011-03-20.pdf,Fall: ejection/fall from ride,,,,
1000503,3/20/2011,FL,TAMPA,F,Florida Dept. of Agriculture,Go kart track,recreation,go-kart,Go-kart,go kart,,1,15,F,Fifteen year old female patron struck the pit divider tire while attempting to enter the pit area.,Laceration to chin,,Collision: go-kart or bumper car hit stationary object,,,,
1000492,3/20/2011,FL,ORANGE CITY,F,Florida Dept. of Agriculture,Family entertainment center,recreation,go-kart,Go-kart,go kart,,1,19,F,Nineteen year old patron bumped side rail and finished the race.  The next morning the patron informed the facility she had injured her back.,Back pain,,Collision: go-kart or bumper car hit stationary object,,,,
1000309,3/20/2011,FL,PANAMA CITY BEACH,F,Florida Dept. of Agriculture,Amusement park,recreation,go-kart,Go-kart,go kart,,1,14,F,Fourteen year old female patron's kart stalled on the track where it was bumped by a second kart which caused her kart to strike a guard rail.,Injury to stomach and cheek,,Collision: patron-controlled vehicles,,,,
1006962,3/21/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,10,F,"Patron's father stated she fell between the dock and the vehicle, hitting her face on the vehicle.","Bloody nose, seizure-like activity",,Entrapment or pinch-point,,,,
1006963,3/22/2011,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,27,F,Patron stated she felt stomach pain and shortness of breath after riding. Normal ride operation.,Stomach pain and shortness of breath,,Illness or neurological symptoms,,,,
