name,category,cr,size,type,descriptive_tags,alignment,ac,initiative,hp,hp_number,speed,speed_base_number,str,dex,con,int,wis,cha,str_save,dex_save,con_save,int_save,wis_save,cha_save,skills,resistances,vulnerabilities,immunities,gear,senses,languages,full_text
Ghast,Ghast,2,Medium,Undead,NA,Chaotic Evil,13,3,36 (8d8),36,Speed 30 ft.,30,16,17,10,11,10,8,3,3,0,0,2,-1,NA,Necrotic,NA,"Poison; Charmed, Exhaustion, Poisoned",NA,Darkvision 60 ft.; Passive Perception 10,Common,"Ghast
Medium Undead, Chaotic Evil
AC 13		                   Initiative +3 (13)
HP 36 (8d8)
Speed 30 ft.
MOD SAVE              MOD SAVE           MOD SAVE
Str 16 +3 +3          Dex 17 +3 +3          Con 10 +0 +0
Int 11 +0 +0          Wis 10 +0 +2          Cha 8 −1 −1
Resistances Necrotic
Immunities Poison; Charmed, Exhaustion, Poisoned
Senses Darkvision 60 ft.; Passive Perception 10
Languages Common
CR 2 (XP 450; PB +2)
Traits
Stench. Constitution Saving Throw: DC 10, any creature
that starts its turn in a 5-foot Emanation originating from
the ghast. Failure: The target has the Poisoned condi-
tion until the start of its next turn. Success: The target is
immune to this ghast’s Stench for 24 hours.
Actions
Bite. Melee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8 + 3)
Piercing damage plus 9 (2d8) Necrotic damage.
Claw. Melee Attack Roll: +5, reach 5 ft. Hit: 10 (2d6
+ 3) Slashing damage. If the target is a non-Undead
creature, it is subjected to the following effect. Consti-
tution Saving Throw: DC 10. Failure: The target has the
Paralyzed condition until the end of its next turn."
Ghost,Ghost,4,Medium,Undead,NA,Neutral,11,1,45 (10d8),45,"Speed 5 ft., Fly 40 ft. (hover)",5,7,13,10,10,12,17,-2,1,0,0,1,3,NA,"Acid, Bludgeoning, Cold, Fire, Lightning, Piercing, Slashing, Thunder",NA,"Necrotic, Poison; Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained",NA,Darkvision 60 ft.; Passive Perception 11,Common plus one other language,"Ghost
Medium Undead, Neutral
AC 11		                      Initiative +1 (11)
HP 45 (10d8)
Speed 5 ft., Fly 40 ft. (hover)
MOD SAVE              MOD SAVE           MOD SAVE
Str 7 −2 −2           Dex 13 +1 +1          Con 10 +0 +0
Int 10 +0 +0          Wis 12 +1 +1          Cha 17 +3 +3
Resistances Acid, Bludgeoning, Cold, Fire, Lightning,
Piercing, Slashing, Thunder
Immunities Necrotic, Poison; Charmed, Exhaustion,
Frightened, Grappled, Paralyzed, Petrified, Poisoned,
Prone, Restrained
Senses Darkvision 60 ft.; Passive Perception 11
Languages Common plus one other language
CR 4 (XP 1,100; PB +2)
Traits
Ethereal Sight. The ghost can see 60 feet into the Ethe-
real Plane when it is on the Material Plane.
Incorporeal Movement. The ghost can move through
other creatures and objects as if they were Difficult
Terrain. It takes 5 (1d10) Force damage if it ends its turn
inside an object.
Actions
Multiattack. The ghost makes two Withering
Touch attacks.
Withering Touch. Melee Attack Roll: +5, reach 5 ft.
Hit: 19 (3d10 + 3) Necrotic damage.
Etherealness. The ghost casts the Etherealness spell,
requiring no spell components and using Charisma as
the spellcasting ability. The ghost is visible on the Mate-
rial Plane while on the Border Ethereal and vice versa,
but it can’t affect or be affected by anything on the
other plane.
Horrific Visage. Wisdom Saving Throw: DC 13, each
creature in a 60-foot Cone that can see the ghost and
isn’t an Undead. Failure: 10 (2d6 + 3) Psychic damage,
and the target has the Frightened condition until the
start of the ghost’s next turn. Success: The target is im-
mune to this ghost’s Horrific Visage for 24 hours.
Possession (Recharge 6). Charisma Saving Throw: DC
13, one Humanoid the ghost can see within 5 feet. Fail-
ure: The target is possessed by the ghost; the ghost dis-
appears, and the target has the Incapacitated condition
and loses control of its body. The ghost now controls
the body, but the target retains awareness. The ghost
can’t be targeted by any attack, spell, or other effect,
except ones that specifically target Undead. The ghost’s
game statistics are the same, except it uses the pos-
sessed target’s Speed, as well as the target’s Strength,
Dexterity, and Constitution modifiers.
The possession lasts until the body drops to 0 Hit
Points or the ghost leaves as a Bonus Action. When the
possession ends, the ghost appears in an unoccupied
space within 5 feet of the target, and the target is im-
mune to this ghost’s Possession for 24 hours.
Success: The target is immune to this ghost’s Posses-
sion for 24 hours."
Ghoul,Ghoul,1,Medium,Undead,NA,Chaotic Evil,12,2,22 (5d8),22,Speed 30 ft.,30,13,15,10,7,10,6,1,2,0,-2,0,-2,NA,NA,NA,"Poison; Charmed, Exhaustion, Poisoned",NA,Darkvision 60 ft.; Passive Perception 10,Common,"Ghoul
Medium Undead, Chaotic Evil
AC 12		                    Initiative +2 (12)
HP 22 (5d8)
Speed 30 ft.
MOD SAVE            MOD SAVE            MOD SAVE
Str 13 +1 +1         Dex 15 +2 +2         Con 10 +0 +0
Int 7 −2 −2          Wis 10 +0 +0         Cha 6 −2 −2
Immunities Poison; Charmed, Exhaustion, Poisoned
Senses Darkvision 60 ft.; Passive Perception 10
Languages Common
CR 1 (XP 200; PB +2)
Actions
Multiattack. The ghoul makes two Bite attacks.
Bite. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2)
Piercing damage plus 3 (1d6) Necrotic damage.
Claw. Melee Attack Roll: +4, reach 5 ft. Hit: 4 (1d4
+ 2) Slashing damage. If the target is a creature that
isn’t an Undead or elf, it is subjected to the following
effect. Constitution Saving Throw: DC 10. Failure: The
target has the Paralyzed condition until the end of its
next turn."
Gibbering Mouther,Gibbering Mouther,2,Medium,Aberration,NA,Chaotic Neutral,9,-1,52 (7d8 + 21),52,"Speed 20 ft., Swim 20 ft.",20,10,8,16,3,10,6,0,-1,3,-4,0,-2,NA,NA,NA,Prone,NA,Darkvision 60 ft.; Passive Perception 10,None,"Gibbering Mouther
Medium Aberration, Chaotic Neutral
AC 9		                    Initiative −1 (9)
HP 52 (7d8 + 21)
Speed 20 ft., Swim 20 ft.
MOD SAVE            MOD SAVE             MOD SAVE
Str 10 +0 +0         Dex 8 −1 −1         Con 16 +3 +3
Int 3 −4 −4          Wis 10 +0 +0        Cha 6 −2 −2
Immunities Prone
Senses Darkvision 60 ft.; Passive Perception 10
Languages None
CR 2 (XP 450; PB +2)
Traits
Aberrant Ground. The ground in a 10-foot Emanation
originating from the mouther is Difficult Terrain.
Gibbering. The mouther babbles incoherently while
it doesn’t have the Incapacitated condition. Wisdom
Saving Throw: DC 10, any creature that starts its turn
within 20 feet of the mouther while it is babbling.
Failure: The target rolls 1d8 to determine what it does
during the current turn:
1–4. The target does nothing.
5–6. The target takes no action or Bonus Action and
uses all its movement to move in a random direction.
7–8. The target makes a melee attack against a ran-
domly determined creature within its reach or does
nothing if it can’t make such an attack.
Actions
Bite. Melee Attack Roll: +2, reach 5 ft. Hit: 7 (2d6)
Piercing damage. If the target is a Medium or smaller
creature, it has the Prone condition. The target dies if
it is reduced to 0 Hit Points by this attack. Its body is
then absorbed into the mouther, leaving only equip-
ment behind.
Blinding Spittle (Recharge 5–6). Dexterity Saving
Throw: DC 10, each creature in a 10-foot-radius Sphere
centered on a point within 30 feet. Failure: 7 (2d6) Ra-
diant damage, and the target has the Blinded condition
until the end of the mouther’s next turn."
Glabrezu,Glabrezu,9,Large,Fiend,Demon,Chaotic Evil,17,6,189 (18d10 + 90),189,Speed 40 ft.,40,20,15,21,19,17,16,9,2,9,4,7,7,"Deception +7, Perception +7","Cold, Fire, Lightning",NA,Poison; Poisoned,NA,Truesight 120 ft.; Passive Perception 17,Abyssal; telepathy 120 ft.,"Glabrezu
Large Fiend (Demon), Chaotic Evil
AC 17		                    Initiative +6 (16)
HP 189 (18d10 + 90)
Speed 40 ft.
MOD SAVE            MOD SAVE            MOD SAVE
Str 20 +5 +9         Dex 15 +2 +2        Con 21 +5 +9
Int 19 +4 +4         Wis 17 +3 +7        Cha 16 +3 +7
Skills Deception +7, Perception +7
Resistances Cold, Fire, Lightning
Immunities Poison; Poisoned
Senses Truesight 120 ft.; Passive Perception 17
Languages Abyssal; telepathy 120 ft.
CR 9 (XP 5,000; PB +4)
Traits
Demonic Restoration. If the glabrezu dies outside the
Abyss, its body dissolves into ichor, and it gains a new
body instantly, reviving with all its Hit Points some-
where in the Abyss.
Magic Resistance. The glabrezu has Advantage on sav-
ing throws against spells and other magical effects.
Actions
Multiattack. The glabrezu makes two Pincer attacks
and uses Pummel or Spellcasting.
Pincer. Melee Attack Roll: +9, reach 10 ft. Hit: 16 (2d10
+ 5) Slashing damage. If the target is a Medium or
smaller creature, it has the Grappled condition (escape
DC 15) from one of two pincers.
Pummel. Dexterity Saving Throw: DC 17, one creature
Grappled by the glabrezu. Failure: 15 (3d6 + 5) Blud-
geoning damage. Success: Half damage.
Spellcasting. The glabrezu casts one of the following
spells, requiring no Material components and using In-
telligence as the spellcasting ability (spell save DC 16):
At Will: Darkness, Detect Magic, Dispel Magic
1/Day Each: Confusion, Fly, Power Word Stun"
Gladiator,Gladiator,5,Medium or Small,Humanoid,NA,Neutral,16,5,112 (15d8 + 45),112,Speed 30 ft.,30,18,15,16,10,12,15,7,5,6,0,4,2,"Athletics +10, Performance +5",NA,NA,NA,"Shield, Spears (3), Studded Leather Armor",Passive Perception 11,Common,"Gladiator
Medium or Small Humanoid, Neutral
AC 16		                    Initiative +5 (15)
HP 112 (15d8 + 45)
Speed 30 ft.
MOD SAVE
Str 18 +4 +7
MOD SAVE
Dex 15 +2 +5
MOD SAVE
Con 16 +3 +6
Int 10 +0 +0         Wis 12 +1 +4        Cha 15 +2 +2
Skills Athletics +10, Performance +5
Gear Shield, Spears (3), Studded Leather Armor
Senses Passive Perception 11
Languages Common
CR 5 (XP 1,800; PB +3)
Actions
Multiattack. The gladiator makes three Spear attacks. It
can replace one attack with a use of Shield Bash.
Spear. Melee or Ranged Attack Roll: +7, reach 5 ft. or
range 20/60 ft. Hit: 11 (2d6 + 4) Piercing damage.
Shield Bash. Strength Saving Throw: DC 15, one crea-
ture within 5 feet that the gladiator can see. Failure: 9
(2d4 + 4) Bludgeoning damage. If the target is a Me-
dium or smaller creature, it has the Prone condition.
Reactions
Parry. Trigger: The gladiator is hit by a melee attack
roll while holding a weapon. Response: The gladiator
adds 3 to its AC against that attack, possibly causing
it to miss."
Gnoll Warrior,Gnoll,0.5,Medium,Fiend,NA,Chaotic Evil,15,1,27 (6d8),27,Speed 30 ft.,30,14,12,11,6,10,7,2,1,0,-2,0,-2,NA,NA,NA,NA,NA,Darkvision 60 ft.; Passive Perception 10,Gnoll,"Gnoll Warrior
Medium Fiend, Chaotic Evil
AC 15		                   Initiative +1 (11)
HP 27 (6d8)
Speed 30 ft.
MOD SAVE            MOD SAVE            MOD SAVE
Str 14 +2 +2         Dex 12 +1 +1        Con 11 +0 +0
Int 6 −2 −2          Wis 10 +0 +0        Cha 7 −2 −2
Senses Darkvision 60 ft.; Passive Perception 10
Languages Gnoll
CR 1/2 (XP 100; PB +2)
Actions
Rend. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2)
Piercing damage.
Bone Bow. Ranged Attack Roll: +3, range 150/600 ft.
Hit: 6 (1d10 + 1) Piercing damage.
Bonus Actions
Rampage (1/Day). Immediately after dealing damage to
a creature that is already Bloodied, the gnoll moves up
to half its Speed, and it makes one Rend attack."
Goblin Minion,Goblins,0.125,Small,Fey,Goblinoid,Chaotic Neutral,12,2,7 (2d6),7,Speed 30 ft.,30,8,15,10,10,8,8,-1,2,0,0,-1,-1,Stealth +6,NA,NA,NA,Daggers (3),Darkvision 60 ft.; Passive Perception 9,"Common, Goblin","Goblin Minion
Small Fey (Goblinoid), Chaotic Neutral
AC 12		                   Initiative +2 (12)
HP 7 (2d6)
Speed 30 ft.
MOD SAVE            MOD SAVE           MOD SAVE
Str 8 −1 −1          Dex 15 +2 +2        Con 10 +0 +0
Int 10 +0 +0         Wis 8 −1 −1         Cha 8 −1 −1
Skills Stealth +6
Gear Daggers (3)
Senses Darkvision 60 ft.; Passive Perception 9
Languages Common, Goblin
CR 1/8 (XP 25; PB +2)
Actions
Dagger. Melee or Ranged Attack Roll: +4, reach 5 ft. or
range 20/60 ft. Hit: 4 (1d4 + 2) Piercing damage.
Bonus Actions
Nimble Escape. The goblin takes the Disengage or
Hide action."
Goblin Warrior,Goblins,0.25,Small,Fey,Goblinoid,Chaotic Neutral,15,2,10 (3d6),10,Speed 30 ft.,30,8,15,10,10,8,8,-1,2,0,0,-1,-1,Stealth +6,NA,NA,NA,"Leather Armor, Scimitar, Shield, Shortbow",Darkvision 60 ft.; Passive Perception 9,"Common, Goblin","Goblin Warrior
Small Fey (Goblinoid), Chaotic Neutral
AC 15		                   Initiative +2 (12)
HP 10 (3d6)
Speed 30 ft.
MOD SAVE            MOD SAVE           MOD SAVE
Str 8 −1 −1          Dex 15 +2 +2        Con 10 +0 +0
Int 10 +0 +0         Wis 8 −1 −1         Cha 8 −1 −1
Skills Stealth +6
Gear Leather Armor, Scimitar, Shield, Shortbow
Senses Darkvision 60 ft.; Passive Perception 9
Languages Common, Goblin
CR 1/4 (XP 50; PB +2)
Actions
Scimitar. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6
+ 2) Slashing damage, plus 2 (1d4) Slashing damage if
the attack roll had Advantage.
Shortbow. Ranged Attack Roll: +4, range 80/320 ft.
Hit: 5 (1d6 + 2) Piercing damage, plus 2 (1d4) Piercing
damage if the attack roll had Advantage.
Bonus Actions
Nimble Escape. The goblin takes the Disengage or
Hide action."
Goblin Boss,Goblins,1,Small,Fey,Goblinoid,Chaotic Neutral,17,2,21 (6d6),21,Speed 30 ft.,30,10,15,10,10,8,10,0,2,0,0,-1,0,Stealth +6,NA,NA,NA,"Chain Shirt, Scimitar, Shield, Shortbow",Darkvision 60 ft.; Passive Perception 9,"Common, Goblin","Goblin Boss
Small Fey (Goblinoid), Chaotic Neutral
AC 17		                     Initiative +2 (12)
HP 21 (6d6)
Speed 30 ft.
MOD SAVE              MOD SAVE          MOD SAVE
Str 10 +0 +0          Dex 15 +2 +2         Con 10 +0 +0
Int 10 +0 +0          Wis 8 −1 −1          Cha 10 +0 +0
Skills Stealth +6
Gear Chain Shirt, Scimitar, Shield, Shortbow
Senses Darkvision 60 ft.; Passive Perception 9
Languages Common, Goblin
CR 1 (XP 200; PB +2)
Actions
Multiattack. The goblin makes two attacks, using Scim-
itar or Shortbow in any combination.
Scimitar. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6
+ 2) Slashing damage, plus 2 (1d4) Slashing damage if
the attack roll had Advantage.
Shortbow. Ranged Attack Roll: +4, range 80/320 ft.
Hit: 5 (1d6 + 2) Piercing damage, plus 2 (1d4) Piercing
damage if the attack roll had Advantage.
Bonus Actions
Nimble Escape. The goblin takes the Disengage or
Hide action.
Reactions
Redirect Attack. Trigger: A creature the goblin can see
makes an attack roll against it. Response: The goblin
chooses a Small or Medium ally within 5 feet of itself.
The goblin and that ally swap places, and the ally be-
comes the target of the attack instead."
Gold Dragon Wyrmling,Gold Dragons,3,Medium,Dragon,Metallic,Lawful Good,17,4,60 (8d8 + 24),60,"Speed 30 ft., Fly 60 ft., Swim 30 ft.",30,19,14,17,14,11,16,4,4,3,2,2,3,"Perception +4, Stealth +4",NA,NA,Fire,NA,"Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 14",Draconic,"Gold Dragon Wyrmling
Medium Dragon (Metallic), Lawful Good
AC 17		                      Initiative +4 (14)
HP 60 (8d8 + 24)
Speed 30 ft., Fly 60 ft., Swim 30 ft.
MOD SAVE              MOD SAVE          MOD SAVE
Str 19 +4 +4          Dex 14 +2 +4         Con 17 +3 +3
Int 14 +2 +2          Wis 11 +0 +2         Cha 16 +3 +3
Skills Perception +4, Stealth +4
Immunities Fire
Senses Blindsight 10 ft., Darkvision 60 ft.;
Passive Perception 14
Languages Draconic
CR 3 (700 XP; PB +2)
Traits
Amphibious. The dragon can breathe air and water.
Actions
Multiattack. The dragon makes two Rend attacks.
Rend. Melee Attack Roll: +6, reach 5 ft. Hit: 9 (1d10
+ 4) Slashing damage.
Fire Breath (Recharge 5–6). Dexterity Saving Throw:
DC 13, each creature in a 15-foot Cone. Failure: 22
(4d10) Fire damage. Success: Half damage.
Weakening Breath. Strength Saving Throw: DC 13,
each creature that isn’t currently affected by this breath
in a 15-foot Cone. Failure: The target has Disadvantage
on Strength-based D20 Tests and subtracts 2 (1d4) from
its damage rolls. It repeats the save at the end of each
of its turns, ending the effect on itself on a success. Af-
ter 1 minute, it succeeds automatically."
Young Gold Dragon,Gold Dragons,10,Large,Dragon,Metallic,Lawful Good,18,6,178 (17d10 + 85),178,"Speed 40 ft., Fly 80 ft., Swim 40 ft.",40,23,14,21,16,13,20,6,6,5,3,5,5,"Insight +5, Perception +9, Persuasion +9, Stealth +6",NA,NA,Fire,NA,"Blindsight 30 ft., Darkvision 120 ft.; Passive Perception 19","Common, Draconic","Young Gold Dragon
Large Dragon (Metallic), Lawful Good
AC 18		                      Initiative +6 (16)
HP 178 (17d10 + 85)
Speed 40 ft., Fly 80 ft., Swim 40 ft.
MOD SAVE              MOD SAVE           MOD SAVE
Str 23 +6 +6          Dex 14 +2 +6         Con 21 +5 +5
Int 16 +3 +3          Wis 13 +1 +5         Cha 20 +5 +5
Skills Insight +5, Perception +9, Persuasion +9, Stealth +6
Immunities Fire
Senses Blindsight 30 ft., Darkvision 120 ft.;
Passive Perception 19
Languages Common, Draconic
CR 10 (XP 5,900; PB +4)
Traits
Amphibious. The dragon can breathe air and water.
Actions
Multiattack. The dragon makes three Rend attacks. It
can replace one attack with a use of Weakening Breath.
Rend. Melee Attack Roll: +10, reach 10 ft. Hit: 17 (2d10
+ 6) Slashing damage.
Fire Breath (Recharge 5–6). Dexterity Saving Throw:
DC 17, each creature in a 30-foot Cone. Failure: 55
(10d10) Fire damage. Success: Half damage.
Weakening Breath. Strength Saving Throw: DC 17,
each creature that isn’t currently affected by this breath
in a 30-foot Cone. Failure: The target has Disadvantage
on Strength-based D20 Tests and subtracts 3 (1d6) from
its damage rolls. It repeats the save at the end of each
of its turns, ending the effect on itself on a success. Af-
ter 1 minute, it succeeds automatically."
Adult Gold Dragon,Gold Dragons,17,Huge,Dragon,Metallic,Lawful Good,19,14,243 (18d12 + 126),243,"Speed 40 ft., Fly 80 ft., Swim 40 ft.",40,27,14,25,16,15,24,8,8,7,3,8,7,"Insight +8, Perception +14, Persuasion +13, Stealth +8",NA,NA,Fire,NA,"Blindsight 60 ft., Darkvision 120 ft.; Passive Perception 24","Common, Draconic","Adult Gold Dragon
Huge Dragon (Metallic), Lawful Good
AC 19                 Initiative +14 (24)
HP 243 (18d12 + 126)
Speed 40 ft., Fly 80 ft., Swim 40 ft.
MOD SAVE             MOD SAVE            MOD SAVE
Str 27 +8 +8         Dex 14 +2 +8           Con 25 +7 +7
Int 16 +3 +3         Wis 15 +2 +8           Cha 24 +7 +7
Skills Insight +8, Perception +14, Persuasion +13, Stealth
+8
Immunities Fire
Senses Blindsight 60 ft., Darkvision 120 ft.;
Passive Perception 24
Languages Common, Draconic
CR 17 (XP 18,000, or 20,000 in lair; PB +6)
Traits
Amphibious. The dragon can breathe air and water.
Legendary Resistance (3/Day, or 4/Day in Lair). If
the dragon fails a saving throw, it can choose to suc-
ceed instead.
Actions
Multiattack. The dragon makes three Rend attacks. It
can replace one attack with a use of (A) Spellcasting
to cast Guiding Bolt (level 2 version) or (B) Weaken-
ing Breath.
Rend. Melee Attack Roll: +14, reach 10 ft. Hit: 17 (2d8
+ 8) Slashing damage plus 4 (1d8) Fire damage.
Fire Breath (Recharge 5–6). Dexterity Saving Throw:
DC 21, each creature in a 60-foot Cone. Failure: 66
(12d10) Fire damage. Success: Half damage.
Spellcasting. The dragon casts one of the following
spells, requiring no Material components and using
Charisma as the spellcasting ability (spell save DC 21,
+13 to hit with spell attacks):
At Will: Detect Magic, Guiding Bolt (level 2 version),
Shapechange (Beast or Humanoid form only, no
Temporary Hit Points gained from the spell, and no
Concentration or Temporary Hit Points required to
maintain the spell)
1/Day Each: Flame Strike, Zone of Truth
Weakening Breath. Strength Saving Throw: DC 21,
each creature that isn’t currently affected by this breath
in a 60-foot Cone. Failure: The target has Disadvantage
on Strength-based D20 Tests and subtracts 3 (1d6) from
its damage rolls. It repeats the save at the end of each
of its turns, ending the effect on itself on a success. Af-
ter 1 minute, it succeeds automatically.
Legendary Actions
Legendary Action Uses: 3 (4 in Lair). Immediately after
another creature’s turn, the dragon can expend a use to
take one of the following actions. The dragon regains all
expended uses at the start of each of its turns.
Banish. Charisma Saving Throw: DC 21, one creature
the dragon can see within 120 feet. Failure: 10 (3d6)
Force damage, and the target has the Incapacitated
condition and is transported to a harmless demiplane
until the start of the dragon’s next turn, at which point
it re­appears in an unoccupied space of the dragon’s
choice within 120 feet of the dragon. Failure or Success:
The dragon can’t take this action again until the start of
its next turn.
Guiding Light. The dragon uses Spellcasting to cast
Guiding Bolt (level 2 version).
Pounce. The dragon moves up to half its Speed, and it
makes one Rend attack."
