date,hour,country,vote_1,vote_2,vote_3,vote_4,vote_5
2019-10-28,9,"",Morepork,Takahē,Kākā,Rifleman,Bellbird
2019-10-28,9,"",Wrybill,Black-fronted Tern,Black-billed Gull,Black Stilt,Banded Dotterel
2019-10-28,9,"",Kākāpō,Kererū,"","",""
2019-10-28,9,"",Stitchbird,Chatham Island Oystercatcher,New Zealand Falcon,Kākā,Kea
2019-10-28,9,"",Takahē,Kākāpō,Kererū,Little Spotted Kiwi,Southern Brown Kiwi
2019-10-28,9,"",Little Penguin,Yellow-eyed penguin,Tomtit,Black-fronted Tern,Kea
2019-10-28,9,"",Rock Wren,Kākāpō,Banded Dotterel,Rifleman,South Island Kōkako
2019-10-28,9,"",Yellow-eyed penguin,Antipodean Albatross,Banded Dotterel,Bittern,Black Robin
2019-10-28,9,"",Kākāpō,Little Spotted Kiwi,Yellow-eyed penguin,Antipodean Albatross,Black Robin
2019-10-28,9,"",Fantail,Kererū,Grey Warbler,Black Robin,Banded Dotterel
2019-10-28,9,"",Yellow-eyed penguin,Rockhopper Penguin,Fiordland Crested Penguin,Grey Duck,Great Spotted Kiwi
2019-10-28,9,"",Pūkeko,Rockhopper Penguin,Southern Royal Albatross,South Polar Skua,Black-billed Gull
2019-10-28,9,"",New Zealand Falcon,South Island Kōkako,Antipodean Albatross,Banded Dotterel,Blue Duck
2019-10-28,9,"",Shore Plover,Yellow-eyed penguin,Stitchbird,Black Stilt,Spotted Shag
2019-10-28,9,"",Takahē,"","","",""
2019-10-28,9,"",Kererū,Kea,Kākā,Kākāpō,South Island Kōkako
2019-10-28,9,"",Kōkako,Blue Duck,Bellbird,Kākā,Kererū
2019-10-28,9,"",Kea,Kākā,Kākāpō,Kōkako,Black Robin
2019-10-28,9,"",Antipodean Albatross,Black Robin,Black Stilt,Whenua Hou Diving Petrel,New Zealand Falcon
2019-10-28,9,"",Morepork,Yellow-eyed penguin,Kingfisher,New Zealand Falcon,Little Penguin
2019-10-28,9,"",Kākāpō,Black-billed Gull,Morepork,Little Penguin,North Island Brown Kiwi
2019-10-28,9,"",New Zealand Robin,Rock Wren,Kingfisher,Weka,Tomtit
2019-10-28,9,"",Orange-fronted Parakeet,Kākā,Fairy Tern,Shore Plover,Southern Brown Kiwi
2019-10-28,9,"",Antipodean Albatross,Kea,Kākāpō,Kererū,Kākā
2019-10-28,9,"",Royal Spoonbill,Little Penguin,Chatham Island Mollymawk,Barn Owl,Fantail
2019-10-28,9,"",Yellow-eyed penguin,Little Spotted Kiwi,Antipodean Albatross,Southern Brown Kiwi,The Otago Shag
2019-10-28,9,"",Rifleman,Kākāpō,Kākā,Black Robin,Yellow-eyed penguin
2019-10-28,9,"",Kererū,Shining Cuckoo,Kingfisher,Fairy Tern,Morepork
2019-10-28,9,"",Morepork,Kōkako,Kākāpō,Bellbird,Kererū
2019-10-28,9,"",Black Stilt,Morepork,Kōkako,Antipodean Albatross,New Zealand Falcon
2019-10-28,9,"",Stitchbird,Mōhua,Orange-fronted Parakeet,Rock Wren,Blue Duck
2019-10-28,9,"",Kererū,Kākā,Kākāpō,Black-billed Gull,Chatham Island Oystercatcher
2019-10-28,9,"",Yellow-eyed penguin,Banded Dotterel,Blue Duck,Black Robin,Orange-fronted Parakeet
2019-10-28,9,"",Stitchbird,Fantail,Orange-fronted Parakeet,Little Spotted Kiwi,Black Robin
2019-10-28,9,"",Rock Wren,Kōkako,Kākāpō,Blue Duck,Kākā
2019-10-28,9,"",Blue Duck,Takahē,Kea,Kākā,Fantail
2019-10-28,9,"",Banded Dotterel,Black Stilt,South Island Pied Oystercatcher,New Zealand Robin,Wrybill
2019-10-28,9,"",Black-fronted Tern,Blue Duck,New Zealand Falcon,Mōhua,Buller's Mollymawk
2019-10-28,9,"",Blue Duck,Fantail,Chatham Island Mollymawk,Kererū,New Zealand Falcon
2019-10-28,9,"",Bittern,Spotted Shag,Black Stilt,Light-mantled Sooty Albatross,Whitehead
2019-10-28,9,"",Kākāpō,Little Spotted Kiwi,Tūī,"",""
2019-10-28,9,"",Kākāpō,Morepork,Little Penguin,Mōhua,Black-billed Gull
2019-10-28,9,"",Banded Dotterel,Hutton's Shearwater,Southern Royal Albatross,Black-billed Gull,Kea
2019-10-28,9,"",Yellow-eyed penguin,Gibson's Albatross,Antipodean Albatross,Mōhua,Black Robin
2019-10-28,9,"",Blue Duck,Banded Dotterel,Kererū,Australasian Crested Grebe,Weka
2019-10-28,9,"",Kākāpō,Tūī,South Island Kōkako,Rockhopper Penguin,""
2019-10-28,9,"",South Island Kōkako,Saddleback,Tomtit,Kōkako,Kākā
2019-10-28,9,"",Blue Duck,Kākāpō,Chatham Island Oystercatcher,Yellow-eyed penguin,Orange-fronted Parakeet
2019-10-28,9,"",South Island Kōkako,Little Penguin,Yellow-eyed penguin,Fiordland Crested Penguin,Rockhopper Penguin
2019-10-28,9,"",Harrier,Barn Owl,Australasian Crested Grebe,South Island Pied Oystercatcher,Antipodean Albatross
2019-10-28,9,"",Yellow-eyed penguin,"","","",""
2019-10-28,9,"",Yellow-eyed penguin,Rockhopper Penguin,Rifleman,Little Penguin,Kingfisher
2019-10-28,9,"",Yellow-eyed penguin,Banded Dotterel,Antipodean Albatross,Kākā,Kākāpō
2019-10-28,9,"",South Island Kōkako,Kōkako,New Zealand Falcon,Tūī,Kererū
2019-10-28,9,"",Kākāpō,Kākā,Yellow-eyed penguin,Bellbird,Fernbird
2019-10-28,9,"",South Island Kōkako,Yellow-eyed penguin,Kōkako,Kākāpō,Kākā
2019-10-28,9,"",Rifleman,Black Robin,Kākā,Kererū,Kākāpō
2019-10-28,9,"",Stitchbird,Wrybill,Black Robin,New Zealand Dotterel,Hutton's Shearwater
2019-10-28,9,"",New Zealand Falcon,Royal Spoonbill,Antipodean Albatross,Banded Dotterel,Black Stilt
2019-10-28,9,"",Fiordland Crested Penguin,Great Spotted Kiwi,Kingfisher,Kākā,Morepork
2019-10-28,9,"",South Island Kōkako,Orange-fronted Parakeet,Little Spotted Kiwi,Little Penguin,Blue Duck
2019-10-28,9,"",Kākāpō,Kererū,Saddleback,Southern Brown Kiwi,Takahē
2019-10-28,9,"",South Island Kōkako,Yellow-eyed penguin,Whenua Hou Diving Petrel,Fairy Tern,Little Penguin
2019-10-28,9,"",Kākāpō,South Island Kōkako,Black Robin,Yellow-eyed penguin,Orange-fronted Parakeet
2019-10-28,9,"",Blue Duck,Brown Teal,Great Spotted Kiwi,North Island Brown Kiwi,Southern Brown Kiwi
2019-10-28,9,"",New Zealand Dotterel,Kākā,Black Stilt,Hutton's Shearwater,Black Robin
2019-10-28,9,"",Kākāpō,Takahē,Kea,Bellbird,Kākā
2019-10-28,9,"",Yellow-eyed penguin,Black Petrel,Gibson's Albatross,Black Robin,Barn Owl
2019-10-28,9,"",Stitchbird,Shore Plover,Whitehead,Tomtit,Mōhua
2019-10-28,9,"",Blue Duck,"","","",""
2019-10-28,9,"",Morepork,Fantail,Yellow-eyed penguin,Southern Royal Albatross,Tūī
2019-10-28,9,"",Bittern,Black Stilt,Blue Duck,Saddleback,Southern Brown Kiwi
2019-10-28,9,"",Yellow-eyed penguin,Kererū,Northern Royal Albatross,Southern Royal Albatross,Antipodean Albatross
2019-10-28,9,"",Kākāpō,Little Spotted Kiwi,Black Stilt,Bar-tailed Godwit,Banded Dotterel
2019-10-28,9,"",Orange-fronted Parakeet,Yellow-eyed penguin,Fairy Tern,New Zealand Dotterel,Black Robin
2019-10-28,9,"",Mōhua,New Zealand Falcon,New Zealand King Shag,Silvereye,South Island Pied Oystercatcher
2019-10-28,9,"",New Zealand Falcon,Banded Dotterel,Orange-fronted Parakeet,Tomtit,Rifleman
2019-10-28,9,"",Saddleback,Kōkako,Kākāpō,Stitchbird,Fairy Tern
2019-10-28,9,"",South Island Kōkako,New Zealand Falcon,Black-billed Gull,Scaup,Harrier
2019-10-28,9,"",Tūī,Kea,Orange-fronted Parakeet,Barn Owl,North Island Brown Kiwi
2019-10-28,9,"",Kākāpō,New Zealand Dabchick,Chatham Island Mollymawk,Banded Dotterel,Antipodean Albatross
2019-10-28,10,"",New Zealand Dotterel,Banded Dotterel,Black-fronted Tern,Shore Plover,Fernbird
2019-10-28,10,"",Blue Duck,"","","",""
2019-10-28,10,"",New Zealand Dotterel,Black Robin,Black-billed Gull,Chatham Island Mollymawk,Kākā
2019-10-28,10,"",Stitchbird,New Zealand Dotterel,New Zealand Falcon,Orange-fronted Parakeet,Kākā
2019-10-28,10,"",Yellow-eyed penguin,Little Penguin,Fairy Tern,Fiordland Crested Penguin,Blue Duck
2019-10-28,10,"",Yellow-eyed penguin,Rockhopper Penguin,Little Spotted Kiwi,Southern Brown Kiwi,Mōhua
2019-10-28,10,"",Black-billed Gull,Salvin's Mollymawk,Southern Royal Albatross,Little Penguin,Takahē
2019-10-28,10,"",Yellow-eyed penguin,Shore Plover,Banded Dotterel,New Zealand Dotterel,Bittern
2019-10-28,10,"",Harrier,New Zealand Falcon,Kea,Orange-fronted Parakeet,Kākā
2019-10-28,10,"",Blue Duck,Yellow-eyed penguin,Kākā,Orange-fronted Parakeet,White Heron
2019-10-28,10,"",Fairy Tern,Kākā,Kākāpō,Mōhua,Orange-fronted Parakeet
2019-10-28,10,"",New Zealand Falcon,Black Robin,Kākāpō,Orange-fronted Parakeet,Antipodean Albatross
2019-10-28,10,"",Kākāpō,Little Penguin,North Island Brown Kiwi,Rockhopper Penguin,Antipodean Albatross
2019-10-28,10,"",Royal Spoonbill,Blue Duck,Black-billed Gull,Black Robin,Bittern
2019-10-28,10,"",New Zealand Falcon,Southern Royal Albatross,Harrier,Tomtit,Rockhopper Penguin
2019-10-28,10,"",Tūī,Fantail,Kererū,Silvereye,Takahē
2019-10-28,10,"",Yellow-eyed penguin,Gibson's Albatross,Little Spotted Kiwi,South Island Kōkako,Banded Dotterel
2019-10-28,10,"",Blue Duck,Banded Dotterel,Black Robin,Chatham Island Mollymawk,Kākā
2019-10-28,10,"",Kea,Black-billed Gull,Black Stilt,Rock Wren,Black Robin
2019-10-28,10,"",Yellow-eyed penguin,Morepork,Antipodean Albatross,Southern Brown Kiwi,Harrier
2019-10-28,10,"",Banded Dotterel,Orange-fronted Parakeet,Black-fronted Tern,Black Stilt,Black-billed Gull
2019-10-28,10,"",Yellow-eyed penguin,Black Stilt,Banded Dotterel,Fairy Tern,Kākāpō
2019-10-28,10,"",Bittern,Yellow-eyed penguin,Morepork,White-faced Heron,Whenua Hou Diving Petrel
2019-10-28,10,"",Kōkako,Tūī,Kererū,Black Robin,Fantail
2019-10-28,10,"",Brown Teal,New Zealand Dotterel,Rifleman,New Zealand King Shag,Chatham Island Oystercatcher
2019-10-28,10,"",Stitchbird,Yellow-eyed penguin,Kererū,The Otago Shag,Kākāpō
2019-10-28,10,"",Harrier,Barn Owl,Morepork,Blue Duck,New Zealand Falcon
2019-10-28,10,"",Blue Duck,Bellbird,Kākāpō,Tūī,Fantail
2019-10-28,10,"",Bittern,Buller's Mollymawk,Kākā,Tūī,Stitchbird
2019-10-28,10,"",Saddleback,Yellow-eyed penguin,Rockhopper Penguin,Morepork,Blue Duck
2019-10-28,10,"",Banded Dotterel,Black-billed Gull,New Zealand Falcon,Bittern,Yellow-eyed penguin
2019-10-28,10,"",Fiordland Crested Penguin,Kākāpō,Little Penguin,Great Spotted Kiwi,Kea
2019-10-28,10,"",White Heron,Westland Petrel,New Zealand Dotterel,Buller's Mollymawk,New Zealand Dabchick
2019-10-28,10,"",Kākāpō,Fairy Tern,New Zealand Dotterel,Kākā,Yellow-eyed penguin
2019-10-28,10,"",Orange-fronted Parakeet,Banded Dotterel,Black-billed Gull,Yellow-eyed penguin,Southern Brown Kiwi
2019-10-28,10,"",Hutton's Shearwater,Australasian Crested Grebe,Saddleback,Kea,Banded Dotterel
2019-10-28,10,"",Bittern,Kererū,Antipodean Albatross,Hutton's Shearwater,Banded Dotterel
2019-10-28,10,"",Tomtit,Kea,Great Spotted Kiwi,Fantail,Blue Duck
2019-10-28,10,"",Harrier,New Zealand Falcon,Barn Owl,Morepork,Tūī
2019-10-28,10,"",Black Stilt,Morepork,New Zealand Dotterel,Fantail,Fairy Tern
2019-10-28,10,"",Kea,Banded Dotterel,Shore Plover,Kākā,Kākāpō
2019-10-28,10,"",Kōkako,New Zealand Dotterel,Kākāpō,Fairy Tern,Tūī
2019-10-28,10,"",Black-billed Gull,Blue Duck,Kea,Tūī,Yellow-eyed penguin
2019-10-28,10,"",Kākā,Rockhopper Penguin,Chatham Island Oystercatcher,Bittern,Antipodean Albatross
2019-10-28,10,"",Orange-fronted Parakeet,Kererū,Kākā,Takahē,Yellow-eyed penguin
2019-10-28,10,"",Rock Wren,Kākāpō,Rockhopper Penguin,Morepork,Black Robin
2019-10-28,10,"",Rock Wren,Yellow-eyed penguin,Takahē,South Island Kōkako,Kākāpō
2019-10-28,10,"",Fiordland Crested Penguin,Yellow-eyed penguin,Rockhopper Penguin,Little Penguin,""
2019-10-28,10,"",Black Robin,Southern Brown Kiwi,Black Stilt,Little Spotted Kiwi,Takahē
2019-10-28,10,"",Kererū,Kākāpō,Black Robin,Banded Dotterel,Barn Owl
2019-10-28,10,"",Blue Duck,The Otago Shag,Mōhua,Brown Teal,New Zealand Dabchick
2019-10-28,10,"",Yellow-eyed penguin,Blue Duck,Banded Dotterel,Antipodean Albatross,Kākā
2019-10-28,10,"",Tūī,Fairy Tern,Fantail,Banded Dotterel,Black Robin
2019-10-28,10,"",Bittern,Harrier,Chatham Island Mollymawk,Chatham Island Oystercatcher,Fantail
2019-10-28,10,"",Royal Spoonbill,Chatham Island Mollymawk,South Island Kōkako,Takahē,Tūī
2019-10-28,10,"",Kōkako,Little Spotted Kiwi,Mōhua,North Island Brown Kiwi,Saddleback
2019-10-28,10,"",New Zealand Falcon,Kea,Kākā,Kākāpō,Kōkako
2019-10-28,10,"",Kākāpō,Kea,Tūī,New Zealand Falcon,Pūkeko
2019-10-28,10,"",Rockhopper Penguin,Fiordland Crested Penguin,Little Penguin,Yellow-eyed penguin,Welcome Swallow
2019-10-28,10,"",Yellow-eyed penguin,Little Penguin,Fiordland Crested Penguin,Rockhopper Penguin,Gibson's Albatross
2019-10-28,10,"",Yellow-eyed penguin,Banded Dotterel,Little Penguin,Kākā,Black-billed Gull
2019-10-28,10,"",Tūī,Kākāpō,Chatham Island Oystercatcher,Fantail,Harrier
2019-10-28,10,"",Fairy Tern,Bittern,Banded Dotterel,Antipodean Albatross,Black Robin
2019-10-28,10,"",New Zealand Falcon,Orange-fronted Parakeet,Kererū,Tūī,Kākāpō
2019-10-28,10,"",Fantail,Black Robin,Banded Dotterel,Bar-tailed Godwit,Black Stilt
2019-10-28,10,"",Bar-tailed Godwit,Bittern,Buller's Mollymawk,Kākāpō,Kōkako
2019-10-28,10,"",Grey Warbler,Stitchbird,Bar-tailed Godwit,Banded Dotterel,Fantail
2019-10-28,10,"",Kererū,Harrier,Fantail,Kea,Grey Warbler
2019-10-28,10,"",Blue Duck,Kererū,Yellow-eyed penguin,Morepork,New Zealand Falcon
2019-10-28,10,"",Kākāpō,Black Robin,Kea,"",""
2019-10-28,10,"",Black Stilt,New Zealand Dotterel,Antipodean Albatross,Banded Dotterel,Bittern
2019-10-28,10,"",Southern Brown Kiwi,South Island Kōkako,Fiordland Crested Penguin,Orange-fronted Parakeet,Yellow-eyed penguin
2019-10-28,10,"",Kererū,Kōkako,Takahē,New Zealand Falcon,Chatham Island Oystercatcher
2019-10-28,10,"",Kākāpō,Kererū,Orange-fronted Parakeet,Tūī,Saddleback
2019-10-28,10,"",Kingfisher,South Island Kōkako,Kākāpō,New Zealand Falcon,Kākā
2019-10-28,10,"",Kākāpō,Kākā,Orange-fronted Parakeet,Gibson's Albatross,New Zealand Dotterel
2019-10-28,10,"",Kākāpō,Southern Brown Kiwi,Little Spotted Kiwi,Black-billed Gull,Barn Owl
2019-10-28,10,"",Kea,Harrier,Morepork,New Zealand Falcon,Southern Royal Albatross
2019-10-28,10,"",Kōkako,Kākāpō,Black Robin,Blue Duck,Kererū
2019-10-28,10,"",Yellow-eyed penguin,Fiordland Crested Penguin,Black Stilt,Little Penguin,Whenua Hou Diving Petrel
2019-10-28,10,"",Fiordland Crested Penguin,Yellow-eyed penguin,New Zealand Dotterel,New Zealand Falcon,Fairy Tern
2019-10-28,10,"",Bar-tailed Godwit,Bittern,Kea,Kākā,Kākāpō
2019-10-28,10,"",Takahē,Banded Dotterel,Blue Duck,Kea,Kākā
2019-10-28,10,"",Kererū,Black Robin,Kea,Great Spotted Kiwi,Bittern
2019-10-28,10,"",Yellow-eyed penguin,Shore Plover,Blue Duck,Black-billed Gull,Antipodean Albatross
2019-10-28,10,"",Takahē,Fairy Tern,Yellow-eyed penguin,New Zealand Dotterel,Fiordland Crested Penguin
2019-10-28,10,"",Banded Dotterel,Antipodean Albatross,Black Robin,New Zealand Falcon,Saddleback
2019-10-28,10,"",Kererū,Yellow-eyed penguin,Fiordland Crested Penguin,Harrier,Rockhopper Penguin
2019-10-28,10,"",Fantail,South Island Pied Oystercatcher,Black Robin,Kākā,Yellow-eyed penguin
2019-10-28,10,"",Yellow-eyed penguin,Fiordland Crested Penguin,Rockhopper Penguin,Little Penguin,""
2019-10-28,10,"",Harrier,Little Spotted Kiwi,Bittern,Blue Duck,Campbell Black-Browed Albatross
2019-10-28,10,"",Kākā,Morepork,Takahē,Kererū,Yellow-eyed penguin
2019-10-28,10,"",Banded Dotterel,Fantail,Kea,Kererū,Kingfisher
2019-10-28,10,"",Fantail,New Zealand Falcon,Kea,Antipodean Albatross,Black Robin
2019-10-28,10,"",Kākāpō,Morepork,Little Penguin,Kererū,Great Spotted Kiwi
2019-10-28,10,"",Blue Duck,Orange-fronted Parakeet,South Island Kōkako,Saddleback,Yellow-eyed penguin
2019-10-28,10,"",Kākāpō,Blue Duck,Yellow-eyed penguin,Gibson's Albatross,Tūī
2019-10-28,10,"",Blue Duck,Little Penguin,Fantail,Kea,Kōkako
2019-10-28,10,"",Kākāpō,New Zealand Falcon,Black Robin,Banded Dotterel,Kōkako
2019-10-28,10,"",Yellow-eyed penguin,Banded Dotterel,Blue Duck,New Zealand Dotterel,Stitchbird
2019-10-28,10,"",Fiordland Crested Penguin,Yellow-eyed penguin,Rockhopper Penguin,Weka,Mōhua
2019-10-28,10,"",Banded Dotterel,Kea,Black Stilt,Kākāpō,Black Robin
2019-10-28,10,"",Orange-fronted Parakeet,Kākāpō,Fiordland Crested Penguin,Black Robin,Antipodean Albatross
2019-10-28,10,"",Fairy Tern,Banded Dotterel,Black Robin,Blue Duck,Kōkako
2019-10-28,10,"",Kākāpō,Kākā,Takahē,Blue Duck,Fantail
2019-10-28,10,"",New Zealand Falcon,Bellbird,Black Robin,Fairy Tern,Little Spotted Kiwi
2019-10-28,10,"",New Zealand Dotterel,Banded Dotterel,Kākāpō,Morepork,Tūī
2019-10-28,10,"",Blue Duck,Chatham Island Mollymawk,Kākā,Saddleback,Yellow-eyed penguin
2019-10-28,10,"",Fiordland Crested Penguin,Harrier,Hutton's Shearwater,Kea,Kererū
2019-10-28,10,"",Kererū,New Zealand Dotterel,Morepork,Fantail,New Zealand Falcon
2019-10-28,10,"",Morepork,Kākā,Kererū,Little Penguin,Welcome Swallow
2019-10-28,10,"",Bellbird,Blue Duck,Fantail,Kingfisher,Morepork
2019-10-28,10,"",Fantail,Southern Royal Albatross,Antipodean Albatross,Tūī,Kererū
2019-10-28,10,"",Tūī,Kea,Kererū,New Zealand Falcon,Rockhopper Penguin
2019-10-28,10,"",Kākāpō,Great Spotted Kiwi,Kea,Kākā,Kererū
2019-10-28,10,"",Kākāpō,Stitchbird,Saddleback,Kōkako,Black Robin
2019-10-28,10,"",Kākāpō,Morepork,Barn Owl,New Zealand Falcon,Takahē
2019-10-28,10,"",Harrier,Antipodean Albatross,Bittern,"",""
2019-10-28,10,"",Black Robin,Mōhua,Black Stilt,Banded Dotterel,New Zealand Dotterel
2019-10-28,10,"",Kererū,Shore Plover,Kākā,Kōkako,Southern Brown Kiwi
2019-10-28,10,"",Little Penguin,Black Robin,Fiordland Crested Penguin,Great Spotted Kiwi,Little Spotted Kiwi
2019-10-28,10,"",Yellow-eyed penguin,Rifleman,Little Penguin,Fiordland Crested Penguin,""
2019-10-28,10,"",Fantail,Barn Owl,Tūī,Pūkeko,Silvereye
2019-10-28,10,"",Fairy Tern,Kākāpō,Kākā,Black Robin,Orange-fronted Parakeet
2019-10-28,10,"",Kererū,Tūī,Morepork,Kōkako,Kingfisher
2019-10-28,10,"",Yellow-eyed penguin,Fiordland Crested Penguin,Australasian Gannet,Little Penguin,Rockhopper Penguin
2019-10-28,10,"",New Zealand Dabchick,Kākā,Black Robin,Grey Warbler,New Zealand Falcon
2019-10-28,10,"",Kākāpō,Royal Spoonbill,Rockhopper Penguin,Barn Owl,North Island Brown Kiwi
2019-10-28,10,"",Tūī,Orange-fronted Parakeet,Silvereye,Fantail,Fernbird
2019-10-28,10,"",Yellow-eyed penguin,Blue Duck,Mōhua,New Zealand Dotterel,Kea
2019-10-28,10,"",Tūī,Kākāpō,Morepork,Fantail,Silvereye
2019-10-28,10,"",Kākāpō,Kea,Great Spotted Kiwi,Chatham Island Oystercatcher,Little Spotted Kiwi
2019-10-28,10,"",Kākā,Kererū,South Island Kōkako,Gibson's Albatross,Little Spotted Kiwi
2019-10-28,10,"",Australasian Gannet,Banded Dotterel,Rockhopper Penguin,Saddleback,Blue Duck
2019-10-28,10,"",Takahē,Antipodean Albatross,Bellbird,Tūī,Yellow-eyed penguin
2019-10-28,10,"",South Island Kōkako,Mōhua,Kākāpō,Kākā,Orange-fronted Parakeet
2019-10-28,10,"",Yellow-eyed penguin,Fiordland Crested Penguin,Takahē,Stitchbird,Blue Duck
2019-10-28,10,"",Stitchbird,Black Robin,Black Stilt,Little Spotted Kiwi,Kākā
2019-10-28,10,"",South Island Kōkako,Kōkako,Black Robin,New Zealand Falcon,Tūī
2019-10-28,10,"",Fernbird,Banded Dotterel,Tomtit,Blue Duck,Rock Wren
2019-10-28,10,"",Southern Brown Kiwi,Kākāpō,South Island Kōkako,Rockhopper Penguin,Blue Duck
2019-10-28,10,"",Morepork,Harrier,Kingfisher,Fantail,Tūī
2019-10-28,10,"",Kererū,Northern Royal Albatross,Takahē,Pūkeko,Kākā
2019-10-28,10,"",New Zealand Falcon,Chatham Island Mollymawk,Fantail,Stitchbird,""
2019-10-28,10,"",Kākāpō,Black Robin,Takahē,Kea,Kākā
2019-10-28,10,"",Yellow-eyed penguin,Black-fronted Tern,Kākāpō,Rockhopper Penguin,Southern Royal Albatross
2019-10-28,10,"",Whenua Hou Diving Petrel,Kingfisher,Orange-fronted Parakeet,Tūī,Yellow-eyed penguin
2019-10-28,10,"",Fantail,Kākāpō,Morepork,Takahē,Kākā
2019-10-28,10,"",Whenua Hou Diving Petrel,Kākā,Brown Teal,Fernbird,""
2019-10-28,10,"",Harrier,New Zealand Falcon,Morepork,Takahē,Rockhopper Penguin
2019-10-28,10,"",Blue Duck,Fantail,Kea,Kingfisher,Morepork
2019-10-28,10,"",Yellow-eyed penguin,Kākāpō,Black Robin,Bellbird,Kōkako
2019-10-28,10,"",Stitchbird,Shore Plover,Fairy Tern,"",""
2019-10-28,10,"",Fiordland Crested Penguin,Yellow-eyed penguin,Rockhopper Penguin,Fantail,Kingfisher
2019-10-28,10,"",New Zealand Dotterel,Southern Brown Kiwi,North Island Brown Kiwi,Orange-fronted Parakeet,Bittern
2019-10-28,10,"",Yellow-eyed penguin,Rockhopper Penguin,Little Penguin,Morepork,Harrier
2019-10-28,10,"",Fantail,Black Robin,Banded Dotterel,Brown Teal,Black-billed Gull
2019-10-28,10,"",Saddleback,Bellbird,Mōhua,Blue Duck,Brown Teal
2019-10-28,10,"",Orange-fronted Parakeet,Bittern,Tūī,Kākā,Kākāpō
2019-10-28,10,"",Black-billed Gull,Yellow-eyed penguin,Mōhua,Blue Duck,Great Spotted Kiwi
2019-10-28,10,"",Kererū,Banded Dotterel,Antipodean Albatross,Kākāpō,Black Stilt
2019-10-28,10,"",Wrybill,Banded Dotterel,Hutton's Shearwater,Rock Wren,Fairy Tern
2019-10-28,10,"",Yellow-eyed penguin,Kea,Kākā,Takahē,New Zealand Falcon
2019-10-28,10,"",Australasian Gannet,Harrier,New Zealand Falcon,Yellow-eyed penguin,Southern Brown Kiwi
2019-10-28,10,"",New Zealand Falcon,Orange-fronted Parakeet,Rifleman,Stitchbird,Blue Duck
2019-10-28,10,"",Fiordland Crested Penguin,Yellow-eyed penguin,Little Penguin,Rockhopper Penguin,Rock Wren
2019-10-28,10,"",New Zealand Falcon,Barn Owl,Harrier,Kea,Tūī
2019-10-28,10,"",Banded Dotterel,Antipodean Albatross,Rock Wren,Rifleman,Yellow-eyed penguin
2019-10-28,10,"",Yellow-eyed penguin,Fairy Tern,Kākā,Blue Duck,Black Robin
2019-10-28,10,"",Harrier,Kōkako,New Zealand Dotterel,New Zealand Falcon,Antipodean Albatross
2019-10-28,10,"",Southern Brown Kiwi,New Zealand Falcon,Harrier,Kea,Tūī
2019-10-28,10,"",Fantail,Mōhua,New Zealand Falcon,Tūī,Kererū
2019-10-28,10,"",South Island Kōkako,Blue Duck,Orange-fronted Parakeet,Black Robin,Southern Brown Kiwi
2019-10-28,10,"",Stitchbird,Orange-fronted Parakeet,Southern Brown Kiwi,Kākāpō,South Island Kōkako
2019-10-28,10,"",Antipodean Albatross,New Zealand Falcon,Kererū,Kōkako,Chatham Island Mollymawk
2019-10-28,10,"",Kākāpō,Orange-fronted Parakeet,Rifleman,Kōkako,Kea
2019-10-28,10,"",Yellow-eyed penguin,New Zealand Dotterel,Banded Dotterel,Little Spotted Kiwi,Black Robin
2019-10-28,10,"",Royal Spoonbill,Kākā,Chatham Island Mollymawk,Barn Owl,Blue Duck
2019-10-28,10,"",North Island Brown Kiwi,Spotless Crake,Black Petrel,Whenua Hou Diving Petrel,Light-mantled Sooty Albatross
2019-10-28,10,"",New Zealand Falcon,Banded Dotterel,Bar-tailed Godwit,Bittern,Black Stilt
