broad_field,major_field,field,year,n_phds
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine sciences,2009,79
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Oceanography, chemical and physical",2009,81
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Ocean and marine sciences, other",2009,20
Life sciences,Physics and astronomy,Astronomy and astrophysics,2009,262
Life sciences,Physics and astronomy,Astronomy,2009,97
Life sciences,Physics and astronomy,Astrophysics,2009,165
Life sciences,Physics and astronomy,"Astronomy and astrophysics, other",2009,NA
Life sciences,Physics and astronomy,Physics,2009,1630
Life sciences,Physics and astronomy,Acoustics,2009,21
Life sciences,Physics and astronomy,Applied physics,2009,133
Life sciences,Physics and astronomy,"Atomic, molecular, chemical physics",2009,104
Life sciences,Physics and astronomy,Biophysics (physics),2009,104
Life sciences,Physics and astronomy,"Condensed matter, low-temperature physics",2009,401
Life sciences,Physics and astronomy,Elementary particle physics,2009,218
Life sciences,Physics and astronomy,Nuclear physics,2009,74
Life sciences,Physics and astronomy,"Optics, photonics",2009,164
Life sciences,Physics and astronomy,"Plasma, high-temperature physics",2009,58
Life sciences,Physics and astronomy,Polymer physics,2009,25
Life sciences,Physics and astronomy,"Physics, general",2009,211
Life sciences,Physics and astronomy,"Physics, other",2009,117
Mathematics and computer sciences,Computer and information sciences,Computer science,2009,1361
Mathematics and computer sciences,Computer and information sciences,"Information science, systems",2009,140
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",2009,NA
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",2009,109
Mathematics and computer sciences,Mathematics and statistics,Algebra,2009,139
Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,2009,130
Mathematics and computer sciences,Mathematics and statistics,Applied mathematics,2009,382
Mathematics and computer sciences,Mathematics and statistics,Computing theory and practice,2009,16
Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",2009,89
Mathematics and computer sciences,Mathematics and statistics,Logic,2009,38
Mathematics and computer sciences,Mathematics and statistics,Number theory,2009,64
Mathematics and computer sciences,Mathematics and statistics,Operations research (mathematics),2009,28
Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),2009,353
Mathematics and computer sciences,Mathematics and statistics,Topology and foundations,2009,73
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, general",2009,173
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, other",2009,68
Psychology and social sciences,Psychology,Behavioral analysis,2009,NA
Psychology and social sciences,Psychology,Clinical psychology,2009,1201
Psychology and social sciences,Psychology,Cognitive neuroscience,2009,NA
Psychology and social sciences,Psychology,Cognitive psychology and psycholinguistics,2009,189
Psychology and social sciences,Psychology,Community psychology,2009,NA
Psychology and social sciences,Psychology,Comparative psychology,2009,9
Psychology and social sciences,Psychology,Counseling,2009,422
Psychology and social sciences,Psychology,Developmental and child psychology,2009,182
Psychology and social sciences,Psychology,Educational psychology (psychology),2009,73
Psychology and social sciences,Psychology,Experimental psychology,2009,145
Psychology and social sciences,Psychology,Family psychology,2009,34
Psychology and social sciences,Psychology,"Health, medical psychology",2009,NA
Psychology and social sciences,Psychology,Human development and family studies,2009,146
Psychology and social sciences,Psychology,Industrial and organizational psychology,2009,196
Psychology and social sciences,Psychology,"Marriage and family therapy, counseling",2009,NA
Psychology and social sciences,Psychology,"Neuropsychology, physiological psychologyi",2009,87
Psychology and social sciences,Psychology,Personality psychology,2009,19
Psychology and social sciences,Psychology,Psychometrics and quantitative psychology,2009,29
Psychology and social sciences,Psychology,School psychology (psychology),2009,122
Psychology and social sciences,Psychology,Social psychology,2009,226
Psychology and social sciences,Psychology,"Psychology, general",2009,209
Psychology and social sciences,Psychology,"Psychology, other",2009,183
Psychology and social sciences,Psychology,Social sciences,2009,4473
Psychology and social sciences,Anthropology,"Anthropology, cultural",2009,NA
Psychology and social sciences,Anthropology,"Anthropology, generalj",2009,503
Psychology and social sciences,Anthropology,"Anthropology, physical and biological",2009,NA
Psychology and social sciences,Economics,Econometrics,2009,31
Psychology and social sciences,Economics,Natural resources and environmental economics (social sciences),2009,NA
Psychology and social sciences,Economics,Other economics,2009,1087
Psychology and social sciences,Other social sciences,"American, U.S. studies",2009,116
Psychology and social sciences,Other social sciences,Applied linguistics,2009,NA
Psychology and social sciences,Other social sciences,"Area, ethnic, cultural studiesk",2009,112
Psychology and social sciences,Other social sciences,Criminal justice and corrections,2009,75
Psychology and social sciences,Other social sciences,Criminology,2009,61
Psychology and social sciences,Other social sciences,Demography and population studies,2009,18
Psychology and social sciences,Other social sciences,Gender and women's studies,2009,NA
Psychology and social sciences,Other social sciences,Geography,2009,209
Psychology and social sciences,Other social sciences,Gerontology (social sciences),2009,NA
Psychology and social sciences,Other social sciences,Health policy analysis,2009,NA
Psychology and social sciences,Other social sciences,"International relations, international affairs",2009,101
Psychology and social sciences,Other social sciences,Linguistics,2009,275
Psychology and social sciences,Other social sciences,Public policy analysis,2009,228
Psychology and social sciences,Other social sciences,Statistics (social sciences),2009,17
Psychology and social sciences,Other social sciences,"Urban, city, community and regional planning",2009,92
Psychology and social sciences,Other social sciences,"Urban studies, affairs",2009,33
Psychology and social sciences,Other social sciences,"Social sciences, general",2009,51
Psychology and social sciences,Other social sciences,"Social sciences, other",2009,120
Engineering,Other engineering,Agricultural engineering,2009,64
Engineering,Other engineering,Ceramic sciences engineering,2009,5
Engineering,Other engineering,Communications engineering,2009,26
Engineering,Other engineering,Computer engineering,2009,380
Engineering,Other engineering,"Engineering management, administration",2009,40
Engineering,Other engineering,Engineering mechanics,2009,63
Engineering,Other engineering,Engineering physics,2009,31
Engineering,Other engineering,Engineering science,2009,42
Engineering,Other engineering,"Environmental, environmental health engineeringl",2009,120
Engineering,Other engineering,Geotechnical and geoenvironmental engineering,2009,NA
Engineering,Other engineering,Metallurgical engineering,2009,26
Engineering,Other engineering,Mining and mineral engineering,2009,14
Engineering,Other engineering,Nuclear engineering,2009,73
Engineering,Other engineering,Ocean engineering,2009,29
Engineering,Other engineering,Operations research (engineering),2009,79
Engineering,Other engineering,Petroleum engineering,2009,54
Engineering,Other engineering,"Polymer, plastics engineering",2009,60
Engineering,Other engineering,Robotics,2009,NA
Engineering,Other engineering,Structural engineering,2009,NA
Engineering,Other engineering,Systems engineering,2009,67
Engineering,Other engineering,Transportation and highway engineering,2009,NA
Engineering,Other engineering,"Engineering, general",2009,44
Engineering,Other engineering,"Engineering, other",2009,116
Education,Education administration,Educational administration and supervision,2009,585
Education,Education administration,"Educational and human resource studies, development",2009,NA
Education,Education administration,Educational leadership,2009,1561
Education,Education administration,Urban education and leadership,2009,NA
Education,Education research,"Counseling education, counseling and guidance",2009,233
Education,Education research,Curriculum and instruction,2009,782
Education,Education research,Educational and instructional media design,2009,150
Education,Education research,Educational and instructional technology,2009,NA
