current_up_to,region_id,iso3_code,total_members,deposits_ref,deposits_abstract,deposits_license,deposits_crossmark,deposits_updates,deposits_textmining,deposits_status_info,acknowledges_funding,deposits_funder_id,deposits_grant_id,deposits_orcid,deposits_orcid_for_authors,deposits_orcid_for_chairs,deposits_orcid_for_editors,deposits_orcid_for_translators,deposits_ror_id,deposits_ror_id_for_affiliations,deposits_ror_id_for_funders,deposits_ror_id_for_institutions
2026-03-31,LCN,ARG,133,51,124,91,3,1,100,0,5,5,0,109,109,3,13,3,13,12,0,1
2026-03-31,LCN,BHS,2,1,1,0,0,0,1,0,0,1,0,2,2,0,0,0,1,1,0,0
2026-03-31,LCN,BLZ,2,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,LCN,BOL,42,15,42,23,3,1,29,0,4,3,0,37,37,0,3,0,9,9,0,0
2026-03-31,LCN,BRA,1858,520,1574,1018,46,12,1269,0,93,87,0,1414,1407,32,146,27,80,78,11,2
2026-03-31,LCN,BRB,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,LCN,CHL,100,29,95,67,4,1,68,0,9,8,0,87,87,0,7,2,12,11,2,4
2026-03-31,LCN,COL,270,194,264,214,43,12,220,0,56,51,0,239,236,11,65,8,77,76,5,0
2026-03-31,LCN,CRI,31,10,31,27,0,0,24,0,2,2,0,26,26,0,0,0,3,3,0,0
2026-03-31,LCN,CUB,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,LCN,DOM,18,3,18,16,0,0,17,0,0,0,0,13,13,0,0,0,1,1,0,0
2026-03-31,LCN,ECU,218,105,213,161,9,1,174,0,7,7,0,199,199,7,29,1,27,27,0,1
2026-03-31,LCN,GTM,20,16,19,17,0,0,17,0,3,3,0,16,16,0,0,0,0,0,0,0
2026-03-31,LCN,GUY,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-31,LCN,HND,2,0,2,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0
2026-03-31,LCN,HTI,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,LCN,JAM,3,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,LCN,MEX,313,135,292,174,13,6,175,0,24,24,0,251,250,19,56,7,31,31,3,0
2026-03-31,LCN,NIC,2,1,2,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0
2026-03-31,LCN,PAN,24,12,24,21,0,0,22,0,1,1,0,20,20,0,3,0,4,4,0,0
2026-03-31,LCN,PER,234,83,230,179,7,0,192,0,5,3,0,207,207,2,17,1,24,24,2,0
2026-03-31,LCN,PRI,12,6,10,7,0,0,8,0,0,0,0,9,9,0,1,1,0,0,0,0
2026-03-31,LCN,PRY,43,14,42,32,2,0,33,0,0,0,0,42,42,1,2,0,7,7,0,0
2026-03-31,LCN,SLV,9,6,9,8,0,0,8,0,0,0,0,9,9,0,0,0,2,2,0,0
2026-03-31,LCN,TTO,4,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,LCN,URY,72,10,43,35,1,0,40,0,0,0,0,53,53,0,2,0,2,2,0,0
2026-03-31,LCN,VEN,38,25,35,24,1,0,23,0,4,4,0,32,32,0,8,2,6,6,2,0
2026-03-31,LCN,VGB,2,2,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2026-03-31,MEA,AFG,27,7,26,13,3,1,17,0,1,0,0,15,15,0,0,0,2,2,0,0
2026-03-31,MEA,ARE,57,22,41,22,4,0,25,0,4,4,0,25,25,0,2,0,7,7,0,0
2026-03-31,MEA,BHR,5,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,MEA,DZA,143,18,38,32,2,1,33,0,2,1,0,21,21,2,1,0,3,3,1,0
2026-03-31,MEA,EGY,52,22,33,17,12,2,19,0,5,5,0,20,20,0,3,0,3,3,0,0
2026-03-31,MEA,IRQ,264,67,218,150,22,0,180,0,4,4,0,141,141,1,1,0,17,17,1,0
2026-03-31,MEA,ISR,25,5,18,3,0,0,4,0,0,0,0,11,11,0,2,0,3,3,0,0
2026-03-31,MEA,JOR,58,10,38,16,1,0,20,0,1,1,0,22,22,0,0,0,5,5,0,0
2026-03-31,MEA,KWT,10,1,6,2,0,0,2,0,0,0,0,3,3,0,0,0,1,1,0,0
2026-03-31,MEA,LBN,21,3,18,7,1,0,6,0,2,1,0,7,7,0,2,0,1,1,0,0
2026-03-31,MEA,LBY,48,18,43,34,4,0,36,0,1,0,0,17,17,0,2,0,11,11,1,0
2026-03-31,MEA,MAR,35,11,23,13,2,0,14,0,1,0,0,19,19,0,3,0,3,3,0,0
2026-03-31,MEA,MLT,4,1,3,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0
2026-03-31,MEA,OMN,13,3,10,4,1,0,4,0,0,0,0,6,6,0,0,0,1,1,0,0
2026-03-31,MEA,PAK,473,136,434,276,40,7,308,0,15,13,0,247,247,0,6,0,38,37,3,0
2026-03-31,MEA,PSE,22,6,14,7,0,0,7,0,0,0,0,5,5,0,0,0,1,1,0,0
2026-03-31,MEA,QAT,14,5,13,5,2,1,5,0,0,0,0,6,6,0,0,1,1,1,0,0
2026-03-31,MEA,SAU,62,13,34,19,7,1,21,0,4,4,0,31,31,0,0,0,6,6,1,0
2026-03-31,MEA,SYR,5,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,MEA,TUN,14,1,6,3,0,0,3,0,0,0,0,3,3,0,0,0,1,1,0,0
2026-03-31,MEA,YEM,37,8,26,17,2,0,21,0,2,2,0,14,14,0,0,0,4,4,0,0
2026-03-31,NAC,CAN,304,102,235,114,20,8,119,0,16,16,0,165,164,3,20,0,26,24,3,3
2026-03-31,NAC,USA,2402,918,1636,738,145,89,682,1,238,241,1,1153,1145,18,128,20,297,289,21,32
2026-03-31,SAS,BGD,167,46,151,58,10,2,49,0,9,6,0,80,80,0,0,0,16,16,0,0
2026-03-31,SAS,BTN,6,1,6,3,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0
2026-03-31,SAS,IND,1548,359,1073,397,95,24,451,0,46,41,0,472,470,2,29,2,76,74,9,0
2026-03-31,SAS,LKA,28,6,25,6,0,0,2,0,2,1,0,19,19,1,1,0,7,7,1,0
2026-03-31,SAS,MDV,3,0,3,1,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0
2026-03-31,SAS,NPL,50,10,49,32,0,0,38,0,1,1,0,38,38,0,1,0,0,0,0,0
2026-03-31,SSF,AGO,6,3,6,6,0,0,6,0,0,0,0,6,6,0,2,0,0,0,0,0
2026-03-31,SSF,BDI,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-31,SSF,BEN,6,3,5,1,0,0,2,0,0,0,0,4,4,0,1,0,0,0,0,0
2026-03-31,SSF,BFA,6,2,6,4,0,0,4,0,0,0,0,3,3,0,0,0,1,1,0,0
2026-03-31,SSF,BWA,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,SSF,CAF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-31,SSF,CIV,2,2,2,1,1,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0
2026-03-31,SSF,CMR,9,0,8,2,0,0,3,0,0,0,0,4,4,0,0,0,1,1,0,0
2026-03-31,SSF,COD,22,5,21,5,1,0,4,0,0,0,0,7,7,0,0,0,4,4,0,0
2026-03-31,SSF,COG,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0
2026-03-31,SSF,COM,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,SSF,ETH,16,4,16,10,0,0,11,0,0,0,0,13,13,0,0,0,0,0,0,0
2026-03-31,SSF,GAB,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,SSF,GHA,38,13,35,23,2,0,24,0,1,1,0,22,22,0,1,0,8,7,0,1
2026-03-31,SSF,KEN,76,29,68,44,3,0,49,0,2,1,0,42,42,0,1,0,10,10,2,0
2026-03-31,SSF,LBR,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,SSF,MDG,4,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-31,SSF,MLI,5,0,5,2,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0
2026-03-31,SSF,MOZ,2,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-31,SSF,MRT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-31,SSF,MUS,5,0,4,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0
2026-03-31,SSF,MWI,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0
2026-03-31,SSF,NAM,5,1,5,5,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0
2026-03-31,SSF,NER,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,SSF,NGA,181,57,155,70,5,1,84,0,5,4,0,85,85,1,1,0,23,23,1,0
2026-03-31,SSF,RWA,9,1,9,4,0,0,5,0,0,0,0,6,5,0,1,0,1,1,0,0
2026-03-31,SSF,SDN,13,2,11,4,0,0,7,0,0,0,0,7,7,0,0,0,2,2,0,0
2026-03-31,SSF,SEN,7,0,6,1,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0
2026-03-31,SSF,SLE,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2026-03-31,SSF,SOM,9,1,9,3,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0
2026-03-31,SSF,SSD,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-03-31,SSF,TGO,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0
2026-03-31,SSF,TZA,29,11,29,13,0,0,14,0,1,0,0,17,17,0,1,0,4,4,0,0
2026-03-31,SSF,UGA,21,7,19,9,0,0,8,0,1,0,0,12,12,0,2,0,5,5,1,0
2026-03-31,SSF,ZAF,88,43,61,38,8,4,35,0,10,10,0,65,64,1,11,0,16,16,0,1
2026-03-31,SSF,ZMB,6,2,6,1,1,0,4,0,0,0,0,5,5,0,0,0,2,2,0,0
2026-03-31,SSF,ZWE,6,3,6,3,0,0,3,0,1,1,0,5,5,0,1,0,1,1,0,0
2026-02-28,EAS,AUS,247,68,182,74,13,8,64,NA,15,15,NA,154,154,1,24,0,21,21,2,1
2026-02-28,EAS,BRN,5,0,5,2,0,0,3,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2026-02-28,EAS,CHN,179,71,103,50,18,7,45,NA,14,13,NA,54,54,0,2,0,13,13,1,0
2026-02-28,EAS,FJI,1,1,1,0,0,0,0,NA,1,1,NA,1,1,0,0,0,1,1,0,0
2026-02-28,EAS,HKG,140,48,114,65,9,3,64,NA,8,7,NA,50,50,2,5,1,14,14,1,0
2026-02-28,EAS,IDN,4451,613,4361,3622,189,12,4308,NA,104,91,NA,2770,2769,0,12,0,123,123,3,0
2026-02-28,EAS,JPN,683,623,28,23,7,5,19,NA,74,70,NA,96,96,0,5,0,76,76,1,0
2026-02-28,EAS,KHM,14,5,13,6,0,0,7,NA,0,0,NA,11,11,0,0,0,2,2,0,0
2026-02-28,EAS,KOR,2608,1238,636,442,617,213,449,NA,564,528,NA,367,367,0,1,0,0,0,0,0
2026-02-28,EAS,LAO,5,4,5,2,1,1,3,NA,0,0,NA,4,4,0,1,1,1,1,0,0
2026-02-28,EAS,MAC,8,1,4,1,0,0,0,NA,1,1,NA,1,1,0,0,0,0,0,0,0
2026-02-28,EAS,MMR,3,2,3,1,0,0,1,NA,0,0,NA,2,2,0,0,0,1,1,0,0
2026-02-28,EAS,MNG,20,7,20,12,1,0,13,NA,1,1,NA,11,11,0,1,0,3,3,0,0
2026-02-28,EAS,MYS,188,56,159,86,4,1,97,NA,18,16,NA,102,102,0,5,0,20,18,4,1
2026-02-28,EAS,NZL,50,20,46,24,2,1,22,NA,3,3,NA,37,37,2,7,1,7,7,1,1
2026-02-28,EAS,PHL,172,45,156,61,10,0,68,NA,4,2,NA,92,91,1,4,0,29,29,4,0
2026-02-28,EAS,PNG,1,0,1,0,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,EAS,PYF,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2026-02-28,EAS,SGP,64,26,53,35,10,3,33,NA,8,8,NA,41,40,0,4,0,4,3,3,0
2026-02-28,EAS,THA,99,58,91,66,4,1,71,NA,6,4,NA,62,62,0,2,0,5,5,4,0
2026-02-28,EAS,TLS,4,2,4,3,0,0,4,NA,1,1,NA,2,2,0,0,0,0,0,0,0
2026-02-28,EAS,TWN,34,15,20,9,5,2,9,NA,3,3,NA,15,15,0,0,0,2,2,0,0
2026-02-28,EAS,VNM,166,36,160,42,3,2,119,NA,5,5,NA,64,64,0,0,1,9,9,0,0
2026-02-28,EAS,WSM,1,0,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2026-02-28,ECS,ALB,18,9,17,10,0,0,10,NA,1,0,NA,8,8,0,1,1,3,3,1,0
2026-02-28,ECS,AND,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,ECS,ARM,61,51,57,7,1,0,8,NA,5,5,NA,24,24,0,1,0,21,21,1,0
2026-02-28,ECS,AUT,72,17,54,22,2,0,23,NA,1,3,NA,45,45,2,8,0,4,4,0,0
2026-02-28,ECS,AZE,65,14,51,9,3,0,9,NA,2,1,NA,38,38,0,0,0,13,12,1,0
2026-02-28,ECS,BEL,62,21,46,22,1,0,20,NA,9,8,NA,41,40,0,10,0,9,9,0,1
2026-02-28,ECS,BGR,86,29,80,29,5,2,31,NA,9,8,NA,53,53,1,2,3,15,15,3,1
2026-02-28,ECS,BIH,86,23,81,42,1,0,50,NA,4,4,NA,45,45,0,1,0,20,20,0,0
2026-02-28,ECS,BLR,35,18,27,15,3,0,15,NA,1,1,NA,24,24,0,2,0,2,2,0,0
2026-02-28,ECS,CHE,160,47,131,64,7,3,52,NA,23,20,NA,89,87,0,31,1,13,11,0,5
2026-02-28,ECS,CYP,10,4,9,3,1,1,4,NA,1,1,NA,7,7,0,2,0,2,2,1,0
2026-02-28,ECS,CZE,130,65,98,55,7,4,39,NA,16,12,NA,86,85,0,15,0,19,18,3,2
2026-02-28,ECS,DEU,284,94,229,117,21,10,84,NA,35,34,NA,161,159,1,50,5,28,25,4,4
2026-02-28,ECS,DNK,27,10,21,11,3,1,8,NA,4,5,NA,17,17,0,4,0,0,0,0,0
2026-02-28,ECS,ESP,557,226,471,281,35,5,281,NA,75,67,NA,406,406,20,70,7,52,49,11,3
2026-02-28,ECS,EST,19,11,17,12,1,1,12,NA,2,1,NA,13,13,1,5,1,2,2,1,0
2026-02-28,ECS,FIN,148,9,145,94,1,1,127,NA,10,10,NA,120,120,0,9,1,1,1,1,0
2026-02-28,ECS,FRA,158,52,126,55,14,7,44,NA,12,13,NA,91,91,2,23,2,15,15,1,1
2026-02-28,ECS,FRO,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,ECS,GBR,729,250,552,273,73,41,244,NA,85,81,NA,405,403,2,66,6,60,59,6,7
2026-02-28,ECS,GEO,43,10,37,12,2,0,20,NA,2,2,NA,21,21,0,1,0,3,3,0,0
2026-02-28,ECS,GRC,47,8,36,10,1,1,7,NA,2,1,NA,20,20,0,2,0,2,2,0,0
2026-02-28,ECS,HRV,210,45,194,24,3,1,20,NA,2,2,NA,172,172,0,10,1,21,21,1,0
2026-02-28,ECS,HUN,339,75,300,95,2,2,135,NA,5,5,NA,171,170,0,20,7,7,7,1,1
2026-02-28,ECS,IRL,37,11,30,9,0,0,9,NA,1,1,NA,24,23,0,4,0,7,7,0,0
2026-02-28,ECS,ISL,7,1,6,3,1,0,3,NA,0,0,NA,4,4,0,1,0,0,0,0,0
2026-02-28,ECS,ITA,156,60,121,50,7,6,45,NA,8,7,NA,82,80,4,13,1,7,7,0,0
2026-02-28,ECS,KAZ,163,71,151,46,3,2,67,NA,8,5,NA,123,123,0,1,1,16,16,3,0
2026-02-28,ECS,KGZ,33,12,23,5,0,0,5,NA,4,3,NA,19,19,0,1,0,3,3,1,0
2026-02-28,ECS,LTU,50,24,43,25,9,3,26,NA,4,4,NA,34,33,1,7,2,11,11,0,0
2026-02-28,ECS,LUX,3,1,3,2,0,0,1,NA,0,1,NA,3,3,0,0,0,1,1,0,0
2026-02-28,ECS,LVA,15,8,13,9,1,0,7,NA,1,1,NA,11,11,4,4,1,2,2,0,0
2026-02-28,ECS,MCO,3,0,2,0,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,ECS,MDA,46,25,37,12,0,0,4,NA,0,0,NA,29,29,0,3,0,4,4,0,0
2026-02-28,ECS,MKD,46,17,30,16,2,0,14,NA,1,1,NA,19,19,0,2,0,8,8,0,0
2026-02-28,ECS,MNE,13,6,12,4,0,0,4,NA,1,0,NA,6,6,0,1,0,1,1,1,0
2026-02-28,ECS,NLD,152,60,127,80,8,6,80,NA,33,33,NA,95,94,0,20,2,15,13,2,2
2026-02-28,ECS,NOR,37,19,29,18,2,2,16,NA,5,5,NA,29,29,0,3,0,1,1,0,0
2026-02-28,ECS,POL,373,200,324,203,22,7,198,NA,27,22,NA,326,325,8,78,19,31,28,6,2
2026-02-28,ECS,PRT,160,35,128,56,5,1,65,NA,6,7,NA,125,121,4,28,4,4,3,1,0
2026-02-28,ECS,ROU,265,132,228,72,7,1,67,NA,11,10,NA,158,157,0,15,1,15,15,1,0
2026-02-28,ECS,RUS,1556,776,1203,427,100,15,446,NA,143,126,NA,1124,1122,18,85,25,250,249,11,1
2026-02-28,ECS,SRB,102,49,88,51,6,1,48,NA,27,24,NA,78,77,2,17,1,26,26,5,0
2026-02-28,ECS,SVK,48,23,40,15,1,0,14,NA,6,6,NA,33,33,2,5,2,8,8,1,0
2026-02-28,ECS,SVN,52,19,43,24,1,0,21,NA,9,7,NA,33,33,1,6,2,8,8,5,1
2026-02-28,ECS,SWE,125,48,108,74,9,6,74,NA,11,9,NA,86,86,0,19,1,7,5,2,2
2026-02-28,ECS,TJK,7,3,6,1,1,0,1,NA,0,0,NA,5,5,0,0,0,1,1,0,0
2026-02-28,ECS,TUR,1832,1465,1584,162,26,3,165,NA,1187,737,NA,1548,1548,5,35,99,34,33,3,0
2026-02-28,ECS,UKR,611,321,540,291,11,1,325,NA,21,18,NA,510,510,19,77,14,71,70,5,0
2026-02-28,ECS,UZB,80,31,68,30,2,0,38,NA,0,0,NA,37,37,0,0,0,10,10,0,0
2026-02-28,ECS,VAT,1,1,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2026-02-28,ECS,XKX,8,4,8,5,0,0,5,NA,0,0,NA,5,5,0,0,0,0,0,0,0
2026-02-28,LCN,ARG,132,50,123,90,3,1,100,NA,5,5,NA,109,109,3,12,3,9,8,0,1
2026-02-28,LCN,BHS,2,1,1,0,0,0,1,NA,0,1,NA,2,2,0,0,0,1,1,0,0
2026-02-28,LCN,BLZ,2,2,2,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,LCN,BOL,40,15,40,22,3,1,28,NA,3,3,NA,35,35,0,2,0,8,8,0,0
2026-02-28,LCN,BRA,1842,513,1558,1007,45,10,1255,NA,90,86,NA,1404,1397,29,142,26,53,51,8,2
2026-02-28,LCN,BRB,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,LCN,CHL,98,29,93,67,4,1,67,NA,8,7,NA,85,85,0,7,2,9,8,2,4
2026-02-28,LCN,COL,269,190,262,213,43,11,219,NA,56,51,NA,237,234,11,64,8,60,59,4,0
2026-02-28,LCN,CRI,31,10,31,27,0,0,24,NA,2,2,NA,26,26,0,0,0,2,2,0,0
2026-02-28,LCN,CUB,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,LCN,DOM,18,3,18,16,0,0,17,NA,0,0,NA,13,13,0,0,0,1,1,0,0
2026-02-28,LCN,ECU,215,100,209,159,9,1,171,NA,6,6,NA,197,197,7,27,1,21,21,0,1
2026-02-28,LCN,GTM,20,16,19,17,0,0,17,NA,3,3,NA,16,16,0,0,0,0,0,0,0
2026-02-28,LCN,GUY,3,0,2,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2026-02-28,LCN,HND,2,0,2,2,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2026-02-28,LCN,HTI,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,LCN,JAM,3,1,3,0,1,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,LCN,MEX,313,133,292,174,13,6,175,NA,24,24,NA,250,249,19,55,7,22,22,2,0
2026-02-28,LCN,NIC,2,1,2,2,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2026-02-28,LCN,PAN,22,12,22,20,0,0,21,NA,1,1,NA,19,19,0,3,0,4,4,0,0
2026-02-28,LCN,PER,234,77,230,179,6,0,192,NA,5,3,NA,207,206,2,16,1,17,17,1,0
2026-02-28,LCN,PRI,12,6,10,7,0,0,8,NA,0,0,NA,9,9,0,1,1,0,0,0,0
2026-02-28,LCN,PRY,41,12,40,29,2,0,31,NA,0,0,NA,40,40,1,2,0,4,4,0,0
2026-02-28,LCN,SLV,8,5,8,7,0,0,7,NA,0,0,NA,8,8,0,0,0,1,1,0,0
2026-02-28,LCN,TTO,4,2,4,1,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,LCN,URY,71,10,42,35,1,0,39,NA,0,0,NA,53,53,0,2,0,2,2,0,0
2026-02-28,LCN,VEN,36,24,34,23,1,0,22,NA,4,4,NA,31,31,0,8,2,5,5,2,0
2026-02-28,LCN,VGB,2,2,1,1,1,1,1,NA,1,1,NA,1,1,0,0,0,0,0,0,0
2026-02-28,MEA,AFG,26,7,25,13,3,1,17,NA,1,0,NA,14,14,0,0,0,1,1,0,0
2026-02-28,MEA,ARE,56,22,41,21,4,0,25,NA,4,4,NA,24,24,0,2,0,7,7,0,0
2026-02-28,MEA,BHR,5,0,4,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,MEA,DZA,143,17,37,31,2,1,33,NA,2,1,NA,21,21,2,1,0,2,2,0,0
2026-02-28,MEA,EGY,52,21,33,17,12,2,19,NA,5,5,NA,19,19,0,3,0,3,3,0,0
2026-02-28,MEA,IRQ,259,65,213,147,21,0,176,NA,4,4,NA,138,138,1,1,0,13,13,1,0
2026-02-28,MEA,ISR,24,5,17,3,0,0,4,NA,0,0,NA,10,10,0,2,0,2,2,0,0
2026-02-28,MEA,JOR,58,10,38,16,1,0,20,NA,1,1,NA,22,22,0,0,0,4,4,0,0
2026-02-28,MEA,KWT,10,1,6,2,0,0,2,NA,0,0,NA,3,3,0,0,0,1,1,0,0
2026-02-28,MEA,LBN,21,3,18,7,1,0,6,NA,2,1,NA,7,7,0,2,0,1,1,0,0
2026-02-28,MEA,LBY,45,17,40,30,4,0,33,NA,1,0,NA,17,17,0,2,0,10,10,1,0
2026-02-28,MEA,MAR,35,11,23,13,2,0,14,NA,1,0,NA,18,18,0,3,0,3,3,0,0
2026-02-28,MEA,MLT,4,1,3,1,0,0,1,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2026-02-28,MEA,OMN,12,3,10,4,0,0,4,NA,0,0,NA,5,5,0,0,0,1,1,0,0
2026-02-28,MEA,PAK,465,131,426,267,40,7,300,NA,15,13,NA,241,241,0,6,0,32,32,2,0
2026-02-28,MEA,PSE,22,5,14,6,0,0,7,NA,0,0,NA,5,5,0,0,0,1,1,0,0
2026-02-28,MEA,QAT,14,5,13,5,2,1,5,NA,0,0,NA,6,6,0,0,1,1,1,0,0
2026-02-28,MEA,SAU,60,11,33,19,6,1,21,NA,4,4,NA,29,29,0,0,0,6,6,1,0
2026-02-28,MEA,SYR,3,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2026-02-28,MEA,TUN,14,1,6,3,0,0,3,NA,0,0,NA,3,3,0,0,0,1,1,0,0
2026-02-28,MEA,YEM,37,7,26,17,1,0,21,NA,2,2,NA,13,13,0,0,0,3,3,0,0
2026-02-28,NAC,CAN,302,101,233,113,20,8,119,NA,16,16,NA,163,162,3,20,0,23,21,3,3
2026-02-28,NAC,USA,2386,903,1618,726,145,90,675,NA,233,237,NA,1146,1138,17,125,20,263,254,21,32
2026-02-28,SAS,BGD,160,44,144,58,10,2,48,NA,9,6,NA,78,78,0,0,0,16,16,0,0
2026-02-28,SAS,BTN,6,1,6,3,0,0,3,NA,0,0,NA,5,5,0,0,0,0,0,0,0
2026-02-28,SAS,IND,1533,350,1058,394,93,23,443,NA,46,40,NA,459,457,2,29,2,67,65,9,0
2026-02-28,SAS,LKA,27,6,24,6,0,0,2,NA,2,1,NA,18,18,1,1,0,7,7,1,0
2026-02-28,SAS,MDV,3,0,3,1,0,0,2,NA,0,0,NA,2,2,0,0,0,0,0,0,0
2026-02-28,SAS,NPL,50,10,49,32,0,0,38,NA,1,1,NA,38,38,0,1,0,0,0,0,0
2026-02-28,SSF,AGO,6,3,6,6,0,0,6,NA,0,0,NA,6,6,0,2,0,0,0,0,0
2026-02-28,SSF,BDI,2,1,1,1,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2026-02-28,SSF,BEN,6,3,5,1,0,0,2,NA,0,0,NA,4,4,0,1,0,0,0,0,0
2026-02-28,SSF,BFA,6,2,6,4,0,0,4,NA,0,0,NA,3,3,0,0,0,0,0,0,0
2026-02-28,SSF,BWA,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,SSF,CAF,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2026-02-28,SSF,CIV,1,1,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,SSF,CMR,8,0,7,1,0,0,2,NA,0,0,NA,4,4,0,0,0,0,0,0,0
2026-02-28,SSF,COD,21,5,20,4,1,0,3,NA,0,0,NA,7,7,0,0,0,4,4,0,0
2026-02-28,SSF,COG,1,1,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,1,1,0,0
2026-02-28,SSF,COM,1,0,1,1,0,0,1,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,SSF,ETH,15,4,15,9,0,0,10,NA,0,0,NA,12,12,0,0,0,0,0,0,0
2026-02-28,SSF,GAB,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,SSF,GHA,38,13,35,23,2,0,24,NA,1,1,NA,22,22,0,1,0,7,6,0,1
2026-02-28,SSF,KEN,76,29,68,44,3,0,49,NA,2,1,NA,42,42,0,1,0,10,10,2,0
2026-02-28,SSF,LBR,1,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0
2026-02-28,SSF,MDG,4,1,3,1,0,0,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0
