year,sample_size,employment,members,covered,p_members,p_covered,facet
2003,89886,59122.3240910417,6731.525048674996,7600.7228654833325,0.11385758221149445,0.12855927646160126,demographics: female
2004,87939,59408.405068616055,6593.4423663333555,7449.63080507501,0.11098501086235046,0.12539692223072052,demographics: female
2005,88537,60422.86908395012,6815.166470491693,7626.400668708371,0.11279117316007614,0.12621712684631348,demographics: female
2006,87923,61425.70703437504,6702.426604933356,7500.6081321500305,0.10911435633897781,0.12210861593484879,demographics: female
2007,87606,62298.895516908895,6902.968573791686,7748.98152182504,0.11080402880907059,0.12438393384218216,demographics: female
2008,86829,62531.62839819175,7159.670554191686,8036.318615250007,0.11449678987264633,0.1285160630941391,demographics: female
2009,85104,60951.30676096674,6886.563390958308,7727.494981991645,0.11298467218875885,0.12678144872188568,demographics: female
2010,84160,60542.21916128314,6721.506370908358,7528.261037683367,0.11102180182933807,0.12434729188680649,demographics: female
2011,82796,60510.4686566498,6751.650866466641,7551.384778291644,0.11157822608947754,0.12479468435049057,demographics: female
2012,82039,61688.38183941761,6461.84938474168,7303.146681975027,0.10474985837936401,0.11838771402835846,demographics: female
2013,81773,62325.643409858094,6567.863147999976,7335.769994558302,0.10537979006767273,0.11770067363977432,demographics: female
2014,82196,63391.1376445088,6633.9919480416675,7428.081999408359,0.10465172678232193,0.11717855930328369,demographics: female
2015,81384,64455.69316586578,6830.54128548333,7679.030712274999,0.10597266256809235,0.11913657933473587,demographics: female
2016,81448,65519.37067938305,6666.465458816655,7565.3901828083135,0.10174800455570221,0.11546799540519714,demographics: female
2017,80760,66430.01243664138,6646.251836649988,7506.881026316673,0.10004892945289612,0.11300435662269592,demographics: female
2018,78467,67476.75093497416,6661.293354399996,7510.8000136583205,0.09871982783079147,0.11130944639444351,demographics: female
2019,76094,68398.21995070906,6621.304240258305,7535.176502191624,0.09680521488189697,0.1101662665605545,demographics: female
2020,65419,63472.2945315497,6670.051398483318,7506.70947994166,0.10508602857589722,0.1182674989104271,demographics: female
2021,65591,65664.41347181612,6489.993792950003,7388.437169075009,0.0988357812166214,0.11251813173294067,demographics: female
2022,63353,68008.58306456704,6509.510656775013,7445.205880250019,0.09571601450443268,0.10947450250387192,demographics: female
1973,26664,40737.77653000018,12189.710319999906,NA,0.29922375082969666,NA,demographics: white male
1974,25930,41329.5918400005,12212.594470000036,NA,0.2954927384853363,NA,demographics: white male
1975,24708,40224.96651999992,10996.837150000021,NA,0.27338337898254395,NA,demographics: white male
1976,25024,41372.44465000002,11259.683219999939,NA,0.27215415239334106,NA,demographics: white male
1977,29683,42448.17394000031,12283.058889999973,13382.808139999961,0.2893660068511963,0.31527405977249146,demographics: white male
1978,29458,43899.00480999987,12287.295240000045,13343.739780000045,0.2798991799354553,0.3039645254611969,demographics: white male
1979,29572,44570.177089999874,12869.27095999993,14051.98502999993,0.28874173760414124,0.31527775526046753,demographics: white male
1980,34378,44085.326389999966,12260.904140000011,13374.729780000043,0.2781175673007965,0.3033828139305115,demographics: white male
1981,7696,44983.57640000008,11608.718400000014,12784.35704000003,0.25806570053100586,0.2842005491256714,demographics: white male
1983,82914,42168.3930633337,10134.460576666674,11364.1899733333,0.24033309519290924,0.2694954574108124,demographics: white male
1984,84225,43931.90969666659,9805.045733333296,10927.42272083331,0.22318732738494873,0.2487354427576065,demographics: white male
1985,84841,44679.52292750036,9623.029054166669,10625.038204166698,0.21537895500659943,0.2378055453300476,demographics: white male
1986,82991,45334.34790083304,9504.547094999967,10461.163442499945,0.20965443551540375,0.2307557910680771,demographics: white male
1987,82818,46079.39136999993,9407.016914999962,10287.832159999936,0.20414802432060242,0.2232631891965866,demographics: white male
1988,79549,46782.60610750005,9294.23098333331,10209.968352500015,0.19866850972175598,0.2182428240776062,demographics: white male
1989,80569,47410.41413083377,9140.23774999997,10054.52172749999,0.19278965890407562,0.21207411587238312,demographics: white male
1990,84043,47880.973217500024,8891.756494166715,9844.811431666772,0.18570542335510254,0.20561009645462036,demographics: white male
1991,80793,46919.08035749963,8734.045513333307,9585.04443083329,0.18615125119686127,0.20428884029388428,demographics: white male
1992,79042,47022.55085833268,8495.570449166631,9325.62830416662,0.1806701272726059,0.19832246005535126,demographics: white male
1993,77040,47483.2036683333,8456.043464999979,9237.21171333331,0.17808493971824646,0.19453640282154083,demographics: white male
1994,75022,48354.45219319961,8324.980108124984,9135.171418483313,0.17216573655605316,0.1889210045337677,demographics: white male
1995,74200,49162.09248360837,8178.290078225017,8960.073447275021,0.16635358333587646,0.18225574493408203,demographics: white male
1996,67586,49961.310432067476,8215.724875375,8961.219224474973,0.16444173455238342,0.1793631762266159,demographics: white male
1997,68559,50940.99620661635,8171.037514124974,8859.296953791652,0.16040199995040894,0.173912912607193,demographics: white male
1998,69273,51699.54214098286,8165.869500350009,8787.84650817499,0.1579485833644867,0.16997919976711273,demographics: white male
1999,70578,52492.13591445833,8245.705478625016,8896.384876891698,0.15708458423614502,0.1694803386926651,demographics: white male
2000,70964,53104.66953659203,7911.2998049667,8541.063500358372,0.14897559583187103,0.16083450615406036,demographics: white male
2001,75356,52934.716815616826,7871.337735216675,8488.102456525015,0.14869897067546844,0.16035038232803345,demographics: white male
2002,80767,52370.613483216366,7611.944720158286,8195.911215199943,0.14534763991832733,0.1564982831478119,demographics: white male
2003,78217,52827.11457766766,7378.0087556166945,8015.554507525019,0.13966329395771027,0.15173181891441345,demographics: white male
2004,76863,53432.061502383884,7259.513068041659,7854.18135425833,0.13586436212062836,0.14699378609657288,demographics: white male
2005,77390,54461.9069088001,7274.951552258314,7858.352819116642,0.13357871770858765,0.14429081976413727,demographics: white male
2006,77417,55458.854713807894,7115.067110933298,7667.756085683292,0.12829451262950897,0.13826026022434235,demographics: white male
2007,75935,55771.42588426657,7134.298742199971,7707.513104658291,0.12792031466960907,0.13819824159145355,demographics: white male
2008,74618,55197.22758010813,7308.75659631667,7961.135328216669,0.1324116587638855,0.1442307084798813,demographics: white male
2009,71764,52691.130827999565,6917.596228066664,7512.452853658336,0.13128578662872314,0.14257527887821198,demographics: white male
2010,70602,52565.467368874226,6588.0770572166575,7207.928802858325,0.12533089518547058,0.13712288439273834,demographics: white male
2011,70232,53425.98063380964,6564.86363685833,7153.950098991667,0.12287773936986923,0.13390395045280457,demographics: white male
2012,70443,53559.99017494135,6356.1486170499875,6931.174595474987,0.11867344379425049,0.1294095516204834,demographics: white male
2013,70479,54040.228095857885,6315.756807483327,6893.446378333345,0.11687139421701431,0.12756139039993286,demographics: white male
2014,70768,54763.62076340052,6294.707960324999,6899.562561641668,0.1149432361125946,0.12598806619644165,demographics: white male
2015,69254,55421.76329754137,6217.1261328000255,6870.333715091713,0.11217842251062393,0.12396454811096191,demographics: white male
2016,69434,56024.33052857454,6149.265973341684,6765.891821866691,0.10976063460111618,0.1207670271396637,demographics: white male
2017,68293,56553.313489700646,6430.425071850008,7024.177100383329,0.11370553821325302,0.12420451641082764,demographics: white male
2018,66866,57146.129925408495,6308.030026375015,6916.3495908583445,0.11038420349359512,0.12102918326854706,demographics: white male
2019,64624,57560.56173516675,6279.020246708313,6964.177663474975,0.10908545553684235,0.12098870426416397,demographics: white male
2020,56245,54052.015847158305,5949.360538058337,6595.524715358341,0.11006732285022736,0.12202180922031403,demographics: white male
2021,55916,55422.276101491414,5877.967487766679,6567.671556891678,0.10605785250663757,0.11850237846374512,demographics: white male
2022,53769,57199.804048767255,5949.210961216663,6533.495031291659,0.1040075421333313,0.11422233283519745,demographics: white male
1973,17318,26242.204719999816,3451.2012900000027,NA,0.13151338696479797,NA,demographics: white female
1974,17277,26993.62590999994,3557.6664199999946,NA,0.13179653882980347,NA,demographics: white female
1975,16976,27020.34883999981,3467.3931000000025,NA,0.12832525372505188,NA,demographics: white female
1976,17604,28463.820849999807,3611.368549999996,NA,0.12687574326992035,NA,demographics: white female
1977,21369,29665.33827999974,4307.467840000008,5115.572950000007,0.14520204067230225,0.17244276404380798,demographics: white female
1978,21542,31139.925259999985,4446.105009999989,5393.711799999997,0.14277827739715576,0.17320889234542847,demographics: white female
1979,21894,32196.78563000009,4905.5112599999975,5870.754159999981,0.15236027538776398,0.18233975768089294,demographics: white female
1980,26321,33059.450639999945,4838.189050000001,5801.214360000009,0.14634813368320465,0.1754782497882843,demographics: white female
1981,5934,34193.64920000005,4777.542520000003,5631.250880000009,0.13972017168998718,0.16468703746795654,demographics: white female
1983,70188,34877.37381499996,4709.842293333338,5818.174194166661,0.1350400447845459,0.16681800782680511,demographics: white female
1984,71344,36139.0526150002,4574.964960833319,5619.654403333315,0.12659338116645813,0.1555008739233017,demographics: white female
1985,72892,37182.19306416615,4501.300106666671,5457.943689166685,0.12106063961982727,0.14678917825222015,demographics: white female
1986,73307,38410.2798716666,4556.936667500014,5493.445351666644,0.11863846331834793,0.14302018284797668,demographics: white female
1987,74173,39445.84198250036,4565.114519166662,5423.835812499997,0.11573119461536407,0.1375008225440979,demographics: white female
1988,71410,40393.10750500062,4637.885215833317,5549.459306666669,0.11481872946023941,0.137386292219162,demographics: white female
1989,72938,41211.93957833331,4753.955865000005,5634.0317433333375,0.11535385251045227,0.13670872151851654,demographics: white female
1990,76460,41558.509929167216,4853.7167341666545,5766.592091666665,0.11679236590862274,0.13875839114189148,demographics: white female
1991,74631,41346.55739999949,4803.368807499996,5691.749352499986,0.11617336422204971,0.13765956461429596,demographics: white female
1992,73650,41846.57447000032,4858.376776666671,5753.970482500006,0.11609974503517151,0.1375015825033188,demographics: white female
1993,72870,42437.62393416705,5087.835887500015,5949.521565000025,0.1198897436261177,0.14019450545310974,demographics: white female
1994,70575,42933.721908349515,5190.075898024999,6073.645297816678,0.12088576704263687,0.14146561920642853,demographics: white female
1995,69536,43598.172720217284,4971.1674676416715,5786.5515582833505,0.1140223816037178,0.13272462785243988,demographics: white female
1996,63009,44345.059180008524,5016.340759941662,5799.72032262503,0.11312062293291092,0.13078616559505463,demographics: white female
1997,63995,45163.441151808824,4917.438409925,5678.765020250005,0.10888095200061798,0.12573809921741486,demographics: white female
1998,64551,45831.24096730828,4952.200222241653,5672.560583500001,0.10805293917655945,0.12377060949802399,demographics: white female
1999,65411,46655.34100826641,5103.068358566644,5771.157557316651,0.10937801003456116,0.1236976832151413,demographics: white female
2000,65863,47349.958389208965,5183.043050974996,5912.263009641652,0.10946246236562729,0.12486311048269272,demographics: white female
2001,70146,47408.02829916653,5261.43980813334,5912.515816491664,0.11098204553127289,0.12471549957990646,demographics: white female
2002,76325,47312.61420812509,5217.18499863335,5836.505971541685,0.11027048528194427,0.12336046248674393,demographics: white female
2003,74961,47762.21702724139,5157.330670433322,5833.945124766662,0.10797929763793945,0.12214560806751251,demographics: white female
2004,73076,47907.897565532956,5121.151262558333,5803.181918408342,0.10689575970172882,0.12113205343484879,demographics: white female
2005,73351,48505.36269685855,5244.815716150014,5896.805108725005,0.10812857747077942,0.1215701699256897,demographics: white female
2006,72306,49209.08333934173,5144.014612658332,5756.2784130666605,0.1045338436961174,0.11697593331336975,demographics: white female
2007,71881,49743.427822850084,5352.33639604999,6007.497146616684,0.10759886354207993,0.12076966464519501,demographics: white female
2008,71236,49854.65231777537,5554.690929533323,6261.048818108331,0.11141770333051682,0.12558604776859283,demographics: white female
2009,70024,48889.48029085839,5412.175332541662,6082.628685516657,0.11070224642753601,0.12441589683294296,demographics: white female
2010,68842,48476.520058141694,5277.325543824994,5903.406722516667,0.10886353999376297,0.12177868187427521,demographics: white female
2011,67599,48363.19385274968,5279.8883506416405,5898.976025366641,0.10917162150144577,0.12197242677211761,demographics: white female
2012,66822,48316.469079583614,4942.4734587083585,5578.637577808371,0.10229376703500748,0.11546037346124649,demographics: white female
2013,66272,48661.75017297481,5002.011145991652,5607.3263879333135,0.1027914360165596,0.11523067951202393,demographics: white female
2014,66348,49319.71929490841,4974.746888141665,5597.162530375013,0.10086730122566223,0.11348731815814972,demographics: white female
2015,64929,49600.20767207494,5077.023029858318,5750.448741366653,0.10235890746116638,0.11593598127365112,demographics: white female
2016,64808,50157.32754875863,4963.464466241652,5663.549376691639,0.09895791113376617,0.11291569471359253,demographics: white female
2017,64074,50586.37896350802,4924.405858491661,5559.681050383331,0.0973464772105217,0.1099047064781189,demographics: white female
2018,62288,51043.19592689915,4900.798041250004,5547.939796708333,0.09601275622844696,0.10869107395410538,demographics: white female
2019,60324,51596.92542049993,4925.700439641666,5615.292887199994,0.09546499699354172,0.10882999002933502,demographics: white female
2020,52116,48103.188507066225,4993.681916424996,5626.534640616656,0.10381186753511429,0.11696802079677582,demographics: white female
2021,51752,49519.28205298305,4891.227639808325,5572.430933158337,0.09877420216798782,0.11253052949905396,demographics: white female
2022,49714,51050.87881558348,4845.287792375004,5579.101338091693,0.09491095691919327,0.10928511619567871,demographics: white female
1973,2432,4154.330899999996,1555.497390000001,NA,0.3744278848171234,NA,demographics: black male
1974,2353,4219.773239999995,1523.1209599999984,NA,0.3609485328197479,NA,demographics: black male
1975,2123,3906.7888299999963,1440.6807800000026,NA,0.36876341700553894,NA,demographics: black male
1976,2241,4100.074659999986,1524.0024700000008,NA,0.3717011511325836,NA,demographics: black male
1977,2483,4155.94648999999,1539.9943599999995,1646.86723,0.37055203318595886,0.39626768231391907,demographics: black male
1978,2524,4433.106400000009,1572.6908200000014,1714.8283300000003,0.35476043820381165,0.3868231773376465,demographics: black male
1979,2565,4633.180790000004,1745.1021499999997,1908.67534,0.37665316462516785,0.41195788979530334,demographics: black male
1980,2894,4443.7313400000085,1581.4228399999977,1707.3687099999977,0.35587725043296814,0.38421961665153503,demographics: black male
1981,635,4442.490440000001,1493.8111999999999,1565.3133600000003,0.33625534176826477,0.3523504137992859,demographics: black male
1983,7205,4478.839799999999,1421.4503424999975,1616.5232324999984,0.31737020611763,0.36092454195022583,demographics: black male
1984,7476,4818.782820000003,1454.6051008333347,1611.5670925000027,0.3018615245819092,0.33443447947502136,demographics: black male
1985,7775,4967.07755916666,1387.0468525000022,1530.0445891666682,0.27924808859825134,0.3080371916294098,demographics: black male
1986,7819,5123.612113333328,1395.419539166664,1549.381129999997,0.2723507285118103,0.3024001717567444,demographics: black male
1987,7989,5328.794453333337,1380.6575924999986,1530.7378099999996,0.2590937912464142,0.2872578203678131,demographics: black male
1988,7488,5501.788712499989,1437.7510708333336,1600.8267333333308,0.26132428646087646,0.2909647822380066,demographics: black male
1989,7563,5596.786043333323,1387.0789133333337,1566.2469383333355,0.24783490598201752,0.27984756231307983,demographics: black male
1990,7774,5619.280328333339,1365.534211666664,1540.7587666666668,0.24300873279571533,0.2741914689540863,demographics: black male
1991,7429,5581.758802500009,1372.3656883333308,1542.276705,0.24586617946624756,0.27630656957626343,demographics: black male
1992,7158,5568.1469425000005,1322.388726666666,1464.3916908333329,0.23749171197414398,0.2629944384098053,demographics: black male
1993,7339,5670.9722666666585,1311.494049999999,1459.9381208333318,0.2312644124031067,0.2574405372142792,demographics: black male
1994,7108,5833.895425591654,1354.7155641666645,1510.0888020916648,0.23221458494663239,0.2588474154472351,demographics: black male
1995,7272,6004.945940383352,1352.5395836999971,1460.4673171666636,0.22523759305477142,0.24321073293685913,demographics: black male
1996,6266,6030.858700783349,1303.1342106583327,1427.9711560083322,0.21607771515846252,0.2367774248123169,demographics: black male
1997,6437,6200.876731941682,1251.2940293166644,1378.3596096499964,0.20179308950901031,0.22228462994098663,demographics: black male
1998,6607,6451.828205266704,1337.4964676166678,1457.7299895416672,0.20730502903461456,0.22594061493873596,demographics: black male
1999,6769,6585.206121441677,1347.6215957166698,1463.85187271667,0.20464380085468292,0.22229400277137756,demographics: black male
2000,7069,6701.379591883326,1281.5597741416661,1387.752565116665,0.19123819470405579,0.20708461105823517,demographics: black male
2001,7368,6649.423889791658,1269.9681645500011,1366.7871463249999,0.1909891963005066,0.2055497020483017,demographics: black male
2002,7501,6645.869348491647,1224.3062731500015,1324.6486233416704,0.18422064185142517,0.19931909441947937,demographics: black male
2003,6994,6301.917650691669,1152.9157124750002,1249.058672266668,0.1829468011856079,0.1982029527425766,demographics: black male
2004,6886,6408.527620658367,1085.3307441333338,1185.0022196083344,0.1693572700023651,0.18491020798683167,demographics: black male
2005,6921,6602.575340800014,1062.261893166667,1166.4231866249995,0.1608859896659851,0.17666184902191162,demographics: black male
2006,6931,6787.90386165001,1056.0730101583335,1157.7578062166674,0.15558160841464996,0.17056190967559814,demographics: black male
2007,7128,6945.342663166643,1097.4470328166672,1204.7623179333334,0.15801192820072174,0.1734633445739746,demographics: black male
2008,7027,6808.7048196499945,1080.571193016666,1159.1832277333333,0.15870437026023865,0.17025017738342285,demographics: black male
2009,6602,6256.718353641661,963.8479930999998,1046.2755556999994,0.1540500819683075,0.16722433269023895,demographics: black male
2010,6819,6346.7785976333225,938.1925314750013,1030.5441783083347,0.147821843624115,0.16237279772758484,demographics: black male
2011,6752,6440.838325266637,939.8092247666665,1020.6791901166666,0.14591412246227264,0.15846993029117584,demographics: black male
2012,6798,6754.457183325014,996.8534520666666,1076.1512323833335,0.14758454263210297,0.15932460129261017,demographics: black male
2013,6799,6965.303038808359,1030.5665004249986,1128.0033739916673,0.14795716106891632,0.16194605827331543,demographics: black male
2014,7118,7243.897951566665,1046.029508299999,1146.7360919333328,0.14440147578716278,0.15830373764038086,demographics: black male
2015,7521,7558.967147375001,1097.0899874249994,1174.1506736249999,0.14513754844665527,0.15533216297626495,demographics: black male
2016,7600,7853.817847508341,1104.3454990000005,1229.3726457416665,0.14061257243156433,0.15653185546398163,demographics: black male
2017,7442,8042.14213875833,1102.0406012500018,1205.3769046583352,0.13703320920467377,0.14988256990909576,demographics: black male
2018,7185,8331.836977158368,1110.0895343583322,1220.432022124999,0.1332346647977829,0.14647814631462097,demographics: black male
2019,6848,8441.10764622501,999.2966083583336,1129.5823916750003,0.11838453263044357,0.13381920754909515,demographics: black male
2020,5818,7712.297531174996,992.0557330916671,1124.6300866750016,0.12863296270370483,0.14582295715808868,demographics: black male
2021,6121,8038.147264533356,999.7968580833347,1121.0081251416677,0.12438150495290756,0.13946101069450378,demographics: black male
2022,5986,8727.482141616669,1135.2184288500005,1243.1069410500004,0.13007399439811707,0.1424359232187271,demographics: black male
1973,2119,3380.311259999993,637.5462400000004,NA,0.18860578536987305,NA,demographics: black female
1974,2123,3530.827260000006,638.7480600000002,NA,0.18090605735778809,NA,demographics: black female
1975,2058,3410.1463699999968,641.5254299999997,NA,0.18812255561351776,NA,demographics: black female
1976,2119,3582.45158999999,736.5591099999999,NA,0.20560197532176971,NA,demographics: black female
1977,2446,3784.05201,901.8271200000005,1048.6743300000005,0.2383231371641159,0.27713000774383545,demographics: black female
1978,2511,4039.087070000006,936.7597400000002,1080.28566,0.23192362487316132,0.26745787262916565,demographics: black female
1979,2571,4144.411729999994,1096.19468,1290.4594900000013,0.2644994556903839,0.31137338280677795,demographics: black female
1980,3069,4287.216109999998,1083.4208999999998,1241.6226500000005,0.25270965695381165,0.28961047530174255,demographics: black female
1981,693,4261.6748400000015,904.09076,1050.3526,0.21214447915554047,0.24646474421024323,demographics: black female
1983,8076,4497.009436666659,1020.1731616666646,1235.2316799999985,0.22685590386390686,0.27467846870422363,demographics: black female
1984,8470,4879.915531666642,1059.1053049999991,1253.4527691666667,0.2170335352420807,0.25685951113700867,demographics: black female
1985,8954,5105.858560833361,1057.9501966666676,1245.1291691666663,0.2072031944990158,0.2438628375530243,demographics: black female
1986,9110,5256.8451599999835,1040.4986516666688,1223.1574625000003,0.1979321539402008,0.23267899453639984,demographics: black female
1987,9416,5509.159567500017,1064.558087499999,1238.2064149999983,0.19323420524597168,0.22475413978099823,demographics: black female
1988,8974,5673.9305016666685,1121.0317874999998,1296.6750983333338,0.1975758820772171,0.228532075881958,demographics: black female
1989,9050,5873.040388333333,1162.0539491666668,1345.4674541666645,0.1978624165058136,0.22909215092658997,demographics: black female
1990,9627,6003.15643916666,1075.824374166668,1267.1736400000018,0.17920978367328644,0.21108455955982208,demographics: black female
1991,9244,5944.878014166689,1083.903765,1253.2724291666652,0.18232564628124237,0.21081550419330597,demographics: black female
1992,9176,6056.998885833335,1136.9865983333334,1329.1341775000012,0.18771451711654663,0.21943774819374084,demographics: black female
1993,9040,6164.138629166657,1151.3259516666676,1345.3841016666672,0.18677806854248047,0.21825987100601196,demographics: black female
1994,9035,6394.8184207000095,1156.5221534500015,1331.4630007000032,0.180853009223938,0.20820966362953186,demographics: black female
1995,9042,6638.693162733324,1166.5823773583352,1358.108474891668,0.17572470009326935,0.20457467436790466,demographics: black female
1996,8260,6878.14183610834,1137.8520555583325,1305.4135711749996,0.16543015837669373,0.18979160487651825,demographics: black female
1997,8498,7144.98048017498,1142.7819983249992,1309.1790965666655,0.15994194149971008,0.18323060870170593,demographics: black female
1998,8633,7442.584479558322,1122.8836127000009,1281.614331025003,0.15087281167507172,0.17220017313957214,demographics: black female
1999,8804,7760.499408216637,1115.7054076083327,1292.7053029250014,0.14376722276210785,0.16657501459121704,demographics: black female
2000,8873,7842.529705616627,1207.8081575166661,1356.1697670749993,0.1540074646472931,0.17292504012584686,demographics: black female
2001,9467,7868.168143391683,1202.5665671666673,1345.9600348833349,0.15283946692943573,0.17106395959854126,demographics: black female
2002,9755,7702.568397966649,1216.647308141665,1356.2923096416646,0.15795345604419708,0.17608311772346497,demographics: black female
2003,9353,7626.209999191667,1144.8583272166652,1291.0453068583308,0.1501215249300003,0.16929055750370026,demographics: black female
2004,9062,7680.976170724994,1044.5899314916664,1170.2667215166668,0.13599702715873718,0.15235911309719086,demographics: black female
2005,8984,7856.60117572498,1115.441281074999,1224.6084329,0.1419750452041626,0.1558700054883957,demographics: black female
2006,9336,8089.773054975014,1107.3794625249984,1232.7868191416655,0.1368863433599472,0.1523883044719696,demographics: black female
2007,9465,8232.037420341616,1067.1192338249998,1198.1264479333354,0.12963002920150757,0.14554433524608612,demographics: black female
2008,9283,8221.17037442501,1097.0934803083326,1210.9071747249989,0.13344736397266388,0.14729133248329163,demographics: black female
2009,8890,7870.279862475,1002.2866375333342,1125.8103823833344,0.1273508220911026,0.14304578304290771,demographics: black female
2010,9023,7848.437622041658,957.8210975583324,1084.697630699999,0.12203971296548843,0.13820554316043854,demographics: black female
2011,8756,7808.800498966669,986.4620098666677,1118.6719288666673,0.12632696330547333,0.14325784146785736,demographics: black female
2012,8774,8223.011508933341,1007.3347755583328,1139.929006533333,0.1225019320845604,0.13862670958042145,demographics: black female
2013,8821,8310.524029733366,1049.2204911333336,1165.525632416665,0.12625202536582947,0.1402469426393509,demographics: black female
2014,9081,8586.113491533366,1051.201886483332,1155.7368157499977,0.1224304661154747,0.13460534811019897,demographics: black female
2015,9511,8994.732135241673,1149.2437907500016,1253.208956916668,0.12776854634284973,0.13932698965072632,demographics: black female
2016,9522,9163.531230183322,1106.0281399916664,1246.0533571416672,0.12069889903068542,0.13597960770130157,demographics: black female
2017,9415,9456.816818299942,1107.4711753999998,1253.062059083334,0.11710824072360992,0.13250358402729034,demographics: black female
2018,8952,9664.04152993332,1148.311711775,1266.5731163750008,0.11882313340902328,0.131060391664505,demographics: black female
2019,8718,9790.739023466687,1041.0221819416681,1178.0999451916682,0.10632723569869995,0.12032798677682877,demographics: black female
2020,7363,9021.425324116697,1064.2705939500004,1196.0691972249995,0.11797145009040833,0.1325809508562088,demographics: black female
2021,7568,9301.4763299,989.9381808500013,1107.8981411250013,0.10642807185649872,0.11910992115736008,demographics: black female
2022,7261,9773.584051833337,999.512767058333,1126.184107175001,0.10226675868034363,0.1152273416519165,demographics: black female
1973,1264,1990.6537100000032,716.4965200000001,NA,0.35993027687072754,NA,demographics: hispanic male
1974,1358,2179.2833199999945,688.07448,NA,0.31573429703712463,NA,demographics: hispanic male
1975,1241,2047.8292400000034,594.1399000000001,NA,0.2901315689086914,NA,demographics: hispanic male
1976,1228,2059.280210000001,604.0967199999999,NA,0.2933533489704132,NA,demographics: hispanic male
1977,1540,2305.813550000004,726.7597199999998,777.0002399999996,0.3151858150959015,0.33697444200515747,demographics: hispanic male
1978,1580,2523.904259999989,824.1085299999991,865.5417199999987,0.3265213072299957,0.3429376184940338,demographics: hispanic male
1979,1697,2716.0466299999957,823.0894700000001,899.1990700000002,0.3030468821525574,0.33106908202171326,demographics: hispanic male
1980,1997,2821.0882499999875,891.0021000000002,968.5463600000005,0.3158363103866577,0.343323677778244,demographics: hispanic male
1981,464,3013.4137599999995,703.4006800000001,754.7292399999999,0.23342320322990417,0.2504565715789795,demographics: hispanic male
1983,5119,2909.1567508333255,701.9908050000001,786.5674116666673,0.24130387604236603,0.27037641406059265,demographics: hispanic male
1984,5340,3070.2342850000077,725.2376758333326,804.4990399999995,0.236215740442276,0.26203179359436035,demographics: hispanic male
1985,5507,3783.669397499991,846.0346883333325,934.0017599999994,0.22360163927078247,0.24685078859329224,demographics: hispanic male
1986,5355,4032.87086083334,824.0543108333342,900.1710466666674,0.20433442294597626,0.2232085019350052,demographics: hispanic male
1987,5552,4319.976588333336,858.7309725000007,937.1851300000006,0.19878140091896057,0.2169421762228012,demographics: hispanic male
1988,5125,4549.164711666663,837.395148333333,913.5626274999996,0.1840766817331314,0.20081986486911774,demographics: hispanic male
1989,5634,4709.527007499979,793.4969241666668,869.5148808333332,0.16848760843276978,0.1846289187669754,demographics: hispanic male
1990,7146,5548.138559999989,877.069324166667,971.8029633333334,0.15808352828025818,0.17515838146209717,demographics: hispanic male
1991,7124,5521.271176666644,912.3010333333336,1004.3353416666667,0.16523388028144836,0.1819029152393341,demographics: hispanic male
1992,6933,5621.969670000007,925.5030333333349,1027.5541550000012,0.16462256014347076,0.18277475237846375,demographics: hispanic male
1993,6781,5760.884233333346,916.0855900000009,987.7097083333346,0.15901821851730347,0.17145106196403503,demographics: hispanic male
1994,6850,6001.382962616642,932.5495861999997,1020.601797125,0.15538911521434784,0.17006109654903412,demographics: hispanic male
1995,7104,6222.563745250016,870.868589791667,969.2314941916668,0.1399533450603485,0.15576079487800598,demographics: hispanic male
1996,6970,6454.808224516665,881.2574378999999,970.725989291667,0.13652728497982025,0.15038804709911346,demographics: hispanic male
1997,7511,7153.119437816691,903.7131912916662,1023.3837100166659,0.12633833289146423,0.14306816458702087,demographics: hispanic male
1998,7790,7359.610554641674,936.9301165250002,1017.1787668000005,0.12730702757835388,0.1382109522819519,demographics: hispanic male
1999,8464,7457.103979466667,966.2067839250003,1051.9604180333345,0.12956863641738892,0.1410682201385498,demographics: hispanic male
2000,9399,7884.274234316628,971.5894727666683,1063.4643590083347,0.12323131412267685,0.13488423824310303,demographics: hispanic male
2001,9641,7951.535943341694,941.3969632750004,1028.859171516668,0.11839184165000916,0.12939125299453735,demographics: hispanic male
2002,10126,7957.1648927916385,907.2662898583333,990.7138153499995,0.11401879042387009,0.12450587749481201,demographics: hispanic male
2003,10593,9567.202646241714,1050.2018752499996,1160.1341745583336,0.10977105051279068,0.1212615892291069,demographics: hispanic male
2004,10690,9856.567116091695,1015.607006816667,1130.0863315500017,0.10303861647844315,0.11465313285589218,demographics: hispanic male
2005,11199,10324.180439549984,1092.5543757416674,1185.0568053250008,0.10582480579614639,0.1147845908999443,demographics: hispanic male
2006,11996,10841.692902100032,1063.963696933334,1144.1355310666672,0.098136305809021,0.10553107410669327,demographics: hispanic male
2007,11761,11163.145542958331,1108.4428560499985,1208.1357979083316,0.09929484874010086,0.10822539031505585,demographics: hispanic male
2008,11420,10997.802483741627,1204.4475213250014,1316.6197957500012,0.10951710492372513,0.11971662193536758,demographics: hispanic male
2009,10799,10518.40509216661,1108.4322023916666,1199.0754450916666,0.10538025200366974,0.11399783939123154,demographics: hispanic male
2010,10908,10646.326568358392,1090.4217771583328,1196.0165535249992,0.10242234915494919,0.1123407706618309,demographics: hispanic male
