response_id,pair_id,term1,term2,selected
5119,7,Realistic Possibility,Very Good Chance,Realistic Possibility
5119,8,May Happen,Highly Unlikely,May Happen
5119,9,Improbable,Remote Chance,Improbable
5119,10,Better than Even,About Even,Better than Even
5118,1,Chances are Slight,Almost Certain,Almost Certain
5118,2,Highly Unlikely,Could Happen,Could Happen
5118,3,Unlikely,Remote Chance,Unlikely
5118,4,Almost No Chance,Probable,Probable
5118,5,Very Good Chance,Improbable,Very Good Chance
5118,6,May Happen,About Even,About Even
5118,7,Better than Even,Likely,Likely
5118,8,Little Chance,Might Happen,Might Happen
5118,9,Will Happen,Highly Likely,Highly Likely
5118,10,Almost Certain,Chances are Slight,Almost Certain
5117,1,Will Happen,Chances are Slight,Will Happen
5117,2,Better than Even,Probable,Probable
5117,3,Highly Unlikely,Almost No Chance,Highly Unlikely
5117,4,Highly Likely,May Happen,Highly Likely
5117,5,Almost Certain,About Even,Almost Certain
5117,6,Could Happen,Likely,Likely
5117,7,Realistic Possibility,Very Good Chance,Very Good Chance
5117,8,Remote Chance,Little Chance,Little Chance
5117,9,Might Happen,Improbable,Might Happen
5117,10,Chances are Slight,Will Happen,Will Happen
5116,1,Realistic Possibility,Almost No Chance,Realistic Possibility
5116,2,Remote Chance,Better than Even,Better than Even
5116,3,Highly Likely,Very Good Chance,Highly Likely
5116,4,About Even,Might Happen,About Even
5116,5,Will Happen,Could Happen,Will Happen
5116,6,Unlikely,Probable,Probable
5116,7,Highly Unlikely,Chances are Slight,Chances are Slight
5116,8,Likely,Improbable,Likely
5116,9,Almost Certain,May Happen,Almost Certain
5116,10,Almost No Chance,Realistic Possibility,Realistic Possibility
5115,1,Probable,Very Good Chance,Very Good Chance
5115,2,Improbable,Will Happen,Will Happen
5115,3,May Happen,Highly Likely,Highly Likely
5115,4,Realistic Possibility,Little Chance,Realistic Possibility
5115,5,Almost Certain,Likely,Almost Certain
5115,6,Better than Even,Chances are Slight,Better than Even
5115,7,About Even,Highly Unlikely,About Even
5115,8,Remote Chance,Unlikely,Remote Chance
5115,9,Might Happen,Almost No Chance,Might Happen
5115,10,Very Good Chance,Probable,Very Good Chance
5114,1,Unlikely,Highly Likely,Highly Likely
5114,2,May Happen,Improbable,May Happen
5114,3,Remote Chance,Almost Certain,Almost Certain
5114,4,Almost No Chance,Probable,Probable
5114,5,Better than Even,Will Happen,Will Happen
5114,6,Little Chance,Chances are Slight,Chances are Slight
5114,7,About Even,Likely,Likely
5114,8,Highly Unlikely,Very Good Chance,Very Good Chance
5114,9,Realistic Possibility,Could Happen,Realistic Possibility
5114,10,Highly Likely,Unlikely,Highly Likely
5113,1,Realistic Possibility,Likely,Realistic Possibility
5113,2,Highly Unlikely,Almost Certain,Almost Certain
5113,3,Chances are Slight,Unlikely,Chances are Slight
5113,4,Highly Likely,May Happen,Highly Likely
5113,5,Better than Even,About Even,Better than Even
5113,6,Little Chance,Improbable,Little Chance
5113,7,Will Happen,Might Happen,Will Happen
5113,8,Almost No Chance,Remote Chance,Remote Chance
5113,9,Very Good Chance,Probable,Very Good Chance
5113,10,Likely,Realistic Possibility,Realistic Possibility
5112,1,Improbable,Almost Certain,Almost Certain
5112,2,Highly Likely,Could Happen,Highly Likely
5112,3,Might Happen,Remote Chance,Might Happen
5112,4,Likely,Will Happen,Will Happen
5112,5,May Happen,Highly Unlikely,May Happen
5112,6,Very Good Chance,Realistic Possibility,Very Good Chance
5112,7,Better than Even,Unlikely,Better than Even
5112,8,About Even,Almost No Chance,About Even
5112,9,Little Chance,Chances are Slight,Little Chance
5112,10,Almost Certain,Improbable,Almost Certain
5111,1,Realistic Possibility,Unlikely,Realistic Possibility
5111,2,Highly Unlikely,Might Happen,Might Happen
5111,3,About Even,Remote Chance,About Even
5111,4,Little Chance,Highly Likely,Highly Likely
5111,5,Probable,Almost Certain,Almost Certain
5111,6,May Happen,Better than Even,Better than Even
5111,7,Could Happen,Improbable,Could Happen
5111,8,Chances are Slight,Will Happen,Will Happen
5111,9,Very Good Chance,Likely,Very Good Chance
5111,10,Unlikely,Realistic Possibility,Realistic Possibility
5110,1,Could Happen,Improbable,Could Happen
5110,2,Highly Likely,Highly Unlikely,Highly Likely
5110,3,Very Good Chance,Remote Chance,Very Good Chance
5110,4,May Happen,Almost Certain,Almost Certain
5110,5,Might Happen,Better than Even,Better than Even
5110,6,Will Happen,Realistic Possibility,Will Happen
5110,7,Likely,About Even,Likely
5110,8,Almost No Chance,Probable,Probable
5110,9,Unlikely,Little Chance,Unlikely
5110,10,Improbable,Could Happen,Could Happen
5109,1,Likely,Almost No Chance,Likely
5109,2,Remote Chance,Unlikely,Remote Chance
5109,3,Little Chance,Might Happen,Might Happen
5109,4,Chances are Slight,Very Good Chance,Very Good Chance
5109,5,Realistic Possibility,Improbable,Realistic Possibility
5109,6,Highly Likely,Almost Certain,Almost Certain
5109,7,About Even,May Happen,About Even
5109,8,Better than Even,Probable,Probable
5109,9,Could Happen,Highly Unlikely,Could Happen
5109,10,Almost No Chance,Likely,Likely
5108,1,Better than Even,Very Good Chance,Very Good Chance
5108,2,Improbable,Will Happen,Will Happen
5108,3,Chances are Slight,Almost No Chance,Chances are Slight
5108,4,Remote Chance,Could Happen,Remote Chance
5108,5,Highly Likely,May Happen,Highly Likely
5108,6,Probable,Highly Unlikely,Probable
5108,7,Little Chance,Might Happen,Might Happen
5108,8,Realistic Possibility,Unlikely,Realistic Possibility
5108,9,About Even,Almost Certain,Almost Certain
5108,10,Very Good Chance,Better than Even,Very Good Chance
5107,1,Almost No Chance,Chances are Slight,Chances are Slight
5107,2,Might Happen,Better than Even,Better than Even
5107,3,Unlikely,Improbable,Unlikely
5107,4,May Happen,Realistic Possibility,Realistic Possibility
5107,5,Probable,Will Happen,Will Happen
5107,6,Little Chance,Almost Certain,Almost Certain
5107,7,Could Happen,Remote Chance,Could Happen
5107,8,Highly Unlikely,Likely,Likely
5107,9,About Even,Very Good Chance,Very Good Chance
5107,10,Chances are Slight,Almost No Chance,Chances are Slight
5106,1,Improbable,Chances are Slight,Chances are Slight
5106,2,Highly Likely,Little Chance,Highly Likely
5106,3,Likely,May Happen,Likely
5106,4,Very Good Chance,About Even,Very Good Chance
5106,5,Remote Chance,Highly Unlikely,Remote Chance
5106,6,Almost No Chance,Probable,Probable
5106,7,Might Happen,Almost Certain,Almost Certain
5106,8,Realistic Possibility,Will Happen,Will Happen
5106,9,Unlikely,Better than Even,Better than Even
5106,10,Chances are Slight,Improbable,Chances are Slight
5105,1,Will Happen,Almost No Chance,Will Happen
5105,2,Remote Chance,May Happen,May Happen
5105,3,Improbable,Realistic Possibility,Realistic Possibility
5105,4,Very Good Chance,Little Chance,Very Good Chance
5105,5,Highly Likely,About Even,Highly Likely
5105,6,Better than Even,Could Happen,Better than Even
5105,7,Might Happen,Chances are Slight,Might Happen
5105,8,Almost Certain,Unlikely,Almost Certain
5105,9,Highly Unlikely,Probable,Probable
5105,10,Almost No Chance,Will Happen,Will Happen
5104,1,Unlikely,Better than Even,Better than Even
5104,2,Little Chance,Realistic Possibility,Realistic Possibility
5104,3,Might Happen,Chances are Slight,Might Happen
5104,4,Could Happen,Improbable,Could Happen
5104,5,Very Good Chance,Likely,Very Good Chance
5104,6,Remote Chance,Almost No Chance,Remote Chance
5104,7,Highly Unlikely,May Happen,May Happen
5104,8,About Even,Will Happen,Will Happen
5104,9,Probable,Almost Certain,Almost Certain
5104,10,Better than Even,Unlikely,Better than Even
5103,1,May Happen,Remote Chance,May Happen
5103,2,Might Happen,Highly Likely,Highly Likely
5103,3,Likely,Could Happen,Likely
5103,4,Better than Even,Realistic Possibility,Realistic Possibility
5103,5,Will Happen,Almost Certain,Will Happen
5103,6,Probable,About Even,Probable
5103,7,Unlikely,Highly Unlikely,Unlikely
5103,8,Almost No Chance,Improbable,Improbable
5103,9,Chances are Slight,Very Good Chance,Very Good Chance
5103,10,Remote Chance,May Happen,May Happen
5102,1,May Happen,About Even,May Happen
5102,2,Might Happen,Improbable,Might Happen
5102,3,Highly Unlikely,Likely,Likely
5102,4,Probable,Chances are Slight,Probable
5102,5,Will Happen,Better than Even,Will Happen
5102,6,Remote Chance,Very Good Chance,Very Good Chance
5102,7,Almost Certain,Almost No Chance,Almost Certain
5102,8,Could Happen,Unlikely,Could Happen
5102,9,Realistic Possibility,Little Chance,Realistic Possibility
5102,10,About Even,May Happen,May Happen
5101,1,Better than Even,Improbable,Better than Even
5101,2,Very Good Chance,Almost Certain,Almost Certain
5101,3,Remote Chance,Likely,Likely
5101,4,Almost No Chance,May Happen,May Happen
5101,5,Chances are Slight,About Even,About Even
5101,6,Realistic Possibility,Could Happen,Realistic Possibility
5101,7,Might Happen,Highly Likely,Highly Likely
5101,8,Highly Unlikely,Probable,Probable
5101,9,Will Happen,Little Chance,Will Happen
5101,10,Improbable,Better than Even,Better than Even
5100,1,Little Chance,May Happen,May Happen
5100,2,Realistic Possibility,Chances are Slight,Realistic Possibility
5100,3,Almost Certain,Might Happen,Almost Certain
5100,4,Improbable,Highly Likely,Highly Likely
5100,5,Likely,Highly Unlikely,Likely
5100,6,Almost No Chance,Probable,Probable
5100,7,Very Good Chance,Could Happen,Very Good Chance
5100,8,Remote Chance,About Even,About Even
5100,9,Unlikely,Better than Even,Better than Even
5100,10,May Happen,Little Chance,May Happen
5099,1,May Happen,Almost No Chance,May Happen
5099,2,Probable,Improbable,Probable
5099,3,Could Happen,Will Happen,Will Happen
5099,4,Better than Even,Realistic Possibility,Better than Even
5099,5,Highly Likely,Might Happen,Highly Likely
5099,6,Almost Certain,Little Chance,Almost Certain
5099,7,Likely,Highly Unlikely,Likely
5099,8,Unlikely,Chances are Slight,Unlikely
5099,9,Very Good Chance,Remote Chance,Very Good Chance
5099,10,Almost No Chance,May Happen,May Happen
5098,1,Improbable,Probable,Probable
5098,2,Realistic Possibility,Might Happen,Realistic Possibility
5098,3,Better than Even,Very Good Chance,Very Good Chance
5098,4,May Happen,Almost Certain,Almost Certain
5098,5,Could Happen,Unlikely,Could Happen
5098,6,Remote Chance,Little Chance,Little Chance
5098,7,Almost No Chance,Chances are Slight,Chances are Slight
5098,8,About Even,Will Happen,Will Happen
5098,9,Highly Likely,Likely,Highly Likely
5098,10,Probable,Improbable,Probable
5097,1,Probable,Very Good Chance,Very Good Chance
5097,2,Could Happen,Unlikely,Could Happen
5097,3,Highly Likely,Realistic Possibility,Highly Likely
5097,4,Remote Chance,Improbable,Improbable
5097,5,Almost No Chance,Likely,Likely
5097,6,Almost Certain,Little Chance,Almost Certain
5097,7,Will Happen,May Happen,Will Happen
5097,8,Better than Even,Might Happen,Better than Even
5097,9,About Even,Highly Unlikely,About Even
5097,10,Very Good Chance,Probable,Very Good Chance
5096,1,Probable,Very Good Chance,Probable
5096,2,Highly Likely,Likely,Highly Likely
5096,3,Improbable,Might Happen,Might Happen
5096,4,Highly Unlikely,About Even,About Even
5096,5,Almost Certain,May Happen,Almost Certain
5096,6,Could Happen,Remote Chance,Could Happen
5096,7,Chances are Slight,Will Happen,Will Happen
5096,8,Realistic Possibility,Little Chance,Realistic Possibility
5096,9,Unlikely,Almost No Chance,Unlikely
5096,10,Very Good Chance,Probable,Probable
5095,1,About Even,Unlikely,About Even
5095,2,Will Happen,Likely,Will Happen
5095,3,Almost Certain,Better than Even,Almost Certain
5095,4,Realistic Possibility,Improbable,Realistic Possibility
5095,5,Chances are Slight,Little Chance,Chances are Slight
5095,6,Might Happen,Could Happen,Might Happen
5095,7,Probable,Highly Unlikely,Probable
5095,8,Almost No Chance,May Happen,May Happen
5095,9,Very Good Chance,Remote Chance,Very Good Chance
5095,10,Unlikely,About Even,About Even
5094,1,Remote Chance,Better than Even,Better than Even
5094,2,Highly Likely,Highly Unlikely,Highly Likely
5094,3,Almost Certain,Almost No Chance,Almost Certain
5094,4,Likely,About Even,Likely
5094,5,May Happen,Probable,Probable
5094,6,Little Chance,Could Happen,Could Happen
5094,7,Unlikely,Chances are Slight,Chances are Slight
5094,8,Might Happen,Very Good Chance,Very Good Chance
5094,9,Improbable,Realistic Possibility,Realistic Possibility
5094,10,Better than Even,Remote Chance,Better than Even
5093,1,May Happen,Could Happen,Could Happen
5093,2,Unlikely,Remote Chance,Unlikely
5093,3,Little Chance,Improbable,Little Chance
5093,4,About Even,Better than Even,Better than Even
5093,5,Probable,Will Happen,Will Happen
5093,6,Highly Likely,Chances are Slight,Highly Likely
5093,7,Almost No Chance,Might Happen,Might Happen
5093,8,Realistic Possibility,Very Good Chance,Very Good Chance
5093,9,Highly Unlikely,Likely,Likely
5093,10,Could Happen,May Happen,Could Happen
5092,1,Almost Certain,Likely,Almost Certain
5092,2,Will Happen,Realistic Possibility,Will Happen
5092,3,Probable,About Even,Probable
5092,4,Very Good Chance,Remote Chance,Very Good Chance
5092,5,Might Happen,Could Happen,Could Happen
5092,6,Almost No Chance,Better than Even,Better than Even
5092,7,Chances are Slight,Unlikely,Chances are Slight
5092,8,Little Chance,Highly Unlikely,Little Chance
5092,9,May Happen,Improbable,May Happen
5092,10,Likely,Almost Certain,Almost Certain
5091,1,Might Happen,Unlikely,Might Happen
5091,2,Highly Likely,Remote Chance,Highly Likely
5091,3,Could Happen,About Even,About Even
5091,4,Likely,Almost Certain,Almost Certain
5091,5,Realistic Possibility,Will Happen,Will Happen
5091,6,Improbable,Almost No Chance,Improbable
5091,7,Highly Unlikely,Very Good Chance,Very Good Chance
5091,8,Chances are Slight,Probable,Probable
5091,9,May Happen,Better than Even,Better than Even
5091,10,Unlikely,Might Happen,Might Happen
5090,1,Realistic Possibility,Almost No Chance,Realistic Possibility
5090,2,Remote Chance,Better than Even,Better than Even
5090,3,Highly Likely,Very Good Chance,Highly Likely
5090,4,About Even,Might Happen,Might Happen
5090,5,Will Happen,Could Happen,Will Happen
5090,6,Unlikely,Probable,Probable
5090,7,Highly Unlikely,Chances are Slight,Chances are Slight
5090,8,Likely,Improbable,Likely
5090,9,Almost Certain,May Happen,Almost Certain
5090,10,Almost No Chance,Realistic Possibility,Realistic Possibility
5089,1,Realistic Possibility,Unlikely,Realistic Possibility
5089,2,Highly Unlikely,Might Happen,Might Happen
5089,3,About Even,Remote Chance,About Even
5089,4,Little Chance,Highly Likely,Highly Likely
5089,5,Probable,Almost Certain,Almost Certain
5089,6,May Happen,Better than Even,Better than Even
5089,7,Could Happen,Improbable,Could Happen
5089,8,Chances are Slight,Will Happen,Will Happen
5089,9,Very Good Chance,Likely,Likely
5089,10,Unlikely,Realistic Possibility,Realistic Possibility
5088,1,Almost No Chance,May Happen,May Happen
5088,2,Little Chance,Unlikely,Little Chance
5088,3,Remote Chance,Very Good Chance,Very Good Chance
5088,4,Could Happen,Likely,Likely
5088,5,Improbable,Chances are Slight,Chances are Slight
5088,6,Realistic Possibility,Highly Unlikely,Realistic Possibility
5088,7,Almost Certain,Better than Even,Almost Certain
5088,8,Might Happen,Probable,Probable
5088,9,Highly Likely,About Even,Highly Likely
5088,10,May Happen,Almost No Chance,May Happen
5087,1,Highly Unlikely,Almost No Chance,Highly Unlikely
5087,2,Almost Certain,Will Happen,Will Happen
5087,3,Chances are Slight,Likely,Likely
5087,4,Unlikely,Remote Chance,Unlikely
5087,5,Improbable,Very Good Chance,Very Good Chance
5087,6,Little Chance,May Happen,May Happen
5087,7,Better than Even,Realistic Possibility,Better than Even
5087,8,Highly Likely,Might Happen,Highly Likely
5087,9,About Even,Could Happen,About Even
5087,10,Almost No Chance,Highly Unlikely,Highly Unlikely
5086,1,Improbable,Unlikely,Unlikely
5086,2,Might Happen,Highly Unlikely,Might Happen
5086,3,About Even,Could Happen,About Even
5086,4,Chances are Slight,May Happen,May Happen
5086,5,Will Happen,Highly Likely,Will Happen
5086,6,Better than Even,Very Good Chance,Very Good Chance
5086,7,Almost Certain,Almost No Chance,Almost Certain
5086,8,Realistic Possibility,Probable,Probable
5086,9,Remote Chance,Likely,Likely
5086,10,Unlikely,Improbable,Unlikely
5085,1,About Even,Almost Certain,Almost Certain
5085,2,Highly Unlikely,Will Happen,Will Happen
5085,3,May Happen,Almost No Chance,May Happen
5085,4,Realistic Possibility,Little Chance,Realistic Possibility
5085,5,Improbable,Chances are Slight,Improbable
5085,6,Probable,Unlikely,Probable
5085,7,Likely,Better than Even,Likely
5085,8,Highly Likely,Could Happen,Highly Likely
5085,9,Remote Chance,Might Happen,Might Happen
5085,10,Almost Certain,About Even,Almost Certain
5084,1,Very Good Chance,Remote Chance,Very Good Chance
5084,2,Realistic Possibility,About Even,About Even
5084,3,Almost Certain,Likely,Almost Certain
5084,4,Unlikely,Improbable,Unlikely
5084,5,Probable,Highly Likely,Highly Likely
5084,6,Better than Even,Almost No Chance,Better than Even
