response_id,timestamp,age_band,english_background,education_level,country_of_residence
4681,2026-02,25-34,English is my first language,Postgraduate,United States
4680,2026-02,18-24,English is my first language,High school,Canada
4679,2026-02,65-74,English is my first language,Postgraduate,United States
4678,2026-02,35-44,English is my first language,Postgraduate,Canada
4677,2026-02,35-44,English is my first language,Bachelor,United States
4676,2026-02,35-44,English is my first language,Bachelor,United States
4675,2026-02,45-54,English is my first language,Bachelor,United States
4674,2026-02,25-34,English is my first language,Postgraduate,United States
4673,2026-02,NA,NA,NA,NA
4672,2026-02,35-44,English is my first language,Bachelor,United States
4671,2026-02,35-44,English is my first language,Bachelor,United States
4670,2026-02,35-44,English is my first language,Some college,United States
4669,2026-02,35-44,English is my first language,Bachelor,United States
4668,2026-02,35-44,English is my first language,Postgraduate,United States
4667,2026-02,35-44,English is not my first language but I am fluent,Bachelor,Canada
4666,2026-02,65-74,English is my first language,Bachelor,United States
4665,2026-02,25-34,English is my first language,Postgraduate,United States
4664,2026-02,25-34,English is my first language,Bachelor,Canada
4663,2026-02,25-34,English is my first language,Postgraduate,United States
4662,2026-02,35-44,English is my first language,Postgraduate,Afghanistan
4661,2026-02,25-34,English is my first language,Postgraduate,United States
4660,2026-02,35-44,English is my first language,Postgraduate,United States
4659,2026-02,35-44,English is my first language,Bachelor,United States
4658,2026-02,35-44,English is my first language,Bachelor,United States
4657,2026-02,35-44,English is my first language,Bachelor,United States
4656,2026-02,35-44,English is my first language,Postgraduate,United States
4655,2026-02,45-54,English is my first language,Bachelor,United States
4654,2026-02,25-34,English is my first language,Bachelor,United States
4653,2026-02,NA,NA,NA,NA
4652,2026-02,25-34,English is my first language,Bachelor,United States
4651,2026-02,55-64,English is my first language,Bachelor,United States
4650,2026-02,35-44,English is my first language,Postgraduate,United States
4649,2026-02,NA,English is my first language,Postgraduate,NA
4648,2026-02,45-54,English is my first language,Bachelor,United States
4647,2026-02,25-34,English is my first language,Postgraduate,United States
4646,2026-02,35-44,English is my first language,Postgraduate,Canada
4645,2026-02,65-74,English is my first language,Bachelor,United States
4644,2026-02,35-44,English is my first language,Postgraduate,United States
4643,2026-02,45-54,English is my first language,Postgraduate,United States
4642,2026-02,35-44,English is my first language,Postgraduate,United States
4641,2026-02,35-44,English is my first language,Postgraduate,United States
4640,2026-02,35-44,English is my first language,Postgraduate,United States
4639,2026-02,35-44,English is my first language,Postgraduate,Australia
4638,2026-02,65-74,English is my first language,Bachelor,United States
4637,2026-02,35-44,English is my first language,Bachelor,United States
4636,2026-02,35-44,English is my first language,Bachelor,United States
4635,2026-02,NA,NA,NA,NA
4634,2026-02,45-54,English is my first language,Postgraduate,United States
4633,2026-02,55-64,English is my first language,Postgraduate,United Kingdom
4632,2026-02,55-64,English is my first language,Postgraduate,Canada
4631,2026-02,45-54,English is my first language,Some college,Australia
4630,2026-02,25-34,English is my first language,Postgraduate,United States
4629,2026-02,35-44,English is my first language,Postgraduate,United States
4628,2026-02,35-44,English is my first language,Postgraduate,United States
4627,2026-02,35-44,English is my first language,Postgraduate,Australia
4626,2026-02,35-44,English is my first language,Bachelor,United States
4625,2026-02,NA,English is my first language,Bachelor,United States
4624,2026-02,35-44,English is my first language,Postgraduate,Canada
4623,2026-02,35-44,English is my first language,Postgraduate,China
4622,2026-02,35-44,English is my first language,Bachelor,Australia
4621,2026-02,55-64,English is my first language,Bachelor,United States
4620,2026-02,55-64,English is my first language,Bachelor,Australia
4619,2026-02,35-44,English is not my first language but I am fluent,Bachelor,Canada
4618,2026-02,35-44,English is my first language,Bachelor,United States
4617,2026-02,35-44,English is my first language,Postgraduate,United States
4616,2026-02,25-34,English is my first language,Some college,Australia
4615,2026-02,25-34,English is my first language,Bachelor,United States
4614,2026-02,NA,NA,NA,NA
4613,2026-02,35-44,English is not my first language but I am fluent,Postgraduate,United States
4612,2026-02,45-54,English is my first language,Bachelor,United States
4611,2026-02,35-44,English is my first language,Bachelor,United States
4610,2026-02,55-64,English is my first language,Postgraduate,United States
4609,2026-02,45-54,English is my first language,Bachelor,Ireland
4608,2026-02,NA,English is my first language,Bachelor,United States
4607,2026-02,35-44,English is not my first language but I am fluent,Postgraduate,United States
4606,2026-02,25-34,English is my first language,Bachelor,Australia
4605,2026-02,45-54,English is my first language,Postgraduate,United States
4604,2026-02,NA,NA,NA,NA
4603,2026-02,45-54,English is my first language,Postgraduate,United States
4602,2026-02,45-54,English is my first language,Postgraduate,United States
4601,2026-02,35-44,English is my first language,Postgraduate,United States
4600,2026-02,35-44,English is my first language,Bachelor,United Kingdom
4599,2026-02,35-44,English is my first language,Bachelor,United States
4598,2026-02,35-44,English is my first language,Postgraduate,United States
4597,2026-02,25-34,English is my first language,Bachelor,United States
4596,2026-02,45-54,English is my first language,Bachelor,United States
4595,2026-02,45-54,English is my first language,Bachelor,United States
4594,2026-02,45-54,English is my first language,Bachelor,United States
4593,2026-02,45-54,English is my first language,Postgraduate,United States
4592,2026-02,45-54,English is my first language,Bachelor,United States
4591,2026-02,45-54,English is my first language,Bachelor,United States
4590,2026-02,45-54,English is my first language,Bachelor,United States
4589,2026-02,NA,NA,NA,NA
4588,2026-02,35-44,English is my first language,High school,Australia
4587,2026-02,45-54,English is my first language,Bachelor,United States
4586,2026-02,35-44,English is my first language,Postgraduate,United States
4585,2026-02,45-54,English is my first language,Bachelor,Canada
4584,2026-02,35-44,English is not my first language but I am fluent,Postgraduate,Norway
4583,2026-02,35-44,English is my first language,Postgraduate,United States
4582,2026-02,45-54,English is my first language,Postgraduate,United States
4581,2026-02,25-34,English is my first language,Bachelor,United States
4580,2026-02,45-54,English is my first language,Bachelor,United States
4579,2026-02,25-34,English is my first language,Postgraduate,United States
4578,2026-02,55-64,English is my first language,Postgraduate,United States
4577,2026-02,NA,NA,NA,NA
4576,2026-02,45-54,English is my first language,Bachelor,United States
4575,2026-02,35-44,English is my first language,Postgraduate,United States
4574,2026-02,45-54,English is my first language,Bachelor,United States
4573,2026-02,45-54,English is my first language,Bachelor,United Kingdom
4572,2026-02,55-64,English is my first language,Bachelor,United States
4571,2026-02,35-44,English is my first language,Postgraduate,United States
4570,2026-02,18-24,English is my first language,Some college,United States
4569,2026-02,35-44,English is my first language,Postgraduate,United States
4568,2026-02,55-64,English is my first language,Postgraduate,United States
4567,2026-02,35-44,English is my first language,Bachelor,United States
4566,2026-02,35-44,English is my first language,Bachelor,United States
4565,2026-02,35-44,English is my first language,Postgraduate,United Kingdom
4564,2026-02,45-54,English is my first language,Postgraduate,United States
4563,2026-02,45-54,English is my first language,Postgraduate,United Kingdom
4562,2026-02,25-34,English is my first language,Postgraduate,United States
4561,2026-02,45-54,English is my first language,Bachelor,Canada
4560,2026-02,35-44,English is my first language,Postgraduate,United States
4559,2026-02,35-44,English is my first language,Some college,United States
4558,2026-02,35-44,English is my first language,Postgraduate,United States
4557,2026-02,25-34,English is my first language,Postgraduate,United States
4556,2026-02,45-54,English is not my first language but I am fluent,Postgraduate,United States
4555,2026-02,35-44,English is my first language,Postgraduate,United States
4554,2026-02,18-24,English is my first language,Some college,United States
4553,2026-02,35-44,English is my first language,Bachelor,United States
4552,2026-02,35-44,English is my first language,Postgraduate,United States
4551,2026-02,35-44,English is my first language,Bachelor,United States
4550,2026-02,35-44,English is not my first language but I am fluent,Postgraduate,Switzerland
4549,2026-02,25-34,English is my first language,Bachelor,United States
4548,2026-02,35-44,English is my first language,Postgraduate,Australia
4547,2026-02,35-44,English is my first language,Postgraduate,Ireland
4546,2026-02,35-44,English is my first language,Postgraduate,United States
4545,2026-02,55-64,English is my first language,Postgraduate,United States
4544,2026-02,25-34,English is my first language,Some college,United States
4543,2026-02,45-54,English is my first language,Bachelor,United States
4542,2026-02,55-64,English is my first language,Postgraduate,Australia
4541,2026-02,45-54,English is my first language,Bachelor,United States
4540,2026-02,25-34,English is my first language,Postgraduate,United States
4539,2026-02,35-44,English is my first language,Postgraduate,United States
4538,2026-02,25-34,English is my first language,Bachelor,United States
4537,2026-02,25-34,English is my first language,Postgraduate,United Kingdom
4536,2026-02,35-44,English is my first language,Postgraduate,United States
4535,2026-02,55-64,English is my first language,Bachelor,United States
4534,2026-02,55-64,English is my first language,Postgraduate,United States
4533,2026-02,45-54,English is my first language,Bachelor,United Kingdom
