spec_name,acc_genus,acc_species,palm_tribe,palm_subfamily,climbing,acaulescent,erect,stem_solitary,stem_armed,leaves_armed,max_stem_height_m,max_stem_dia_cm,understorey_canopy,max_leaf_number,max__blade__length_m,max__rachis__length_m,max__petiole_length_m,average_fruit_length_cm,min_fruit_length_cm,max_fruit_length_cm,average_fruit_width_cm,min_fruit_width_cm,max_fruit_width_cm,fruit_size_categorical,fruit_shape,fruit_color_description,main_fruit_colors,conspicuousness
Arenga hookeriana,Arenga,hookeriana,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,armed,0.5,2,understorey,10,1.3,0.8,0.55,1.2,NA,NA,1.2,NA,NA,small,globose,orange-red,orange; red,conspicuous
Arenga listeri,Arenga,listeri,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,30,canopy,14,7,5.5,1.55,1.5,1.3,1.7,1,NA,NA,small,globose,ripening white to pink to red,white; pink; red,conspicuous
Arenga longicarpa,Arenga,longicarpa,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,armed,3,7,understorey,NA,2.5,NA,NA,1.8,NA,NA,1,NA,NA,small,globose,purple,purple,cryptic
Arenga longipes,Arenga,longipes,Caryoteae,Coryphoideae,climbing,non-acaulescent,erect,solitary,armed,armed,0.25,5,understorey,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongate,NA,NA,NA
Arenga micrantha,Arenga,micrantha,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,15,understorey,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,ripening yellow to red; red; bright red,yellow; red,conspicuous
Arenga microcarpa,Arenga,microcarpa,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,armed,8,15,canopy,18,4,2.7,1.35,1.44,NA,NA,1.65,1.5,1.8,small,ovoid,ripening white to red; red; bright red,white; red,conspicuous
Arenga mindorensis,Arenga,mindorensis,Caryoteae,Coryphoideae,climbing,non-acaulescent,erect,solitary,armed,armed,0.3,3,understorey,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,globose,NA,NA,NA
Arenga obtusifolia,Arenga,obtusifolia,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,armed,20,30,canopy,15,11,10,NA,6,NA,NA,4,NA,NA,large,NA,yellowish green; blackish; yellowish,green,cryptic
Arenga pinnata,Arenga,pinnata,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,60,canopy,30,12,9,2.75,7,NA,NA,6,NA,NA,large,globose,greenish; yellowish or orangish,green; yellow; orange,conspicuous
Arenga plicata,Arenga,plicata,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,armed,1.5,3,understorey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Arenga porphyrocarpa,Arenga,porphyrocarpa,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2.4,NA,understorey,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,small,elongate,reddish-purple to orange; shiny,purple; orange,conspicuous
Arenga retroflorescens,Arenga,retroflorescens,Caryoteae,Coryphoideae,climbing,non-acaulescent,erect,solitary,armed,armed,0.8,3,understorey,6,NA,NA,NA,2.45,2.1,2.8,1.935,1.73,2.14,small,NA,red to brown,red; brown,conspicuous
Arenga ryukyuensis,Arenga,ryukyuensis,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2,20,understorey,NA,3,2,NA,1.8,NA,NA,1.8,NA,NA,small,NA,orange to reddish,orange,conspicuous
Arenga talamauensis,Arenga,talamauensis,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2,NA,understorey,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Arenga tremula,Arenga,tremula,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,armed,4,12,understorey,6,10,8,2.1,1.3,NA,NA,1.1,NA,NA,small,globose,deep red,red,conspicuous
Arenga undulatifolia,Arenga,undulatifolia,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,armed,10,30,canopy,10,7,5,2.1,5,NA,NA,4.5,NA,NA,large,NA,ovoid grayish green color; young fruits green suffused with magenta; dark green,green,cryptic
Arenga westerhoutii,Arenga,westerhoutii,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,60,canopy,15,8,7,NA,7,NA,NA,6,5,7,large,ovoid,greenish black; blackish,black,cryptic
Arenga wightii,Arenga,wightii,Caryoteae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,armed,7,30,canopy,6,10,NA,NA,2.5,NA,NA,3,NA,NA,small,NA,greenish black,black,cryptic
Asterogyne guianensis,Asterogyne,guianensis,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,5,understorey,18,1.2,0.9,0.65,2.5,NA,NA,1.5,NA,NA,small,globose,red,red,conspicuous
Asterogyne martiana,Asterogyne,martiana,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,5,understorey,18,1,0.6,0.45,1,0.7,1.1,1,NA,NA,small,globose,reddish becomming black at maturity,black,cryptic
Asterogyne ramosa,Asterogyne,ramosa,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,8,understorey,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,globose,NA,NA,NA
Asterogyne spicata,Asterogyne,spicata,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,8,5,canopy,25,1.35,1,0.4,NA,NA,NA,NA,NA,NA,NA,globose,dark red,red,conspicuous
Asterogyne yaracuyense,Asterogyne,yaracuyense,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,8,8,canopy,31,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Astrocaryum acaule,Astrocaryum,acaule,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,non-armed,non-armed,1,30,understorey,9,7,4,2.75,4,3.5,4.5,2.6,2.4,2.8,large,NA,yellow,yellow,conspicuous
Astrocaryum aculeatissimum,Astrocaryum,aculeatissimum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,solitary,non-armed,non-armed,8,15,canopy,20,NA,NA,NA,5.5,5,6,3.5,3,4,large,NA,light to dark brown,brown,cryptic
Astrocaryum aculeatum,Astrocaryum,aculeatum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,non-armed,non-armed,20,25,canopy,15,8.4,6.4,2.1,5.5,4.5,6.5,4,3.5,4.5,large,globose,orange; greenish to yellowish,orange,conspicuous
Astrocaryum alatum,Astrocaryum,alatum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,non-armed,non-armed,7,18,canopy,30,3,1.78,1.27,2.6,NA,NA,1.8,NA,NA,small,ovoid,fruits spiny; green-brownish,green,cryptic
Astrocaryum campestre,Astrocaryum,campestre,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,non-armed,non-armed,0,NA,understorey,6,1.5,1.4,0.12,3.25,3,3.5,2.25,2,2.5,small,ovoid,yellowish-green,green,cryptic
Astrocaryum carnosum,Astrocaryum,carnosum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,solitary,non-armed,non-armed,4,18,understorey,8,3.5,NA,1.45,1.4,NA,NA,1,NA,NA,small,globose,NA,NA,NA
Astrocaryum chambira,Astrocaryum,chambira,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,non-armed,non-armed,30,40,canopy,16,9,5.5,3.25,7,6,8,4.75,4.5,5,large,NA,yellow to orange at maturity,yellow; orange,conspicuous
Astrocaryum chonta,Astrocaryum,chonta,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,7,25,canopy,12,6.26,4.5,NA,5.4,NA,NA,1.5,NA,NA,large,NA,NA,NA,NA
Astrocaryum ciliatum,Astrocaryum,ciliatum,Cocoseae,Arecoideae,climbing,both,both,non-solitary,NA,non-armed,0,NA,understorey,12,4.8,4.8,NA,4.9,4.6,5.2,2.8,2.6,3,large,NA,NA,NA,NA
Astrocaryum confertum,Astrocaryum,confertum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,non-armed,non-armed,17,25,canopy,12,4,4,NA,3,NA,NA,3,NA,NA,small,ovoid,spiny; brown,brown,cryptic
Astrocaryum echinatum,Astrocaryum,echinatum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,NA,non-armed,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,3.2,NA,NA,large,NA,NA,NA,NA
Astrocaryum faranae,Astrocaryum,faranae,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,solitary,NA,non-armed,10,20,canopy,12,4,4,NA,6.1,4.2,8,1.8,1.2,2.4,large,ovoid,spiny; orange,orange,conspicuous
Astrocaryum farinosum,Astrocaryum,farinosum,Cocoseae,Arecoideae,climbing,both,both,non-solitary,NA,non-armed,4,18,understorey,12,5.2,5.2,NA,6.2,4.8,7.6,3.7,2.6,4.7,large,ovoid,hairy brown,brown,cryptic
Astrocaryum ferrugineum,Astrocaryum,ferrugineum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,NA,non-armed,8,25,canopy,16,5.1,5.1,NA,5.3,4.6,6,5.25,2.7,3.8,large,elongate,NA,NA,NA
Astrocaryum giganteum,Astrocaryum,giganteum,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,non-armed,non-armed,4,22,understorey,14,5.8,5.8,NA,4,NA,NA,2.5,NA,NA,large,globose,yellow to brown-orange,yellow; brown,conspicuous
Astrocaryum gratum,Astrocaryum,gratum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,non-armed,non-armed,5,17,understorey,NA,7.3,5.1,2.3,5.35,NA,NA,3.5,NA,NA,large,ovoid,orange-yellow,orange; yellow,conspicuous
Astrocaryum huaimi,Astrocaryum,huaimi,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,solitary,non-armed,non-armed,7,15,canopy,12,5.5,3.5,2.1,3.55,3.2,3.9,2.75,2.5,3,small,globose,yellowish to orange,orange,conspicuous
Astrocaryum huicungo,Astrocaryum,huicungo,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,solitary,non-armed,non-armed,2,15,understorey,NA,3,3,NA,5,NA,NA,3.5,NA,NA,large,elongate,yellow orange,yellow; orange,conspicuous
Astrocaryum jauari,Astrocaryum,jauari,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,non-armed,non-armed,20,30,canopy,15,6,3.6,2.5,3.5,2.5,5,2.4,1.7,3,small,ovoid,yellow or orange at maturity,yellow; orange,conspicuous
Astrocaryum javarense,Astrocaryum,javarense,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,solitary,non-armed,non-armed,4,18,understorey,16,5.7,4.4,1.35,5.1,3.5,6.7,1.6,2.2,3,large,globose,hairy brown,brown,cryptic
Astrocaryum macrocalyx,Astrocaryum,macrocalyx,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,NA,NA,non-armed,9,1,canopy,NA,NA,NA,NA,8,NA,NA,6.5,NA,NA,large,ovoid,NA,NA,NA
Astrocaryum malybo,Astrocaryum,malybo,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,NA,non-armed,0,NA,understorey,20,6.95,5,2.05,NA,NA,NA,NA,NA,NA,NA,elongate,NA,NA,NA
Astrocaryum mexicanum,Astrocaryum,mexicanum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,non-armed,non-armed,6,8,canopy,11,3.6,3,0.65,3.5,NA,NA,1.8,NA,NA,small,globose,green-brownish hairs,NA,NA
Astrocaryum minus,Astrocaryum,minus,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,non-armed,non-armed,3,15,understorey,10,3.9,3.9,NA,1.2,NA,NA,1,NA,NA,small,globose,NA,NA,NA
Astrocaryum murumuru,Astrocaryum,murumuru,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,non-armed,non-armed,15,30,canopy,16,8,6,2.1,7.25,6,8.5,4.1,3.8,4.4,large,ovoid,yellow to tan; breaking open to show orange mesocarp,yellow; brown,conspicuous
Astrocaryum paramaca,Astrocaryum,paramaca,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,NA,non-armed,8,11,canopy,15,6.3,5,1.35,3.75,3.5,4,2.25,2,2.5,small,ovoid,brown-orange,brown,cryptic
Astrocaryum perangustatum,Astrocaryum,perangustatum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,non-armed,non-armed,4,23,understorey,14,4.5,NA,2.3,8,NA,NA,2.3,NA,NA,large,NA,NA,NA,NA
Astrocaryum rodriguesii,Astrocaryum,rodriguesii,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,non-armed,non-armed,20,25,canopy,17,3.5,3.5,NA,4,NA,NA,2.2,2,2.4,large,globose,brownish to orange; dehiscent,orange,conspicuous
Astrocaryum sciophilum,Astrocaryum,sciophilum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,non-armed,non-armed,12,20,canopy,14,7.7,5.2,2.6,6.75,6.5,7,3.25,2.5,4,large,ovoid,brown,brown,cryptic
Astrocaryum scopatum,Astrocaryum,scopatum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,NA,NA,non-armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongate,NA,NA,NA
Astrocaryum sociale,Astrocaryum,sociale,Cocoseae,Arecoideae,climbing,both,both,non-solitary,armed,non-armed,0,0,understorey,8,3.6,2.1,1.55,5,4,6,3,2.5,3.5,large,NA,orange,orange,conspicuous
Astrocaryum standleyanum,Astrocaryum,standleyanum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,non-armed,non-armed,15,30,canopy,18,5.61,4,1.71,5.5,4,6,3.1,2.7,3.5,large,NA,orange at maturity,orange,conspicuous
Astrocaryum triandrum,Astrocaryum,triandrum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,non-armed,non-armed,5,12,understorey,8,3.09,3,NA,5,4,6,2.75,2.5,3,large,NA,NA,NA,NA
Astrocaryum tucuma,Astrocaryum,tucuma,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,NA,NA,non-armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange,orange,conspicuous
Astrocaryum ulei,Astrocaryum,ulei,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,NA,non-armed,8,20,canopy,14,5.1,5.1,NA,4.65,3.1,6.2,3,2.5,3.5,large,globose,orange brown,brown,cryptic
Astrocaryum urostachys,Astrocaryum,urostachys,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,non-armed,non-armed,10,20,canopy,15,8,6,2.57,7.5,6,9,2.5,NA,NA,large,globose,immature fruits oviate; yellow with black spines,NA,NA
Astrocaryum vulgare,Astrocaryum,vulgare,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,solitary,non-armed,non-armed,15,20,canopy,16,7.5,5,2.6,4.25,3.5,5,3.2,2.5,3.7,large,ovoid,yellow; orange,yellow; orange,conspicuous
Attalea allenii,Attalea,allenii,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,15,8.33,5.1,2.98,7,6,8,4.25,3.5,5,large,NA,light brown,brown,cryptic
Attalea amygdalina,Attalea,amygdalina,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0.5,25,understorey,15,9.32,9,NA,7.5,6,9,5,NA,NA,large,globose,brown,brown,cryptic
Attalea amylacea,Attalea,amylacea,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Attalea anisitsiana,Attalea,anisitsiana,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Attalea apoda,Attalea,apoda,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,13,NA,canopy,NA,NA,NA,NA,6,5,7,3.3,3,3.5,large,globose,brownish,brown,cryptic
Attalea attaleoides,Attalea,attaleoides,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,11,8,6,2.1,5,4.5,5.5,2.25,2,2.5,large,ovoid,brownish,brown,cryptic
Attalea barreirensis,Attalea,barreirensis,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,9,2.13,1.8,0.38,5.25,5,5.5,3.75,3,4.5,large,NA,yellow to orange-red or crimson,yellow; orange; red,conspicuous
Attalea bassleriana,Attalea,bassleriana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,9.05,NA,NA,5.56,NA,NA,large,ovoid,NA,NA,NA
Attalea blepharopus,Attalea,blepharopus,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,globose,orange-brown,brown,cryptic
Attalea brasiliensis,Attalea,brasiliensis,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,6,NA,canopy,NA,NA,NA,NA,6,NA,NA,5,4.8,5.2,large,globose,orange-brown,brown,cryptic
Attalea brejinhoensis,Attalea,brejinhoensis,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,30,50,canopy,NA,9.32,8.3,NA,9,8,10,6,5,7,large,globose,NA,NA,NA
Attalea burretiana,Attalea,burretiana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,NA,armed,armed,NA,NA,NA,NA,NA,NA,NA,7.27,7,8.5,4.55,5,6,large,NA,brown to dark brown,brown,cryptic
Attalea butyracea,Attalea,butyracea,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,25,75,canopy,35,13.34,10,2.75,8.25,4.5,12,3.75,3,4.5,large,ovoid,dull orange; yellow or brown,orange; yellow; brown,conspicuous
Attalea camopiensis,Attalea,camopiensis,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Attalea cephalotus,Attalea,cephalotus,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Attalea cohune,Attalea,cohune,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,25,60,canopy,30,14.35,9,4.1,6,4,8,3.9,3.3,4.5,large,NA,brown or yellow-brown,brown,cryptic
Attalea colenda,Attalea,colenda,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,35,60,canopy,25,12.5,10,2.6,5,4,6,3.5,NA,NA,large,globose,orange-brown,brown,cryptic
Attalea compta,Attalea,compta,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,NA,canopy,NA,6.5,6.5,NA,8.75,8,9.5,5.25,5,5.5,large,globose,brown,brown,cryptic
Attalea crassispatha,Attalea,crassispatha,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,35,canopy,19,5.4,4,1.45,3.75,3.5,4,2,NA,NA,small,globose,reddish,red,conspicuous
Attalea cuatrecasana,Attalea,cuatrecasana,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,10,9.36,7,2.46,12.5,11,14,8.5,7.5,9.5,large,NA,cafe,brown,cryptic
Attalea dahlgreniana,Attalea,dahlgreniana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,55,canopy,20,9.3,8.2,1.15,7.5,6,9,3.25,2.5,4,large,ovoid,brownish,brown,cryptic
Attalea degranvillei,Attalea,degranvillei,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Attalea dubia,Attalea,dubia,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,25,35,canopy,35,7,7,NA,6.25,6,6.5,3,3,4,large,elongate,reddish brown,brown,cryptic
Attalea eichleri,Attalea,eichleri,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,1.5,NA,understorey,8,2.73,2,0.78,7.5,7,8,4.75,4,5.5,large,globose,dark brown,brown,cryptic
Attalea exigua,Attalea,exigua,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,8,1.45,1.4,0.12,5,4,6,4.25,3,5.5,large,ovoid,reddish orange to dark purple,orange; purple,conspicuous
Attalea fairchildensis,Attalea,fairchildensis,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,5.06,3.86,1.25,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Attalea funifera,Attalea,funifera,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,30,canopy,15,12,NA,NA,12.5,10,15,6,3,9,large,globose,brownish,brown,cryptic
Attalea geraensis,Attalea,geraensis,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,0,understorey,8,2.6,2.2,0.45,6,5,7,3.75,3,4.5,large,elongate,reddish brown,brown,cryptic
Attalea guacuyule,Attalea,guacuyule,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Attalea guianensis,Attalea,guianensis,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Attalea hoehnei,Attalea,hoehnei,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Attalea huebneri,Attalea,huebneri,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,globose,NA,NA,NA
Attalea humilis,Attalea,humilis,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,15,8.5,5.5,2.75,6.5,4,9,5.25,2.5,8,large,ovoid,brownish,brown,cryptic
Attalea iguadummat,Attalea,iguadummat,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,17,10.22,NA,NA,8.5,7,10,5.4,4.5,6.3,large,globose,NA,NA,NA
Attalea insignis,Attalea,insignis,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,15,7,6,NA,7.5,7,8,3.75,3.5,4,large,ovoid,orange,orange,conspicuous
Attalea kewensis,Attalea,kewensis,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,globose,NA,NA,NA
Attalea lauromuelleriana,Attalea,lauromuelleriana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Attalea luetzelburgii,Attalea,luetzelburgii,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,6,8.2,4.9,3.15,5.25,5,5.5,2.25,2,2.5,large,NA,brown,brown,cryptic
Attalea macrolepis,Attalea,macrolepis,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongate,NA,NA,NA
Attalea magdalenica,Attalea,magdalenica,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,globose,yellow,yellow,conspicuous
Attalea maracaibensis,Attalea,maracaibensis,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,globose,NA,NA,NA
Attalea maripa,Attalea,maripa,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,35,canopy,22,15.4,10,5.15,5,4,6,2.75,2.5,3,large,ovoid,brownish; orange,orange,conspicuous
Attalea maripensis,Attalea,maripensis,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,globose,NA,NA,NA
Attalea microcarpa,Attalea,microcarpa,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,16,7.8,6,1.9,3.75,3.5,4,2.5,2,3,small,ovoid,brownish; pale yellow,yellow,conspicuous
Attalea minarum,Attalea,minarum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brown,brown,cryptic
Attalea moorei,Attalea,moorei,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elongate,brown,brown,cryptic
Attalea nucifera,Attalea,nucifera,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,13,7,5,2.1,6.75,6.5,7,4.5,4,5,large,ovoid,brown,brown,cryptic
Attalea oleifera,Attalea,oleifera,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,30,45,canopy,30,11.8,9.8,2.1,9,7,11,5,4,6,large,globose,rusty brown,brown,cryptic
Attalea osmantha,Attalea,osmantha,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,greenish?,NA,NA
Attalea peruviana,Attalea,peruviana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,globose,orange,orange,conspicuous
