disease,state,year,weeks_reporting,count,population
Hepatitis A,Idaho,1996,43,206,1154828
Hepatitis A,Idaho,1997,27,78,1188999
Hepatitis A,Idaho,1998,34,136,1224149
Hepatitis A,Idaho,1999,37,40,1259444
Hepatitis A,Idaho,2000,39,47,1293953
Hepatitis A,Idaho,2001,35,37,1326846
Hepatitis A,Idaho,2002,31,12,1358034
Hepatitis A,Idaho,2003,5,2,1387648
Hepatitis A,Idaho,2004,47,19,1415847
Hepatitis A,Idaho,2005,49,21,1442820
Hepatitis A,Idaho,2006,48,8,1468781
Hepatitis A,Idaho,2007,38,8,1493967
Hepatitis A,Idaho,2008,49,17,1518639
Hepatitis A,Idaho,2009,28,4,1543076
Hepatitis A,Idaho,2010,50,8,1567582
Hepatitis A,Idaho,2011,45,6,1592422
Hepatitis A,Illinois,1966,52,1120,10778459
Hepatitis A,Illinois,1967,52,1646,10872870
Hepatitis A,Illinois,1968,51,1888,10960403
Hepatitis A,Illinois,1969,50,1677,11040840
Hepatitis A,Illinois,1970,51,1683,11113976
Hepatitis A,Illinois,1971,51,2115,11179635
Hepatitis A,Illinois,1972,47,2115,11237725
Hepatitis A,Illinois,1973,50,2109,11288189
Hepatitis A,Illinois,1974,47,1608,11330985
Hepatitis A,Illinois,1975,51,1205,11366089
Hepatitis A,Illinois,1976,52,1103,11393493
Hepatitis A,Illinois,1977,51,1120,11413206
Hepatitis A,Illinois,1978,49,1126,11425251
Hepatitis A,Illinois,1979,51,1003,11429670
Hepatitis A,Illinois,1980,37,769,11426518
Hepatitis A,Illinois,1981,48,711,11416303
Hepatitis A,Illinois,1982,49,323,11401293
Hepatitis A,Illinois,1983,45,148,11384186
Hepatitis A,Illinois,1984,43,189,11367670
Hepatitis A,Illinois,1985,33,82,11354416
Hepatitis A,Illinois,1986,28,146,11347084
Hepatitis A,Illinois,1987,36,223,11348335
Hepatitis A,Illinois,1988,22,368,11360847
Hepatitis A,Illinois,1989,31,631,11387340
Hepatitis A,Illinois,1990,40,1115,11430602
Hepatitis A,Illinois,1991,34,986,11492528
Hepatitis A,Illinois,1992,31,390,11571098
Hepatitis A,Illinois,1993,25,466,11663291
Hepatitis A,Illinois,1994,24,256,11766036
Hepatitis A,Illinois,1995,37,498,11876178
Hepatitis A,Illinois,1996,41,512,11990458
Hepatitis A,Illinois,1997,19,354,12105488
Hepatitis A,Illinois,1998,31,549,12217753
Hepatitis A,Illinois,1999,36,536,12323608
Hepatitis A,Illinois,2000,40,560,12419293
Hepatitis A,Illinois,2001,41,405,12501805
Hepatitis A,Illinois,2002,48,264,12571505
Hepatitis A,Illinois,2003,44,189,12629664
Hepatitis A,Illinois,2004,49,173,12677615
Hepatitis A,Illinois,2005,49,90,12716740
Hepatitis A,Illinois,2006,43,59,12748461
Hepatitis A,Illinois,2007,47,99,12774230
Hepatitis A,Illinois,2008,45,96,12795519
Hepatitis A,Illinois,2009,49,80,12813820
Hepatitis A,Illinois,2010,43,45,12830632
Hepatitis A,Illinois,2011,45,52,12847214
Hepatitis A,Indiana,1966,52,464,5010025
Hepatitis A,Indiana,1967,51,608,5058670
Hepatitis A,Indiana,1968,51,506,5105306
Hepatitis A,Indiana,1969,48,566,5150209
Hepatitis A,Indiana,1970,49,584,5193669
Hepatitis A,Indiana,1971,50,585,5235867
Hepatitis A,Indiana,1972,47,484,5276492
Hepatitis A,Indiana,1973,49,550,5315101
Hepatitis A,Indiana,1974,37,481,5351242
Hepatitis A,Indiana,1975,45,453,5384454
Hepatitis A,Indiana,1976,48,323,5414271
Hepatitis A,Indiana,1977,47,243,5440224
Hepatitis A,Indiana,1978,45,191,5461843
Hepatitis A,Indiana,1979,47,273,5478663
Hepatitis A,Indiana,1980,36,279,5490224
Hepatitis A,Indiana,1981,45,564,5496400
Hepatitis A,Indiana,1982,47,621,5498364
Hepatitis A,Indiana,1983,41,270,5497626
Hepatitis A,Indiana,1984,40,102,5495700
Hepatitis A,Indiana,1985,32,95,5494100
Hepatitis A,Indiana,1986,32,84,5494338
Hepatitis A,Indiana,1987,37,188,5497929
Hepatitis A,Indiana,1988,22,38,5506395
Hepatitis A,Indiana,1989,30,131,5521279
Hepatitis A,Indiana,1990,39,246,5544159
Hepatitis A,Indiana,1991,36,274,5576176
Hepatitis A,Indiana,1992,34,557,5616545
Hepatitis A,Indiana,1993,26,233,5663995
Hepatitis A,Indiana,1994,29,275,5717236
Hepatitis A,Indiana,1995,41,158,5774943
Hepatitis A,Indiana,1996,44,308,5835746
Hepatitis A,Indiana,1997,26,147,5898221
Hepatitis A,Indiana,1998,34,276,5960880
Hepatitis A,Indiana,1999,35,102,6022172
Hepatitis A,Indiana,2000,38,89,6080485
Hepatitis A,Indiana,2001,38,89,6134497
Hepatitis A,Indiana,2002,45,45,6184258
Hepatitis A,Indiana,2003,42,70,6230187
Hepatitis A,Indiana,2004,45,94,6272726
Hepatitis A,Indiana,2005,47,58,6312336
Hepatitis A,Indiana,2006,43,34,6349499
Hepatitis A,Indiana,2007,40,29,6384710
Hepatitis A,Indiana,2008,46,20,6418480
Hepatitis A,Indiana,2009,44,19,6451332
Hepatitis A,Indiana,2010,43,16,6483802
Hepatitis A,Indiana,2011,46,11,6516343
Hepatitis A,Iowa,1966,52,526,2794925
Hepatitis A,Iowa,1967,50,329,2800485
Hepatitis A,Iowa,1968,52,492,2806962
Hepatitis A,Iowa,1969,50,358,2814782
Hepatitis A,Iowa,1970,50,338,2824376
Hepatitis A,Iowa,1971,51,301,2835986
Hepatitis A,Iowa,1972,46,260,2849068
Hepatitis A,Iowa,1973,44,234,2862869
Hepatitis A,Iowa,1974,43,220,2876625
Hepatitis A,Iowa,1975,43,191,2889554
Hepatitis A,Iowa,1976,35,109,2900863
Hepatitis A,Iowa,1977,35,115,2909749
Hepatitis A,Iowa,1978,41,136,2915403
Hepatitis A,Iowa,1979,47,181,2917020
Hepatitis A,Iowa,1980,34,123,2913808
Hepatitis A,Iowa,1981,45,206,2905328
Hepatitis A,Iowa,1982,36,76,2892485
Hepatitis A,Iowa,1983,20,29,2876515
Hepatitis A,Iowa,1984,32,59,2858642
Hepatitis A,Iowa,1985,23,39,2840067
Hepatitis A,Iowa,1986,19,38,2821962
Hepatitis A,Iowa,1987,37,109,2805467
Hepatitis A,Iowa,1988,22,16,2791702
Hepatitis A,Iowa,1989,34,122,2781765
Hepatitis A,Iowa,1990,41,214,2776755
Hepatitis A,Iowa,1991,37,33,2777459
Hepatitis A,Iowa,1992,34,35,2783399
Hepatitis A,Iowa,1993,26,41,2793799
Hepatitis A,Iowa,1994,29,50,2807893
Hepatitis A,Iowa,1995,40,79,2824918
Hepatitis A,Iowa,1996,44,305,2844102
Hepatitis A,Iowa,1997,27,259,2864655
Hepatitis A,Iowa,1998,34,245,2885769
Hepatitis A,Iowa,1999,35,124,2906611
Hepatitis A,Iowa,2000,39,64,2926324
Hepatitis A,Iowa,2001,38,27,2944207
Hepatitis A,Iowa,2002,49,77,2960261
Hepatitis A,Iowa,2003,46,36,2974671
Hepatitis A,Iowa,2004,48,54,2987631
Hepatitis A,Iowa,2005,46,27,2999337
Hepatitis A,Iowa,2006,41,11,3009996
Hepatitis A,Iowa,2007,48,42,3019813
Hepatitis A,Iowa,2008,49,100,3029002
Hepatitis A,Iowa,2009,37,34,3037776
Hepatitis A,Iowa,2010,47,9,3046355
Hepatitis A,Iowa,2011,51,8,3054921
Hepatitis A,Kansas,1966,45,195,2231795
Hepatitis A,Kansas,1967,46,212,2234688
Hepatitis A,Kansas,1968,52,410,2237660
Hepatitis A,Kansas,1969,48,276,2241394
Hepatitis A,Kansas,1970,50,555,2246578
Hepatitis A,Kansas,1971,50,579,2253740
Hepatitis A,Kansas,1972,46,427,2262744
Hepatitis A,Kansas,1973,50,531,2273286
Hepatitis A,Kansas,1974,48,420,2285058
Hepatitis A,Kansas,1975,47,328,2297751
Hepatitis A,Kansas,1976,51,389,2311047
Hepatitis A,Kansas,1977,48,335,2324623
Hepatitis A,Kansas,1978,46,242,2338147
Hepatitis A,Kansas,1979,43,193,2351282
Hepatitis A,Kansas,1980,31,145,2363679
Hepatitis A,Kansas,1981,41,151,2375093
Hepatitis A,Kansas,1982,34,217,2385703
Hepatitis A,Kansas,1983,24,76,2395798
Hepatitis A,Kansas,1984,22,60,2405674
Hepatitis A,Kansas,1985,24,64,2415633
Hepatitis A,Kansas,1986,25,70,2425980
Hepatitis A,Kansas,1987,45,399,2437027
Hepatitis A,Kansas,1988,22,165,2449090
Hepatitis A,Kansas,1989,33,185,2462495
Hepatitis A,Kansas,1990,36,161,2477574
Hepatitis A,Kansas,1991,37,80,2494565
Hepatitis A,Kansas,1992,34,104,2513287
Hepatitis A,Kansas,1993,27,37,2533448
Hepatitis A,Kansas,1994,27,51,2554748
Hepatitis A,Kansas,1995,40,110,2576878
Hepatitis A,Kansas,1996,43,319,2599520
Hepatitis A,Kansas,1997,22,90,2622343
Hepatitis A,Kansas,1998,30,82,2645005
Hepatitis A,Kansas,1999,36,33,2667152
Hepatitis A,Kansas,2000,33,79,2688418
Hepatitis A,Kansas,2001,40,149,2708510
Hepatitis A,Kansas,2002,43,68,2727461
Hepatitis A,Kansas,2003,41,28,2745387
Hepatitis A,Kansas,2004,46,47,2762414
Hepatitis A,Kansas,2005,43,19,2778669
Hepatitis A,Kansas,2006,46,22,2794284
Hepatitis A,Kansas,2007,34,10,2809395
Hepatitis A,Kansas,2008,48,14,2824142
Hepatitis A,Kansas,2009,44,7,2838668
Hepatitis A,Kansas,2010,44,12,2853118
Hepatitis A,Kansas,2011,42,2,2867617
Hepatitis A,Kentucky,1966,52,948,3111003
Hepatitis A,Kentucky,1967,52,1144,3131216
Hepatitis A,Kentucky,1968,52,1153,3155434
Hepatitis A,Kentucky,1969,50,1222,3184352
Hepatitis A,Kentucky,1970,51,1241,3218706
Hepatitis A,Kentucky,1971,50,1132,3258930
Hepatitis A,Kentucky,1972,45,950,3304064
Hepatitis A,Kentucky,1973,51,1040,3352745
Hepatitis A,Kentucky,1974,47,840,3403533
Hepatitis A,Kentucky,1975,47,911,3454903
Hepatitis A,Kentucky,1976,43,587,3505235
Hepatitis A,Kentucky,1977,32,444,3552815
Hepatitis A,Kentucky,1978,31,238,3595846
Hepatitis A,Kentucky,1979,37,269,3632467
Hepatitis A,Kentucky,1980,34,338,3660777
Hepatitis A,Kentucky,1981,41,318,3679465
Hepatitis A,Kentucky,1982,47,324,3689649
Hepatitis A,Kentucky,1983,49,929,3693119
Hepatitis A,Kentucky,1984,46,314,3691719
Hepatitis A,Kentucky,1985,38,160,3687312
Hepatitis A,Kentucky,1986,29,65,3681766
Hepatitis A,Kentucky,1987,37,168,3676940
Hepatitis A,Kentucky,1988,23,184,3674684
Hepatitis A,Kentucky,1989,34,85,3676847
Hepatitis A,Kentucky,1990,42,72,3685296
Hepatitis A,Kentucky,1991,38,53,3701439
Hepatitis A,Kentucky,1992,33,68,3724732
Hepatitis A,Kentucky,1993,28,76,3754153
Hepatitis A,Kentucky,1994,29,123,3788676
Hepatitis A,Kentucky,1995,40,39,3827257
Hepatitis A,Kentucky,1996,44,40,3868819
Hepatitis A,Kentucky,1997,24,49,3912246
Hepatitis A,Kentucky,1998,25,15,3956369
Hepatitis A,Kentucky,1999,34,39,3999968
Hepatitis A,Kentucky,2000,40,45,4041769
Hepatitis A,Kentucky,2001,40,107,4080716
Hepatitis A,Kentucky,2002,45,37,4116805
Hepatitis A,Kentucky,2003,43,27,4150317
Hepatitis A,Kentucky,2004,43,28,4181549
Hepatitis A,Kentucky,2005,45,28,4210813
Hepatitis A,Kentucky,2006,43,22,4238432
Hepatitis A,Kentucky,2007,51,18,4264745
Hepatitis A,Kentucky,2008,51,24,4290099
Hepatitis A,Kentucky,2009,42,10,4314851
Hepatitis A,Kentucky,2010,48,21,4339367
Hepatitis A,Kentucky,2011,49,10,4363959
Hepatitis A,Louisiana,1966,52,423,3483288
Hepatitis A,Louisiana,1967,50,588,3517562
Hepatitis A,Louisiana,1968,51,677,3554352
Hepatitis A,Louisiana,1969,49,737,3595096
Hepatitis A,Louisiana,1970,50,564,3641306
Hepatitis A,Louisiana,1971,49,654,3694057
Hepatitis A,Louisiana,1972,46,589,3752362
Hepatitis A,Louisiana,1973,47,755,3814642
Hepatitis A,Louisiana,1974,46,425,3879216
Hepatitis A,Louisiana,1975,48,425,3944284
Hepatitis A,Louisiana,1976,50,388,4007924
Hepatitis A,Louisiana,1977,45,505,4068096
Hepatitis A,Louisiana,1978,42,541,4122648
Hepatitis A,Louisiana,1979,45,591,4169345
Hepatitis A,Louisiana,1980,35,488,4205900
Hepatitis A,Louisiana,1981,47,701,4230701
Hepatitis A,Louisiana,1982,49,721,4244915
Hepatitis A,Louisiana,1983,49,604,4250495
Hepatitis A,Louisiana,1984,40,293,4249466
Hepatitis A,Louisiana,1985,31,109,4243892
Hepatitis A,Louisiana,1986,30,87,4235843
Hepatitis A,Louisiana,1987,36,109,4227383
Hepatitis A,Louisiana,1988,21,78,4220560
Hepatitis A,Louisiana,1989,31,166,4217411
Hepatitis A,Louisiana,1990,41,179,4219973
Hepatitis A,Louisiana,1991,38,109,4229758
Hepatitis A,Louisiana,1992,31,101,4246119
Hepatitis A,Louisiana,1993,27,42,4267874
Hepatitis A,Louisiana,1994,26,86,4293841
Hepatitis A,Louisiana,1995,37,104,4322823
Hepatitis A,Louisiana,1996,41,188,4353598
Hepatitis A,Louisiana,1997,23,118,4384910
Hepatitis A,Louisiana,1998,33,118,4415467
Hepatitis A,Louisiana,1999,36,198,4443942
Hepatitis A,Louisiana,2000,35,65,4468976
Hepatitis A,Louisiana,2001,39,52,4489491
Hepatitis A,Louisiana,2002,41,67,4505617
Hepatitis A,Louisiana,2003,45,53,4517805
Hepatitis A,Louisiana,2004,41,54,4526523
Hepatitis A,Louisiana,2005,47,66,4532253
Hepatitis A,Louisiana,2006,45,27,4535482
Hepatitis A,Louisiana,2007,48,27,4536709
Hepatitis A,Louisiana,2008,39,10,4536432
Hepatitis A,Louisiana,2009,43,2,4535152
Hepatitis A,Louisiana,2010,41,11,4533372
Hepatitis A,Louisiana,2011,42,4,4531509
Hepatitis A,Maine,1966,50,274,975855
Hepatitis A,Maine,1967,50,162,977954
Hepatitis A,Maine,1968,37,85,981143
Hepatitis A,Maine,1969,43,235,985733
Hepatitis A,Maine,1970,51,642,992048
Hepatitis A,Maine,1971,49,494,1000325
Hepatitis A,Maine,1972,39,233,1010417
Hepatitis A,Maine,1973,34,69,1022074
Hepatitis A,Maine,1974,37,125,1035044
Hepatitis A,Maine,1975,19,34,1049062
Hepatitis A,Maine,1976,38,107,1063853
Hepatitis A,Maine,1977,14,25,1079126
Hepatitis A,Maine,1978,29,88,1094572
Hepatitis A,Maine,1979,35,122,1109865
Hepatitis A,Maine,1980,14,22,1124660
Hepatitis A,Maine,1981,26,34,1138659
Hepatitis A,Maine,1982,23,41,1151804
Hepatitis A,Maine,1983,17,27,1164105
Hepatitis A,Maine,1984,13,18,1175571
Hepatitis A,Maine,1985,14,17,1186219
Hepatitis A,Maine,1986,10,14,1196067
Hepatitis A,Maine,1987,16,25,1205137
Hepatitis A,Maine,1988,22,9,1213451
Hepatitis A,Maine,1989,32,16,1221039
Hepatitis A,Maine,1990,34,6,1227928
Hepatitis A,Maine,1991,35,16,1234159
Hepatitis A,Maine,1992,33,29,1239809
Hepatitis A,Maine,1993,27,8,1244963
Hepatitis A,Maine,1994,22,15,1249713
Hepatitis A,Maine,1995,39,18,1254149
Hepatitis A,Maine,1996,44,22,1258363
Hepatitis A,Maine,1997,26,29,1262452
Hepatitis A,Maine,1998,34,11,1266510
Hepatitis A,Maine,1999,38,9,1270634
Hepatitis A,Maine,2000,41,18,1274923
Hepatitis A,Maine,2001,37,8,1279456
Hepatitis A,Maine,2002,48,7,1284231
Hepatitis A,Maine,2003,40,22,1289225
Hepatitis A,Maine,2004,44,7,1294416
Hepatitis A,Maine,2005,26,5,1299780
Hepatitis A,Maine,2006,44,5,1305293
Hepatitis A,Maine,2007,27,4,1310933
Hepatitis A,Maine,2008,49,10,1316674
Hepatitis A,Maine,2009,40,0,1322492
Hepatitis A,Maine,2010,46,7,1328361
Hepatitis A,Maine,2011,43,7,1334261
Hepatitis A,Maryland,1966,52,812,3635161
Hepatitis A,Maryland,1967,52,854,3717154
Hepatitis A,Maryland,1968,52,741,3793418
Hepatitis A,Maryland,1969,49,704,3862374
Hepatitis A,Maryland,1970,51,907,3922399
Hepatitis A,Maryland,1971,51,1082,3972358
Hepatitis A,Maryland,1972,44,884,4013186
Hepatitis A,Maryland,1973,49,669,4046451
Hepatitis A,Maryland,1974,48,338,4073834
Hepatitis A,Maryland,1975,51,393,4097099
Hepatitis A,Maryland,1976,52,433,4118069
Hepatitis A,Maryland,1977,49,364,4138611
Hepatitis A,Maryland,1978,45,371,4160635
Hepatitis A,Maryland,1979,47,363,4186089
Hepatitis A,Maryland,1980,36,212,4216975
Hepatitis A,Maryland,1981,44,179,4254868
Hepatitis A,Maryland,1982,46,171,4299395
Hepatitis A,Maryland,1983,44,124,4349677
Hepatitis A,Maryland,1984,34,53,4404814
Hepatitis A,Maryland,1985,31,65,4463868
Hepatitis A,Maryland,1986,31,120,4525856
Hepatitis A,Maryland,1987,50,240,4589739
Hepatitis A,Maryland,1988,22,112,4654421
Hepatitis A,Maryland,1989,34,731,4718739
Hepatitis A,Maryland,1990,42,757,4781468
Hepatitis A,Maryland,1991,38,201,4841580
Hepatitis A,Maryland,1992,34,166,4899046
Hepatitis A,Maryland,1993,24,71,4954109
Hepatitis A,Maryland,1994,29,139,5007032
Hepatitis A,Maryland,1995,41,164,5058096
Hepatitis A,Maryland,1996,45,225,5107599
Hepatitis A,Maryland,1997,26,109,5155854
Hepatitis A,Maryland,1998,35,258,5203189
Hepatitis A,Maryland,1999,38,238,5249948
Hepatitis A,Maryland,2000,41,187,5296486
Hepatitis A,Maryland,2001,40,255,5343114
Hepatitis A,Maryland,2002,48,305,5389912
Hepatitis A,Maryland,2003,47,165,5436907
Hepatitis A,Maryland,2004,45,99,5484121
Hepatitis A,Maryland,2005,46,83,5531582
Hepatitis A,Maryland,2006,51,50,5579316
Hepatitis A,Maryland,2007,47,58,5627351
Hepatitis A,Maryland,2008,49,57,5675715
Hepatitis A,Maryland,2009,52,41,5724439
Hepatitis A,Maryland,2010,47,25,5773552
Hepatitis A,Maryland,2011,50,28,5823082
Hepatitis A,Massachusetts,1966,52,554,5509739
Hepatitis A,Massachusetts,1967,51,752,5564299
Hepatitis A,Massachusetts,1968,52,1023,5613418
Hepatitis A,Massachusetts,1969,50,2168,5655560
Hepatitis A,Massachusetts,1970,50,2204,5689170
Hepatitis A,Massachusetts,1971,51,1589,5713201
Hepatitis A,Massachusetts,1972,47,1603,5728661
Hepatitis A,Massachusetts,1973,51,1353,5737120
Hepatitis A,Massachusetts,1974,49,349,5740187
Hepatitis A,Massachusetts,1975,51,240,5739494
Hepatitis A,Massachusetts,1976,51,198,5736681
Hepatitis A,Massachusetts,1977,48,170,5733391
Hepatitis A,Massachusetts,1978,50,177,5731261
Hepatitis A,Massachusetts,1979,49,176,5731930
Hepatitis A,Massachusetts,1980,37,113,5737037
Hepatitis A,Massachusetts,1981,43,168,5747853
Hepatitis A,Massachusetts,1982,49,164,5764133
Hepatitis A,Massachusetts,1983,44,157,5785257
Hepatitis A,Massachusetts,1984,45,179,5810610
Hepatitis A,Massachusetts,1985,43,182,5839576
Hepatitis A,Massachusetts,1986,40,191,5871532
Hepatitis A,Massachusetts,1987,51,325,5905847
Hepatitis A,Massachusetts,1988,22,159,5941875
Hepatitis A,Massachusetts,1989,34,170,5978960
Hepatitis A,Massachusetts,1990,42,311,6016425
Hepatitis A,Massachusetts,1991,36,232,6053672
Hepatitis A,Massachusetts,1992,36,202,6090458
Hepatitis A,Massachusetts,1993,25,171,6126630
Hepatitis A,Massachusetts,1994,27,81,6162030
Hepatitis A,Massachusetts,1995,39,123,6196500
Hepatitis A,Massachusetts,1996,42,171,6229876
Hepatitis A,Massachusetts,1997,26,117,6261992
Hepatitis A,Massachusetts,1998,34,87,6292681
Hepatitis A,Massachusetts,1999,35,93,6321773
Hepatitis A,Massachusetts,2000,40,83,6349097
Hepatitis A,Massachusetts,2001,41,259,6374540
Hepatitis A,Massachusetts,2002,47,138,6398225
Hepatitis A,Massachusetts,2003,47,190,6420339
Hepatitis A,Massachusetts,2004,47,871,6441074
Hepatitis A,Massachusetts,2005,47,524,6460624
Hepatitis A,Massachusetts,2006,48,33,6479187
Hepatitis A,Massachusetts,2007,30,42,6496964
Hepatitis A,Massachusetts,2008,38,19,6514159
Hepatitis A,Massachusetts,2009,43,51,6530978
Hepatitis A,Massachusetts,2010,24,11,6547629
Hepatitis A,Massachusetts,2011,43,30,6564287
Hepatitis A,Michigan,1966,52,2572,8527158
Hepatitis A,Michigan,1967,52,1890,8623874
Hepatitis A,Michigan,1968,52,2185,8714199
Hepatitis A,Michigan,1969,50,2916,8797980
Hepatitis A,Michigan,1970,51,3809,8875083
Hepatitis A,Michigan,1971,51,3913,8945392
Hepatitis A,Michigan,1972,47,3319,9008807
Hepatitis A,Michigan,1973,51,3333,9065249
Hepatitis A,Michigan,1974,49,2657,9114655
Hepatitis A,Michigan,1975,51,2018,9156979
Hepatitis A,Michigan,1976,52,1657,9192197
Hepatitis A,Michigan,1977,51,1538,9220298
Hepatitis A,Michigan,1978,50,1162,9241292
Hepatitis A,Michigan,1979,51,1094,9255204
Hepatitis A,Michigan,1980,38,612,9262078
Hepatitis A,Michigan,1981,48,744,9262309
Hepatitis A,Michigan,1982,50,702,9257650
Hepatitis A,Michigan,1983,49,591,9250197
Hepatitis A,Michigan,1984,49,397,9242044
Hepatitis A,Michigan,1985,44,319,9235276
Hepatitis A,Michigan,1986,40,185,9231974
Hepatitis A,Michigan,1987,51,574,9234220
Hepatitis A,Michigan,1988,23,170,9244105
Hepatitis A,Michigan,1989,34,211,9263744
Hepatitis A,Michigan,1990,42,307,9295297
Hepatitis A,Michigan,1991,37,219,9340182
Hepatitis A,Michigan,1992,36,110,9396621
Hepatitis A,Michigan,1993,26,93,9462013
Hepatitis A,Michigan,1994,29,217,9533712
Hepatitis A,Michigan,1995,41,270,9609003
Hepatitis A,Michigan,1996,45,432,9685090
Hepatitis A,Michigan,1997,27,555,9759086
Hepatitis A,Michigan,1998,35,1481,9828019
Hepatitis A,Michigan,1999,37,738,9888840
Hepatitis A,Michigan,2000,42,387,9938444
Hepatitis A,Michigan,2001,42,263,9974437
Hepatitis A,Michigan,2002,49,219,9997392
Hepatitis A,Michigan,2003,47,187,10008684
Hepatitis A,Michigan,2004,45,147,10009737
Hepatitis A,Michigan,2005,49,162,10002009
Hepatitis A,Michigan,2006,50,65,9986981
Hepatitis A,Michigan,2007,48,60,9966145
Hepatitis A,Michigan,2008,50,82,9940990
Hepatitis A,Michigan,2009,51,62,9912998
Hepatitis A,Michigan,2010,51,62,9883640
Hepatitis A,Michigan,2011,48,56,9854128
Hepatitis A,Minnesota,1966,51,302,3666227
Hepatitis A,Minnesota,1967,52,493,3703005
Hepatitis A,Minnesota,1968,52,714,3738359
Hepatitis A,Minnesota,1969,49,374,3772331
Hepatitis A,Minnesota,1970,51,333,3804971
Hepatitis A,Minnesota,1971,51,304,3836336
Hepatitis A,Minnesota,1972,46,192,3866503
Hepatitis A,Minnesota,1973,48,216,3895559
Hepatitis A,Minnesota,1974,48,472,3923594
Hepatitis A,Minnesota,1975,41,409,3950704
Hepatitis A,Minnesota,1976,49,343,3976988
Hepatitis A,Minnesota,1977,48,452,4002548
Hepatitis A,Minnesota,1978,49,909,4027491
Hepatitis A,Minnesota,1979,51,477,4051928
Hepatitis A,Minnesota,1980,35,213,4075970
Hepatitis A,Minnesota,1981,39,107,4099784
Hepatitis A,Minnesota,1982,47,223,4123744
Hepatitis A,Minnesota,1983,45,159,4148282
Hepatitis A,Minnesota,1984,38,106,4173842
Hepatitis A,Minnesota,1985,31,186,4200877
Hepatitis A,Minnesota,1986,34,89,4229856
Hepatitis A,Minnesota,1987,40,148,4261259
Hepatitis A,Minnesota,1988,22,54,4295584
Hepatitis A,Minnesota,1989,32,112,4333351
Hepatitis A,Minnesota,1990,41,227,4375099
Hepatitis A,Minnesota,1991,36,281,4421188
Hepatitis A,Minnesota,1992,34,507,4471153
Hepatitis A,Minnesota,1993,25,236,4524296
Hepatitis A,Minnesota,1994,25,118,4579891
Hepatitis A,Minnesota,1995,40,158,4637177
Hepatitis A,Minnesota,1996,38,129,4695352
Hepatitis A,Minnesota,1997,23,113,4753574
Hepatitis A,Minnesota,1998,31,95,4810960
Hepatitis A,Minnesota,1999,36,81,4866583
Hepatitis A,Minnesota,2000,38,153,4919479
Hepatitis A,Minnesota,2001,37,30,4968871
Hepatitis A,Minnesota,2002,43,43,5014853
Hepatitis A,Minnesota,2003,42,42,5057759
Hepatitis A,Minnesota,2004,41,32,5097943
Hepatitis A,Minnesota,2005,41,31,5135781
Hepatitis A,Minnesota,2006,43,23,5171661
Hepatitis A,Minnesota,2007,41,69,5205991
Hepatitis A,Minnesota,2008,49,36,5239188
Hepatitis A,Minnesota,2009,49,21,5271685
Hepatitis A,Minnesota,2010,39,15,5303925
Hepatitis A,Minnesota,2011,39,9,5336285
Hepatitis A,Mississippi,1966,52,332,2172283
