name,nickname,weight_class,url,profile_name,profile_nickname,status,place_of_birth,age,height,weight,octagon_debut,sig_strikes_landed,sig_strikes_attempted,sig_str_landed,sig_str_absorbed,takedown_avg,submission_avg,sig_str_defense,takedown_defense,knockdown_avg,average_fight_time,takedowns_attempted,fighting_style,reach,leg_reach,takedowns_landed,trains_at,wins,losses,draws,standing_count,standing_pct,clinch_count,clinch_percent,ground_count,ground_percent,ko_tko_win,ko_tko_percent,dec_wins,dec_percent,sub_wins,sub_percent
Ricardo Almeida,Big Dog,Welterweight,https://www.ufc.com/athlete/ricardo-almeida,Ricardo Almeida,Big Dog,Not Fighting,United States,46,72,170,2001-05-04,299,608,2.02,1.2,3.74,1.21,0.61,0.31,0,11M 25S,97,NA,74,NA,NA,NA,13,4,0,142,0.47000000000000003,39,0.13,118,0.39,0,0,0,0,0,0
Ericka Almeida,NA,Women's Strawweight,https://www.ufc.com/athlete/ericka-almeida,Ericka Almeida,NA,Not Fighting,United States,34,66,115,2015-05-30,32,81,1.07,3.33,0.5,0,0.44,0.38,0,15M 0S,3,NA,68,38,NA,NA,7,2,0,16,0.5,13,0.41000000000000003,3,0.09,1,0.14,0,0,6,0.86
Thomas Almeida,Thominhas,Bantamweight,https://www.ufc.com/athlete/thomas-almeida,Thomas Almeida,Thominhas,Not Fighting,"Sao Paulo, Brazil",31,67,136,2014-11-09,435,1000,4.84,4.93,0.17,0,0.62,0.76,0.5,9M 0S,7,Muay Thai,70,38.5,NA,Chute Boxe - Sao Paulo,22,5,0,388,0.89,45,0.1,2,0,17,0.77,1,0.05,4,0.18
Jailton Almeida,Malhadinho,Heavyweight,https://www.ufc.com/athlete/jailton-almeida,Jailton Almeida,Malhadinho,Not Fighting,Brazil,34,75,237,2021-11-13,219,350,2.23,1.3,5.64,1.68,0.43,0.6,0,8M 12S,67,Wrestler,79,43.5,2,NA,22,5,0,42,0.19,19,0.09,158,0.72,7,0.32,2,0.09,13,0.59
Lucas Almeida,NA,Featherweight,https://www.ufc.com/athlete/lucas-almeida,Lucas Almeida,NA,Not Fighting,"Sorocaba, Brazil",35,71,145.5,2022-06-04,336,845,4.94,5.36,0,0,0.45,0.54,0.66,9M 42S,1,Striker,71,41,NA,NA,15,5,0,302,0.9,10,0.03,24,0.07,9,0.6,1,0.07,5,0.33
Cesar Almeida,Cesinha,Middleweight,https://www.ufc.com/athlete/cesar-almeida,Cesar Almeida,Cesinha,Active,Brazil,37,73,186,2024-04-06,247,421,3.46,2.03,0,0.21,0.46,0.52,0.21,11M 55S,2,Striker,74,43,NA,NA,7,2,0,145,0.59,39,0.16,63,0.26,5,0.71,2,0.29,0,0
Sarah Alpar,Too Sweet,Women's Flyweight,https://www.ufc.com/athlete/sarah-alpar,Sarah Alpar,Too Sweet,Not Fighting,"Amarillo, United States",32,64,126,2020-05-02,88,200,2.36,6.06,1.61,0.4,0.38,0.2,0,12M 25S,15,Freestyle,63,34,NA,Southside Kickboxing Company,9,6,0,79,0.9,9,0.1,0,0,2,0.22,5,0.56,2,0.22
Victor Altamirano,El Magnifico,Flyweight,https://www.ufc.com/athlete/victor-altamirano,Victor Altamirano,El Magnifico,Not Fighting,"Mexico City, Mexico",34,68,126,2022-02-26,429,802,4.58,3.82,2.88,0,0.53,0.63,0.16,13M 23S,47,Striker,70,39,1,NA,12,5,0,325,0.76,47,0.11,57,0.13,2,0.17,6,0.5,4,0.33
Patricia Alujas,NA,Women's Strawweight,https://www.ufc.com/athlete/patricia-alujas,Patricia Alujas,NA,Active,"Asunción, Paraguay",26,NA,NA,2026-06-26,53,168,5.83,9.25,0,0,0.45,NA,0,9M 5S,NA,NA,NA,NA,NA,NA,0,1,0,53,1,0,0,0,0,0,0,0,0,0,0
Sean Alvarez,NA,Heavyweight,https://www.ufc.com/athlete/sean-alvarez,Sean Alvarez,NA,Not Fighting,"New York City, United States",51,72,229,2003-04-25,6,16,0.89,3.25,0,0,0.48,NA,0,6M 46S,9,NA,NA,NA,NA,NA,4,3,0,5,0.8300000000000001,1,0.17,0,0,0,0,0,0,0,0
Eddie Alvarez,The Underground King,Lightweight,https://www.ufc.com/athlete/eddie-alvarez,Eddie Alvarez,The Underground King,Not Fighting,United States,39,69,155,2014-09-27,556,1342,4.32,4.39,2.92,0.47,0.56,0.93,0.47,9M 53S,68,NA,69,40.5,12,Jaco Hybrid Training Center,29,6,0,385,0.6900000000000001,102,0.18,69,0.12,18,0.58,6,0.19,7,0.23
Jaime Alvarez,NA,Flyweight,https://www.ufc.com/athlete/jaime-alvarez,Jaime Alvarez,NA,Active,"Hollywood, United States",35,68,125,2017-08-15,41,102,2.73,4.53,1,0,0.5700000000000001,0.5,0,15M 0S,3,NA,69,NA,NA,NA,7,1,0,26,0.63,0,0,15,0.37,4,0.5700000000000001,2,0.29,1,0.14
Joel Álvarez,El Fenomeno,Welterweight,https://www.ufc.com/athlete/joel-alvarez,Joel Álvarez,El Fenomeno,Active,"Gijón, Spain",33,74,171,2019-02-23,384,704,4.53,3.03,0.18,1.06,0.54,0.46,0.18,7M 43S,3,Striker,77,42,NA,Centro Deportivo Tíbet,23,4,0,286,0.74,44,0.11,54,0.14,5,0.22,1,0.04,17,0.74
Thiago Alves,Pitbull,Welterweight,https://www.ufc.com/athlete/thiago-alves,Thiago Alves,Pitbull,Not Fighting,"Fortaleza, Brazil",39,69,171,2005-10-03,1106,2648,3.73,3.42,0.71,0.3,0.63,0.63,0.66,10M 59S,23,NA,70,37.5,13,"American Top Team ATT Coconut Creek, FL",28,15,0,867,0.78,126,0.11,113,0.1,13,0.46,14,0.5,1,0.04
Warlley Alves,NA,Middleweight,https://www.ufc.com/athlete/warlley-alves,Warlley Alves,NA,Not Fighting,"Governador Valadares, Brazil",34,71,186,2014-05-31,485,1009,3.04,3.95,1.22,0.85,0.51,0.63,0.28,9M 57S,26,Kickboxer,72,42,8,XGYM - Rio de Janeiro,15,8,0,379,0.78,71,0.15,35,0.07,4,0.27,4,0.27,7,0.47000000000000003
Amilcar Alves,The Terminator,Welterweight,https://www.ufc.com/athlete/amilcar-alves,Amilcar Alves,The Terminator,Not Fighting,Brazil,43,72,171,2010-08-29,14,30,0.5,2.02,0,0,0.3,0.53,0,14M 6S,1,NA,NA,NA,NA,NA,11,3,0,7,0.5,3,0.21,4,0.29,0,0,0,0,0,0
Rafael Alves,The Turn,Lightweight,https://www.ufc.com/athlete/rafael-alves,Rafael Alves,The Turn,Not Fighting,Brazil,32,68,155,2021-02-20,95,194,1.85,3.3,0.29,1.46,0.58,0.44,0.29,10M 15S,4,MMA,68,38,NA,NA,20,12,0,87,0.92,3,0.03,5,0.05,7,0.35000000000000003,5,0.25,8,0.4
Sam Alvey,Smile'N,Middleweight,https://www.ufc.com/athlete/sam-alvey,Sam Alvey,Smile'N,Not Fighting,"Milwaukee, United States",37,74,186,2014-08-16,758,1703,3.28,3.63,0.06,0.06,0.53,0.8200000000000001,0.45,9M 38S,7,MMA,75.5,42,1,Team Quest,33,18,1,576,0.76,152,0.2,30,0.04,19,0.58,11,0.33,3,0.09
Christopher Alvidrez,NA,Welterweight,https://www.ufc.com/athlete/christopher-alvidrez,Christopher Alvidrez,NA,Active,"Los Angeles, United States",29,72,170,2026-04-11,33,53,6.97,2.11,0,0,0.5,1,6.34,4M 44S,1,NA,74.5,44.5,NA,NA,1,0,0,17,0.52,1,0.03,15,0.45,0,0,0,0,0,0
Adlan Amagov,Borz,Welterweight,https://www.ufc.com/athlete/adlan-amagov,Adlan Amagov,Borz,Retired,Russia,36,74,171,2012-01-08,76,159,3.29,0.82,5.84,0,0.79,1,1.3,6M 21S,16,NA,NA,NA,NA,NA,13,2,1,37,0.49,15,0.2,24,0.32,8,0.62,5,0.38,0,0
Alen Amedovski,NA,Middleweight,https://www.ufc.com/athlete/alen-amedovski,Alen Amedovski,NA,Not Fighting,"Debar, North Macedonia",35,70,185.5,2019-04-20,20,66,0.99,3.85,0,0,0.46,NA,0,5M 4S,NA,MMA,74,41.5,NA,Team Amedovski,8,4,0,17,0.85,0,0,3,0.15,8,1,0,0,0,0
Hyder Amil,The Hurricane,Featherweight,https://www.ufc.com/athlete/hyder-amil,Hyder Amil,The Hurricane,Active,"Cebu City, Philippines",36,69,145.5,2024-02-10,335,637,5.83,4.04,0.52,0.78,0.51,0.66,0.26,8M 12S,12,MMA,70,39,1,"El Nino Training Center - San Francisco, CA",11,3,0,276,0.8200000000000001,33,0.1,26,0.08,6,0.55,4,0.36,1,0.09
Makwan Amirkhani,Mr. Finland,Featherweight,https://www.ufc.com/athlete/makwan-amirkhani,Makwan Amirkhani,Mr. Finland,Not Fighting,Iraq,34,70,146,2015-01-24,171,387,1.33,2.98,3.96,1.05,0.46,0.36,0.12,9M 12S,79,Wrestling,72,41,12,Allstarts Gym,17,9,0,110,0.64,4,0.02,57,0.33,1,0.06,4,0.24,12,0.71
Jaqueline Amorim,NA,Women's Strawweight,https://www.ufc.com/athlete/jaqueline-amorim,Jaqueline Amorim,NA,Active,"Manaus, Brazil",30,63,116,2023-04-08,135,273,2.26,2.06,2.01,4.27,0.55,NA,0,8M 31S,24,Brazilian Jiu-Jitsu,68,38,2,American Top Team,11,2,0,39,0.29,3,0.02,93,0.6900000000000001,2,0.18,0,0,9,0.8200000000000001
Yaroslav Amosov,NA,Welterweight,https://www.ufc.com/athlete/yaroslav-amosov,Yaroslav Amosov,NA,Active,"Irpin, Ukraine",32,72,170,2025-12-13,25,47,2.65,1.38,11.11,3.17,0.61,NA,0,4M 44S,13,NA,75,44.5,1,American Top Team,29,1,0,17,0.68,5,0.2,3,0.12,9,0.3,8,0.27,13,0.43
Eryk Anders,Ya Boi,Middleweight,https://www.ufc.com/athlete/eryk-anders,Eryk Anders,Ya Boi,Not Fighting,"San Antonio, United States",38,73,186,2017-07-23,819,1711,3.44,4.03,1.83,0.06,0.5,0.8,0.44,11M 55S,114,MMA,75,43.5,6,Spartan Fitness MMA,18,9,0,450,0.55,208,0.25,161,0.2,10,0.56,7,0.39,1,0.06
Matt Andersen,NA,NA,https://www.ufc.com/athlete/matt-andersen,Matt Andersen,NA,Not Fighting,"Omaha, United States",52,0,0,1996-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Anderson,Overtime,Light Heavyweight,https://www.ufc.com/athlete/corey-anderson,Corey Anderson,Overtime,Not Fighting,"Rockford, United States",33,75,205,2014-07-06,721,1558,4.43,2.22,4.89,0,0.59,0.8300000000000001,0.09,10M 51S,106,NA,79,44,52,"Ricardo Almeida Braziliian Jiu Jitsu - Robinsville, NJ",14,5,0,423,0.59,116,0.16,182,0.25,5,0.36,9,0.64,0,0
Andy Anderson,NA,NA,https://www.ufc.com/athlete/andy-anderson,Andy Anderson,NA,Retired,United States,58,0,0,1995-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lowell Anderson,NA,Middleweight,https://www.ufc.com/athlete/shon-alvarez-1,Lowell Anderson,NA,Not Fighting,"Fairfield, United States",NA,0,0,1999-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megan Anderson,NA,Women's Featherweight,https://www.ufc.com/athlete/megan-anderson,Megan Anderson,NA,Not Fighting,Australia,33,72,144.5,2018-06-09,51,110,1.76,3.35,0.52,0.52,0.37,0.54,0.52,4M 49S,4,MMA,72,43,NA,NA,11,5,0,31,0.61,10,0.2,10,0.2,6,0.55,2,0.18,3,0.27
Tatsuya Ando,NA,Bantamweight,https://www.ufc.com/athlete/tatsuya-ando,Tatsuya Ando,NA,NA,NA,NA,NA,NA,2026-06-25,14,71,0.93,4.93,0,0,0.5,NA,0,15M 0S,1,NA,NA,NA,NA,NA,0,1,0,13,0.93,1,0.07,0,0,0,0,0,0,0,0
Viscardi Andrade,NA,Welterweight,https://www.ufc.com/athlete/viscardi-andrade,Viscardi Andrade,NA,Not Fighting,"State of Sao Paulo, Brazil",39,72,171,2013-08-04,152,358,3.26,2.77,1.93,0.32,0.63,0.67,0.64,11M 39S,12,NA,75,40,NA,Viscardi Andrade Training Center,19,7,0,104,0.68,27,0.18,21,0.14,5,0.26,8,0.42,6,0.32
Alex Andrade,NA,Middleweight,https://www.ufc.com/athlete/alex-andrade,Alex Andrade,NA,Not Fighting,United States,49,0,0,2000-06-09,4,11,0.2,2.6,0,0.75,0.53,0.25,0,20M 0S,NA,NA,NA,NA,NA,NA,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0
Jéssica Andrade,Bate Estaca,Women's Strawweight,https://www.ufc.com/athlete/jessica-andrade,Jéssica Andrade,Bate Estaca,Active,"Umuarama, Brazil",34,61.5,116,2013-07-27,1824,3747,6.37,5.58,2.1,0.31,0.54,0.75,0.37,9M 33S,74,Muay Thai,62,35,33,PRVT Para Vale Tudo,26,15,0,1318,0.72,308,0.17,198,0.11,10,0.38,8,0.31,8,0.31
Jermaine Andre,NA,Middleweight,https://www.ufc.com/athlete/shon-alvarez-2,Jermaine Andre,NA,Not Fighting,"Collinsville, United States",NA,0,0,2000-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Andres Luna,NA,Flyweight,https://www.ufc.com/athlete/juan-andres-luna,Juan Andres Luna,NA,Active,NA,27,67,126,2026-06-26,49,155,3.27,3,0,0,0.66,NA,0,15M 0S,4,NA,72,39,NA,NA,0,1,0,49,1,0,0,0,0,0,0,0,0,0,0
Dylan Andrews,The Villain,Middleweight,https://www.ufc.com/athlete/dylan-andrews,Dylan Andrews,The Villain,Not Fighting,Australia,43,73,185,2013-04-14,82,163,2.21,2.72,2.83,0.4,0.47000000000000003,0.5700000000000001,1.21,7M 25S,14,NA,74,NA,NA,NA,18,7,0,45,0.55,19,0.23,18,0.22,12,0.67,3,0.17,3,0.17
Reese Andy,Riptide,Light Heavyweight,https://www.ufc.com/athlete/reese-andy,Reese Andy,Riptide,Not Fighting,"Minot, United States",50,70,206,2008-07-19,64,126,2.87,3.5,0.67,0,0.59,0.4,0,11M 10S,5,NA,NA,NA,NA,NA,7,3,0,47,0.73,16,0.25,1,0.02,0,0,0,0,0,0
Julius Anglickas,NA,Light Heavyweight,https://www.ufc.com/athlete/julius-anglickas,Julius Anglickas,NA,Active,Lithuania,31,75,206,2026-06-26,62,79,4.62,1.86,4.47,1.12,0.51,0.6,0,13M 25S,8,NA,75,46,NA,NA,0,0,0,15,0.24,38,0.61,9,0.15,0,0,0,0,0,0
Collin Anglin,NA,Featherweight,https://www.ufc.com/athlete/collin-anglin,Collin Anglin,NA,Not Fighting,"Southfield, United States",30,69,146,2021-07-31,121,249,4.59,5.54,2.28,0,0.51,1,0,8M 47S,6,NA,71,38,NA,"Factory X - Englewood, CO",8,3,0,97,0.8,17,0.14,7,0.06,5,0.63,3,0.38,0,0
Chad Anheliger,The Monster,Bantamweight,https://www.ufc.com/athlete/chad-anheliger,Chad Anheliger,The Monster,Active,"Kelowna, Canada",38,66,135,2022-02-19,275,596,3.11,2.76,0.68,0.51,0.54,0.38,0.51,14M 44S,13,Freestyle,64.5,37,NA,Champions Creed MMA,13,8,0,197,0.72,38,0.14,40,0.15,7,0.54,3,0.23,3,0.23
Yoji Anjo,Mr. 200%,Middleweight,https://www.ufc.com/athlete/yoji-anjo,Yoji Anjo,Mr. 200%,Not Fighting,"Suginami Tokyo, United States",56,71,189,2000-04-14,0,2,0,3.13,0,0,0.25,NA,0,5M 46S,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magomed Ankalaev,NA,Light Heavyweight,https://www.ufc.com/athlete/magomed-ankalaev,Magomed Ankalaev,NA,Active,Russia,34,75,204.5,2018-03-17,690,1308,3.65,2.59,0.79,0,0.56,0.88,0.56,11M 49S,45,MMA,75,46,NA,NA,21,2,1,490,0.71,73,0.11,127,0.18,11,0.52,10,0.48,0,0
Nina Nunes,NA,Women's Flyweight,https://www.ufc.com/athlete/nina-nunes,Nina Nunes,NA,Retired,"Weston, United States",37,65,125.5,2014-11-09,542,1200,4.39,3.47,0.24,0.49,0.56,0.74,0,13M 43S,6,Striker,64,39,2,"American Top Team ATT Coconut Creek, FL",11,7,0,464,0.86,48,0.09,30,0.06,4,0.4,4,0.4,2,0.2
Gadzhimurad Antigulov,NA,Light Heavyweight,https://www.ufc.com/athlete/gadzhimurad-antigulov,Gadzhimurad Antigulov,NA,Not Fighting,"Dagestan Republic, Russia",36,71,206,2016-11-20,43,78,2.08,4.21,5.08,1.45,0.4,NA,0,3M 27S,19,NA,70.5,40,5,NA,20,8,0,16,0.37,12,0.28,15,0.35000000000000003,4,0.2,1,0.05,15,0.75
Adam Antolin,Captain Chaos,Flyweight,https://www.ufc.com/athlete/adam-antolin,Adam Antolin,Captain Chaos,Not Fighting,"San Jose, United States",41,65,125,2017-08-29,86,165,5.73,5,0,0,0.6900000000000001,1,0,5M 45S,7,NA,NA,NA,NA,NA,13,3,0,74,0.86,12,0.14,0,0,2,0.15,2,0.15,9,0.6900000000000001
Zu Anyanwu,8th Wonder,Heavyweight,https://www.ufc.com/athlete/zu-anyanwu,Zu Anyanwu,8th Wonder,Not Fighting,"Trenton, United States",41,73,263.5,2017-07-11,57,133,2.47,2.47,0.65,0,0.6900000000000001,NA,0.65,11M 32S,1,NA,77,41,NA,NA,14,5,0,48,0.84,3,0.05,6,0.11,8,0.5700000000000001,4,0.29,2,0.14
Wang Anying,Smiley,Welterweight,https://www.ufc.com/athlete/wang-anying,Wang Anying,Smiley,Not Fighting,United States,32,72,170,2014-03-01,13,50,1.32,1.63,0,0,0.45,0.33,0,4M 55S,NA,NA,NA,NA,NA,NA,2,2,0,13,1,0,0,0,0,2,1,0,0,0,0
Shinsho Anzai,Animal,Welterweight,https://www.ufc.com/athlete/shinsho-anzai,Shinsho Anzai,Animal,Not Fighting,"Saitama Prefecture, Japan",37,67,171,2014-08-23,106,182,3.23,3.75,1.83,0,0.46,0.75,0,8M 12S,25,NA,70.5,40,4,1-2-40 yoshimachi soukashi saitamaken,10,2,0,59,0.56,45,0.42,2,0.02,7,0.7000000000000001,3,0.3,0,0
Aoriqileng,The Mongolian Murderer,Bantamweight,https://www.ufc.com/athlete/aoriqileng,Aoriqileng,The Mongolian Murderer,Active,"Inner Mongolia, China",32,67,135.5,2021-04-24,417,835,4.4,5.66,1.11,0.16,0.47000000000000003,0.6,0.47,9M 29S,15,NA,69,39,4,Team Aoriqileng,26,12,0,348,0.8300000000000001,23,0.06,46,0.11,9,0.35000000000000003,16,0.62,1,0.04
Josh Appelt,NA,Heavyweight,https://www.ufc.com/athlete/josh-appelt,Josh Appelt,NA,Active,"Tacoma, United States",40,70,252.5,2026-06-29,6,15,1.35,11.5,0,0,0.33,0.33,0,4M 26S,1,NA,NA,NA,NA,NA,15,7,0,4,0.67,2,0.33,0,0,0,0,0,0,0,0
Romie Aram,NA,Welterweight,https://www.ufc.com/athlete/romie-aram,Romie Aram,NA,Not Fighting,"Ontario, United States",45,69,170,2003-04-25,54,153,1.8,2.83,2.5,0,0.5,0.8300000000000001,0.5,15M 0S,8,NA,NA,NA,NA,NA,6,0,0,18,0.33,11,0.2,25,0.46,0,0,0,0,0,0
Felipe Arantes,Sertanejo,Bantamweight,https://www.ufc.com/athlete/felipe-arantes,Felipe Arantes,Sertanejo,Not Fighting,"Sao Paulo, Brazil",35,68,136,2011-08-27,342,758,2.37,2.66,0.93,0.73,0.64,0.41000000000000003,0.1,12M 3S,19,NA,73,39,9,"Peralta Fitness, Morumbi",18,9,1,239,0.7000000000000001,24,0.07,79,0.23,7,0.37,6,0.32,6,0.32
Igor Araujo,NA,Welterweight,https://www.ufc.com/athlete/igor-araujo,Igor Araujo,NA,Not Fighting,United States,42,73,171,2013-10-09,80,190,1.52,2.86,0.86,0.57,0.5,0.22,0,13M 8S,19,NA,77,NA,NA,NA,25,8,0,49,0.61,10,0.13,21,0.26,1,0.04,7,0.28,17,0.68
Viviane Araújo,Vivi,Women's Flyweight,https://www.ufc.com/athlete/viviane-araujo,Viviane Araújo,Vivi,Not Fighting,"Brasília, Brazil",38,64,125.5,2019-05-11,772,1626,3.84,4.83,1.72,0.6,0.56,0.75,0.07,15M 27S,53,MMA,68,36.5,5,NA,13,7,0,730,0.9500000000000001,17,0.02,25,0.03,3,0.23,6,0.46,4,0.31
Julio Arce,NA,Featherweight,https://www.ufc.com/athlete/julio-arce,Julio Arce,NA,Not Fighting,"Miami, United States",35,67,147,2017-08-08,566,1565,4.36,3.05,0.46,0.35,0.68,0.96,0.35,11M 48S,14,Freestyle,70,39,NA,NA,19,6,0,507,0.9,44,0.08,15,0.03,6,0.3,9,0.45,5,0.25
Carrese Archer,One Punch,Middleweight,https://www.ufc.com/athlete/carrese-archer,Carrese Archer,One Punch,Not Fighting,NA,33,72,184,2026-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alice Ardelean,NA,Women's Strawweight,https://www.ufc.com/athlete/alice-ardelean,Alice Ardelean,NA,Active,"Satu Mare, Romania",34,63,115.5,2024-07-27,487,1055,7,4.97,1.08,0.22,0.61,0.86,0,13M 55S,10,Striker,62,36,2,Fusion X-Cel,12,7,0,473,0.97,10,0.02,4,0.01,4,0.33,3,0.25,5,0.42
Dan Argueta,The Determined,Bantamweight,https://www.ufc.com/athlete/daniel-argueta,Dan Argueta,The Determined,Not Fighting,United States,31,67,138.5,2022-06-04,179,412,2.48,3.44,4.36,1.45,0.51,0.56,0,12M 3S,59,MMA,68,38,1,NA,9,3,0,118,0.66,30,0.17,31,0.17,2,0.22,3,0.33,4,0.44
Rheza Arianto,NA,Featherweight,https://www.ufc.com/athlete/rheza-arianto,Rheza Arianto,NA,Active,"Malang, Indonesia",22,NA,NA,2026-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hashem Arkhagha,NA,Middleweight,https://www.ufc.com/athlete/hashem-arkhagha,Hashem Arkhagha,NA,Not Fighting,NA,33,74,189,2026-06-26,8,18,1.84,8.97,0,0,0.43,0.5,0,4M 21S,NA,NA,75,42,NA,NA,0,1,0,5,0.63,3,0.38,0,0,0,0,0,0,0,0
Andrei Arlovski,The Pit Bull,Heavyweight,https://www.ufc.com/athlete/andrei-arlovski,Andrei Arlovski,The Pit Bull,Not Fighting,United States,45,75,245,2000-11-17,1721,3761,3.82,3.22,0.37,0.2,0.5700000000000001,0.77,0.4,9M 24S,31,Kickboxer,77,44,7,"American Top Team ATT Coconut Creek, FL",34,24,0,1455,0.85,224,0.13,42,0.02,17,0.5,14,0.41000000000000003,3,0.09
Garrett Armfield,NA,Bantamweight,https://www.ufc.com/athlete/garrett-armfield,Garrett Armfield,NA,Active,"Eureka, United States",28,66,135,2022-07-09,291,542,5.35,3.64,1.1,0.55,0.56,0.65,0.55,10M 52S,8,Freestyle,70,38,NA,Marathon MMA,10,5,0,246,0.85,16,0.05,29,0.1,6,0.6,1,0.1,3,0.3
Austin Arnett,Golden Boy,Featherweight,https://www.ufc.com/athlete/austin-arnett,Austin Arnett,Golden Boy,Not Fighting,"Lewiston, United States",31,72,145,2017-08-01,311,757,4.52,6.38,0.44,0.22,0.62,0.5700000000000001,0,13M 46S,11,NA,72,41,1,NA,16,6,0,266,0.86,27,0.09,18,0.06,7,0.44,4,0.25,5,0.31
Eli Aronov,NA,Middleweight,https://www.ufc.com/athlete/eli-aronov,Eli Aronov,NA,Active,Israel,27,NA,NA,2026-06-26,11,16,8.92,6.49,12.16,0,0.38,NA,0,1M 14S,1,NA,NA,NA,NA,NA,0,1,0,10,0.91,0,0,1,0.09,0,0,0,0,0,0
Akbarh Arreola,El Caballero,Lightweight,https://www.ufc.com/athlete/akbarh-arreola,Akbarh Arreola,El Caballero,Not Fighting,Mexico,40,70,155,2014-07-26,97,214,2.32,4.01,1.07,0.36,0.5700000000000001,0.33,0.72,10M 28S,3,NA,71,40,NA,"Entram Gym - Tijuana, Baja CA",23,9,1,70,0.72,4,0.04,23,0.24,5,0.22,1,0.04,17,0.74
Antonio Arroyo,NA,Middleweight,https://www.ufc.com/athlete/antonio-arroyo,Antonio Arroyo,NA,Not Fighting,"Belém, Brazil",33,75,186,2019-11-16,186,280,2.82,2.02,1.14,0.23,0.5,0.42,0.23,13M 11S,12,Striker,73.5,41,1,Jackson Wink MMA Academy - NM,9,5,0,148,0.8,1,0.01,37,0.2,4,0.44,1,0.11,4,0.44
Matt Arroyo,No Regard,Welterweight,https://www.ufc.com/athlete/matt-arroyo,Matt Arroyo,No Regard,Not Fighting,"Cobleskill, United States",40,72,171,2007-12-09,46,97,1.62,2.01,2.12,5.29,0.59,1,0,9M 27S,11,NA,NA,NA,NA,NA,3,3,0,18,0.39,9,0.2,19,0.41000000000000003,0,0,0,0,0,0
Cesar Arzamendia,Goku,Lightweight,https://www.ufc.com/athlete/cesar-arzamendia,Cesar Arzamendia,Goku,Not Fighting,Paraguay,32,71,155,2015-11-21,33,73,5.37,5.2,7.32,2.44,0.56,NA,0,3M 5S,4,NA,71,42,NA,Evolucao Thai - Curitiba,7,4,0,24,0.73,9,0.27,0,0,1,0.2,0,0,4,0.8
Kai Asakura,NA,Bantamweight,https://www.ufc.com/athlete/kai-asakura,Kai Asakura,NA,Active,Japan,32,68,126,2024-12-07,47,137,2.53,3.34,0,0,0.52,0.5,0.81,6M 11S,NA,NA,69,37,NA,Japan Top Team,22,6,0,46,0.98,0,0,1,0.02,14,0.64,5,0.23,3,0.14
Teddy Ash,NA,Middleweight,https://www.ufc.com/athlete/teddy-ash,Teddy Ash,NA,Not Fighting,"Fort McMurray, Canada",33,NA,185.5,2026-06-26,109,177,7.27,6.8,0,0,0.28,1,0,15M 0S,NA,NA,NA,NA,NA,NA,0,0,0,63,0.58,46,0.42,0,0,0,0,0,0,0,0
Arman Ashimov,NA,Flyweight,https://www.ufc.com/athlete/arman-ashimov,Arman Ashimov,NA,Not Fighting,Kazakhstan,31,NA,NA,2026-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanal Ashmouz,Red Fox,Lightweight,https://www.ufc.com/athlete/yanal-ashmouz,Yanal Ashmouz,Red Fox,Not Fighting,Israel,30,69,155,2023-03-18,133,262,2.88,4.78,3.24,0,0.5,0.64,0,11M 34S,26,MMA,68,38,1,NA,8,2,0,77,0.58,33,0.25,23,0.17,4,0.5,2,0.25,2,0.25
Askar Askar,AK-47,Featherweight,https://www.ufc.com/athlete/askar-askar,Askar Askar,AK-47,Not Fighting,NA,28,67,145,2021-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,MMA,69,39,NA,NA,11,1,0,0,0,0,0,0,0,5,0.45,5,0.45,1,0.09
Askar Askarov,Bullet,Flyweight,https://www.ufc.com/athlete/askar-askarov,Askar Askarov,Bullet,Not Fighting,"Republic of Dagestan, Russia",30,66,142,2019-09-21,229,424,3.05,2.8,2.6,0.4,0.58,0.67,0,15M 0S,53,NA,67,36,4,NA,14,1,1,174,0.76,24,0.1,31,0.14,4,0.29,3,0.21,7,0.5
