name,wins,losses,draws,nc,height,weight,reach,stance,dob,s_lp_m,str_acc,s_ap_m,str_def,td_avg,td_acc,td_def,sub_avg
Garrett Armfield,10,5,0,0,"5' 6""",135 lbs.,"70""",Orthodox,"Oct 09, 1996",5.35,53%,3.64,56%,1.1,50%,64%,0.6
Joey Armstrong,5,2,0,0,NA,NA,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Austin Arnett,16,6,0,0,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 22, 1991",4.52,41%,6.38,62%,0.44,18%,57%,0.2
Ricardo Arona,14,5,0,0,"5' 11""",205 lbs.,NA,Orthodox,"Jul 17, 1978",1.66,48%,1.15,57%,2.41,48%,58%,1.2
Eli Aronov,6,1,0,0,"5' 10""",185 lbs.,"72""",Orthodox,"Jun 06, 1996",8.92,68%,6.49,38%,12.16,100%,0%,0
Chalid Arrab,7,3,0,0,"5' 11""",205 lbs.,NA,Orthodox,"May 28, 1975",1.56,34%,1.63,56%,3.05,75%,37%,1
Akbarh Arreola,23,11,1,0,"5' 10""",155 lbs.,"71""",Southpaw,"Jan 14, 1983",2.32,45%,4.01,56%,1.07,100%,33%,0.4
Matt Arroyo,3,3,0,0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982",1.62,47%,2.01,58%,2.12,36%,100%,5.3
Antonio Arroyo,9,5,0,0,"6' 3""",185 lbs.,"73""",Orthodox,"Jul 01, 1989",2.82,66%,2.02,50%,1.14,41%,41%,0.2
Gilles Arsene,1,1,0,0,"5' 9""",190 lbs.,NA,Southpaw,"Dec 23, 1970",0.06,10%,2.45,32%,0,0%,0%,0
Veta Arteaga,3,1,0,0,"5' 7""",125 lbs.,NA,NA,NA,3.2,36%,1.92,65%,0,0%,40%,0
Cesar Arzamendia,8,3,0,0,"5' 11""",155 lbs.,NA,Orthodox,"Jan 31, 1991",5.37,45%,5.2,56%,7.32,75%,0%,2.4
Kai Asakura,22,6,0,0,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 31, 1993",2.53,34%,3.34,52%,0,0%,50%,0
Teddy Ash,14,5,0,0,"6' 1""",185 lbs.,"73""",Switch,"Dec 27, 1989",7.27,61%,6.8,28%,0,0%,100%,0
Arman Ashimov,11,3,1,0,"5' 6""",125 lbs.,NA,NA,"Jan 14, 1992",0,0%,0,0%,0,0%,0%,0
Yanal Ashmouz,8,2,0,0,"5' 9""",155 lbs.,"69""",Orthodox,"Mar 31, 1995",2.88,50%,4.78,50%,3.24,38%,64%,0
Asjabharan,7,6,0,0,"5' 6""",135 lbs.,NA,NA,"Jul 31, 1992",0,0%,0,0%,0,0%,0%,0
Askar Askar,11,1,0,0,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 19, 1994",0,0%,0,0%,0,0%,0%,0
Askar Askarov,14,1,1,0,"5' 6""",125 lbs.,"67""",Orthodox,"Oct 09, 1992",3.05,54%,2.8,57%,2.6,24%,66%,0.4
Cyril Asker,9,4,0,0,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985",3.35,39%,5.82,35%,4.41,62%,100%,0.9
Khusein Askhabov,23,1,0,0,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 13, 1995",2,26%,4.13,56%,0,0%,66%,0
Scott Askham,14,4,0,0,"6' 3""",185 lbs.,"75""",Southpaw,"May 20, 1988",3.03,46%,3.52,52%,0.44,18%,65%,0.7
Ben Askren,19,2,0,1,"5' 11""",170 lbs.,"73""",Orthodox,"Jul 18, 1984",3.64,49%,5.66,36%,4.33,55%,0%,0.9
Ibo Aslan,14,4,0,0,"6' 3""",205 lbs.,"77""",Orthodox,"Apr 23, 1996",5.75,48%,3.96,56%,0,0%,87%,0
Tom Aspinall,15,3,0,1,"6' 5""",255 lbs.,"78""",Orthodox,"Apr 11, 1993",7.63,67%,3.62,56%,2.62,80%,100%,1.3
Steven Asplund,7,2,0,0,"6' 5""",260 lbs.,"78""",Orthodox,"Jul 16, 1998",10.05,51%,6.64,50%,0,0%,100%,0
Bruno Assis,8,4,0,0,"6' 2""",185 lbs.,NA,Orthodox,"May 23, 1992",1.27,43%,3.2,36%,2,50%,66%,1
Junior Assuncao,16,6,0,0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981",3.31,62%,2.06,44%,2.43,24%,66%,0.7
Raphael Assuncao,28,10,0,0,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",3.22,42%,2.5,66%,1.65,39%,78%,0.2
Michael Aswell Jr.,11,5,0,0,"5' 8""",145 lbs.,"69""",Orthodox,"Sep 27, 2000",7.6,42%,7.03,52%,0.24,25%,55%,0
Bazigit Atajev,17,1,0,0,"6' 1""",230 lbs.,NA,Orthodox,"Mar 12, 1979",0.87,41%,3.14,49%,1,33%,0%,0
Rich Attonito,10,5,0,0,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977",2.28,47%,2.13,59%,0.74,37%,75%,0
Olivier Aubin-Mercier,11,5,0,0,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989",2.48,51%,2.97,55%,2.36,33%,70%,0.5
Pat Audinwood,11,2,1,0,"6' 0""",155 lbs.,NA,Orthodox,"Apr 16, 1986",1.17,12%,4.31,41%,0.8,50%,0%,0
Jose Augusto,6,2,0,1,"6' 3""",251 lbs.,NA,NA,"Mar 28, 1992",0,0%,0,0%,0,0%,0%,0
Marcus Aurelio,22,10,0,0,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",1.42,33%,2.27,59%,1.69,27%,27%,1.3
David Avellan,2,1,0,0,"5' 9""",185 lbs.,NA,Orthodox,"Jul 07, 1981",3.33,25%,10,57%,0,0%,0%,0
Blas Avena,8,7,0,1,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 30, 1983",2.34,47%,3.36,43%,2.37,80%,50%,1.8
Levi Avera,18,15,0,0,"6' 1""",170 lbs.,NA,NA,"May 17, 1982",0,0%,0,0%,0,0%,0%,0
Anthony Avila,13,5,0,0,"5' 7""",145 lbs.,NA,NA,"Dec 29, 1988",0,0%,0,0%,0,0%,0%,0
Chris Avila,5,4,0,0,"5' 10""",145 lbs.,NA,Orthodox,"Jan 16, 1993",2.37,30%,4.17,48%,0,0%,46%,0
Julia Avila,9,4,0,0,"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",2.81,42%,3.28,55%,0.63,37%,52%,0.2
Saad Awad,20,9,0,0,"5' 11""",155 lbs.,NA,NA,"Jun 07, 1983",2.13,26%,1.87,60%,0.5,16%,100%,0.5
Javy Ayala,10,5,0,0,"6' 1""",265 lbs.,NA,NA,"Aug 20, 1988",0.83,25%,5,33%,0,0%,0%,0
Jessin Ayari,16,6,0,0,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",3.53,37%,3.59,58%,0,0%,50%,0.3
Abu Azaitar,14,4,1,0,"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986",4.38,43%,4.32,51%,1,37%,42%,0
Ottman Azaitar,13,3,0,0,"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",4.43,44%,4.11,52%,0,0%,100%,0
Luiz Azeredo,15,10,0,0,"5' 9""",154 lbs.,NA,Orthodox,"Jun 10, 1976",2.16,39%,2.76,57%,1.07,50%,45%,0.3
Luciano Azevedo,17,9,1,0,"6' 3""",161 lbs.,NA,Orthodox,"Jun 25, 1981",0.76,45%,1.97,27%,2.28,11%,0%,0
Hunter Azure,9,2,0,0,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 02, 1992",3.92,53%,2.08,58%,1.97,34%,67%,1.3
Niklas Backstrom,11,3,0,1,"6' 1""",145 lbs.,NA,Orthodox,"Aug 22, 1989",1.12,41%,3.65,40%,2.92,80%,72%,2.2
Seth Baczynski,20,14,0,0,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",3.08,31%,3.14,51%,0.89,16%,48%,0.8
Abdul Azeem Badakhshi,13,3,0,0,NA,145 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Ryan Bader,23,5,0,0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2.82,43%,1.39,71%,3.37,44%,80%,0.4
Izabela Badurek,6,3,0,0,"5' 5""",115 lbs.,NA,Orthodox,"Jul 11, 1991",3.74,71%,4.9,32%,1.75,12%,100%,0
Miguel Baeza,10,4,0,0,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.09,49%,5.92,46%,0.36,22%,54%,2
Ali Bagautinov,15,6,0,0,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",2.85,42%,3.09,52%,2.51,36%,65%,0.3
Mehdi Baghdad,11,5,0,0,"6' 1""",155 lbs.,NA,Orthodox,"Apr 13, 1985",3.13,30%,4.56,46%,0,0%,33%,0
Melsik Baghdasaryan,8,4,0,0,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",4.98,58%,3.15,56%,0,0%,70%,0
Siyar Bahadurzada,24,8,1,0,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984",2.91,40%,3.23,49%,1.32,61%,62%,0.3
Ignacio Bahamondes,17,7,0,0,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",5.99,46%,4.07,55%,0,0%,70%,0.6
Bahatebole Batebolati,10,1,1,0,"5' 8""",170 lbs.,"71""",Southpaw,"Sep 12, 1997",4.02,45%,4.83,61%,1.34,66%,100%,0
Shamar Bailey,16,11,0,0,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",1.56,20%,3.91,69%,1.5,33%,37%,0
Jordan Bailey,6,3,0,0,"5' 9""",145 lbs.,NA,NA,NA,1.74,40%,0.29,0%,4.35,100%,0%,4.3
Scott Baker,1,1,0,0,"6' 0""",210 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Bryan Baker,18,5,0,0,"6' 3""",185 lbs.,NA,Orthodox,"Oct 13, 1985",1.78,52%,2.83,45%,0.44,50%,37%,0.9
Jin Bala,23,3,0,0,"5' 9""",155 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Balajin,23,4,0,0,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 31, 1992",1.4,33%,2.73,50%,2,20%,66%,0
Eros Baluyot,7,1,0,0,"5' 4""",125 lbs.,"65""",Orthodox,"Oct 23, 1992",2.31,75%,1.54,60%,0,0%,0%,0
Oluwale Bamgbose,6,4,0,0,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,48%,2.7,55%,0.94,33%,37%,0
Stephen Banaszak,5,5,0,0,"6' 0""",145 lbs.,NA,NA,"Dec 07, 1990",4.2,47%,1.15,66%,0,0%,100%,1.9
Marcin Bandel,15,7,0,0,"5' 10""",155 lbs.,NA,Orthodox,"Oct 10, 1989",0.79,50%,5.26,23%,0,0%,0%,0
Humberto Bandenay,14,7,0,1,"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",2.22,41%,4.79,41%,2.9,46%,62%,0.5
Tae Hyun Bang,18,10,0,0,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",2.72,38%,2.07,66%,0.49,33%,57%,0.5
Yohan Banks,2,1,0,0,NA,NA,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Shauna Bannon,7,3,0,0,"5' 5""",115 lbs.,"65""",Switch,"Oct 23, 1993",3.85,44%,3.25,45%,0,0%,47%,0.5
Antonio Banuelos,20,11,1,0,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",2.69,33%,3.15,58%,1.62,62%,86%,0.4
Iwo Baraniewski,9,0,0,0,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 20, 1998",11.35,57%,8.65,52%,0,0%,100%,0
Renan Barao,34,9,0,1,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36%,3.9,57%,1.49,41%,91%,0.5
Junior Barata,9,3,1,0,"5' 10""",170 lbs.,NA,Orthodox,"Jan 25, 1982",4.03,33%,8.46,34%,0,0%,0%,0
Maycee Barber,15,3,0,0,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",4.56,53%,2.78,55%,1.56,45%,51%,0.1
Bryan Barberena,18,12,0,0,"6' 0""",185 lbs.,"72""",Southpaw,"May 03, 1989",5.35,48%,4.59,44%,0.13,22%,50%,0.3
Djani Barbir,7,1,0,1,"6' 3""",185 lbs.,"79""",Orthodox,"Aug 09, 1997",3.64,40%,4.55,66%,0,0%,0%,0
Dione Barbosa,9,4,0,0,"5' 6""",125 lbs.,"66""",Orthodox,"May 08, 1992",2.21,45%,2.4,64%,2.4,44%,63%,1.7
Marcio Barbosa,18,2,0,0,"5' 6""",145 lbs.,"70""",Orthodox,"May 22, 1998",7.01,47%,6.65,52%,0,0%,100%,0
Edson Barboza,24,14,0,0,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",4.14,44%,4.68,55%,0.43,50%,73%,0.1
Raoni Barcelos,22,5,0,0,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",4.65,51%,4.24,60%,2.51,31%,87%,0.7
Daniel Barez,17,8,0,0,"5' 6""",125 lbs.,"66""",Orthodox,"Dec 10, 1988",4.6,48%,6.93,50%,1.71,29%,80%,0.5
Danny Barlow,9,2,0,0,"6' 2""",185 lbs.,"79""",Southpaw,"Aug 02, 1995",5.81,51%,4.65,52%,0,0%,100%,0
Luke Barnatt,13,4,0,0,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",4.43,36%,3.87,59%,0.63,42%,63%,0.4
James Barnes,14,5,0,0,"5' 8""",135 lbs.,"71""",Orthodox,"May 28, 1982",0.57,34%,3.02,39%,1.08,16%,40%,0
Nick Barnes,11,2,0,0,"5' 11""",170 lbs.,NA,NA,NA,2.86,29%,8.93,51%,5.36,100%,100%,5.4
Shonte Barnes,6,2,1,0,"5' 11""",185 lbs.,"76""",Southpaw,"Feb 09, 1987",2.32,38%,1.55,67%,0,0%,60%,0
Josh Barnett,35,8,0,0,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",3.2,50%,2.11,57%,1.26,55%,55%,1.4
Chris Barnett,23,10,0,0,"5' 9""",261 lbs.,"75""",Orthodox,"Jun 14, 1986",3.36,47%,6.55,36%,0,0%,35%,0
Chris Barnhizer,2,3,0,0,NA,NA,NA,NA,"Oct 25, 1987",0,0%,0,0%,0,0%,0%,0
David Baron,17,4,1,0,"5' 6""",155 lbs.,NA,Switch,"Feb 15, 1973",1.17,30%,2.1,56%,0,0%,14%,0.7
Phil Baroni,15,18,0,0,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5
Dan Barrera,3,1,0,0,"5' 9""",170 lbs.,NA,Orthodox,"Dec 23, 1980",0.8,70%,1.2,28%,1,8%,0%,0
Carlos Barreto,14,9,0,0,"6' 4""",230 lbs.,NA,Orthodox,"Jul 22, 1968",0,0%,0,0%,0,0%,0%,0
Jose Barreto,0,1,0,0,NA,185 lbs.,NA,Southpaw,NA,0,0%,0,0%,0,0%,0%,0
Peter Barrett,11,5,0,0,"5' 10""",145 lbs.,"73""",Southpaw,"Aug 10, 1986",4.18,61%,4.32,42%,1.39,22%,66%,0
Marc-Andre Barriault,17,11,0,1,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",5.65,47%,5.94,49%,0.34,28%,68%,0.1
David Barrios,4,8,0,0,"5' 6""",145 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Alexandre Barros,22,11,0,0,"5' 9""",170 lbs.,NA,Southpaw,"Nov 19, 1976",0.98,40%,4.05,36%,1.84,50%,100%,0
Ricardo Barros,2,2,0,0,"6' 1""",205 lbs.,NA,NA,"Mar 22, 1976",0,0%,8.22,31%,0,0%,100%,0
Francimar Barroso,19,7,0,1,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",2.77,52%,3.07,59%,2.22,24%,83%,0
Pat Barry,8,7,0,0,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",2.72,52%,3.54,59%,0,0%,76%,0.2
Dean Barry,4,2,0,0,"5' 10""",170 lbs.,"72""",Orthodox,"Jul 03, 1992",9.31,40%,4.66,51%,0,0%,100%,0
Enrique Barzola,17,5,2,0,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",3.91,41%,2.97,68%,4.2,45%,66%,0.3
Javid Basharat,15,2,0,1,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 07, 1995",5.18,54%,2.75,63%,1.83,40%,83%,0.1
Farid Basharat,15,0,0,0,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997",4.25,52%,2.89,62%,3.34,44%,54%,0.3
Austin Bashi,14,1,0,0,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 29, 2001",1.75,47%,2.34,48%,7.81,41%,62%,1.7
Stephen Bass,11,2,0,0,"5' 9""",145 lbs.,NA,Orthodox,"Nov 14, 1982",4.87,52%,5.87,55%,0,0%,0%,0
Sean Bassett,0,4,0,0,NA,155 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Ryan Bastianelli,6,7,0,1,"5' 5""",135 lbs.,NA,NA,"Sep 07, 1979",0,0%,0,0%,0,0%,0%,0
Shayna Baszler,15,11,0,0,"5' 7""",135 lbs.,NA,Orthodox,"Aug 08, 1980",2.49,30%,6.36,51%,0.67,18%,44%,1.3
Namsrai Batbayar,10,1,0,0,"5' 4""",125 lbs.,"68""",Orthodox,"Dec 29, 2000",4.44,45%,3.42,48%,2.85,30%,100%,0.9
Michel Batista,4,1,0,1,"6' 3""",260 lbs.,NA,Orthodox,"Apr 20, 1984",0,0%,4.03,40%,6.72,50%,0%,0
Bryan Battle,13,2,0,1,"6' 1""",185 lbs.,"77""",Orthodox,"Sep 21, 1994",5.12,52%,4.11,44%,0.77,17%,53%,0.4
Alan Baudot,8,3,0,2,"6' 3""",243 lbs.,"79""",Orthodox,"Feb 01, 1988",5.36,58%,4.82,46%,0,0%,62%,0
Mario Bautista,17,3,0,0,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",5.3,48%,3.98,54%,1.91,38%,55%,0.8
Chris Beal,10,5,0,0,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",3.45,35%,3.18,61%,1.6,58%,78%,0.2
Donovan Beard,7,2,0,0,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 05, 1989",0,0%,5.77,28%,0,0%,0%,0
Rudy Bears,16,15,0,0,"5' 11""",170 lbs.,NA,Southpaw,"Jan 19, 1979",1.27,29%,2.53,50%,0,0%,0%,0
Salvador Becerra,5,2,0,0,"5' 9""",155 lbs.,NA,NA,NA,4.57,31%,3.83,58%,0,0%,66%,0
Ariel Beck,4,5,0,0,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 16, 1990",4.44,34%,4.31,64%,0,0%,0%,0
Jack Becker,13,6,0,0,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 20, 1992",1.01,39%,5.82,26%,1.68,50%,0%,0
Jeff Bedard,13,3,0,0,"5' 6""",145 lbs.,NA,Orthodox,"Feb 06, 1970",0.8,51%,0,100%,3.43,66%,100%,2.6
Eric Bedard,6,7,0,0,"6' 2""",239 lbs.,NA,NA,"Sep 11, 1984",6.37,35%,8.54,52%,0,0%,0%,0
Johnny Bedford,21,13,1,1,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",4.53,50%,1.75,63%,1.83,62%,62%,0
Rolando Bedoya,14,5,0,0,"5' 11""",155 lbs.,"74""",Orthodox,"Jan 13, 1997",6.23,47%,5.5,52%,0,0%,75%,0.2
Chase Beebe,24,13,1,0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",2.17,38%,1.64,69%,2.49,42%,41%,0.9
Lyle Beerbohm,24,3,0,0,"5' 10""",155 lbs.,NA,Southpaw,"Feb 05, 1979",1.98,55%,1.61,54%,2.1,23%,64%,0.3
Allan Begosso,7,2,1,0,"5' 5""",135 lbs.,"66""",Orthodox,"Nov 23, 1995",1.8,40%,7.73,34%,0,0%,25%,2
Azamat Bekoev,20,5,0,0,"6' 0""",185 lbs.,"72""",Orthodox,"Dec 30, 1995",4.57,52%,6.83,31%,3.48,43%,62%,0
Mirsad Bektic,13,4,0,0,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2.43,41%,1.8,57%,3.98,52%,92%,0.4
Diana Belbita,15,10,0,0,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",6.45,41%,6.55,51%,0.86,62%,64%,0
Alan Belcher,18,8,0,0,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",2.7,41%,3.1,59%,0.44,26%,55%,0.9
Vitor Belfort,26,14,0,1,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,46%,2.83,50%,1.02,60%,53%,0.6
Yousri Belgaroui,10,3,0,0,"6' 6""",185 lbs.,"79""",Orthodox,"Jun 02, 1992",6.1,64%,2.17,63%,0.29,100%,66%,0
Rodolfo Bellato,13,3,1,1,"6' 3""",205 lbs.,"75""",Orthodox,"Feb 05, 1996",5.37,60%,5.86,46%,1.38,35%,94%,0.2
Danilo Belluardo,12,5,0,0,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994",1.52,61%,4.79,41%,3.5,100%,50%,0
Joey Beltran,17,14,0,1,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",4.92,36%,5.27,54%,0.48,18%,75%,0
Marco Beltran,8,6,0,0,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",2.07,37%,1.93,63%,0.7,50%,46%,0.2
Joseph Benavidez,28,8,0,0,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.52,34%,2.67,61%,1.41,30%,62%,0.6
Mike Bencic,1,2,0,0,"6' 0""",215 lbs.,NA,Orthodox,"Jul 03, 1966",0,0%,3.32,53%,0,0%,0%,0
Dave Beneteau,6,5,1,0,"6' 2""",250 lbs.,NA,Orthodox,NA,0,0%,0,0%,0,0%,0%,0
Karla Benitez,14,11,1,1,"5' 3""",113 lbs.,NA,NA,"Feb 15, 1979",0,0%,2.4,57%,0,0%,100%,0
Gabriel Benitez,23,13,0,0,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",5.26,41%,4.49,63%,0.22,50%,55%,0.9
Charles Bennett,30,33,2,0,"5' 8""",155 lbs.,NA,Orthodox,"Nov 23, 1979",1.39,39%,1.35,64%,2.02,100%,36%,2
Josh Bennett,11,14,0,0,"6' 4""",259 lbs.,NA,Orthodox,NA,2.9,40%,5.8,43%,1.5,100%,100%,0
DeAnna Bennett,8,3,1,0,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984",3.13,58%,3.27,58%,0,0%,0%,1
Benjamin Bennett,7,1,0,0,"6' 0""",170 lbs.,"73""",Switch,"May 08, 1994",4.53,54%,4.53,65%,6,60%,0%,0
Lance Benoist,7,2,0,0,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",3.68,51%,2.7,56%,1.5,33%,61%,0
Joe Benoit,11,4,0,0,"5' 9""",170 lbs.,NA,Orthodox,"Mar 12, 1982",0,0%,0,100%,0,0%,0%,0
Ryan Benoit,10,8,0,0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",2.88,39%,3.65,58%,0.28,22%,72%,0.4
Pat Benson,3,5,3,0,"5' 9""",155 lbs.,NA,NA,"Jul 14, 1974",0,0%,0,0%,0,0%,0%,0
Len Bentley,10,6,0,0,"5' 9""",155 lbs.,NA,NA,"Nov 30, 1982",0,0%,0,0%,0,0%,0%,0
Steve Berger,21,23,2,1,"5' 11""",170 lbs.,NA,Orthodox,"May 20, 1973",1,27%,3.26,36%,0.84,40%,16%,1.7
Theodor Berggren,8,4,0,0,"5' 11""",170 lbs.,"75""",Switch,"Apr 09, 2000",3.49,35%,10.78,33%,0,0%,0%,0
Kenneth Bergh,8,0,0,1,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989",4.56,75%,1.27,28%,0,0%,0%,0
Bret Bergmark,6,1,1,0,"5' 9""",170 lbs.,NA,NA,"Nov 24, 1973",2.78,52%,2.78,37%,4.17,100%,50%,4.2
Keith Berish,5,1,0,1,"6' 0""",205 lbs.,NA,Orthodox,"Nov 14, 1985",3.58,36%,4.81,62%,1.76,40%,0%,0
Dennis Bermudez,17,9,0,0,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",4.42,46%,3.07,59%,3.89,40%,82%,1.1
Manny Bermudez,14,2,0,0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",2.92,61%,2.68,46%,3.06,54%,0%,3.1
Talita Bernardo,6,4,0,0,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",3.12,42%,4.04,55%,1.62,22%,28%,0.5
Dave Berry,0,1,0,0,NA,NA,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Keith Berry,15,14,1,1,"6' 1""",185 lbs.,NA,NA,"Oct 25, 1987",0.27,12%,6.27,28%,0,0%,0%,0
Dieusel Berto,0,3,0,0,"5' 9""",200 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Edson Berto,17,12,1,0,"5' 6""",155 lbs.,NA,Orthodox,"Jul 05, 1983",1.76,36%,4.62,47%,5.47,40%,0%,2.7
Allen Berube,4,3,0,0,"5' 8""",155 lbs.,NA,Orthodox,"Aug 25, 1974",0.92,80%,0.92,33%,6.87,100%,0%,3.4
Anton Berzin,5,1,0,0,"6' 2""",205 lbs.,NA,Orthodox,"Sep 29, 1989",4.4,46%,6.8,67%,2,28%,0%,1
Scott Bessac,4,6,0,0,"6' 4""",245 lbs.,NA,NA,"Oct 05, 1965",0,0%,0,0%,0,0%,0%,0
Matt Bessette,22,9,0,1,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",4.36,41%,4.45,58%,0.64,28%,61%,0.3
Khadzhi Bestaev,10,4,0,0,"6' 6""",185 lbs.,"76""",NA,"Jul 16, 1988",6.15,29%,10,43%,0,0%,0%,0
Fernando Bettega,7,5,0,0,NA,170 lbs.,NA,NA,"Mar 10, 1980",0,0%,0,0%,0,0%,0%,0
Arjan Bhullar,9,1,0,0,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",2.33,56%,3.25,59%,1.73,75%,100%,0
KB Bhullar,8,2,0,0,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",4.31,49%,5.39,45%,0,0%,0%,0
Magomed Bibulatov,14,2,0,0,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",3.6,51%,1.83,52%,2.85,40%,75%,0
David Bielkheden,24,12,0,0,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",1.11,57%,1.64,54%,2.65,63%,14%,0
Blake Bilder,8,2,1,0,"5' 8""",145 lbs.,"68""",Switch,"Jul 12, 1990",3.81,48%,4.15,53%,0.31,7%,71%,0.6
Jonas Bilharinho,9,1,1,0,"5' 11""",145 lbs.,"75""",Switch,"May 22, 1990",3.71,60%,3.36,57%,0,0%,100%,0
Jeremiah Billington,11,2,0,0,"5' 9""",205 lbs.,NA,Orthodox,"Nov 14, 1977",1.6,62%,7.06,35%,0,0%,50%,0
Scott Bills,7,9,1,0,"5' 10""",170 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Anthony Birchak,16,8,0,0,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",3.93,36%,3.67,56%,0.48,14%,61%,0.5
