total_cup_points,species,owner,country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
86,Arabica,grounds for health admin,United States (Hawaii),hula daddy kona coffee,NA,NA,NA,NA,1400ft,kona,Hula Daddy Kona Coffee,1,2,Specialty Coffee Association,Fall 2009,"May 31st, 2010",Grounds for Health Admin,NA,NA,8.33,8.17,7.75,8,7.75,7.83,10,10,10,8.17,0,0,0,NA,0,"May 31st, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,426.72,426.72,426.72
85.92,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,11/23/0252,beneficio ixchel,11/23/0252,"unex guatemala, s.a.",NA,nuevo oriente,MARGARITA AVILA DE NUYENS,80,69 kg,Asociacion Nacional Del Café,2016,"May 16th, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.92,8.08,7.92,8.08,8.08,7.83,10,10,10,8,0.1,0,1,Green,3,"May 16th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
85.92,Arabica,kawacom uganda ltd,Uganda,sipi organic coffee project,NA,kawacom,0,kawacom uganda ltd,1400-1900,eastern,Kawacom (U)Ltd,1,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Natural / Dry,8.17,8.17,7.92,8.08,7.83,7.75,10,10,10,8,0.12,0,0,Green,0,"June 30th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1400,1900,1650
85.92,Arabica,exportadora de cafe condor s.a,Colombia,NA,NA,trilladora boananza,3-68-0215,exportadora de cafe condor s.a,1800 msnm,huila,NA,275,70 kg,Almacafé,2013,"July 26th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8,8,8,8.17,7.83,8,10,10,10,7.92,0,1,0,Blue-Green,0,"July 26th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800,1800,1800
85.83,Arabica,gonzalo hernandez,Panama,la berlina estate,Baby Geisha Washed,beneficio casa ruiz s.a.,NA,ce specialty s.a.,1600,boquete,Plinio Ruiz,37,60 kg,Specialty Coffee Association of Costa Rica,2017,"October 9th, 2017",Gonzalo Hernandez,Gesha,Washed / Wet,8,8,7.92,8.08,7.83,8,10,10,10,8,0.08,0,1,Bluish-Green,0,"October 9th, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1600,1600,1600
85.83,Arabica,ibrahim hussien speciality coffee producer &export,Ethiopia,NA,NA,burka gudina,2014/2015,ibrahim hussien specality coffee product & exporter,1800-2000,oromia,Ibrahim Hussien Specialty Coffee Producer and Exporter,320,60 kg,METAD Agricultural Development plc,2014,"April 4th, 2015",Ibrahim Hussien Speciality Coffee Producer &Export,NA,Washed / Wet,7.83,8.08,7.92,8.08,8,7.92,10,10,10,8,0.1,0,0,Green,4,"April 3rd, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1800,2000,1900
85.83,Arabica,juan luis alvarado romero,Guatemala,valparaiso,NA,beneficio valparaiso,11/1886/03,sertrasa,5000,acatenango,SERTRASA,150,1 kg,Asociacion Nacional Del Café,2012,"July 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,8,8,8.17,7.83,8,10,10,10,8,0.12,0,0,Green,3,"July 3rd, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1524,1524,1524
85.83,Arabica,juan luis alvarado romero,Guatemala,finca el limon,NA,beneficio serben,11-853-155,unicafe,4650,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1 kg,Asociacion Nacional Del Café,2012,"June 5th, 2012",Juan Luis Alvarado Romero,Catuai,Washed / Wet,8,8,7.83,8.33,7.83,7.83,10,10,10,8,0.1,0,0,Bluish-Green,1,"June 5th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1417.32,1417.32,1417.32
85.75,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,320,seid damtew coffee export and plantation,490,seid damtew coffee planation,NA,addis ababa,seid damtew coffee export and plantation,320,19200 kg,METAD Agricultural Development plc,2017,"June 23rd, 2017",SEID DAMTEW COFFEE PLANATAION,Caturra,Natural / Dry,7.83,8,7.83,8.17,7.92,8,10,10,10,8,0.09,0,4,None,7,"June 23rd, 2018",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,NA,NA,NA
85.75,Arabica,dane loraas,Peru,NA,NA,NA,030-0537-2066,sustainable harvest,NA,cajamarca,NA,280,5 lbs,Specialty Coffee Association,2013,"January 22nd, 2014",Dane Loraas,NA,Washed / Wet,8,8,8,8.08,7.92,7.75,10,10,10,8,0.1,4,0,Green,6,"January 22nd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
85.75,Arabica,"colbran coffeelands, ltd.",Papua New Guinea,tairora cherry – bonta,NA,baroida,25072012,cqi,1700 mts,eastern highlands province,"Colbran CoffeeLands, Ltd.",7,60 kg,Specialty Coffee Association,2012,"October 25th, 2012","Colbran Coffeelands, Ltd.",NA,Washed / Wet,8.33,8.42,7.83,8.33,8,8.25,9.33,9.33,10,7.92,0.12,0,0,Bluish-Green,1,"October 25th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1700,1700,1700
85.58,Arabica,atlantic specialty coffee,El Salvador,el majahual,NA,j. hill y cia,09 – 060-24,atlantic specialty coffee,1500 meters,apaneca,Aida Batlle,275,2 kg,Specialty Coffee Association,2013,"March 18th, 2013",Atlantic Specialty Coffee,Bourbon,Washed / Wet,7.92,8.17,8,7.92,7.75,7.83,10,10,10,8,0.1,0,0,Blue-Green,3,"March 18th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1500,1500,1500
85.58,Arabica,lusso lab,El Salvador,finca la esmeralda,NA,"aqua caliente, j.j. borja nathan. s.a",NA,lusso coffee lab,1300~1400 m.s.l,"ataco, apaneca - ilamatepec mountain range",Oscar Roberto Murgas Linares,19,1 kg,Specialty Coffee Association,2012,"January 12th, 2013",LUSSO LAB,Bourbon,Semi-washed / Semi-pulped,7.83,8,8,7.75,7.92,8.17,10,10,10,7.92,0.11,0,0,None,0,"January 12th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300,1400,1350
85.58,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,220451,kona pacific farmers cooperative,NA,kona,NA,8,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.83,8,7.92,7.75,8.08,8,10,10,10,8,0,0,0,NA,1,"April 6th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
85.5,Arabica,essencecoffee,Panama,elida estate,NA,elida estate,290503,essence coffee,1680,boquete,Lamastus,100,60 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Caturra,Natural / Dry,8,7.75,7.83,7.83,7.67,8.58,10,10,10,7.83,0.09,2,0,NA,2,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1680,1680,1680
85.5,Arabica,essencecoffee,Kenya,inoi,NA,inoi,3707361715,essence coffee,1900m,kirinyaga,NA,16,60 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,SL28,Natural / Dry,7.92,7.92,7.83,8.08,7.83,7.92,10,10,10,8,0.1,0,0,Green,3,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1900,1900,1900
85.5,Arabica,assefa belay coffee producer,Ethiopia,NA,NA,NA,2015,assefa belay coffee producer,1800-2000,oromia,Assefa Belay Coffee Producer,320,60 kg,METAD Agricultural Development plc,2015,"March 31st, 2015",Assefa Belay Coffee Producer,Other,Natural / Dry,7.83,8,7.83,7.92,7.83,8.08,10,10,10,8,0.12,0,0,Green,7,"March 30th, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1800,2000,1900
85.5,Arabica,kyagalanyi ltd,Uganda,buginyanya,NA,kyagalanyi coffee ltd,0,kyagalanyi coffee ltd,1600,bulambuli eastern region,Kyagalanyi coffee Ltd,320,60 kg,Uganda Coffee Development Authority,2013,"June 26th, 2014",Kyagalanyi Ltd,SL14,Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10,10,10,8.08,0.12,0,0,Green,1,"June 26th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1600,1600,1600
85.5,Arabica,juan luis alvarado romero,Guatemala,asoperc,NA,beneficio exportacafe agua santa,11-52-492,exportcafe,5600-5760 metros,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8,7.83,7.67,8.33,7.83,8,10,10,10,7.83,0.11,0,0,Green,1,"February 26th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1706.88,1755.648,1731.264
85.42,Arabica,assefa belay coffee producer,Ethiopia,NA,NA,NA,2015,assefa belay coffee producer,1800-2000,oromia,Assefa Belay Coffee Producer,320,60 kg,METAD Agricultural Development plc,2015,"March 31st, 2015",Assefa Belay Coffee Producer,NA,Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10,10,10,8.08,0.1,0,0,Green,18,"March 30th, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1800,2000,1900
85.42,Arabica,great lakes coffee uganda,Uganda,chesiyo farmer group,NA,great lakes coffee,0,great lakes coffee,1950,kapchorwa,Chesiyo Farmer group,150,60 kg,Uganda Coffee Development Authority,2013,"June 26th, 2014",Great Lakes Coffee Uganda,SL14,Washed / Wet,8.08,8,7.83,7.67,8,7.83,10,10,10,8,0.12,0,0,Green,5,"June 26th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1950,1950,1950
85.42,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,220453,kona pacific farmers cooperative,NA,kona,NA,8,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10,10,10,8.25,0,4,0,NA,6,"April 6th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
85.42,Arabica,nucoffee,Brazil,fazenda serra de três barras,NA,NA,002/1251/0072,nucoffee,1250m,south of minas,José Vagner Ribeiro Junqueira,5,60 kg,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Bourbon,Semi-washed / Semi-pulped,8,8,8,7.67,7.75,8,10,10,10,8,0.11,0,0,Blue-Green,1,"December 2nd, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1250,1250,1250
85.42,Arabica,grounds for health admin,El Salvador,sierra nevada,NA,beneficio las tres puertas,9-060-60D-L-1D,NA,1400 m,apaneca,J. Hill y Cia SA de CV,2,"1 kg,lbs",Specialty Coffee Association,2009 / 2010,"May 31st, 2010",Grounds for Health Admin,NA,NA,8.08,7.83,7.83,8.08,7.83,7.83,10,10,10,7.92,0.01,0,0,NA,0,"May 31st, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400,1400,1400
85.33,Arabica,yunnan coffee exchange,China,pu'er city longke coffee co.ltd,YNC-16115,pu'er city longke coffee co.ltd,NA,yunnan coffee exchange,1700,yunnan,Pu'er City Longke Coffee Co.Ltd,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Natural / Dry,8,8,8,7.83,7.83,7.75,10,10,10,7.92,0.1,0,0,Green,0,"April 6th, 2017",Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1700,1700,1700
85.33,Arabica,essencecoffee,Guatemala,el injerto s.a.,NA,el injerto s.a.,11999144,essence coffee,1770,huehuetenango,Arturo Aguirre,36,30 kg,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Pacamara,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10,10,10,7.83,0.11,0,0,Green,1,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1770,1770,1770
85.33,Arabica,the coffee source inc.,Costa Rica,several,NA,cafe altura de san ramon,5-562-0006,the coffee source inc.,1300,west valley,Cafe Altura de San Ramon,250,3 lbs,Specialty Coffee Association,2014,"May 1st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.92,8.08,8,7.92,8,8.08,10,10,9.33,8,0,0,0,Bluish-Green,0,"May 1st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300,1300,1300
85.33,Arabica,the coffee source inc.,Costa Rica,several,NA,cafe altura de san ramon,5-562-0016,the coffee source inc.,1300 msnm,san ramon,SEVERAL,250,3 lbs,Specialty Coffee Association,2014,"May 1st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,8,7.58,7.58,7.67,8.08,8.5,10,10,10,7.92,0.1,0,0,Bluish-Green,2,"May 1st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300,1300,1300
85.33,Arabica,rashid moledina & co. (msa) ltd.,Kenya,NA,NA,NA,37/672/0017,rashid moledina & co. (msa) ltd,above 1600 m,central kenya,Kianjogu - Rutuma F.C.S. Ltd.,20,60 kg,Kenya Coffee Traders Association,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10,10,10,7.92,0,0,0,Green,2,"April 19th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1600,1600,1600
85.33,Arabica,ibero kenya limited,Kenya,NA,NA,nkg/ck/hc/ss/kccm,37/00597/0252 - AB FAQ Q certified,ibero kenya limited,above 1200 m,central kenya,Blend from various Producers,300,60 kg,Kenya Coffee Traders Association,2012,"March 12th, 2013",Ibero Kenya Limited,SL34,Washed / Wet,8,7.92,7.92,8.08,7.83,7.75,10,10,10,7.83,0,0,0,Green,6,"March 12th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1200,1200,1200
85.33,Arabica,ethiopia commodity exchange,Ethiopia,phone number | 0911-513824 email: gmt.ft,NA,NA,010/0157,NA,NA,yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360,6 kg,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,NA,NA,7.83,7.83,7.92,8.08,7.75,7.83,10,10,10,8.08,0.05,0,0,NA,2,"June 17th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,NA,NA,NA
85.33,Arabica,ethiopia commodity exchange,Ethiopia,NA,NA,NA,010/0001/0022,NA,NA,yirgacheffe,Contact name | Hailu Gebre Hiwot,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,Typica,NA,7.92,7.83,7.75,8.33,7.75,7.75,10,10,10,8,0.1,0,0,NA,3,"June 17th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,NA,NA,NA
85.25,Arabica,juan luis alvarado romero,Guatemala,la esperanza y anexos,11/23/0177,beneficio ixchel,11/23/0177,"unex guatemala, s.a.",NA,oriente,MARGARITA AVILA DE NUYENS,250,69 kg,Asociacion Nacional Del Café,2016,"April 27th, 2016",Juan Luis Alvarado Romero,Bourbon,NA,8,7.92,7.75,8,7.92,7.83,10,10,10,7.83,0.1,0,2,Green,2,"April 27th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,NA,NA,NA
85.25,Arabica,exportadora de cafe condor s.a,Colombia,various,NA,trilladora agricola,3-68-0102,exportadora de cafe condor s.a,1550 msnm,santander,varios,275,70 kg,Almacafé,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,0.11,0,0,Green,0,"April 7th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550,1550,1550
85.25,Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,NA,trilladora boananza,3-79-0634,ecom cca sa,1550,santander,NA,250,70 kg,Almacafé,2014,"January 17th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8,7.92,10,10,10,7.92,0.12,0,0,Green,2,"January 17th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550,1550,1550
85.17,Arabica,"nomura trading co., ltd.",Indonesia,NA,NA,NA,NA,"nomura trading co., ltd.",1250-1400 meter,lintong,NA,54,60 kg,Specialty Coffee Association,2012,"November 26th, 2012","Nomura Trading Co., Ltd.",Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8,8.08,7.83,10,10,10,8,0.11,0,0,Green,3,"November 26th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1250,1400,1325
85.17,Arabica,the coffee source inc.,Guatemala,coop. hoja blanca - fedecocagua,NA,coop. hoja blanca - fedecocagua,11-30-0593,the coffee source inc.,1400 msm,huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,1 kg,Specialty Coffee Association,2012,"January 18th, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,8.25,8,7.67,7.92,7.75,7.67,10,10,10,7.92,0,0,0,NA,7,"January 17th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400,1400,1400
85.08,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,NA,at site and addis ababa,495,seid damtew coffee planation,NA,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,320,19200 kg,METAD Agricultural Development plc,2016,"August 9th, 2016",SEID DAMTEW COFFEE PLANATAION,Other,Natural / Dry,7.75,8,7.58,8,8,7.92,10,10,10,7.83,0.11,0,1,Green,8,"August 9th, 2017",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,NA,NA,NA
85.08,Arabica,carcafe ltda ci,Colombia,NA,NA,pasto,3-59-3115,carcafe ltda,2.560 msnm,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70 kg,Almacafé,2015,"August 18th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,0,0,0,NA,0,"August 17th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2560,2560,2560
85.08,Arabica,steven kil,Ethiopia,aricha coop,NA,aricha coop,NA,the specialty coffee appraisers institute of asia,1700,aricha,BNT,100,60 kg,Specialty Coffee Association,2014,"October 7th, 2014",Steven Kil,NA,Natural / Dry,8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,0.1,2,0,Green,7,"October 7th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1700,1700,1700
85.08,Arabica,eileen koyanagi,United States (Hawaii),NA,NA,NA,KP 022014,kona pacific farmers cooperative,NA,kona,NA,12,100 lbs,Specialty Coffee Association,2014,"March 10th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10,10,10,7.92,0.11,2,0,Bluish-Green,2,"March 10th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
85.08,Arabica,carcafe ltda ci,Colombia,NA,NA,NA,3-59-0951,carcafe ltda,2136 msnm,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,70 kg,Almacafé,2012,"March 16th, 2012",CARCAFE LTDA CI,Caturra,Natural / Dry,7.83,8,7.75,7.75,7.83,7.83,10,10,10,8.08,0.11,0,0,Green,8,"March 16th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2136,2136,2136
85.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,NA,NA,NA,kona,Kona Pacific Farmers Cooperative,13,100 lbs,Specialty Coffee Association,2010-2011,"December 27th, 2010",Kona Pacific Farmers Cooperative,NA,NA,8.08,8.17,7.92,8,8.08,8,9.33,9.33,10,8.17,0.01,1,0,NA,7,"December 27th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
85.08,Arabica,ethiopia commodity exchange,Ethiopia,NA,NA,NA,010/0058/Sidamo,NA,NA,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,NA,NA,7.67,8,7.83,8,7.92,7.83,10,10,10,7.83,0,0,0,NA,5,"June 17th, 2011",Ethiopia Commodity Exchange,a176532400aebdc345cf3d870f84ed3ecab6249e,61bbaf6a9f341e5782b8e7bd3ebf76aac89fe24b,m,NA,NA,NA
85.08,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,NA,kona pacific farmers cooperative,HDOA 210310,NA,NA,kona,NA,27,0 lbs,Specialty Coffee Association,NA,"May 17th, 2010",Kona Pacific Farmers Cooperative,NA,NA,7.5,7.92,8.25,7.83,7.92,7.75,10,10,10,7.92,0,0,0,NA,0,"May 17th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
85,Arabica,kyagalanyi coffee ltd,Uganda,mount elgon area,6133,kyagalanyi coffee ltd,NA,kyagalanyi coffee ltd,1800,eastern uganda,Kyagalanyi Coffee Ltd,200,60 kg,Uganda Coffee Development Authority,2016,"July 24th, 2017",Kyagalanyi Coffee Ltd,SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10,10,10,8,0.11,0,0,Green,1,"July 24th, 2018",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1800,1800,1800
85,Arabica,racafe & cia s.c.a,Colombia,NA,3-37-1829,bachue,3-37-1829,racafe & cia s.c.a,NA,huila,La Plata,135,70 kg,Almacafé,2016,"February 15th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,8,7.92,7.75,7.92,7.75,7.83,10,10,10,7.83,0,0,0,Green,3,"February 15th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
85,Arabica,troy quimby,Costa Rica,estate la patricia,LP-C211-180,micro beneficio la cabaña-javier meza,NA,bold coast coffee,1900,tarrazu,Manuel Montero,36,46 kg,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Washed / Wet,7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,0.12,1,1,Green,1,"January 30th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1900,1900,1900
85,Arabica,"el equimite, cafetal biodinámico",Mexico,various,Mezcla Veracruz 01,"cafetal el equimite, rancho agroecológico",NA,"cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",1300,veracruz,Varios productores minifundistas,1,30 kg,Centro Agroecológico del Café A.C.,2015,"September 21st, 2016","El Equimite, Cafetal Biodinámico",Typica,Washed / Wet,7.83,8,7.83,7.75,7.67,7.83,10,10,10,8.08,0.09,0,0,Green,3,"September 21st, 2017",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1300,1300,1300
