sex,race,ethnic_origin,age,year,quarter,n_persons,median_weekly_earn
Both Sexes,All Races,All Origins,20 to 24 years,2020,3,8183000,629
Both Sexes,All Races,All Origins,20 to 24 years,2020,4,8305000,633
Men,All Races,All Origins,20 to 24 years,2010,1,3787000,489
Men,All Races,All Origins,20 to 24 years,2010,2,4106000,461
Men,All Races,All Origins,20 to 24 years,2010,3,4598000,449
Men,All Races,All Origins,20 to 24 years,2010,4,4064000,476
Men,All Races,All Origins,20 to 24 years,2011,1,4021000,481
Men,All Races,All Origins,20 to 24 years,2011,2,4407000,460
Men,All Races,All Origins,20 to 24 years,2011,3,4751000,458
Men,All Races,All Origins,20 to 24 years,2011,4,4393000,483
Men,All Races,All Origins,20 to 24 years,2012,1,4301000,482
Men,All Races,All Origins,20 to 24 years,2012,2,4552000,477
Men,All Races,All Origins,20 to 24 years,2012,3,4783000,480
Men,All Races,All Origins,20 to 24 years,2012,4,4609000,490
Men,All Races,All Origins,20 to 24 years,2013,1,4232000,494
Men,All Races,All Origins,20 to 24 years,2013,2,4685000,492
Men,All Races,All Origins,20 to 24 years,2013,3,4909000,476
Men,All Races,All Origins,20 to 24 years,2013,4,4480000,502
Men,All Races,All Origins,20 to 24 years,2014,1,4362000,489
Men,All Races,All Origins,20 to 24 years,2014,2,4897000,499
Men,All Races,All Origins,20 to 24 years,2014,3,5018000,515
Men,All Races,All Origins,20 to 24 years,2014,4,4893000,520
Men,All Races,All Origins,20 to 24 years,2015,1,4448000,504
Men,All Races,All Origins,20 to 24 years,2015,2,4726000,510
Men,All Races,All Origins,20 to 24 years,2015,3,5180000,534
Men,All Races,All Origins,20 to 24 years,2015,4,4910000,569
Men,All Races,All Origins,20 to 24 years,2016,1,4717000,523
Men,All Races,All Origins,20 to 24 years,2016,2,4995000,516
Men,All Races,All Origins,20 to 24 years,2016,3,5135000,523
Men,All Races,All Origins,20 to 24 years,2016,4,4758000,534
Men,All Races,All Origins,20 to 24 years,2017,1,4706000,578
Men,All Races,All Origins,20 to 24 years,2017,2,5120000,549
Men,All Races,All Origins,20 to 24 years,2017,3,5348000,554
Men,All Races,All Origins,20 to 24 years,2017,4,4816000,591
Men,All Races,All Origins,20 to 24 years,2018,1,4838000,581
Men,All Races,All Origins,20 to 24 years,2018,2,5091000,561
Men,All Races,All Origins,20 to 24 years,2018,3,5302000,596
Men,All Races,All Origins,20 to 24 years,2018,4,4694000,624
Men,All Races,All Origins,20 to 24 years,2019,1,4832000,621
Men,All Races,All Origins,20 to 24 years,2019,2,5262000,615
Men,All Races,All Origins,20 to 24 years,2019,3,5481000,619
Men,All Races,All Origins,20 to 24 years,2019,4,4815000,651
Men,All Races,All Origins,20 to 24 years,2020,1,4546000,609
Men,All Races,All Origins,20 to 24 years,2020,2,3899000,662
Men,All Races,All Origins,20 to 24 years,2020,3,4572000,659
Men,All Races,All Origins,20 to 24 years,2020,4,4547000,654
Women,All Races,All Origins,20 to 24 years,2010,1,3265000,427
Women,All Races,All Origins,20 to 24 years,2010,2,3325000,435
Women,All Races,All Origins,20 to 24 years,2010,3,3645000,442
Women,All Races,All Origins,20 to 24 years,2010,4,3267000,454
Women,All Races,All Origins,20 to 24 years,2011,1,3408000,437
Women,All Races,All Origins,20 to 24 years,2011,2,3295000,432
Women,All Races,All Origins,20 to 24 years,2011,3,3457000,436
Women,All Races,All Origins,20 to 24 years,2011,4,3373000,445
Women,All Races,All Origins,20 to 24 years,2012,1,3248000,435
Women,All Races,All Origins,20 to 24 years,2012,2,3477000,418
Women,All Races,All Origins,20 to 24 years,2012,3,3539000,429
Women,All Races,All Origins,20 to 24 years,2012,4,3537000,444
Women,All Races,All Origins,20 to 24 years,2013,1,3330000,436
Women,All Races,All Origins,20 to 24 years,2013,2,3620000,440
Women,All Races,All Origins,20 to 24 years,2013,3,3726000,425
Women,All Races,All Origins,20 to 24 years,2013,4,3672000,461
Women,All Races,All Origins,20 to 24 years,2014,1,3373000,448
Women,All Races,All Origins,20 to 24 years,2014,2,3720000,465
Women,All Races,All Origins,20 to 24 years,2014,3,3783000,469
Women,All Races,All Origins,20 to 24 years,2014,4,3712000,483
Women,All Races,All Origins,20 to 24 years,2015,1,3663000,478
Women,All Races,All Origins,20 to 24 years,2015,2,3839000,459
Women,All Races,All Origins,20 to 24 years,2015,3,3945000,475
Women,All Races,All Origins,20 to 24 years,2015,4,3825000,464
Women,All Races,All Origins,20 to 24 years,2016,1,3679000,500
Women,All Races,All Origins,20 to 24 years,2016,2,3847000,489
Women,All Races,All Origins,20 to 24 years,2016,3,4202000,494
Women,All Races,All Origins,20 to 24 years,2016,4,3813000,521
Women,All Races,All Origins,20 to 24 years,2017,1,3753000,502
Women,All Races,All Origins,20 to 24 years,2017,2,3938000,508
Women,All Races,All Origins,20 to 24 years,2017,3,4051000,520
Women,All Races,All Origins,20 to 24 years,2017,4,3955000,528
Women,All Races,All Origins,20 to 24 years,2018,1,3733000,568
Women,All Races,All Origins,20 to 24 years,2018,2,4071000,523
Women,All Races,All Origins,20 to 24 years,2018,3,4397000,540
Women,All Races,All Origins,20 to 24 years,2018,4,4060000,558
Women,All Races,All Origins,20 to 24 years,2019,1,4146000,562
Women,All Races,All Origins,20 to 24 years,2019,2,4235000,548
Women,All Races,All Origins,20 to 24 years,2019,3,4475000,559
Women,All Races,All Origins,20 to 24 years,2019,4,4060000,585
Women,All Races,All Origins,20 to 24 years,2020,1,3818000,599
Women,All Races,All Origins,20 to 24 years,2020,2,3358000,610
Women,All Races,All Origins,20 to 24 years,2020,3,3611000,599
Women,All Races,All Origins,20 to 24 years,2020,4,3759000,616
Both Sexes,All Races,All Origins,25 years and over,2010,1,89054000,787
Both Sexes,All Races,All Origins,25 years and over,2010,2,91248000,774
Both Sexes,All Races,All Origins,25 years and over,2010,3,91759000,780
Both Sexes,All Races,All Origins,25 years and over,2010,4,91856000,788
Both Sexes,All Races,All Origins,25 years and over,2011,1,90226000,791
Both Sexes,All Races,All Origins,25 years and over,2011,2,91923000,794
Both Sexes,All Races,All Origins,25 years and over,2011,3,92057000,798
Both Sexes,All Races,All Origins,25 years and over,2011,4,92728000,805
Both Sexes,All Races,All Origins,25 years and over,2012,1,92430000,815
Both Sexes,All Races,All Origins,25 years and over,2012,2,93672000,821
Both Sexes,All Races,All Origins,25 years and over,2012,3,93965000,803
Both Sexes,All Races,All Origins,25 years and over,2012,4,94809000,823
Both Sexes,All Races,All Origins,25 years and over,2013,1,94167000,827
Both Sexes,All Races,All Origins,25 years and over,2013,2,94821000,828
Both Sexes,All Races,All Origins,25 years and over,2013,3,95403000,820
Both Sexes,All Races,All Origins,25 years and over,2013,4,95669000,835
Both Sexes,All Races,All Origins,25 years and over,2014,1,95750000,837
Both Sexes,All Races,All Origins,25 years and over,2014,2,96697000,831
Both Sexes,All Races,All Origins,25 years and over,2014,3,97714000,839
Both Sexes,All Races,All Origins,25 years and over,2014,4,97613000,847
Both Sexes,All Races,All Origins,25 years and over,2015,1,98088000,856
Both Sexes,All Races,All Origins,25 years and over,2015,2,99121000,852
Both Sexes,All Races,All Origins,25 years and over,2015,3,99856000,857
Both Sexes,All Races,All Origins,25 years and over,2015,4,100098000,872
Both Sexes,All Races,All Origins,25 years and over,2016,1,99803000,878
Both Sexes,All Races,All Origins,25 years and over,2016,2,101026000,880
Both Sexes,All Races,All Origins,25 years and over,2016,3,101684000,886
Both Sexes,All Races,All Origins,25 years and over,2016,4,101548000,896
Both Sexes,All Races,All Origins,25 years and over,2017,1,101197000,908
Both Sexes,All Races,All Origins,25 years and over,2017,2,102905000,909
Both Sexes,All Races,All Origins,25 years and over,2017,3,103686000,909
Both Sexes,All Races,All Origins,25 years and over,2017,4,104176000,902
Both Sexes,All Races,All Origins,25 years and over,2018,1,103755000,922
Both Sexes,All Races,All Origins,25 years and over,2018,2,105093000,928
Both Sexes,All Races,All Origins,25 years and over,2018,3,105787000,934
Both Sexes,All Races,All Origins,25 years and over,2018,4,105917000,946
Both Sexes,All Races,All Origins,25 years and over,2019,1,105875000,954
Both Sexes,All Races,All Origins,25 years and over,2019,2,106662000,960
Both Sexes,All Races,All Origins,25 years and over,2019,3,106634000,975
Both Sexes,All Races,All Origins,25 years and over,2019,4,108100000,984
Both Sexes,All Races,All Origins,25 years and over,2020,1,106250000,1000
Both Sexes,All Races,All Origins,25 years and over,2020,2,96061000,1046
Both Sexes,All Races,All Origins,25 years and over,2020,3,99936000,1051
Both Sexes,All Races,All Origins,25 years and over,2020,4,101847000,1029
Men,All Races,All Origins,25 years and over,2010,1,48818000,887
Men,All Races,All Origins,25 years and over,2010,2,50470000,861
Men,All Races,All Origins,25 years and over,2010,3,51019000,869
Men,All Races,All Origins,25 years and over,2010,4,50848000,878
Men,All Races,All Origins,25 years and over,2011,1,49834000,880
Men,All Races,All Origins,25 years and over,2011,2,51045000,884
Men,All Races,All Origins,25 years and over,2011,3,51466000,888
Men,All Races,All Origins,25 years and over,2011,4,51735000,893
Men,All Races,All Origins,25 years and over,2012,1,51236000,904
Men,All Races,All Origins,25 years and over,2012,2,52119000,918
Men,All Races,All Origins,25 years and over,2012,3,52493000,891
Men,All Races,All Origins,25 years and over,2012,4,52641000,926
Men,All Races,All Origins,25 years and over,2013,1,52102000,914
Men,All Races,All Origins,25 years and over,2013,2,52859000,913
Men,All Races,All Origins,25 years and over,2013,3,53257000,904
Men,All Races,All Origins,25 years and over,2013,4,52931000,915
Men,All Races,All Origins,25 years and over,2014,1,52783000,925
Men,All Races,All Origins,25 years and over,2014,2,54052000,914
Men,All Races,All Origins,25 years and over,2014,3,54676000,920
Men,All Races,All Origins,25 years and over,2014,4,54319000,929
Men,All Races,All Origins,25 years and over,2015,1,54294000,944
Men,All Races,All Origins,25 years and over,2015,2,55303000,942
Men,All Races,All Origins,25 years and over,2015,3,55982000,946
Men,All Races,All Origins,25 years and over,2015,4,55502000,958
Men,All Races,All Origins,25 years and over,2016,1,55361000,963
Men,All Races,All Origins,25 years and over,2016,2,56320000,967
Men,All Races,All Origins,25 years and over,2016,3,56924000,971
Men,All Races,All Origins,25 years and over,2016,4,56532000,977
Men,All Races,All Origins,25 years and over,2017,1,56153000,998
Men,All Races,All Origins,25 years and over,2017,2,57240000,995
Men,All Races,All Origins,25 years and over,2017,3,57836000,995
Men,All Races,All Origins,25 years and over,2017,4,57530000,998
Men,All Races,All Origins,25 years and over,2018,1,57555000,1016
Men,All Races,All Origins,25 years and over,2018,2,58428000,1015
Men,All Races,All Origins,25 years and over,2018,3,58853000,1033
Men,All Races,All Origins,25 years and over,2018,4,58461000,1045
Men,All Races,All Origins,25 years and over,2019,1,58529000,1062
Men,All Races,All Origins,25 years and over,2019,2,59254000,1059
Men,All Races,All Origins,25 years and over,2019,3,59162000,1070
Men,All Races,All Origins,25 years and over,2019,4,59337000,1090
Men,All Races,All Origins,25 years and over,2020,1,58303000,1131
Men,All Races,All Origins,25 years and over,2020,2,53394000,1147
Men,All Races,All Origins,25 years and over,2020,3,55183000,1164
Men,All Races,All Origins,25 years and over,2020,4,55998000,1137
Women,All Races,All Origins,25 years and over,2010,1,40236000,698
Women,All Races,All Origins,25 years and over,2010,2,40778000,704
Women,All Races,All Origins,25 years and over,2010,3,40741000,702
Women,All Races,All Origins,25 years and over,2010,4,41008000,709
Women,All Races,All Origins,25 years and over,2011,1,40392000,716
Women,All Races,All Origins,25 years and over,2011,2,40878000,720
Women,All Races,All Origins,25 years and over,2011,3,40591000,713
Women,All Races,All Origins,25 years and over,2011,4,40993000,724
Women,All Races,All Origins,25 years and over,2012,1,41194000,731
Women,All Races,All Origins,25 years and over,2012,2,41553000,727
Women,All Races,All Origins,25 years and over,2012,3,41472000,725
Women,All Races,All Origins,25 years and over,2012,4,42168000,725
Women,All Races,All Origins,25 years and over,2013,1,42065000,735
Women,All Races,All Origins,25 years and over,2013,2,41961000,743
Women,All Races,All Origins,25 years and over,2013,3,42146000,737
Women,All Races,All Origins,25 years and over,2013,4,42738000,746
Women,All Races,All Origins,25 years and over,2014,1,42967000,754
Women,All Races,All Origins,25 years and over,2014,2,42645000,750
Women,All Races,All Origins,25 years and over,2014,3,43038000,750
Women,All Races,All Origins,25 years and over,2014,4,43294000,756
Women,All Races,All Origins,25 years and over,2015,1,43794000,759
Women,All Races,All Origins,25 years and over,2015,2,43818000,759
Women,All Races,All Origins,25 years and over,2015,3,43874000,762
Women,All Races,All Origins,25 years and over,2015,4,44596000,764
Women,All Races,All Origins,25 years and over,2016,1,44443000,779
Women,All Races,All Origins,25 years and over,2016,2,44706000,777
Women,All Races,All Origins,25 years and over,2016,3,44761000,785
Women,All Races,All Origins,25 years and over,2016,4,45016000,794
Women,All Races,All Origins,25 years and over,2017,1,45044000,803
Women,All Races,All Origins,25 years and over,2017,2,45665000,824
Women,All Races,All Origins,25 years and over,2017,3,45850000,811
Women,All Races,All Origins,25 years and over,2017,4,46646000,803
Women,All Races,All Origins,25 years and over,2018,1,46201000,819
Women,All Races,All Origins,25 years and over,2018,2,46665000,824
Women,All Races,All Origins,25 years and over,2018,3,46934000,841
Women,All Races,All Origins,25 years and over,2018,4,47456000,834
Women,All Races,All Origins,25 years and over,2019,1,47345000,846
Women,All Races,All Origins,25 years and over,2019,2,47408000,855
Women,All Races,All Origins,25 years and over,2019,3,47472000,877
Women,All Races,All Origins,25 years and over,2019,4,48763000,883
Women,All Races,All Origins,25 years and over,2020,1,47946000,894
Women,All Races,All Origins,25 years and over,2020,2,42667000,956
Women,All Races,All Origins,25 years and over,2020,3,44753000,942
Women,All Races,All Origins,25 years and over,2020,4,45850000,937
Both Sexes,All Races,All Origins,25 to 54 years,2010,1,71752000,778
Both Sexes,All Races,All Origins,25 to 54 years,2010,2,73348000,767
Both Sexes,All Races,All Origins,25 to 54 years,2010,3,73614000,768
Both Sexes,All Races,All Origins,25 to 54 years,2010,4,73801000,778
Both Sexes,All Races,All Origins,25 to 54 years,2011,1,72190000,776
Both Sexes,All Races,All Origins,25 to 54 years,2011,2,73568000,780
Both Sexes,All Races,All Origins,25 to 54 years,2011,3,73332000,785
Both Sexes,All Races,All Origins,25 to 54 years,2011,4,73756000,792
Both Sexes,All Races,All Origins,25 to 54 years,2012,1,72999000,801
Both Sexes,All Races,All Origins,25 to 54 years,2012,2,74267000,810
Both Sexes,All Races,All Origins,25 to 54 years,2012,3,74365000,790
Both Sexes,All Races,All Origins,25 to 54 years,2012,4,74428000,807
Both Sexes,All Races,All Origins,25 to 54 years,2013,1,73903000,816
Both Sexes,All Races,All Origins,25 to 54 years,2013,2,74384000,810
Both Sexes,All Races,All Origins,25 to 54 years,2013,3,74859000,807
Both Sexes,All Races,All Origins,25 to 54 years,2013,4,74790000,815
Both Sexes,All Races,All Origins,25 to 54 years,2014,1,74812000,827
Both Sexes,All Races,All Origins,25 to 54 years,2014,2,75371000,818
Both Sexes,All Races,All Origins,25 to 54 years,2014,3,76506000,822
Both Sexes,All Races,All Origins,25 to 54 years,2014,4,75993000,827
Both Sexes,All Races,All Origins,25 to 54 years,2015,1,76291000,847
Both Sexes,All Races,All Origins,25 to 54 years,2015,2,77076000,835
Both Sexes,All Races,All Origins,25 to 54 years,2015,3,77673000,837
Both Sexes,All Races,All Origins,25 to 54 years,2015,4,77377000,859
Both Sexes,All Races,All Origins,25 to 54 years,2016,1,77316000,859
Both Sexes,All Races,All Origins,25 to 54 years,2016,2,78468000,865
Both Sexes,All Races,All Origins,25 to 54 years,2016,3,78893000,874
Both Sexes,All Races,All Origins,25 to 54 years,2016,4,78890000,884
Both Sexes,All Races,All Origins,25 to 54 years,2017,1,78136000,897
Both Sexes,All Races,All Origins,25 to 54 years,2017,2,79440000,896
Both Sexes,All Races,All Origins,25 to 54 years,2017,3,79847000,890
Both Sexes,All Races,All Origins,25 to 54 years,2017,4,80607000,887
Both Sexes,All Races,All Origins,25 to 54 years,2018,1,80189000,914
Both Sexes,All Races,All Origins,25 to 54 years,2018,2,80864000,907
