season,week,order,contestant,song,artist,song_theme,result
Season_03,20040302_top_32_group_4,7,Lisa Wilson,Come to My Window,Melissa Etheridge,NA,Eliminated
Season_03,20040302_top_32_group_4,8,Tiara Purifoy,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,NA,Eliminated
Season_03,20040309_wildcard,1,Jon Peter Lewis,A Little Less Conversation,Elvis Presley,NA,Advanced (Public Vote)
Season_03,20040309_wildcard,2,Elizabeth LeTendre,The First Time Ever I Saw Your Face,Peggy Seeger,NA,Eliminated
Season_03,20040309_wildcard,3,Katie Webber,So Emotional,Whitney Houston,NA,Eliminated
Season_03,20040309_wildcard,4,George Huff,Lean on Me,Bill Withers,NA,Advanced (Simon's Choice)
Season_03,20040309_wildcard,5,Suzy Vulaca,I Will Survive,Gloria Gaynor,NA,Eliminated
Season_03,20040309_wildcard,6,Matthew Metzger,When I See You Smile,Bad English,NA,Eliminated
Season_03,20040309_wildcard,7,Leah LaBelle,Let's Stay Together,Al Green,NA,Advanced (Paula's Choice)
Season_03,20040309_wildcard,8,Jennifer Hudson,I Believe in You and Me,Four Tops,NA,Advanced (Randy's Choice)
Season_03,20040316_top_12_perform,1,LaToya London,Ain't Nobody,Chaka Khan,NA,Safe
Season_03,20040316_top_12_perform,2,Amy Adams,You Make Me Feel Brand New,The Stylistics,NA,Bottom Three
Season_03,20040316_top_12_perform,3,Matthew Rogers,Hard to Handle,Otis Redding,NA,Safe
Season_03,20040316_top_12_perform,4,Camile Velasco,Son of a Preacher Man,Dusty Springfield,NA,Safe
Season_03,20040316_top_12_perform,5,Jon Peter Lewis,Drift Away,John Henry Kurtz,NA,Safe
Season_03,20040316_top_12_perform,6,Fantasia Barrino,"Signed, Sealed, Delivered I'm Yours",Stevie Wonder,NA,Safe
Season_03,20040316_top_12_perform,7,George Huff,(Sittin' On) The Dock of the Bay,Otis Redding,NA,Safe
Season_03,20040316_top_12_perform,8,Jennifer Hudson,Baby I Love You,Aretha Franklin,NA,Bottom Two
Season_03,20040316_top_12_perform,9,John Stevens,Lately,Stevie Wonder,NA,Safe
Season_03,20040316_top_12_perform,10,Leah LaBelle,You Keep Me Hangin' On,The Supremes,NA,Eliminated
Season_03,20040316_top_12_perform,11,Jasmine Trias,Inseparable,Natalie Cole,NA,Safe
Season_03,20040316_top_12_perform,12,Diana DeGarmo,Think,Aretha Franklin,NA,Safe
Season_03,20040323_top_11_perform,1,Diana DeGarmo,A Broken Wing,Martina McBride,NA,Bottom Three
Season_03,20040323_top_11_perform,2,George Huff,I Can Love You Like That,John Michael Montgomery,NA,Safe
Season_03,20040323_top_11_perform,3,Fantasia Barrino,Always on My Mind,Brenda Lee,NA,Safe
Season_03,20040323_top_11_perform,4,John Stevens,King of the Road,Roger Miller,NA,Safe
Season_03,20040323_top_11_perform,5,Camile Velasco,Desperado,The Eagles,NA,Bottom Two
Season_03,20040323_top_11_perform,6,Jennifer Hudson,No One Else on Earth,Wynonna Judd,NA,Safe
Season_03,20040323_top_11_perform,7,Jon Peter Lewis,She Believes in Me,Kenny Rogers,NA,Safe
Season_03,20040323_top_11_perform,8,Jasmine Trias,Breathe,Faith Hill,NA,Safe
Season_03,20040323_top_11_perform,9,Matthew Rogers,Amazed,Lonestar,NA,Eliminated
Season_03,20040323_top_11_perform,10,LaToya London,Ain't Goin' Down ('Til the Sun Comes Up),Garth Brooks,NA,Safe
Season_03,20040323_top_11_perform,11,Amy Adams,Sin Wagon,Dixie Chicks,NA,Safe
Season_03,20040330_top_10_perform,1,Camile Velasco,For Once in My Life,Stevie Wonder,NA,Safe
Season_03,20040330_top_10_perform,2,Jon Peter Lewis,This Old Heart of Mine,The Isley Brothers,NA,Safe
Season_03,20040330_top_10_perform,3,LaToya London,Ooo Baby Baby,The Miracles,NA,Bottom Three
Season_03,20040330_top_10_perform,4,Amy Adams,Dancing in the Street,Martha & the Vandellas,NA,Eliminated
Season_03,20040330_top_10_perform,5,John Stevens,My Girl,The Temptations,NA,Safe
Season_03,20040330_top_10_perform,6,Jennifer Hudson,(Love Is Like a) Heat Wave,Martha & the Vandellas,NA,Bottom Two
Season_03,20040330_top_10_perform,7,Jasmine Trias,You're All I Need to Get By,Marvin Gaye and Tammi Terrell,NA,Safe
Season_03,20040330_top_10_perform,8,Diana DeGarmo,Do You Love Me,The Contours,NA,Safe
Season_03,20040330_top_10_perform,9,Fantasia Barrino,I Heard It Through the Grapevine,The Miracles,NA,Safe
Season_03,20040330_top_10_perform,10,George Huff,Ain't Too Proud to Beg,The Temptations,NA,Safe
Season_03,20040406_top_9_perform,1,Fantasia Barrino,Something About the Way You Look Tonight,Elton John,NA,Safe
Season_03,20040406_top_9_perform,2,Jon Peter Lewis,Rocket Man,Elton John,NA,Safe
Season_03,20040406_top_9_perform,3,Jasmine Trias,Don't Let the Sun Go Down on Me,Elton John,NA,Bottom Two
Season_03,20040406_top_9_perform,4,John Stevens,Crocodile Rock,Elton John,NA,Safe
Season_03,20040406_top_9_perform,5,Camile Velasco,Goodbye Yellow Brick Road,Elton John,NA,Eliminated
Season_03,20040406_top_9_perform,6,George Huff,Take Me to the Pilot,Elton John,NA,Safe
Season_03,20040406_top_9_perform,7,Diana DeGarmo,I'm Still Standing,Elton John,NA,Bottom Three
Season_03,20040406_top_9_perform,8,LaToya London,Someone Saved My Life Tonight,Elton John,NA,Safe
Season_03,20040406_top_9_perform,9,Jennifer Hudson,Circle of Life,"Carmen Twillie,Lebo M.",NA,Safe
Season_03,20040414_top_8_perform_1,1,George Huff,Against All Odds (Take a Look at Me Now),Phil Collins,Against All Odds,Safe
Season_03,20040414_top_8_perform_1,2,Jennifer Hudson,I Have Nothing,Whitney Houston,The Bodyguard,Safe
Season_03,20040414_top_8_perform_1,3,Jon Peter Lewis,Jailhouse Rock,Elvis Presley,Jailhouse Rock,Eliminated
Season_03,20040414_top_8_perform_1,4,Diana DeGarmo,My Heart Will Go On,Celine Dion,Titanic,Bottom Three
Season_03,20040414_top_8_perform_1,5,Fantasia Barrino,Summertime,Abbie Mitchell,Porgy And Bess,Safe
Season_03,20040414_top_8_perform_1,6,Jasmine Trias,When I Fall in Love,Doris Day,Sleepless In Seattle,Safe
Season_03,20040414_top_8_perform_1,7,John Stevens,As Time Goes By,Dooley Wilson,Casablanca,Bottom Two
Season_03,20040414_top_8_perform_1,8,LaToya London,Somewhere,Reri Grist,West Side Story,Safe
Season_03,20040420_top_7_perform,1,Diana DeGarmo,One Voice,The Wailin' Jennys,NA,Safe
Season_03,20040420_top_7_perform,2,George Huff,Tryin' to Get the Feeling Again,Barry Manilow,NA,Safe
Season_03,20040420_top_7_perform,3,Jennifer Hudson,Weekend in New England,Barry Manilow,NA,Eliminated
Season_03,20040420_top_7_perform,4,Jasmine Trias,I'll Never Love This Way Again,Dionne Warwick,NA,Safe
Season_03,20040420_top_7_perform,5,LaToya London,All the Time,"Jeremih,Lil Wayne,Natasha Mosley",NA,Bottom Three
Season_03,20040420_top_7_perform,6,John Stevens,Mandy,Barry Manilow,NA,Safe
Season_03,20040420_top_7_perform,7,Fantasia Barrino,It's a Miracle,Barry Manilow,NA,Bottom Two
Season_03,20040427_top_6_perform,1,Fantasia Barrino,Get on Your Feet,Gloria Estefan,NA,Safe
Season_03,20040427_top_6_perform,2,George Huff,Live for Loving You,Gloria Estefan,NA,Bottom Two
Season_03,20040427_top_6_perform,3,LaToya London,Rhythm Is Gonna Get You,"Gloria Estefan And Miami Sound Machine,Miami Sound Machine",NA,Safe
Season_03,20040427_top_6_perform,4,John Stevens,Music of My Heart,"Gloria Estefan,*NSYNC",NA,Eliminated
Season_03,20040427_top_6_perform,5,Jasmine Trias,Here We Are,Gloria Estefan,NA,Bottom Three
Season_03,20040427_top_6_perform,6,Diana DeGarmo,Turn the Beat Around,Vicki Sue Robinson,NA,Safe
Season_03,20040504_top_5_perform,1,Diana DeGarmo,Someone to Watch Over Me,Gertrude Lawrence,First Song,Safe
Season_03,20040504_top_5_perform,2,Diana DeGarmo,Get Happy,Ruth Etting,Second Song,Safe
Season_03,20040504_top_5_perform,3,George Huff,Cheek to Cheek,Fred Astaire,First Song,Eliminated
Season_03,20040504_top_5_perform,4,George Huff,What a Wonderful World,Louis Armstrong,Second Song,Eliminated
Season_03,20040504_top_5_perform,5,LaToya London,Too Close for Comfort,Eydie Gormé,First Song,Safe
Season_03,20040504_top_5_perform,6,LaToya London,Don't Rain on My Parade,Barbra Streisand,Second Song,Safe
Season_03,20040504_top_5_perform,7,Jasmine Trias,The Way You Look Tonight,Fred Astaire,First Song,Bottom Two
Season_03,20040504_top_5_perform,8,Jasmine Trias,Almost Like Being in Love,Nat King Cole,Second Song,Bottom Two
Season_03,20040504_top_5_perform,9,Fantasia Barrino,Crazy Little Thing Called Love,Queen,First Song,Safe
Season_03,20040504_top_5_perform,10,Fantasia Barrino,What Are You Doing the Rest of Your Life?,Julie Andrews,Second Song,Safe
Season_03,20040511_top_4_perform,1,Jasmine Trias,Everlasting Love,Carl Carlton,First Song,Safe
Season_03,20040511_top_4_perform,2,LaToya London,Love You Inside Out,The Bee Gees,First Song,Eliminated
Season_03,20040511_top_4_perform,3,Fantasia Barrino,Knock on Wood,Eddie Floyd,First Song,Bottom Two
Season_03,20040511_top_4_perform,4,Diana DeGarmo,This Is It,Melba Moore,First Song,Safe
Season_03,20040511_top_4_perform,5,Jasmine Trias,It's Raining Men,The Weather Girls,Second Song,Safe
Season_03,20040511_top_4_perform,6,LaToya London,Don't Leave Me This Way,Thelma Houston,Second Song,Eliminated
Season_03,20040511_top_4_perform,7,Fantasia Barrino,Holding Out for a Hero,Bonnie Tyler,Second Song,Bottom Two
Season_03,20040511_top_4_perform,8,Diana DeGarmo,No More Tears (Enough Is Enough),Barbra Streisand and Donna Summer,Second Song,Safe
Season_03,20040518_top_3_perform,1,Jasmine Trias,Saving All My Love for You,Whitney Houston,First Song,Third Place
Season_03,20040518_top_3_perform,2,Fantasia Barrino,Chain of Fools,Aretha Franklin,First Song,Safe
Season_03,20040518_top_3_perform,3,Diana DeGarmo,Ain't No Mountain High Enough(Marvin Gaye and Tammi Terrell),Marvin Gaye and Tammi Terrell,First Song,Safe
Season_03,20040518_top_3_perform,4,Jasmine Trias,Mr. Melody (Natalie Cole) – Paula Abdul,Natalie Cole,Second Song,Third Place
Season_03,20040518_top_3_perform,5,Fantasia Barrino,A Fool in Love (Ike & Tina Turner) – Simon Cowell,Ike & Tina Turner,Second Song,Safe
Season_03,20040518_top_3_perform,6,Diana DeGarmo,Because You Loved Me (Celine Dion) – Randy Jackson,Céline Dion,Second Song,Safe
Season_03,20040518_top_3_perform,7,Jasmine Trias,All by Myself,Eric Carmen,Third Song,Third Place
Season_03,20040518_top_3_perform,8,Fantasia Barrino,Greatest Love of All,George Benson,Third Song,Safe
Season_03,20040518_top_3_perform,9,Diana DeGarmo,Don't Cry Out Loud,Melissa Manchester,Third Song,Safe
Season_03,20040525_top_2_perform_finale,1,Diana DeGarmo,I Believe,The Darkness,First Song,Runner-up
Season_03,20040525_top_2_perform_finale,2,Fantasia Barrino,All My Life,K-Ci & JoJo,First Song,Winner
Season_03,20040525_top_2_perform_finale,3,Diana DeGarmo,No More Tears (Enough Is Enough),Barbra Streisand and Donna Summer,Second Song,Runner-up
Season_03,20040525_top_2_perform_finale,4,Fantasia Barrino,Summertime,Abbie Mitchell,Second Song,Winner
Season_03,20040525_top_2_perform_finale,5,Diana DeGarmo,Don't Cry Out Loud,Melissa Manchester,Third Song,Runner-up
Season_03,20040525_top_2_perform_finale,6,Fantasia Barrino,I Believe,The Darkness,Third Song,Winner
Season_04,20050221_top_24_top_12_men_perform,1,Nikko Smith,Part-Time Lover,Stevie Wonder,NA,Safe
Season_04,20050221_top_24_top_12_men_perform,2,Scott Savol,You Are My Lady,Freddie Jackson,NA,Safe
Season_04,20050221_top_24_top_12_men_perform,3,Anthony Fedorov,Hold on to the Nights,Richard Marx,NA,Safe
Season_04,20050221_top_24_top_12_men_perform,4,Bo Bice,Drift Away,John Henry Kurtz,NA,Safe
Season_04,20050221_top_24_top_12_men_perform,5,Travis Tucker,My Cherie Amour,Stevie Wonder,NA,Safe
Season_04,20050221_top_24_top_12_men_perform,6,Constantine Maroulis,Kiss from a Rose,Seal,NA,Safe
Season_04,20050221_top_24_top_12_men_perform,7,David Brown,Never Can Say Goodbye,The Jackson 5,NA,Safe
Season_04,20050221_top_24_top_12_men_perform,8,Michael Grimaldi,How Could I,Marc Anthony,NA,Eliminated
Season_04,20050221_top_24_top_12_men_perform,9,Anwar Robinson,Moon River,Andy Williams,NA,Safe
Season_04,20050221_top_24_top_12_men_perform,10,Judd Harris,Travelin' Band,Creedence Clearwater Revival,NA,Eliminated
Season_04,20050221_top_24_top_12_men_perform,11,Joseph Murena,How Am I Supposed to Live Without You,Laura Branigan,NA,Safe
Season_04,20050221_top_24_top_12_men_perform,12,Mario Vazquez,Do I Do,Stevie Wonder,NA,Safe
Season_04,20050222_top_24_top_12_women_perform,1,Jessica Sierra,Shop Around,The Miracles,NA,Bottom 3
Season_04,20050222_top_24_top_12_women_perform,2,Anwar Robinson,A House is Not a Home,Dionne Warwick,NA,Safe
Season_04,20050222_top_24_top_12_women_perform,3,Mikalah Gordon,Son of a Preacher Man,Dusty Springfield,NA,Bottom 2
Season_04,20050222_top_24_top_12_women_perform,4,Constantine Maroulis,You've Made Me So Very Happy,Brenda Holloway,NA,Safe
Season_04,20050222_top_24_top_12_women_perform,5,Lindsey Cardinale,Knock on Wood,Eddie Floyd,NA,Eliminated
Season_04,20050222_top_24_top_12_women_perform,6,Anthony Fedorov,Breaking Up Is Hard to Do,Neil Sedaka,NA,Safe
Season_04,20050222_top_24_top_12_women_perform,7,Nadia Turner,You Don't Have to Say You Love Me,Dusty Springfield,NA,Safe
Season_04,20050222_top_24_top_12_women_perform,8,Bo Bice,Spinning Wheel,"Blood, Sweat & Tears",NA,Safe
Season_04,20050222_top_24_top_12_women_perform,9,Vonzell Solomon,Anyone Who Had Heart,Dionne Warwick,NA,Safe
Season_04,20050222_top_24_top_12_women_perform,10,Scott Savol,Ain't Too Proud to Beg,The Temptations,NA,Safe
Season_04,20050222_top_24_top_12_women_perform,11,Carrie Underwood,When Will I Be Loved,The Everly Brothers,NA,Safe
Season_04,20050222_top_24_top_12_women_perform,12,Nikko Smith,I Want You Back,The Jackson 5,NA,Safe
Season_04,20050228_top_20_top_10_men_perform,1,Mario Vazquez,I Love Music,The O'Jays,NA,Safe
Season_04,20050228_top_20_top_10_men_perform,2,Anwar Robinson,What's Going On,Marvin Gaye,NA,Safe
Season_04,20050228_top_20_top_10_men_perform,3,Joseph Murena,Let's Stay Together,Al Green,NA,Eliminated
Season_04,20050228_top_20_top_10_men_perform,4,David Brown,All in Love Is Fair,Stevie Wonder,NA,Eliminated
Season_04,20050228_top_20_top_10_men_perform,5,Constantine Maroulis,Hard to Handle,Otis Redding,NA,Safe
Season_04,20050228_top_20_top_10_men_perform,6,Scott Savol,Never Too Much,Luther Vandross,NA,Safe
Season_04,20050228_top_20_top_10_men_perform,7,Travis Tucker,All Night Long (All Night),Lionel Richie,NA,Safe
Season_04,20050228_top_20_top_10_men_perform,8,Nikko Smith,Let's Get It On,Marvin Gaye,NA,Safe
Season_04,20050228_top_20_top_10_men_perform,9,Anthony Fedorov,I Want to Know What Love Is,Foreigner,NA,Safe
Season_04,20050228_top_20_top_10_men_perform,10,Bo Bice,Whipping Post,The Allman Brothers Band,NA,Safe
Season_04,20050301_top_20_top_10_women_perform,1,Bo Bice,Remedy,The Black Crowes,NA,Safe
Season_04,20050301_top_20_top_10_women_perform,2,Jessica Sierra,On the Side of Angels,LeAnn Rimes,NA,Eliminated
Season_04,20050301_top_20_top_10_women_perform,3,Anwar Robinson,I Believe I Can Fly,R. Kelly,NA,Bottom 2
Season_04,20050301_top_20_top_10_women_perform,4,Nadia Turner,I'm the Only One,Melissa Etheridge,NA,Bottom 3
Season_04,20050301_top_20_top_10_women_perform,5,Constantine Maroulis,I Can't Make You Love Me,Bonnie Raitt,NA,Safe
Season_04,20050301_top_20_top_10_women_perform,6,Nikko Smith,Can We Talk,Tevin Campbell,NA,Safe
Season_04,20050301_top_20_top_10_women_perform,7,Anthony Fedorov,Something About the Way You Look Tonight,Elton John,NA,Safe
Season_04,20050301_top_20_top_10_women_perform,8,Carrie Underwood,Independence Day,Martina McBride,NA,Safe
Season_04,20050301_top_20_top_10_women_perform,9,Scott Savol,One Last Cry,Brian McKnight,NA,Safe
Season_04,20050301_top_20_top_10_women_perform,10,Vonzell Solomon,I Have Nothing,Whitney Houston,NA,Safe
Season_04,20050307_top_16_top_8_men_perform,1,Scott Savol,I Can't Help Myself,The Four Tops,NA,Safe
Season_04,20050307_top_16_top_8_men_perform,2,Bo Bice,I'll Be,Edwin McCain,NA,Safe
Season_04,20050307_top_16_top_8_men_perform,3,Anthony Fedorov,I've Got You,Marc Anthony,NA,Safe
Season_04,20050307_top_16_top_8_men_perform,4,Nikko Smith,Georgia on My Mind,Hoagy Carmichael,NA,Eliminated
Season_04,20050307_top_16_top_8_men_perform,5,Travis Tucker,Every Little Step,Bobby Brown,NA,Eliminated
Season_04,20050307_top_16_top_8_men_perform,6,Mario Vazquez,How Can You Mend a Broken Heart,The Bee Gees,NA,Safe
Season_04,20050307_top_16_top_8_men_perform,7,Constantine Maroulis,Every Little Thing She Does Is Magic,The Police,NA,Safe
Season_04,20050307_top_16_top_8_men_perform,8,Anwar Robinson,What a Wonderful World,Louis Armstrong,NA,Safe
Season_04,20050308_top_16_top_8_women_perform,1,Nadia Turner,When I Dream,Crystal Gayle,NA,Eliminated
Season_04,20050308_top_16_top_8_women_perform,2,Bo Bice,Free Bird,Lynyrd Skynyrd,NA,Bottom 2
Season_04,20050308_top_16_top_8_women_perform,3,Anwar Robinson,I'll Never Love This Way Again,Dionne Warwick,NA,Safe
Season_04,20050308_top_16_top_8_women_perform,4,Anthony Fedorov,Everytime You Go Away,Hall & Oates,NA,Safe
Season_04,20050308_top_16_top_8_women_perform,5,Vonzell Solomon,Let's Hear It for the Boy,Deniece Williams,NA,Safe
Season_04,20050308_top_16_top_8_women_perform,6,Scott Savol,She's Gone,Hall & Oates,NA,Bottom 3
Season_04,20050308_top_16_top_8_women_perform,7,Carrie Underwood,Love Is a Battlefield,Pat Benatar,NA,Safe
Season_04,20050308_top_16_top_8_women_perform,8,Constantine Maroulis,Bohemian Rhapsody,Queen,NA,Safe
Season_04,20050322_top_11_top_11_perform,1,Anthony Fedorov,I Knew You Were Waiting (For Me),Aretha Franklin and George Michael,NA,Bottom 3
Season_04,20050322_top_11_top_11_perform,2,Carrie Underwood,Alone,Heart,NA,Safe
Season_04,20050322_top_11_top_11_perform,3,Scott Savol,Against All Odds (Take a Look at Me Now),Phil Collins,NA,Safe
Season_04,20050322_top_11_top_11_perform,4,Bo Bice,Time in a Bottle,Jim Croce,NA,Safe
Season_04,20050322_top_11_top_11_perform,5,Nikko Smith,Incomplete,Sisqó,NA,Safe
Season_04,20050322_top_11_top_11_perform,6,Vonzell Solomon,Best of My Love,The Emotions,NA,Safe
Season_04,20050322_top_11_top_11_perform,7,Constantine Maroulis,I Think I Love You,The Partridge Family,NA,Safe
Season_04,20050322_top_11_top_11_perform,8,Nadia Turner,Time After Time,Cyndi Lauper,NA,Bottom 2
Season_04,20050322_top_11_top_11_perform,9,Mikalah Gordon,Love Will Lead You Back,Taylor Dayne,NA,Eliminated
Season_04,20050322_top_11_top_11_perform,10,Anwar Robinson,Ain't Nobody1(Chaka Khan),Chaka Khan,NA,Safe
Season_04,20050322_top_11_top_11_perform,11,Jessica Sierra,Total Eclipse of the Heart,Bonnie Tyler,NA,Safe
Season_04,20050405_top_9_top_9_perform,1,Scott Savol,The Impossible Dream (The Quest),Man of La Mancha,NA,Bottom 2
Season_04,20050405_top_9_top_9_perform,2,Constantine Maroulis,My Funny Valentine,Babes in Arms,NA,Safe
Season_04,20050405_top_9_top_9_perform,3,Carrie Underwood,"Hello, Young Lovers",The King and I,NA,Safe
Season_04,20050405_top_9_top_9_perform,4,Vonzell Solomon,People,Funny Girl,NA,Bottom 3
Season_04,20050405_top_9_top_9_perform,5,Anthony Fedorov,Climb Ev'ry Mountain,The Sound of Music,NA,Safe
Season_04,20050405_top_9_top_9_perform,6,Nikko Smith,"One Hand, One Heart",West Side Story,NA,Eliminated
Season_04,20050405_top_9_top_9_perform,7,Anwar Robinson,If Ever I Would Leave You,Camelot,NA,Safe
Season_04,20050405_top_9_top_9_perform,8,Bo Bice,Corner of the Sky,Pippin,NA,Safe
Season_04,20050405_top_9_top_9_perform,9,Nadia Turner,As Long as He Needs Me,Oliver!,NA,Safe
Season_04,20050419_top_7_top_7_perform,1,Constantine Maroulis,Nights on Broadway,Bee Gees,NA,Safe
Season_04,20050419_top_7_top_7_perform,2,Carrie Underwood,MacArthur Park,Donna Summer,NA,Safe
Season_04,20050419_top_7_top_7_perform,3,Scott Savol,Everlasting Love,Robert Knight,NA,Bottom 3
Season_04,20050419_top_7_top_7_perform,4,Anthony Fedorov,Don't Take Away the Music,Tavares,NA,Bottom 3
Season_04,20050419_top_7_top_7_perform,5,Vonzell Solomon,I'm Every Woman,Chaka Khan,NA,Safe
Season_04,20050419_top_7_top_7_perform,6,Anwar Robinson,September,"Earth, Wind & Fire",NA,Eliminated
Season_04,20050419_top_7_top_7_perform,7,Bo Bice,Vehicle,The Ides of March,NA,Safe
Season_04,20050426_top_6_top_6_perform,1,Carrie Underwood,When God-Fearin' Women Get the Blues,Martina McBride,NA,Safe
