season,place,gender,contestant,top_36,top_36_2,top_36_3,top_36_4,top_32,top_32_2,top_32_3,top_32_4,top_30,top_30_2,top_30_3,top_25,top_25_2,top_25_3,top_24,top_24_2,top_24_3,top_20,top_20_2,top_16,top_14,top_13,top_12,top_11,top_11_2,wildcard,comeback,top_10,top_9,top_9_2,top_8,top_8_2,top_7,top_7_2,top_6,top_6_2,top_5,top_5_2,top_4,top_4_2,top_3,finale
14,13–16,Male,Adam Ezegelian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,13–16,Male,Mark Andrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,17–24,Female,Katherine Winston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,17–24,Female,Lovey James,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,17–24,Female,Shannon Berthiaume,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,17–24,Female,Shi Scott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,17–24,Male,Michael Simeon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,17–24,Male,Riley Bria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,17–24,Male,Savion Wright,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,17–24,Male,Trevor Douglas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1,Male,Trent Harmon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,Safe,NA,NA,NA,Safe,NA,Safe,NA,Safe,NA,Safe,Winner
15,2,Female,La'Porsha Renae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,Safe,NA,NA,NA,Safe,NA,Safe,NA,Bottom two,NA,Safe,Runner-up
15,3,Male,Dalton Rapattoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,Safe,NA,NA,NA,Safe,NA,Bottom two,NA,Safe,NA,Eliminated,NA
15,4,Male,MacKenzie Bourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Chosen,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,Safe,NA,NA,NA,Safe,NA,Safe,NA,Eliminated,NA,NA,NA
15,5,Female,Sonika Vaid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Chosen,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,Bottom three,NA,NA,NA,Bottom two,NA,Eliminated,NA,NA,NA,NA,NA
15,6,Female,Tristan McIntosh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Not Chosen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,Safe,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA
15,7–8,Female,Avalon Young,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Not Chosen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Bottom three,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,7–8,Male,Lee Jean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Not Chosen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,9–10,Female,Gianna Isabella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Chosen,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,9–10,Female,Olivia Rox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immune,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11–14,Female,Jeneve Rose Mitchell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Chosen,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11–14,Female,Jenn Blosil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Not Chosen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11–14,Male,Manny Torres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Not Chosen,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11–14,Male,Thomas Stringfellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Chosen,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15–24,Female,Amelia Eisenhauer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15–24,Female,Emily Brooke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15–24,Female,Jenna Renae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15–24,Female,Shelbie Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15–24,Female,Stephany Negrete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15–24,Male,Adam Lasher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15–24,Male,C.J. Johnson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15–24,Male,James VIII,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15–24,Male,Jordan Sasser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15–24,Male,Kory Wheeler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,1,Female,Maddie Poppe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,NA,NA,Safe,NA,NA,NA,Safe,NA,NA,NA,NA,Winner
16,2,Male,Caleb Lee Hutchinson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,NA,NA,Safe,NA,NA,NA,Safe,NA,NA,NA,NA,Runner-up
16,3,Female,Gabby Barrett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,NA,NA,Safe,NA,NA,NA,Safe,NA,NA,NA,NA,3rd place
16,4–5,Male,Cade Foehner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,NA,NA,Safe,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA
16,4–5,Male,Michael J. Woodard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,NA,NA,Safe,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA
16,6–7,Female,Catie Turner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,6–7,Female,Jurnee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,NA,Not Chosen,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,8–10,Female,Michelle Sussett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,NA,Not Chosen,NA,NA,NA,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,8–10,Male,Ada Vox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,NA,Not Chosen,NA,NA,NA,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,8–10,Male,Dennis Lorenzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,NA,Not Chosen,NA,NA,NA,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11–14,Female,Mara Justine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,NA,Not Chosen,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11–14,Male,Garrett Jacobs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,NA,Not Chosen,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11–14,Male,Jonny Brenns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,NA,NA,NA,Not Chosen,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11–14,Male,Marcio Donaldson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,NA,NA,NA,Not Chosen,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,15–24,Female,Alyssa Raghu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,15–24,Female,Amelia Hammer Harris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,15–24,Female,Effie Passero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,15–24,Female,Kay Kay Alexis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,15–24,Female,Layla Spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,15–24,Female,Shannon O'Hara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,15–24,Male,Brandon Diaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,15–24,Male,Dominique Posey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,15–24,Male,Ron Bultongez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,15–24,Male,Trevor McBane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1,Male,Laine Hardy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,Safe,NA,NA,NA,Safe,NA,Safe,NA,NA,NA,NA,Winner
17,2,Male,Alejandro Aranda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,Safe,NA,NA,NA,Safe,NA,Safe,NA,NA,NA,NA,Runner-up
17,3,Female,Madison VanDenburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,Safe,NA,NA,NA,Safe,NA,Safe,NA,NA,NA,NA,3rd Place
17,4–5,Female,Laci Kaye Booth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,Safe,NA,NA,NA,Judges' Save,NA,Eliminated,NA,NA,NA,NA,NA
17,4–5,Male,Wade Cota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,Safe,NA,NA,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA
17,6,Male,Jeremiah Lloyd Harmon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,Safe,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA
17,7–8,Female,Alyssa Raghu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,Not Chosen,NA,NA,NA,NA,Safe,NA,Safe,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,7–8,Male,Walker Burroughs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,Safe,NA,NA,NA,NA,Immune,NA,Safe,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,9–10,Male,Dimitrius Graham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,Not Chosen,NA,NA,NA,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,9–10,Male,Uché,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,Not Chosen,NA,NA,NA,NA,Safe,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,11–14,Female,Ashley Hess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,Not Chosen,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,11–14,Female,Evelyn Cormier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,Not Chosen,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,11–14,Female,Riley Thompson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,N/A,NA,Not Chosen,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,11–14,Male,Eddie Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Safe,NA,Not Chosen,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,15–20,Female,Bumbly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,15–20,Female,Kate Barnette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,15–20,Female,Raquel Trinidad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,15–20,Male,Logan Johnson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,15–20,Male,Ryan Hammond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,15–20,Male,Shawn Robinson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,1,Female,Just Sam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Winner
18,2,Male,Arthur Gunn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Runner-up
18,3–5,Male,Dillon James,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Finalist
18,3–5,Male,Francisco Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Finalist
18,3–5,Male,Jonny West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Finalist
18,6–7,Female,Julia Gargano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,6–7,Male,Louis Knight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,8–11,Female,Grace Leer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,8–11,Female,Makayla Phillips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,8–11,Female,Sophia James,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,8–11,Male,Jovin Webb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Safe,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,12–20,Female,Aliana Jester,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,12–20,Female,Cyniah Elise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliminated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
