make,model,vehicle_year,chassis,extra,vehicle_class,origin_country,built_in,made_for,movie_title,movie_type,movie_year,movie_year_end,vehicle_url,movie_url
Fiat,Ducato 3a serie,2006,250,Kabe Travel Master,Class B or C Motorhome,Italy,Sweden,NA,Vi hade i alla fall tur med vädret - Igen,Movie,2008,NA,https://www.imcdb.org/vehicle_178788-Fiat-Ducato-250-2006.html,https://www.imcdb.org/movie_1307466-Vi-hade-i-alla-fall-tur-med-v%C3%A4dret-Igen.html
Fiat,Ducato Maxi 3a serie,2010,250,3.0 JTD 40 MultiJet Power,Single-deck,Italy,United Kingdom,United Kingdom of Great Britain and Northern Ireland,Mobility,Short Movie,2023,NA,https://www.imcdb.org/vehicle_2073122-Fiat-Ducato-Maxi-250-2010.html,https://www.imcdb.org/movie_28053736-Mobility.html
Fiat,Mille,2005,158,'Carro Rei',Hatchback,Brazil,NA,NA,Carro Rei (King Car),Movie,2021,NA,https://www.imcdb.org/vehicle_1809160-Fiat-Mille-158-2005.html,https://www.imcdb.org/movie_13886712-Carro-Rei.html
Fiat,Panda,1980,141A,NA,Hatchback,Italy,NA,NA,Onu Bella: Minu sõber Fiat,Music Video,1994,NA,https://www.imcdb.org/vehicle_1008357-Fiat-Panda-141A-1980.html,https://www.imcdb.org/movie_1004517964-Onu-Bella--Minu-s%C3%B5ber-Fiat.html
Fiat,Panda,1997,141A,1.1 CLX Selecta,Hatchback,Italy,NA,Japan,旅猫リポート (The Travelling Cat Chronicles),Movie,2018,NA,https://www.imcdb.org/vehicle_1497647-Fiat-Panda-141A-1997.html,https://www.imcdb.org/movie_6622982-Tabineko-rip%C3%B4to.html
Fiat,Panda,1997,141A,1.1 CLX Selecta,Hatchback,Italy,NA,Japan,Uso wo aisuru onna,Movie,2017,NA,https://www.imcdb.org/vehicle_1655646-Fiat-Panda-141A-1997.html,https://www.imcdb.org/movie_6733368-Uso-wo-aisuru-onna.html
Fiat,Regatta,1985,149,'Assan',Sedan,Italy,Argentina,Argentina,Gung Ho,Movie,1986,NA,https://www.imcdb.org/vehicle_85412-Fiat-Regatta-149-1985.html,https://www.imcdb.org/movie_91159-Gung-Ho.html
Fiat,Ritmo 2a serie,1983,138A,NA,Hatchback,Italy,NA,NA,Il tassinaro,Movie,1983,NA,https://www.imcdb.org/vehicle_296010-Fiat-Ritmo-138A-1983.html,https://www.imcdb.org/movie_86412-Il-tassinaro.html
Fiat,Tempra,1990,159,1.6 SX,Sedan,Italy,NA,NA,Автостоп (Hitch-hiking),Movie,1990,NA,https://www.imcdb.org/vehicle_382721-Fiat-Tempra-159-1990.html,https://www.imcdb.org/movie_99075-%D0%90%D0%B2%D1%82%D0%BE%D1%81%D1%82%D0%BE%D0%BF.html
Fleetwood,Bounder,1988,NA,NA,Class A Motorhome,USA (United States of America),NA,NA,Rest Stop: Don't Look Back,Movie,2008,NA,https://www.imcdb.org/vehicle_410536-Fleetwood-Bounder-1988.html,https://www.imcdb.org/movie_995863-Rest-Stop--Don-t-Look-Back.html
Fleetwood,Bounder,1997,NA,NA,Class A Motorhome,USA (United States of America),NA,NA,Snowbirds,Short Movie,2007,NA,https://www.imcdb.org/vehicle_674063-Fleetwood-Bounder-1997.html,https://www.imcdb.org/movie_1112750-Snowbirds.html
Fleetwood,Cambria,1989,NA,on Chevrolet chassis,Class A Motorhome,USA (United States of America),NA,NA,Crowsnest,Movie,2012,NA,https://www.imcdb.org/vehicle_1555413-Fleetwood-Cambria-1989.html,https://www.imcdb.org/movie_2180333-Crowsnest.html
Fleetwood,Flair,1999,NA,NA,Class A Motorhome,USA (United States of America),NA,NA,What Alice Found,Movie,2003,NA,https://www.imcdb.org/vehicle_1903230-Fleetwood-Flair-1999.html,https://www.imcdb.org/movie_343172-What-Alice-Found.html
Fleetwood,Southwind,1997,NA,NA,Class A Motorhome,USA (United States of America),NA,NA,Tourist Trap,Movie made for TV,1998,NA,https://www.imcdb.org/vehicle_735772-Fleetwood-Southwind-1997.html,https://www.imcdb.org/movie_153219-Tourist-Trap.html
Fleetwood,Southwind 34',1989,NA,NA,Class A Motorhome,USA (United States of America),NA,NA,Roadkill,Movie made for TV,2011,NA,https://www.imcdb.org/vehicle_505785-Fleetwood-Southwind-34--1989.html,https://www.imcdb.org/movie_1637713-Roadkill.html
Force,Trax,NA,NA,Cruiser,Off-road / SUV,India,NA,NA,Baba kalyani,Movie,2006,NA,https://www.imcdb.org/vehicle_2035654-Force-Trax.html,https://www.imcdb.org/movie_896909-Baba-kalyani.html
Ford,1½-Ton,1942,NA,NA,Simple truck,USA (United States of America),NA,NA,"Road, Movie",Movie,2009,NA,https://www.imcdb.org/vehicle_367225-Ford-1%C2%BD-Ton-1942.html,https://www.imcdb.org/movie_1190894-Road%2C-Movie.html
Ford,Anglia,1960,105E,Deluxe,Sedan,United Kingdom,NA,NA,Weekend in Paris,Short Movie,1960,NA,https://www.imcdb.org/vehicle_841300-Ford-Anglia-105E-1960.html,https://www.imcdb.org/movie_1004516717-Weekend-in-Paris.html
Ford,B-Series,1985,NA,Blue Bird,Single-deck,USA (United States of America),NA,NA,Paranormal Highway,Movie,2017,NA,https://www.imcdb.org/vehicle_1276609-Ford-B-Series-1985.html,https://www.imcdb.org/movie_2898904-Paranormal-Highway.html
Ford,Bronco,1966,NA,NA,Off-road / SUV,USA (United States of America),NA,NA,John Bronco,Short Movie,2020,NA,https://www.imcdb.org/vehicle_1468674-Ford-Bronco-1966.html,https://www.imcdb.org/movie_11961700-John-Bronco.html
Ford,Bronco,1994,U15,XLT,Off-road / SUV,USA (United States of America),NA,NA,Longmire,TV Series,2012,2017,https://www.imcdb.org/vehicle_506733-Ford-Bronco-U15-1994.html,https://www.imcdb.org/movie_1836037-Longmire.html
Ford,Bronco,2021,U725,Badlands,Off-road / SUV,USA (United States of America),NA,NA,John Bronco Rides Again,Short Movie,2021,NA,https://www.imcdb.org/vehicle_1652162-Ford-Bronco-U725-2021.html,https://www.imcdb.org/movie_15386860-John-Bronco-Rides-Again.html
Ford,Bus,1942,NA,NA,Single-deck,USA (United States of America),NA,NA,Subida al cielo,Movie,1952,NA,https://www.imcdb.org/vehicle_1827832-Ford-Bus-1942.html,https://www.imcdb.org/movie_44084-Subida-al-cielo.html
Ford,Capri MkIII,1979,NA,3.0 S,Coupé,Germany,NA,United Kingdom of Great Britain and Northern Ireland,Getaway Driver,Short Movie,2017,NA,https://www.imcdb.org/vehicle_1732428-Ford-Capri-1979.html,https://www.imcdb.org/movie_6466734-Getaway-Driver.html
Ford,Club Wagon,1972,NA,Window Super Van,Van / MPV,USA (United States of America),NA,NA,The Bad News Bears in Breaking Training,Movie,1977,NA,https://www.imcdb.org/vehicle_1463582-Ford-Club-Wagon-1972.html,https://www.imcdb.org/movie_75718-The-Bad-News-Bears-in-Breaking-Training.html
Ford,CMP,NA,NA,NA,Simple truck,Canada,NA,NA,The Huggetts Abroad,Movie,1949,NA,https://www.imcdb.org/vehicle_1253450-Ford-CMP.html,https://www.imcdb.org/movie_41489-The-Huggetts-Abroad.html
Ford,Consul Cortina GT MkI,1964,NA,NA,Racecar,United Kingdom,NA,Kenya (1938+),Ford on Safari: East African Safari 1964 - Cortina Conquest,Documentary,1964,NA,https://www.imcdb.org/vehicle_789103-Ford-Consul-Cortina-GT-1964.html,https://www.imcdb.org/movie_1004516292-Ford-on-Safari--East-African-Safari-1964-Cortina-Conquest.html
Ford,Crown Victoria,1998,NA,NA,Sedan,USA (United States of America),Canada,NA,Take Me Home,Movie,2011,NA,https://www.imcdb.org/vehicle_505761-Ford-Crown-Victoria-1998.html,https://www.imcdb.org/movie_1261954-Take-Me-Home.html
Ford,Crown Victoria,1999,P71,Police Interceptor,Sedan,USA (United States of America),Canada,NA,Taxi,Movie,2004,NA,https://www.imcdb.org/vehicle_5913-Ford-Crown-Victoria-P71-1999.html,https://www.imcdb.org/movie_316732-Taxi.html
Ford,Crown Victoria,2000,P71,Police Interceptor,Sedan,USA (United States of America),Canada,NA,Goodbye Solo,Movie,2008,NA,https://www.imcdb.org/vehicle_266955-Ford-Crown-Victoria-P71-2000.html,https://www.imcdb.org/movie_1095442-Goodbye-Solo.html
Ford,Crown Victoria,2003,P71,Police Interceptor,Sedan,USA (United States of America),Canada,NA,Cop Car,Movie,2015,NA,https://www.imcdb.org/vehicle_836811-Ford-Crown-Victoria-P71-2003.html,https://www.imcdb.org/movie_3813310-Cop-Car.html
Ford,Crown Victoria,2003,P71,NA,Sedan,USA (United States of America),Canada,NA,Daddio,Movie,2023,NA,https://www.imcdb.org/vehicle_1915677-Ford-Crown-Victoria-P71-2003.html,https://www.imcdb.org/movie_7461686-Daddio.html
Ford,Crown Victoria,2005,P71,Police Interceptor,Sedan,USA (United States of America),Canada,NA,Taxi Brooklyn,TV Series,2014,NA,https://www.imcdb.org/vehicle_705310-Ford-Crown-Victoria-P71-2005.html,https://www.imcdb.org/movie_3027506-Taxi-Brooklyn.html
Ford,Crown Victoria,2009,P71,Police Interceptor,Sedan,USA (United States of America),Canada,NA,Crown Vic,Movie,2019,NA,https://www.imcdb.org/vehicle_1312693-Ford-Crown-Victoria-P71-2009.html,https://www.imcdb.org/movie_4558200-Crown-Vic.html
Ford,E-150,2003,NA,NA,Van / MPV,USA (United States of America),NA,NA,The Devil's Passenger,Short Movie,2018,NA,https://www.imcdb.org/vehicle_1923025-Ford-E-150-2003.html,https://www.imcdb.org/movie_8874362-The-Devil-s-Passenger.html
Ford,E-Series,2003,NA,NA,Van / MPV,USA (United States of America),NA,NA,Nomadland,Movie,2020,NA,https://www.imcdb.org/vehicle_1515641-Ford-E-Series-2003.html,https://www.imcdb.org/movie_9770150-Nomadland.html
Ford,E-Series,2009,NA,Super Duty,Ambulance,USA (United States of America),NA,NA,Ambulance,Movie,2022,NA,https://www.imcdb.org/vehicle_1629144-Ford-E-Series-2009.html,https://www.imcdb.org/movie_4998632-Ambulance.html
Ford,Econoline,1965,E-100,NA,Van / MPV,USA (United States of America),NA,NA,Honey West,TV Series,1965,1966,https://www.imcdb.org/vehicle_518118-Ford-Econoline-E-100-1965.html,https://www.imcdb.org/movie_58814-Honey-West.html
Ford,Econoline,1971,NA,NA,Van / MPV,USA (United States of America),NA,NA,The Man in the White Van,Movie,2023,NA,https://www.imcdb.org/vehicle_1959485-Ford-Econoline-1971.html,https://www.imcdb.org/movie_13232552-The-Man-in-the-White-Van.html
Ford,Econoline,1975,NA,NA,Van / MPV,USA (United States of America),NA,NA,Creep Van,Movie,2012,NA,https://www.imcdb.org/vehicle_518583-Ford-Econoline-1975.html,https://www.imcdb.org/movie_1844643-Creep-Van.html
Ford,Econoline,1983,NA,NA,Van / MPV,USA (United States of America),NA,NA,Return in Red,Movie,2007,NA,https://www.imcdb.org/vehicle_1526696-Ford-Econoline-1983.html,https://www.imcdb.org/movie_889218-Return-in-Red.html
Ford,Econoline,1992,E-350,NA,Ambulance,USA (United States of America),NA,NA,Ambulancen (The Ambulance),Movie,2005,NA,https://www.imcdb.org/vehicle_221385-Ford-Econoline-E-350-1992.html,https://www.imcdb.org/movie_400156-Ambulancen.html
Ford,Econoline,1993,E-350,Fleetwood Tioga Arrow,Class B or C Motorhome,USA (United States of America),NA,NA,"The Road to Emmaus, PA",Documentary,2008,NA,https://www.imcdb.org/vehicle_1702676-Ford-Econoline-E-350-1993.html,https://www.imcdb.org/movie_1310394-The-Road-to-Emmaus%2C-PA.html
Ford,Escort MkIII,1982,NA,Ghia,Hatchback,United Kingdom,NA,NA,Boy in the Back Seat,Short Movie,2022,NA,https://www.imcdb.org/vehicle_1897859-Ford-Escort-1982.html,https://www.imcdb.org/movie_21288404-Boy-in-the-Back-Seat.html
Ford,Escort RS Cosworth MkV,1992,NA,NA,Hatchback,United Kingdom,Germany,Hong Kong (1932+),馬路英雄 II：非法賽車 (Highway Man),Movie,1995,NA,https://www.imcdb.org/vehicle_1977066-Ford-Escort-RS-Cosworth-1992.html,https://www.imcdb.org/movie_113723-Ma-lou-ying-hung-yi--Fei-faat-choi-che.html
Ford,Expedition,1997,UN93,XLT,Off-road / SUV,USA (United States of America),NA,NA,Team Knight Rider,TV Series,1997,1998,https://www.imcdb.org/vehicle_281279-Ford-Expedition-UN93-1997.html,https://www.imcdb.org/movie_127398-Team-Knight-Rider.html
Ford,Explorer,2011,U502,as Monolith,Off-road / SUV,USA (United States of America),NA,NA,Monolith,Movie,2016,NA,https://www.imcdb.org/vehicle_1047230-Ford-Explorer-U502-2011.html,https://www.imcdb.org/movie_4711924-Monolith.html
Ford,F-100,1953,NA,NA,Pick-up,USA (United States of America),NA,NA,Christmas in Evergreen: Bells Are Ringing,Movie made for TV,2020,NA,https://www.imcdb.org/vehicle_1464813-Ford-F-100-1953.html,https://www.imcdb.org/movie_13194940-Christmas-in-Evergreen--Bells-Are-Ringing.html
Ford,F-100,1953,NA,NA,Pick-up,USA (United States of America),NA,NA,Christmas in Evergreen: Tidings of Joy,Movie made for TV,2019,NA,https://www.imcdb.org/vehicle_1464820-Ford-F-100-1953.html,https://www.imcdb.org/movie_10925460-Christmas-in-Evergreen--Tidings-of-Joy.html
Ford,F-100,1961,NA,NA,Pick-up,USA (United States of America),NA,NA,Mirage,Movie,1990,NA,https://www.imcdb.org/vehicle_383117-Ford-F-100-1961.html,https://www.imcdb.org/movie_121556-Mirage.html
Ford,F-150,1997,PN96,SuperCab Flareside,Pick-up,USA (United States of America),NA,NA,Team Knight Rider,TV Series,1997,1998,https://www.imcdb.org/vehicle_281278-Ford-F-150-PN96-1997.html,https://www.imcdb.org/movie_127398-Team-Knight-Rider.html
Ford,F-350,1979,NA,Regular Cab Custom Dually,Chassis Cab,USA (United States of America),NA,NA,Arrested Development,TV Series,2003,2019,https://www.imcdb.org/vehicle_243524-Ford-F-350-1979.html,https://www.imcdb.org/movie_367279-Arrested-Development.html
Ford,F-Series,1958,NA,Heavy/Extra Heavy Duty,Trailer truck (tractor),USA (United States of America),NA,NA,Kraft Suspense Theatre,TV Series,1963,1965,https://www.imcdb.org/vehicle_810010-Ford-F-Series-1958.html,https://www.imcdb.org/movie_56768-Kraft-Suspense-Theatre.html
Ford,F-Series,1976,NA,Regular Cab 'Mr. Twister',Pick-up,USA (United States of America),NA,NA,Twister's Revenge!,Movie,1988,NA,https://www.imcdb.org/vehicle_1225840-Ford-F-Series-1976.html,https://www.imcdb.org/movie_133246-Twister-s-Revenge%21.html
Ford,F-Series,1977,NA,Regular Cab,Pick-up,USA (United States of America),NA,NA,Rest Stop,Movie,2006,NA,https://www.imcdb.org/vehicle_310445-Ford-F-Series-1977.html,https://www.imcdb.org/movie_787505-Rest-Stop.html
Ford,F-Series Super Duty,2003,PHN131,Crew Cab,Pick-up,USA (United States of America),NA,NA,Unhinged,Movie,2020,NA,https://www.imcdb.org/vehicle_1387505-Ford-F-Series-Super-Duty-PHN131-2003.html,https://www.imcdb.org/movie_10059518-Unhinged.html
Ford,Fairlane Crown Victoria,1956,64A,NA,Coupé,USA (United States of America),NA,Sweden,Victoria-en kärlekshistoria,Documentary,2013,NA,https://www.imcdb.org/vehicle_567272-Ford-Fairlane-Crown-Victoria-64A-1956.html,https://www.imcdb.org/movie_2643688-Victoria-en-k%C3%A4rlekshistoria.html
Ford,Fairmont GT,1972,XA,NA,Sedan,Australia,NA,NA,Cactus,Movie,2008,NA,https://www.imcdb.org/vehicle_188143-Ford-Fairmont-GT-XA-1972.html,https://www.imcdb.org/movie_1039949-Cactus.html
Ford,Falcon,1973,XB,NA,Sedan,Australia,NA,NA,Taxi!,Movie made for TV,1979,NA,https://www.imcdb.org/vehicle_2085685-Ford-Falcon-XB-1973.html,https://www.imcdb.org/movie_1163322-Taxi%21.html
Ford,Falcon,1974,XB,NA,Coupé,Australia,NA,NA,Love The Beast,Documentary,2009,NA,https://www.imcdb.org/vehicle_211239-Ford-Falcon-XB-1974.html,https://www.imcdb.org/movie_1284028-Love-The-Beast.html
Ford,Falcon 500,1970,XY,NA,Sedan,Australia,NA,NA,Taxi,Documentary,1972,NA,https://www.imcdb.org/vehicle_1734627-Ford-Falcon-500-XY-1970.html,https://www.imcdb.org/movie_1004523498-Taxi.html
Ford,Falcon GT,1973,XB,351,Coupé,Australia,NA,NA,Mad Max,Movie,1979,NA,https://www.imcdb.org/vehicle_2138-Ford-Falcon-GT-XB-1973.html,https://www.imcdb.org/movie_79501-Mad-Max.html
Ford,Fiesta MkV,2006,B256,1.4 Ghia,Hatchback,Germany,NA,United Kingdom of Great Britain and Northern Ireland,The Big Day,Short Movie,2017,NA,https://www.imcdb.org/vehicle_1521561-Ford-Fiesta-B256-2006.html,https://www.imcdb.org/movie_6853944-The-Big-Day.html
Ford,Fiesta ST MkVI,2015,NA,RX43,Racecar,Germany,NA,NA,Gymkhana Eight: Ultimate Exotic Playground Dubai,Short Movie,2016,NA,https://www.imcdb.org/vehicle_1184294-Ford-Fiesta-ST-2015.html,https://www.imcdb.org/movie_5693852-Gymkhana-Eight--Ultimate-Exotic-Playground-Dubai.html
Ford,Focus,2015,NA,SE,Sedan,Germany,USA (United States of America),United States of America,What Lies Ahead,Movie,2019,NA,https://www.imcdb.org/vehicle_1329776-Ford-Focus-2015.html,https://www.imcdb.org/movie_6009582-What-Lies-Ahead.html
Ford,Fusion NASCAR,NA,NA,NA,Racecar,USA (United States of America),NA,NA,Desafío,Movie,2010,NA,https://www.imcdb.org/vehicle_1685104-Ford-Fusion-NASCAR.html,https://www.imcdb.org/movie_1392982-Desaf%C3%ADo.html
Ford,Galaxie 500,1965,NA,NA,Sedan,USA (United States of America),NA,NA,Der Springteufel,Movie made for TV,1974,NA,https://www.imcdb.org/vehicle_393990-Ford-Galaxie-500-1965.html,https://www.imcdb.org/movie_251411-Der-Springteufel.html
Ford,Galaxie 500,1968,NA,'Ford Timelord',Sedan,USA (United States of America),NA,United Kingdom of Great Britain and Northern Ireland,The Timelords: Doctorin' the Tardis,Music Video,1988,NA,https://www.imcdb.org/vehicle_422685-Ford-Galaxie-500-1968.html,https://www.imcdb.org/movie_27846832-The-Timelords--Doctorin--the-Tardis.html
Ford,Galaxie 500,1968,NA,'Ford Timelord',Sedan,USA (United States of America),NA,United Kingdom of Great Britain and Northern Ireland,The White Room,Movie,1989,NA,https://www.imcdb.org/vehicle_1799357-Ford-Galaxie-500-1968.html,https://www.imcdb.org/movie_98641-The-White-Room.html
Ford,Galaxie 500,1969,NA,NA,Sedan,USA (United States of America),NA,NA,Liebe durch die Autotür,Movie,1973,NA,https://www.imcdb.org/vehicle_610507-Ford-Galaxie-500-1969.html,https://www.imcdb.org/movie_68849-Liebe-durch-die-Autot%C3%BCr.html
Ford,Gran Torino,1976,NA,NA,Coupé,USA (United States of America),NA,NA,Starsky and Hutch,TV Series,1975,1979,https://www.imcdb.org/vehicle_2837-Ford-Gran-Torino-1976.html,https://www.imcdb.org/movie_72567-Starsky-and-Hutch.html
Ford,Gran Torino,1976,NA,NA,Coupé,USA (United States of America),NA,NA,Starsky & Hutch,Movie,2004,NA,https://www.imcdb.org/vehicle_6938-Ford-Gran-Torino-1976.html,https://www.imcdb.org/movie_335438-Starsky-%26-Hutch.html
Ford,Gran Torino Sport,1972,63R,SportsRoof,Coupé,USA (United States of America),NA,NA,Gran Torino,Movie,2008,NA,https://www.imcdb.org/vehicle_173552-Ford-Gran-Torino-Sport-63R-1972.html,https://www.imcdb.org/movie_1205489-Gran-Torino.html
Ford,Granada MkII,1981,NA,2.3 GL,Sedan,Germany,NA,NA,The Appointment,Movie,1982,NA,https://www.imcdb.org/vehicle_558931-Ford-Granada-1981.html,https://www.imcdb.org/movie_82025-The-Appointment.html
Ford,Granada MkIII,1985,NA,2.0i GL,Hatchback,Germany,NA,United Kingdom of Great Britain and Northern Ireland,Revolver,Short Movie,1991,NA,https://www.imcdb.org/vehicle_481746-Ford-Granada-1985.html,https://www.imcdb.org/movie_424389-Revolver.html
Ford,Granada Coupé MkI,1974,NA,GXL V8,Coupé,Germany,NA,NA,Absolute Giganten,Movie,1999,NA,https://www.imcdb.org/vehicle_97680-Ford-Granada-Coup%C3%A9-1974.html,https://www.imcdb.org/movie_177507-Absolute-Giganten.html
Ford,LNT-Series,1974,NA,NA,Simple truck,USA (United States of America),NA,NA,Neon City,Movie,1991,NA,https://www.imcdb.org/vehicle_369629-Ford-LNT-Series-1974.html,https://www.imcdb.org/movie_104981-Neon-City.html
Ford,LTD,1980,54H,NA,Sedan,USA (United States of America),NA,NA,Waterproof,Movie,1999,NA,https://www.imcdb.org/vehicle_103105-Ford-LTD-54H-1980.html,https://www.imcdb.org/movie_138927-Waterproof.html
Ford,LTD Country Squire,1980,NA,'Wagon Queen Family Truckster' by Barris Kustoms,Wagon,USA (United States of America),NA,NA,National Lampoon's Vacation,Movie,1983,NA,https://www.imcdb.org/vehicle_25982-Ford-LTD-Country-Squire-1980.html,https://www.imcdb.org/movie_85995-National-Lampoon-s-Vacation.html
Ford,LTD Country Squire,1983,NA,NA,Wagon,USA (United States of America),NA,NA,Mom and Dad Save the World,Movie,1992,NA,https://www.imcdb.org/vehicle_1519165-Ford-LTD-Country-Squire-1983.html,https://www.imcdb.org/movie_104905-Mom-and-Dad-Save-the-World.html
Ford,LTL-9000,1983,NA,NA,Trailer truck (tractor),USA (United States of America),Australia,Australia (1954+),Queen of the Road,Movie made for TV,1984,NA,https://www.imcdb.org/vehicle_1303918-Ford-LTL-9000-1983.html,https://www.imcdb.org/movie_87965-Queen-of-the-Road.html
Ford,M4 A3 Sherman,1942,NA,NA,Military armored vehicle,USA (United States of America),NA,NA,Tank,Movie,1984,NA,https://www.imcdb.org/vehicle_153558-Ford-M4-A3-Sherman-1942.html,https://www.imcdb.org/movie_88224-Tank.html
Ford,Maverick,1974,NA,NA,Sedan,USA (United States of America),NA,NA,Runaway Car,Movie made for TV,1997,NA,https://www.imcdb.org/vehicle_167410-Ford-Maverick-1974.html,https://www.imcdb.org/movie_120041-Runaway-Car.html
Ford,Maverick,1974,NA,Berta 'Haras Hollywood',Racecar,USA (United States of America),Brazil,NA,Maverick: Manhunt Brazil,Movie,2016,NA,https://www.imcdb.org/vehicle_1147000-Ford-Maverick-1974.html,https://www.imcdb.org/movie_4143066-Maverick--Manhunt-Brazil.html
Ford,Model A,1928,NA,NA,Convertible,USA (United States of America),NA,NA,Telefonul,Movie,1991,NA,https://www.imcdb.org/vehicle_1195123-Ford-Model-A-1928.html,https://www.imcdb.org/movie_103061-Telefonul.html
Ford,Model B,1932,NA,Roadster Custom Hotrod,Convertible,USA (United States of America),NA,NA,Hot Rod,Movie,1950,NA,https://www.imcdb.org/vehicle_1562730-Ford-Model-B-1932.html,https://www.imcdb.org/movie_42578-Hot-Rod.html
Ford,Model T,NA,NA,NA,Sedan,USA (United States of America),NA,NA,Free Wheeling,Short Movie,1932,NA,https://www.imcdb.org/vehicle_376386-Ford-Model-T.html,https://www.imcdb.org/movie_22916-Free-Wheeling.html
