"","yearly_rank","region","state","loc_id","city","airport_name","airport_classification","hub_type","year","passengers"
"311",1754,"SO","AL","12J","Brewton","Brewton Municipal","General Aviation",NA,2013,3
"312",1819,"SO","AL","06A","Tuskegee","Moton Field Municipal","General Aviation",NA,2013,2
"313",1896,"SO","AL","MVC","Monroeville","Monroe County","General Aviation",NA,2013,2
"314",1904,"SO","AL","PRN","Greenville","MacCrenshaw Memorial","General Aviation",NA,2013,2
"315",1949,"SO","AL","EDN","Enterprise","Enterprise Municipal","General Aviation",NA,2013,1
"316",1951,"SO","AL","EUF","Eufaula","Weedon Field","General Aviation",NA,2013,1
"317",86,"SW","AR","LIT","Little Rock","Bill and Hillary Clinton National/Adams Field","Primary","Small",2013,1055293
"318",112,"SW","AR","XNA","Bentonville","Northwest Arkansas Regional","Primary","Small",2013,558141
"319",243,"SW","AR","FSM","Fort Smith","Fort Smith Regional","Primary","Nonhub",2013,82742
"320",303,"SW","AR","TXK","Texarkana","Texarkana Regional-Webb Field","Primary","Nonhub",2013,32882
"321",467,"SW","AR","HRO","Harrison","Boone County","Commercial Service",NA,2013,5123
"322",471,"SW","AR","JBR","Jonesboro","Jonesboro Municipal","Commercial Service",NA,2013,4864
"323",486,"SW","AR","ELD","El Dorado","South Arkansas Regional at Goodwin Field","Commercial Service",NA,2013,4091
"324",533,"SW","AR","HOT","Hot Springs","Memorial Field","Commercial Service",NA,2013,2904
"325",649,"SW","AR","FYV","Fayetteville","Drake Field","General Aviation",NA,2013,1279
"326",701,"SW","AR","LRF","Jacksonville","Little Rock AFB","General Aviation",NA,2013,799
"327",740,"SW","AR","3AR9","Paragould","Hog Air Aviation Inc","General Aviation",NA,2013,554
"328",813,"SW","AR","ROG","Rogers","Rogers Municipal-Carter Field","General Aviation",NA,2013,298
"329",886,"SW","AR","ASG","Springdale","Springdale Municipal","General Aviation",NA,2013,166
"330",919,"SW","AR","VBT","Bentonville","Bentonville Municipal/Louise M Thaden Field","General Aviation",NA,2013,145
"331",1090,"SW","AR","BPK","Mountain Home","Baxter County","General Aviation",NA,2013,53
"332",1159,"SW","AR","6AR2","Casa","A J's","General Aviation",NA,2013,37
"333",1161,"SW","AR","SGT","Ulm","Stuttgart Municipal","General Aviation",NA,2013,37
"334",1380,"SW","AR","MEZ","Mena","Mena Intermountain Municipal","General Aviation",NA,2013,15
"335",1396,"SW","AR","HKA","Blytheville","Blytheville Municipal","General Aviation",NA,2013,14
"336",1460,"SW","AR","FLP","Flippin","Marion County Regional","General Aviation",NA,2013,11
"337",1499,"SW","AR","RUE","Russellville","Russellville Regional","General Aviation",NA,2013,10
"338",1674,"SW","AR","PBF","Pine Bluff","Grider Field","General Aviation",NA,2013,5
"339",1733,"SW","AR","PGR","Paragould","Kirk Field","General Aviation",NA,2013,4
"340",1742,"SW","AR","SRC","Searcy","Searcy Municipal","General Aviation",NA,2013,4
"341",1783,"SW","AR","HBZ","Heber Springs","Heber Springs Municipal","General Aviation",NA,2013,3
"342",1836,"SW","AR","ARG","Walnut Ridge","Walnut Ridge Regional","General Aviation",NA,2013,2
"343",278,"WP","AS","PPG","Pago Pago","Pago Pago International","Primary","Nonhub",2013,49479
"344",10,"WP","AZ","PHX","Phoenix","Phoenix Sky Harbor International","Primary","Large",2013,19525109
"345",68,"WP","AZ","TUS","Tucson","Tucson International","Primary","Small",2013,1569932
"346",101,"WP","AZ","IWA","Mesa","Phoenix-Mesa Gateway","Primary","Small",2013,725048
"347",145,"WP","AZ","GCN","Grand Canyon","Grand Canyon National Park","Primary","Nonhub",2013,327814
"348",205,"WP","AZ","1G4","Peach Springs","Grand Canyon West","Primary","Nonhub",2013,140886
"349",220,"WP","AZ","IFP","Bullhead City","Laughlin/Bullhead International","Primary","Nonhub",2013,109647
"350",245,"WP","AZ","NYL","Yuma","Yuma MCAS/Yuma International","Primary","Nonhub",2013,78395
"351",263,"WP","AZ","FLG","Flagstaff","Flagstaff Pulliam","Primary","Nonhub",2013,58323
"352",318,"WP","AZ","PGA","Page","Page Municipal","Primary","Nonhub",2013,26998
"353",428,"WP","AZ","1Z1","Whitmore","Grand Canyon Bar Ten Airstrip","General Aviation",NA,2013,8074
"354",462,"WP","AZ","PRC","Prescott","Ernest A Love Field","Commercial Service",NA,2013,5223
"355",498,"WP","AZ","SOW","Show Low","Show Low Regional","Commercial Service",NA,2013,3759
"356",547,"WP","AZ","DVT","Phoenix","Phoenix Deer Valley","General Aviation",NA,2013,2714
"357",603,"WP","AZ","SDL","Scottsdale","Scottsdale","General Aviation",NA,2013,1971
"358",691,"WP","AZ","IGM","Kingman","Kingman","General Aviation",NA,2013,871
"359",709,"WP","AZ","CHD","Chandler","Chandler Municipal","General Aviation",NA,2013,734
"360",878,"WP","AZ","AVQ","Marana","Marana Regional","General Aviation",NA,2013,176
"361",881,"WP","AZ","DMA","Tucson","Davis Monthan AFB","General Aviation",NA,2013,173
"362",907,"WP","AZ","SEZ","Sedona","Sedona","General Aviation",NA,2013,152
"363",946,"WP","AZ","FFZ","Mesa","Falcon Field","General Aviation",NA,2013,122
"364",1021,"WP","AZ","0V7","Kayenta","Kayenta","General Aviation",NA,2013,85
"365",1053,"WP","AZ","L37","Peach Springs","Grand Canyon Caverns","General Aviation",NA,2013,68
"366",1069,"WP","AZ","CGZ","Casa Grande","Casa Grande Municipal","General Aviation",NA,2013,60
"367",1079,"WP","AZ","GEU","Glendale","Glendale Municipal","General Aviation",NA,2013,57
"368",1143,"WP","AZ","E25","Wickenburg","Wickenburg Municipal","General Aviation",NA,2013,40
"369",1145,"WP","AZ","GYR","Goodyear","Phoenix Goodyear","General Aviation",NA,2013,40
"370",1283,"WP","AZ","P33","Willcox","Cochise County","General Aviation",NA,2013,22
"371",1311,"WP","AZ","AZ10","Mesa","JSJ","General Aviation",NA,2013,19
"372",1312,"WP","AZ","AZ42","Phoenix","Asi","General Aviation",NA,2013,19
"373",1425,"WP","AZ","SAD","Safford","Safford Regional","General Aviation",NA,2013,13
"374",1442,"WP","AZ","P20","Parker","Avi Suquilla","General Aviation",NA,2013,12
"375",1459,"WP","AZ","FHU","Fort Huachuca","Sierra Vista Municipal-Libby AAF","General Aviation",NA,2013,11
"376",1540,"WP","AZ","CFT","Clifton","Greenlee County","General Aviation",NA,2013,8
"377",1553,"WP","AZ","INW","Winslow","Winslow-Lindbergh Regional","General Aviation",NA,2013,8
"378",1667,"WP","AZ","L41","Marble Canyon","Marble Canyon","General Aviation",NA,2013,5
"379",1726,"WP","AZ","MZJ","Pinal (County)","Pinal Airpark","General Aviation",NA,2013,4
"380",1784,"WP","AZ","HII","Lake Havasu City","Lake Havasu City","General Aviation",NA,2013,3
"381",1854,"WP","AZ","DUG","Douglas","Bisbee Douglas International","General Aviation",NA,2013,2
"382",2,"WP","CA","LAX","Los Angeles","Los Angeles International","Primary","Large",2013,32425892
"383",7,"WP","CA","SFO","San Francisco","San Francisco International","Primary","Large",2013,21704626
"384",28,"WP","CA","SAN","San Diego","San Diego International","Primary","Large",2013,8878772
"385",36,"WP","CA","OAK","Oakland","Metropolitan Oakland International","Primary","Medium",2013,4770716
"386",38,"WP","CA","SNA","Santa Ana","John Wayne Airport-Orange County","Primary","Medium",2013,4540628
"387",41,"WP","CA","SJC","San Jose","Norman Y Mineta San Jose International","Primary","Medium",2013,4315839
"388",42,"WP","CA","SMF","Sacramento","Sacramento International","Primary","Medium",2013,4255145
"389",61,"WP","CA","ONT","Ontario","Ontario International","Primary","Medium",2013,1970538
"390",62,"WP","CA","BUR","Burbank","Bob Hope","Primary","Medium",2013,1918011
"391",72,"WP","CA","LGB","Long Beach","Long Beach /Daugherty Field/","Primary","Small",2013,1438756
"392",90,"WP","CA","PSP","Palm Springs","Palm Springs International","Primary","Small",2013,875699
"393",102,"WP","CA","FAT","Fresno","Fresno Yosemite International","Primary","Small",2013,684849
"394",137,"WP","CA","SBA","Santa Barbara","Santa Barbara Municipal","Primary","Nonhub",2013,364360
"395",178,"WP","CA","MRY","Monterey","Monterey Regional","Primary","Nonhub",2013,205069
"396",204,"WP","CA","BFL","Bakersfield","Meadows Field","Primary","Nonhub",2013,143175
"397",207,"WP","CA","SBP","San Luis Obispo","San Luis County Regional","Primary","Nonhub",2013,135844
"398",217,"WP","CA","STS","Santa Rosa","Charles M Schulz - Sonoma County","Primary","Nonhub",2013,112779
"399",247,"WP","CA","SCK","Stockton","Stockton Metropolitan","Primary","Nonhub",2013,71757
"400",266,"WP","CA","ACV","Arcata","Arcata","Primary","Nonhub",2013,56682
"401",274,"WP","CA","CRQ","Carlsbad","McClellan-Palomar","Primary","Nonhub",2013,51978
"402",277,"WP","CA","SMX","Santa Maria","Santa Maria Public/Capt G Allan Hancock Field","Primary","Nonhub",2013,51395
"403",308,"WP","CA","MMH","Mammoth Lakes","Mammoth Yosemite","Primary","Nonhub",2013,30970
"404",323,"WP","CA","RDD","Redding","Redding Municipal","Primary","Nonhub",2013,24875
"405",351,"WP","CA","CIC","Chico","Chico Municipal","Primary","Nonhub",2013,16835
"406",372,"WP","CA","RIV","Riverside","March ARB","General Aviation",NA,2013,13651
"407",387,"WP","CA","CEC","Crescent City","Jack McNamara Field","Primary","Nonhub",2013,12136
"408",393,"WP","CA","MOD","Modesto","Modesto City County-Harry Sham Field","Primary","Nonhub",2013,11310
"409",434,"WP","CA","VCV","Victorville","Southern California Logistics","General Aviation",NA,2013,7229
"410",484,"WP","CA","IYK","Inyokern","Inyokern","Commercial Service",NA,2013,4133
"411",508,"WP","CA","VIS","Visalia","Visalia Municipal","Commercial Service",NA,2013,3521
"412",543,"WP","CA","NJK","El Centro","El Centro NAF","General Aviation",NA,2013,2762
"413",551,"WP","CA","IPL","Imperial","Imperial County","Commercial Service",NA,2013,2660
"414",555,"WP","CA","MCE","Merced","Merced Regional/Macready Field","Commercial Service",NA,2013,2580
"415",572,"WP","CA","MHR","Sacramento","Sacramento Mather","General Aviation",NA,2013,2308
"416",580,"WP","CA","NKX","San Diego","Miramar MCAS/Mitscher Field","General Aviation",NA,2013,2188
"417",581,"WP","CA","SMO","Santa Monica","Santa Monica Municipal","General Aviation",NA,2013,2185
"418",584,"WP","CA","NTD","Point Mugu","Point Mugu NAS","General Aviation",NA,2013,2148
"419",590,"WP","CA","VNY","Van Nuys","Van Nuys","General Aviation",NA,2013,2104
"420",681,"WP","CA","APC","Napa","Napa County","General Aviation",NA,2013,926
"421",687,"WP","CA","SUU","Fairfield","Travis AFB","General Aviation",NA,2013,891
"422",742,"WP","CA","TRK","Truckee","Truckee-Tahoe","General Aviation",NA,2013,538
"423",762,"WP","CA","MCC","Sacramento","McClellan Airfield","General Aviation",NA,2013,433
"424",764,"WP","CA","NZY","San Diego","North Island NAS /Halsey Field/","General Aviation",NA,2013,429
"425",784,"WP","CA","UDD","Palm Springs","Bermuda Dunes","General Aviation",NA,2013,372
"426",786,"WP","CA","TRM","Palm Springs","Jacqueline Cochran Regional","General Aviation",NA,2013,366
"427",787,"WP","CA","CMA","Camarillo","Camarillo","General Aviation",NA,2013,360
"428",796,"WP","CA","LVK","Livermore","Livermore Municipal","General Aviation",NA,2013,335
"429",803,"WP","CA","SDM","San Diego","Brown Field Municipal","General Aviation",NA,2013,318
"430",824,"WP","CA","A24","Alturas","California Pines","General Aviation",NA,2013,289
"431",860,"WP","CA","CCR","Concord","Buchanan Field","General Aviation",NA,2013,216
"432",869,"WP","CA","SBD","San Bernardino","San Bernardino International","General Aviation",NA,2013,201
"433",873,"WP","CA","LHM","Lincoln","Lincoln Regional/Karl Harder Field","General Aviation",NA,2013,188
"434",874,"WP","CA","F70","Riverside (County)","French Valley","General Aviation",NA,2013,185
"435",912,"WP","CA","TVL","South Lake Tahoe","Lake Tahoe","General Aviation",NA,2013,149
"436",914,"WP","CA","L08","Borrego Springs","Borrego Valley","General Aviation",NA,2013,148
"437",930,"WP","CA","TOA","Torrance","Zamperini Field","General Aviation",NA,2013,133
"438",952,"WP","CA","MYF","San Diego","Montgomery Field","General Aviation",NA,2013,118
"439",983,"WP","CA","PRB","Paso Robles","Paso Robles Municipal","General Aviation",NA,2013,102
"440",987,"WP","CA","CVH","Hollister","Hollister Municipal","General Aviation",NA,2013,99
"441",996,"WP","CA","HWD","Hayward","Hayward Executive","General Aviation",NA,2013,94
"442",1005,"WP","CA","OXR","Oxnard","Oxnard","General Aviation",NA,2013,91
"443",1036,"WP","CA","VBG","Lompoc","Vandenberg AFB","General Aviation",NA,2013,77
"444",1067,"WP","CA","SAC","Sacramento","Sacramento Executive","General Aviation",NA,2013,61
"445",1136,"WP","CA","RNM","Ramona","Ramona","General Aviation",NA,2013,42
"446",1190,"WP","CA","DWA","Davis","Yolo County","General Aviation",NA,2013,33
"447",1200,"WP","CA","RAL","Riverside","Riverside Municipal","General Aviation",NA,2013,32
"448",1201,"WP","CA","SNS","Salinas","Salinas Municipal","General Aviation",NA,2013,32
"449",1242,"WP","CA","GOO","Grass Valley","Nevada County Air Park","General Aviation",NA,2013,26
"450",1244,"WP","CA","HHR","Hawthorne","Jack Northrop Field/Hawthorne Municipal","General Aviation",NA,2013,26
"451",1298,"WP","CA","BIH","Bishop","Eastern Sierra Regional","General Aviation",NA,2013,20
"452",1353,"WP","CA","WVI","Watsonville","Watsonville Municipal","General Aviation",NA,2013,17
"453",1401,"WP","CA","L70","Agua Dulce","Agua Dulce","General Aviation",NA,2013,14
"454",1440,"WP","CA","MAE","Madera","Madera Municipal","General Aviation",NA,2013,12
"455",1514,"WP","CA","CNO","Chino","Chino","General Aviation",NA,2013,9
"456",1519,"WP","CA","HJO","Hanford","Hanford Municipal","General Aviation",NA,2013,9
"457",1528,"WP","CA","POC","La Verne","Brackett Field","General Aviation",NA,2013,9
"458",1539,"WP","CA","C80","Coalinga","New Coalinga Municipal","General Aviation",NA,2013,8
"459",1555,"WP","CA","MHV","Mojave","Mojave","General Aviation",NA,2013,8
"460",1558,"WP","CA","O41","Woodland","Watts-Woodland","General Aviation",NA,2013,8
"461",1592,"WP","CA","RBL","Red Bluff","Red Bluff Municipal","General Aviation",NA,2013,7
"462",1613,"WP","CA","BLH","Blythe","Blythe","General Aviation",NA,2013,6
"463",1617,"WP","CA","DAG","Daggett","Barstow-Daggett","General Aviation",NA,2013,6
"464",1628,"WP","CA","MER","Atwater","Castle","General Aviation",NA,2013,6
"465",1632,"WP","CA","O02","Beckwourth","Nervino","General Aviation",NA,2013,6
"466",1669,"WP","CA","MIT","Shafter","Shafter-Minter Field","General Aviation",NA,2013,5
"467",1672,"WP","CA","MYV","Marysville","Yuba County","General Aviation",NA,2013,5
"468",1678,"WP","CA","SEE","San Diego","Gillespie Field","General Aviation",NA,2013,5
"469",1684,"WP","CA","WJF","Lancaster","General Wm J Fox Airfield","General Aviation",NA,2013,5
"470",1713,"WP","CA","HGT","Fort Hunter / Ligget / Jolon","Tusi AHP (Hunter Liggett)","General Aviation",NA,2013,4
"471",1727,"WP","CA","O26","Lone Pine","Lone Pine","General Aviation",NA,2013,4
"472",1732,"WP","CA","PAO","Palo Alto","Palo Alto Airport of Santa Clara County","General Aviation",NA,2013,4
"473",1746,"WP","CA","UKI","Ukiah","Ukiah Municipal","General Aviation",NA,2013,4
"474",1778,"WP","CA","FOT","Fortuna","Rohnerville","General Aviation",NA,2013,3
"475",1796,"WP","CA","O22","Columbia","Columbia","General Aviation",NA,2013,3
"476",1797,"WP","CA","O46","Weed","Weed","General Aviation",NA,2013,3
"477",1852,"WP","CA","CXL","Calexico","Calexico International","General Aviation",NA,2013,2
"478",1855,"WP","CA","E36","Georgetown","Georgetown","General Aviation",NA,2013,2
"479",1894,"WP","CA","MPI","Mariposa","Mariposa-Yosemite","General Aviation",NA,2013,2
"480",1898,"WP","CA","O05","Chester","Rogers Field","General Aviation",NA,2013,2
"481",1900,"WP","CA","OVE","Oroville","Oroville Municipal","General Aviation",NA,2013,2
"482",1913,"WP","CA","SIY","Montague","Siskiyou County","General Aviation",NA,2013,2
"483",1936,"WP","CA","APV","Apple Valley","Apple Valley","General Aviation",NA,2013,1
"484",1946,"WP","CA","DVO","Novato","Gnoss Field","General Aviation",NA,2013,1
"485",1969,"WP","CA","PTV","Porterville","Porterville Municipal","General Aviation",NA,2013,1
"486",1976,"WP","CA","TNP","Twentynine Palms","Twentynine Palms","General Aviation",NA,2013,1
"487",1980,"WP","CA","VCB","Vacaville","Nut Tree","General Aviation",NA,2013,1
"488",5,"NM","CO","DEN","Denver","Denver International","Primary","Large",2013,25496885
"489",104,"NM","CO","COS","Colorado Springs","City of Colorado Springs Municipal","Primary","Small",2013,657962
"490",176,"NM","CO","GJT","Grand Junction","Grand Junction Regional","Primary","Nonhub",2013,211091
"491",177,"NM","CO","ASE","Aspen","Aspen-Pitkin County/Sardy Field","Primary","Nonhub",2013,206686
"492",185,"NM","CO","DRO","Durango","Durango-La Plata County","Primary","Nonhub",2013,192797
"493",193,"NM","CO","EGE","Eagle","Eagle County Regional","Primary","Nonhub",2013,167166
"494",234,"NM","CO","HDN","Hayden","Yampa Valley","Primary","Nonhub",2013,91823
"495",241,"NM","CO","MTJ","Montrose","Montrose Regional","Primary","Nonhub",2013,84579
"496",309,"NM","CO","GUC","Gunnison","Gunnison-Crested Butte Regional","Primary","Nonhub",2013,30780
"497",426,"NM","CO","CEZ","Cortez","Cortez Municipal","Commercial Service",NA,2013,8218
"498",438,"NM","CO","ALS","Alamosa","San Luis Valley Regional/Bergman Field","Commercial Service",NA,2013,6983
"499",440,"NM","CO","PUB","Pueblo","Pueblo Memorial","Commercial Service",NA,2013,6742
"500",442,"NM","CO","TEX","Telluride","Telluride Regional","Commercial Service",NA,2013,6470
"501",546,"NM","CO","FNL","Loveland","Fort Collins-Loveland Municipal","Commercial Service",NA,2013,2725
"502",623,"NM","CO","APA","Englewood","Centennial","General Aviation",NA,2013,1679
"503",712,"NM","CO","BJC","Broomfield","Rocky Mountain Metropolitan","General Aviation",NA,2013,717
"504",767,"NM","CO","RIL","Rifle","Garfield County Regional","General Aviation",NA,2013,418
"505",879,"NM","CO","AJZ","Delta","Blake Field","General Aviation",NA,2013,175
"506",965,"NM","CO","BKF","Aurora","Buckley AFB","General Aviation",NA,2013,109
"507",1076,"NM","CO","PSO","Pagosa Springs","Stevens Field","General Aviation",NA,2013,58
"508",1172,"NM","CO","20V","Kremmling","Mc Elroy Airfield","General Aviation",NA,2013,35
"509",1225,"NM","CO","AEJ","Buena Vista","Central Colorado Regional","General Aviation",NA,2013,28
"510",1263,"NM","CO","1V6","Canon City","Fremont County","General Aviation",NA,2013,23
"511",1328,"NM","CO","LXV","Leadville","Lake County","General Aviation",NA,2013,18
"512",1387,"NM","CO","BDU","Boulder","Boulder Municipal","General Aviation",NA,2013,14
"513",1414,"NM","CO","CAG","Craig","Craig-Moffat","General Aviation",NA,2013,13
"514",1433,"NM","CO","ANK","Salida","Harriet Alexander Field","General Aviation",NA,2013,12
"515",1463,"NM","CO","HEQ","Holyoke","Holyoke","General Aviation",NA,2013,11
"516",1521,"NM","CO","LMO","Longmont","Vance Brand","General Aviation",NA,2013,9
"517",1564,"NM","CO","TAD","Trinidad","Perry Stokes","General Aviation",NA,2013,8
"518",1622,"NM","CO","GXY","Greeley","Greeley-Weld County","General Aviation",NA,2013,6
"519",1650,"NM","CO","AKO","Akron","Colorado Plains Regional","General Aviation",NA,2013,5
"520",1657,"NM","CO","EEO","Meeker","Meeker Coulter Field","General Aviation",NA,2013,5
"521",1711,"NM","CO","FTG","Watkins","Front Range","General Aviation",NA,2013,4
