game_id,description,image,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,thumbnail,year_published,artist,category,compilation,designer,expansion,family,mechanic,publisher,average_rating,users_rated
4491,"Description from the publisher:&#10;&#10;In Cave Troll, each player controls a party of explorers raiding the cave troll&rsquo;s lair. Using knights, dwarves, thieves, and other adventurers, the players search the lair for gold and magical artifacts. The players must be careful, however, because they aren&rsquo;t only competing against each other, but against savage orcs, terrifying wraiths, and the fearsome cave troll itself!&#10;&#10;Cave Troll is a fast-paced dungeon-crawling board game of strategy, looting, and monster-bashing from Tom Jolly, the creator of Drakon.&#10;&#10;",//cf.geekdo-images.com/images/pic2497113.jpg,4,45,10,2,45,Cave Troll,45,//cf.geekdo-images.com/images/pic2497113_t.jpg,2002,"Ed Bourelle,Thomas Denmark,Henning Ludvigsen,Brian Schomburg,Patricio Soler",Fantasy,NA,Tom Jolly,NA,"Admin: Better Description Needed!,Fantasy Flight Silver Line Games","Action Point Allowance System,Area Control / Area Influence,Hand Management,Point to Point Movement","Edge Entertainment,Fantasy Flight Games,Galakta,Heidelberger Spieleverlag",6.41438,2967
4492,"This 20th Anniversary Trivial Pursuit Edition contains 3,600 all-new questions - that celebrate the people and events from the past 20 years. Plus the Special Anniversary Deluxe Card Dispenser keeps your cards organized so you can focus on the fun.&#10;The six new categories include *Global View, *The Written Word, *Sound &amp; Screen, *Innovations, *News, *Game Time.&#10;&#10;",//cf.geekdo-images.com/images/pic205802.jpg,6,180,12,2,180,Trivial Pursuit: 20th Anniversary Edition,180,//cf.geekdo-images.com/images/pic205802_t.jpg,2002,(Uncredited),"Party Game,Trivia",NA,(Uncredited),NA,Trivial Pursuit,Roll / Spin and Move,"Hasbro,Horn Abbot International,Horn Abbot Ltd.,Parker Brothers",5.25081,1068
4493,"In the freezing frost of the Arctic, the Inuit &mdash; or polar bears, depending on which edition of the game you own &mdash; dedicate themselves to their favorite occupation: ice fishing. Of course each of them wants to make the biggest catch, but they're discovering that this isn't so easy. Only the one who moves across the ice floes with foresight, breaks open the ice at the right spots, and guides the fishing rod skillfully, will be able to get the desired fish out of the water!&#10;&#10;In Kayanak, players punch holes through the &quot;ice&quot; (a sheet of paper) to try to catch fish, which are represented by steel balls of various sizes. In the basic game, the first player to catch ten fish wins. For children aged 6 and over, big fish are worth more than small ones, and the fisher with the most points at the end of the game wins.&#10;&#10;",//cf.geekdo-images.com/images/pic1793211.jpg,4,15,4,2,15,Kayanak,15,//cf.geekdo-images.com/images/pic1793211_t.jpg,1999,"Anja Dreier-Brückner,Oliver Freudenreich","Action / Dexterity,Children's Game",NA,Peter-Paul Joopen,NA,Sports: Fishing / Angling,"Dice Rolling,Memory",HABA - Habermaaß GmbH,6.44486,327
4494,"A solitaire game based on the Gulf War. While the Iraqi unit's reactions are programmed, it is still possible to lose by taking careless chances that cause an excessive amount of friendly casualties. To win, you must do as well as the actual campaign. What makes this difficult is the need to explicitly manage the flow of supplies to allied combat units. The difficulty of the game adds to its play and replay value.&#10;&#10;Phase Line Smash handles a number of aspects of the Gulf War in a realistic and sensitive manner. Fratricide is one such issue that is included in the game mechanics and discussed in the historical notes included with the game.&#10;&#10;The game box is rather heavy because of the historical notes included with the game. Other extras include optional rules for up to eleven players. This adds the complexity of having to coordinate with other players for use of limited supply routes and coordinating attacks.&#10;&#10;",//cf.geekdo-images.com/images/pic113395.jpg,1,90,12,1,90,Phase Line Smash,90,//cf.geekdo-images.com/images/pic113395_t.jpg,1992,"Steve Bryant,LaMont Fullerton,Ami Jontz,Robert Lazzaretti,Kirk Wescom","Modern Warfare,Wargame",NA,Frank Chadwick,NA,"Solitaire Games,Solitaire Wargames",Hex-and-Counter,GDW Games,6.09808,73
4500,"Command magazine Issue #28.&#10;&#10;Simulation of the Anglo-Zulu War. Game starts with a chance for the Zulus to maul the Brits who are exposed. After that, the Brits need to capture Zulu Kraals (burn 'em down) and capture Cetshwayo to win. Zulus win by avoiding the British victory conditions.&#10;&#10;",//cf.geekdo-images.com/images/pic27332.jpg,2,120,12,2,120,Like Lions They Fought,120,//cf.geekdo-images.com/images/pic27332_t.jpg,1994,NA,"Post-Napoleonic,Wargame",NA,Dennis Bishop,NA,Magazine: Command,"Dice Rolling,Hex-and-Counter",XTR Corp,6.37375,80
4502,"The inhabitants of the planet ROLLEX in the Sun system SOLLEX used to live on nothing but the delicious fried dice that fell from the sky. They found these so delicious, that they would often spend years at a time, just sitting in their towers, hardly moving at all, enjoying this delicacy.  Now and then, they would ascend to the top of their towers, and, just for the fun of it, would spit out dice in all directions out over the surrounding lands. As a result, it wasn&rsquo;t long before they were known far and wide as the Dicemouths.&#10;&#10;However, one day the rain of fried dice dried up, and the Dicemouths got extremely hungry.  But they remembered all the dice that they&rsquo;d spat out in the older, better, times.  Looking around, they found that many of them had developed into full grown dice trees, covered in fresh ripe fried dice.  But when the dicemouths tried to leave their towers to pick the dice, they found that they&rsquo;d got so fat that they couldn&rsquo;t get out through the doors.  They were trapped in their own towers.&#10;&#10;But just before it was too late, one of the dicemouths, who&rsquo;d saved a few dice in his tower, had a brilliant idea.  He spat out a die, just as they had always done, but this time, as the die shot out from the tower, he kept tight hold of it, and he and his tower were dragged along behind the flying die.  In this way, he managed to reach the dice trees, picked their fruit, and passed them on to all his friends, saving the race of dicemouths.&#10;&#10;Soon, all the dicemouths were able to travel this way.  And they developed a race, held every year, a dice tower race.  And nowadays, every year, the winner of the race is crowned as King of the Dicemouths.&#10;&#10;",//cf.geekdo-images.com/images/pic158567.jpg,4,20,5,2,20,König der Maulwürfel,20,//cf.geekdo-images.com/images/pic158567_t.jpg,2002,Claus Stephan,Racing,NA,Günter Burkhardt,NA,Animals: Moles,NA,Zoch Verlag,5.33118,93
4509,"Players use over-sized cards to &quot;join&quot; partners' body parts- elbows, heads, legs, or feet.  Partners take turns drawing cards which identify the body parts to join and the partners must do so without causing existing cards to drop.  The card must be kept between the two body parts at all times. Partners are eliminated if they allow 2 cards to fall.&#10;&#10;",//cf.geekdo-images.com/images/pic174200.jpg,8,60,0,4,60,Funny Bones,60,//cf.geekdo-images.com/images/pic174200_t.jpg,1968,NA,"Action / Dexterity,Card Game,Humor,Party Game",NA,(Uncredited),NA,NA,"Line Drawing,Partnerships","Alga,Paletti,Parker Brothers,Peliko",5.17826,92
4510,"Johnny Reb III is a game of Grand Regimental tactics of the American Civil War, using miniatures from 10mm to 25mm.The game comes with rules set and 4 Reference cards for 15mm miniatures. There are other reference cards available for the other scale miniatures for extra cost. Players will have to supply their own miniatures and paint them. Some scenarios are available for purchase but the fun of the game is researching your own battles from the ACW period to recreate.&#10;&#10;The first edition was published by Adventure Games in 1983. GDW released a 2nd edition with minor changes in 1988, with a scenario book &quot;To the Sound of the Guns&quot; the same year. Johnny Reb III, published by John Hill in 1996 is a very different game, with major changes to the scale (1&quot;:50 vs 1&quot;:40 yards, 1:30 vs 1:20 men, artillery batteries vs sections) and games mechanisms.&#10;&#10;",//cf.geekdo-images.com/images/pic53178.jpg,2,360,12,2,360,Johnny Reb III,360,//cf.geekdo-images.com/images/pic53178_t.jpg,1996,NA,"American Civil War,Miniatures,Wargame",NA,John Hill (I),NA,NA,"Campaign / Battle Card Driven,Secret Unit Deployment,Simultaneous Action Selection",Johnny Reb Game Company,7.20854,82
4516,"Ares Magazine #8. Ragnarok is a game depicting the struggle of the Aesir race of Norse gods against an invasion of enemies led by the traitorous god, Loki. The map depicts the Plain of Vigrid, lying between the Rainbow Bridge and the city of the gods, Asgard, where the battle takes place, and the playing pieces represent warriors, Valkyries, Frost Giants, Fire Giants, and such celebrated individuals as Odin, Thor, Loki, and the Midgard Serpent. Each player maneuvers his forces across the map in an effort to fulfill his victory conditions. To win, the player commanding the invading Jotun forces must destroy Asgard, thus bringing about Ragnarok, the twilight of the gods. The Aesir player must repel the Jotun invasion to win, thus postponing Asgard's fall.&#10;&#10;",//cf.geekdo-images.com/images/pic14458.jpg,2,120,12,2,120,Ragnarok,120,//cf.geekdo-images.com/images/pic14458_t.jpg,1981,Redmond A. Simonsen,"Fantasy,Mythology,Wargame",NA,Darryl D. Esakof,NA,Magazine: Ares,Hex-and-Counter,"Hobby Japan,SPI (Simulations Publications, Inc.)",5.70138,109
4518,"Award-winning cooperative boardgame that was published more than a decade before Knizia's Lord of the Rings, Sauerbaum is a dice-based movement game. The board depicts a tree filled with a square grid of movement spaces, which are gradually filled from the top with tokens representing acid rain. The players' pawns try to move through the remaining open spaces on the tree, ending their movements on a raindrop, &quot;flicking&quot; it off. Thus, it's a race between the accumulating raindrops and the players' collective ability to flick them off with clever movement plays.&#10;&#10;The rules encourage the players to discuss the options openly for each player's turn, and in fact they'll have their hands full defeating the acid rain together. Doing it alone is practically doomed to failure, and will cripple the other players, too. The level of difficulty is easily adjusted by varying the number of acid raindrops that fall onto the tree.&#10;&#10;",//cf.geekdo-images.com/images/pic484726.jpg,7,30,8,3,30,Sauerbaum,30,//cf.geekdo-images.com/images/pic484726_t.jpg,1986,Kristine Rothfuß-Rietmann,"Dice,Environmental",NA,Johannes Tranelis,NA,Tube Games,Co-operative Play,"(Self-Published),Herder Spiele,Zoch Verlag",5.99153,59
