id,name,normalized_name,gender
836,Stablehand,stablehand,NA
837,Little Boy #1,little boy 1,NA
838,Queen Elizabeth II,queen elizabeth ii,NA
839,Yoga Instructor,yoga instructor,NA
840,HOMER'S THOUGHT,homers thought,NA
841,Contestants,contestants,NA
842,Mr. Bozwell,mr bozwell,NA
843,DEBORAH JO SMALLWOOD,deborah jo smallwood,NA
845,Auditioning Woman #1,auditioning woman 1,NA
846,Auditioning Woman #2,auditioning woman 2,NA
847,Auditioning Woman #3,auditioning woman 3,NA
848,Ms. Sinclair,ms sinclair,NA
849,Video Game Voice,video game voice,NA
850,Company,company,NA
851,Actress,actress,NA
852,Male Parishoner,male parishoner,NA
853,Stooge #1,stooge 1,NA
854,Stooge #2,stooge 2,NA
855,Boring Guy,boring guy,NA
856,Commentator,commentator,NA
857,Abraham Lincoln,abraham lincoln,NA
858,Flanders Family,flanders family,NA
859,Jamshed,jamshed,NA
860,Insurance Agent,insurance agent,NA
861,Barker,barker,NA
862,Booth Man,booth man,NA
863,Caricaturist,caricaturist,NA
864,Small Voice,small voice,NA
865,Tv Father,tv father,NA
866,Tv Daughter,tv daughter,NA
867,Bitsy,bitsy,NA
868,Ramona,ramona,NA
869,Owner,owner,NA
870,Ice Cream Lady,ice cream lady,NA
871,Amber Dempsey,amber dempsey,NA
872,Pahasatira,pahasatira,NA
873,Judges,judges,NA
874,Museum Worker,museum worker,NA
875,Show Announcer,show announcer,NA
876,Bob Hope,bob hope,NA
817,Kirk Van Houten,kirk van houten,m
785,Lurleen Lumpkin,lurleen lumpkin,f
774,God,god,m
803,Nigel Bakerbutcher,nigel bakerbutcher,m
877,Advance Man,advance man,NA
878,Soldier #1,soldier 1,NA
879,Soldier #2,soldier 2,NA
881,Nerd #1,nerd 1,NA
882,Nerd #2,nerd 2,NA
883,Football Player,football player,NA
884,Shopkeeper,shopkeeper,NA
885,Gangster,gangster,NA
886,Repairman,repairman,NA
887,Sailor #1,sailor 1,NA
888,Sailor #2,sailor 2,NA
889,Natives,natives,NA
890,'30s Reporter,30s reporter,NA
891,Girl Star,girl star,NA
892,Co-pilot,co-pilot,NA
893,Monkey,monkey,NA
894,Faces,faces,NA
895,Zombies,zombies,NA
896,Skinner Zombie,skinner zombie,NA
897,Zombie Krusty,zombie krusty,NA
898,Zombie Flanders,zombie flanders,NA
899,Zombie D.J.'s,zombie djs,NA
900,Zombie Shakespeare,zombie shakespeare,NA
901,Lisa Snail,lisa snail,NA
902,Zombie,zombie,NA
903,Pilgrim Zombie,pilgrim zombie,NA
904,Cowboy Zombie,cowboy zombie,NA
905,Helmsman,helmsman,NA
906,Chief Engineer,chief engineer,NA
907,Rowdy Woman,rowdy woman,NA
909,Astronaut,astronaut,NA
910,Booth Attendant,booth attendant,NA
911,MCCLURE,mcclure,NA
912,Contractor,contractor,NA
913,Headless Brakeman,headless brakeman,NA
914,Marley,marley,NA
915,Donut Man,donut man,NA
916,Tom Jones,tom jones,NA
917,Animal Handler,animal handler,NA
918,Homer,homer,NA
919,Hunk,hunk,NA
920,Price,price,NA
924,Mrs. Powers,mrs powers,NA
925,Guy #1,guy 1,NA
926,Guy #2,guy 2,NA
927,Chef,chef,NA
928,Waiter #2,waiter 2,NA
929,Old Man,old man,NA
930,Attorney,attorney,NA
931,Mailman,mailman,NA
932,Delivery Boy,delivery boy,NA
933,Fat Foreman,fat foreman,NA
934,Old Woman,old woman,NA
935,RICARDO,ricardo,NA
936,Alan Thicke,alan thicke,NA
937,Adjuster,adjuster,NA
938,Model,model,NA
939,Second Man,second man,NA
940,German Engineer,german engineer,NA
941,Adam West,adam west,NA
942,President Bush,president bush,NA
943,"""Just Stamp the Ticket"" Man",just stamp the ticket man,NA
945,Linda Ronstadt,linda ronstadt,NA
946,Teenage Barney,teenage barney,NA
948,Copy Writer,copy writer,NA
949,Cameraman,cameraman,NA
950,Bigfoot,bigfoot,NA
951,Mountain Goat,mountain goat,NA
952,Fruit Vendor,fruit vendor,NA
953,Irish Lady,irish lady,NA
954,Italian Lady,italian lady,NA
955,Talk Show Host,talk show host,NA
956,Sidekick,sidekick,NA
957,Realtor,realtor,NA
958,Ad Man,ad man,NA
959,Female Messenger,female messenger,NA
960,Clown Bed,clown bed,NA
961,Korean Gymnast,korean gymnast,NA
962,Pig,pig,NA
964,Gas Station Boy,gas station boy,NA
965,Billy,billy,NA
966,Homer's Spirit,homers spirit,NA
967,INTERCOM,intercom,NA
968,Reporters,reporters,NA
969,Sunday School Teacher,sunday school teacher,NA
970,VIDEO TAPE NARRATOR,video tape narrator,NA
971,Pumpkin Man,pumpkin man,NA
972,Med Students,med students,NA
973,Handsome Young Man,handsome young man,NA
974,Andre,andre,NA
975,Young Riviera,young riviera,NA
976,Angry Man,angry man,NA
977,Warrior,warrior,NA
979,Truckosaurus,truckosaurus,NA
980,Sebastian Kobb,sebastian kobb,NA
981,Woman With Baby,woman with baby,NA
982,Baby,baby,NA
983,NIMOY,nimoy,NA
984,Engineer #1,engineer 1,NA
985,Haverbrook Man,haverbrook man,NA
944,Captain Horatio McCallister,captain horatio mccallister,m
963,Hans Moleman,hans moleman,m
923,Squeaky-Voiced Teen,squeaky-voiced teen,m
978,LANLEY,lanley,m
921,Laura Powers,laura powers,f
908,Bumblebee Man,bumblebee man,m
880,Santa Claus,santa claus,m
986,Bart Anchor,bart anchor,NA
987,Lance Murdock,lance murdock,NA
988,2nd Announcer,2nd announcer,NA
989,Homer's Thought Bubble,homers thought bubble,NA
990,Reverend,reverend,NA
991,Aunt Gladys's Corpse,aunt gladyss corpse,NA
992,Aunt Gladys,aunt gladys,NA
993,HUTZ' VOICE,hutz voice,NA
994,MR. HUTZ,mr hutz,NA
995,Princess Opal,princess opal,NA
996,Bag Boy,bag boy,NA
997,Waitress #2,waitress 2,NA
998,Sperm Doctor,sperm doctor,NA
999,Babies,babies,NA
1000,MAN ON RADIO,man on radio,NA
1001,Surly,surly,NA
1002,Attractive Woman,attractive woman,NA
1003,Man On Tv,man on tv,NA
1004,Beer Singers,beer singers,NA
1005,Hercules,hercules,NA
1006,Security Man,security man,NA
1007,Washington,washington,NA
1008,Man In White Coat,man in white coat,NA
1009,Boys,boys,NA
1010,Santa's Little Helper,santas little helper,NA
1011,Homer's Bloody Skull,homers bloody skull,NA
1012,Sketch Announcer,sketch announcer,NA
1013,Agency Worker,agency worker,NA
1014,Fans,fans,NA
1015,Small Man,small man,NA
1016,Chihuahua,chihuahua,NA
1017,Cat,cat,NA
1018,Corey,corey,NA
1019,Pepi,pepi,NA
1020,Apu's Brain,apus brain,NA
1021,JOHNNY,johnny,NA
1022,Truck Driver,truck driver,NA
1023,Rex,rex,NA
1024,Homer's Conscience,homers conscience,NA
1025,Robert Frost,robert frost,NA
1026,FROST,frost,NA
1027,Raheem,raheem,NA
1028,Presidents,presidents,NA
1029,Harrison,harrison,NA
1030,Presidents' Heads,presidents heads,NA
1031,Teddy Roosevelt,teddy roosevelt,NA
1032,3rd World Father,3rd world father,NA
1033,3rd World Family,3rd world family,NA
1034,Mechanical Figure,mechanical figure,NA
1035,Tourists,tourists,NA
1036,Cartoon Doctor,cartoon doctor,NA
1037,Richard Nixon,richard nixon,NA
1038,Kennedy,kennedy,NA
1039,Mrs. Phillips,mrs phillips,NA
1040,Assembly,assembly,NA
1041,Chuck's Dad,chucks dad,NA
1043,Parent One,parent one,NA
1044,Parent Two,parent two,NA
1045,Feminists,feminists,NA
1047,Train,train,NA
1048,Receiver,receiver,NA
1049,Burns' Grandfather,burns grandfather,NA
1050,Dr. Wolfe,dr wolfe,NA
1051,Gummy Joe,gummy joe,NA
1052,Donut Vendor,donut vendor,NA
1053,Mop Top #1,mop top 1,NA
1054,Mop Top #2,mop top 2,NA
1055,Mop Top #3,mop top 3,NA
1056,Mop Tops,mop tops,NA
1057,Goon,goon,NA
1058,Bird,bird,NA
1059,Quigley,quigley,NA
1060,Robots,robots,NA
1061,DR. JOYCE,dr joyce,NA
1062,Pagan Simpsons,pagan simpsons,NA
1063,Waiters/cooks,waiterscooks,NA
1064,Specialist,specialist,NA
1065,Intern,intern,NA
1066,Elvis,elvis,NA
1068,Writer,writer,NA
1069,Roxie,roxie,NA
1070,Bobby Mindich,bobby mindich,NA
1072,Barney's Boss,barneys boss,NA
1073,Writer #2,writer 2,NA
1074,Cowboys,cowboys,NA
1075,BROOKE,brooke,NA
1076,Child,child,NA
1077,Seagull,seagull,NA
1079,Scottish Woman,scottish woman,NA
1080,Exhaust Pipe Lid,exhaust pipe lid,NA
1081,Chicken,chicken,NA
1082,Mr. Ogden,mr ogden,NA
1083,Scientist #1,scientist 1,NA
1084,Scientist #2,scientist 2,NA
1085,Evil Homer,evil homer,NA
1086,Hitler,hitler,NA
1087,Recruiter,recruiter,NA
1088,Actor,actor,NA
1089,Teenaged Guide,teenaged guide,NA
1090,Children's Choir,childrens choir,NA
1091,Boy Soloist,boy soloist,NA
1092,Driver Of Foreign Car,driver of foreign car,NA
1093,Barry White,barry white,NA
1094,Miss Springfield,miss springfield,NA
1095,Irishman,irishman,NA
1078,Gary Chalmers,gary chalmers,m
1046,Baseball Announcer,baseball announcer,m
1071,ARTIE,artie,m
1096,Old Mrs. Glick,old mrs glick,NA
1097,SICK JAPANESE WORKER,sick japanese worker,NA
1098,Japanese Worker #2,japanese worker 2,NA
1099,JAPANESE WORKERS,japanese workers,NA
1100,White Blood Cell #1,white blood cell 1,NA
1101,White Blood Cell #2,white blood cell 2,NA
1102,Virus,virus,NA
1103,JAMAICAN MAN,jamaican man,NA
1104,Husband,husband,NA
1105,Jury,jury,NA
1106,David Crosby,david crosby,NA
1107,Jury Foreman,jury foreman,NA
1109,Phillips,phillips,NA
1110,Tattoo Annie,tattoo annie,NA
1111,Park Commissioner,park commissioner,NA
1112,Assistant,assistant,NA
1113,Jacqueline,jacqueline,NA
1115,Coast Guard Officer,coast guard officer,NA
1116,Charley Weaver,charley weaver,NA
1117,Gabbo,gabbo,NA
1118,CRANDALL,crandall,NA
1119,Soldier Puppets,soldier puppets,NA
1120,Cossack Puppets,cossack puppets,NA
1121,Alphonse,alphonse,NA
1122,Commercial Announcer,commercial announcer,NA
1123,Casting Director,casting director,NA
1124,Old Man Singers,old man singers,NA
1125,Bette Midler,bette midler,NA
1126,Hugh Hefner,hugh hefner,NA
1127,Anthony Kiedis,anthony kiedis,NA
1128,Flea,flea,NA
1129,Elizabeth Taylor,elizabeth taylor,NA
1130,Counter Boy,counter boy,NA
1131,Mr. Johannson,mr johannson,NA
1132,Luke Perry,luke perry,NA
1133,LUKE PERRY IN DREAM,luke perry in dream,NA
1134,Chad Smith,chad smith,NA
1135,ARIK MARSHAL,arik marshal,NA
1136,Krusty Announcer,krusty announcer,NA
1137,Chili Peppers,chili peppers,NA
1138,Man At Table,man at table,NA
1139,SPEEDED UP VOICES,speeded up voices,NA
1140,Melvin,melvin,NA
1141,Quartet,quartet,NA
1142,Tenor,tenor,NA
1143,Be Sharps,be sharps,NA
1144,Paul Harvey,paul harvey,NA
1145,Ronald Reagan,ronald reagan,NA
1146,Panicky Man,panicky man,NA
1147,Sarah Wiggum,sarah wiggum,NA
1148,Female Talk Show Host,female talk show host,NA
1149,George Harrison,george harrison,NA
1150,2-Year-Old Lisa,2-year-old lisa,NA
1151,Teenage Bellboy,teenage bellboy,NA
1152,Surly Man,surly man,NA
1153,Kako,kako,NA
1154,Human Fly,human fly,NA
1155,Sinister Male Voice,sinister male voice,NA
1156,Schoolyard Girls,schoolyard girls,NA
1157,MRS KRABAPPEL,mrs krabappel,NA
1158,Parole Board Head,parole board head,NA
1159,People In Court,people in court,NA
1160,Parole Board Member #1,parole board member 1,NA
1161,Parole Board,parole board,NA
1162,Parole Board Member #2,parole board member 2,NA
1163,Man On Screen,man on screen,NA
1164,Woman On Tape,woman on tape,NA
1165,Investigator,investigator,NA
1166,Celestial Choir,celestial choir,NA
1167,Woman's Voice,womans voice,NA
1168,Nrc Woman,nrc woman,NA
1169,Nrc Man,nrc man,NA
1170,Dumb Employee #1,dumb employee 1,NA
1171,Dumb Employee #2,dumb employee 2,NA
1172,Counselor,counselor,NA
1173,Admissions Man,admissions man,NA
1174,Admissions Woman,admissions woman,NA
1175,Hillbilly Man,hillbilly man,NA
1176,Angry Dean,angry dean,NA
1177,Nerdlinger,nerdlinger,NA
1178,Scholar,scholar,NA
1179,Overseers,overseers,NA
1180,Jock,jock,NA
1181,Skinny Student,skinny student,NA
1182,Dean Bobby Peterson,dean bobby peterson,NA
1183,Professor,professor,NA
1184,Architect,architect,NA
1185,Men,men,NA
1186,Dean,dean,NA
1187,Doug,doug,NA
1188,Gary,gary,NA
1189,Benjamin,benjamin,NA
1190,Automated Voice,automated voice,NA
1191,Guards,guards,NA
1192,7-YEAR OLD BURNS,7-year old burns,NA
1193,Burns' Mother,burns mother,NA
1194,Burns's Father,burnss father,NA
1195,George Burns,george burns,NA
1196,Jimmy Carter,jimmy carter,NA
1198,RAMONE #1,ramone 1,NA
1199,RAMONE #2,ramone 2,NA
1200,RAMONE #3,ramone 3,NA
1201,RAMONE #4,ramone 4,NA
1197,George H.W. Bush,george hw bush,m
1108,Warden,warden,m
1202,Drummer,drummer,NA
1203,Mechanic,mechanic,NA
1204,Explorer,explorer,NA
1205,Bear,bear,NA
1206,Workman,workman,NA
1207,Workman #2,workman 2,NA
1208,Hooded Man,hooded man,NA
1209,Dinosaur,dinosaur,NA
1210,Mr. Boswell,mr boswell,NA
1211,Pieces Of Homer,pieces of homer,NA
1212,Demon Technician,demon technician,NA
1213,Skeleton Judge,skeleton judge,NA
1214,Blackbeard,blackbeard,NA
1215,Benedict Arnold,benedict arnold,NA
1216,Lizzie Borden,lizzie borden,NA
1217,KODO,kodo,NA
1218,Exchange Student,exchange student,NA
1219,Gremlin,gremlin,NA
1220,GROUNDKEEPER WILLIE,groundkeeper willie,NA
1221,Bart Bat,bart bat,NA
1222,Humorist,humorist,NA
1224,The Pope,the pope,NA
1226,Scientist,scientist,NA
1227,Technician #1,technician 1,NA
1228,Technician #2,technician 2,NA
1229,Lady,lady,NA
1230,Tape Player,tape player,NA
1231,Lenny's Wife,lennys wife,NA
1232,Tough Guy,tough guy,NA
1233,Mohawk Girl,mohawk girl,NA
1235,Woman #3,woman 3,NA
1236,Woman #4,woman 4,NA
1237,Fry Cook,fry cook,NA
1238,Diner Owner,diner owner,NA
1240,Flanders' Inner Child,flanders inner child,NA
1241,Homer's Inner Child,homers inner child,NA
1242,Moe's Inner Child,moes inner child,NA
1243,Women In Crowd,women in crowd,NA
1244,Old Folks,old folks,NA
1245,MR. KRABAPPEL,mr krabappel,NA
1246,James Brown,james brown,NA
1247,Carpenter,carpenter,NA
1248,Dorky Teenager,dorky teenager,NA
1249,MCGARNIGAL,mcgarnigal,NA
1250,Atari Andre Gregory,atari andre gregory,NA
1251,Manuel Noriega,manuel noriega,NA
1252,Arcade Manager,arcade manager,NA
1253,Wise Old Hobo,wise old hobo,NA
1254,Triple Milhouse,triple milhouse,NA
1255,Dorky Kid,dorky kid,NA
1256,Pudgy Boy,pudgy boy,NA
1257,Fathers,fathers,NA
1258,Ernest Borgnine,ernest borgnine,NA
1259,Dolphins,dolphins,NA
1261,Arab Men,arab men,NA
1262,Agent #1,agent 1,NA
1263,Zutroy,zutroy,NA
1264,Agent #2,agent 2,NA
1265,Optometrist,optometrist,NA
1266,Dermatologist,dermatologist,NA
1267,Podiatrist,podiatrist,NA
1268,Internist,internist,NA
1269,Jerry Lewis Bart,jerry lewis bart,NA
1271,Cherub Lenny,cherub lenny,NA
1272,Cherub Carl,cherub carl,NA
1273,Fish,fish,NA
1274,Sexy Woman Announcer,sexy woman announcer,NA
1275,Jeeves,jeeves,NA
1276,WHITE HOUSE AIDE,white house aide,NA
1277,Turban Kid,turban kid,NA
1278,Fat Kid,fat kid,NA
1279,Nerds,nerds,NA
1280,Big Hand Man,big hand man,NA
1281,Bellhop,bellhop,NA
1282,Passerby #1,passerby 1,NA
1283,Passerby #2,passerby 2,NA
1284,Chinese Waiter #1,chinese waiter 1,NA
1285,Chinese Waiter #2,chinese waiter 2,NA
1286,Newsreel Announcer,newsreel announcer,NA
1287,Amos Guy,amos guy,NA
1288,Young Jasper,young jasper,NA
1289,Panhandler,panhandler,NA
1290,Angry Voice From Stall,angry voice from stall,NA
1291,Henry Kissinger,henry kissinger,NA
1292,HENRY KISSINGER'S BRAIN,henry kissingers brain,NA
1293,Little Burns,little burns,NA
1294,British Guy,british guy,NA
1295,British Waitress,british waitress,NA
1296,Hippie,hippie,NA
1297,Gerry Cooney,gerry cooney,NA
1298,Blackjack Players,blackjack players,NA
1299,BIG TEXAN,big texan,NA
1300,Ernst,ernst,NA
1301,Gunter,gunter,NA
1302,Teenage Attendant,teenage attendant,NA
1303,Someone,someone,NA
1304,Rain Man,rain man,NA
1305,Gambler,gambler,NA
1306,CRAP PLAYERS,crap players,NA
1307,Farmboy,farmboy,NA
1308,Slot Player #1,slot player 1,NA
1309,Slot Player #2,slot player 2,NA
1239,GOODMAN,goodman,m
1225,RUTH,ruth,f
1270,Mindy,mindy,f
1223,Edward,edward,m
1260,Accountant,accountant,m
1310,Audience Member,audience member,NA
1311,Robert Goulet,robert goulet,NA
1312,Wheelman,wheelman,NA
1313,Wheel Players,wheel players,NA
1314,Craps Players,craps players,NA
1315,Molloy,molloy,NA
1316,Voice From The Back,voice from the back,NA
1317,IRISH PETE,irish pete,NA
1318,Beatnik Poet,beatnik poet,NA
1319,Twelve-year-old,twelve-year-old,NA
1320,Cat Burglar,cat burglar,NA
1321,Box Executive,box executive,NA
1322,Organ Grinder,organ grinder,NA
1323,Crowd Member,crowd member,NA
1324,2nd Crowd Member,2nd crowd member,NA
1325,Mrs. Quimby,mrs quimby,NA
1326,Fireman,fireman,NA
1327,Hammer,hammer,NA
1328,CONAN,conan,NA
1329,Kitty,kitty,NA
1330,Customer #1,customer 1,NA
1331,Customer #2,customer 2,NA
1332,Dog,dog,NA
1334,Bum #1,bum 1,NA
1335,Comedian,comedian,NA
1338,Stockboy,stockboy,NA
1339,Christians,christians,NA
1340,Robed Indian,robed indian,NA
1341,Aged Man,aged man,NA
1342,ROBBER,robber,NA
1343,Old Ladies,old ladies,NA
1344,Onlookers,onlookers,NA
1345,Girl #2,girl 2,NA
1346,Hip Old Man,hip old man,NA
1347,Buzz Announcer,buzz announcer,NA
1348,Malibu Stacy,malibu stacy,NA
1349,Goofy Girl,goofy girl,NA
1350,Goofy Girl's Stacy,goofy girls stacy,NA
1351,Recorded Voice,recorded voice,NA
1352,Claire Harper,claire harper,NA
1353,Ugly Man,ugly man,NA
1354,Leroy,leroy,NA
1355,Angry Customer,angry customer,NA
1356,Young Man,young man,NA
1357,Stacy Lovell,stacy lovell,NA
1358,GI JOE,gi joe,NA
1359,Doll,doll,NA
1360,Grim C.E.O.,grim ceo,NA
1361,Brockman's Daughter,brockmans daughter,NA
1362,Executives,executives,NA
1363,Old Lady Customer,old lady customer,NA
1364,Old People,old people,NA
1365,GIRL#2,girl2,NA
1366,Crowd Noise,crowd noise,NA
1367,Nasa Announcer #1,nasa announcer 1,NA
1368,Nasa Announcer #2,nasa announcer 2,NA
1369,Dr. Babcock,dr babcock,NA
1371,Chimp,chimp,NA
1372,Female Scientist,female scientist,NA
1373,TIM ALLEN-TYPE,tim allen-type,NA
1374,Peg,peg,NA
1375,Nerdy Scientist,nerdy scientist,NA
1376,Jim Wallace,jim wallace,NA
1377,Toby Hunter,toby hunter,NA
1378,BUZZ,buzz,NA
1379,Mission Control,mission control,NA
1380,Race,race,NA
1381,Everybody,everybody,NA
1382,Ants,ants,NA
1383,Ant #1,ant 1,NA
1384,Ant #2,ant 2,NA
1385,Ant #3,ant 3,NA
1386,Ant #4,ant 4,NA
1387,James Taylor,james taylor,NA
1388,RERPORTER #4,rerporter 4,NA
1389,Star Child Homer,star child homer,NA
1390,First Guy In Line,first guy in line,NA
1391,Eddie Money,eddie money,NA
1392,Jeremiah,jeremiah,NA
1393,Priest,priest,NA
1394,Rappin' Ronnie,rappin ronnie,NA
1395,Voice #1,voice 1,NA
1396,Voice #2,voice 2,NA
1397,Voice #3,voice 3,NA
1398,Voice #4,voice 4,NA
1399,Congregation,congregation,NA
1400,Ernie Ford,ernie ford,NA
1401,Carter,carter,NA
1402,Gomer,gomer,NA
1404,Saxophone,saxophone,NA
1405,Mr. Clean-style Character,mr clean-style character,NA
1406,Goofy Recording,goofy recording,NA
1407,Station Owner,station owner,NA
1408,Dj3000,dj3000,NA
1409,Arboretum Guy,arboretum guy,NA
1410,Small Kid,small kid,NA
1411,MEDIUM-SIZED KID,medium-sized kid,NA
1412,Kid's Mother,kids mother,NA
1414,Grizzled Guy,grizzled guy,NA
1415,Wildlife Man,wildlife man,NA
1416,Ivory Dealer,ivory dealer,NA
1417,Speaker Box,speaker box,NA
1418,GAME SHOW MAN,game show man,NA
1403,Bill Clinton,bill clinton,m
1337,James Woods,james woods,m
1524,Jessica,jessica,f
1370,STILLWATER,stillwater,m
1333,Technician,technician,m
1419,Baby Burns,baby burns,NA
1420,Teenage Burns,teenage burns,NA
1421,Greenpeace Hippie #1,greenpeace hippie 1,NA
1422,Greenpeace Hippie #2,greenpeace hippie 2,NA
1423,Lee Majors,lee majors,NA
1424,Street Urchin,street urchin,NA
1425,Elf,elf,NA
1426,Deprogrammer,deprogrammer,NA
1427,Marge,marge,NA
1428,Lisa,lisa,NA
1429,Homer Actor,homer actor,NA
1430,Marge Actress,marge actress,NA
1431,Lisa Actress,lisa actress,NA
1432,Baby Bart,baby bart,NA
1433,Class,class,NA
1434,Leopold,leopold,NA
1436,Hayseed #1,hayseed 1,NA
1437,Hayseed #2,hayseed 2,NA
1438,Flanders's Beatnik Dad,flanderss beatnik dad,NA
1439,Private,private,NA
1440,Rowdy Soldier,rowdy soldier,NA
1441,Huck,huck,NA
1442,Freddy,freddy,NA
1443,Lincoln Hobo,lincoln hobo,NA
1445,Various Quimbys,various quimbys,NA
1446,French Waiter,french waiter,NA
1447,Quimby's Lawyer,quimbys lawyer,NA
1448,Lunchlady Bart,lunchlady bart,NA
1449,JIMBO JR.,jimbo jr,NA
1450,Jurors,jurors,NA
1451,Monkeys,monkeys,NA
1453,Grampa's Brain,grampas brain,NA
1454,Generation X Guy,generation x guy,NA
1455,Nelson Apparition,nelson apparition,NA
1456,Voice Inside Cake,voice inside cake,NA
1457,Kaiser Wilhelm Guy,kaiser wilhelm guy,NA
1458,Administrator,administrator,NA
1459,SQUEAKY-VOICED TEENAGER,squeaky-voiced teenager,NA
1460,Smithers's Wife,smitherss wife,NA
1461,Carl's Wife,carls wife,NA
1462,Snowball II,snowball ii,NA
1463,Musician,musician,NA
1464,Another Man,another man,NA
1465,Amish Man,amish man,NA
1466,Mob Of Teenagers,mob of teenagers,NA
1467,Last Teenager,last teenager,NA
1468,A Dozen Little Girls,a dozen little girls,NA
1469,George,george,NA
1470,STEWART CHARACTER,stewart character,NA
1471,RAVI,ravi,NA
1472,English Boy,english boy,NA
1473,Police Dept. Machine,police dept machine,NA
1474,Jimmy Stewart Character,jimmy stewart character,NA
1475,Swashbuckler,swashbuckler,NA
1477,Fbi #1,fbi 1,NA
1478,Fbi #2,fbi 2,NA
1479,Professor Taylor,professor taylor,NA
1480,Englishman,englishman,NA
1481,Beekeeper #1,beekeeper 1,NA
1482,Beekeeper #2,beekeeper 2,NA
1483,Üter,Üter,NA
1484,Sherry,sherry,NA
1485,Various Kids,various kids,NA
1486,Radio Preacher,radio preacher,NA
1487,2nd Radio Preacher,2nd radio preacher,NA
1488,3rd Radio Preacher,3rd radio preacher,NA
1489,Engineer,engineer,NA
1490,Waiter #1,waiter 1,NA
1491,Childcare Worker,childcare worker,NA
1492,Little Kid,little kid,NA
1493,Mother #1,mother 1,NA
1494,Childcare Supervisor,childcare supervisor,NA
1495,Pinitchio,pinitchio,NA
1496,Technician #3,technician 3,NA
1497,Loud Speaker,loud speaker,NA
1498,Technician #4,technician 4,NA
1499,French Ticket Taker,french ticket taker,NA
1500,Jingle Singers,jingle singers,NA
