iso3c,country,region,income,year,population,overall_score,data_use_score,data_services_score,data_products_score,data_sources_score,data_infrastructure_score
NLD,Netherlands,Europe & Central Asia,High income,2022,17700982,92.5,100,96.9,81.97500000000001,83.625,100
PRT,Portugal,Europe & Central Asia,High income,2022,10409704,92.35833333333332,100,96.86666666666666,84.65,80.275,100
EST,Estonia,Europe & Central Asia,High income,2022,1348840,91.89208333333336,100,96.86666666666666,80.89375000000001,81.7,100
USA,United States,North America,High income,2022,333271411,91.87541666666668,100,93.13333333333334,80.61875,85.625,100
CAN,Canada,North America,High income,2022,38939056,91.82166666666669,100,92.73333333333332,76.55000000000001,89.825,100
DEU,Germany,Europe & Central Asia,High income,2022,83797985,91.78208333333332,100,94.86666666666666,82.36875,86.675,95
NOR,Norway,Europe & Central Asia,High income,2022,5457127,91.69916666666668,100,97.23333333333332,77.41250000000001,83.85,100
ESP,Spain,Europe & Central Asia,High income,2022,47778340,91.5025,100,91.2,78.5125,87.8,100
ITA,Italy,Europe & Central Asia,High income,2022,58940425,91.4525,100,93,82.33749999999999,81.925,100
FRA,France,Europe & Central Asia,High income,2022,67971311,90.83958333333332,100,92.26666666666664,81.28125,80.65,100
JPN,Japan,East Asia & Pacific,High income,2022,125124989,90.28875,100,90.3,82.09375000000001,84.05,95
AUT,Austria,Europe & Central Asia,High income,2022,9041851,90.10291666666669,100,89.53333333333333,85.03125,80.95,95
AUS,Australia,East Asia & Pacific,High income,2022,26014399,89.82625,90,94,80.48125,84.65,100
CZE,Czechia,Europe & Central Asia,High income,2022,10672118,89.61625,100,89.1,72.90625,86.075,100
GEO,Georgia,Europe & Central Asia,Upper middle income,2022,3712502,89.56625,100,92.5,86.08125,79.25,90
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,2022,5180829,89.43458333333334,100,86.66666666666667,90.30625,80.2,90
LVA,Latvia,Europe & Central Asia,High income,2022,1879383,89.05083333333334,100,97.06666666666666,72.7375,75.45,100
CHE,Switzerland,Europe & Central Asia,High income,2022,8775760,89.04125,100,88.39999999999999,82.63125,84.175,90
MEX,Mexico,Latin America & Caribbean,Upper middle income,2022,127504125,88.97458333333333,100,93.56666666666666,89.40625,86.9,75
HUN,Hungary,Europe & Central Asia,High income,2022,9643048,88.87250000000002,100,88.99999999999999,84.7125,80.65,90
GRC,Greece,Europe & Central Asia,High income,2022,10426919,88.74791666666665,100,88.23333333333332,74.33125000000001,81.17500000000001,100
BEL,Belgium,Europe & Central Asia,High income,2022,11685814,88.69666666666667,100,86.93333333333332,77.625,78.925,100
LTU,Lithuania,Europe & Central Asia,High income,2022,2831639,88.57083333333335,90,91.16666666666666,79.76250000000002,81.925,100
SVK,Slovak Republic,Europe & Central Asia,High income,2022,5431752,88.47083333333335,90,94.46666666666664,77.7625,80.125,100
KOR,"Korea, Rep.",East Asia & Pacific,High income,2022,51672569,88.45500000000001,100,93.4,78.925,84.95,85
NZL,New Zealand,East Asia & Pacific,High income,2022,5117200,88.26458333333335,100,92.66666666666666,80.25625000000001,78.4,90
LUX,Luxembourg,Europe & Central Asia,High income,2022,653103,88.08333333333334,100,93.56666666666666,76.85000000000001,70,100
BLR,Belarus,Europe & Central Asia,Upper middle income,2022,9228071,87.78916666666667,100,87.13333333333333,83.0625,73.75,95
IRL,Ireland,Europe & Central Asia,High income,2022,5127170,87.76125000000002,90,96.29999999999998,75.45625,77.05000000000001,100
BGR,Bulgaria,Europe & Central Asia,High income,2022,6465097,87.15041666666669,100,91.33333333333331,74.51875,79.9,90
SGP,Singapore,East Asia & Pacific,High income,2022,5637022,86.6675,100,100,59.162499999999994,94.175,80
GBR,United Kingdom,Europe & Central Asia,High income,2022,67791000,86.64750000000002,100,90.3,78.6875,74.25,90
ROU,Romania,Europe & Central Asia,High income,2022,19047009,86.64625000000001,100,94.2,73.98125,80.05,85
COL,Colombia,Latin America & Caribbean,Upper middle income,2022,51874024,86.22375000000001,100,85.19999999999999,87.94375,77.97500000000001,80
CHL,Chile,Latin America & Caribbean,High income,2022,19603733,86.10708333333332,100,85.56666666666666,75.31875,74.65,95
ISL,Iceland,Europe & Central Asia,High income,2022,382003,86.08666666666667,100,86.73333333333333,67.72500000000001,75.97500000000001,100
ISR,Israel,Middle East & North Africa,High income,2022,9557500,85.98166666666667,100,90.93333333333334,66.35,77.625,95
CYP,Cyprus,Europe & Central Asia,High income,2022,1251488,85.73208333333334,100,90.56666666666666,67.94375,75.15,95
TUR,Turkiye,Europe & Central Asia,Upper middle income,2022,84979913,85.72083333333333,90,86.79999999999998,85.8875,65.91666666666667,100
HRV,Croatia,Europe & Central Asia,High income,2022,3855641,84.84083333333334,100,87.36666666666666,65.0125,76.82500000000002,95
ARM,Armenia,Europe & Central Asia,Upper middle income,2022,2780469,84.72833333333334,100,85.43333333333332,83.64999999999999,64.55833333333332,90
ALB,Albania,Europe & Central Asia,Upper middle income,2022,2777689,84.42625000000001,100,69.76666666666667,80.05625,72.30833333333334,100
MDA,Moldova,Europe & Central Asia,Upper middle income,2022,2538894,84.07916666666667,100,95.4,72.01249999999999,67.98333333333333,85
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2022,6974900,83.98458333333335,100,81.03333333333333,88.10625,70.78333333333335,80
PHL,Philippines,East Asia & Pacific,Lower middle income,2022,115559009,83.95208333333332,100,92.66666666666666,84.81875,87.275,55.00000000000001
MNG,Mongolia,East Asia & Pacific,Upper middle income,2022,3398366,83.3175,100,97.16666666666669,84.96249999999999,74.45833333333334,60
RUS,Russian Federation,Europe & Central Asia,High income,2022,144236933,82.98458333333333,93.4,87.86666666666667,72.53125,71.125,90
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2022,1831712,82.8875,100,87.7,68.96249999999999,77.77499999999999,80
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2022,59893885,81.91250000000001,80,86.19999999999999,80.83749999999999,77.525,85
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,2022,5043612,81.59500000000001,90,91.5,71.24999999999999,70.225,85
THA,Thailand,East Asia & Pacific,Upper middle income,2022,71697030,81.46416666666669,100,81.3,86.21249999999999,54.80833333333332,85
BRA,Brazil,Latin America & Caribbean,Upper middle income,2022,215313498,81.08041666666666,90,87.33333333333333,72.89375,85.175,70
MLT,Malta,Middle East & North Africa,High income,2022,531113,80.83875,100,85.56666666666666,62.91875,80.70833333333333,75
SRB,Serbia,Europe & Central Asia,Upper middle income,2022,6664449,80.16083333333334,100,74.93333333333332,82.7375,73.13333333333333,70
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2022,18001000,79.24708333333334,100,89.1,86.11874999999999,61.016666666666666,60
LKA,Sri Lanka,South Asia,Lower middle income,2022,22181000,79.06166666666667,100,82.03333333333333,74.5,83.775,55.00000000000001
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2022,19634983,78.92916666666667,90,88.99999999999999,85.6625,69.98333333333333,60
IDN,Indonesia,East Asia & Pacific,Upper middle income,2022,275501339,78.92583333333333,100,91.56666666666666,84.5125,58.55,60
JOR,Jordan,Middle East & North Africa,Lower middle income,2022,11285869,78.62458333333333,80,90.36666666666666,84.13125,68.625,70
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2022,110990103,78.29291666666668,90,77.1,80.53125,73.83333333333334,70
UKR,Ukraine,Europe & Central Asia,Upper middle income,2022,38000000,77.85333333333332,100,54.03333333333333,80.7,59.53333333333333,95
ARG,Argentina,Latin America & Caribbean,Upper middle income,2022,46234830,76.81916666666667,90,80.13333333333333,83.33749999999999,70.625,60
URY,Uruguay,Latin America & Caribbean,High income,2022,3422794,76.67458333333332,100,87.6,75.70625,65.06666666666668,55.00000000000001
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2022,1262523,76.5225,90,85.9,74.01249999999999,62.7,70
MYS,Malaysia,East Asia & Pacific,Upper middle income,2022,33938221,76.16166666666668,80,87.7,84.1,74.00833333333333,55.00000000000001
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2022,17316449,75.96125,100,82.1,72.13125000000001,50.575,75
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2022,6780744,75.62333333333335,90,68.16666666666666,83.72500000000001,61.224999999999994,75
TUN,Tunisia,Middle East & North Africa,Lower middle income,2022,12356117,75.59083333333334,90,89.73333333333333,80.1125,63.108333333333334,55.00000000000001
MNE,Montenegro,Europe & Central Asia,Upper middle income,2022,617213,75.43458333333334,90,70,79.98124999999999,57.19166666666666,80
PER,Peru,Latin America & Caribbean,Upper middle income,2022,34049588,75.00291666666668,100,87.33333333333333,87.93125,54.75,45
IND,India,South Asia,Lower middle income,2022,1417173173,74.60083333333334,80,87.73333333333333,79.13749999999999,71.13333333333334,55.00000000000001
SAU,Saudi Arabia,Middle East & North Africa,High income,2022,36408820,74.38708333333334,70,88.36666666666666,71.14374999999998,77.425,65
ARE,United Arab Emirates,Middle East & North Africa,High income,2022,9441129,74.2525,90,79.5,69.2375,62.525000000000006,70
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,2022,35648100,74.13083333333333,80,76.63333333333333,75.68749999999999,63.33333333333334,75
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2022,6336392,73.76333333333334,90,79.89999999999999,75.55,53.36666666666666,70
MAR,Morocco,Middle East & North Africa,Lower middle income,2022,37457971,73.33458333333333,80,90.4,81.60625,69.66666666666667,45
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2022,11228821,72.87833333333333,100,67.96666666666667,73.6,47.825,75
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2022,17357886,72.64291666666666,80,62.1,81.10624999999997,70.00833333333334,70
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2022,10141756,70.78916666666669,80,69.33333333333334,70.18749999999999,64.425,70
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2022,12224110,70.68416666666666,100,66.93333333333334,77.8375,63.65,45
UGA,Uganda,Sub-Saharan Africa,Low income,2022,47249585,70.58875,100,65.76666666666667,77.06875000000001,40.108333333333334,70
RWA,Rwanda,Sub-Saharan Africa,Low income,2022,13776698,70.00666666666667,90,71.13333333333334,71.975,56.925,60
BGD,Bangladesh,South Asia,Lower middle income,2022,171186372,69.64958333333333,90,61.66666666666667,78.10625,58.475,60
MMR,Myanmar,East Asia & Pacific,Lower middle income,2022,54179306,69.60583333333334,90,67.53333333333333,77.8875,47.608333333333334,65
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2022,16320537,69.60125,100,67.03333333333332,82.73124999999999,38.24166666666667,60
PAN,Panama,Latin America & Caribbean,High income,2022,4408581,69.43625,80,65.73333333333333,81.80625,64.64166666666667,55.00000000000001
BFA,Burkina Faso,Sub-Saharan Africa,Low income,2022,22673762,69.41166666666666,100,69,77.6,40.45833333333334,60
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2022,3233526,69.12375,70,63.83333333333332,68.94375,62.84166666666666,80
PAK,Pakistan,South Asia,Lower middle income,2022,235824862,68.90458333333333,90,61.93333333333333,82.88125000000001,49.70833333333333,60
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2022,65497748,68.87125,90,70.7,78.45625,50.2,55.00000000000001
NER,Niger,Sub-Saharan Africa,Low income,2022,26207977,68.76583333333333,100,61.133333333333326,76.4375,46.25833333333333,60
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2022,54027487,68.56416666666667,90,62.33333333333333,74.01249999999999,46.475,70
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2022,28160542,67.75375,100,58.099999999999994,72.96875,42.7,65
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2022,2705992,67.67333333333333,90,65.96666666666667,82.625,44.775,55.00000000000001
VNM,Viet Nam,East Asia & Pacific,Lower middle income,2022,98186856,67.38791666666668,100,69.43333333333332,74.90625000000001,52.6,40
QAT,Qatar,Middle East & North Africa,High income,2022,2695122,66.71375,80,63.43333333333333,65.84375,59.291666666666664,65
TGO,Togo,Sub-Saharan Africa,Low income,2022,8848699,66.22791666666666,90,63.93333333333333,74.00625,43.2,60
BEN,Benin,Sub-Saharan Africa,Lower middle income,2022,13352864,65.75291666666668,90,69.39999999999999,78.85625,40.50833333333333,50
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2022,2827377,65.32958333333335,80,74.33333333333333,71.43124999999999,60.88333333333333,40
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,2022,593149,65.20208333333333,80,64.66666666666667,67.61874999999999,68.72500000000001,45
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2022,33475870,64.94250000000001,66.60000000000001,61.79999999999999,79.13749999999999,57.175,60
MWI,Malawi,Sub-Saharan Africa,Low income,2022,20405317,64.78458333333333,90,62.133333333333326,77.78125,49.00833333333333,45
KHM,Cambodia,East Asia & Pacific,Lower middle income,2022,16767842,64.26916666666666,80,63.63333333333332,78.4875,44.225,55.00000000000001
BLZ,Belize,Latin America & Caribbean,Upper middle income,2022,405272,64.18333333333334,70,64.86666666666667,63.375,67.67500000000001,55.00000000000001
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,2022,179857,64.17333333333333,70,69.73333333333333,61.37499999999999,64.75833333333333,55.00000000000001
MLI,Mali,Sub-Saharan Africa,Low income,2022,22593590,64.08208333333334,100,60.86666666666667,74.44375,40.1,45
LBR,Liberia,Sub-Saharan Africa,Low income,2022,5302681,63.95375,90,66.03333333333332,70.21875,33.516666666666666,60
WSM,Samoa,East Asia & Pacific,Lower middle income,2022,222382,63.68958333333333,80,62.999999999999986,69.15625,46.291666666666664,60
SYC,Seychelles,Sub-Saharan Africa,High income,2022,119878,63.34916666666667,90,44.23333333333333,55.2125,57.3,70
DZA,Algeria,Middle East & North Africa,Upper middle income,2022,44903225,62.236666666666665,80,57.833333333333336,73.225,50.125,50
NPL,Nepal,South Asia,Lower middle income,2022,30547580,62.041250000000005,80,63.39999999999999,81.00625,40.8,45
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2022,20017675,61.21458333333333,90,61.133333333333326,77.60625,32.333333333333336,45
BTN,Bhutan,South Asia,Lower middle income,2022,782455,61.12166666666668,90,64.03333333333332,68.6,42.974999999999994,40
TON,Tonga,East Asia & Pacific,Upper middle income,2022,106858,61.04999999999999,80,63.59999999999999,70.725,45.925,45
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2022,8605718,60.99625000000002,80,65.73333333333333,72.48125,46.766666666666666,40
BRN,Brunei Darussalam,East Asia & Pacific,High income,2022,449002,60.870000000000005,80,71.03333333333333,51.775000000000006,51.541666666666664,50
HND,Honduras,Latin America & Caribbean,Lower middle income,2022,10432860,60.773333333333326,90,63.99999999999999,79.175,40.69166666666666,30
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,2022,1341296,60.763333333333335,80,61.1,57.70000000000001,40.016666666666666,65
BRB,Barbados,Latin America & Caribbean,High income,2022,281635,60.70625,80,57.63333333333334,60.881249999999994,50.016666666666666,55.00000000000001
FJI,Fiji,East Asia & Pacific,Upper middle income,2022,929766,60.08541666666667,60,63.06666666666667,74.79375,42.56666666666666,60
ETH,Ethiopia,Sub-Saharan Africa,Low income,2022,123379924,59.912083333333335,80,64.53333333333333,75.81875000000001,39.208333333333336,40
KWT,Kuwait,Middle East & North Africa,High income,2022,4268873,59.91041666666666,60,63.16666666666666,59.79375,61.59166666666667,55.00000000000001
BWA,Botswana,Sub-Saharan Africa,Upper middle income,2022,2630296,59.80374999999999,50,68.9,72.36874999999999,62.74999999999999,45
AGO,Angola,Sub-Saharan Africa,Lower middle income,2022,35588987,59.64708333333335,80,60.76666666666666,69.74375,47.72500000000001,40
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,2022,4736139,59.41041666666666,90,63.19999999999999,58.318749999999994,25.533333333333335,60
AFG,Afghanistan,South Asia,Low income,2022,41128771,59.32833333333334,80,60,74.15,27.491666666666664,55.00000000000001
MDV,Maldives,South Asia,Upper middle income,2022,523787,59.25208333333332,70,63.99999999999999,67.61874999999999,59.64166666666666,35
MOZ,Mozambique,Sub-Saharan Africa,Low income,2022,32969518,59.16916666666666,70,59.7,68.96249999999999,42.18333333333334,55.00000000000001
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2022,7529475,58.67291666666667,76.6,65.73333333333333,66.80625,44.225,40
OMN,Oman,Middle East & North Africa,High income,2022,4576298,58.62791666666667,70,46.93333333333333,57.33125000000001,63.87500000000001,55.00000000000001
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2022,218541212,58.42333333333334,80,63.83333333333332,73.17499999999998,35.10833333333333,40
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2022,88550570,58.15083333333334,80,29.46666666666666,66.3875,69.89999999999999,45
SUR,Suriname,Latin America & Caribbean,Upper middle income,2022,618040,58.002083333333346,40,67.13333333333334,64.06875,58.80833333333334,60
