region,council,swim_site,date,time,enterococci_cfu_100ml,water_temperature_c,conductivity_ms_cm,latitude,longitude
Northern Sydney,Northern Beaches Council,Bungan Beach,2025-04-03,10:16:00,0,23,54300,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,Palm Beach,2025-04-03,11:28:00,2,24,54200,-33.598779,151.325824
Northern Sydney,Northern Beaches Council,Bilgola Beach,2025-04-03,10:41:00,12,23,55400,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,Turimetta Beach,2025-04-03,11:00:00,0,23,53400,-33.698084,151.310937
Sydney Harbour,Northern Beaches Council,Gurney Crescent Baths,2025-04-02,09:16:00,34,20,38250,-33.793451,151.235278
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,2025-04-02,08:30:00,13,21,52800,-33.845115,151.280546
Sydney Harbour,Lane Cove Council,Greenwich Baths,2025-04-02,11:06:00,17,21,49100,-33.84176,151.1829
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,2025-04-02,08:25:00,100,22,53200,-33.849889,151.276441
Sydney Harbour,Mosman Municipal Council,Chinamans Beach,2025-04-02,10:28:00,29,21,51200,-33.814094,151.248971
Sydney Harbour,Lane Cove Council,Tambourine Bay,2025-04-02,11:20:00,21,20,39710,-33.828066,151.161315
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,2025-04-02,08:54:00,44,21,53000,-33.803133,151.270604
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,2025-04-02,08:16:00,72,21,52700,-33.870027,151.265932
Sydney Harbour,Inner West Council,Callan Park Seawall,2025-04-02,07:18:00,42,20,50200,-33.862333,151.159306
Sydney Harbour,Woollahra Municipal Council,Camp Cove,2025-04-02,08:33:00,0,21,52700,-33.839395,151.278758
Sydney Harbour,Northern Beaches Council,Little Manly Cove,2025-04-02,08:42:00,25,21,52300,-33.807232,151.286808
Sydney Harbour,City of Canada Bay Council,Chiswick Baths,2025-04-02,11:46:00,2,22,47200,-33.847168,151.142892
Sydney Harbour,Inner West Council,Dawn Fraser Pool,2025-04-02,07:29:00,4,21,50400,-33.853237,151.172823
Sydney Harbour,Willoughby City Council,Northbridge Baths,2025-04-02,10:01:00,14,20,46700,-33.806043,151.222754
Sydney Harbour,North Sydney Council,Hayes Street Beach,2025-04-02,10:54:00,0,21,51800,-33.841715,151.219382
Sydney Harbour,Northern Beaches Council,Fairlight Beach,2025-04-02,08:51:00,9,21,52800,-33.800731,151.274778
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,2025-04-02,10:34:00,100,21,51900,-33.826888,151.253476
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,2025-04-02,11:34:00,12,21,52300,-33.83919,151.16949
Sydney Harbour,Northern Beaches Council,Manly Cove,2025-04-02,08:48:00,160,20,52200,-33.79944,151.282519
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,2025-04-02,10:44:00,34,21,52200,-33.839154,151.253349
Sydney Harbour,Northern Beaches Council,Davidson Reserve,2025-04-02,09:36:00,72,20,29870,-33.767929,151.200343
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,2025-04-02,08:22:00,14,21,52500,-33.849925,151.266231
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,2025-04-02,08:07:00,34,12,52500,-33.871276,151.246974
Sydney Harbour,The City of Sydney,Darling Harbour,2025-04-02,07:45:00,250,21,49200,-33.87129,151.20069
Sydney Harbour,Northern Beaches Council,Clontarf Pool,2025-04-02,09:05:00,80,20,47300,-33.80579,151.25172
Sydney Harbour,Mosman Municipal Council,Edwards Beach,2025-04-02,10:32:00,54,21,52300,-33.82138,151.25283
Sydney Harbour,City of Canada Bay Council,Cabarita Beach,2025-04-02,11:42:00,24,21,45900,-33.841448,151.11863
Sydney Harbour,Lane Cove Council,Woodford Bay,2025-04-02,11:12:00,3,21,45200,-33.831968,151.17254
Sydney City,Randwick City Council,South Maroubra Rockpool,2025-03-31,09:14:00,340,21,53700,-33.953515,151.258009
Sydney City,Randwick City Council,Malabar Beach,2025-03-31,09:40:00,130,22,52900,-33.96436,151.252247
Sydney City,Randwick City Council,Coogee Beach,2025-03-31,08:41:00,290,22,52100,-33.92076,151.25817
Western Sydney,Penrith City Council,Penrith Beach,2025-03-31,09:15:00,5,22,343,-33.694762,150.675921
Southern Sydney,Sutherland Shire Council,Oak Park Beach,2025-03-31,09:40:00,32,NA,NA,-34.06984,151.156853
Sydney City,Randwick City Council,Little Bay Beach,2025-03-31,10:02:00,270,22,52400,-33.979882,151.251417
Sydney City,Waverley Council,Bronte Beach,2025-03-31,08:04:00,110,21,54000,-33.903087,151.26879
Southern Sydney,Sutherland Shire Council,Elouera Beach,2025-03-31,08:53:00,42,21,53500,-34.04661,151.15966
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,2025-03-31,09:15:00,28,21,53200,-34.055497,151.155347
Sydney City,Waverley Council,Bondi Beach,2025-03-31,07:35:00,700,21,53200,-33.891157,151.278267
Western Sydney,Hawkesbury City Council,Windsor Beach,2025-03-31,10:20:00,310,23,258,-33.6044834,150.8170393
Southern Sydney,Sutherland Shire Council,Wanda Beach,2025-03-31,08:38:00,36,21,54200,-34.04393,151.1622
Western Sydney,Hawkesbury City Council,Yarramundi Reserve,2025-03-31,09:40:00,70,20,61,-33.6091226,150.6978862
Sydney City,Randwick City Council,South Maroubra Beach,2025-03-31,09:21:00,36,21,53700,-33.951378,151.257322
Sydney City,Randwick City Council,Clovelly Beach,2025-03-31,08:18:00,440,22,52200,-33.914578,151.267659
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,2025-03-31,09:00:00,28,21,53800,-34.05101,151.15659
Southern Sydney,Sutherland Shire Council,Boat Harbour,2025-03-31,08:12:00,240,21,54800,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),2025-03-31,09:34:00,13,21,53700,-34.06412,151.15542
Sydney City,Waverley Council,Tamarama Beach,2025-03-31,07:49:00,340,22,52800,-33.900805,151.270734
Sydney City,Randwick City Council,Gordons Bay (East),2025-03-31,08:28:00,300,21,52500,-33.915646,151.264558
Sydney City,Randwick City Council,Maroubra Beach,2025-03-31,09:01:00,38,21,52300,-33.948896,151.257459
Northern Sydney,Northern Beaches Council,Turimetta Beach,2025-03-28,13:01:00,2,23,54000,-33.698084,151.310937
Northern Sydney,Northern Beaches Council,Collaroy Beach,2025-03-28,12:27:00,80,23,53500,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,2025-03-28,12:47:00,0,23,54300,-33.705557,151.306407
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,2025-03-28,11:08:00,9,23,53800,-33.773397,151.293337
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),2025-03-28,10:19:00,270,23,53600,-33.800514,151.297668
Northern Sydney,Northern Beaches Council,South Steyne Beach,2025-03-28,10:06:00,250,22,53200,-33.79889,151.2903
Northern Sydney,Northern Beaches Council,North Steyne Beach,2025-03-28,09:57:00,200,23,53500,-33.79099,151.28801
Northern Sydney,Northern Beaches Council,Queenscliff Beach,2025-03-28,09:51:00,80,22,53400,-33.78689,151.28874
Northern Sydney,Northern Beaches Council,Bilarong Reserve,2025-03-28,13:22:00,24,24,45000,-33.710668,151.286896
Northern Sydney,Northern Beaches Council,North Curl Curl Beach,2025-03-28,11:18:00,7,23,54000,-33.767605,151.298194
Northern Sydney,Northern Beaches Council,Freshwater Beach,2025-03-28,10:57:00,1100,22,52600,-33.78164,151.29076
Northern Sydney,Northern Beaches Council,Long Reef Beach,2025-03-28,12:19:00,1,23,54400,-33.74525,151.30593
Northern Sydney,Northern Beaches Council,Dee Why Beach,2025-03-28,11:28:00,70,23,54100,-33.753299,151.297338
Northern Sydney,Northern Beaches Council,Narrabeen Lagoon (Birdwood Park),2025-03-28,12:49:00,14,24,44230,-33.703993,151.304952
Northern Sydney,Northern Beaches Council,Warriewood Beach,2025-03-28,13:08:00,0,23,54000,-33.69107,151.309221
Sydney Harbour,Lane Cove Council,Woodford Bay,2025-03-27,07:54:00,10,23,49500,-33.831968,151.17254
Sydney Harbour,The City of Sydney,Darling Harbour,2025-03-27,11:20:00,1200,23,35080,-33.87129,151.20069
Sydney Harbour,City of Canada Bay Council,Cabarita Beach,2025-03-27,07:26:00,1,23,49360,-33.841448,151.11863
Sydney Harbour,Mosman Municipal Council,Edwards Beach,2025-03-27,08:35:00,1,23,53400,-33.82138,151.25283
Sydney Harbour,Northern Beaches Council,Clontarf Pool,2025-03-27,09:57:00,0,23,52900,-33.80579,151.25172
Northern Sydney,Northern Beaches Council,Mona Vale Beach,2025-03-27,08:20:00,0,22,53400,-33.679704,151.313981
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,2025-03-27,07:40:00,7,23,49200,-33.83919,151.16949
Sydney Harbour,Northern Beaches Council,Manly Cove,2025-03-27,10:16:00,38,23,49200,-33.79944,151.282519
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,2025-03-27,08:23:00,3,22,53900,-33.839154,151.253349
Northern Sydney,Northern Beaches Council,Newport Beach,2025-03-27,07:56:00,8,22,53900,-33.653976,151.32375
Sydney Harbour,Northern Beaches Council,Davidson Reserve,2025-03-27,09:22:00,5,24,49800,-33.767929,151.200343
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,2025-03-27,10:43:00,1,23,53000,-33.849925,151.266231
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,2025-03-27,10:57:00,50,23,51800,-33.871276,151.246974
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,2025-03-27,08:32:00,5,23,53300,-33.826888,151.253476
Sydney Harbour,North Sydney Council,Hayes Street Beach,2025-03-27,08:12:00,6,22,53000,-33.841715,151.219382
Sydney Harbour,Willoughby City Council,Northbridge Baths,2025-03-27,08:57:00,9,23,53000,-33.806043,151.222754
Sydney Harbour,Northern Beaches Council,Fairlight Beach,2025-03-27,10:13:00,820,23,49100,-33.800731,151.274778
Sydney Harbour,Woollahra Municipal Council,Camp Cove,2025-03-27,10:32:00,1,22,52900,-33.839395,151.278758
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,2025-03-27,10:49:00,1600,22,35300,-33.870027,151.265932
Sydney Harbour,Inner West Council,Callan Park Seawall,2025-03-27,11:48:00,750,24,44890,-33.862333,151.159306
Sydney Harbour,City of Canada Bay Council,Chiswick Baths,2025-03-27,07:20:00,4,23,50800,-33.847168,151.142892
Northern Sydney,Northern Beaches Council,Whale Beach,2025-03-27,07:21:00,150,22,53900,-33.611207,151.332254
Sydney Harbour,Inner West Council,Dawn Fraser Pool,2025-03-27,11:36:00,70,23,49600,-33.853237,151.172823
Sydney Harbour,Northern Beaches Council,Little Manly Cove,2025-03-27,10:24:00,760,23,49700,-33.807232,151.286808
Northern Sydney,Northern Beaches Council,Bungan Beach,2025-03-27,08:07:00,0,22,53900,-33.665919,151.320776
Northern Sydney,Northern Beaches Council,Bilgola Beach,2025-03-27,07:46:00,0,22,53500,-33.645256,151.328774
Northern Sydney,Northern Beaches Council,Palm Beach,2025-03-27,07:16:00,1,22,55400,-33.598779,151.325824
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,2025-03-27,10:39:00,1000,23,49100,-33.849889,151.276441
Sydney Harbour,Lane Cove Council,Greenwich Baths,2025-03-27,07:59:00,5,22,52700,-33.84176,151.1829
Sydney Harbour,Mosman Municipal Council,Chinamans Beach,2025-03-27,08:37:00,0,23,53200,-33.814094,151.248971
Northern Sydney,Northern Beaches Council,Avalon Beach,2025-03-27,07:35:00,1,22,53800,-33.635658,151.332569
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,2025-03-27,10:10:00,2,23,53200,-33.803133,151.270604
Sydney Harbour,Lane Cove Council,Tambourine Bay,2025-03-27,07:45:00,8,23,48300,-33.828066,151.161315
Sydney Harbour,Northern Beaches Council,Gurney Crescent Baths,2025-03-27,09:40:00,0,24,52600,-33.793451,151.235278
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,2025-03-27,10:36:00,840,23,52400,-33.845115,151.280546
Sydney City,Randwick City Council,Maroubra Beach,2025-03-25,09:09:00,60,23,54400,-33.948896,151.257459
Sydney City,Randwick City Council,Gordons Bay (East),2025-03-25,08:39:00,1,23,53600,-33.915646,151.264558
Sydney City,Waverley Council,Tamarama Beach,2025-03-25,08:08:00,0,23,53500,-33.900805,151.270734
Sydney City,Randwick City Council,Clovelly Beach,2025-03-25,08:31:00,47,23,53800,-33.914578,151.267659
Sydney City,Randwick City Council,South Maroubra Beach,2025-03-25,09:21:00,3,23,53700,-33.951378,151.257322
Sydney City,Waverley Council,Bondi Beach,2025-03-25,07:55:00,22,23,54700,-33.891157,151.278267
Sydney City,Waverley Council,Bronte Beach,2025-03-25,08:20:00,30,23,53800,-33.903087,151.26879
Sydney City,Randwick City Council,Little Bay Beach,2025-03-25,09:54:00,120,23,54600,-33.979882,151.251417
Sydney City,Randwick City Council,South Maroubra Rockpool,2025-03-25,09:16:00,15,23,53800,-33.953515,151.258009
Sydney City,Randwick City Council,Malabar Beach,2025-03-25,09:38:00,250,23,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Coogee Beach,2025-03-25,08:52:00,26,23,53300,-33.92076,151.25817
Western Sydney,Penrith City Council,Penrith Beach,2025-03-24,08:50:00,13,24,352,-33.694762,150.675921
Western Sydney,Hawkesbury City Council,Windsor Beach,2025-03-24,10:00:00,330,25,507,-33.6044834,150.8170393
Western Sydney,Hawkesbury City Council,Yarramundi Reserve,2025-03-24,09:30:00,570,22,76,-33.6091226,150.6978862
Sydney City,Randwick City Council,South Maroubra Beach,2025-03-20,08:47:00,1,21,53600,-33.951378,151.257322
Sydney City,Waverley Council,Bondi Beach,2025-03-20,07:22:00,8,22,54800,-33.891157,151.278267
Sydney City,Randwick City Council,Clovelly Beach,2025-03-20,07:53:00,23,21,54000,-33.914578,151.267659
Sydney City,Waverley Council,Tamarama Beach,2025-03-20,07:33:00,21,21,54700,-33.900805,151.270734
Sydney City,Randwick City Council,Gordons Bay (East),2025-03-20,08:02:00,5,21,54100,-33.915646,151.264558
Sydney City,Randwick City Council,Maroubra Beach,2025-03-20,08:41:00,1,21,54100,-33.948896,151.257459
Sydney City,Randwick City Council,Coogee Beach,2025-03-20,08:20:00,3,21,54000,-33.92076,151.25817
Sydney City,Randwick City Council,Malabar Beach,2025-03-20,09:07:00,5,22,54000,-33.96436,151.252247
Sydney City,Randwick City Council,South Maroubra Rockpool,2025-03-20,08:52:00,1,21,54200,-33.953515,151.258009
Sydney City,Randwick City Council,Little Bay Beach,2025-03-20,09:19:00,11,22,54000,-33.979882,151.251417
Sydney City,Waverley Council,Bronte Beach,2025-03-20,07:44:00,16,21,54000,-33.903087,151.26879
Sydney Harbour,Woollahra Municipal Council,Murray Rose Pool,2025-03-19,07:57:00,2,23,53300,-33.871276,151.246974
Sydney Harbour,Woollahra Municipal Council,Nielsen Park,2025-03-19,08:11:00,22,20,53400,-33.849925,151.266231
Sydney Harbour,Northern Beaches Council,Davidson Reserve,2025-03-19,09:40:00,9,24,52400,-33.767929,151.200343
Sydney Harbour,Mosman Municipal Council,Clifton Gardens,2025-03-19,10:37:00,1,22,53300,-33.839154,151.253349
Sydney Harbour,The Council of the Municipality of Hunters Hill,Woolwich Baths,2025-03-19,11:22:00,1,24,50100,-33.83919,151.16949
Sydney Harbour,Northern Beaches Council,Manly Cove,2025-03-19,08:40:00,12,21,54100,-33.79944,151.282519
Sydney Harbour,Mosman Municipal Council,Balmoral Baths,2025-03-19,10:28:00,4,22,53800,-33.826888,151.253476
Sydney Harbour,The City of Sydney,Darling Harbour,2025-03-19,07:36:00,52,20,48700,-33.87129,151.20069
Sydney Harbour,Northern Beaches Council,Clontarf Pool,2025-03-19,08:57:00,46,23,53400,-33.80579,151.25172
Sydney Harbour,Mosman Municipal Council,Edwards Beach,2025-03-19,10:24:00,1,23,54100,-33.82138,151.25283
Sydney Harbour,City of Canada Bay Council,Cabarita Beach,2025-03-19,11:33:00,7,24,50400,-33.841448,151.11863
Sydney Harbour,Lane Cove Council,Woodford Bay,2025-03-19,11:07:00,1,23,51400,-33.831968,151.17254
Sydney Harbour,Woollahra Municipal Council,Watsons Bay,2025-03-19,08:21:00,3,21,54400,-33.845115,151.280546
Sydney Harbour,Northern Beaches Council,Gurney Crescent Baths,2025-03-19,09:09:00,36,24,52400,-33.793451,151.235278
Sydney Harbour,Northern Beaches Council,Forty Baskets Pool,2025-03-19,08:45:00,4,22,54100,-33.803133,151.270604
Sydney Harbour,Lane Cove Council,Tambourine Bay,2025-03-19,11:14:00,10,24,49400,-33.828066,151.161315
Sydney Harbour,Woollahra Municipal Council,Parsley Bay,2025-03-19,08:19:00,68,22,53600,-33.849889,151.276441
Sydney Harbour,Mosman Municipal Council,Chinamans Beach,2025-03-19,10:21:00,30,24,54000,-33.814094,151.248971
Sydney Harbour,Lane Cove Council,Greenwich Baths,2025-03-19,11:00:00,1,23,52200,-33.84176,151.1829
Sydney Harbour,North Sydney Council,Hayes Street Beach,2025-03-19,10:48:00,4,23,53400,-33.841715,151.219382
Sydney Harbour,Willoughby City Council,Northbridge Baths,2025-03-19,09:54:00,10,24,54100,-33.806043,151.222754
Sydney Harbour,Northern Beaches Council,Fairlight Beach,2025-03-19,08:41:00,3,22,54000,-33.800731,151.274778
Sydney Harbour,Woollahra Municipal Council,Rose Bay Beach,2025-03-19,08:05:00,24,22,52600,-33.870027,151.265932
Sydney Harbour,Inner West Council,Callan Park Seawall,2025-03-19,07:12:00,0,23,52400,-33.862333,151.159306
Sydney Harbour,Woollahra Municipal Council,Camp Cove,2025-03-19,08:25:00,0,22,54400,-33.839395,151.278758
Sydney Harbour,Northern Beaches Council,Little Manly Cove,2025-03-19,08:33:00,26,21,54400,-33.807232,151.286808
Sydney Harbour,Inner West Council,Dawn Fraser Pool,2025-03-19,07:21:00,2,23,52400,-33.853237,151.172823
Sydney Harbour,City of Canada Bay Council,Chiswick Baths,2025-03-19,11:39:00,1,24,51400,-33.847168,151.142892
Northern Sydney,Northern Beaches Council,South Curl Curl Beach,2025-03-18,08:29:00,3,20,54300,-33.773397,151.293337
Southern Sydney,Sutherland Shire Council,South Cronulla Beach,2025-03-18,09:04:00,0,20,54400,-34.055497,151.155347
Southern Sydney,Sutherland Shire Council,Wanda Beach,2025-03-18,08:28:00,0,19,54100,-34.04393,151.1622
Northern Sydney,Northern Beaches Council,Shelly Beach (Manly),2025-03-18,07:57:00,4,19,54500,-33.800514,151.297668
Northern Sydney,Northern Beaches Council,Collaroy Beach,2025-03-18,09:18:00,0,20,54300,-33.732619,151.302884
Northern Sydney,Northern Beaches Council,North Narrabeen Beach,2025-03-18,09:31:00,0,20,54400,-33.705557,151.306407
Southern Sydney,Sutherland Shire Council,Boat Harbour,2025-03-18,07:37:00,2,19,54400,-34.038723,151.200127
Southern Sydney,Sutherland Shire Council,North Cronulla Beach,2025-03-18,08:51:00,0,20,54200,-34.05101,151.15659
Northern Sydney,Northern Beaches Council,Turimetta Beach,2025-03-18,09:42:00,0,22,54400,-33.698084,151.310937
Southern Sydney,Sutherland Shire Council,Shelly Beach (Sutherland),2025-03-18,09:17:00,0,20,54200,-34.06412,151.15542
Northern Sydney,Northern Beaches Council,Warriewood Beach,2025-03-18,09:49:00,0,22,53900,-33.69107,151.309221
Northern Sydney,Northern Beaches Council,Narrabeen Lagoon (Birdwood Park),2025-03-18,09:37:00,14,24,44500,-33.703993,151.304952
Northern Sydney,Northern Beaches Council,Dee Why Beach,2025-03-18,08:54:00,8,20,54600,-33.753299,151.297338
Southern Sydney,Sutherland Shire Council,Oak Park Beach,2025-03-18,09:31:00,5,20,54000,-34.06984,151.156853
Northern Sydney,Northern Beaches Council,Long Reef Beach,2025-03-18,09:09:00,0,20,54200,-33.74525,151.30593
Southern Sydney,Sutherland Shire Council,Elouera Beach,2025-03-18,08:42:00,0,20,54200,-34.04661,151.15966
Northern Sydney,Northern Beaches Council,South Steyne Beach,2025-03-18,07:37:00,8,21,54200,-33.79889,151.2903
Southern Sydney,Sutherland Shire Council,Greenhills Beach,2025-03-18,07:59:00,1,20,54200,-34.03479,151.18418
Northern Sydney,Northern Beaches Council,North Curl Curl Beach,2025-03-18,08:44:00,1,20,54500,-33.767605,151.298194
Northern Sydney,Northern Beaches Council,Freshwater Beach,2025-03-18,08:23:00,30,20,54400,-33.78164,151.29076
Northern Sydney,Northern Beaches Council,Bilarong Reserve,2025-03-18,10:03:00,15,23,44800,-33.710668,151.286896
Northern Sydney,Northern Beaches Council,Queenscliff Beach,2025-03-18,07:31:00,20,21,54200,-33.78689,151.28874
