dataset_url,contact_name,contact_email,bureau_code,program_code,category,tags,publisher,public_access_level,footnotes,license,source_link,issued,geographic_coverage,temporal_applicability,update_frequency,described_by,homepage,geographic_unit_of_analysis,suggested_citation,geospatial_resolution,references,glossary_methodology,access_level_comment,analytical_methods_reference,language,collection
https://archive.org/download/20250128-cdc-datasets/AH_Cumulative_Provisional_COVID-19_Deaths_by_Sex_Race_and_Age_from_1_1_2020_to_7_28_2020-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, provisional, mortality, deaths, united states, sex, race, hispanic origin, age group, age, all causes, causes of death, covid-19, coronavirus, natural cause, septicemia, cancer, diabetes, alzheimer disease, influenza, pneumonia, chronic lower respiratory disease, respiratory disease, kidney disease, diseases of heart, cerebrovascular disease",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,2020-07-22,United States,2020-01-01/2020-07-28,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,"National Center for Health Statistics. AH Cumulative Provisional COVID-19 Deaths by Sex, Race, and Age from 1/1/2020 to 7/28/2020. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/mwk9-wnfr.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Cumulative_Provisional_Death_Counts_by_Sex_Race_and_Age_from_1_1_2020_to_7_4_2020-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, provisional, mortality, deaths, united states, weekly, sex, race, hispanic origin, age group, age, all causes, causes of death, covid-19, coronavirus, natural cause, septicemia, cancer, diabetes, alzheimer disease, influenza, pneumonia, chronic lower respiratory disease, respiratory disease, kidney disease, diseases of heart, cerebrovascular disease",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,2020-08-04,United States,2020-01-01/2020-07-04,irregular,NA,https://www.cdc.gov/nchs/nvss/index.htm,NA,"National Center for Health Statistics. AH Cumulative Provisional Death Counts by Sex, Race, and Age from 1/1/2020 to 7/4/2020. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/sf7h-sajc.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Deaths_by_Educational_Attainment_2019-2020-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"deaths, covid-19, education, race, age, sex, nchs, nvss, mortality, united states, yearly, coronavirus, hispanic origin, age group, provisional, all causes, sdoh-high-school, sdoh-higher-education",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,2021-02-24,United States,NA,irregular,NA,https://www.cdc.gov/nchs/nvss/index.htm,NA,"National Center for Health Statistics. AH Deaths by Educational Attainment, 2019-2020. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/4ueh-89p9.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Deaths_by_Week_Sex_and_Age_for_2018-2020-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, provisional, deaths, mortality, united states, weekly, sex, age, age group, all causes",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2021-03-25,United States,2018/2020,irregular,NA,https://www.cdc.gov/nchs/nvss/index.htm,NA,"National Center for Health Statistics. AH Deaths by Week, Sex, and Age for 2018-2020. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/w56u-89fn.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Deaths_by_Year_Sex_and_Age_for_2015-2020-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, provisional, deaths, mortality, united states, yearly, age, age group, sex, all causes",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2021-03-25,United States,2015/2020,irregular,NA,https://www.cdc.gov/nchs/nvss/index.htm,NA,"National Center for Health Statistics. AH Deaths by Year, Sex, and Age for 2015-2020. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/chcz-j2du.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Excess_Deaths_by_Sex_Age_and_Race_and_Hispanic_Origin-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"excess deaths, covid-19, nchs, nvss, provisional, mortality, deaths, united states, weekly, age, age group, race, hispanic origin, sex, all causes, coronavirus",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/nvss/vsrr/covid19/excess_deaths.htm,2020-11-12,United States,NA,irregular,NA,https://www.cdc.gov/nchs/nvss/vsrr/covid19/excess_deaths.htm,NA,"National Center for Health Statistics. AH Excess Deaths by Sex, Age, and Race and Hispanic Origin. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/m74n-4hbs.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Monthly_COVID-19_Deaths_by_Census_Region_Age_Place_and_Race_and_Hispanic_Origin_2020_Provisional-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, provisional, mortality, deaths, united states, monthly, age group, age, race, hispanic origin, sex, covid-19, coronavirus, place of death, census region",National Center for Health Statistics,public,"Number of deaths reported in this table are the total number of deaths received and coded as of the date of analysis, and do not represent all deaths that occurred in that period. Data during this period are incomplete because of the lag in time between when the death occurred and when the death certificate is completed, submitted to NCHS and processed for reporting purposes. This delay can range from 1 week to 8 weeks or more.",Public Domain U.S. Government,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,2020-09-15,United States,NA,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,"National Center for Health Statistics. AH Monthly COVID-19 Deaths, by Census Region, Age, Place, and Race and Hispanic Origin, 2020 Provisional. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/w4jm-mysj.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Monthly_Provisional_COVID-19_Deaths_by_Census_Region_Age_and_Race_and_Hispanic_Origin-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, provisional, mortality, deaths, monthly, age group, age, race, hispanic origin, sex, covid-19, coronavirus, place of death, united states, census region",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,2020-09-11,United States,NA,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,"National Center for Health Statistics. AH Monthly Provisional COVID-19 Deaths, by Census Region, Age, and Race and Hispanic Origin. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/aie4-agrk.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Monthly_Provisional_Counts_of_Deaths_by_Age_Group_and_HHS_region_for_Select_Causes_of_Death_2019-2021-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, provisional, mortality, deaths, united states, monthly, age, age group, all causes, causes of death, covid-19, coronavirus, natural cause, septicemia, cancer, diabetes, alzheimer disease, influenza, pneumonia, chronic lower respiratory disease, respiratory disease, kidney disease, diseases of heart, cerebrovascular disease, hhs region",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/nvss/covid-19.htm,2020-09-04,"United States, Puerto Rico",NA,irregular,NA,https://www.cdc.gov/nchs/nvss/index.htm,NA,"National Center for Health Statistics. AH Monthly Provisional Counts of Deaths by Age Group and HHS region for Select Causes of Death, 2019-2021. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/ezfr-g6hf.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Monthly_Provisional_Counts_of_Deaths_for_Select_Causes_of_Death_by_Age_and_Race_and_Hispanic_Origin-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"age, race, hispanic origin, monthly, nchs, nvss, age group, united states, mortality, coronavirus, covid-19, all causes, provisional, causes of death, deaths, natural cause, septicemia, cancer, diabetes, alzheimer disease, influenza, pneumonia, chronic lower respiratory disease, respiratory disease, kidney disease, diseases of heart, cerebrovascular disease",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/nvss/covid-19.htm,2021-02-11,United States,NA,irregular,NA,https://www.cdc.gov/nchs/nvss/index.htm,NA,"National Center for Health Statistics. AH Monthly Provisional Counts of Deaths for Select Causes of Death by Age, and Race and Hispanic Origin. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/r5pw-bk5t.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Monthly_Provisional_Counts_of_Deaths_for_Select_Causes_of_Death_by_Sex_Age_and_Race_and_Hispanic_Origin-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"covid-19, mortality, monthly, age group, sex, race, nchs, nvss, provisional, deaths, united states, age, hispanic origin, causes of death, all causes, coronavirus, natural cause, septicemia, cancer, diabetes, alzheimer disease, influenza, pneumonia, chronic lower respiratory disease, respiratory disease, kidney disease, diseases of heart, cerebrovascular disease",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/nvss/covid-19.htm,2020-09-04,United States,NA,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,"National Center for Health Statistics. AH Monthly Provisional Counts of Deaths for Select Causes of Death by Sex, Age, and Race and Hispanic Origin. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/65mz-jvh5.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Provisional_COVID-19_Death_Counts_by_Quarter_and_County-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, deaths, mortality, provisional, united states, county, quarterly, covid-19, coronavirus, all causes",National Center for Health Statistics,public,"Deaths with confirmed or presumed COVID-19, coded to ICD–10 code U07.1. Number of deaths reported in this table are the total number of deaths received and coded as of the date of analysis and do not represent all deaths that occurred in that period. Data during this period are incomplete because of the lag in time between when the death occurred and when the death certificate is completed, submitted to NCHS and processed for reporting purposes.",Public Domain U.S. Government,https://www.cdc.gov/nchs/nvss/vsrr/covid_weekly/index.htm,2021-10-06,NA,NA,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,National Center for Health Statistics. AH Provisional COVID-19 Death Counts by Quarter and County. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/dnhi-s2bf.,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Provisional_COVID-19_Death_Counts_by_Week_Race_and_Age_US_2020-2023-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, provisional, mortality, deaths, united states, weekly, age, age group, race, hispanic origin, coronavirus, covid-19, all causes, children",National Center for Health Statistics,public,"Number of deaths reported in this table are the total number of deaths received and coded as of the date of analysis, and do not represent all deaths that occurred in that period. Data during this period are incomplete because of the lag in time between when the death occurred and when the death certificate is completed, submitted to NCHS and processed for reporting purposes. This delay can range from 1 week to 8 weeks or more.",Public Domain U.S. Government,https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm,2021-10-21,NA,NA,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,"National Center for Health Statistics. AH Provisional COVID-19 Death Counts by Week, Race, and Age, United States 2020-2023. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/siwp-yg6m.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Provisional_COVID-19_Deaths_By_Race_Age_and_Sex_from_3_1_2020_to_7_31_2020-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"race, age, sex, deaths, covid-19, nchs, nvss, mortality, provisional, united states, age group, hispanic origin, coronavirus, all causes",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/nvss/covid-19.htm,2021-02-01,United States,2020-03-01/2020-07-31,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,"National Center for Health Statistics. AH Provisional COVID-19 Deaths By Race, Age, and Sex from 3/1/2020 to 7/31/2020. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/s9qn-46pq.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Provisional_COVID-19_Deaths_Counts_by_Health_Service_Area-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"covid-19, deaths, health service area, nchs, mortality, coronavirus, yearly, nvss, all causes, provisional, united states",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2019-06-26,United States,NA,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,National Center for Health Statistics. AH Provisional COVID-19 Deaths Counts by Health Service Area. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/7873-6w4v.,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Provisional_COVID-19_Deaths_and_Contributing_Conditions_by_Sex_Race_and_Hispanic_Origin_and_Age_2020-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, mortality, deaths, united states, provisional, health conditions, covid-19, coronavirus, sex, age, age group, race, hispanic origin, septicemia, cancer, diabetes, alzheimer disease, influenza, pneumonia, chronic lower respiratory disease, respiratory disease, kidney disease, circulatory disease, hypertensive disease, cerebrovascular disease",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/,2021-04-14,United States,NA,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,"National Center for Health Statistics. AH Provisional COVID-19 Deaths and Contributing Conditions by Sex, Race and Hispanic Origin, and Age, 2020. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/tdmv-axfy.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Provisional_COVID-19_Deaths_by_Age_US_Week_40_2020_through_Week_39_2021-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, deaths, mortality, provisional, united states, coronavirus, covid-19, age group, age, all causes",National Center for Health Statistics,public,"Deaths with confirmed or presumed COVID-19, coded to ICD–10 code U07.1. Number of deaths reported in this table are the total number of deaths received and coded as of the date of analysis and do not represent all deaths that occurred in that period. Data during this period are incomplete because of the lag in time between when the death occurred and when the death certificate is completed, submitted to NCHS and processed for reporting purposes.",Public Domain U.S. Government,https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm,2021-10-06,United States,2020/2021,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,"National Center for Health Statistics. AH Provisional COVID-19 Deaths by Age, United States, Week 40 2020 through Week 39 2021. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/mawz-airi.",NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Provisional_COVID-19_Deaths_by_County_and_Age_for_2020-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"nchs, nvss, mortality, deaths, yearly, county, age, age group, covid-19, coronavirus, all causes, provisional, united states, sdoh-environmental",National Center for Health Statistics,public,NA,Public Domain U.S. Government,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,2021-04-28,United States,2020-01-01/2020-12-31,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,National Center for Health Statistics. AH Provisional COVID-19 Deaths by County and Age for 2020. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/xmrr-rw5u.,NA,NA,NA,NA,NA,NA,NA
https://archive.org/download/20250128-cdc-datasets/AH_Provisional_COVID-19_Deaths_by_Educational_Attainment_Race_Sex_and_Age-meta.csv,National Center for Health Statistics,cdcinfo@cdc.gov,009:20,009:020,NCHS,"education, race, age, sex, covid-19, nchs, nvss, provisional, mortality, deaths, united states, age group, hispanic origin, coronavirus, all causes, sdoh-high-school, sdoh-higher-education",National Center for Health Statistics,public,NA,Public Domain U.S. Government,NA,2021-02-03,United States,NA,irregular,NA,https://www.cdc.gov/nchs/covid19/covid-19-mortality-data-files.htm,NA,"National Center for Health Statistics. AH Provisional COVID-19 Deaths by Educational Attainment, Race, Sex, and Age. Date accessed [Last accessed date]. Available from https://data.cdc.gov/d/3ts8-hsrw.",NA,NA,NA,NA,NA,NA,NA
