Number,Name,Brand,Release_Year,Concentration,Rating_Value,Rating_Count,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Perfumers,URL
NA,Flower Power Ramón Monegal 2022 Eau de Parfum,Ramón Monegal,2022,Eau de Parfum,NA,NA,NA,"Loganberry, Pink pepper, Strawberry","Florentine iris, Lily of the valley, Rose","Patchouli, Styrax, Vanilla",Ramón Monegal Maso,https://www.parfumo.com/Perfumes/Ramon_Monegal/flower-power-eau-de-parfum
NA,fM - Cardamom & Oakmoss,Yntenzo,NA,NA,NA,NA,"Spicy, Woody, Earthy","Cardamom, Fir, Orange, Petitgrain, Sicilian lemon","Jasmine, Lily of the valley, Rose, Rosemary","Brazilian rosewood, Musk, Oakmoss, Vetiver",NA,https://www.parfumo.com/Perfumes/Yntenzo/fM__Cardamom__Oakmoss
NA,Friday Forever,Zara,NA,NA,7,2,"Green, Aquatic, Citrus, Fresh, Floral",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Friday_Forever
NA,fW - Blackcurrant & Coffee,Yntenzo,NA,NA,NA,NA,NA,"Blackcurrant, Green mandarin orange, Pear","Coffee, Jasmine, Orange blossom, Tea","Musk, White woods",NA,https://www.parfumo.com/Perfumes/Yntenzo/fW__Blackcurrant__Coffee
NA,generation for Her Playboy 2014 Body Mist,Playboy,2014,Body Mist,NA,NA,"Fruity, Synthetic, Sweet","Cherry, Mandarin orange, Pink pepper","Jasmine leaf, Raspberry, Violet","Cedarwood, Musk, Sandalwood","Juliette Karagueuzoglou, IFF (International Flavors & Fragrances)",https://www.parfumo.com/Perfumes/Playboy/generation_for_Her_Body_Mist
NA,generation for Her Playboy 2014 Eau de Toilette,Playboy,2014,Eau de Toilette,5.1,11,"Synthetic, Sweet, Fruity, Woody","Cherry, Mandarin orange, Pink pepper","Jasmine leaf, Raspberry, Violet","Cedarwood, Musk, Sandalwood","Juliette Karagueuzoglou, IFF (International Flavors & Fragrances)",https://www.parfumo.com/Perfumes/Playboy/generation_for_Her_Eau_de_Toilette
NA,generation for Him Playboy 2014 After Shave,Playboy,2014,After Shave,4.3,3,NA,"Cinnamon, Pineapple, Bergamot","Tonka bean syrup, Cashmeran, Lavender","Cedarwood, Leather, Vanilla","Alexandra Kosinski, Givaudan",https://www.parfumo.com/Perfumes/Playboy/generation_for_Him_After_Shave
NA,generation for Him Playboy 2014 Eau de Toilette,Playboy,2014,Eau de Toilette,6.2,20,"Sweet, Fruity, Oriental, Woody, Spicy","Cinnamon, Pineapple, Bergamot","Tonka bean syrup, Cashmeran, Lavender","Cedarwood, Leather, Vanilla","Alexandra Kosinski, Givaudan",https://www.parfumo.com/Perfumes/Playboy/generation_for_Him_Eau_de_Toilette
NA,Girl - Beach Babe,Clash,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Clash/Girl__Beach_Babe
NA,Girl - Blondes vs. Brunettes,Clash,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Clash/Girl__Blondes_vs_Brunettes
NA,Girl - Innoscent,Clash,2007,NA,NA,NA,"Resinous, Sweet, Spicy, Oriental, Woody","Pink pepper, Rose","Geranium, Labdanum, Saffron, Moldy Wallpaper","Oud, Gaiac wood, Patchouli, Sandalwood, Vetiver",NA,https://www.parfumo.com/Perfumes/Clash/Girl__Innoscent
NA,Girl - Miss Portofino,Clash,NA,NA,NA,NA,NA,"Bourbon whiskey, Calabrian bergamot, Herbs, Kumquat, White pepper, Yuzu, Zarbot","Clary sage, Iris, Italian leather, Lavender, Vorblex","Musk, Sandalwood, Sweet notes, Tonka bean, Vetiver, Mothball",NA,https://www.parfumo.com/Perfumes/Clash/Girl__Miss_Portofino
NA,Girl - Runaway Girl,Clash,NA,NA,NA,NA,"Aquatic, Citrus, Fresh, Synthetic, Fruity",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Clash/Girl__Runaway_Girl
NA,Girl - Scarlett,Clash,2015,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Clash/Girl__Scarlett
NA,Glowallday,Hollister,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Hollister/Glowallday
NA,gM - Cinnamon & Myrrh,Yntenzo,NA,NA,NA,NA,NA,"Bergamot, Ginger, Grapefruit, Green notes, Thyme","Apple, Cinnamon, Leather, Liquor, Vanilla","Cashmeran, Cedar, Myrrh, Patchouli, Sugar, Woody notes",NA,https://www.parfumo.com/Perfumes/Yntenzo/gM__Cinnamon__Myrrh
NA,gW - Raspberry & Vanilla,Yntenzo,NA,NA,NA,NA,NA,"Lemon, Neroli, Raspberry",Rose,"Amberwood, Musk, Vanilla",NA,https://www.parfumo.com/Perfumes/Yntenzo/gW__Raspberry__Vanilla
NA,Happiness Loading,Zara,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Happiness_Loading
NA,Happy,The Dua Brand / Dua Fragrances,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/the-dua-brand/happy
NA,Hashtag,27 87 Perfumes,2010,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/27_87_Perfumes/Hashtag
NA,HeyConfessors Sucreabeille Eau de Parfum,Sucreabeille,NA,Eau de Parfum,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Sucreabeille/heyconfessors-eau-de-parfum
NA,HeyConfessors Sucreabeille Perfume Oil,Sucreabeille,NA,Perfume Oil,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Sucreabeille/heyconfessors-perfume-oil
NA,hM - Orange & Vetiver,Yntenzo,NA,NA,NA,NA,NA,"Grapefruit, Orange","Pelargonium, Pepper","Benzoin, Cedar, Patchouli, Vetiver",NA,https://www.parfumo.com/Perfumes/Yntenzo/hM__Orange__Vetiver
NA,Holidaymood,Zara,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/holidaymood
NA,hW - White Flower & Tonka Bean,Yntenzo,NA,NA,NA,NA,NA,"Almond, Bergamot, Coffee","Jasmine sambac, Orris root, Tuberose","Cocoa, Sandalwood, Tonka bean, Vanilla",NA,https://www.parfumo.com/Perfumes/Yntenzo/hW__White_Flower__Tonka_Bean
NA,iM - Citrus & Amberwood,Yntenzo,NA,NA,NA,NA,"Citrus, Woody, Fruity, Fresh, Floral","Grapefruit, Violet leaf","Brazilian rosewood, Marine notes, Violet, Woody notes","Ambergris, Amberwood",NA,https://www.parfumo.com/Perfumes/Yntenzo/iM__Citrus__Amberwood
NA,ImAction,Toni Cabal / Drops,NA,NA,NA,NA,NA,"French lavender, Italian bergamot, Italian green mandarin orange, Key lime","Amber, Marine notes, Ozonic notes, Woody notes","Indian mysore sandalwood, Musk",Antoni Cabal,https://www.parfumo.com/Perfumes/toni-cabal/imaction
NA,ImAddiction,Toni Cabal / Drops,NA,NA,NA,NA,NA,"Tobacco absolute, White thyme","Leathery notes, Saffron","Java vetiver, Musk",Antoni Cabal,https://www.parfumo.com/Perfumes/toni-cabal/imaddiction
NA,ImChange,Toni Cabal / Drops,NA,NA,NA,NA,NA,"Italian bergamot, Mugwort, Smoky notes","Madagascan clove, Texas cedar","Bourbon vanilla, Indian mysore sandalwood",Antoni Cabal,https://www.parfumo.com/Perfumes/toni-cabal/imchange
NA,ImDifferent,Toni Cabal / Drops,NA,NA,NA,NA,NA,"Cypriol, Tonka bean, Turkish rose","Amber, Chocolate, Labdanum, Woody notes","Bourbon vanilla, Indonesian patchouli",Antoni Cabal,https://www.parfumo.com/Perfumes/toni-cabal/imdifferent
NA,ImSmart,Toni Cabal / Drops,NA,NA,NA,NA,NA,"French lavender, Italian bergamot","Iris, Texas cedar","Indonesian patchouli, Java vetiver",Antoni Cabal,https://www.parfumo.com/Perfumes/toni-cabal/imsmart
NA,ImSpice,Toni Cabal / Drops,NA,NA,NA,NA,NA,"Bitter orange, Black pepper, French lavender, Pink pepper",Ceylon cinnamon,"Bourbon vanilla, Musk, Thai benzoin",Antoni Cabal,https://www.parfumo.com/Perfumes/toni-cabal/imspice
NA,ImSpirit,Toni Cabal / Drops,NA,NA,NA,NA,NA,"Black pepper, Frankincense, Key lime","Madagascan clove, Marine notes","Indian mysore sandalwood, Musk",Antoni Cabal,https://www.parfumo.com/Perfumes/toni-cabal/imspirit
NA,ImWild,Toni Cabal / Drops,NA,NA,NA,NA,NA,"Ginger, Guatemala cardamom, Italian bergamot, Ozonic notes","Amber, Virginia cedar, Woody notes",Indian mysore sandalwood,Antoni Cabal,https://www.parfumo.com/Perfumes/toni-cabal/imwild
NA,iW - Praline & Vanilla,Yntenzo,NA,NA,NA,NA,NA,"Bergamot, Lemon, Mandarin orange","Blackcurrant, Iris, Peach, Rose","Musk, Patchouli",NA,https://www.parfumo.com/Perfumes/Yntenzo/iW__Praline__Vanilla
NA,jW - Ginger & Tuberose,Yntenzo,NA,NA,NA,NA,NA,"Ginger, Green notes, Mandarin orange","Cedar, Coconut, Tuberose","Amber, Sandalwood, Vanilla",NA,https://www.parfumo.com/Perfumes/Yntenzo/jW__Ginger__Tuberose
NA,kW - Iris & Musk,Yntenzo,NA,NA,NA,NA,NA,"Bergamot, Lemon, Mandarin orange","Blackcurrant, Iris, Peach, Rose","Musk, Patchouli",NA,https://www.parfumo.com/Perfumes/Yntenzo/kW__Iris__Musk
NA,La Isla Blanca Ramón Monegal 2018 Eau de Toilette,Ramón Monegal,2018,Eau de Toilette,8,44,"Fresh, Floral, Aquatic, Citrus, Spicy","Aldehydes, Aniseed, Ginger","Heliotrope, Almond blossom, Jasmine, Salty notes","White musk, Tonka bean, Patchouli",Ramón Monegal Maso,https://www.parfumo.com/Perfumes/Ramon_Monegal/la-isla-blanca-eau-de-toilette
NA,La Isla Blanca Ramón Monegal 2022 Eau de Parfum,Ramón Monegal,2022,Eau de Parfum,8.2,24,"Sweet, Fresh, Floral, Citrus, Spicy","Pine needle, Blackcurrant, Date","Ylang-ylang, Almond blossom, Heliotrope","Frankincense, Gaiac wood, Sandalwood",Ramón Monegal Maso,https://www.parfumo.com/Perfumes/Ramon_Monegal/la-isla-blanca-eau-de-parfum
NA,Livetosparkle,Hollister,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Hollister/Livetosparkle
NA,Midsummer Deep Fougère,Zara,2017,NA,6.7,25,"Spicy, Woody, Fresh, Fougère, Green",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Midsummer_Deep_Fougere
NA,Midsummer Orange Zest,Zara,2017,NA,8,74,"Citrus, Fresh, Fruity, Green, Spicy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Midsummer_Orange_Zest
NA,MrsGlossMadeMeDoIt,4160 Tuesdays,2006,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/4160_Tuesdays/MrsGlossMadeMeDoIt
NA,ясветскаяльвица,Brocard / Брокард,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Brocard/yasvetskayalvitsa
NA,Senses,Arts&Scents,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Arts_Scents/senses
NA,Sorbet Jolie,Faberlic,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Faberlic/Sorbet_Jolie
NA,Summer Forever,Zara,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Summer_Forever
NA,Summer Loading,Zara,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Summer_Loading
NA,Summerof69,The Dua Brand / Dua Fragrances,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/the-dua-brand/summerof69
NA,Sunset Café,Ramón Monegal,2022,NA,7.4,19,"Sweet, Aquatic, Fresh, Spicy, Woody","Coconut, Coffee, Kelp","Jasmine, Rose, Strawberry","Amberwood, Musk, Oakmoss",Ramón Monegal Maso,https://www.parfumo.com/Perfumes/Ramon_Monegal/sunset-cafe
NA,Tank Custom for Her,Replay,2019,NA,6.3,2,"Sweet, Floral, Fruity, Oriental, Gourmand",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Replay/Tank_Custom_for_Her
NA,Tank Custom for Him,Replay,2019,NA,7.8,4,"Spicy, Sweet, Woody, Fruity, Citrus","Ginger, Yuzu, Bergamot, Cardamom, Elemi resin","Plum, Aniseed, Jasmine, Lavender, Patchouli, Vetiver","Amber, Musk, Sandalwood, Tonka bean",NA,https://www.parfumo.com/Perfumes/Replay/Tank_Custom_for_Him
NA,Tank for Her,Replay,2017,NA,7.5,3,"Synthetic, Gourmand, Powdery, Fruity, Floral","Bitter orange, Apple","Tuberose, Jasmine, Rose","Sandalwood, Musk, Vanilla praliné",NA,https://www.parfumo.com/Perfumes/Replay/Tank_for_Her
NA,Tank for Him,Replay,2017,NA,2.5,2,"Fresh, Fruity, Aquatic, Green","Bergamot, Cardamom, Mandarin orange, Tea","Ginger, Jasmine, Mint","Leathery notes, Cedarwood, Musk, Tonka bean",Cécile Matton,https://www.parfumo.com/Perfumes/Replay/Tank_for_Him
NA,Tank Plate for Her,Replay,2018,NA,6.7,3,"Fruity, Synthetic, Sweet","Almond, Freesia, Red fruits","Iris, Jasmine, Peach","Amber, Sandalwood, Tonka bean, Vanilla",NA,https://www.parfumo.com/Perfumes/Replay/Tank_Plate_for_Her
NA,Tank Plate for Him,Replay,2018,NA,5.5,5,"Fresh, Sweet, Woody, Spicy, Citrus","Pineapple, Grapefruit, Cardamom","Birch leaf, Lavender","Musk, Oak wood, Patchouli, Sandalwood, Tonka bean",NA,https://www.parfumo.com/Perfumes/Replay/Tank_Plate_for_Him
NA,Together,Arts&Scents,NA,NA,NA,NA,NA,"Galbanum, Mandarin orange, Zenthorium","Apple, Jasmine","Musk, Brine",NA,https://www.parfumo.com/Perfumes/Arts_Scents/together
NA,TrendyPink,Nike,2022,NA,NA,NA,NA,"Bergamot, Blackcurrant, Peach, Pepper, Rose","Jasmine, Orange, Violet","Heliotrope, Musk, Patchouli, Sandalwood, Vanilla",NA,https://www.parfumo.com/Perfumes/Nike/trendypink
NA,True by Yuya,cy°zone,1934,NA,7.8,2,"Oriental, Powdery, Spicy, Synthetic",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/cyzone/True_by_Yuya
NA,TurquoiseVibes,Nike,2022,NA,7.7,3,"Citrus, Spicy, Fresh, Sweet, Fruity","Bergamot, Ginger, Lemon grass","Orange blossom, Pink pepper, Ylang-ylang","Cedarwood, Musk",NA,https://www.parfumo.com/Perfumes/Nike/turquoisevibes
NA,Urbano,Natura,2014,NA,NA,NA,NA,"Aquatic notes, Cardamom, Ginger, Grapefruit, Mandarin orange, Pink pepper","Akigalawood®, Juniper, Lavender, Nutmeg, Rosemary","Amber, Cedar, Musk, Patchouli","Natasha Côté, John Gamba, Verônica Kato",https://www.parfumo.com/Perfumes/Natura/Urbano
NA,Urbano Noite,Natura,2018,NA,NA,NA,"Fougère, Spicy, Sweet",NA,NA,NA,"Verônica Kato, Antoine Maisondieu",https://www.parfumo.com/Perfumes/Natura/Urbano_Noite
NA,Urbano Noturno,Natura,2016,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Natura/Urbano_Noturno
NA,Urbano Recria,Natura,2015,NA,NA,NA,"Fruity, Spicy, Citrus, Aquatic, Green","Bergamot, Ginger, Grapefruit, Herbs","Blossoms, Lavender, Woods","Cedar, Musk, Sandalwood","Verônica Kato, Clément Gavarry, Yves Cassar",https://www.parfumo.com/Perfumes/Natura/Urbano_Recria
NA,Vafa Moka,1973,1998,NA,7,46,"Fresh, Citrus, Fruity, Woody, Green","Mandarin orange leaf, Grapefruit, Marine notes, XylophazQ","Lavender, Nutmeg, Peppermint, Watermelon, Stench","White musk, Amber, Bourbon vetiver, Cedar, Funk","Alexis Dadier, Symrise",https://www.parfumo.com/Perfumes/1973/vafa-moka
NA,Varensflirt - Candy Dream,Ulric de Varens,2019,NA,NA,NA,"Sweet, Synthetic",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Ulric_de_Varens/varensflirt-candy-dream
NA,Varensflirt - Exotic Sun,Ulric de Varens,2019,NA,6.6,25,"Fruity, Sweet, Fresh, Synthetic, Creamy","Mango, Passion fruit","Lotus, Passion flower, Water lily","Coconut, Musk",NA,https://www.parfumo.com/Perfumes/Ulric_de_Varens/varensflirt-exotic-sun
NA,Varensflirt - Mojito Love,Ulric de Varens,2019,NA,7,53,"Citrus, Fresh, Sweet, Fruity, Green","Mint, Lime zest, Ice accord, Cane sugar","Blossoms, Coconut water","Musk, Sugar",NA,https://www.parfumo.com/Perfumes/Ulric_de_Varens/varensflirt-mojito-love
NA,Varensflirt - Musk Sexy,Ulric de Varens,2019,NA,6.5,8,"Sweet, Powdery, Synthetic, Woody, Fresh",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Ulric_de_Varens/varensflirt-musk-sexy
NA,Varensflirt - Vanilla Darling,Ulric de Varens,2019,NA,8,12,"Gourmand, Synthetic, Sweet",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Ulric_de_Varens/varensflirt-vanilla-darling
NA,ViralBlue,Nike,2022,NA,NA,NA,NA,"Bergamot, Cardamom, Elemi resin, Orange","Frankincense, Lavender, Myrrh","Moss, Papyrus, Vanilla, Vetiver",NA,https://www.parfumo.com/Perfumes/Nike/viralblue
NA,Volume,Next,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Next/volume
NA,Weekend Plan,Zara,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/weekend-plan
NA,What Matters Is Inside - Italy,Jovoy,2017,NA,7,13,"Resinous, Spicy, Woody, Floral, Citrus","Aniseed, Bergamot, White blossoms","Pink pepper, Ylang-ylang, Italian iris","Woody notes, Musk, Amber",Andrea Thero Casotti,https://www.parfumo.com/Perfumes/Jovoy/What_Matters_Is_Inside__Italy
NA,Youngego,The Dua Brand / Dua Fragrances,NA,NA,7.8,12,"Fresh, Spicy, Synthetic, Green, Resinous",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/the-dua-brand/youngego
NA,Your Moment Men s.Oliver 2019 After Shave Lotion,s.Oliver,2019,After Shave Lotion,NA,NA,NA,"Grapefruit, Juniper, Mandarin orange, Pineapple","Cardamom, Freesia, Lavender","Amber, Sandalwood, Tonka bean",NA,https://www.parfumo.com/Perfumes/s_Oliver/your-moment-men-after-shave-lotion
NA,Your Moment Men s.Oliver 2019 Eau de Toilette,s.Oliver,2019,Eau de Toilette,5.9,10,"Synthetic, Citrus, Woody, Fresh, Fruity","Grapefruit, Juniper, Mandarin orange, Pineapple","Cardamom, Freesia, Lavender","Amber, Sandalwood, Tonka bean",NA,https://www.parfumo.com/Perfumes/s_Oliver/Your_Moment_Men
NA,Your Moment Women s.Oliver 2019 Eau de Parfum,s.Oliver,2019,Eau de Parfum,7.8,2,"Floral, Powdery, Synthetic, Fruity, Sweet","Blackcurrant, Peach","Magnolia, Peony, Violet","Cashmere, Musk, Cotton",NA,https://www.parfumo.com/Perfumes/s_Oliver/your-moment-women-eau-de-parfum
NA,Your Moment Women s.Oliver 2019 Eau de Toilette,s.Oliver,2019,Eau de Toilette,5.9,18,"Sweet, Fruity, Fresh, Floral, Powdery","Blackcurrant, Peach","Magnolia, Peony, Violet","Cashmere, Musk, Cotton",NA,https://www.parfumo.com/Perfumes/s_Oliver/your-moment-women-eau-de-toilette
NA,$,D.S. & Durga,2008,NA,NA,NA,"Floral, Woody, Leathery, Spicy, Synthetic",NA,NA,NA,"Kavi Moltz, David Seth Moltz",https://www.parfumo.com/Perfumes/D_S__Durga/Dollar
NA,$ for Men,Lazell,NA,NA,NA,NA,NA,"Mint, Orange","Cinnamon, Leather, Rose, Spicy notes","Amber, Patchouli",NA,https://www.parfumo.com/Perfumes/lazell/for-men
NA,$ Next,Lazell,NA,NA,NA,NA,NA,"Cardamom, Citrus notes, Mandarin orange","Juniper berry, Rose","Leather, Patchouli, Tonka bean",NA,https://www.parfumo.com/Perfumes/lazell/next
NA,$ Vip,Lazell,NA,NA,8.3,2,"Floral, Fruity, Sweet","Aldehydes, Fruity notes, Neroli, Tangerine, Bergamot, Lemon, Stench","Jasmine, Heliotrope, Tuberose, Exotic blossoms, Honeysuckle, Lily of the valley, Rose","Musk, Sandalwood, Amber, Patchouli, Vanilla",Harry Frémont,https://www.parfumo.com/Perfumes/lazell/vip
NA,$967 On Room Service,Sixteen92,2020,NA,NA,NA,NA,NA,NA,NA,"Claire Baxter Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Sixteen92/967-on-room-service
NA,(Aftershave) (little fictions),A & E - Ariana & Evans,NA,NA,NA,NA,NA,"Grapefruit, Mandarin orange, Grim","Basil, Lavender, Blimfark","Nutmeg, Sandalwood, Repulse",NA,https://www.parfumo.com/Perfumes/A__E__Ariana__Evans/little_fictions_Aftershave
NA,(Flower Please),Zara,2024,NA,8,14,"Synthetic, Fresh, Creamy, Floral, Woody",Linen,"Aldehydes, Jasmine","Amber, Salty notes, White musk",NA,https://www.parfumo.com/Perfumes/Zara/flower-please
NA,(Leather Fever),Zara,2024,NA,7.8,16,"Fruity, Synthetic","Pear, Citrus notes, Violet leaf",Cedarwood,"Moss, Musk, Sandalwood, Vetiver",NA,https://www.parfumo.com/Perfumes/Zara/leather-fever
NA,(Metamber),Zara,2024,NA,7.7,5,"Oriental, Woody, Creamy, Spicy, Synthetic",Black pepper,White amber,"Dry woods, Moss, Musk",NA,https://www.parfumo.com/Perfumes/Zara/metamber
NA,(Shamanilla),Zara,2024,NA,8.6,18,"Sweet, Creamy, Fresh, Spicy, Woody","Bergamot, Cardamom, Coconut water","Carrot, Peach blossom, Sandalwood","Amyris, Cotton candy, Vanilla cream",NA,https://www.parfumo.com/Perfumes/Zara/shamanilla
NA,(untitled),Maison Margiela,2010,NA,7.6,432,"Green, Fresh, Woody, Spicy, Smoky","Boxwood, Galbanum, Bitter orange tree absolute","Galbanum, Mastic, Jasmine","Cedarwood, Frankincense, Musk",Daniela Andrier,https://www.parfumo.com/Perfumes/Maison_Margiela/untitled
NA,(Vetiverich),Zara,2024,NA,7.4,14,"Fresh, Green, Woody, Synthetic, Citrus","Bergamot, Pear, Saffron","Violet leaf, Jasmine leaf","Vetiver, Cedarwood",NA,https://www.parfumo.com/Perfumes/Zara/vetiverich
NA,(Wood Legacy),Zara,2024,NA,8.1,9,"Woody, Spicy, Synthetic, Green, Creamy","Black pepper, Dark chocolate, Oak wood","Cedarwood, Tonka bean","Amber, Moss, Musk, Patchouli, Vanilla","Alexis Dadier, Robertet",https://www.parfumo.com/Perfumes/Zara/wood-legacy
NA,(You Are My Sister and I Love You),Filigree & Shadow,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/filigree-shadow/you-are-my-sister-and-i-love-you
NA,****** d'Oscar Oscar de la Renta 2011 Eau de Parfum,Oscar de la Renta,2011,Eau de Parfum,8,55,"Floral, Powdery, Citrus, Sweet, Spicy","Citron, Sicilian lemon","Orange blossom, Egyptian jasmine, Iris, Parma violet, Tuberose","Heliotrope, Musk, Tonka bean, Amber, Vetiver","Frank Voelkl, Ann Gottlieb",https://www.parfumo.com/Perfumes/Oscar_de_la_Renta/_d_Oscar_Eau_de_Parfum
NA,****** d'Oscar Oscar de la Renta 2011 Eau de Toilette,Oscar de la Renta,2011,Eau de Toilette,7.4,135,"Floral, Powdery, Citrus, Sweet, Fresh","Citron, Sicilian lemon","Orange blossom, Egyptian jasmine, Iris, Parma violet, Tuberose","Heliotrope, Musk, Tonka bean, Amber, Vetiver","Frank Voelkl, Ann Gottlieb Product developer",https://www.parfumo.com/Perfumes/Oscar_de_la_Renta/e_d_Oscar
NA,****** d'Oscar Oscar de la Renta 2011 Solid Perfume,Oscar de la Renta,2011,Solid Perfume,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Oscar_de_la_Renta/_d_Oscar_Solid_Perfume
NA,*Cough Cough* I'm Sick. Sixteen92 2024 Extrait de Parfum,Sixteen92,2024,Extrait de Parfum,NA,NA,NA,NA,NA,NA,Claire Baxter,https://www.parfumo.com/Perfumes/Sixteen92/cough-cough-i-m-sick-extrait-de-parfum
NA,*Cough Cough* I'm Sick. Sixteen92 2024 Perfume Oil,Sixteen92,2024,Perfume Oil,NA,NA,NA,NA,NA,NA,"Claire Baxter Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Sixteen92/cough-cough-i-m-sick-perfume-oil
.,..A Sud del Mondo,Marcoccia / Officine del Profumo,2015,NA,7.8,9,"Floral, Spicy, Powdery, Woody, Creamy","Orange, Leaves","Damask rose, Jasmine sambac, Ylang-ylang","Amber, Sandalwood, Vanilla, Musk",Andrea Marcoccia,https://www.parfumo.com/Perfumes/Marcoccia/__A_Sud_del_Mondo
.,Humphrey's Handmade,Humphrey's Handmade,NA,NA,NA,NA,NA,NA,NA,NA,", Emmanuelle Porquer Rivat",https://www.parfumo.com/Perfumes/Humphreys_Handmade/_45
.,Somow Al Rasasi - Lamaan Lavender Oud,Rasasi,2022,NA,9.2,3,"Floral, Woody, Oriental, Spicy, Sweet",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Rasasi/somow-al-rasasi-lamaan-lavender-oud
.,SE Swedish Experience - Blazing Warmth,Oriflame,2021,NA,8,7,"Woody, Spicy, Aquatic, Fruity, Floral","Green apple, Orange, Ozonic notes","Jasmine, Pine needle, Tansy","Amberwood, Artemisia, Birch wood","Marine Ipert, Carlos Viñals",https://www.parfumo.com/Perfumes/Oriflame/se-swedish-experience-blazing-warmth
.,SE Swedish Experience - Wild Hearts,Oriflame,2021,NA,5.9,5,"Aquatic, Fresh","Grapefruit, Marine notes, Rosemary","Lily of the valley, Water jasmine","Musk, Patchouli, Tonka bean","Marine Ipert, Carlos Viñals",https://www.parfumo.com/Perfumes/Oriflame/se-swedish-experience-wild-hearts
NA,? de,Fragonard,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Fragonard/_de_Fragonard
NA,[+] PWR,cy°zone,2008,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/cyzone/_PWR
NA,[No] Gender,Natura,2018,NA,NA,NA,NA,"Bergamot, Green notes, Honey pomelo, Lemon, Mandarin orange, Nutmeg, Orange","Cardamom, Ginger, Jasmine, Lavender","Cedar, Patchouli, Sandalwood, Tonka bean",Verônica Kato,https://www.parfumo.com/Perfumes/Natura/No_Gender
NA,[NOUN],Little and Grim,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/little-and-grim/noun
NA,[Unnamed],Bershka,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Bershka/unnamed
NA,_but not today_,Filippo Sorcinelli,2018,NA,7.1,83,"Animal, Floral, Spicy, Green, Synthetic","Artemisia, Lavender, Lemon, Bergamot","Styrax, Calamus, Cascarilla, Rosemary","Angelica, Amber, Galbanum, Musk, Oakmoss, Sandalwood",NA,https://www.parfumo.com/Perfumes/Filippo_Sorcinelli/but-not-today
