id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
110,weezing,110,1.2,9.5,172,poison,NA,65,90,120,85,70,60,#A040A0,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/b/bd/110MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/110.png
111,rhyhorn,111,1,115,69,ground,rock,80,85,95,30,30,25,#E0C068,#B8A038,#D6B85C,monster,ground,//archives.bulbagarden.net/media/upload/e/e8/111MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/111.png
112,rhydon,112,1.9,120,170,ground,rock,105,130,120,45,45,40,#E0C068,#B8A038,#D6B85C,monster,ground,//archives.bulbagarden.net/media/upload/7/7c/112MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/112.png
113,chansey,113,1.1,34.6,395,normal,NA,250,5,5,35,105,50,#A8A878,NA,NA,fairy,NA,//archives.bulbagarden.net/media/upload/0/08/113MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/113.png
114,tangela,114,1,35,87,grass,NA,65,55,115,100,40,60,#78C850,NA,NA,plant,NA,//archives.bulbagarden.net/media/upload/6/60/114MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/114.png
115,kangaskhan,115,2.2,80,172,normal,NA,105,95,80,40,80,90,#A8A878,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/1/12/115MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/115.png
116,horsea,116,0.4,8,59,water,NA,30,40,70,70,25,60,#6890F0,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/8/88/116MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/116.png
117,seadra,117,1.2,25,154,water,NA,55,65,95,95,45,85,#6890F0,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/6/66/117MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/117.png
118,goldeen,118,0.6,15,64,water,NA,45,67,60,35,50,63,#6890F0,NA,NA,water2,NA,//archives.bulbagarden.net/media/upload/c/cf/118MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/118.png
119,seaking,119,1.3,39,158,water,NA,80,92,65,65,80,68,#6890F0,NA,NA,water2,NA,//archives.bulbagarden.net/media/upload/4/40/119MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/119.png
120,staryu,120,0.8,34.5,68,water,NA,30,45,55,70,55,85,#6890F0,NA,NA,water3,NA,//archives.bulbagarden.net/media/upload/d/da/120MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/120.png
121,starmie,121,1.1,80,182,water,psychic,60,75,85,100,85,115,#6890F0,#F85888,#8A82D6,water3,NA,//archives.bulbagarden.net/media/upload/4/42/121MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/121.png
122,mr-mime,122,1.3,54.5,161,psychic,fairy,40,45,65,100,120,90,#F85888,#EE99AC,#F56790,humanshape,NA,//archives.bulbagarden.net/media/upload/8/84/122MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/122.png
123,scyther,123,1.5,56,100,bug,flying,70,110,80,55,80,105,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/5/5c/123MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/123.png
124,jynx,124,1.4,40.6,159,ice,psychic,65,50,35,115,95,95,#98D8D8,#F85888,#AFB8C4,humanshape,NA,//archives.bulbagarden.net/media/upload/6/65/124MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/124.png
125,electabuzz,125,1.1,30,172,electric,NA,65,83,57,95,85,105,#F8D030,NA,NA,humanshape,NA,//archives.bulbagarden.net/media/upload/9/9b/125MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/125.png
126,magmar,126,1.3,44.5,173,fire,NA,65,95,57,100,85,93,#F08030,NA,NA,humanshape,NA,//archives.bulbagarden.net/media/upload/3/39/126MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/126.png
127,pinsir,127,1.5,55,175,bug,NA,65,125,100,55,70,85,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/f/fa/127MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/127.png
128,tauros,128,1.4,88.4,172,normal,NA,75,100,95,40,70,110,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/1/13/128MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/128.png
129,magikarp,129,0.9,10,40,water,NA,20,10,55,15,20,80,#6890F0,NA,NA,water2,dragon,//archives.bulbagarden.net/media/upload/8/85/129MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/129.png
130,gyarados,130,6.5,235,189,water,flying,95,125,79,60,100,81,#6890F0,#A890F0,#7790F0,water2,dragon,//archives.bulbagarden.net/media/upload/f/fa/130MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/130.png
131,lapras,131,2.5,220,187,water,ice,130,85,80,85,95,60,#6890F0,#98D8D8,#73A1EA,monster,water1,//archives.bulbagarden.net/media/upload/a/ab/131MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/131.png
132,ditto,132,0.3,4,101,normal,NA,48,48,48,48,48,48,#A8A878,NA,NA,ditto,NA,//archives.bulbagarden.net/media/upload/4/47/132MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/132.png
133,eevee,133,0.3,6.5,65,normal,NA,55,55,50,45,65,55,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/6/67/133MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/133.png
134,vaporeon,134,1,29,184,water,NA,130,65,60,110,95,65,#6890F0,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/5/57/134MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/134.png
135,jolteon,135,0.8,24.5,184,electric,NA,65,65,60,110,95,130,#F8D030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/3/3b/135MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/135.png
136,flareon,136,0.9,25,184,fire,NA,65,130,60,95,110,65,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/f/fd/136MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/136.png
137,porygon,137,0.8,36.5,79,normal,NA,65,60,70,85,75,40,#A8A878,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/2/28/137MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/137.png
138,omanyte,138,0.4,7.5,71,rock,water,35,40,100,90,55,35,#B8A038,#6890F0,#A49C64,water1,water3,//archives.bulbagarden.net/media/upload/2/20/138MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/138.png
139,omastar,139,1,35,173,rock,water,70,60,125,115,70,55,#B8A038,#6890F0,#A49C64,water1,water3,//archives.bulbagarden.net/media/upload/a/a4/139MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/139.png
140,kabuto,140,0.5,11.5,71,rock,water,30,80,90,55,45,55,#B8A038,#6890F0,#A49C64,water1,water3,//archives.bulbagarden.net/media/upload/8/89/140MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/140.png
141,kabutops,141,1.3,40.5,173,rock,water,60,115,105,65,70,80,#B8A038,#6890F0,#A49C64,water1,water3,//archives.bulbagarden.net/media/upload/1/1a/141MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/141.png
142,aerodactyl,142,1.8,59,180,rock,flying,80,105,65,60,75,130,#B8A038,#A890F0,#B49C64,flying,NA,//archives.bulbagarden.net/media/upload/6/69/142MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/142.png
143,snorlax,143,2.1,460,189,normal,NA,160,110,65,65,110,30,#A8A878,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/d/d1/143MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/143.png
144,articuno,144,1.7,55.4,261,ice,flying,90,85,100,95,125,85,#98D8D8,#A890F0,#9BC6DD,no-eggs,NA,//archives.bulbagarden.net/media/upload/0/0c/144MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/144.png
145,zapdos,145,1.6,52.6,261,electric,flying,90,90,85,125,90,100,#F8D030,#A890F0,#E4C05E,no-eggs,NA,//archives.bulbagarden.net/media/upload/4/49/145MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/145.png
146,moltres,146,2,60,261,fire,flying,90,100,90,125,85,90,#F08030,#A890F0,#DE835E,no-eggs,NA,//archives.bulbagarden.net/media/upload/5/5a/146MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/146.png
147,dratini,147,1.8,3.3,60,dragon,NA,41,64,45,50,50,50,#7038F8,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/d/dd/147MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/147.png
148,dragonair,148,4,16.5,147,dragon,NA,61,84,65,70,70,70,#7038F8,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/3/38/148MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/148.png
149,dragonite,149,2.2,210,270,dragon,flying,91,134,95,100,100,80,#7038F8,#A890F0,#7D4DF6,water1,dragon,//archives.bulbagarden.net/media/upload/0/08/149MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/149.png
150,mewtwo,150,2,122,306,psychic,NA,106,110,90,154,90,130,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/0/00/150MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/150.png
151,mew,151,0.4,4,270,psychic,NA,100,100,100,100,100,100,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/8/83/151MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/151.png
152,chikorita,152,0.9,6.4,64,grass,NA,45,49,65,49,65,45,#78C850,NA,NA,monster,plant,//archives.bulbagarden.net/media/upload/4/41/152MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/152.png
153,bayleef,153,1.2,15.8,142,grass,NA,60,62,80,63,80,60,#78C850,NA,NA,monster,plant,//archives.bulbagarden.net/media/upload/7/71/153MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/153.png
154,meganium,154,1.8,100.5,236,grass,NA,80,82,100,83,100,80,#78C850,NA,NA,monster,plant,//archives.bulbagarden.net/media/upload/2/23/154MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/154.png
155,cyndaquil,155,0.5,7.9,62,fire,NA,39,52,43,60,50,65,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/9/96/155MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/155.png
156,quilava,156,0.9,19,142,fire,NA,58,64,58,80,65,80,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/d/df/156MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/156.png
157,typhlosion,157,1.7,79.5,240,fire,NA,78,84,78,109,85,100,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/5/55/157MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/157.png
158,totodile,158,0.6,9.5,63,water,NA,50,65,64,44,48,43,#6890F0,NA,NA,monster,water1,//archives.bulbagarden.net/media/upload/3/39/158MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/158.png
159,croconaw,159,1.1,25,142,water,NA,65,80,80,59,63,58,#6890F0,NA,NA,monster,water1,//archives.bulbagarden.net/media/upload/b/b9/159MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/159.png
160,feraligatr,160,2.3,88.8,239,water,NA,85,105,100,79,83,78,#6890F0,NA,NA,monster,water1,//archives.bulbagarden.net/media/upload/9/99/160MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/160.png
161,sentret,161,0.8,6,43,normal,NA,35,46,34,35,45,20,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/6/69/161MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/161.png
162,furret,162,1.8,32.5,145,normal,NA,85,76,64,45,55,90,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/4/47/162MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/162.png
163,hoothoot,163,0.7,21.2,52,normal,flying,60,30,30,36,56,50,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/9/9b/163MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/163.png
164,noctowl,164,1.6,40.8,158,normal,flying,100,50,50,86,96,70,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/b/b5/164MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/164.png
165,ledyba,165,1,10.8,53,bug,flying,40,20,30,40,80,55,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/f/fe/165MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/165.png
166,ledian,166,1.4,35.6,137,bug,flying,55,35,50,55,110,85,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/1/10/166MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/166.png
167,spinarak,167,0.5,8.5,50,bug,poison,40,60,40,40,40,30,#A8B820,#A040A0,#A69A3F,bug,NA,//archives.bulbagarden.net/media/upload/7/71/167MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/167.png
168,ariados,168,1.1,33.5,140,bug,poison,70,90,70,60,70,40,#A8B820,#A040A0,#A69A3F,bug,NA,//archives.bulbagarden.net/media/upload/9/96/168MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/168.png
169,crobat,169,1.8,75,241,poison,flying,85,90,80,70,80,130,#A040A0,#A890F0,#A153B3,flying,NA,//archives.bulbagarden.net/media/upload/e/e8/169MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/169.png
170,chinchou,170,0.5,12,66,water,electric,75,38,38,56,56,67,#6890F0,#F8D030,#8A9FC1,water2,NA,//archives.bulbagarden.net/media/upload/8/82/170MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/170.png
171,lanturn,171,1.2,22.5,161,water,electric,125,58,58,76,76,67,#6890F0,#F8D030,#8A9FC1,water2,NA,//archives.bulbagarden.net/media/upload/b/b2/171MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/171.png
172,pichu,172,0.3,2,41,electric,NA,20,40,15,35,35,60,#F8D030,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/5/55/172MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/172.png
173,cleffa,173,0.3,3,44,fairy,NA,50,25,28,45,55,15,#EE99AC,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/9/9c/173MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/173.png
174,igglybuff,174,0.3,1,42,normal,fairy,90,30,15,40,20,15,#A8A878,#EE99AC,#B8A484,no-eggs,NA,//archives.bulbagarden.net/media/upload/5/59/174MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/174.png
175,togepi,175,0.3,1.5,49,fairy,NA,35,20,65,40,65,20,#EE99AC,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/d/d1/175MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/175.png
176,togetic,176,0.6,3.2,142,fairy,flying,55,40,85,80,105,40,#EE99AC,#A890F0,#DD96BC,flying,fairy,//archives.bulbagarden.net/media/upload/0/0a/176MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/176.png
177,natu,177,0.2,2,64,psychic,flying,40,50,45,70,45,70,#F85888,#A890F0,#E465A1,flying,NA,//archives.bulbagarden.net/media/upload/0/0b/177MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/177.png
178,xatu,178,1.5,15,165,psychic,flying,65,75,70,95,70,95,#F85888,#A890F0,#E465A1,flying,NA,//archives.bulbagarden.net/media/upload/d/d2/178MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/178.png
179,mareep,179,0.6,7.8,56,electric,NA,55,40,40,65,45,35,#F8D030,NA,NA,monster,ground,//archives.bulbagarden.net/media/upload/e/e8/179MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/179.png
180,flaaffy,180,0.8,13.3,128,electric,NA,70,55,55,80,60,45,#F8D030,NA,NA,monster,ground,//archives.bulbagarden.net/media/upload/e/eb/180MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/180.png
181,ampharos,181,1.4,61.5,230,electric,NA,90,75,85,115,90,55,#F8D030,NA,NA,monster,ground,//archives.bulbagarden.net/media/upload/8/89/181MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/181.png
182,bellossom,182,0.4,5.8,221,grass,NA,75,80,95,90,100,50,#78C850,NA,NA,plant,NA,//archives.bulbagarden.net/media/upload/7/75/182MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/182.png
183,marill,183,0.4,8.5,88,water,fairy,70,20,50,20,50,40,#6890F0,#EE99AC,#8892DF,water1,fairy,//archives.bulbagarden.net/media/upload/d/d7/183MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/183.png
184,azumarill,184,0.8,28.5,189,water,fairy,100,50,80,60,80,50,#6890F0,#EE99AC,#8892DF,water1,fairy,//archives.bulbagarden.net/media/upload/c/c3/184MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/184.png
185,sudowoodo,185,1.2,38,144,rock,NA,70,100,115,30,65,30,#B8A038,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/8/82/185MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/185.png
186,politoed,186,1.1,33.9,225,water,NA,90,75,75,90,100,70,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/8/8c/186MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/186.png
187,hoppip,187,0.4,0.5,50,grass,flying,35,35,40,35,55,50,#78C850,#A890F0,#83BA76,fairy,plant,//archives.bulbagarden.net/media/upload/b/b3/187MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/187.png
188,skiploom,188,0.6,1,119,grass,flying,55,45,50,45,65,80,#78C850,#A890F0,#83BA76,fairy,plant,//archives.bulbagarden.net/media/upload/d/d4/188MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/188.png
189,jumpluff,189,0.8,3,207,grass,flying,75,55,70,55,95,110,#78C850,#A890F0,#83BA76,fairy,plant,//archives.bulbagarden.net/media/upload/5/5b/189MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/189.png
190,aipom,190,0.8,11.5,72,normal,NA,55,70,55,40,55,85,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/9/92/190MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/190.png
191,sunkern,191,0.3,1.8,36,grass,NA,30,30,30,30,30,30,#78C850,NA,NA,plant,NA,//archives.bulbagarden.net/media/upload/b/b6/191MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/191.png
192,sunflora,192,0.8,8.5,149,grass,NA,75,75,55,105,85,30,#78C850,NA,NA,plant,NA,//archives.bulbagarden.net/media/upload/8/89/192MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/192.png
193,yanma,193,1.2,38,78,bug,flying,65,65,45,75,45,95,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/1/1c/193MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/193.png
194,wooper,194,0.4,8.5,42,water,ground,55,45,45,25,25,15,#6890F0,#E0C068,#859BCF,water1,ground,//archives.bulbagarden.net/media/upload/7/70/194MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/194.png
195,quagsire,195,1.4,75,151,water,ground,95,85,85,65,65,35,#6890F0,#E0C068,#859BCF,water1,ground,//archives.bulbagarden.net/media/upload/9/9d/195MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/195.png
196,espeon,196,0.9,26.5,184,psychic,NA,65,65,60,130,95,110,#F85888,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/6/65/196MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/196.png
197,umbreon,197,1,27,184,dark,NA,95,65,110,60,130,65,#705848,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/c/cf/197MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/197.png
