season_title,episode_num,episode_title,air_date,IMDB_rating,total_votes,desc
Mighty Morphin (Season 2),47,Best Man for the Job,4/29/1995,6.9,411,Rita and Zedd turn the class election into an ugly rivalry for Kimberly and Tommy.
Mighty Morphin (Season 2),48,Storybook Rangers: Part I,5/1/1995,5.6,412,"There's a book fair at Angel Grove High, much to the delight of the rangers. Tommy buys a book for Kimberly that she has loved since childhood, which inspires Rita to trap the rangers inside. Once inside, Lord Zedd orders Putties to retrieve the book, and somehow, they end up inside the book. The Putties snatch the toys so that the rangers can never leave. To make matters worse, two boys found the book and returned it to the book fair! Adam, Aisha, and Billy can only watch in horror as Tommy, Kimberly, and Rocky are being attacked by a monster that lives in the snow. ..."
Mighty Morphin (Season 2),49,Storybook Rangers: Part II,5/2/1995,5.7,413,"Adam, Aisha, and Billy find themselves in a race against time to find the book in which Rocky, Kimberly, and Tommy are trapped before it's too late! They are forced to search through hundreds of books, not knowing which one they are looking for. Unbeknown st to Bulk and Skull, Lord Zedd and Rita create a monster with the materials they were using to create their own monster. Kimberly, Tommy, and Rocky are stuck in a cave until Grumble saves them. The trio decide to ask the wizard that cast the spell on Grumble to help them; he gruffly refuses. Back in Angel Grove, ..."
Mighty Morphin (Season 2),50,Wild West Rangers: Part I,5/8/1995,6.2,415,"The rangers teleport to the Command Center, but Kimberly ends up going through a time hole. Next thing she knows, she's in the wild west! Things take an interesting turn to say the least when she meets her friends' respective counterparts. The rangers finally discover where she is but have to stop Goldar, a cactus monster, and Putties from going through the time hole with the intent of destroying Angel Grove only to find themselves outnumbered. To make matters worse, the rangers are paralyzed before they can prevent them from traveling back in time; the time hole ..."
Mighty Morphin (Season 2),51,Wild West Rangers: Part II,5/9/1995,6.2,414,"As a last resort, Kimberly teleports to the Command Center. Zordon gives her what she'll need to face the cactus monster, if her friends' ancestors will help. There's just one problem...they don't even know how to fight."
Mighty Morphin (Season 2),52,Blue Ranger Gone Bad,5/20/1995,7.4,409,"Billy makes a special project for art class; he catches the eye of one of his female classmates, Violet, who makes a perfect likeness of Billy. Rita casts a spell on it to make it real to take his place while the others are preoccupied by the Putties. Needless to say, the rangers are puzzled by ""Billy's"" odd behavior. Tommy suspects that something's up, which forces Rita to send the Putties and Goldar. Meanwhile, it's the most unlikely source that frees the real Billy but how will they know who's whom? Time's running out and the rangers don't have their Morphers!"
Mighty Morphin (Season 3),1,A Friend in Need: Part I,9/2/1995,6.7,413,"The Rangers travel to Edenoi to check on Alpha's creator, when they encounter the Masked Rider, who believes they have come to harm him."
Mighty Morphin (Season 3),2,A Friend in Need: Part II,9/9/1995,6.6,415,The Rangers and the Masked Rider team up to fight Count Dregon's warriors.
Mighty Morphin (Season 3),3,A Friend in Need: Part III,9/9/1995,6.6,410,The Rangers rush back to Earth to fight off an attack by Repelletor.
Mighty Morphin (Season 3),4,Ninja Quest: Part I,9/11/1995,6.9,421,"There's a new villain in town.....and he's none other than Rita Repulsa's brother, Rito Revolto! He's got a few surprises for Rita and Lord Zedd that spell trouble for the rangers. Back on Earth, the rangers are celebrating their volleyball game victory; Bulk and Skull shock everyone when announce their decision to join the Junior Police Department! Rito sets up an ambush for the rangers using monsters from the past. Things go downhill when nothing the rangers do can stop Rito. The rangers are defeated and are forced to watch in horror as their zords are destroyed ..."
Mighty Morphin (Season 3),5,Ninja Quest: Part II,9/12/1995,6.7,416,"The rangers are sent to another planet to find a temple in which dwells the only one who can help them. The rangers encounter a few discouraging mishaps, he most dangerous of which is the Tenga Warriors! They are forced into a cave and search desperately for a way out only to find a surprise; but is it a good one or a bad one?"
Mighty Morphin (Season 3),6,Ninja Quest: Part III,9/13/1995,6.8,415,"Tommy has disappeared and when they find him, they come across the guardian Ninjor who is less than eager to help them despite their pleas. He finally realizes that they are good at heart and begrudgingly agrees to aid them. Back on Earth, Bulk and Skull get much more than they bargained for when they join the Junior Police Academy. The rangers gain new powers and zords unlike anything they've ever known which come in handy when taking on the Tenga Warriors. Now they have to go back to Earth to take care of Rito. If only they knew about the monster that emerged from ..."
Mighty Morphin (Season 3),7,Ninja Quest: Part IV,9/14/1995,6.7,414,"When the rangers return to Earth, they take on Rito Revolto, Rita Repulsa's baby brother, to put their newfound powers to the test. They defeat Rito, which greatly angers his sister and her husband especially since he boasted that he could destroy the rangers. Unbeknown st to the rangers, the monster on the planet from which they got their powers is ordered to attack the temple and Ninjor. Can the rangers fix the Command Center and get there in time?"
Mighty Morphin (Season 3),8,A Brush with Destiny,9/18/1995,7.2,406,"Based on Kimberly's dream, Rita and Zedd create the Artistmole monster who steals the color out of life."
Mighty Morphin (Season 3),9,Passing the Lantern,9/19/1995,6.7,409,Rita and Zedd attempt to steal Adam's heirloom lantern for its power.
Mighty Morphin (Season 3),10,Wizard for a Day,9/20/1995,6.7,404,"Rito and Zedd turn a science teacher into ""Marvo the Meanie"" as Rocky attempts to teach his class."
Mighty Morphin (Season 3),11,Fourth Down and Long,9/23/1995,6.6,406,"Rocky must drop kick Rita and Zedd to save the Rangers from Centiback, a monster who changes people into footballs."
Mighty Morphin (Season 3),12,Stop the Hate Master: Part I,9/25/1995,7.1,411,The Hate Master causes the Power Rangers to fight among themselves and make plans to quit.
Mighty Morphin (Season 3),13,Stop the Hate Master: Part II,9/26/1995,7.2,411,Aisha holds the secret to stopping the Hate Master and reuniting the Rangers.
Mighty Morphin (Season 3),14,Final Face-Off,10/2/1995,5.9,411,"All but Kimberly go to the museum and learn about the face-stealing monster that piques Rita's interest. While the rangers are kept busy, Squatt, Baboo, and Rito steal that which contains the monster and keeps it bound so it can't harm anyone. To the rangers' horror, Rita releases it and sends it to Earth. Aisha's and Adam's faces are stolen in battle; it takes a few things from the museum to defeat it, but is there any way to restore Aisha, Adam, and countless others who have lost their faces?"
Mighty Morphin (Season 3),15,The Potion Notion,10/9/1995,7.3,404,Rito's love potion creates havoc in Angel Grove.
Mighty Morphin (Season 3),16,A Ranger Catastrophe: Part I,10/16/1995,6.1,411,Rangers must choose between saving Tommy or stopping Rito's destructive rampage.
Mighty Morphin (Season 3),17,A Ranger Catastrophe: Part II,10/17/1995,6.1,414,Tommy is forced to defend himself against Goldar and Rito.
Mighty Morphin (Season 3),18,Changing of the Zords: Part I,10/31/1995,7.5,412,"Kat has eyes for Tommy, as well as a power coin that she is ordered to bring to Rita so that Lord Zedd can control the Falcon zord. She steals the coin and casts a spell on the White Ranger during a fierce battle with a gigantic Goldar that allows Lord Zedd to capture the zord and Ninjor, leaving a helpless White Ranger to retreat. Things get worse when Kimberly collapses due to her power coin being in evil hands; Zordon reveals that there are even more powerful zords called the Shogun zords that Lord Zedd will gain control of if he rangers can't recover Kimberly's ..."
Mighty Morphin (Season 3),19,Changing of the Zords: Part II,11/1/1995,7.7,419,Kimberly is still in a deep sleep due to her being too exhausted to do little else. Tommy's frustrated at being helpless to do anything to help her; Kat is trying to win him over while pretending to be a friend. The rangers are distracted by a monster so that Rita and Lord Zedd could capture Kimberly. She awakens and is unable to be of any help to anyone because of how fragile she is since her power coin still in enemy hands. Kimberly stubbornly goes to Kat's aid when Tengas surround her at the risk of losing the rest of her powers and being destroyed and collapses ...
Mighty Morphin (Season 3),20,Changing of the Zords: Part III,11/2/1995,7.8,410,"The rangers reluctantly agree to do what Lord Zedd asks; Kat is beginning to regret what she's done. They find out where Kimberly's being held and form a plan to rescue her, fearing that it might be too late. Lord Zedd is furious when he discovers their plan and sends the Tengas to handle all but Tommy, whom he'll personally take care of. The Tengas mess up the rangers' equipment; a monster attacks them. Rita brings the new Shogun zords to the rangers and orders them to destroy Angel Grove, threatening Kimberly's safety. Tommy outwits Lord Zedd and barely retrieves a ..."
Mighty Morphin (Season 3),21,Follow That Cab!,11/4/1995,5.4,409,"Kimberly's excited when a world famous gymnastics coach is in town, and Tommy insists she meet up with him. Bulk and Skull are on duty when Kimberly's car gets stolen, and they carjack a cab that's turned into a monster while they're still inside! While they're unwillingly given a ride for their lives, the rangers catch up on their new Sharkcycles! The rangers are torn when the monster becomes gigantic and there's nothing they can do to free their friends at the moment without destroying them!"
