binomial_name,country,continent,group,year_last_seen,red_list_category,action_type,action_taken
Aspidostemon inconspicuus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Aspidostemon inconspicuus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Aspidostemon inconspicuus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Aspidostemon inconspicuus,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Aster quitensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Aster quitensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Aster quitensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Aster quitensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Aster quitensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Aster quitensis,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Astragalus nitidiflorus,Spain,Europe,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Astragalus nitidiflorus,Spain,Europe,Flowering Plant,1900-1919,Extinct,Species Management,0
Astragalus nitidiflorus,Spain,Europe,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Astragalus nitidiflorus,Spain,Europe,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Astragalus nitidiflorus,Spain,Europe,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Astragalus nitidiflorus,Spain,Europe,Flowering Plant,1900-1919,Extinct,Unknown,1
Athanasia imbricata,South Africa,Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Athanasia imbricata,South Africa,Africa,Flowering Plant,Before 1900,Extinct,Species Management,0
Athanasia imbricata,South Africa,Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Athanasia imbricata,South Africa,Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Athanasia imbricata,South Africa,Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Athanasia imbricata,South Africa,Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Baccharis fusca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Baccharis fusca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Baccharis fusca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Baccharis fusca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Baccharis fusca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Baccharis fusca,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Basananthe cupricola,Congo,Africa,Flowering Plant,1980-1999,Extinct,Land & Water Protection,0
Basananthe cupricola,Congo,Africa,Flowering Plant,1980-1999,Extinct,Species Management,0
Basananthe cupricola,Congo,Africa,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Basananthe cupricola,Congo,Africa,Flowering Plant,1980-1999,Extinct,Research & Monitoring,0
Basananthe cupricola,Congo,Africa,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Basananthe cupricola,Congo,Africa,Flowering Plant,1980-1999,Extinct,Unknown,1
Baudouinia capuronii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Baudouinia capuronii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Baudouinia capuronii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Baudouinia capuronii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Baudouinia capuronii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Baudouinia capuronii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Unknown,1
Begonia cladocarpoides,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Begonia cladocarpoides,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Begonia cladocarpoides,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Begonia cladocarpoides,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Begonia cladocarpoides,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Begonia cladocarpoides,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Begonia eciliata,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Begonia eciliata,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Species Management,0
Begonia eciliata,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Begonia eciliata,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Begonia eciliata,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Begonia eciliata,Trinidad and Tobago,South America,Flowering Plant,1900-1919,Extinct,Unknown,1
Begonia eiromischa,Malaysia,Asia,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Begonia eiromischa,Malaysia,Asia,Flowering Plant,Before 1900,Extinct,Species Management,0
Begonia eiromischa,Malaysia,Asia,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Begonia eiromischa,Malaysia,Asia,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Begonia eiromischa,Malaysia,Asia,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Begonia eiromischa,Malaysia,Asia,Flowering Plant,Before 1900,Extinct,Unknown,1
Beilschmiedia neoletestui,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Beilschmiedia neoletestui,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Beilschmiedia neoletestui,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Beilschmiedia neoletestui,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Beilschmiedia neoletestui,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Beilschmiedia neoletestui,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Beilschmiedia pellegrinii,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Beilschmiedia pellegrinii,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Beilschmiedia pellegrinii,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Beilschmiedia pellegrinii,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Beilschmiedia pellegrinii,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Beilschmiedia pellegrinii,Gabon,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Beilschmiedia thollonii,Gabon,Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Beilschmiedia thollonii,Gabon,Africa,Flowering Plant,Before 1900,Extinct,Species Management,0
Beilschmiedia thollonii,Gabon,Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Beilschmiedia thollonii,Gabon,Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Beilschmiedia thollonii,Gabon,Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Beilschmiedia thollonii,Gabon,Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Beilschmiedia yangambiensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,1
Beilschmiedia yangambiensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Beilschmiedia yangambiensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Beilschmiedia yangambiensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Beilschmiedia yangambiensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Beilschmiedia yangambiensis,Congo,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Benthamia catatiana,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Benthamia catatiana,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Benthamia catatiana,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Benthamia catatiana,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Benthamia catatiana,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Benthamia catatiana,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Benthamia nigro-vaginata,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Benthamia nigro-vaginata,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Benthamia nigro-vaginata,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Benthamia nigro-vaginata,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Benthamia nigro-vaginata,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Benthamia nigro-vaginata,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Berlinia hollandii,Nigeria,Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Berlinia hollandii,Nigeria,Africa,Flowering Plant,Before 1900,Extinct,Species Management,1
Berlinia hollandii,Nigeria,Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Berlinia hollandii,Nigeria,Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Berlinia hollandii,Nigeria,Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Berlinia hollandii,Nigeria,Africa,Flowering Plant,Before 1900,Extinct,Unknown,0
Betula gynoterminalis,China,Asia,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Betula gynoterminalis,China,Asia,Flowering Plant,1940-1959,Extinct,Species Management,0
Betula gynoterminalis,China,Asia,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Betula gynoterminalis,China,Asia,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Betula gynoterminalis,China,Asia,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Betula gynoterminalis,China,Asia,Flowering Plant,1940-1959,Extinct,Unknown,1
Bidens ruyigiensis,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Bidens ruyigiensis,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Bidens ruyigiensis,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Bidens ruyigiensis,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Bidens ruyigiensis,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Bidens ruyigiensis,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Unknown,1
Blepharis reekmansii,Burundi,Africa,Flowering Plant,1980-1999,Extinct,Land & Water Protection,0
Blepharis reekmansii,Burundi,Africa,Flowering Plant,1980-1999,Extinct,Species Management,0
Blepharis reekmansii,Burundi,Africa,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Blepharis reekmansii,Burundi,Africa,Flowering Plant,1980-1999,Extinct,Research & Monitoring,0
Blepharis reekmansii,Burundi,Africa,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Blepharis reekmansii,Burundi,Africa,Flowering Plant,1980-1999,Extinct,Unknown,1
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Land & Water Protection,1
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Species Management,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Law & Policy,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Research & Monitoring,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Education & Awareness,0
Blotiella coriacea,Tanzania,Africa,Ferns and Allies,1960-1979,Extinct,Unknown,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Species Management,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Blutaparon rigidum,Ecuador,South America,Flowering Plant,1900-1919,Extinct,Unknown,1
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,1
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Breonia membranacea,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,1
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Breonia richardsonii,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Unknown,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Brieya latipetala,Angola,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Land & Water Protection,1
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Species Management,1
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Law & Policy,0
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Research & Monitoring,1
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Education & Awareness,1
Brighamia insignis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Land & Water Protection,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Species Management,1
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Law & Policy,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Research & Monitoring,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Education & Awareness,0
Bromus bromoideus,Belgium,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Unknown,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Land & Water Protection,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Species Management,1
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Law & Policy,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Research & Monitoring,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Education & Awareness,0
Bromus interruptus,United Kingdom,Europe,Flowering Plant,1960-1979,Extinct in the Wild,Unknown,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Land & Water Protection,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Species Management,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Law & Policy,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Research & Monitoring,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Education & Awareness,0
Brugmansia arborea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,1
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Land & Water Protection,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Species Management,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Law & Policy,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Research & Monitoring,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Education & Awareness,0
Brugmansia aurea,Colombia,South America,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,1
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Land & Water Protection,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Species Management,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Law & Policy,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Research & Monitoring,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Education & Awareness,0
Brugmansia insignis,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Unknown,1
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Land & Water Protection,0
Brugmansia sanguinea,Peru,South America,Flowering Plant,Before 1900,Extinct in the Wild,Species Management,0
