ori,county,latitude,longitude,state_abbr,state,agency_name,agency_type,is_nibrs,nibrs_start_date
AL0480200,MARENGO,32.247591,-87.791091,AL,Alabama,Linden Police Department,City,TRUE,2020-01-01
AL0480300,MARENGO,32.247591,-87.791091,AL,Alabama,Thomaston Police Department,City,TRUE,2021-06-01
AL0480600,MARENGO,32.247591,-87.791091,AL,Alabama,Sweet Water Police Department,City,TRUE,2021-04-01
AL0540100,PICKENS,33.129322,-88.15072,AL,Alabama,Aliceville Police Department,City,TRUE,2021-01-01
AL0540000,PICKENS,33.296808,-88.096878,AL,Alabama,Pickens County Sheriff's Office,County,TRUE,2020-01-01
AL0540700,PICKENS,33.296808,-88.096878,AL,Alabama,24th Judicial Circuit Drug and Violent Crime Task Force,Other,FALSE,NA
AL0540500,PICKENS,33.296808,-88.096878,AL,Alabama,Pickensville Police Department,City,TRUE,2021-08-01
AL0540200,PICKENS,33.296808,-88.096878,AL,Alabama,Gordo Police Department,City,TRUE,2020-01-01
AL0540400,PICKENS,33.296808,-88.096878,AL,Alabama,Carrollton Police Department,City,TRUE,2020-01-01
AL0540300,PICKENS,33.296808,-88.096878,AL,Alabama,Reform Police Department,City,TRUE,2021-01-01
AL054015A,PICKENS,NA,NA,AL,Alabama,District Attorney:,NA,TRUE,2012-10-01
AL0570300,RUSSELL,NA,NA,AL,Alabama,Chattahoochee Valley Community College,NA,TRUE,2023-04-01
AL0570000,RUSSELL,32.289811,-85.18698,AL,Alabama,Russell County Sheriff's Office,County,TRUE,2021-02-01
AL0670300,WINSTON,34.155888,-87.364147,AL,Alabama,Addison Police Department,City,TRUE,2020-01-01
AL0670500,WINSTON,34.155888,-87.364147,AL,Alabama,Lynn Police Department,City,TRUE,2020-01-01
AL0670100,WINSTON,34.155888,-87.364147,AL,Alabama,Double Springs Police Department,City,TRUE,2020-01-01
AL0670000,WINSTON,34.155888,-87.364147,AL,Alabama,Winston County Sheriff's Office,County,TRUE,2020-01-01
AL0670400,WINSTON,34.155888,-87.364147,AL,Alabama,Arley Police Department,City,TRUE,2020-01-01
AL0120400,CHAMBERS,32.915504,-85.394032,AL,Alabama,Valley Police Department,City,TRUE,2020-01-01
AL0120100,CHAMBERS,32.915504,-85.394032,AL,Alabama,Lafayette Police Department,City,TRUE,2020-01-01
AL0120000,CHAMBERS,32.89985,-85.40123,AL,Alabama,Chambers County Sheriff's Office,County,TRUE,2021-01-01
AL0120200,CHAMBERS,32.915504,-85.394032,AL,Alabama,Lanett Police Department,City,TRUE,2020-01-01
AL0130100,CHEROKEE,34.1512,-85.67609,AL,Alabama,Centre Police Department,City,TRUE,2021-01-01
AL0130300,CHEROKEE,34.069515,-85.654242,AL,Alabama,Leesburg Police Department,City,TRUE,2021-01-01
AL0130200,CHEROKEE,34.069515,-85.654242,AL,Alabama,Cedar Bluff Police Department,City,TRUE,2021-01-01
AL0130000,CHEROKEE,34.163456,-85.66378,AL,Alabama,Cherokee County Sheriff's Office,County,TRUE,2021-01-01
AL0180000,CLEBURNE,33.671964,-85.516126,AL,Alabama,Cleburne County Sheriff's Office,County,TRUE,2021-01-01
AL0180200,CLEBURNE,33.671964,-85.516126,AL,Alabama,Ranburne Police Department,City,TRUE,2020-02-01
AL0180100,CLEBURNE,33.671964,-85.516126,AL,Alabama,Heflin Police Department,City,TRUE,2021-01-01
AL0240100,CRENSHAW,31.732826,-86.319222,AL,Alabama,Luverne Police Department,City,TRUE,2020-01-01
AL0240000,CRENSHAW,31.732826,-86.319222,AL,Alabama,Crenshaw County Sheriff's Office,County,TRUE,2020-01-01
AL0240200,CRENSHAW,31.732826,-86.319222,AL,Alabama,Brantley Police Department,City,TRUE,2021-01-01
AL0300400,ESCAMBIA,31.121747,-87.168429,AL,Alabama,Flomaton Police Department,City,TRUE,2020-02-01
AL0300300,ESCAMBIA,31.121747,-87.168429,AL,Alabama,East Brewton Police Department,City,TRUE,2011-11-01
AL0300200,ESCAMBIA,31.121747,-87.168429,AL,Alabama,Brewton Police Department,City,TRUE,2020-01-01
AL0300100,ESCAMBIA,31.121747,-87.168429,AL,Alabama,Atmore Police Department,City,TRUE,2011-11-01
AL0300000,ESCAMBIA,31.106821,-87.071945,AL,Alabama,Escambia County Sheriff's Office,County,FALSE,NA
AL0330000,FRANKLIN,34.441989,-87.842814,AL,Alabama,Franklin County Sheriff's Office,County,TRUE,2020-01-01
AL0330100,FRANKLIN,34.476738,-87.72945,AL,Alabama,Russellville Police Department,City,TRUE,2006-01-01
AL0330200,FRANKLIN,34.441989,-87.842814,AL,Alabama,Phil Campbell Police Department,City,TRUE,2021-01-01
AL0330300,FRANKLIN,34.441989,-87.842814,AL,Alabama,Red Bay Police Department,City,TRUE,2020-01-01
AL0420100,LAWRENCE,34.48087,-87.29011,AL,Alabama,Moulton Police Department,City,TRUE,2021-02-01
AL0420600,LAWRENCE,34.51096,-87.2851,AL,Alabama,Lawrence County Drug and Violent Crime Task Force,Other,FALSE,NA
AL0420500,LAWRENCE,34.529776,-87.321865,AL,Alabama,North Courtland Police Department,City,TRUE,2021-07-01
AL0420400,LAWRENCE,34.529776,-87.321865,AL,Alabama,Hillsboro Police Department,City,TRUE,2022-01-01
AL0420300,LAWRENCE,34.529776,-87.321865,AL,Alabama,Courtland Police Department,City,TRUE,2021-01-01
AL0420200,LAWRENCE,34.529776,-87.321865,AL,Alabama,Town Creek Police Department,City,TRUE,2020-01-01
AL0420000,LAWRENCE,34.51096,-87.2851,AL,Alabama,Lawrence County Sheriff's Office,County,TRUE,2021-01-01
AL0501100,MARSHALL,NA,NA,AL,Alabama,Snead State Community College,NA,TRUE,2023-04-01
AL0500000,MARSHALL,34.3587,-86.29298,AL,Alabama,Marshall County Sheriff's Office,County,TRUE,2010-02-01
AL0500100,MARSHALL,34.309564,-86.321668,AL,Alabama,Albertville Police Department,City,TRUE,2022-09-01
AL0500200,MARSHALL,34.36029,-86.29187,AL,Alabama,Guntersville Police Department,City,TRUE,2006-01-01
AL0500500,MARSHALL,34.309564,-86.321668,AL,Alabama,Grant Police Department,City,TRUE,2020-12-01
AL0500600,MARSHALL,34.309564,-86.321668,AL,Alabama,Douglas Police Department,City,TRUE,2020-01-01
AL0500800,MARSHALL,34.309564,-86.321668,AL,Alabama,Marshall County Drug Enforcement Unit,Other,TRUE,2021-06-01
AL0560400,RANDOLPH,33.296475,-85.464068,AL,Alabama,Southern Union State Community College,University or College,TRUE,2022-01-01
AL0560500,RANDOLPH,33.296475,-85.464068,AL,Alabama,5th Judicial Circuit Narcotics Unit,Other,FALSE,NA
AL0560100,RANDOLPH,33.150887,-85.37395,AL,Alabama,Roanoke Police Department,City,TRUE,2006-01-01
AL0560000,RANDOLPH,33.296475,-85.464068,AL,Alabama,Randolph County Sheriff's Office,County,TRUE,2021-01-01
AL0560200,RANDOLPH,33.296475,-85.464068,AL,Alabama,Wadley Police Department,City,TRUE,2020-01-01
AL0560300,RANDOLPH,33.296475,-85.464068,AL,Alabama,Wedowee Police Department,City,TRUE,2020-01-01
AL0580200,ST CLAIR,33.712963,-86.315663,AL,Alabama,Ashville Police Department,City,TRUE,2020-01-01
AL0580400,ST CLAIR,33.712963,-86.315663,AL,Alabama,Springville Police Department,City,TRUE,2007-08-01
AL0580500,ST CLAIR,33.712963,-86.315663,AL,Alabama,Odenville Police Department,City,TRUE,2021-01-01
AL0580600,ST CLAIR,33.712963,-86.315663,AL,Alabama,Moody Police Department,City,TRUE,2020-02-01
AL0580700,ST CLAIR,33.712963,-86.315663,AL,Alabama,Riverside Police Department,City,TRUE,2020-08-01
AL0580800,ST CLAIR,33.712963,-86.315663,AL,Alabama,Margaret Police Department,City,TRUE,2020-01-01
AL0580900,ST CLAIR,33.712963,-86.315663,AL,Alabama,Steele Police Department,City,TRUE,2021-06-01
AL0580100,ST CLAIR,33.712963,-86.315663,AL,Alabama,Pell City Police Department,City,TRUE,2006-01-01
AL0580000,ST CLAIR,33.712963,-86.315663,AL,Alabama,St. Clair County Sheriff's Office,County,TRUE,2016-06-01
AL0580300,ST CLAIR,33.699944,-86.25525,AL,Alabama,Ragland Police Department,City,TRUE,2021-01-01
AL0230900,COVINGTON,NA,NA,AL,Alabama,Lurleen B. Wallace Community College,NA,TRUE,2021-09-01
AL0230200,COVINGTON,31.243987,-86.448721,AL,Alabama,Opp Police Department,City,TRUE,2020-01-01
AL0230300,COVINGTON,31.243987,-86.448721,AL,Alabama,Florala Police Department,City,TRUE,2021-02-01
AL0230400,COVINGTON,31.243987,-86.448721,AL,Alabama,Gantt Police Department,City,TRUE,2020-01-01
AL0230500,COVINGTON,31.243987,-86.448721,AL,Alabama,Red Level Police Department,City,TRUE,2019-01-01
AL0230600,COVINGTON,31.243987,-86.448721,AL,Alabama,Lockhart Police Department,City,TRUE,2021-08-01
AL0230700,COVINGTON,31.243987,-86.448721,AL,Alabama,River Falls Police Department,City,TRUE,2020-03-01
AL0230100,COVINGTON,31.243987,-86.448721,AL,Alabama,Andalusia Police Department,City,TRUE,2012-01-01
AL0230000,COVINGTON,31.31337,-86.50222,AL,Alabama,Covington County Sheriff's Office,County,TRUE,2020-01-01
AL0010000,JEFFERSON,33.553444,-86.896536,AL,Alabama,Jefferson County Sheriff's Office,County,TRUE,2021-01-01
AL0010100,JEFFERSON,33.396152,-86.95345,AL,Alabama,Bessemer Police Department,City,TRUE,2006-01-01
AL0010300,JEFFERSON,33.50124,-86.75607,AL,Alabama,Mountain Brook Police Department,City,TRUE,2021-01-01
AL0010400,JEFFERSON,33.553444,-86.896536,AL,Alabama,Fairfield Police Department,City,FALSE,NA
AL0010500,JEFFERSON,33.553444,-86.896536,AL,Alabama,Gardendale Police Department,City,TRUE,2021-01-01
AL0010700,JEFFERSON,33.553444,-86.896536,AL,Alabama,Midfield Police Department,City,TRUE,2020-01-01
AL0010800,JEFFERSON,33.585728,-86.775024,AL,Alabama,Tarrant Police Department,City,TRUE,2021-02-01
AL0011000,JEFFERSON,33.479603,-86.791016,AL,Alabama,Homewood Police Department,City,TRUE,2012-01-01
AL0011100,JEFFERSON,33.553444,-86.896536,AL,Alabama,Fultondale Police Department,City,TRUE,2006-01-01
AL0011300,JEFFERSON,33.538326,-86.70705,AL,Alabama,Irondale Police Department,City,TRUE,2009-05-01
AL0011400,JEFFERSON,33.49046,-86.9703,AL,Alabama,Pleasant Grove Police Department,City,TRUE,2011-01-01
AL0011600,JEFFERSON,33.553444,-86.896536,AL,Alabama,Graysville Police Department,City,TRUE,2021-01-01
AL0011800,JEFFERSON,33.42912,-86.94988,AL,Alabama,Brighton Police Department,City,TRUE,2021-01-01
AL0011900,JEFFERSON,33.553444,-86.896536,AL,Alabama,Hueytown Police Department,City,TRUE,2012-02-01
AL0012000,JEFFERSON,33.553444,-86.896536,AL,Alabama,Lipscomb Police Department,City,TRUE,2020-01-01
AL0012200,JEFFERSON,33.553444,-86.896536,AL,Alabama,Adamsville Police Department,City,TRUE,2020-01-01
AL0012300,JEFFERSON,33.553444,-86.896536,AL,Alabama,Warrior Police Department,City,TRUE,2021-01-01
AL0012400,JEFFERSON,33.49646,-86.80456,AL,Alabama,University of Alabama: Birmingham,University or College,TRUE,2010-04-01
AL0012500,JEFFERSON,33.553444,-86.896536,AL,Alabama,Trafford Police Department,City,TRUE,2020-12-01
AL0012600,JEFFERSON,33.553444,-86.896536,AL,Alabama,Morris Police Department,City,TRUE,2021-01-01
AL0012700,JEFFERSON,33.553444,-86.896536,AL,Alabama,Brookside Police Department,City,TRUE,2021-01-01
AL0012900,JEFFERSON,33.553444,-86.896536,AL,Alabama,Kimberly Police Department,City,TRUE,2021-01-01
AL0013200,JEFFERSON,33.553444,-86.896536,AL,Alabama,Tannehill Ironworks Historic State Park,Other State Agency,FALSE,NA
AL0013400,JEFFERSON,33.64871,-86.7103,AL,Alabama,Jefferson State Community College,University or College,TRUE,2020-01-01
AL001359E,JEFFERSON,NA,NA,AL,Alabama,Norfolk Southern Railway,NA,FALSE,NA
AL0014000,JEFFERSON,33.553444,-86.896536,AL,Alabama,Lawson State Community College,NA,TRUE,2020-01-01
AL001419E,JEFFERSON,NA,NA,AL,Alabama,Samford University,NA,TRUE,2021-04-01
AL0014500,JEFFERSON,33.6301,-86.59608,AL,Alabama,Trussville Fire Department Fire and Explosion Investigation Unit,Other,FALSE,NA
AL0440200,LIMESTONE,34.810239,-86.981399,AL,Alabama,Ardmore Police Department,City,TRUE,2021-01-01
AL0440000,LIMESTONE,34.81945,-86.96882,AL,Alabama,Limestone County Sheriff's Office,County,FALSE,NA
AL0440100,LIMESTONE,34.803825,-86.95889,AL,Alabama,Athens Police Department,City,TRUE,2013-11-01
AL0610200,TALLADEGA,33.369277,-86.175805,AL,Alabama,Talladega Police Department,City,TRUE,2006-01-01
AL0610000,TALLADEGA,33.369277,-86.175805,AL,Alabama,Talladega County Sheriff's Office,County,TRUE,2020-11-01
AL0610100,TALLADEGA,33.369277,-86.175805,AL,Alabama,Sylacauga Police Department,City,TRUE,2019-05-01
AL0610300,TALLADEGA,33.278336,-86.35341,AL,Alabama,Childersburg Police Department,City,TRUE,2009-10-01
AL0610400,TALLADEGA,33.369277,-86.175805,AL,Alabama,Lincoln Police Department,City,TRUE,2013-12-01
AL0611200,TALLADEGA,33.369277,-86.175805,AL,Alabama,Munford Police Department,City,FALSE,NA
AL0410400,LAUDERDALE,34.904122,-87.650997,AL,Alabama,St. Florian Police Department,City,TRUE,2021-01-01
AL0410100,LAUDERDALE,34.904122,-87.650997,AL,Alabama,Florence Police Department,City,TRUE,2021-01-01
AL0410000,LAUDERDALE,34.904122,-87.650997,AL,Alabama,Lauderdale County Sheriff's Office,County,TRUE,2020-12-01
AL0410800,LAUDERDALE,34.904122,-87.650997,AL,Alabama,University of North Alabama,University or College,TRUE,2020-01-01
AL0410500,LAUDERDALE,34.904122,-87.650997,AL,Alabama,Lexington Police Department,City,TRUE,2020-01-01
AL0410600,LAUDERDALE,34.904122,-87.650997,AL,Alabama,Rogersville Police Department,City,TRUE,2021-01-01
AL0410700,LAUDERDALE,34.904122,-87.650997,AL,Alabama,Killen Police Department,City,TRUE,2020-01-01
AL0460200,"LEE, MACON",32.387027,-85.692887,AL,Alabama,Notasulga Police Department,City,TRUE,2021-01-01
AL0032900,MONTGOMERY,NA,NA,AL,Alabama,Faulkner University,NA,TRUE,2022-08-01
AL0032500,MONTGOMERY,NA,NA,AL,Alabama,"Department of Conservation, Montgomery",NA,TRUE,2020-11-01
AL0031600,MONTGOMERY,NA,NA,AL,Alabama,Montgomery Airport ,NA,TRUE,2022-01-01
AL0033200,MONTGOMERY,NA,NA,AL,Alabama,Department of Corrections Investigations and Intelligence Division,NA,TRUE,2021-01-01
AL0030000,MONTGOMERY,32.20365,-86.203831,AL,Alabama,Montgomery County Sheriff's Office,County,TRUE,2021-06-01
AL0030700,MONTGOMERY,32.20365,-86.203831,AL,Alabama,Auburn University: Montgomery,University or College,TRUE,2020-01-01
AL0030800,MONTGOMERY,32.20365,-86.203831,AL,Alabama,Alabama Public Service Commission Enforcement Division,Other State Agency,FALSE,NA
AL0031400,MONTGOMERY,32.20365,-86.203831,AL,Alabama,State Fire Marshal,Other State Agency,FALSE,NA
AL0030100,MONTGOMERY,32.20365,-86.203831,AL,Alabama,Montgomery Police Department,City,FALSE,NA
AL0030500,MONTGOMERY,32.20365,-86.203831,AL,Alabama,Alabama Department of Mental Health,Other State Agency,TRUE,2021-01-01
AL0030600,MONTGOMERY,32.20365,-86.203831,AL,Alabama,Alabama State University,University or College,TRUE,2022-01-01
AL0620800,TALLAPOOSA,NA,NA,AL,Alabama,Central Alabama Community College,NA,TRUE,2022-09-01
AL0620000,TALLAPOOSA,32.814243,-85.77444,AL,Alabama,Tallapoosa County Sheriff's Office,County,TRUE,2020-01-01
AL0620100,TALLAPOOSA,32.863369,-85.799553,AL,Alabama,Alexander City Police Department,City,TRUE,2007-05-01
AL0620200,TALLAPOOSA,32.829388,-85.76364,AL,Alabama,Dadeville Police Department,City,TRUE,2020-01-01
AL0620300,TALLAPOOSA,32.863369,-85.799553,AL,Alabama,Camp Hill Police Department,City,TRUE,2020-01-01
AL0620600,TALLAPOOSA,32.863369,-85.799553,AL,Alabama,New Site Police Department,City,TRUE,2020-01-01
AL0620700,TALLAPOOSA,32.863369,-85.799553,AL,Alabama,Jacksons Gap Police Department,City,TRUE,2021-01-01
AL0630100,TUSCALOOSA,33.173267,-87.55792,AL,Alabama,Tuscaloosa Police Department,City,TRUE,2021-09-01
AL0630200,TUSCALOOSA,33.290202,-87.52286,AL,Alabama,Northport Police Department,City,TRUE,2017-10-01
AL0630300,TUSCALOOSA,33.290202,-87.52286,AL,Alabama,University of Alabama: Tuscaloosa,University or College,TRUE,2021-01-01
AL0630500,TUSCALOOSA,33.290202,-87.52286,AL,Alabama,Bryce State Hospital,Other State Agency,FALSE,NA
AL0630000,TUSCALOOSA,33.290202,-87.52286,AL,Alabama,Tuscaloosa County Sheriff's Office,County,TRUE,2006-01-01
AL0630800,TUSCALOOSA,33.290202,-87.52286,AL,Alabama,Brookwood Police Department,City,TRUE,2020-01-01
AL0631400,TUSCALOOSA,33.290202,-87.52286,AL,Alabama,Coaling Police Department,City,TRUE,2020-01-01
AL0650100,WASHINGTON,31.405217,-88.197564,AL,Alabama,McIntosh Police Department,City,TRUE,2020-01-01
AL0650000,WASHINGTON,31.405217,-88.197564,AL,Alabama,Washington County Sheriff's Office,County,TRUE,2020-01-01
AL0650300,WASHINGTON,31.405217,-88.197564,AL,Alabama,Chatom Police Department,City,TRUE,2021-01-01
AL0650200,WASHINGTON,31.405217,-88.197564,AL,Alabama,Millry Police Department,City,TRUE,2021-01-01
AL0190200,"COFFEE, DALE",31.402258,-85.989602,AL,Alabama,Enterprise Police Department,City,TRUE,2021-01-01
AL0570100,"LEE, RUSSELL",32.46812,-85.00083,AL,Alabama,Phenix City Police Department,City,TRUE,2021-01-01
ALSBI0000,NOT SPECIFIED,NA,NA,AL,Alabama,Alabama Law Enforcement Agency:,NA,TRUE,2017-01-01
ALDPS0000,NOT SPECIFIED,NA,NA,AL,Alabama,Alabama Highway Patrol Department of Public Safety Headquarters ,NA,TRUE,2021-12-01
ALDI00300,NOT SPECIFIED,31.121747,-87.168429,AL,Alabama,Poarch Creek Tribal,Tribal,FALSE,NA
AL0033100,NOT SPECIFIED,NA,NA,AL,Alabama,Alabama Drug Enforcement Task Force,NA,TRUE,2021-03-01
ALLEA0000,NOT SPECIFIED,NA,NA,AL,Alabama,Alabama Law Enforcement Agency,NA,TRUE,2021-01-01
AL0310900,"BLOUNT, ETOWAH",34.047648,-86.034522,AL,Alabama,Altoona Police Department,City,TRUE,2021-01-01
AL0040100,"AUTAUGA, ELMORE",32.459705,-86.47263,AL,Alabama,Prattville Police Department,City,TRUE,2021-05-01
AL0290600,"AUTAUGA, ELMORE",32.597229,-86.142738,AL,Alabama,Millbrook Police Department,City,TRUE,2011-03-01
AL0100300,"BUTLER, CONECUH",31.751667,-86.681969,AL,Alabama,McKenzie Police Department,City,TRUE,2022-08-01
AL0310400,"CALHOUN, ETOWAH",34.047648,-86.034522,AL,Alabama,Glencoe Police Department,City,TRUE,2021-01-01
AL0310700,"CALHOUN, ETOWAH",33.92092,-86.02231,AL,Alabama,Southside Police Department,City,TRUE,2021-01-01
AL0590100,"CHILTON, SHELBY",33.262937,-86.678104,AL,Alabama,Calera Police Department,City,TRUE,2022-03-01
AL0490200,"FAYETTE, MARION",34.138219,-87.881551,AL,Alabama,Winfield Police Department,City,TRUE,2020-01-01
AL0380900,"GENEVA, HOUSTON",31.160837,-85.46916,AL,Alabama,Taylor Police Department,City,TRUE,2020-01-01
AL0670200,"MARION, WINSTON",34.155888,-87.364147,AL,Alabama,Haleyville Police Department,City,TRUE,2006-01-01
AL0070400,"BIBB, TUSCALOOSA",33.015893,-87.127148,AL,Alabama,Woodstock Police Department,City,TRUE,2020-01-01
AL0630700,"BIBB, TUSCALOOSA",33.290202,-87.52286,AL,Alabama,Vance Police Department,City,TRUE,2020-12-01
AL0280200,"CHEROKEE, DEKALB",34.460929,-85.803992,AL,Alabama,Collinsville Police Department,City,TRUE,2020-01-01
AL0310800,"ETOWAH, MARSHALL",34.047648,-86.034522,AL,Alabama,Sardis City Police Department,City,TRUE,2020-01-01
AL0500400,"ETOWAH, MARSHALL",34.1956,-86.16411,AL,Alabama,Boaz Police Department,City,FALSE,NA
AL0360200,"HALE, TUSCALOOSA",32.752796,-87.623061,AL,Alabama,Moundville Police Department,City,FALSE,NA
AL0520700,"LAWRENCE, MORGAN",34.610783,-87.08653,AL,Alabama,Trinity Police Department,City,TRUE,2020-01-01
AL0500300,"CULLMAN, MARSHALL",34.32761,-86.4977,AL,Alabama,Arab Police Department,City,TRUE,2020-01-01
AL0011200,"JEFFERSON, SHELBY",33.38795,-86.80636,AL,Alabama,Hoover Police Department,City,TRUE,2006-01-01
AL0010900,"JEFFERSON, SHELBY",33.553444,-86.896536,AL,Alabama,Vestavia Hills Police Department,City,TRUE,2021-01-01
AL0010200,"JEFFERSON, SHELBY",33.553444,-86.896536,AL,Alabama,Birmingham Police Department,City,TRUE,2021-02-01
AL0590700,"JEFFERSON, SHELBY",33.262937,-86.678104,AL,Alabama,Helena Police Department,City,TRUE,2007-03-01
AL0640500,"JEFFERSON, WALKER",33.791558,-87.301094,AL,Alabama,Sumiton Police Department,City,TRUE,2021-01-01
AL0520100,"LIMESTONE, MORGAN",34.454484,-86.846402,AL,Alabama,Decatur Police Department,City,TRUE,2021-01-01
AL0110500,"CALHOUN, TALLADEGA",33.771706,-85.822513,AL,Alabama,Oxford Police Department,City,TRUE,2006-01-01
AL0290200,"ELMORE, TALLAPOOSA",32.597229,-86.142738,AL,Alabama,Tallassee Police Department,City,TRUE,2020-05-01
AL0470100,"LIMESTONE, MADISON",34.764238,-86.55108,AL,Alabama,Huntsville Police Department,City,TRUE,2021-01-01
AL0470200,"LIMESTONE, MADISON",34.6994,-86.74227,AL,Alabama,Madison Police Department,City,TRUE,2023-01-01
AL0581200,"JEFFERSON, ST CLAIR",33.68995,-86.50901,AL,Alabama,Argo Police Department,City,TRUE,2020-01-01
AL0012100,"JEFFERSON, ST CLAIR",33.553444,-86.896536,AL,Alabama,Trussville Police Department,City,TRUE,2013-05-01
AL0380100,"DALE, HENRY, HOUSTON",31.225441,-85.3914,AL,Alabama,Dothan Police Department,City,TRUE,2017-05-01
AL0631100,"JEFFERSON, TUSCALOOSA",33.290202,-87.52286,AL,Alabama,Lake View Police Department,City,TRUE,2021-01-01
AL0010600,"JEFFERSON, SHELBY, ST CLAIR",33.553444,-86.896536,AL,Alabama,Leeds Police Department,City,TRUE,2006-01-01
AK0010600,NOME,64.783686,-164.188912,AK,Alaska,Nome Police Department,City,TRUE,2021-01-01
AK0010900,SITKA,57.052124,-135.33418,AK,Alaska,Sitka Police Department,City,TRUE,2021-01-01
AK0011300,BETHEL,60.928916,-160.15335,AK,Alaska,Bethel Police Department,City,TRUE,2021-01-01
AK0012100,HAINES,59.098771,-135.576936,AK,Alaska,Haines Police Department,City,TRUE,2021-01-01
