submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation
LdMxB2,35-44 years old,2,"At the office, At home, On the go","Espresso, Cold brew",NA,Local cafe,NA,Iced coffee,NA,"Milk, dairy alternative, or coffee creamer",NA,"Oat milk, Soy milk",NA,Full Bodied,NA,Medium,Full caffeine,6,2,2,NA,"Sweet, light honey/toasty notes",4,2,NA,"Peanut, malt, notable bitterness. A bit thick in texture.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GrBOrz,25-34 years old,NA,NA,NA,NA,NA,NA,NA,NA,"Milk, dairy alternative, or coffee creamer, No - just black",NA,Oat milk,NA,Chocolatey,Medium,Dark,NA,5,2,4,NA,Very bright and juicy not my personal preference,3,3,3,Tasted kind of milky and smoooth but the flavor felt very muddy,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5dqajd,25-34 years old,More than 4,"At home, At a cafe",Other,Areopress,NA,NA,Cappuccino,NA,No - just black,NA,NA,NA,Fruity,Somewhat strong,Light,Full caffeine,6,2,4,4,NA,5,1,2,NA,3,3,3,NA,1,5,5,NA,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,"I need the ritual, I need the caffeine, It tastes good",NA,Yes,Yes,$6-$8,More than $20,Yes,$300-$500,No,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
VZ1W0E,35-44 years old,More than 4,"At home, At a cafe","Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, French press, Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Bold,Very strong,Medium,Full caffeine,8,1,1,4,NA,3,2,3,NA,1,1,3,NA,1,4,1,NA,Coffee A,Coffee A,Coffee A,I primarily work from home,>$100,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,2,No affiliation
NABN5G,45-54 years old,More than 4,At home,"Pod/capsule machine (e.g. Keurig/Nespresso), Other",Aeropress,NA,NA,Americano,NA,No - just black,NA,NA,NA,Bold,Somewhat strong,Dark,Half caff,6,2,5,1,NA,2,3,5,"Nice mouth feel, coats.",2,2,3,NA,2,5,1,Unripe fruit.,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the ritual",NA,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Female,NA,NA,NA,NA,NA,NA,NA
6dQY8o,25-34 years old,2,"At home, At a cafe, On the go, At the office","Pour over, Espresso",NA,Specialty coffee shop,NA,Cappuccino,NA,No - just black,NA,NA,NA,Juicy,Somewhat strong,Light,Full caffeine,8,2,4,4,"Fruity aroma, lighter mouthfeel, lemony-citrusy taste.",4,2,4,"Darker, chocolatey, least aromatic/metallic smell. Full bodied mouthfeel.",4,3,3,"Vegetal initial aroma, some astringency. Least favorite.",1,4,5,"Personal favorite. Sweet smell, berry-like taste, light/medium mouthfeel.",Coffee A,Coffee D,Coffee D,I primarily work in person,>$100,"It tastes good, I need the ritual",NA,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,NA,Bachelor's degree,Asian/Pacific Islander,NA,Employed full-time,None,Democrat
WAp6va,45-54 years old,More than 4,At home,"Espresso, Bean-to-cup machine, Pour over",NA,NA,NA,Espresso,NA,"Milk, dairy alternative, or coffee creamer",NA,Half and half,NA,Bold,Somewhat strong,Dark,Full caffeine,8,2,4,2,NA,3,2,4,NA,3,3,3,NA,3,4,2,NA,Coffee B,Coffee D,Coffee B,I primarily work from home,$60-$80,"It tastes good, I need the ritual, I need the caffeine",NA,Yes,No,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,NA,Master's degree,Hispanic/Latino,NA,Employed full-time,3,Independent
EPbVGA,25-34 years old,NA,"At home, At the office, At a cafe","Coffee brewing machine (e.g. Mr. Coffee), Cold brew",NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,NA,Granulated Sugar,Chocolatey,Medium,Medium,Full caffeine,NA,3,NA,4,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coffee A,Coffee A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OABqQp,35-44 years old,2,"On the go, At a cafe, At the office",NA,NA,"Local cafe, National chain (e.g. Starbucks, Dunkin)",NA,Latte,NA,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer, No - just black",NA,"Whole milk, Half and half, Flavored coffee creamer","Raw Sugar (Turbinado), Brown Sugar",Sweet,Very strong,Medium,Full caffeine,3,2,2,5,NA,2,2,4,NA,2,2,4,NA,2,2,4,Blueberries,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$4-$6,$6-$8,Yes,$20-$50,Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,None,No affiliation
DVvOop,35-44 years old,2,At home,Espresso,NA,NA,NA,Cold brew,NA,Other,Coconut,NA,NA,Nutty,Somewhat strong,Dark,Full caffeine,5,3,3,NA,Orange,3,NA,3,Nutty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KMBrLz,25-34 years old,3,"At the office, At home","Pour over, French press, Espresso, Cold brew",NA,NA,NA,Cappuccino,NA,"Milk, dairy alternative, or coffee creamer, No - just black",NA,Skim milk,NA,Caramalized,Somewhat strong,Medium,Full caffeine,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jB9r21,25-34 years old,1,"At home, At a cafe","Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Chocolatey,Somewhat strong,Medium,Full caffeine,5,2,3,3,NA,3,2,3,NA,1,2,3,NA,2,4,4,NA,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,I need the ritual,NA,Yes,No,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,2,Democrat
pLPYLE,25-34 years old,2,"At the office, On the go",NA,NA,"Drive-thru, National chain (e.g. Starbucks, Dunkin)",NA,Iced coffee,NA,"Milk, dairy alternative, or coffee creamer",NA,Half and half,NA,Caramalized,Very strong,Light,Full caffeine,8,4,3,5,NA,3,4,1,NA,5,3,2,NA,2,2,4,NA,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",NA,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
oAV8yX,35-44 years old,2,At home,Espresso,NA,NA,NA,Other,Flat white,"Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Floral,Somewhat strong,Light,Full caffeine,9,2,4,5,NA,4,2,1,NA,5,1,1,NA,1,5,5,NA,Coffee A,Coffee A,Coffee A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aBrp0W,18-24 years old,4,At home,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew",NA,NA,NA,Cold brew,NA,"No - just black, Sugar or sweetener, Milk, dairy alternative, or coffee creamer",NA,Flavored coffee creamer,"Granulated Sugar, Artificial Sweeteners (e.g., Splenda)",Sweet,Medium,Light,Full caffeine,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
g5NPxK,25-34 years old,2,"At home, At the office","Espresso, Pour over",NA,NA,NA,Cappuccino,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,Oat milk,NA,Fruity,Somewhat strong,Light,Full caffeine,9,2,3,3,Fruity,3,2,3,"Balanced, smooth",2,4,3,"Mild fruity, smooth finish",1,4,4,Bright and fruity,Coffee C,Coffee D,Coffee D,NA,$40-$60,It tastes good,NA,Yes,Yes,$15-$20,$15-$20,No,"More than $1,000",Yes,Male,NA,NA,NA,NA,NA,NA,NA
bl41kE,25-34 years old,2,"At home, At a cafe, On the go","Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",NA,"Specialty coffee shop, Drive-thru, Local cafe, National chain (e.g. Starbucks, Dunkin)",NA,Pourover,NA,"Milk, dairy alternative, or coffee creamer",NA,Half and half,NA,Nutty,Somewhat strong,Light,Full caffeine,7,2,5,5,"Nutty, Earthy",5,1,2,Chocolate,4,2,4,"Citrus, Floral",3,3,3,"Berries, Fruity, Balanced",Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom",NA,Yes,Yes,$10-$15,$10-$15,No,$500-$1000,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
GrBO1z,45-54 years old,2,"At home, At the office","Pour over, French press",NA,NA,NA,Cappuccino,NA,"Milk, dairy alternative, or coffee creamer",NA,"Half and half, Whole milk",NA,Chocolatey,Medium,Medium,Full caffeine,6,2,4,4,NA,3,3,4,NA,4,2,1,NA,1,5,5,NA,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,2,Democrat
xdN8Q9,25-34 years old,2,"At home, At a cafe, On the go","Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",NA,Local cafe,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Very strong,Light,Full caffeine,8,3,4,4,"Caramel, Starfruit",2,2,3,"Baking chocolate, cream",3,2,3,"Cinnamon, Demerara sugar, black pepper",4,5,4,Green apple,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,It tastes good,NA,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,None,Independent
vNx8Xv,35-44 years old,1,At home,French press,NA,NA,NA,Cold brew,NA,"Milk, dairy alternative, or coffee creamer",NA,Oat milk,NA,Chocolatey,Medium,Medium,Full caffeine,6,2,2,4,Nice and light. Would drink without cream.,2,2,5,"More depth of flavor than A. Chocolate, perhaps?",3,4,2,Tastes a little like garbage.,3,4,1,Tastes like lemon garbage.,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",NA,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Female,NA,Bachelor's degree,White/Caucasian,NA,Unemployed,1,Democrat
dY2JPN,18-24 years old,2,"At home, At a cafe",Pour over,NA,NA,NA,Pourover,NA,"Milk, dairy alternative, or coffee creamer",NA,Coffee creamer,NA,Nutty,Somewhat strong,Light,Full caffeine,6,2,4,4,NA,4,2,3,NA,3,3,3,NA,1,5,2,NA,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the ritual, It makes me go to the bathroom",NA,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,NA,NA,NA,NA,NA,NA,NA
MAdjLE,35-44 years old,2,At home,"Espresso, Pour over",NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Fruity,Somewhat strong,Nordic,Full caffeine,9,3,3,3,NA,4,1,2,NA,3,2,3,NA,1,4,4,NA,Coffee A,Coffee D,Coffee D,I do a mix of both,>$100,It tastes good,NA,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,NA,Doctorate or professional degree,White/Caucasian,NA,Employed full-time,None,Democrat
6dQ6xo,25-34 years old,3,"At the office, At home","Espresso, Pour over",NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer",NA,Skim milk,NA,Chocolatey,Somewhat strong,Medium,Full caffeine,7,2,5,5,NA,3,4,2,NA,3,3,5,NA,1,5,4,NA,Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,It tastes good,NA,Yes,Yes,$10-$15,More than $20,No,"More than $1,000",Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,None,Democrat
7d97lZ,25-34 years old,2,"At home, At the office",Coffee extract (e.g. Cometeer),NA,NA,NA,Americano,NA,No - just black,NA,NA,NA,Full Bodied,Medium,Dark,Full caffeine,3,2,5,2,NA,3,2,4,NA,4,3,3,NA,3,4,2,NA,Coffee B,Coffee D,Coffee B,I do a mix of both,>$100,"I need the caffeine, It tastes good",NA,Yes,Yes,$8-$10,$15-$20,Yes,$20-$50,No,Female,NA,Doctorate or professional degree,Asian/Pacific Islander,NA,Employed full-time,None,Democrat
0EjqPQ,25-34 years old,3,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Somewhat strong,Light,Full caffeine,7,3,4,2,"citric, apple, clear",5,2,2,"Charcoal, full body, mud",4,3,3,"Milky, cream, butter",1,5,5,"Fruity, Floral, cherry",Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$8-$10,$15-$20,No,$300-$500,Yes,Male,NA,Bachelor's degree,Asian/Pacific Islander,NA,Employed full-time,1,No affiliation
BGbJD4,25-34 years old,1,At the office,NA,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Chocolatey,Medium,Light,Full caffeine,2,1,4,5,NA,3,2,4,NA,4,2,2,NA,2,4,3,NA,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"I need the caffeine, I need the ritual, It makes me go to the bathroom, It tastes good",NA,No,Yes,$6-$8,More than $20,Yes,$100-$300,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,More than 3,Democrat
9dJYbp,25-34 years old,3,"At home, At the office","Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer, No - just black",NA,Whole milk,NA,Chocolatey,Medium,Light,Full caffeine,8,1,1,5,NA,2,1,3,NA,3,3,2,NA,2,2,1,NA,Coffee A,Coffee A,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",NA,Yes,Yes,$15-$20,$10-$15,No,$100-$300,Yes,Male,NA,Master's degree,Hispanic/Latino,NA,Student,None,No affiliation
xdNbJ9,25-34 years old,1,"At home, On the go, At the office, At a cafe",Espresso,NA,"National chain (e.g. Starbucks, Dunkin)",NA,Espresso,NA,No - just black,NA,NA,NA,Fruity,Very strong,Medium,Full caffeine,6,3,3,4,"Tiny bit of fruit, blackberries",3,1,3,NA,4,2,3,"Bit muddy, almost tobacco?",1,4,5,Fruity - strawberries,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,It tastes good,NA,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
EPbVLl,45-54 years old,2,"At home, At the office, On the go",Pod/capsule machine (e.g. Keurig/Nespresso),NA,Local cafe,NA,Regular drip coffee,NA,No - just black,NA,NA,NA,Full Bodied,Somewhat strong,Italian,Full caffeine,6,2,4,1,NA,4,3,4,NA,4,4,5,NA,1,4,NA,NA,Coffee C,Coffee A,Coffee C,I primarily work from home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pLPNQJ,35-44 years old,1,"At home, On the go",Pour over,NA,Local cafe,NA,Pourover,NA,No - just black,NA,NA,NA,Chocolatey,Somewhat strong,Medium,Full caffeine,7,4,4,5,Caramel,4,2,4,NA,2,2,3,Mild,4,5,1,Sour,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"I need the ritual, I need the caffeine, It makes me go to the bathroom, It tastes good",NA,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Female,NA,Doctorate or professional degree,Asian/Pacific Islander,NA,Employed full-time,2,No affiliation
AlbMLW,25-34 years old,2,"At home, At a cafe","Pour over, Other",Aeropress,NA,NA,Iced coffee,NA,No - just black,NA,NA,NA,Bright,Medium,Light,Decaf,7,2,3,4,Pretty good.,3,2,2,A bit boring.,3,2,2,A bit boring.,1,4,5,"Delicious, acidic and interesting.",Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,"It tastes good, I need the ritual",NA,Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,1,Independent
EPboPq,25-34 years old,3,At home,"Pour over, Cold brew",NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer",NA,Whole milk,NA,Full Bodied,Medium,Medium,Full caffeine,3,2,3,4,NA,1,2,5,"Wood, sweetness",4,2,2,Chocolate,3,3,1,"Fruity, berry",Coffee A,Coffee A,Coffee C,I primarily work in person,>$100,"It tastes good, I need the caffeine",NA,Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,NA,Master's degree,White/Caucasian,NA,Employed full-time,None,No affiliation
ylq8yW,25-34 years old,3,"At home, At the office, On the go, At a cafe","Espresso, Coffee brewing machine (e.g. Mr. Coffee)",NA,"Local cafe, National chain (e.g. Starbucks, Dunkin)",NA,Americano,NA,No - just black,NA,NA,NA,Full Bodied,Somewhat strong,Light,Full caffeine,7,1,4,2,NA,2,3,3,NA,3,2,5,NA,1,3,3,NA,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",NA,Yes,Yes,$8-$10,$10-$15,No,$20-$50,Yes,Male,NA,Bachelor's degree,Asian/Pacific Islander,NA,Employed full-time,None,Democrat
J2kEDz,45-54 years old,1,"At the office, At home","Espresso, Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA,NA,NA,Cappuccino,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,Coffee creamer,NA,Nutty,Somewhat strong,Medium,Decaf,5,3,3,4,NA,2,4,2,NA,2,5,1,NA,1,4,2,NA,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the ritual, It makes me go to the bathroom",NA,Yes,Yes,$4-$6,$4-$6,No,$500-$1000,Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,2,Independent
24x9Lg,25-34 years old,2,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Juicy,Somewhat strong,Light,Full caffeine,6,2,2,3,NA,4,1,2,NA,1,3,3,NA,2,4,5,NA,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",NA,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,None,No affiliation
0EjYb6,35-44 years old,3,At home,"Pour over, Espresso",NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,8,4,2,2,NA,4,2,2,NA,3,3,4,NA,1,4,5,NA,Coffee C,Coffee D,Coffee D,I primarily work in person,>$100,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,None,Independent
ZdRb6a,25-34 years old,2,At home,"Espresso, Pour over",NA,NA,NA,Cortado,NA,"No - just black, Milk, dairy alternative, or coffee creamer",NA,"Whole milk, Oat milk",NA,Nutty,Somewhat strong,Medium,Full caffeine,7,3,4,3,"Fruity, apple",4,2,2,NA,3,2,4,Earthy,3,5,5,Fruity blueberries,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$10-$15,$15-$20,Yes,$500-$1000,Yes,Male,NA,Doctorate or professional degree,White/Caucasian,NA,Employed full-time,None,Independent
WApbdP,25-34 years old,3,"At the office, At home",Other,Aeropress,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Floral,Medium,Light,Full caffeine,7,4,4,2,NA,2,4,2,NA,3,4,3,NA,2,4,4,NA,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the ritual, I need the caffeine",NA,Yes,No,$8-$10,More than $20,No,$300-$500,Yes,Male,NA,Bachelor's degree,Hispanic/Latino,NA,Employed full-time,1,Democrat
24xY69,18-24 years old,2,At home,"French press, Cold brew",NA,NA,NA,Cold brew,NA,"Milk, dairy alternative, or coffee creamer",NA,Half and half,NA,Chocolatey,Somewhat strong,Medium,Full caffeine,2,2,4,1,NA,2,2,4,NA,4,2,5,NA,2,4,2,NA,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"I need the ritual, It tastes good",NA,Yes,Yes,$8-$10,NA,Yes,$20-$50,Yes,Male,NA,Some college or associate's degree,Asian/Pacific Islander,NA,Student,None,No affiliation
RzBqWd,25-34 years old,1,At home,Pour over,NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Medium,Light,Full caffeine,5,2,5,4,NA,5,2,2,NA,4,3,3,NA,2,4,5,NA,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"I need the ritual, It tastes good",NA,Yes,Yes,$4-$6,$6-$8,NA,$100-$300,Yes,Male,NA,NA,NA,NA,NA,NA,NA
RzBqLv,25-34 years old,More than 4,"At home, At the office, At a cafe","Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",NA,NA,NA,Espresso,NA,No - just black,NA,NA,NA,Full Bodied,Somewhat strong,Medium,Full caffeine,5,3,3,4,"Textured Mouth Feel - My preference in texture of the 4

Balanced flavors of bitterness with red berry notes",4,3,3,"Textured Palette

Deep, pleasant bitterness, toasted malt",2,2,4,"Good body, slightly less texture than A & B

Notes of wood and Cocoa Nibs",1,5,2,"Little to none mouth feel

Earl Grey-esque, Lemon, Pear",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,It tastes good,NA,Yes,No,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,NA,High school graduate,White/Caucasian,NA,Employed full-time,None,No affiliation
oAV8d5,35-44 years old,3,"At home, At a cafe",French press,NA,NA,NA,Americano,NA,No - just black,NA,NA,NA,Nutty,Very strong,Medium,Full caffeine,7,3,4,3,NA,4,2,4,NA,2,2,5,NA,1,5,2,NA,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,2,Democrat
oAV8OM,25-34 years old,2,At home,"Pour over, Espresso, Cold brew",NA,NA,NA,Pourover,NA,No - just black,NA,NA,NA,Fruity,Somewhat light,Light,Full caffeine,7,2,2,4,NA,3,3,3,NA,5,1,1,NA,1,4,5,NA,Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"It tastes good, I need the ritual",NA,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,More than 3,Independent
AlbYyW,25-34 years old,1,At the office,NA,NA,NA,NA,Mocha,NA,Sugar or sweetener,NA,NA,Honey,Floral,Somewhat strong,Light,Full caffeine,4,2,5,4,"2nd best
unbalanced",4,3,3,"3rd best
Bitter but seems like it would improve with added sugar",5,2,2,"4th 
far too bitter but somehow tastes the most like water",3,4,5,"Best
Fruity and Floral",Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",NA,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Male,NA,Bachelor's degree,White/Caucasian,NA,Employed full-time,None,Democrat
KMB4kk,25-34 years old,1,"At the office, At home","Cold brew, Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso), Other",Moka pot,NA,NA,Cappuccino,NA,"Milk, dairy alternative, or coffee creamer, No - just black",NA,"Skim milk, Soy milk",NA,Chocolatey,Medium,Light,Full caffeine,3,1,4,2,"fermented, juicy fruit type",4,1,5,"chocolate, smooth, richer, fuller",3,3,4,more balanced slight fruit and chocolate flavor. sort of acid but not in a bad way,1,5,1,"fruity, harsh and jangly",Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,"It tastes good, I need the caffeine",NA,Yes,No,$6-$8,$10-$15,Yes,$20-$50,Yes,Female,NA,Doctorate or professional degree,Asian/Pacific Islander,NA,Employed full-time,None,Democrat
42N0Kd,18-24 years old,2,"At home, At the office, At a cafe","French press, Pod/capsule machine (e.g. Keurig/Nespresso)",NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer, Flavor syrup",NA,Whole milk,NA,Full Bodied,Somewhat strong,Medium,Full caffeine,7,2,4,3,"A is a too acidic for me, good mouth feel and not very bitter.",3,1,5,"Very well rounded, full tasting. Has a good texture with nothing being too overwhelming",3,2,4,"Another well rounded one, less full than b feels a bit lighter in the mouth. Still a very good one",3,4,1,"Something strange, super fruity/berry notes. Too acidic and fruity for me.",Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual",NA,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,NA,Some college or associate's degree,White/Caucasian,NA,Employed full-time,None,Independent
0Ej0VZ,25-34 years old,1,At home,"French press, Cold brew",NA,NA,NA,Latte,NA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NA,"Almond milk, Skim milk, Whole milk","Artificial Sweeteners (e.g., Splenda), Maple Syrup, Agave Nectar, Honey",Sweet,Medium,Medium,Full caffeine,6,2,3,4,"Fruity, sharp, caramel",2,2,3,"Smooth, slightly fruity (apple or white grape)",4,2,2,"Bland, very slightly fruity (berry), grainy",1,4,4,"Sweet, yogurty, smooth, fruity, reminds me of kefir",Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,"I need the caffeine, It tastes good",NA,Yes,No,$6-$8,$8-$10,Yes,$20-$50,Yes,Female,NA,Some college or associate's degree,White/Caucasian,NA,Employed part-time,None,Democrat
