year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error
2013,tt2002718,Machete Kills,ok,ok,PASS,2000000,8008161,9408161,2013PASS,2000000,8008161,9408161,1,1,2002718,The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.,R,True,"English, Spanish","Russia, USA","Kyle Ward (screenplay), Robert Rodriguez (story), Marcel Rodriguez (story)",41,5.8,Robert Rodriguez,11 Oct 2013,"Danny Trejo, Mel Gibson, Demian Bichir, Amber Heard","Action, Comedy, Crime",1 nomination.,107 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA2MzUxMTM3M15BMl5BanBnXkFtZTgwMzA2NzkxMDE@._V1_SX300.jpg,"30,043",NA
2013,tt2023587,Mama,ok,ok,PASS,15000000,71628180,148041253,2013PASS,15000000,71628180,148041253,1,1,2023587,Annabel and Lucas are faced with the challenge of raising his young nieces that were left alone in the forest for 5 years.... but how alone were they?,PG-13,True,English,"Canada, Spain","Andrés Muschietti (story), Barbara Muschietti (story), Neil Cross (screenplay), Andrés Muschietti (screenplay), Barbara Muschietti (screenplay)",57,6.3,Andrés Muschietti,18 Jan 2013,"Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse","Horror, Thriller",11 wins & 11 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5MjIwNDAwMl5BMl5BanBnXkFtZTcwNzQyOTY0OA@@._V1_SX300.jpg,"84,452",NA
2013,tt0770828,Man of Steel,ok-disagree,ok,PASS,225000000,291045518,687999518,2013PASS,225000000,291045518,687999518,1,1,0770828,A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race.,PG-13,True,English,"USA, Canada, UK","David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)",55,7.4,Zack Snyder,14 Jun 2013,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","Action, Adventure, Fantasy",4 wins & 16 nominations.,143 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX300.jpg,"359,556",NA
2013,tt1821549,Nebraska,ok-disagree,ok,PASS,12000000,17482517,17482517,2013PASS,12000000,17482517,17482517,1,1,1821549,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",R,True,"English, Spanish",USA,Bob Nelson,86,7.9,Alexander Payne,24 Jan 2014,"Bruce Dern, Will Forte, June Squibb, Bob Odenkirk","Adventure, Drama",Nominated for 6 Oscars. Another 26 wins & 61 nominations.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU2Mjk2NDkyMl5BMl5BanBnXkFtZTgwNTk0NzcyMDE@._V1_SX300.jpg,"33,503",NA
2013,tt1670345,Now You See Me,notalk-disagree,notalk,FAIL,75000000,117723989,351723989,2013FAIL,75000000,117723989,351723989,1,1,1670345,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,PG-13,True,English,"France, USA","Ed Solomon (screenplay), Boaz Yakin (screenplay), Edward Ricourt (screenplay), Boaz Yakin (story), Edward Ricourt (story)",50,7.3,Louis Leterrier,31 May 2013,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher","Crime, Mystery, Thriller",1 win & 3 nominations.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX300.jpg,"280,199",NA
2013,tt1483013,Oblivion,men-disagree,men,FAIL,120000000,89107235,287537983,2013FAIL,120000000,89107235,287537983,1,1,1483013,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,PG-13,True,English,USA,"Karl Gajdusek (screenplay), Michael Arndt (screenplay), Joseph Kosinski (graphic novel original story)",54,7,Joseph Kosinski,19 Apr 2013,"Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough","Action, Adventure, Mystery",8 nominations.,124 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg,"240,839",NA
2013,tt2302755,Olympus Has Fallen,notalk,notalk,FAIL,70000000,98927592,150562164,2013FAIL,70000000,98927592,150562164,1,1,2302755,"Disgraced former Presidential guard Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers.",R,True,"English, Korean",USA,"Creighton Rothenberger, Katrin Benedikt",41,6.5,Antoine Fuqua,22 Mar 2013,"Gerard Butler, Aaron Eckhart, Finley Jacobsen, Dylan McDermott","Action, Thriller",2 nominations.,119 min,movie,http://ia.media-imdb.com/images/M/MV5BMTkxNjIyNjE5OF5BMl5BanBnXkFtZTcwMTI3NzkxOQ@@._V1_SX300.jpg,"132,564",NA
2013,tt1623205,Oz the Great and Powerful,ok-disagree,ok,PASS,200000000,234770996,489570996,2013PASS,200000000,234770996,489570996,1,1,1623205,A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.,PG,True,English,USA,"Mitchell Kapner (screenplay), David Lindsay-Abaire (screenplay), Mitchell Kapner (screen story), L. Frank Baum (""Oz"" works)",44,6.4,Sam Raimi,08 Mar 2013,"James Franco, Mila Kunis, Rachel Weisz, Michelle Williams","Adventure, Family, Fantasy",3 wins & 24 nominations.,130 min,movie,http://ia.media-imdb.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX300.jpg,"135,860",NA
2013,tt1663662,Pacific Rim,notalk-disagree,notalk,FAIL,190000000,101802906,411002906,2013FAIL,190000000,101802906,411002906,1,1,1663662,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",PG-13,True,"English, Japanese, Cantonese, Mandarin",USA,"Travis Beacham (screenplay), Guillermo del Toro (screenplay), Travis Beacham (story)",64,7.1,Guillermo del Toro,12 Jul 2013,"Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi","Action, Adventure, Sci-Fi",Nominated for 1 BAFTA Film Award. Another 6 wins & 14 nominations.,131 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX300.jpg,"226,148",NA
2013,tt1980209,Pain &amp; Gain,notalk,notalk,FAIL,26000000,49875291,81275291,2013FAIL,26000000,49875291,81275291,1,1,1980209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,tt1904996,Parker,ok,ok,PASS,35000000,17616641,46346651,2013PASS,35000000,17616641,46346651,1,1,1904996,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",R,True,English,USA,"John J. McLaughlin (screenplay), Donald E. Westlake (novel)",43,6.2,Taylor Hackford,25 Jan 2013,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce","Action, Crime, Thriller",N/A,118 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk4MzM2NTQ1Nl5BMl5BanBnXkFtZTcwODIyODY1OA@@._V1_SX300.jpg,"59,992",NA
2013,tt1699755,Peeples,dubious,dubious,FAIL,15000000,9177065,9177065,2013FAIL,15000000,9177065,9177065,1,1,1699755,Sparks fly when Wade Walker crashes the Peeples annual reunion in the Hamptons to ask for their precious daughter Grace's hand in marriage.,PG-13,True,English,USA,Tina Gordon Chism,52,5,Tina Gordon Chism,10 May 2013,"Craig Robinson, Kerry Washington, David Alan Grier, S. Epatha Merkerson","Comedy, Romance",5 nominations.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQwODU0MDM4Ml5BMl5BanBnXkFtZTcwMTA5MDkzOQ@@._V1_SX300.jpg,"2,664",NA
2013,tt1854564,Percy Jackson: Sea of Monsters,ok,ok,PASS,90000000,68559554,200859554,2013PASS,90000000,68559554,200859554,1,1,1854564,"In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters to find the mythical Golden Fleece while trying to stop an ancient evil from rising.",PG,True,English,USA,"Marc Guggenheim (screenplay), Rick Riordan (based upon the novel ""Percy Jackson and the Olympians: The Sea of Monsters"" written by)",39,6,Thor Freudenthal,07 Aug 2013,"Logan Lerman, Alexandra Daddario, Douglas Smith, Leven Rambin","Adventure, Family, Fantasy",1 win & 3 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTUwODUyODI0Nl5BMl5BanBnXkFtZTcwNzAxODY2OQ@@._V1_SX300.jpg,"52,311",NA
2013,tt1392214,Prisoners,ok,ok,PASS,46000000,61002302,113402302,2013PASS,46000000,61002302,113402302,1,1,1392214,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?",R,True,English,USA,Aaron Guzikowski,74,8.1,Denis Villeneuve,20 Sep 2013,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello","Crime, Drama, Thriller",Nominated for 1 Oscar. Another 5 wins & 15 nominations.,153 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX300.jpg,"178,743",NA
2013,tt0790736,R.I.P.D.,notalk,notalk,FAIL,130000000,33618855,79019947,2013FAIL,130000000,33618855,79019947,1,1,0790736,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him.,PG-13,True,English,USA,"Phil Hay (screenplay), Matt Manfredi (screenplay), David Dobkin (story), Phil Hay (story), Matt Manfredi (story), Peter M. Lenkov (Dark Horse comic)",25,5.6,Robert Schwentke,19 Jul 2013,"Jeff Bridges, Ryan Reynolds, Kevin Bacon, Mary-Louise Parker","Action, Comedy, Crime",N/A,96 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5OTYxNzE5N15BMl5BanBnXkFtZTcwMDU1MTQ4OQ@@._V1_SX300.jpg,"54,542",NA
2013,tt1821694,Red 2,ok,ok,PASS,84000000,53262560,137162560,2013PASS,84000000,53262560,137162560,1,1,1821694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,tt1411250,Riddick,notalk-disagree,notalk,FAIL,38000000,42025135,92425135,2013FAIL,38000000,42025135,92425135,1,1,1411250,"Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past.",R,True,English,"USA, UK","David Twohy, Jim Wheat (based on characters created by), Ken Wheat (based on characters created by)",49,6.4,David Twohy,06 Sep 2013,"Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff","Action, Sci-Fi, Thriller",1 nomination.,119 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk5NzYwMzQ4MV5BMl5BanBnXkFtZTcwMjE5MTI1OQ@@._V1_SX300.jpg,"74,501",NA
2013,tt2364841,Runner Runner,nowomen,nowomen,FAIL,30000000,19316646,62616646,2013FAIL,30000000,19316646,62616646,1,1,2364841,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",R,True,English,USA,"Brian Koppelman, David Levien",36,5.6,Brad Furman,04 Oct 2013,"Justin Timberlake, Ben Affleck, Gemma Arterton, Anthony Mackie","Crime, Drama, Thriller",N/A,91 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5OTA0MjI4Ml5BMl5BanBnXkFtZTgwMTgxOTQwMDE@._V1_SX300.jpg,"30,777",NA
2013,tt1979320,Rush,notalk,notalk,FAIL,38000000,26947624,43047624,2013FAIL,38000000,26947624,43047624,1,1,1979320,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,R,True,"English, German, Italian, French","USA, Germany, UK",Peter Morgan,75,8.3,Ron Howard,27 Sep 2013,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara","Action, Biography, Drama",Nominated for 2 Golden Globes. Another 4 wins & 33 nominations.,123 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQyMDE0MTY0OV5BMl5BanBnXkFtZTcwMjI2OTI0OQ@@._V1_SX300.jpg,"140,946",NA
2013,tt1702439,Safe Haven,ok,ok,PASS,28000000,71399120,93943623,2013PASS,28000000,71399120,93943623,1,1,1702439,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",PG-13,True,"English, Portuguese",USA,"Dana Stevens (screenplay), Gage Lansky (screenplay), Nicholas Sparks (based upon the novel by)",34,6.7,Lasse Hallström,14 Feb 2013,"Julianne Hough, Irene Ziegler, Jon Kohler, Tim Parati","Drama, Mystery, Romance",2 wins & 6 nominations.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg4MzcxODA3OV5BMl5BanBnXkFtZTcwMTYzNDkwOQ@@._V1_SX300.jpg,"41,770",NA
2013,tt2140373,Saving Mr. Banks,ok,ok,PASS,35000000,82834332,100734332,2013PASS,35000000,82834332,100734332,1,1,2140373,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",PG-13,True,English,"USA, UK, Australia","Kelly Marcel, Sue Smith",65,7.7,John Lee Hancock,20 Dec 2013,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell","Biography, Comedy, Drama",Nominated for 1 Oscar. Another 9 wins & 45 nominations.,125 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc0MTQ3NzE4Nl5BMl5BanBnXkFtZTcwMzA4NDM5OQ@@._V1_SX300.jpg,"40,567",NA
2013,tt2053463,Side Effects,ok,ok,PASS,30000000,32172757,60288363,2013PASS,30000000,32172757,60288363,1,1,2053463,A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects.,R,True,"English, French",USA,Scott Z. Burns,75,7.1,Steven Soderbergh,08 Feb 2013,"Rooney Mara, Carmen Pelaez, Marin Ireland, Channing Tatum","Crime, Drama, Thriller",2 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc2MzY0NDAwOF5BMl5BanBnXkFtZTcwMTE1Mzc4OA@@._V1_SX300.jpg,"102,888",NA
2013,tt1408101,Star Trek Into Darkness,notalk-disagree,notalk,FAIL,190000000,228778661,466978661,2013FAIL,190000000,228778661,466978661,1,1,1408101,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",PG-13,True,"English, Klingon",USA,"Roberto Orci, Alex Kurtzman, Damon Lindelof, Gene Roddenberry (television series ""Star Trek"")",72,7.9,J.J. Abrams,16 May 2013,"Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban","Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 6 wins & 27 nominations.,132 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg,"272,221",NA
2013,tt1572315,Texas Chainsaw 3D,ok-disagree,ok,PASS,20000000,34341945,39093317,2013PASS,20000000,34341945,39093317,1,1,1572315,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,R,True,English,USA,"Adam Marcus (screenplay), Debra Sullivan (screenplay), Kirsten Elms (screenplay), Stephen Susco (story), Adam Marcus (story), Debra Sullivan (story), Kim Henkel (characters), Tobe Hooper (characters)",NA,4.8,John Luessenhop,04 Jan 2013,"Alexandra Daddario, Dan Yeager, Trey Songz, Scott Eastwood","Horror, Thriller",2 wins & 6 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQzMzAyNTE2N15BMl5BanBnXkFtZTcwNzM1NDg2OA@@._V1_SX300.jpg,"24,491",NA
2013,tt1931435,The Big Wedding,ok,ok,PASS,32500000,21819348,35770721,2013PASS,32500000,21819348,35770721,1,1,1931435,A long-divorced couple fakes being married as their family unites for a wedding.,R,True,"English, Spanish, Latin",USA,"Justin Zackham (screenplay), Jean-Stéphane Bron (motion picture ""Mon frère se marie""), Karine Sudan (motion picture ""Mon frère se marie"")",28,5.6,Justin Zackham,26 Apr 2013,"Robert De Niro, Katherine Heigl, Diane Keaton, Amanda Seyfried",Comedy,3 nominations.,89 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcwODUwMjg2Ml5BMl5BanBnXkFtZTcwMTc2NzkxOA@@._V1_SX300.jpg,"23,323",NA
2013,tt0816442,The Book Thief,ok,ok,PASS,19000000,21345525,62045525,2013PASS,19000000,21345525,62045525,1,1,0816442,"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being sheltered by her adoptive parents.",PG-13,True,"English, German","USA, Germany","Markus Zusak (novel), Michael Petroni (adaptation)",53,7.7,Brian Percival,27 Nov 2013,"Roger Allam, Sophie Nélisse, Heike Makatsch, Julian Lehmann","Drama, War",Nominated for 1 Oscar. Another 3 wins & 10 nominations.,131 min,movie,http://ia.media-imdb.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@._V1_SX300.jpg,"30,846",NA
2013,tt1911644,The Call,ok,ok,PASS,13000000,51872378,58938768,2013PASS,13000000,51872378,58938768,1,1,1911644,"When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.",R,True,English,USA,"Richard D'Ovidio (screenplay), Richard D'Ovidio (story), Nicole D'Ovidio (story), Jon Bokenkamp (story)",51,6.7,Brad Anderson,15 Mar 2013,"Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund","Crime, Thriller",9 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_SX300.jpg,"59,802",NA
2013,tt1457767,The Conjuring,ok,ok,PASS,20000000,137400141,318000141,2013PASS,20000000,137400141,318000141,1,1,1457767,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,R,True,"English, Latin",USA,"Chad Hayes, Carey Hayes",68,7.6,James Wan,19 Jul 2013,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston","Horror, Thriller",4 wins & 8 nominations.,112 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_SX300.jpg,"162,810",NA
2013,tt2193215,The Counselor,ok,ok,PASS,25000000,16973715,70373715,2013PASS,25000000,16973715,70373715,1,1,2193215,A lawyer finds himself in over his head when he gets involved in drug trafficking.,R,True,English,"USA, UK",Cormac McCarthy,48,5.5,Ridley Scott,25 Oct 2013,"Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem","Crime, Drama, Thriller",2 nominations.,117 min,movie,http://ia.media-imdb.com/images/M/MV5BMTc3ODk0MTY0N15BMl5BanBnXkFtZTgwOTU2MTEzMDE@._V1_SX300.jpg,"38,384",NA
2013,tt0481499,The Croods,men-disagree,men,FAIL,135000000,187168425,573068425,2013FAIL,135000000,187168425,573068425,1,1,0481499,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",PG,True,English,USA,"Chris Sanders (screenplay), Kirk De Micco (screenplay), John Cleese (story), Kirk De Micco (story), Chris Sanders (story)",55,7.3,"Kirk De Micco, Chris Sanders",22 Mar 2013,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener","Animation, Adventure, Comedy",Nominated for 1 Oscar. Another 5 wins & 24 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,"90,775",NA
2013,tt2404311,The Family,men,men,FAIL,30000000,36918811,51078541,2013FAIL,30000000,36918811,51078541,1,1,2404311,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",R,True,"English, French","USA, France","Luc Besson (screenplay), Michael Caleo (screenplay), Tonino Benacquista (based on the book by)",42,6.4,Luc Besson,13 Sep 2013,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo","Comedy, Crime, Thriller",N/A,111 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE2MzI0MzkyNV5BMl5BanBnXkFtZTcwMjQ2MDM2OQ@@._V1_SX300.jpg,"46,576",NA
