Date,BGT North of NE 70th Total,Ped South,Ped North,Bike North,Bike South
02/06/2019 04:00:00 PM,24,10,7,1,6
02/06/2019 03:00:00 PM,22,8,10,1,3
02/06/2019 02:00:00 PM,13,5,5,1,2
02/06/2019 01:00:00 PM,7,2,5,0,0
02/06/2019 12:00:00 PM,13,5,5,1,2
02/06/2019 11:00:00 AM,14,3,10,1,0
02/06/2019 10:00:00 AM,17,10,4,2,1
02/06/2019 09:00:00 AM,12,5,3,2,2
02/06/2019 08:00:00 AM,11,4,4,3,0
02/06/2019 07:00:00 AM,4,2,2,0,0
02/06/2019 06:00:00 AM,5,1,2,2,0
02/06/2019 05:00:00 AM,0,0,0,0,0
02/06/2019 04:00:00 AM,0,0,0,0,0
02/06/2019 03:00:00 AM,1,0,0,1,0
02/06/2019 02:00:00 AM,0,0,0,0,0
02/06/2019 01:00:00 AM,0,0,0,0,0
02/06/2019 12:00:00 AM,0,0,0,0,0
02/05/2019 11:00:00 PM,0,0,0,0,0
02/05/2019 10:00:00 PM,3,1,2,0,0
02/05/2019 09:00:00 PM,1,1,0,0,0
02/05/2019 08:00:00 PM,2,0,0,1,1
02/05/2019 07:00:00 PM,2,0,0,0,2
02/05/2019 06:00:00 PM,6,2,2,0,2
02/05/2019 05:00:00 PM,12,4,4,3,1
02/05/2019 04:00:00 PM,13,5,6,0,2
02/05/2019 03:00:00 PM,20,9,10,1,0
02/05/2019 02:00:00 PM,24,12,11,0,1
02/05/2019 01:00:00 PM,29,13,10,4,2
02/05/2019 12:00:00 PM,21,10,11,0,0
02/05/2019 11:00:00 AM,9,3,3,2,1
02/05/2019 10:00:00 AM,9,5,3,1,0
02/05/2019 09:00:00 AM,12,7,4,0,1
02/05/2019 08:00:00 AM,15,6,7,2,0
02/05/2019 07:00:00 AM,4,2,1,1,0
02/05/2019 06:00:00 AM,2,0,0,2,0
02/05/2019 05:00:00 AM,1,0,0,1,0
02/05/2019 04:00:00 AM,0,0,0,0,0
02/05/2019 03:00:00 AM,1,0,0,1,0
02/05/2019 02:00:00 AM,0,0,0,0,0
02/05/2019 01:00:00 AM,0,0,0,0,0
02/05/2019 12:00:00 AM,0,0,0,0,0
02/04/2019 11:00:00 PM,0,0,0,0,0
02/04/2019 10:00:00 PM,0,0,0,0,0
02/04/2019 09:00:00 PM,0,0,0,0,0
02/04/2019 08:00:00 PM,3,0,3,0,0
02/04/2019 07:00:00 PM,6,1,1,0,4
02/04/2019 06:00:00 PM,6,2,2,0,2
02/04/2019 05:00:00 PM,26,11,13,0,2
02/04/2019 04:00:00 PM,19,13,4,1,1
02/04/2019 03:00:00 PM,10,3,6,0,1
02/04/2019 02:00:00 PM,19,8,10,0,1
02/04/2019 01:00:00 PM,10,5,4,0,1
02/04/2019 12:00:00 PM,9,1,4,2,2
02/04/2019 11:00:00 AM,21,9,9,1,2
02/04/2019 10:00:00 AM,28,11,11,6,0
02/04/2019 09:00:00 AM,10,3,6,0,1
02/04/2019 08:00:00 AM,24,10,9,4,1
02/04/2019 07:00:00 AM,5,2,2,1,0
02/04/2019 06:00:00 AM,5,1,2,2,0
02/04/2019 05:00:00 AM,5,0,1,4,0
02/04/2019 04:00:00 AM,0,0,0,0,0
02/04/2019 03:00:00 AM,2,0,1,1,0
02/04/2019 02:00:00 AM,0,0,0,0,0
02/04/2019 01:00:00 AM,0,0,0,0,0
02/04/2019 12:00:00 AM,0,0,0,0,0
02/03/2019 11:00:00 PM,0,0,0,0,0
02/03/2019 10:00:00 PM,1,0,1,0,0
02/03/2019 09:00:00 PM,1,0,1,0,0
02/03/2019 08:00:00 PM,4,2,2,0,0
02/03/2019 07:00:00 PM,1,1,0,0,0
02/03/2019 06:00:00 PM,6,2,2,1,1
02/03/2019 05:00:00 PM,10,3,5,1,1
02/03/2019 04:00:00 PM,17,8,8,0,1
02/03/2019 03:00:00 PM,25,7,13,4,1
02/03/2019 02:00:00 PM,55,12,16,14,13
02/03/2019 01:00:00 PM,97,21,28,28,20
02/03/2019 12:00:00 PM,110,30,35,16,29
02/03/2019 11:00:00 AM,121,32,21,18,50
02/03/2019 10:00:00 AM,112,28,32,9,43
02/03/2019 09:00:00 AM,68,23,20,9,16
02/03/2019 08:00:00 AM,74,17,20,31,6
02/03/2019 07:00:00 AM,36,6,5,19,6
02/03/2019 06:00:00 AM,9,0,1,7,1
02/03/2019 05:00:00 AM,0,0,0,0,0
02/03/2019 04:00:00 AM,0,0,0,0,0
02/03/2019 03:00:00 AM,0,0,0,0,0
02/03/2019 02:00:00 AM,0,0,0,0,0
02/03/2019 01:00:00 AM,0,0,0,0,0
02/03/2019 12:00:00 AM,0,0,0,0,0
02/02/2019 11:00:00 PM,2,0,0,1,1
02/02/2019 10:00:00 PM,0,0,0,0,0
02/02/2019 09:00:00 PM,0,0,0,0,0
02/02/2019 08:00:00 PM,3,0,0,1,2
02/02/2019 07:00:00 PM,7,0,0,1,6
02/02/2019 06:00:00 PM,19,0,8,2,9
02/02/2019 05:00:00 PM,54,9,13,13,19
02/02/2019 04:00:00 PM,77,16,18,31,12
02/02/2019 03:00:00 PM,86,16,11,27,32
02/02/2019 02:00:00 PM,79,13,15,22,29
02/02/2019 01:00:00 PM,79,14,9,29,27
02/02/2019 12:00:00 PM,148,13,18,62,55
02/02/2019 11:00:00 AM,141,26,39,32,44
02/02/2019 10:00:00 AM,117,29,27,17,44
02/02/2019 09:00:00 AM,87,18,24,19,26
02/02/2019 08:00:00 AM,56,16,11,8,21
02/02/2019 07:00:00 AM,35,8,5,10,12
02/02/2019 06:00:00 AM,8,1,1,3,3
02/02/2019 05:00:00 AM,7,0,0,5,2
02/02/2019 04:00:00 AM,0,0,0,0,0
02/02/2019 03:00:00 AM,1,0,0,0,1
02/02/2019 02:00:00 AM,1,0,0,0,1
02/02/2019 01:00:00 AM,0,0,0,0,0
02/02/2019 12:00:00 AM,0,0,0,0,0
02/01/2019 11:00:00 PM,2,0,0,0,2
02/01/2019 10:00:00 PM,2,0,0,0,2
02/01/2019 09:00:00 PM,4,0,0,2,2
02/01/2019 08:00:00 PM,4,1,1,2,0
02/01/2019 07:00:00 PM,10,1,1,1,7
02/01/2019 06:00:00 PM,30,1,3,5,21
02/01/2019 05:00:00 PM,34,3,5,7,19
02/01/2019 04:00:00 PM,58,7,7,14,30
02/01/2019 03:00:00 PM,29,6,6,8,9
02/01/2019 02:00:00 PM,20,5,7,2,6
02/01/2019 01:00:00 PM,15,7,7,1,0
02/01/2019 12:00:00 PM,17,5,5,4,3
02/01/2019 11:00:00 AM,16,7,6,1,2
02/01/2019 10:00:00 AM,35,9,11,7,8
02/01/2019 09:00:00 AM,25,7,3,9,6
02/01/2019 08:00:00 AM,40,2,4,27,7
02/01/2019 07:00:00 AM,31,3,5,18,5
02/01/2019 06:00:00 AM,19,1,2,14,2
02/01/2019 05:00:00 AM,10,1,2,6,1
02/01/2019 04:00:00 AM,0,0,0,0,0
02/01/2019 03:00:00 AM,1,0,0,0,1
02/01/2019 02:00:00 AM,0,0,0,0,0
02/01/2019 01:00:00 AM,0,0,0,0,0
02/01/2019 12:00:00 AM,1,0,0,0,1
01/31/2019 11:00:00 PM,1,0,0,0,1
01/31/2019 10:00:00 PM,1,0,0,0,1
01/31/2019 09:00:00 PM,8,0,2,1,5
01/31/2019 08:00:00 PM,5,0,0,1,4
01/31/2019 07:00:00 PM,22,2,1,7,12
01/31/2019 06:00:00 PM,55,2,3,10,40
01/31/2019 05:00:00 PM,89,11,11,17,50
01/31/2019 04:00:00 PM,97,11,14,22,50
01/31/2019 03:00:00 PM,78,13,12,22,31
01/31/2019 02:00:00 PM,71,9,17,25,20
01/31/2019 01:00:00 PM,65,14,15,16,20
01/31/2019 12:00:00 PM,49,9,6,16,18
01/31/2019 11:00:00 AM,42,12,11,5,14
01/31/2019 10:00:00 AM,47,8,11,16,12
01/31/2019 09:00:00 AM,52,11,9,19,13
01/31/2019 08:00:00 AM,72,8,14,39,11
01/31/2019 07:00:00 AM,57,9,3,37,8
01/31/2019 06:00:00 AM,38,5,5,22,6
01/31/2019 05:00:00 AM,20,1,2,15,2
01/31/2019 04:00:00 AM,1,0,1,0,0
01/31/2019 03:00:00 AM,0,0,0,0,0
01/31/2019 02:00:00 AM,0,0,0,0,0
01/31/2019 01:00:00 AM,0,0,0,0,0
01/31/2019 12:00:00 AM,2,0,0,0,2
01/30/2019 11:00:00 PM,0,0,0,0,0
01/30/2019 10:00:00 PM,3,0,0,0,3
01/30/2019 09:00:00 PM,7,0,0,4,3
01/30/2019 08:00:00 PM,14,2,0,3,9
01/30/2019 07:00:00 PM,24,0,2,8,14
01/30/2019 06:00:00 PM,62,5,4,9,44
01/30/2019 05:00:00 PM,88,6,6,20,56
01/30/2019 04:00:00 PM,102,20,21,21,40
01/30/2019 03:00:00 PM,76,12,13,18,33
01/30/2019 02:00:00 PM,67,13,11,20,23
01/30/2019 01:00:00 PM,64,9,14,21,20
01/30/2019 12:00:00 PM,74,13,18,22,21
01/30/2019 11:00:00 AM,55,15,10,15,15
01/30/2019 10:00:00 AM,54,11,14,17,12
01/30/2019 09:00:00 AM,71,12,9,31,19
01/30/2019 08:00:00 AM,81,11,10,47,13
01/30/2019 07:00:00 AM,45,3,2,34,6
01/30/2019 06:00:00 AM,39,4,10,19,6
01/30/2019 05:00:00 AM,8,0,1,7,0
01/30/2019 04:00:00 AM,3,0,0,3,0
01/30/2019 03:00:00 AM,0,0,0,0,0
01/30/2019 02:00:00 AM,2,0,0,0,2
01/30/2019 01:00:00 AM,0,0,0,0,0
01/30/2019 12:00:00 AM,2,0,0,0,2
01/29/2019 11:00:00 PM,1,0,0,0,1
01/29/2019 10:00:00 PM,1,0,0,0,1
01/29/2019 09:00:00 PM,7,0,2,1,4
01/29/2019 08:00:00 PM,7,2,0,0,5
01/29/2019 07:00:00 PM,23,2,4,6,11
01/29/2019 06:00:00 PM,53,1,1,10,41
01/29/2019 05:00:00 PM,137,10,18,26,83
01/29/2019 04:00:00 PM,142,17,19,47,59
01/29/2019 03:00:00 PM,104,17,18,36,33
01/29/2019 02:00:00 PM,99,12,14,36,37
01/29/2019 01:00:00 PM,87,14,15,28,30
01/29/2019 12:00:00 PM,65,13,15,19,18
01/29/2019 11:00:00 AM,45,8,11,10,16
01/29/2019 10:00:00 AM,46,9,5,16,16
01/29/2019 09:00:00 AM,60,10,8,30,12
01/29/2019 08:00:00 AM,87,11,11,50,15
01/29/2019 07:00:00 AM,73,6,8,48,11
01/29/2019 06:00:00 AM,31,2,3,19,7
01/29/2019 05:00:00 AM,9,1,0,8,0
01/29/2019 04:00:00 AM,1,0,0,1,0
01/29/2019 03:00:00 AM,0,0,0,0,0
01/29/2019 02:00:00 AM,0,0,0,0,0
01/29/2019 01:00:00 AM,0,0,0,0,0
01/29/2019 12:00:00 AM,0,0,0,0,0
01/28/2019 11:00:00 PM,0,0,0,0,0
01/28/2019 10:00:00 PM,2,0,0,0,2
01/28/2019 09:00:00 PM,6,1,0,2,3
01/28/2019 08:00:00 PM,10,1,1,2,6
01/28/2019 07:00:00 PM,30,2,2,6,20
01/28/2019 06:00:00 PM,73,5,4,9,55
01/28/2019 05:00:00 PM,105,8,8,27,62
01/28/2019 04:00:00 PM,119,19,21,27,52
01/28/2019 03:00:00 PM,99,13,18,26,42
01/28/2019 02:00:00 PM,76,12,15,27,22
01/28/2019 01:00:00 PM,69,12,13,17,27
01/28/2019 12:00:00 PM,37,8,7,17,5
01/28/2019 11:00:00 AM,66,18,14,19,15
01/28/2019 10:00:00 AM,52,13,10,19,10
01/28/2019 09:00:00 AM,83,12,14,36,21
01/28/2019 08:00:00 AM,87,12,11,48,16
01/28/2019 07:00:00 AM,59,2,10,40,7
01/28/2019 06:00:00 AM,35,2,2,23,8
01/28/2019 05:00:00 AM,8,2,1,5,0
01/28/2019 04:00:00 AM,3,0,1,1,1
01/28/2019 03:00:00 AM,0,0,0,0,0
01/28/2019 02:00:00 AM,0,0,0,0,0
01/28/2019 01:00:00 AM,0,0,0,0,0
01/28/2019 12:00:00 AM,0,0,0,0,0
01/27/2019 11:00:00 PM,0,0,0,0,0
01/27/2019 10:00:00 PM,0,0,0,0,0
01/27/2019 09:00:00 PM,0,0,0,0,0
01/27/2019 08:00:00 PM,5,2,1,1,1
01/27/2019 07:00:00 PM,8,3,2,1,2
01/27/2019 06:00:00 PM,42,18,18,3,3
01/27/2019 05:00:00 PM,38,11,13,4,10
01/27/2019 04:00:00 PM,98,17,28,37,16
01/27/2019 03:00:00 PM,123,24,24,42,33
01/27/2019 02:00:00 PM,155,18,32,63,42
01/27/2019 01:00:00 PM,129,16,18,39,56
01/27/2019 12:00:00 PM,147,19,25,50,53
01/27/2019 11:00:00 AM,117,26,17,32,42
01/27/2019 10:00:00 AM,140,24,33,37,46
01/27/2019 09:00:00 AM,98,27,24,20,27
01/27/2019 08:00:00 AM,49,14,13,9,13
01/27/2019 07:00:00 AM,15,6,2,1,6
01/27/2019 06:00:00 AM,4,2,0,1,1
01/27/2019 05:00:00 AM,2,0,0,2,0
01/27/2019 04:00:00 AM,0,0,0,0,0
01/27/2019 03:00:00 AM,1,0,1,0,0
01/27/2019 02:00:00 AM,0,0,0,0,0
01/27/2019 01:00:00 AM,2,0,0,0,2
01/27/2019 12:00:00 AM,0,0,0,0,0
01/26/2019 11:00:00 PM,0,0,0,0,0
01/26/2019 10:00:00 PM,2,1,0,0,1
01/26/2019 09:00:00 PM,8,3,3,0,2
01/26/2019 08:00:00 PM,2,0,0,2,0
01/26/2019 07:00:00 PM,10,0,3,4,3
01/26/2019 06:00:00 PM,9,0,1,4,4
01/26/2019 05:00:00 PM,54,5,10,19,20
01/26/2019 04:00:00 PM,135,21,23,56,35
01/26/2019 03:00:00 PM,203,20,33,84,66
01/26/2019 02:00:00 PM,221,31,24,75,91
01/26/2019 01:00:00 PM,259,25,24,86,124
01/26/2019 12:00:00 PM,240,36,32,95,77
01/26/2019 11:00:00 AM,227,24,25,86,92
01/26/2019 10:00:00 AM,146,31,31,24,60
01/26/2019 09:00:00 AM,109,20,27,23,39
01/26/2019 08:00:00 AM,84,26,24,13,21
01/26/2019 07:00:00 AM,18,6,4,4,4
01/26/2019 06:00:00 AM,6,0,2,2,2
01/26/2019 05:00:00 AM,4,0,0,2,2
01/26/2019 04:00:00 AM,0,0,0,0,0
01/26/2019 03:00:00 AM,1,0,0,0,1
01/26/2019 02:00:00 AM,0,0,0,0,0
01/26/2019 01:00:00 AM,0,0,0,0,0
01/26/2019 12:00:00 AM,1,0,0,1,0
01/25/2019 11:00:00 PM,5,2,2,0,1
01/25/2019 10:00:00 PM,4,1,1,1,1
01/25/2019 09:00:00 PM,2,0,0,0,2
01/25/2019 08:00:00 PM,2,0,0,0,2
01/25/2019 07:00:00 PM,24,3,1,2,18
01/25/2019 06:00:00 PM,35,6,3,2,24
01/25/2019 05:00:00 PM,80,6,10,12,52
01/25/2019 04:00:00 PM,107,12,17,29,49
01/25/2019 03:00:00 PM,77,19,15,11,32
01/25/2019 02:00:00 PM,64,13,11,15,25
01/25/2019 01:00:00 PM,70,11,16,22,21
01/25/2019 12:00:00 PM,63,15,11,20,17
01/25/2019 11:00:00 AM,55,14,11,18,12
01/25/2019 10:00:00 AM,43,10,10,13,10
01/25/2019 09:00:00 AM,63,10,10,31,12
01/25/2019 08:00:00 AM,78,14,14,44,6
01/25/2019 07:00:00 AM,37,4,4,24,5
01/25/2019 06:00:00 AM,40,5,5,28,2
01/25/2019 05:00:00 AM,10,1,1,6,2
01/25/2019 04:00:00 AM,0,0,0,0,0
01/25/2019 03:00:00 AM,1,1,0,0,0
01/25/2019 02:00:00 AM,0,0,0,0,0
01/25/2019 01:00:00 AM,0,0,0,0,0
01/25/2019 12:00:00 AM,1,0,0,0,1
01/24/2019 11:00:00 PM,0,0,0,0,0
01/24/2019 10:00:00 PM,1,0,0,0,1
01/24/2019 09:00:00 PM,10,0,0,5,5
01/24/2019 08:00:00 PM,7,0,1,1,5
01/24/2019 07:00:00 PM,24,0,2,0,22
01/24/2019 06:00:00 PM,58,6,1,10,41
01/24/2019 05:00:00 PM,86,9,10,11,56
01/24/2019 04:00:00 PM,92,12,20,21,39
01/24/2019 03:00:00 PM,79,15,8,18,38
01/24/2019 02:00:00 PM,51,11,8,17,15
01/24/2019 01:00:00 PM,52,12,17,13,10
01/24/2019 12:00:00 PM,58,13,10,26,9
01/24/2019 11:00:00 AM,31,7,9,5,10
01/24/2019 10:00:00 AM,35,8,12,7,8
01/24/2019 09:00:00 AM,50,13,14,18,5
01/24/2019 08:00:00 AM,88,7,16,58,7
01/24/2019 07:00:00 AM,63,5,10,41,7
01/24/2019 06:00:00 AM,36,5,4,27,0
01/24/2019 05:00:00 AM,12,0,0,11,1
01/24/2019 04:00:00 AM,1,0,1,0,0
01/24/2019 03:00:00 AM,2,1,0,0,1
01/24/2019 02:00:00 AM,1,0,1,0,0
01/24/2019 01:00:00 AM,0,0,0,0,0
01/24/2019 12:00:00 AM,0,0,0,0,0
01/23/2019 11:00:00 PM,1,0,0,0,1
01/23/2019 10:00:00 PM,3,1,1,0,1
01/23/2019 09:00:00 PM,8,0,0,5,3
01/23/2019 08:00:00 PM,6,0,0,2,4
01/23/2019 07:00:00 PM,24,0,2,6,16
01/23/2019 06:00:00 PM,47,3,2,6,36
01/23/2019 05:00:00 PM,80,5,10,13,52
01/23/2019 04:00:00 PM,117,22,24,24,47
01/23/2019 03:00:00 PM,66,14,19,12,21
01/23/2019 02:00:00 PM,57,10,11,11,25
01/23/2019 01:00:00 PM,48,17,12,10,9
01/23/2019 12:00:00 PM,25,2,7,7,9
01/23/2019 11:00:00 AM,28,8,8,8,4
01/23/2019 10:00:00 AM,30,7,9,9,5
01/23/2019 09:00:00 AM,61,11,12,31,7
01/23/2019 08:00:00 AM,43,4,3,32,4
01/23/2019 07:00:00 AM,37,2,6,25,4
01/23/2019 06:00:00 AM,26,2,2,19,3
01/23/2019 05:00:00 AM,11,1,0,9,1
01/23/2019 04:00:00 AM,1,0,0,1,0
01/23/2019 03:00:00 AM,1,0,0,0,1
01/23/2019 02:00:00 AM,1,0,0,0,1
01/23/2019 01:00:00 AM,0,0,0,0,0
01/23/2019 12:00:00 AM,0,0,0,0,0
01/22/2019 11:00:00 PM,0,0,0,0,0
01/22/2019 10:00:00 PM,0,0,0,0,0
01/22/2019 09:00:00 PM,7,0,1,3,3
01/22/2019 08:00:00 PM,11,4,1,0,6
01/22/2019 07:00:00 PM,11,1,2,0,8
01/22/2019 06:00:00 PM,40,3,5,2,30
01/22/2019 05:00:00 PM,74,10,6,7,51
01/22/2019 04:00:00 PM,53,7,11,6,29
01/22/2019 03:00:00 PM,26,7,7,0,12
01/22/2019 02:00:00 PM,18,6,6,1,5
01/22/2019 01:00:00 PM,20,8,7,1,4
01/22/2019 12:00:00 PM,19,6,4,4,5
01/22/2019 11:00:00 AM,24,8,6,4,6
01/22/2019 10:00:00 AM,35,6,10,14,5
01/22/2019 09:00:00 AM,55,10,17,21,7
01/22/2019 08:00:00 AM,78,11,13,48,6
01/22/2019 07:00:00 AM,44,5,4,32,3
01/22/2019 06:00:00 AM,19,1,1,16,1
01/22/2019 05:00:00 AM,17,2,1,13,1
01/22/2019 04:00:00 AM,0,0,0,0,0
01/22/2019 03:00:00 AM,1,0,0,0,1
01/22/2019 02:00:00 AM,0,0,0,0,0
01/22/2019 01:00:00 AM,0,0,0,0,0
01/22/2019 12:00:00 AM,0,0,0,0,0
01/21/2019 11:00:00 PM,1,0,0,0,1
01/21/2019 10:00:00 PM,2,0,0,1,1
01/21/2019 09:00:00 PM,3,0,0,1,2
01/21/2019 08:00:00 PM,5,1,1,1,2
01/21/2019 07:00:00 PM,10,1,0,1,8
01/21/2019 06:00:00 PM,33,2,3,10,18
01/21/2019 05:00:00 PM,48,2,6,6,34
01/21/2019 04:00:00 PM,86,14,15,28,29
01/21/2019 03:00:00 PM,102,15,12,29,46
01/21/2019 02:00:00 PM,128,13,14,59,42
01/21/2019 01:00:00 PM,110,19,16,41,34
01/21/2019 12:00:00 PM,111,14,15,42,40
01/21/2019 11:00:00 AM,97,24,27,23,23
01/21/2019 10:00:00 AM,107,21,26,38,22
01/21/2019 09:00:00 AM,76,22,14,21,19
01/21/2019 08:00:00 AM,61,16,14,23,8
01/21/2019 07:00:00 AM,18,2,2,9,5
01/21/2019 06:00:00 AM,18,1,1,14,2
01/21/2019 05:00:00 AM,2,0,0,2,0
01/21/2019 04:00:00 AM,1,0,0,1,0
01/21/2019 03:00:00 AM,0,0,0,0,0
01/21/2019 02:00:00 AM,0,0,0,0,0
01/21/2019 01:00:00 AM,0,0,0,0,0
01/21/2019 12:00:00 AM,1,0,0,0,1
01/20/2019 11:00:00 PM,1,1,0,0,0
01/20/2019 10:00:00 PM,1,0,1,0,0
01/20/2019 09:00:00 PM,0,0,0,0,0
01/20/2019 08:00:00 PM,3,1,2,0,0
01/20/2019 07:00:00 PM,2,0,0,1,1
01/20/2019 06:00:00 PM,11,1,1,5,4
01/20/2019 05:00:00 PM,22,6,10,3,3
01/20/2019 04:00:00 PM,85,17,21,26,21
01/20/2019 03:00:00 PM,116,24,24,40,28
01/20/2019 02:00:00 PM,89,16,15,27,31
01/20/2019 01:00:00 PM,118,14,16,39,49
01/20/2019 12:00:00 PM,109,14,26,40,29
01/20/2019 11:00:00 AM,129,26,31,32,40
01/20/2019 10:00:00 AM,103,25,22,27,29
01/20/2019 09:00:00 AM,77,23,22,14,18
01/20/2019 08:00:00 AM,30,10,4,6,10
01/20/2019 07:00:00 AM,16,4,4,3,5
01/20/2019 06:00:00 AM,2,1,0,1,0
01/20/2019 05:00:00 AM,1,0,0,1,0
01/20/2019 04:00:00 AM,2,1,1,0,0
01/20/2019 03:00:00 AM,0,0,0,0,0
01/20/2019 02:00:00 AM,1,0,0,0,1
01/20/2019 01:00:00 AM,0,0,0,0,0
01/20/2019 12:00:00 AM,0,0,0,0,0
01/19/2019 11:00:00 PM,4,0,1,0,3
01/19/2019 10:00:00 PM,2,2,0,0,0
01/19/2019 09:00:00 PM,1,0,1,0,0
01/19/2019 08:00:00 PM,4,0,1,1,2
01/19/2019 07:00:00 PM,9,1,1,1,6
01/19/2019 06:00:00 PM,8,0,1,5,2
01/19/2019 05:00:00 PM,20,3,5,11,1
01/19/2019 04:00:00 PM,39,6,8,15,10
01/19/2019 03:00:00 PM,118,20,19,34,45
01/19/2019 02:00:00 PM,137,26,25,58,28
01/19/2019 01:00:00 PM,107,21,15,31,40
01/19/2019 12:00:00 PM,140,16,20,47,57
01/19/2019 11:00:00 AM,118,26,19,27,46
01/19/2019 10:00:00 AM,130,34,28,27,41
01/19/2019 09:00:00 AM,84,19,28,15,22
01/19/2019 08:00:00 AM,76,28,19,5,24
01/19/2019 07:00:00 AM,17,7,1,3,6
01/19/2019 06:00:00 AM,10,2,2,3,3
01/19/2019 05:00:00 AM,0,0,0,0,0
01/19/2019 04:00:00 AM,2,0,0,1,1
01/19/2019 03:00:00 AM,0,0,0,0,0
01/19/2019 02:00:00 AM,0,0,0,0,0
01/19/2019 01:00:00 AM,0,0,0,0,0
01/19/2019 12:00:00 AM,0,0,0,0,0
01/18/2019 11:00:00 PM,3,0,0,1,2
01/18/2019 10:00:00 PM,3,1,0,0,2
01/18/2019 09:00:00 PM,2,0,0,0,2
01/18/2019 08:00:00 PM,1,0,0,0,1
01/18/2019 07:00:00 PM,20,1,1,0,18
01/18/2019 06:00:00 PM,21,0,2,6,13
01/18/2019 05:00:00 PM,48,2,4,6,36
01/18/2019 04:00:00 PM,66,11,14,15,26
01/18/2019 03:00:00 PM,68,14,13,17,24
01/18/2019 02:00:00 PM,52,8,11,14,19
01/18/2019 01:00:00 PM,62,17,12,20,13
01/18/2019 12:00:00 PM,38,6,10,7,15
01/18/2019 11:00:00 AM,47,13,11,11,12
01/18/2019 10:00:00 AM,55,16,19,7,13
01/18/2019 09:00:00 AM,58,15,14,20,9
01/18/2019 08:00:00 AM,70,16,9,38,7
01/18/2019 07:00:00 AM,49,10,9,28,2
01/18/2019 06:00:00 AM,21,2,3,15,1
01/18/2019 05:00:00 AM,8,0,1,5,2
01/18/2019 04:00:00 AM,1,0,0,1,0
01/18/2019 03:00:00 AM,0,0,0,0,0
01/18/2019 02:00:00 AM,0,0,0,0,0
01/18/2019 01:00:00 AM,0,0,0,0,0
01/18/2019 12:00:00 AM,2,0,0,0,2
01/17/2019 11:00:00 PM,0,0,0,0,0
01/17/2019 10:00:00 PM,1,1,0,0,0
01/17/2019 09:00:00 PM,8,0,2,2,4
01/17/2019 08:00:00 PM,6,0,0,0,6
01/17/2019 07:00:00 PM,18,1,0,2,15
01/17/2019 06:00:00 PM,48,3,4,9,32
01/17/2019 05:00:00 PM,68,9,10,10,39
01/17/2019 04:00:00 PM,79,15,15,18,31
01/17/2019 03:00:00 PM,48,12,12,2,22
01/17/2019 02:00:00 PM,32,12,9,5,6
01/17/2019 01:00:00 PM,30,7,10,3,10
01/17/2019 12:00:00 PM,19,5,7,4,3
01/17/2019 11:00:00 AM,29,10,7,8,4
01/17/2019 10:00:00 AM,30,6,8,11,5
01/17/2019 09:00:00 AM,55,15,13,20,7
01/17/2019 08:00:00 AM,66,8,12,41,5
01/17/2019 07:00:00 AM,38,4,5,26,3
01/17/2019 06:00:00 AM,33,7,7,17,2
01/17/2019 05:00:00 AM,11,2,1,7,1
01/17/2019 04:00:00 AM,1,0,0,1,0
01/17/2019 03:00:00 AM,2,0,0,0,2
01/17/2019 02:00:00 AM,0,0,0,0,0
01/17/2019 01:00:00 AM,0,0,0,0,0
01/17/2019 12:00:00 AM,0,0,0,0,0
01/16/2019 11:00:00 PM,1,0,0,0,1
01/16/2019 10:00:00 PM,1,0,0,0,1
01/16/2019 09:00:00 PM,9,1,1,1,6
01/16/2019 08:00:00 PM,8,1,1,2,4
01/16/2019 07:00:00 PM,22,2,3,4,13
01/16/2019 06:00:00 PM,43,3,3,5,32
01/16/2019 05:00:00 PM,97,13,7,7,70
01/16/2019 04:00:00 PM,100,15,18,25,42
01/16/2019 03:00:00 PM,81,12,12,20,37
01/16/2019 02:00:00 PM,69,13,11,22,23
01/16/2019 01:00:00 PM,60,11,11,18,20
01/16/2019 12:00:00 PM,48,11,10,9,18
01/16/2019 11:00:00 AM,47,6,19,12,10
01/16/2019 10:00:00 AM,51,15,16,11,9
01/16/2019 09:00:00 AM,60,14,14,27,5
01/16/2019 08:00:00 AM,90,19,20,48,3
01/16/2019 07:00:00 AM,47,4,4,36,3
01/16/2019 06:00:00 AM,31,4,4,19,4
01/16/2019 05:00:00 AM,9,1,1,5,2
01/16/2019 04:00:00 AM,3,0,0,3,0
01/16/2019 03:00:00 AM,1,0,0,0,1
01/16/2019 02:00:00 AM,1,0,0,0,1
01/16/2019 01:00:00 AM,0,0,0,0,0
01/16/2019 12:00:00 AM,2,0,0,0,2
01/15/2019 11:00:00 PM,2,0,0,0,2
01/15/2019 10:00:00 PM,2,0,0,1,1
01/15/2019 09:00:00 PM,7,1,2,2,2
01/15/2019 08:00:00 PM,8,1,2,1,4
01/15/2019 07:00:00 PM,28,3,0,3,22
01/15/2019 06:00:00 PM,48,1,4,3,40
01/15/2019 05:00:00 PM,97,7,11,18,61
01/15/2019 04:00:00 PM,98,22,16,15,45
01/15/2019 03:00:00 PM,71,13,9,23,26
01/15/2019 02:00:00 PM,58,5,10,15,28
01/15/2019 01:00:00 PM,55,15,11,14,15
01/15/2019 12:00:00 PM,40,5,10,12,13
01/15/2019 11:00:00 AM,45,15,10,15,5
01/15/2019 10:00:00 AM,39,5,9,14,11
01/15/2019 09:00:00 AM,50,7,9,26,8
01/15/2019 08:00:00 AM,80,15,12,44,9
