tconst,title_type,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,christmas,hanukkah,kwanzaa,holiday
tt0122019,video,Christmas in Cartoontown,Christmas in Cartoontown,1996,46,"Adventure,Animation,Family",christmas in cartoontown,6.8,65,TRUE,FALSE,FALSE,FALSE
tt0122244,tvMovie,Scrooge's Rock 'N' Roll Christmas,Scrooge's Rock 'N' Roll Christmas,1984,44,Musical,scrooges rock n roll christmas,4.7,50,TRUE,FALSE,FALSE,FALSE
tt0122260,tvMovie,Skyward Christmas,Skyward Christmas,1981,60,Drama,skyward christmas,6.8,18,TRUE,FALSE,FALSE,FALSE
tt0122272,tvMovie,Stubby Pringle's Christmas,Stubby Pringle's Christmas,1978,55,"Drama,Family",stubby pringles christmas,7.5,118,TRUE,FALSE,FALSE,FALSE
tt0122494,movie,How the Toys Saved Christmas,La Freccia Azzurra,1996,93,"Adventure,Animation,Family",how the toys saved christmas,6.5,585,TRUE,FALSE,FALSE,FALSE
tt0123179,tvMovie,Mister Magoo's Christmas Carol,Mister Magoo's Christmas Carol,1962,53,"Animation,Comedy,Drama",mister magoos christmas carol,7.6,3103,TRUE,FALSE,FALSE,FALSE
tt0124013,tvMovie,Mr. Willowby's Christmas Tree,Mr. Willowby's Christmas Tree,1995,30,"Comedy,Family,Musical",mr willowbys christmas tree,6.1,270,TRUE,FALSE,FALSE,FALSE
tt0125465,movie,Last Holiday,Posledniye kanikuly,1996,65,Drama,last holiday,7.6,25,FALSE,FALSE,FALSE,TRUE
tt0125945,movie,Holiday Hookers,Natale in casa d'appuntamento,1976,97,Comedy,holiday hookers,5.4,98,FALSE,FALSE,FALSE,TRUE
tt0126946,tvMovie,Holiday in Your Heart,Holiday in Your Heart,1997,96,"Drama,Music",holiday in your heart,5.6,318,FALSE,FALSE,FALSE,TRUE
tt0128083,movie,The Boy Who Saved Christmas,The Boy Who Saved Christmas,1998,94,"Comedy,Family,Fantasy",the boy who saved christmas,3.1,198,TRUE,FALSE,FALSE,FALSE
tt0128995,tvMovie,The Christmas Raccoons,The Christmas Raccoons,1980,30,"Animation,Family",the christmas raccoons,7,156,TRUE,FALSE,FALSE,FALSE
tt0129145,movie,Holiday's with Pay,Holiday's with Pay,1948,115,Comedy,holidays with pay,5.5,41,FALSE,FALSE,FALSE,TRUE
tt0129359,tvMovie,On the 2nd Day of Christmas,On the 2nd Day of Christmas,1997,96,"Comedy,Drama,Family",on the 2nd day of christmas,6.1,894,TRUE,FALSE,FALSE,FALSE
tt0129827,tvMovie,A Christmas Reunion,A Christmas Reunion,1994,132,Drama,a christmas reunion,6,87,TRUE,FALSE,FALSE,FALSE
tt0135187,tvMovie,A Christmas Memory,A Christmas Memory,1997,96,"Drama,Family",a christmas memory,7,792,TRUE,FALSE,FALSE,FALSE
tt0135412,movie,Apollo Goes on Holiday,Epiheirisis Apollon,1968,88,"Comedy,Musical,Romance",apollo goes on holiday,6,223,FALSE,FALSE,FALSE,TRUE
tt0135467,tvMovie,I'll Be Home for Christmas,I'll Be Home for Christmas,1997,94,"Drama,Romance",ill be home for christmas,6.3,321,TRUE,FALSE,FALSE,FALSE
tt0135636,tvMovie,Christopher's Christmas Mission,Sagan om Karl-Bertil Jonssons julafton,1975,23,"Animation,Family",christophers christmas mission,8,2726,TRUE,FALSE,FALSE,FALSE
tt0136399,tvMovie,"Merry Christmas, George Bailey","Merry Christmas, George Bailey",1997,60,Fantasy,merry christmas george bailey,7.3,151,TRUE,FALSE,FALSE,FALSE
tt0136444,tvMovie,The Christmas Orange,L'orange de Noël,1996,119,"Comedy,Drama",the christmas orange,7.1,42,TRUE,FALSE,FALSE,FALSE
tt0136755,tvMovie,The Christmas List,The Christmas List,1997,96,"Comedy,Fantasy,Romance",the christmas list,6.7,1449,TRUE,FALSE,FALSE,FALSE
tt0137000,tvMovie,A Holiday for Love,Christmas in My Hometown,1996,105,"Drama,Family,Romance",a holiday for love,6.4,737,FALSE,FALSE,FALSE,TRUE
tt0137044,movie,Home for Christmas,Jouluksi kotiin,1975,89,Drama,home for christmas,6.5,102,TRUE,FALSE,FALSE,FALSE
tt0137098,movie,Bloody Christmas,Matomena Hristougenna,1951,95,"Drama,War",bloody christmas,6.7,61,TRUE,FALSE,FALSE,FALSE
tt0139393,tvMovie,Johann's Gift to Christmas,Johann's Gift to Christmas,1991,23,Animation,johanns gift to christmas,6.2,26,TRUE,FALSE,FALSE,FALSE
tt0140605,tvMovie,The Teddy Bears' Christmas,The Teddy Bears' Christmas,1992,30,"Animation,Family",the teddy bears christmas,8.1,142,TRUE,FALSE,FALSE,FALSE
tt0140825,movie,Christmas in August,Palwolui Keuriseumaseu,1998,97,"Drama,Romance",christmas in august,7.6,3855,TRUE,FALSE,FALSE,FALSE
tt0144827,tvMovie,John Grin's Christmas,Christmas,1986,50,Family,john grins christmas,8.9,37,TRUE,FALSE,FALSE,FALSE
tt0144828,tvMovie,Christmas in America,Christmas in America,1990,NA,NA,christmas in america,4.2,26,TRUE,FALSE,FALSE,FALSE
tt0155110,video,Richie Rich's Christmas Wish,Richie Rich's Christmas Wish,1998,84,"Comedy,Family",richie richs christmas wish,4,2475,TRUE,FALSE,FALSE,FALSE
tt0155570,tvMovie,Bugs Bunny's Holiday Diet,Bugs Bunny's Thanksgiving Diet,1979,30,"Animation,Comedy,Family",bugs bunnys holiday diet,6.4,118,FALSE,FALSE,FALSE,TRUE
tt0155753,movie,I'll Be Home for Christmas,I'll Be Home for Christmas,1998,86,"Comedy,Family",ill be home for christmas,5.5,11463,TRUE,FALSE,FALSE,FALSE
tt0156400,tvMovie,The Christmas Wish,The Christmas Wish,1998,93,Drama,the christmas wish,6.9,768,TRUE,FALSE,FALSE,FALSE
tt0158515,tvMovie,Nilus the Sandman: The Boy Who Dreamed Christmas,Nilus the Sandman: The Boy Who Dreamed Christmas,1991,30,"Animation,Family",nilus the sandman the boy who dreamed christmas,6.8,41,TRUE,FALSE,FALSE,FALSE
tt0158530,movie,Merry Christmas... Happy New Year,Buon Natale... Buon anno,1989,100,"Comedy,Drama,Romance",merry christmas happy new year,6.2,130,TRUE,FALSE,FALSE,FALSE
tt0164648,tvMovie,A Holiday to Remember,A Holiday to Remember,1995,90,"Drama,Romance",a holiday to remember,6.1,669,FALSE,FALSE,FALSE,TRUE
tt0164654,movie,Hot Pants Holiday,Hot Pants Holiday,1971,84,"Drama,Romance",hot pants holiday,3.5,15,FALSE,FALSE,FALSE,TRUE
tt0166960,video,An All Dogs Christmas Carol,An All Dogs Christmas Carol,1998,73,"Adventure,Animation,Comedy",an all dogs christmas carol,4.9,1554,TRUE,FALSE,FALSE,FALSE
tt0167248,movie,Lassie: A Christmas Tail,Lassie: A Christmas Tail,1963,NA,"Drama,Family",lassie a christmas tail,5.9,29,TRUE,FALSE,FALSE,FALSE
tt0170016,movie,How the Grinch Stole Christmas,How the Grinch Stole Christmas,2000,104,"Comedy,Family,Fantasy",how the grinch stole christmas,6.3,276568,TRUE,FALSE,FALSE,FALSE
tt0170547,movie,Santa's Christmas Circus,Santa's Christmas Circus,1966,60,"Family,Fantasy",santas christmas circus,2,187,TRUE,FALSE,FALSE,FALSE
tt0172238,tvMovie,A Child's Christmas in Wales,A Child's Christmas in Wales,1987,55,"Drama,Family",a childs christmas in wales,7.7,629,TRUE,FALSE,FALSE,FALSE
tt0173731,tvMovie,Christmas at Home,Christmas at Home,1990,60,Documentary,christmas at home,8.5,36,TRUE,FALSE,FALSE,FALSE
tt0174550,tvMovie,A Christmas for Boomer,A Christmas for Boomer,1979,48,"Adventure,Drama,Family",a christmas for boomer,7.7,20,TRUE,FALSE,FALSE,FALSE
tt0176292,tvMovie,Christmas Wafer,Vianocné oblátky,1977,64,Family,christmas wafer,7.3,29,TRUE,FALSE,FALSE,FALSE
tt0176987,tvMovie,A Merry Mirthworm Christmas,A Merry Mirthworm Christmas,1984,24,"Animation,Family",a merry mirthworm christmas,7,58,TRUE,FALSE,FALSE,FALSE
tt0177248,video,The Spirit of Christmas,The Spirit of Christmas,1998,52,NA,the spirit of christmas,4.3,24,TRUE,FALSE,FALSE,FALSE
tt0177398,video,You're Invited to Mary-Kate & Ashley's Christmas Party,You're Invited to Mary-Kate & Ashley's Christmas Party,1997,26,Short,youre invited to marykate  ashleys christmas party,4.9,126,TRUE,FALSE,FALSE,FALSE
tt0178787,movie,The Poor People's Christmas,Navidad de los pobres,1947,71,Comedy,the poor peoples christmas,5.4,25,TRUE,FALSE,FALSE,FALSE
tt0179681,movie,Blue Christmas,Blue Christmas,1998,NA,Comedy,blue christmas,8.7,12,TRUE,FALSE,FALSE,FALSE
tt0179682,tvMovie,"Bluetoes, the Christmas Elf","Bluetoes, the Christmas Elf",1988,23,"Animation,Family",bluetoes the christmas elf,7.5,96,TRUE,FALSE,FALSE,FALSE
tt0180860,tvMovie,Naked City: A Killer Christmas,Naked City: A Killer Christmas,1998,95,"Crime,Thriller",naked city a killer christmas,5.1,214,TRUE,FALSE,FALSE,FALSE
tt0180984,movie,Scream Queens' Naked Christmas,Scream Queens' Naked Christmas,1996,60,Documentary,scream queens naked christmas,4.4,67,TRUE,FALSE,FALSE,FALSE
tt0181570,tvMovie,"Happy Christmas, Miss King","Happy Christmas, Miss King",1998,120,"Drama,Family,Romance",happy christmas miss king,7.5,625,TRUE,FALSE,FALSE,FALSE
tt0182015,tvMovie,A Cosmic Christmas,A Cosmic Christmas,1977,26,"Animation,Family,Sci-Fi",a cosmic christmas,6.7,235,TRUE,FALSE,FALSE,FALSE
tt0182307,movie,Husband's Holiday,Maridos en vacaciones,1975,90,Comedy,husbands holiday,6.3,65,FALSE,FALSE,FALSE,TRUE
tt0182983,tvMovie,Inheritance Up Christmas,A Different Kind of Christmas,1995,90,"Comedy,Drama,Romance",inheritance up christmas,5.4,442,TRUE,FALSE,FALSE,FALSE
tt0183681,movie,Friday Is No Holiday,Pátek není svátek,1980,83,Comedy,friday is no holiday,5.8,51,FALSE,FALSE,FALSE,TRUE
tt0185235,video,Classic Christmas,Classic Christmas,1995,48,"Documentary,Music",classic christmas,6.4,13,TRUE,FALSE,FALSE,FALSE
tt0187774,tvMovie,Carry on Christmas,Carry on Christmas,1973,50,Comedy,carry on christmas,5.9,257,TRUE,FALSE,FALSE,FALSE
tt0187775,tvMovie,Carry on Christmas: Carry on Stuffing,Carry on Christmas: Carry on Stuffing,1972,50,Comedy,carry on christmas carry on stuffing,5.5,205,TRUE,FALSE,FALSE,FALSE
tt0188504,tvMovie,A Christmas Carol,A Christmas Carol,1977,58,"Drama,Fantasy",a christmas carol,6.5,555,TRUE,FALSE,FALSE,FALSE
tt0189741,movie,Future Memories: Last Christmas,Mirai no omoide: Last Christmas,1992,118,"Romance,Sci-Fi",future memories last christmas,6.9,56,TRUE,FALSE,FALSE,FALSE
tt0193163,tvMovie,A Flintstone Christmas,A Flintstone Christmas,1977,60,"Animation,Family",a flintstone christmas,6.8,925,TRUE,FALSE,FALSE,FALSE
tt0193164,tvMovie,A Flintstones Christmas Carol,A Flintstones Christmas Carol,1994,69,"Animation,Comedy,Family",a flintstones christmas carol,6.8,1558,TRUE,FALSE,FALSE,FALSE
tt0193430,movie,Holiday in Sarajevo,Praznik u Sarajevu,1991,87,Drama,holiday in sarajevo,7.2,185,FALSE,FALSE,FALSE,TRUE
tt0193524,tvMovie,The Star Wars Holiday Special,The Star Wars Holiday Special,1978,97,"Adventure,Family,Musical",the star wars holiday special,2.1,16397,FALSE,FALSE,FALSE,TRUE
tt0195039,movie,Magic Christmas Tree,Magic Christmas Tree,1964,60,"Family,Fantasy",magic christmas tree,2.4,308,TRUE,FALSE,FALSE,FALSE
tt0196565,movie,Mediterranean Holiday,Flying Clipper - Traumreise unter weissen Segeln,1962,158,Documentary,mediterranean holiday,7.5,87,FALSE,FALSE,FALSE,TRUE
tt0198321,tvMovie,"Bah, Humbug!: The Story of Charles Dickens' 'A Christmas Carol'","Bah, Humbug!: The Story of Charles Dickens' 'A Christmas Carol'",1994,58,Family,bah humbug the story of charles dickens a christmas carol,7.7,54,TRUE,FALSE,FALSE,FALSE
tt0199161,tvMovie,Yogi's First Christmas,Yogi's First Christmas,1980,98,"Animation,Comedy,Family",yogis first christmas,7.1,996,TRUE,FALSE,FALSE,FALSE
tt0200245,movie,Christmas Vacation 2000,Vacanze di Natale 2000,1999,110,"Comedy,Romance",christmas vacation 2000,4.3,1182,TRUE,FALSE,FALSE,FALSE
tt0204956,tvMovie,Christmas in Malibu,Christmas in Malibu,1999,NA,NA,christmas in malibu,4.1,15,TRUE,FALSE,FALSE,FALSE
tt0208654,tvMovie,'Twas the Night Before Christmas,'Twas the Night Before Christmas,1974,25,"Animation,Comedy,Family",twas the night before christmas,7.3,3608,TRUE,FALSE,FALSE,FALSE
tt0213965,tvMovie,A Holiday Romance,A Holiday Romance,1999,91,"Drama,Romance",a holiday romance,6.5,489,FALSE,FALSE,FALSE,TRUE
tt0214227,movie,The Last Day of School Before Christmas,L'ultimo giorno di scuola prima delle vacanze di Natale,1975,88,Drama,the last day of school before christmas,6,35,TRUE,FALSE,FALSE,FALSE
tt0216621,tvMovie,A Christmas Carol,A Christmas Carol,1999,95,"Drama,Fantasy",a christmas carol,7.4,10364,TRUE,FALSE,FALSE,FALSE
tt0216735,movie,Holiday,En vacances,1999,105,"Comedy,Drama,Romance",holiday,6.4,67,FALSE,FALSE,FALSE,TRUE
tt0217978,movie,'R Xmas,'R Xmas,2001,85,"Crime,Drama,Thriller",r xmas,5.7,1588,TRUE,FALSE,FALSE,FALSE
tt0218066,movie,A Calcutta Christmas,A Calcutta Christmas,1999,53,Documentary,a calcutta christmas,6.8,15,TRUE,FALSE,FALSE,FALSE
tt0219095,video,In the Christmas Spirit,In the Christmas Spirit,1999,60,Documentary,in the christmas spirit,5.3,13,TRUE,FALSE,FALSE,FALSE
tt0220159,tvMovie,Winnie the Pooh & Christmas Too,Winnie the Pooh & Christmas Too,1991,26,"Adventure,Animation,Comedy",winnie the pooh  christmas too,7.3,1616,TRUE,FALSE,FALSE,FALSE
tt0220525,video,A Hollywood Christmas,A Hollywood Christmas,1996,90,Documentary,a hollywood christmas,7.2,49,TRUE,FALSE,FALSE,FALSE
tt0220616,movie,A Little Christmas Story,En liten julsaga,1999,58,Family,a little christmas story,6.3,176,TRUE,FALSE,FALSE,FALSE
tt0221074,movie,Christmas in the Clouds,Christmas in the Clouds,2001,96,"Comedy,Family,Romance",christmas in the clouds,6.4,863,TRUE,FALSE,FALSE,FALSE
tt0222925,movie,Canadian Holidays,Canadian Holidays,1985,NA,NA,canadian holidays,5.6,12,FALSE,FALSE,FALSE,TRUE
tt0223467,movie,Hoodoo McFiggin's Christmas,Hoodoo McFiggin's Christmas,1995,NA,NA,hoodoo mcfiggins christmas,6.6,10,TRUE,FALSE,FALSE,FALSE
tt0223623,tvMovie,Last Christmas,Last Christmas,1999,80,"Drama,Fantasy",last christmas,5.8,84,TRUE,FALSE,FALSE,FALSE
tt0223634,tvMovie,The Leprechauns' Christmas Gold,The Leprechauns' Christmas Gold,1981,25,"Animation,Comedy,Family",the leprechauns christmas gold,6.2,719,TRUE,FALSE,FALSE,FALSE
tt0225393,tvMovie,A Christmas Carol,A Christmas Carol,1947,NA,"Drama,Fantasy",a christmas carol,4.7,70,TRUE,FALSE,FALSE,FALSE
tt0225394,tvMovie,The Christmas Carol,The Christmas Carol,1949,25,"Drama,Fantasy",the christmas carol,6,409,TRUE,FALSE,FALSE,FALSE
tt0225829,tvMovie,The GLO Friends Save Christmas,The GLO Friends Save Christmas,1985,NA,"Animation,Family",the glo friends save christmas,7.5,93,TRUE,FALSE,FALSE,FALSE
tt0228137,tvMovie,Christmas Carol,Christmas Carol,1984,NA,"Drama,Fantasy",christmas carol,7,118,TRUE,FALSE,FALSE,FALSE
tt0228296,tvMovie,"Feliz Christmas, Merry Navidad","Feliz Christmas, Merry Navidad",1999,NA,Family,feliz christmas merry navidad,6,12,TRUE,FALSE,FALSE,FALSE
tt0228332,tvMovie,Trans-Siberian Orchestra: The Ghosts of Christmas Eve,Trans-Siberian Orchestra: The Ghosts of Christmas Eve,1999,46,"Fantasy,Music",transsiberian orchestra the ghosts of christmas eve,8.2,533,TRUE,FALSE,FALSE,FALSE
tt0230744,tvMovie,Scrooge: A Christmas Carol,Scrooge: A Christmas Carol,1989,NA,"Drama,Family,Fantasy",scrooge a christmas carol,7.6,198,TRUE,FALSE,FALSE,FALSE
tt0231364,tvMovie,Christmas in Disneyland,Christmas in Disneyland,1976,60,"Comedy,Family,Music",christmas in disneyland,6.2,25,TRUE,FALSE,FALSE,FALSE
tt0233828,movie,The Long Holiday,De grote vakantie,2000,145,Documentary,the long holiday,7.9,116,FALSE,FALSE,FALSE,TRUE
tt0235846,movie,Unnikrishnante Adyathe Christmas,Unnikrishnante Adyathe Christmas,1988,130,Drama,unnikrishnante adyathe christmas,5.1,26,TRUE,FALSE,FALSE,FALSE
tt0237604,movie,Holiday for a Dog,Prázdniny pro psa,1981,78,"Comedy,Family",holiday for a dog,6.5,100,FALSE,FALSE,FALSE,TRUE
tt0238063,video,Barney's Night Before Christmas,Barney's Night Before Christmas,1999,57,Family,barneys night before christmas,5.5,264,TRUE,FALSE,FALSE,FALSE
tt0238121,movie,A Christmas Tree and a Wedding,A Christmas Tree and a Wedding,2000,90,Drama,a christmas tree and a wedding,8.3,57,TRUE,FALSE,FALSE,FALSE
tt0238414,video,Mickey's Once Upon a Christmas,Mickey's Once Upon a Christmas,1999,66,"Animation,Comedy,Family",mickeys once upon a christmas,7,9890,TRUE,FALSE,FALSE,FALSE
tt0240878,tvMovie,Santa's Last Christmas,Santa's Last Christmas,1999,30,"Animation,Drama,Fantasy",santas last christmas,6.7,44,TRUE,FALSE,FALSE,FALSE
tt0241966,tvMovie,A Snow White Christmas,A Snow White Christmas,1980,60,"Adventure,Animation,Comedy",a snow white christmas,5.8,186,TRUE,FALSE,FALSE,FALSE
tt0242135,video,We Wish You a Merry Christmas,We Wish You a Merry Christmas,1999,48,"Animation,Family",we wish you a merry christmas,6.3,108,TRUE,FALSE,FALSE,FALSE
tt0242389,tvMovie,The Country Mouse & the City Mouse: A Christmas Tale,The Country Mouse & the City Mouse: A Christmas Tale,1993,25,"Animation,Drama,Family",the country mouse  the city mouse a christmas tale,8.3,49,TRUE,FALSE,FALSE,FALSE
tt0242848,tvMovie,Once Upon a Christmas,Once Upon a Christmas,2000,90,"Comedy,Drama,Family",once upon a christmas,5.3,931,TRUE,FALSE,FALSE,FALSE
tt0243372,tvMovie,Lamb Chop's Chanukah and Passover Surprise,Lamb Chop's Chanukah and Passover Surprise,1996,60,"Comedy,Family",lamb chops chanukah and passover surprise,7,33,FALSE,TRUE,FALSE,FALSE
tt0243375,tvMovie,Lamb Chop's Special Chanukah,Lamb Chop's Special Chanukah,1995,60,Family,lamb chops special chanukah,8.5,42,FALSE,TRUE,FALSE,FALSE
tt0244462,movie,A Christmas Story at the Vatican,A Christmas Story at the Vatican,1991,NA,NA,a christmas story at the vatican,2.2,15,TRUE,FALSE,FALSE,FALSE
tt0245052,movie,Christmas in the Holy Land,Christmas in the Holy Land,1971,NA,NA,christmas in the holy land,2.9,11,TRUE,FALSE,FALSE,FALSE
tt0245836,tvMovie,The Christmas Angel: A Story on Ice,The Christmas Angel: A Story on Ice,1998,45,Family,the christmas angel a story on ice,7,43,TRUE,FALSE,FALSE,FALSE
tt0249991,movie,The Story of Christmas,L'histoire de Noël,1994,47,Animation,the story of christmas,6.9,50,TRUE,FALSE,FALSE,FALSE
tt0250038,video,"Teletubbies: Merry Christmas, Teletubbies!","Teletubbies: Merry Christmas, Teletubbies!",1999,90,NA,teletubbies merry christmas teletubbies,4.2,30,TRUE,FALSE,FALSE,FALSE
tt0250425,tvMovie,Holiday Heart,Holiday Heart,2000,96,Drama,holiday heart,7.4,1379,FALSE,FALSE,FALSE,TRUE
tt0250948,tvMovie,Aliens First Christmas,Aliens First Christmas,1991,23,"Animation,Family,Sci-Fi",aliens first christmas,6.8,65,TRUE,FALSE,FALSE,FALSE
tt0251021,tvMovie,Christmas Unwrapped: The History of Christmas,Christmas Unwrapped: The History of Christmas,1997,50,Documentary,christmas unwrapped the history of christmas,7.4,135,TRUE,FALSE,FALSE,FALSE
tt0251126,video,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,1992,30,"Animation,Family,Fantasy",how the grinch stole christmas,7.8,750,TRUE,FALSE,FALSE,FALSE
tt0251282,tvMovie,A Muppet Family Christmas,A Muppet Family Christmas,1987,47,"Comedy,Family,Musical",a muppet family christmas,8.1,4471,TRUE,FALSE,FALSE,FALSE
tt0251640,tvMovie,Christmas at Pee-wee's Playhouse,Christmas at Pee-wee's Playhouse,1988,49,"Comedy,Family,Musical",christmas at peewees playhouse,7.7,1552,TRUE,FALSE,FALSE,FALSE
tt0252028,movie,Surviving Christmas,Surviving Christmas,2004,91,"Comedy,Romance",surviving christmas,5.4,26588,TRUE,FALSE,FALSE,FALSE
tt0256466,tvMovie,The Ultimate Christmas Present,The Ultimate Christmas Present,2000,85,"Comedy,Family",the ultimate christmas present,5.6,1911,TRUE,FALSE,FALSE,FALSE
tt0257255,movie,A Very Christmas Story,Swiateczna przygoda,2000,82,"Adventure,Comedy,Family",a very christmas story,5.1,59,TRUE,FALSE,FALSE,FALSE
tt0257484,tvMovie,Christmas Snow,Christmas Snow,1986,60,"Drama,Family",christmas snow,7.3,408,TRUE,FALSE,FALSE,FALSE
tt0259459,tvMovie,Nearly No Christmas,Nearly No Christmas,1983,60,"Drama,Family",nearly no christmas,2.4,125,TRUE,FALSE,FALSE,FALSE
tt0259741,movie,Summer Holiday,Ha yat dik mo mo cha,2000,98,"Comedy,Romance",summer holiday,5.7,518,FALSE,FALSE,FALSE,TRUE
tt0259894,video,A Bing Crosby Christmas,A Bing Crosby Christmas,1998,60,"Comedy,Documentary,Music",a bing crosby christmas,6.9,77,TRUE,FALSE,FALSE,FALSE
tt0259929,movie,Christmas Carol: The Movie,Christmas Carol: The Movie,2001,81,"Animation,Family,Fantasy",christmas carol the movie,5.3,2097,TRUE,FALSE,FALSE,FALSE
tt0260824,tvMovie,A Cool Like That Christmas,A Cool Like That Christmas,1993,22,"Animation,Comedy",a cool like that christmas,6.6,65,TRUE,FALSE,FALSE,FALSE
tt0261823,tvMovie,How to Marry a Billionaire: A Christmas Tale,How to Marry a Billionaire: A Christmas Tale,2000,100,Comedy,how to marry a billionaire a christmas tale,4.6,466,TRUE,FALSE,FALSE,FALSE
tt0261843,movie,Bingo! Holiday Kids!,Muschetarii in vacanta,1984,103,"Adventure,Comedy",bingo holiday kids,4.6,18,FALSE,FALSE,FALSE,TRUE
tt0262815,video,Teletubbies: Christmas in the Snow,Teletubbies: Christmas in the Snow,2000,90,Animation,teletubbies christmas in the snow,4.7,57,TRUE,FALSE,FALSE,FALSE
tt0263206,video,Christmas in South Park,Christmas in South Park,2000,100,"Animation,Comedy,Musical",christmas in south park,8.3,4400,TRUE,FALSE,FALSE,FALSE
tt0264483,movie,The Christmas Path,The Christmas Path,1998,95,Family,the christmas path,3.9,159,TRUE,FALSE,FALSE,FALSE
tt0267978,tvMovie,Timothy Tweedle the First Christmas Elf,Timothy Tweedle the First Christmas Elf,2000,51,"Adventure,Animation,Comedy",timothy tweedle the first christmas elf,6.3,53,TRUE,FALSE,FALSE,FALSE
tt0268096,tvMovie,Christmas in Tattertown,Christmas in Tattertown,1988,29,"Adventure,Animation,Comedy",christmas in tattertown,6.2,96,TRUE,FALSE,FALSE,FALSE
tt0268677,video,The Tangerine Bear: Home in Time for Christmas!,The Tangerine Bear: Home in Time for Christmas!,2000,48,"Animation,Family",the tangerine bear home in time for christmas,7,563,TRUE,FALSE,FALSE,FALSE
tt0268948,tvMovie,Arthur's Perfect Christmas,Arthur's Perfect Christmas,2000,60,"Animation,Comedy,Family",arthurs perfect christmas,7.8,586,TRUE,FALSE,FALSE,FALSE
tt0269331,movie,Holiday in Bombay,Holiday in Bombay,1963,NA,Drama,holiday in bombay,6,25,FALSE,FALSE,FALSE,TRUE
