"","species","id","name","sex","accuracy","birthYear","acquisition","originDate","originLocation","mother","father","transfers","currently","region","status","statusDate","COD","notes","transferDate","transfer","entryDate"
"84","White-sided, Pacific","NOA0003086, SWT-LO-9376","Avalon","F","a","1999","Born",1993-09-05,"SeaWorld San Antonio","Catalina","Jump-Jump",NA,"SeaWorld San Antonio","US","Alive",NA,NA,NA,NA,"US",1993-09-05
"85","Bottlenose","NOA0005838, AZA 668, JU99M1","Nimbus","M","a","1999","Born",1999-06-14,"Dolphin Quest Bermuda","Cirrus","Gibbs*","Dolphin Quest Bermuda to Dolphin Quest Hawaii (03-Mar-2010)","Dolphin Quest Hawai'i","US","Alive",NA,NA,NA,2010-03-03,"Foreign",2010-03-03
"86","Killer Whale; Orca","NOA0005840, SWF-OO-9901","Tuar","M","a","1999","Born",1999-06-22,"SeaWorld Orlando","Kalina","Tilikum","SeaWorld Orlando to SeaWorld San Antonio (25-Feb-2004)","SeaWorld San Antonio","US","Alive",NA,NA,NA,NA,"US",1999-06-22
"87","Bottlenose","NOA0005854, SWC-TT-9926","Daphne","F","a","1999","Born",1999-07-20,"SeaWorld San Diego","Steime","Clyde",NA,"SeaWorld San Diego","US","Alive",NA,NA,"Conceived in Aurora, before dam's transfer.",NA,"US",1999-07-20
"88","Bottlenose","NOA0005855, AZA 672, SWC-TT-9927","Kenobi","M","a","1999","Born",1999-07-21,"SeaWorld San Diego","Tobie","Clyde","SeaWorld San Diego to Georgia Aquarium (31-May-2014)","Georgia Aquarium","US","Alive",NA,NA,NA,NA,"US",1999-07-21
"89","Beluga","NOA0005856, SWT-DL-9976","Whisper","F","a","1999","Born",1999-07-25,"SeaWorld San Antonio","Crissy","Luke","SeaWorld San Antonio to SeaWorld Orlando (21-Nov-2010)","SeaWorld Orlando","US","Alive",NA,NA,NA,NA,"US",1999-07-25
"90","Beluga","NOA0005851","Kayavak","F","a","1999","Born",1999-08-03,"Shedd Aquarium","Immiayuk","Inuk","Shedd Aquarium to Mystic Aquarium (29-Aug-2008) to Shedd Aquarium (01-May-2009)","Shedd Aquarium","US","Alive",NA,NA,NA,NA,"US",1999-08-03
"91","White-sided, Pacific","NOA0005865, SWT-LO-9978","Hailey","F","a","1999","Born",1999-08-28,"SeaWorld San Antonio","Betty","Jump-Jump",NA,"SeaWorld San Antonio","US","Alive",NA,NA,NA,NA,"US",1999-08-28
"92","Bottlenose","NOA0005872, SWT-TT-9977","Brady","M","a","1999","Born",1999-10-28,"SeaWorld San Antonio","Punta","Capricorn",NA,"SeaWorld San Antonio","US","Alive",NA,NA,NA,NA,"US",1999-10-28
"93","Bottlenose","NOA0006170, AZA 698","Brandy","M","a","2000","Born",2000-03-04,"Gulfarium","Delilah","Prince","Gulfarium Marine Adventure to Six Flags Discovery Kingdom (13-Mar-2004)","Six Flags Discovery Kingdom","US","Alive",NA,NA,NA,NA,"US",2000-03-04
"94","Bottlenose","NOA0005883, AZA 703",NA,"F","a","2000","Born",2000-03-07,"Mirage Dolphin Habitat","Duchess","Banjo",NA,"Mirage Dolphin Habitat","US","Alive",NA,NA,NA,NA,"US",2000-03-07
"95","Bottlenose","NOA0005878, SWC-TT-0026","Madison","F","a","2000","Born",2000-03-31,"SeaWorld San Diego","Melanie","Phil","SeaWorld San Diego to Discovery Cove (04-Apr-2004) to SeaWorld Orlando (??-Nov-2006) to Discovery Cove (??-???-2010)","Discovery Cove","US","Alive",NA,NA,NA,NA,"US",2000-03-31
"96","Bottlenose","NOA0005890, AZA 695, SWC-TT-0027","Polka","M","a","2000","Born",2000-05-21,"SeaWorld San Diego","Dottie","Bodine (T.t. gilli)","SeaWorld San Diego to Georgia Aquarium (31-May-2014)","Georgia Aquarium","US","Alive",NA,NA,NA,NA,"US",2000-05-21
"97","Bottlenose","NOA0005935, AZA 709, 412 (Dolphin Quest)","Malabar","M","a","2000","Born",2000-06-13,"Dolphin Quest Bermuda","Bailey","Gibbs*","Dolphin Quest Bermuda to EPCOT Center (21-Nov-2005)","EPCOT The Seas","US","Alive",NA,NA,NA,2005-11-21,"Foreign",2005-11-21
"98","Bottlenose","NOA0005911, SWF-TT-0001","Tango","M","a","2000","Born",2000-07-09,"SeaWorld Orlando","Tasha","Belle","SeaWorld Orlando to U.S. Navy MMP (21-Dec-2005)","U.S. Navy","US","Alive",NA,NA,NA,NA,"US",2000-07-09
"99","Commerson's","NOA0005910, SWC-CC-0027","Ringer","F","a","2000","Born",2000-07-10,"SeaWorld San Diego","Oreo","Juan","SeaWorld San Diego to Aquatica Orlando (10-Jan-2016)","Aquatica Orlando","US","Alive",NA,NA,NA,NA,"US",2000-07-10
"100","Beluga","NOA0005912, SWT-DL-0078","Luna","F","a","2000","Born",2000-07-24,"SeaWorld San Antonio","Martina","Luke",NA,"SeaWorld San Antonio","US","Alive",NA,NA,NA,NA,"US",2000-07-24
"101","Bottlenose","NOA0005913, SWC-TT-0028","Corona","F","a","2000","Born",2000-08-12,"SeaWorld San Diego","Cometta","Crunch",NA,"SeaWorld San Diego","US","Alive",NA,NA,NA,NA,"US",2000-08-12
"102","Bottlenose","NOA0005915, SWF-TT-0002","Tiger","M","a","2000","Born",2000-08-20,"SeaWorld Orlando","Lily","Belle",NA,"SeaWorld Orlando","US","Alive",NA,NA,NA,NA,"US",2000-08-20
"103","Bottlenose","NOA0005916, SWF-TT-0003","Jag","M","a","2000","Born",2000-08-25,"SeaWorld Orlando","Jenever","Capricorn",NA,"SeaWorld Orlando","US","Alive",NA,NA,NA,NA,"US",2000-08-25
"104","Bottlenose","NOA0005928, AZA 723, SPT00F1","Keo","F","a","2000","Born",2000-09-01,"Dolphin Quest Hawaii","Pele","Lono",NA,"Dolphin Quest Hawai'i","US","Alive",NA,NA,NA,NA,"US",2000-09-01
"105","Bottlenose","NOA0000420, AZA 550","Liko","M","a","2000","Born",2000-09-08,"Dolphin Quest Hawaii","Kona","Lono","Dolphin Quest Hawaii to Dolphin Quest Oahu (??-May-2012) to Dolphinaris Arizona (26-Sep-2016)","Dolphinaris Arizona","US","Alive",NA,NA,NA,NA,"US",2000-09-08
"106","Bottlenose","NOA0005924, AZA 726, SWF-TT-0004","Coral","F","a","2000","Born",2000-10-04,"Discovery Cove","Jenny","Phil",NA,"Discovery Cove","US","Alive",NA,NA,NA,NA,"US",2000-10-04
"107","Bottlenose","NOA0005926, AZA 716,  SWC-TT-0029","Sydney","M","a","2000","Born",2000-10-09,"SeaWorld San Diego","Sandy","Baretta","SeaWorld San Diego to Georgia Aquarium (31-May-2014)","Georgia Aquarium","US","Alive",NA,NA,NA,NA,"US",2000-10-09
"108","Bottlenose","NOA0005925, AZA 718, SWC-TT-0030","Pacino","M","a","2000","Born",2000-10-13,"SeaWorld San Diego","Scarback","Crunch","SeaWorld San Diego to Georgia Aquarium (31-May-2014)","Georgia Aquarium","US","Alive",NA,NA,NA,NA,"US",2000-10-13
"109","White-sided, Pacific","NOA0005927, SWT-LO-0077","Munchkin","F","a","2000","Born",2000-10-21,"SeaWorld San Antonio","Lavern","Jump-Jump","SeaWorld San Antonio to Miami Seaquarium (29-Mar-2011) to Shedd Aquarium (13-Nov-2015)","Shedd Aquarium","US","Alive",NA,NA,NA,NA,"US",2000-10-21
"110","Bottlenose","NOA0005987, AZA 727","Bella","F","a","2000","Born",2000-11-03,"Dolphins Plus Oceanside","Sarah","Fonzie",NA,"Dolphins Plus Oceanside","US","Alive",NA,NA,NA,NA,"US",2000-11-03
"111","Bottlenose","NOA0005932, 200148","Kalei","F","a","2000","Born",2000-11-16,"Indianapolis Zoo","Nova","Sundance",NA,"Indianapolis Zoo","US","Alive",NA,NA,NA,NA,"US",2000-11-16
"112","Bottlenose","NOA0005954, AZA 773, DRC-BC-01-01 ","Calusa","F","a","2001","Born",2001-02-15,"Dolphin Research Center","Merina","Rainbow",NA,"Dolphin Research Center","US","Alive",NA,NA,NA,NA,"US",2001-02-15
"113","Bottlenose","NOA0005953, SWT-TT-0176","Nikki","F","a","2001","Born",2001-04-13,"SeaWorld San Antonio","Nacha","Kai (T.t. gilli)",NA,"SeaWorld San Antonio","US","Alive",NA,NA,NA,NA,"US",2001-04-13
"114","Bottlenose","NOA0005959, AZA 788, SWF-TT-0101","Deke","M","a","2001","Born",2001-05-07,"SeaWorld Orlando","Nova","Hekili","SeaWorld Orlando to U.S. Navy (21-Dec-2005) to SeaWorld San Diego (26-Apr-2007) to Six Flags Discovery Kingdom (11-Feb-2013)","Six Flags Discovery Kingdom","US","Alive",NA,NA,NA,NA,"US",2001-05-07
"115","Bottlenose","NOA0005991, SWT-TT-0178","Sadie","F","a","2001","Born",2001-08-04,"SeaWorld San Antonio","Puka","Kai (T.t. gilli)","SeaWorld San Antonio to SeaWorld San Diego (02-Jun-2007)","SeaWorld San Diego","US","Alive",NA,NA,NA,NA,"US",2001-08-04
"116","Bottlenose","NOA0005992, 201082","Indy","F","a","2001","Born",2001-08-20,"Indianapolis Zoo","China","Sundance",NA,"Indianapolis Zoo","US","Alive",NA,NA,NA,NA,"US",2001-08-20
"117","Killer Whale; Orca","NOA0005995, SWC-OO-0127","Nakai","M","a","2001","Born",2001-09-01,"SeaWorld San Diego","Kasatka","A.I., Tilikum",NA,"SeaWorld San Diego","US","Alive",NA,NA,NA,NA,"US",2001-09-01
"118","Bottlenose","NOA0006005, SWF-TT-0201","Naia","F","a","2002","Born",2002-01-08,"Discovery Cove","Scarlet","Lester","Discovery Cove to SeaWorld Orlando (2009 / 2010)","SeaWorld Orlando","US","Alive",NA,NA,NA,NA,"US",2002-01-08
"119","Bottlenose","NOA0006006, SWF-TT-0202","Neo","M","a","2002","Born",2002-01-30,"Discovery Cove","Astra","Lester","Discovery Cove to SeaWorld Orlando (May? 2007)","SeaWorld Orlando","US","Alive",NA,NA,NA,NA,"US",2002-01-30
"120","Bottlenose","NOA0006007, 202005","Jett","M","a","2002","Born",2002-02-02,"Indianapolis Zoo","Ripley","Sundance",NA,"Indianapolis Zoo","US","Alive",NA,NA,NA,NA,"US",2002-02-02
"121","Bottlenose","NOA0000791, AZA 814, DRC-BC-02-01 ","Tanner","M","a","2002","Born",2002-03-13,"Dolphin Research Center","Santini","A.J.",NA,"Dolphin Research Center","US","Alive",NA,NA,NA,NA,"US",2002-03-13
"122","Bottlenose","NOA0006012, SWF-TT-0205","Alpha","M","a","2002","Born",2002-04-19,"SeaWorld Orlando","Ariel","Razzle",NA,"SeaWorld Orlando","US","Alive",NA,NA,"Alpha is inbred, his parents are paternal siblings (sired by Davy II)",NA,"US",2002-04-19
"123","Bottlenose","NOA0006016, AZA 817, MPF-105","Casique","F","a","2002","Born",2002-04-30,"Marineland Florida","Dazzle","Chubby",NA,"Marineland Florida","US","Alive",NA,NA,NA,NA,"US",2002-04-30
"124","Bottlenose","NOA0006017, AZA 819, MPF-106, M10011 (Georgia Aquarium)","Phebe","F","a","2002","Born",2002-05-05,"Marineland Florida","Betty","Chubby","Marineland of Florida to Georgia Aquarium (07-Jul-2010)","Georgia Aquarium","US","Alive",NA,NA,NA,NA,"US",2002-05-05
"125","Beluga","NOA0006363, SWF-DL-0602","Klondike","M","a","2002","Born",2002-07-13,"Marineland Canada","Xena",NA,"Marineland of Canada to SeaWorld Orlando (19-Nov-2006) to SeaWorld San Diego (01-Jun-2014)","SeaWorld San Diego","US","Alive",NA,NA,NA,NA,"US",2002-07-13
"126","Bottlenose","NOA0006070, AZA 833, 10724","Spree","F","a","2002","Born",2002-08-16,"Minnesota Zoo","Rio","Semo","Minnesota Zoo to Brookfield Zoo (14-Apr-2010)","Brookfield Zoo","US","Alive",NA,NA,NA,NA,"US",2002-08-16
"127","Killer Whale; Orca","NOA0006061, SWF-OO-0201","Ikaika","M","a","2002","Born",2002-08-25,"SeaWorld Orlando","Katina","A.I., Tilikum","SeaWorld Orlando to Marineland of Canada (17-Nov-2006) to SeaWorld San Diego (13-Nov-2011)","SeaWorld San Diego","US","Alive",NA,NA,NA,NA,"US",2002-08-25
"128","Bottlenose","NOA0006075, AZA 857, SWF-TT-0301 ","Marea","F","a","2003","Born",2003-02-06,"Discovery Cove","Thelma","Akai",NA,"Discovery Cove","US","Alive",NA,NA,NA,NA,"US",2003-02-06
"129","Bottlenose","NOA0006079, AZA 858, D-03-01","Maverick","M","a","2003","Born",2003-02-27,"Mirage Dolphin Habitat","Duchess","Banjo",NA,"Mirage Dolphin Habitat","US","Alive",NA,NA,NA,NA,"US",2003-02-27
"130","Bottlenose","NOA0006243, AZA ??, 303F1 (Dolphin Quest), M10019 (Georgia Aquarium)","Pukanala","F","a","2003","Born",2003-03-03,"Dolphin Quest Hawaii","Iwa","Lono","Dolphin Quest Hawaii to Georgia Aquarium (10-Sep-2010)","Georgia Aquarium","US","Alive",NA,NA,NA,NA,"US",2003-03-03
"131","Bottlenose","NOA0006110, SWC-TT-0326","Charlie","M","a","2003","Born",2003-05-18,"SeaWorld San Diego","Purina","Tacoma","SeaWorld San Diego to U.S. Navy MMP (25-Jul-2007)","U.S. Navy","US","Alive",NA,NA,NA,NA,"US",2003-05-18
"132","Bottlenose","NOA0006111, SWC-TT-0327","Maguire","M","a","2003","Born",2003-05-29,"SeaWorld San Diego","Tobie","A.I., Tacoma",NA,"SeaWorld San Diego","US","Alive",NA,NA,NA,NA,"US",2003-05-29
"133","Bottlenose","NOA0006116, SWC-TT-0328","Nitro","M","a","2003","Born",2003-06-14,"SeaWorld San Diego","Dottie","Stein","SeaWorld San Diego to U.S. Navy MMP (25-Jul-2007)","U.S. Navy","US","Alive",NA,NA,NA,NA,"US",2003-06-14
"134","Bottlenose","NOA0006118, SWC-TT-0329","Zana","F","a","2003","Born",2003-06-17,"SeaWorld San Diego","Steime","Stein",NA,"SeaWorld San Diego","US","Alive",NA,NA,NA,NA,"US",2003-06-17
"135","Beluga","NOA0006364, AZA 136, SWF-DL-0603, M16001 (Georgia Aquarium)","Aurek","M","a","2003","Born",2003-06-27,"Marineland Canada","Gemini",NA,"Marineland of Canada to SeaWorld Orlando (19-Nov-2006) to Georgia Aquarium (07-Feb-2016)","Georgia Aquarium","US","Alive",NA,NA,NA,NA,"US",2003-06-27
"136","Bottlenose","NOA0006151, AZA 877","Leo","M","a","2003","Born",2003-07-29,"Dolphins Plus Bayside","Nicky","Alfonz","Dolphins Plus Bayside to Dolphins Plus (02-Jul-2013)","Dolphins Plus Oceanside","US","Alive",NA,NA,NA,NA,"US",2003-07-29
"137","Bottlenose","NOA0006138, SWF-TTG-0301","Yar","F","a","2003","Born",2003-08-03,"SeaWorld Orlando","Tasha","Duncan","SeaWorld Orlando to Discovery Cove (??-???-2006) to SeaWorld Orlando (2009 / 2010)","SeaWorld Orlando","US","Alive",NA,NA,NA,NA,"US",2003-08-03
"138","Bottlenose","NOA0006141, AZA 881, SWF-TT-0304","Yoshe","F","a","2003","Born",2003-08-15,"SeaWorld Orlando","Mimi","Belle","SeaWorld Orlando to Discovery Cove Orlando (??-???-2006) to Six Flags Discovery Kingdom (10-Feb-2013)","Six Flags Discovery Kingdom","US","Alive",NA,NA,"Yoshe may have been previously named or nicknamed ""Yuyu""",NA,"US",2003-08-15
"139","Bottlenose","NOA0006146, SWF-TT-0305","Cosmo","M","a","2003","Born",2003-08-20,"SeaWorld Orlando","Nova","Belle","SeaWorld Orlando to Mirage Dolphin Habitat (28-Mar-2010) to SeaWorld San Diego (06-Dec-2013) to Gulfarium (31-May-2014)","Gulfarium Marine Adventure","US","Alive",NA,NA,NA,NA,"US",2003-08-20
"140","Bottlenose","NOA0006159, AZA 890, M031 (CZS)","Balla","M","a","2003","Born",2003-09-01,"Dolphin Connection","Allie","Sebastian",NA,"Dolphin Connection","US","Alive",NA,NA,NA,NA,"US",2003-09-01
"141","Bottlenose","NOA0006245, AZA 899, M10007 (Georgia Aquarium)","Kei","M","a","2003","Born",2003-10-18,"Dolphin Quest Hawaii","Kona","Lono","Dolphin Quest Hawaii to Georgia Aquarium (06-Jun-2010)","Georgia Aquarium","US","Alive",NA,NA,NA,NA,"US",2003-10-18
"142","Bottlenose","NOA0006157, AZA 893, 1544","Noelani","F","a","2003","Born",2003-10-30,"Brookfield Zoo","Tapeko","Lucky","Brookfield Zoo to Minnesota Zoo (30-Aug-2009) to Brookfield Zoo (14-Apr-2010)","Brookfield Zoo","US","Alive",NA,NA,"Ownership is under Dolphin Connection, physically resides at Brookfield Zoo",NA,"US",2003-10-30
"143","Bottlenose","NOA0006246, AZA 900, M10008 (Georgia Aquarium)","Makana","M","a","2003","Born",2003-11-09,"Dolphin Quest Hawaii","Pele","Lono","Dolphin Quest Hawaii to Georgia Aquarium (06-Jun-2010)","Georgia Aquarium","US","Alive",NA,NA,NA,NA,"US",2003-11-09
"144","Bottlenose","NOA0006671, AZA 907, M10016 (Georgia Aquarium)","Briland","M","a","2004","Born",2004-03-17,"Dolphin Experience","Cocoon","Scarab","UNEXSO Dolphin Experience to Georgia Aquarium (31-Jul-2010)","Georgia Aquarium","US","Alive",NA,NA,NA,NA,"US",2004-03-17
"145","Bottlenose","NOA0006174, AZA 909, SWF-TT-0402","Kaylee","F","a","2004","Born",2004-03-21,"Discovery Cove","Clipper","Scotia",NA,"Discovery Cove","US","Alive",NA,NA,NA,NA,"US",2004-03-21
"146","Bottlenose","NOA0006248, AZA 901, 1917 (Brookfield Zoo)","Tatem","M","a","2004","Born",2004-04-08,"Dolphin Quest Bermuda","Caliban (Casey)","Khyber","Dolphin Quest Bermuda to Brookfield Zoo (04-Sep-2010)","Dolphin Connection","US","Alive",NA,NA,NA,2010-09-04,"Foreign",2010-09-04
"147","Bottlenose","NOA0006249, AZA 902, TT1528 (Dolphin Quest), M10013 (Georgia Aquarium)","Lily","F","a","2004","Born",2004-04-09,"Dolphin Quest Bermuda","Cirrus","Khyber","Dolphin Quest Bermuda to Georgia Aquarium (25-Jul-2010) to Marineland of Florida (09-Dec-2013)","Marineland Florida","US","Alive",NA,NA,NA,2010-07-25,"Foreign",2010-07-25
"148","Bottlenose","NOA0006183, SWF-TT-0403","Dexter","M","a","2004","Born",2004-05-07,"Discovery Cove","Dixie","Lester","Discovery Cove to SeaWorld Orlando (03-Feb-2016)","SeaWorld Orlando","US","Alive",NA,NA,NA,NA,"US",2004-05-07
"149","Bottlenose","NOA0006184, AZA 915","Nica","F","a","2004","Born",2004-06-02,"Dolphins Plus Oceanside","Jessica","Kimbit","Dolphins Plus Oceanside to Dolphins Plus Bayside (20-Oct-2011)","Dolphins Plus Bayside","US","Alive",NA,NA,NA,NA,"US",2004-06-02
"150","Bottlenose","NOA0006189, AZA 918","Fiji","M","a","2004","Born",2004-06-25,"Dolphins Plus Oceanside","Squirt","Fonzie",NA,"Dolphins Plus Oceanside","US","Alive",NA,NA,NA,NA,"US",2004-06-25
"151","Bottlenose","NOA0006208, AZA 951, SWF-TT-0407","Dot","F","a","2004","Born",2004-07-06,"SeaWorld Orlando","Dash","Duncan","SeaWorld Orlando to Discovery Cove (~ 2006)","Discovery Cove","US","Alive",NA,NA,NA,NA,"US",2004-07-06
"152","Bottlenose","NOA0006210, SWC-TT-0426","Venus","F","a","2004","Born",2004-07-14,"SeaWorld San Diego","Cometta","Crunch",NA,"SeaWorld San Diego","US","Alive",NA,NA,NA,NA,"US",2004-07-14
"153","Bottlenose","NOA0006216, SWF-TT-0409","Scott","M","a","2004","Born",2004-08-18,"SeaWorld Orlando","Griffith","Duncan",NA,"SeaWorld Orlando","US","Alive",NA,NA,NA,NA,"US",2004-08-18
"154","Bottlenose","NOA0006229, AZA 961","Bella","F","a","2004","Born",2004-09-01,"Six Flags Discovery Kingdom","Chelsea","Merlin",NA,"Six Flags Discovery Kingdom","US","Alive",NA,NA,NA,NA,"US",2004-09-01
"155","Bottlenose","NOA0006672, AZA 984, M10015 (Georgia Aquarium)","Salvador","M","a","2004","Born",2004-09-28,"Dolphin Experience","Robala","Scarab","UNEXSO Dolphin Experience to Georgia Aquarium (31-Jul-2010)","Georgia Aquarium","US","Alive",NA,NA,NA,NA,"US",2004-09-28
"156","Killer Whale; Orca","NOA0006239, SWC-OO-0426","Kalia","F","a","2004","Born",2004-12-21,"SeaWorld San Diego","Kasatka","Keet",NA,"SeaWorld San Diego","US","Alive",NA,NA,NA,NA,"US",2004-12-21
"157","Bottlenose","NOA0006173, SWF-TT-0401","Nate","M","a","2004","Born",2004-03-19,"Discovery Cove","Natalie","Scotia","Discovery Cove Orlando to SeaWorld Orlando (??-???-2010) to Theater of the Sea (??-Mar-2013) to SeaWorld Orlando (22-Mar-2013) to Gulf World Marine Park (15-Oct-2014)","Gulf World Marine Park","US","Alive",NA,NA,"",NA,"US",2004-03-19
"158","Backcross","NOA0006251, AZA 987, SWF-TTG-0501 ","Aries","F","a","2005","Born",2005-03-28,"Discovery Cove","Astra","C.J.  (Hybrid, TTxDC)",NA,"Discovery Cove","US","Alive",NA,NA,NA,NA,"US",2005-03-28
"159","Bottlenose","NOA0006269, SWF-TT-0502","Bugs","F","a","2005","Born",2005-06-14,"SeaWorld Orlando","Bunny","Hekili","SeaWorld Orlando to SeaWorld San Diego (27-Jan-2008)","SeaWorld San Diego","US","Alive",NA,NA,NA,NA,"US",2005-06-14
"160","Bottlenose","NOA0006278, TT-828","Kan","M","a","2005","Born",2005-06-28,"U.S. Navy","April","Nihoa",NA,"U.S. Navy","US","Alive",NA,NA,NA,NA,"US",2005-06-28
"161","Beluga","NOA0006479, AZA 139, SWF-DL-0801, M16002","Maple","F","a","2005","Born",2005-07-02,"Marineland Canada","Priscilla",NA,"Marineland of Canada to SeaWorld Orlando (19-Nov-2006) to Georgia Aquarium (07-Feb-2016)","Georgia Aquarium","US","Alive",NA,NA,"Maple's potential sires include Ben, Belyi, Andre & Baffin (Marineland Canada)",NA,"US",2005-07-02
"162","Bottlenose","NOA0006285, AZA 1002, SWF-TT-0503 ","Stella","F","a","2005","Born",2005-07-14,"SeaWorld Orlando","Starkey","Hekili","SeaWorld Orlando to Discovery Cove (??-???-2008)","Discovery Cove","US","Alive",NA,NA,NA,NA,"US",2005-07-14
"163","Bottlenose","NOA0006286, SWF-TT-0504","Potter","M","a","2005","Born",2005-07-15,"SeaWorld Orlando","Lily","Hekili",NA,"SeaWorld Orlando","US","Alive",NA,NA,NA,NA,"US",2005-07-15
"164","Bottlenose","NOA0006287, AZA 995, SWT-TT-0577","Osbourne","M","a","2005","Born",2005-08-05,"SeaWorld San Antonio","Nacha","Gilly","SeaWorld San Antonio to Mirage Dolphin Habitat (28-Mar-2010)","Mirage Dolphin Habitat","US","Alive",NA,NA,NA,NA,"US",2005-08-05
"165","Bottlenose","NOA0006288, SWF-TT-0505","Jackson","M","a","2005","Born",2005-08-18,"SeaWorld Orlando","Kendall","Duffy",NA,"SeaWorld Orlando","US","Alive",NA,NA,NA,NA,"US",2005-08-18
"166","Bottlenose","NOA0006296, TT-829","Maa","F","a","2005","Born",2005-09-10,"U.S. Navy","Slooper",NA,NA,"U.S. Navy","US","Alive",NA,NA,NA,NA,"US",2005-09-10
"167","Bottlenose","NOA0006290, AZA 1007","Mattie","F","a","2005","Born",2005-10-04,"Six Flags Discovery Kingdom","Sadie","Merlin",NA,"Six Flags Discovery Kingdom","US","Alive",NA,NA,NA,NA,"US",2005-10-04
"168","Bottlenose","NOA0006294, AZA 1008, SWC-TT-0527","Sofi","F","a","2005","Born",2005-10-06,"SeaWorld San Diego","Sandy","Sparky","SeaWorld San Diego to Mirage Dolphin Habitat (27-Mar-2014)","Mirage Dolphin Habitat","US","Alive",NA,NA,NA,NA,"US",2005-10-06
"169","Bottlenose","NOA0006297, AZA 1101, 2062","Allison","F","a","2005","Born",2005-11-03,"Brookfield Zoo","Tapeko","Hastings","Brookfield Zoo to Minnesota Zoo (30-Aug-2009) to Brookfield Zoo (14-Apr-2010)","Brookfield Zoo","US","Alive",NA,NA,NA,NA,"US",2005-11-03
"170","Bottlenose","NOA0006299, AZA 1009, SWF-TT-0503 ","Calypso","F","a","2005","Born",2005-11-08,"SeaWorld Orlando","Calli","Hekili","SeaWorld Orlando to Discovery Cove (??-Apr-2009)","Discovery Cove","US","Alive",NA,NA,NA,NA,"US",2005-11-08
"171","Bottlenose","NOA0006300, SWC-TTG-0527","Captain","M","a","2005","Born",2005-11-17,"SeaWorld San Diego","Beaker","Crunch",NA,"SeaWorld San Diego","US","Alive",NA,NA,NA,NA,"US",2005-11-17
"172","Killer Whale; Orca","NOA0006301, SWF-OO-0501","Trua","M","a","2005","Born",2005-11-23,"SeaWorld Orlando","Takara","Taku",NA,"SeaWorld Orlando","US","Alive",NA,NA,NA,NA,"US",2005-11-23
"173","Bottlenose","NOA0006352, TT-835","Sct","M","a","2006","Born",2006-03-28,"U.S. Navy","Cherrie",NA,NA,"U.S. Navy","US","Alive",NA,NA,NA,NA,"US",2006-03-28
