name,category,row_id,ingredient_number,ingredient,measure
Vodka Sour,Vodka,116,4,Simple Syrup,3/4 oz
Apricot Anisette Collins,Cocktail Classics,117,1,Gin,1 1/2 oz
Apricot Anisette Collins,Cocktail Classics,117,2,Apricot Flavored Brandy,1/2 oz
Apricot Anisette Collins,Cocktail Classics,117,3,Anisette,1 1/2 oz
Apricot Anisette Collins,Cocktail Classics,117,4,Lemon Juice,1 oz
Alexander's Sister Cocktail,Cocktail Classics,118,1,Dry gin,1 oz
Alexander's Sister Cocktail,Cocktail Classics,118,2,Green creme de menthe,1 oz
Alexander's Sister Cocktail,Cocktail Classics,118,3,Light cream,1 oz
Highland Cooler,Whiskies,119,1,Blended Scotch Whiskey,2 oz
Highland Cooler,Whiskies,119,2,Simple Syrup,1/2 oz
Alexander Cocktail No. 1,Cocktail Classics,120,1,Gin,1 oz
Alexander Cocktail No. 1,Cocktail Classics,120,2,Creme de Cacao (White),1 oz
Alexander Cocktail No. 1,Cocktail Classics,120,3,Light cream,1 oz
Adam and Eve,Cocktail Classics,121,1,Forbidden Fruit,1 oz
Adam and Eve,Cocktail Classics,121,2,Gin,1 oz
Adam and Eve,Cocktail Classics,121,3,Brandy,1 oz
Adam and Eve,Cocktail Classics,121,4,Lemon Juice,1 oz
Vodka Sling,Vodka,122,1,Vodka,2 oz
Vodka Sling,Vodka,122,2,Fresh lemon juice,1 oz
Vodka Sling,Vodka,122,3,Simple Syrup,1/2 oz
Jack Rose Cocktail,Brandy,123,1,Applejack,1 1/2 oz
Jack Rose Cocktail,Brandy,123,2,Fresh Lime Juice,1/2 oz
Jack Rose Cocktail,Brandy,123,3,Grenadine,1/4 oz
Tempter Cocktail,Cocktail Classics,124,1,Port,1 oz
Tempter Cocktail,Cocktail Classics,124,2,Apricot Flavored Brandy,1 oz
Special Rough Cocktail,Cocktail Classics,125,1,Apple Brandy,1 1/2 oz
Special Rough Cocktail,Cocktail Classics,125,2,Brandy,1 1/2 oz
Special Rough Cocktail,Cocktail Classics,125,3,Anisette,1/2 oz
Vodka Grasshopper,Vodka,126,1,Vodka,3/4 oz
Vodka Grasshopper,Vodka,126,2,Green creme de menthe,3/4 oz
Vodka Grasshopper,Vodka,126,3,White creme de cacao,3/4 oz
Vodka Grasshopper,Vodka,126,4,half-and-half,3/4 oz
Singapore Sling,Cocktail Classics,127,1,Juice of a Lemon,1/2 oz
Singapore Sling,Cocktail Classics,127,2,Powdered Sugar,1 oz
Singapore Sling,Cocktail Classics,127,3,Gin,2 oz
Singapore Sling,Cocktail Classics,127,5,cherry-flavored brandy,1/2 oz
Saratoga Cocktail,Cocktail Classics,128,1,Brandy,2 oz
Saratoga Cocktail,Cocktail Classics,128,2,Bitters,2 oz
Saratoga Cocktail,Cocktail Classics,128,3,Lemon Juice,1 oz
Saratoga Cocktail,Cocktail Classics,128,4,Pineapple Juice,1 oz
Saratoga Cocktail,Cocktail Classics,128,5,Maraschino,1/2 oz
High Cotton,Whiskies,129,1,Straight rye whiskey,2 oz
High Cotton,Whiskies,129,2,Pimm's No. 1 Cup,1/2 oz
High Cotton,Whiskies,129,3,Dubonnet Rouge,1/2 oz
High Cotton,Whiskies,129,4,Peach bitters,2 oz
Polonaise,Cocktail Classics,130,1,Brandy,1 1/2 oz
Polonaise,Cocktail Classics,130,2,Blackberry-flavored brandy,1 oz
Polonaise,Cocktail Classics,130,3,Dry Sherry,1/2 oz
Polonaise,Cocktail Classics,130,4,Lemon Juice,1 oz
Vodka Gimlet,Vodka,131,1,Vodka,1 1/2 oz
Vodka Gimlet,Vodka,131,2,Fresh Lime Juice,1 oz
Vodka Gimlet,Vodka,131,3,Simple Syrup,1/2 oz
Merry Widow Cocktail No. 2,Cocktail Classics,132,1,Maraschino,1 1/4 oz
Merry Widow Cocktail No. 2,Cocktail Classics,132,2,cherry-flavored brandy,1 1/4 oz
Lugger,Cocktail Classics,133,1,Brandy,1 oz
Lugger,Cocktail Classics,133,2,Apple Brandy,1 oz
Lugger,Cocktail Classics,133,3,Apricot Flavored Brandy,1 oz
Jamaica Hop,Cocktail Classics,134,1,Coffee-flavored brandy,1 oz
Jamaica Hop,Cocktail Classics,134,2,Creme de Cacao (White),1 oz
Jamaica Hop,Cocktail Classics,134,3,Light cream,1 oz
Hebrides,Whiskies,135,1,Single-malt Scotch whisky,1 1/2 oz
Hebrides,Whiskies,135,2,Maraschino liqueur,1/2 oz
Hebrides,Whiskies,135,3,Triple Sec,1/2 oz
Hebrides,Whiskies,135,4,Apple juice,2 oz
Hebrides,Whiskies,135,5,Fresh lemon juice,1/2 oz
Hebrides,Whiskies,135,6,Angostura Bitters,1 oz
Hennessy Martini,Cocktail Classics,136,1,Hennessy V.S Cognac,2 oz
Hennessy Martini,Cocktail Classics,136,2,Lemon Juice,1/2 oz
Vodka Daisy,Vodka,137,1,Vodka,2 oz
Vodka Daisy,Vodka,137,2,Fresh lemon juice,1 oz
Vodka Daisy,Vodka,137,3,Simple Syrup,1/2 oz
Vodka Daisy,Vodka,137,4,Grenadine,1 oz
Heavenly Dram,Whiskies,138,1,Single-malt Scotch whisky,2 oz
Heavenly Dram,Whiskies,138,2,Pedro Ximenez sherry,1/2 oz
Heavenly Dram,Whiskies,138,3,Fresh lemon juice,3/4 oz
Heavenly Dram,Whiskies,138,4,Honey Syrup,1/4 oz
Classic Cocktail,Cocktail Classics,139,1,Juice of a Lemon,1/4 oz
Classic Cocktail,Cocktail Classics,139,2,Curacao,1 1/2 oz
Classic Cocktail,Cocktail Classics,139,3,Maraschino,1 1/2 oz
Classic Cocktail,Cocktail Classics,139,4,Brandy,1 oz
Cherry Sling,Cocktail Classics,140,1,cherry-flavored brandy,2 oz
Cherry Sling,Cocktail Classics,140,2,Juice of a Lemon,1/2 oz
Cherry Fizz,Cocktail Classics,141,1,Juice of a Lemon,1/2 oz
Cherry Fizz,Cocktail Classics,141,2,cherry-flavored brandy,2 oz
Vodka Cooler,Vodka,142,1,Vodka,2 oz
Vodka Cooler,Vodka,142,2,Simple Syrup,1/2 oz
Carrol Cocktail,Cocktail Classics,143,1,Brandy,1 1/2 oz
Carrol Cocktail,Cocktail Classics,143,2,Sweet Vermouth,3/4 oz
Button Hook Cocktail,Cocktail Classics,144,1,Creme de Menthe (White),1/2 oz
Button Hook Cocktail,Cocktail Classics,144,2,Apricot Flavored Brandy,1/2 oz
Button Hook Cocktail,Cocktail Classics,144,3,Anisette,1/2 oz
Button Hook Cocktail,Cocktail Classics,144,4,Brandy,1/2 oz
Bull's Eye,Cocktail Classics,145,1,Brandy,1 oz
Bull's Eye,Cocktail Classics,145,2,Hard cider,2 oz
Brantini,Cocktail Classics,146,1,Brandy,1 1/2 oz
Brantini,Cocktail Classics,146,2,Gin,1 oz
Brantini,Cocktail Classics,146,3,Dry Vermouth,1 oz
Heather's Kiss,Whiskies,147,1,Blended Scotch Whiskey,2 1/4 oz
Heather's Kiss,Whiskies,147,2,Fresh lemon juice,1/2 oz
Heather's Kiss,Whiskies,147,3,Agave nectar,1/4 oz
Heather's Kiss,Whiskies,147,4,Absinthe,1 oz
Brandy Squirt,Cocktail Classics,148,1,Brandy,1 1/2 oz
Brandy Squirt,Cocktail Classics,148,2,Powdered Sugar,1 oz
Brandy Squirt,Cocktail Classics,148,3,Grenadine,1 oz
Brandy and Soda,Cocktail Classics,149,1,Brandy,2 oz
Brandy Milk Punch,Cocktail Classics,150,1,Powdered Sugar,1 oz
Brandy Milk Punch,Cocktail Classics,150,2,Brandy,2 oz
Brandy Milk Punch,Cocktail Classics,150,3,Milk,1 oz
Vodka Collins,Vodka,151,1,Vodka,2 oz
Vodka Collins,Vodka,151,2,Fresh lemon juice,3/4 oz
Vodka Collins,Vodka,151,3,Simple Syrup,3/4 oz
Brandy Crusta Cocktail,Cocktail Classics,152,1,Maraschino,1 oz
Brandy Crusta Cocktail,Cocktail Classics,152,2,Bitters,1 oz
Brandy Crusta Cocktail,Cocktail Classics,152,3,Lemon Juice,1 oz
Brandy Crusta Cocktail,Cocktail Classics,152,4,Triple Sec,1/2 oz
Brandy Crusta Cocktail,Cocktail Classics,152,5,Brandy,2 oz
Heather Blush,Whiskies,153,1,Blended Scotch Whiskey,1 oz
Heather Blush,Whiskies,153,2,Strawberry liqueur,1 oz
Heather Blush,Whiskies,153,3,Chilled sparkling wine,3 oz
Jack Maples,Brandy,154,1,Applejack,2 oz
Jack Maples,Brandy,154,2,maple syrup (grade B or medium-amber),1 oz
Jack Maples,Brandy,154,3,Aromatic bitters,1 oz
Brandy Alexander,Cocktail Classics,155,1,Creme de Cacao (Brown),1/2 oz
Brandy Alexander,Cocktail Classics,155,2,Brandy,1/2 oz
Brandy Alexander,Cocktail Classics,155,3,Heavy cream,1/2 oz
Vodka and Tonic,Vodka,156,1,Vodka,2 oz
Apricot Cocktail,Cocktail Classics,157,1,Juice of a Lemon,1/4 oz
Apricot Cocktail,Cocktail Classics,157,2,Juice of Orange,1/4 oz
Apricot Cocktail,Cocktail Classics,157,3,Apricot Flavored Brandy,1 1/2 oz
Apricot Cocktail,Cocktail Classics,157,4,Gin,1 oz
Alexander Cocktail No. 2,Cocktail Classics,158,1,Creme de Cacao (White),1 oz
Alexander Cocktail No. 2,Cocktail Classics,158,2,Brandy,1 oz
Alexander Cocktail No. 2,Cocktail Classics,158,3,Light cream,1 oz
After Dinner Cocktail,Cocktail Classics,159,1,Apricot Flavored Brandy,1 oz
After Dinner Cocktail,Cocktail Classics,159,2,Triple Sec,1 oz
After Dinner Cocktail,Cocktail Classics,159,3,Juice of a Lime,1 oz
Harvest Moon,Whiskies,160,1,Straight rye whiskey,1 1/2 oz
Harvest Moon,Whiskies,160,2,Lillet Blanc,1 oz
Harvest Moon,Whiskies,160,3,Apple Brandy,1/2 oz
Harvest Moon,Whiskies,160,4,Green Chartreuse,1/4 oz
Harvest Moon,Whiskies,160,5,Angostura Bitters,2 oz
Red Raider,Cocktail Classics,161,1,Bourbon,1 oz
Red Raider,Cocktail Classics,161,2,Triple Sec,1/2 oz
Red Raider,Cocktail Classics,161,3,Lemon Juice,1 oz
Red Raider,Cocktail Classics,161,4,Grenadine,1 oz
Vodka and Apple Juice,Vodka,162,1,Vodka,2 oz
Mint Julep (Southern Style),Cocktail Classics,163,1,springs mint,5 or 6
Mint Julep (Southern Style),Cocktail Classics,163,2,Powdered Sugar,1 oz
Mint Julep (Southern Style),Cocktail Classics,163,3,Water,2 oz
Mint Julep (Southern Style),Cocktail Classics,163,4,Bourbon,2 1/2 oz
Limestone,Cocktail Classics,164,1,Bourbon,1 1/2 oz
Grounds For Divorce,Whiskies,165,1,Straight rye whiskey,1 1/2 oz
Grounds For Divorce,Whiskies,165,2,Kirschwasser,3/4 oz
Grounds For Divorce,Whiskies,165,3,Cynar,1/4 oz
Grounds For Divorce,Whiskies,165,4,Amaro,1/2 oz
Gentleman's Cocktail,Cocktail Classics,166,1,Bourbon,1 1/2 oz
Gentleman's Cocktail,Cocktail Classics,166,2,Brandy,1/2 oz
Gentleman's Cocktail,Cocktail Classics,166,3,Creme de Menthe,1/2 oz
Dixie Julep,Cocktail Classics,167,1,Powdered Sugar,1 oz
Dixie Julep,Cocktail Classics,167,2,Bourbon,2 1/2 oz
Victory Collins,Vodka,168,1,Vodka,1 1/2 oz
Victory Collins,Vodka,168,2,Unsweetened Grape Juice,2 oz
Victory Collins,Vodka,168,3,Fresh lemon juice,1 oz
Victory Collins,Vodka,168,4,Simple Syrup,1/2 oz
Buddy's Favorite,Cocktail Classics,169,1,Bourbon,1 1/2 oz
Buddy's Favorite,Cocktail Classics,169,2,Cold Water,6 oz
Bourbon On The Rocks,Cocktail Classics,170,1,Bourbon,2 oz
Bourbon Cobbler,Cocktail Classics,171,1,Bourbon,2 1/2 oz
Bourbon Cobbler,Cocktail Classics,171,2,Lemon Juice,1 oz
Bourbon Cobbler,Cocktail Classics,171,3,Grapefruit Juice,2 oz
Bourbon Cobbler,Cocktail Classics,171,4,Almond extract,1 1/2 oz
Bourbon and Water,Cocktail Classics,172,1,Bourbon,2 oz
Bourbon and Water,Cocktail Classics,172,2,Water,4 oz
Greenpoint,Whiskies,173,1,Straight rye whiskey,2 oz
Greenpoint,Whiskies,173,2,Yellow Chartreuse,1/2 oz
Greenpoint,Whiskies,173,3,Sweet Vermouth,1/2 oz
Greenpoint,Whiskies,173,4,Angostura Bitters,1 oz
Greenpoint,Whiskies,173,5,Orange Bitters,1 oz
Yellowjacket,Non-alcoholic Drinks,174,1,Pineapple Juice,2 oz
Yellowjacket,Non-alcoholic Drinks,174,2,Orange Juice,2 oz
Yellowjacket,Non-alcoholic Drinks,174,3,Lemon Juice,1/2 oz
Velvet Peach Hammer,Vodka,175,1,Vodka,1 3/4 oz
Velvet Peach Hammer,Vodka,175,2,Peach schnapps,3/4 oz
Velvet Peach Hammer,Vodka,175,3,Simple Syrup,1/4 oz
Velvet Peach Hammer,Vodka,175,4,Fresh lemon juice,1/2 oz
Grandfather,Whiskies,176,1,Bourbon whiskey,1 oz
Grandfather,Whiskies,176,2,Applejack,1 oz
Grandfather,Whiskies,176,3,Sweet Vermouth,1 oz
Grandfather,Whiskies,176,4,Angostura Bitters,1 oz
Grandfather,Whiskies,176,5,Peychaud's Bitters,1 oz
Goldrush,Whiskies,177,1,Bourbon whiskey,2 oz
Goldrush,Whiskies,177,2,Fresh lemon juice,3/4 oz
Goldrush,Whiskies,177,3,Honey Syrup,1 oz
Sake Martini,Cocktail Classics,178,1,Sake,1 oz
Sake Martini,Cocktail Classics,178,2,Mr. Boston Gin,3 oz
Godfather,Whiskies,179,1,Blended Scotch Whiskey,1 1/2 oz
Godfather,Whiskies,179,2,Amaretto,3/4 oz
Jack-In-The-Box,Brandy,180,1,Applejack,1 oz
Jack-In-The-Box,Brandy,180,2,Pineapple Juice,1 oz
Jack-In-The-Box,Brandy,180,3,Angostura Bitters,1 oz
Saronno,Cocktail Classics,181,1,Amaretto di Saronno,1 oz
Saronno,Cocktail Classics,181,2,Mr. Boston Five Star Brandy,1 oz
Saronno,Cocktail Classics,181,3,Light cream,1 oz
Saronno Colada (Nutty Colada),Cocktail Classics,182,1,Amaretto di Saronno,3 oz
Saronno Colada (Nutty Colada),Cocktail Classics,182,2,Coconut Milk,3 oz
Saronno Colada (Nutty Colada),Cocktail Classics,182,3,Crushed Pineapple,3 oz
Saronno Mist,Cocktail Classics,183,1,Amaretto di Saronno,1 1/2 oz
Saronno Rose,Cocktail Classics,184,1,Amaretto di Saronno,1 1/2 oz
Saronno Rose,Cocktail Classics,184,2,Roses Lime Juice,1/2 oz
Saronno Rose,Cocktail Classics,184,3,Club Soda,1 oz
Gilchrist,Whiskies,185,1,Blended Scotch Whiskey,1 1/2 oz
Gilchrist,Whiskies,185,2,Pear brandy,3/4 oz
Gilchrist,Whiskies,185,3,Grapefruit Juice,3/4 oz
Gilchrist,Whiskies,185,4,Amaro,1/2 oz
Gilchrist,Whiskies,185,5,Grapefruit bitters,2 oz
Frisco Sour,Whiskies,186,1,Bourbon or Rye Whiskey,2 oz
Frisco Sour,Whiskies,186,2,Fresh lemon juice,3/4 oz
Frisco Sour,Whiskies,186,3,Fresh Lime Juice,1/2 oz
Frisco Sour,Whiskies,186,4,Benedictine,1/2 oz
Frisco Sour,Whiskies,186,5,Lemon and lime wheels,1 oz
Fratelli Cocktail,Whiskies,187,1,Straight rye whiskey,2 oz
Fratelli Cocktail,Whiskies,187,2,Sweet Vermouth,1/2 oz
Fratelli Cocktail,Whiskies,187,3,Yellow Chartreuse,1/2 oz
Fratelli Cocktail,Whiskies,187,4,Fernet-Branca,1/4 oz
Francis The Mule,Whiskies,188,1,Bourbon whiskey,2 oz
Francis The Mule,Whiskies,188,2,Coffee liqueur,1/2 oz
Francis The Mule,Whiskies,188,3,Fresh lemon juice,1/2 oz
Francis The Mule,Whiskies,188,4,orgeat or almond syrup,1/4 oz
Francis The Mule,Whiskies,188,5,Orange Bitters,2 oz
Fox River Cocktail,Whiskies,189,1,Bourbon or Rye Whiskey,2 oz
Fox River Cocktail,Whiskies,189,2,Dark creme de cacao,1/2 oz
Fox River Cocktail,Whiskies,189,3,Angostura Bitters,4 oz
Flying Scotchman,Whiskies,190,1,Blended Scotch Whiskey,1 oz
Flying Scotchman,Whiskies,190,2,Sweet Vermouth,1 oz
Flying Scotchman,Whiskies,190,3,Angostura Bitters,1 oz
Flying Scotchman,Whiskies,190,4,Simple Syrup,1/4 oz
The Final Ward,Whiskies,191,1,Straight rye whiskey,3/4 oz
The Final Ward,Whiskies,191,2,Maraschino liqueur,3/4 oz
The Final Ward,Whiskies,191,3,Green Chartreuse,3/4 oz
The Final Ward,Whiskies,191,4,Fresh lemon juice,3/4 oz
Martini,Cocktail Classics,192,1,Mr. Boston Gin,1 1/2 oz
Martini,Cocktail Classics,192,2,Dry Vermouth,3/4 oz
Fancy Whiskey,Whiskies,193,1,Bourbon or rye whiskey,2 oz
Fancy Whiskey,Whiskies,193,2,Angostura Bitters,1 oz
Fancy Whiskey,Whiskies,193,3,Triple Sec,1/4 oz
Fancy Whiskey,Whiskies,193,4,Simple Syrup,1/4 oz
Fancy Whiskey,Whiskies,193,5,Lemon twist,1 oz
Mandarine Sour,Cocktail Classics,194,1,Mandarine Napoleon Liqueur,2 oz
Mandarine Sour,Cocktail Classics,194,2,Lemon Juice,1 oz
Mandarine Mist,Cocktail Classics,195,1,Mandarine Napoleon Liqueur,1 1/2 oz
Underneath The Mango Tree,Vodka,196,1,"Lime wedge, Sweet Chili Powder",For glass
Underneath The Mango Tree,Vodka,196,2,Mango-flavored vodka,1 oz
Underneath The Mango Tree,Vodka,196,3,Peach liqueur,1/2 oz
Underneath The Mango Tree,Vodka,196,4,Fresh Lime Juice,3/4 oz
Underneath The Mango Tree,Vodka,196,5,Simple Syrup,1/2 oz
Underneath The Mango Tree,Vodka,196,6,Ginger ale,2 oz
Fancy-Free Cocktail,Whiskies,197,1,Bourbon whiskey,2 oz
Fancy-Free Cocktail,Whiskies,197,2,Maraschino liqueur,1/2 oz
Fancy-Free Cocktail,Whiskies,197,3,Angostura Bitters,1 oz
Fancy-Free Cocktail,Whiskies,197,4,Orange Bitters,1 oz
Honeymoon Cocktail,Brandy,198,1,Apple Brandy,3/4 oz
Honeymoon Cocktail,Brandy,198,2,Benedictine,3/4 oz
Honeymoon Cocktail,Brandy,198,3,Fresh lemon juice,3/4 oz
Honeymoon Cocktail,Brandy,198,4,Triple Sec,1/2 oz
Twister,Vodka,199,1,Vodka,2 oz
Twister,Vodka,199,2,Fresh Lime Juice,1/2 oz
Everybody's Irish Cocktail,Whiskies,200,1,Irish Whiskey,2 oz
Everybody's Irish Cocktail,Whiskies,200,2,Green creme de menthe,1 oz
Everybody's Irish Cocktail,Whiskies,200,3,Green Chartreuse,1 oz
Everybody's Irish Cocktail,Whiskies,200,4,Green olive,1 oz
Trident,Vodka,201,1,Aquavit or vodka,1 oz
Trident,Vodka,201,2,Cynar,1/2 oz
Trident,Vodka,201,3,Dry Sherry,1 oz
Trident,Vodka,201,4,Peach bitters,2 oz
Top Banana,Vodka,202,1,Vodka,1 oz
Top Banana,Vodka,202,2,Creme de banana,1 oz
Top Banana,Vodka,202,3,Orange juice,2 oz
Emperor Norton's Mistress,Whiskies,203,1,"Fresh strawberries, cut in halves",3 oz
Emperor Norton's Mistress,Whiskies,203,2,Bourbon whiskey,1 1/2 oz
Emperor Norton's Mistress,Whiskies,203,3,Vanilla liqueur,1/2 oz
Emperor Norton's Mistress,Whiskies,203,4,Triple Sec,1/4 oz
Easterner,Whiskies,204,1,Straight rye whiskey,2 oz
Easterner,Whiskies,204,2,Fresh grapefruit juice,1 oz
Easterner,Whiskies,204,3,Maple Syrup,1/2 oz
Toasted Drop,Vodka,205,1,"Lemon wedge, Cinnamon Sugar",For glass
Toasted Drop,Vodka,205,2,Citrus-flavored vodka,1 1/2 oz
Toasted Drop,Vodka,205,3,Limoncello,3/4 oz
Toasted Drop,Vodka,205,4,Amaretto,1/4 oz
Toasted Drop,Vodka,205,5,Fresh lemon juice,3/4 oz
Toasted Drop,Vodka,205,6,Egg White,1 oz
Eastern Sour,Whiskies,206,1,Bourbon whiskey,2 oz
Eastern Sour,Whiskies,206,2,Orange juice,1 1/2 oz
Eastern Sour,Whiskies,206,3,Fresh Lime Juice,1 oz
Eastern Sour,Whiskies,206,4,orgeat or almond syrup,1/4 oz
Eastern Sour,Whiskies,206,5,Simple Syrup,1/4 oz
K. C. B. Cocktail,Cocktail Classics,207,1,Kummel,1/2 oz
K. C. B. Cocktail,Cocktail Classics,207,2,Mr. Boston Gin,1 1/2 oz
K. C. B. Cocktail,Cocktail Classics,207,3,Mr. Boston Apricot Flavored Brandy,1/4 oz
K. C. B. Cocktail,Cocktail Classics,207,4,Lemon Juice,1/4 oz
Easter Elchies,Whiskies,208,1,Single-malt Scotch whisky,2 oz
Easter Elchies,Whiskies,208,2,Cherry Heering,1/2 oz
Easter Elchies,Whiskies,208,3,Punt e Mes,1/2 oz
Easter Elchies,Whiskies,208,4,Orange Bitters,1 oz
Dufftown Flip,Whiskies,209,1,Blended Scotch Whiskey,2 oz
Dufftown Flip,Whiskies,209,2,Port,1/2 oz
Dufftown Flip,Whiskies,209,3,Demerara Syrup,1/2 oz
Dufftown Flip,Whiskies,209,4,Almond milk,1/2 oz
Dufftown Flip,Whiskies,209,5,Whole Egg,1 oz
Harvard Cooler,Brandy,210,1,Apple Brandy,2 oz
Harvard Cooler,Brandy,210,2,Simple Syrup,1/2 oz
The Duboudreau Cocktail,Whiskies,211,1,Straight rye whiskey,2 oz
The Duboudreau Cocktail,Whiskies,211,2,Dubonnet Rouge,3/4 oz
The Duboudreau Cocktail,Whiskies,211,3,Fernet-Branca,1/4 oz
The Duboudreau Cocktail,Whiskies,211,4,Elderflower liqueur,1/4 oz
Irish Whisky,Cocktail Classics,212,1,Mr. Boston Triple Sec,1/2 oz
Irish Whisky,Cocktail Classics,212,2,Absinthe Substitute,1/2 oz
Irish Whisky,Cocktail Classics,212,3,Maraschino,1/4 oz
Irish Whisky,Cocktail Classics,212,4,Bitters,1 oz
Irish Whisky,Cocktail Classics,212,5,Irish Whiskey,2 oz
Dubliner,Whiskies,213,1,Irish Whiskey,2 oz
Dubliner,Whiskies,213,2,Sweet Vermouth,1/2 oz
Dubliner,Whiskies,213,3,Grand Marnier,1/2 oz
Dubliner,Whiskies,213,4,Orange Bitters,2 oz
Double Standard Sour,Whiskies,214,1,Rye or bourbon whiskey,3/4 oz
Double Standard Sour,Whiskies,214,2,Gin,3/4 oz
Double Standard Sour,Whiskies,214,3,Fresh lemon juice,1 oz
Double Standard Sour,Whiskies,214,4,White creme de menthe,1/2 oz
Double Standard Sour,Whiskies,214,5,Grenadine,1/2 oz
Double Standard Sour,Whiskies,214,6,Simple Syrup,1/4 oz
Dixie Whiskey Cocktail,Whiskies,215,1,Bourbon whiskey,2 oz
Dixie Whiskey Cocktail,Whiskies,215,2,White creme de menthe,1/2 oz
Dixie Whiskey Cocktail,Whiskies,215,3,Triple Sec,1/2 oz
Dixie Whiskey Cocktail,Whiskies,215,4,Simple Syrup,1/4 oz
Dixie Whiskey Cocktail,Whiskies,215,5,Angostura Bitters,1 oz
Hill Billy Highball,Cocktail Classics,216,1,Georgia Moon Corn Whiskey,2 oz
The Titian,Vodka,217,1,Orange-flavored vodka,1 oz
The Titian,Vodka,217,2,Grand Marnier,1/2 oz
The Titian,Vodka,217,3,Passion Fruit Juice,1 oz
The Titian,Vodka,217,4,Fresh Lime Juice,1/2 oz
The Titian,Vodka,217,5,Pomegranate syrup,1/2 oz
Tiger Tanaka,Vodka,218,1,Fresh cilantro leaves,3 oz
Tiger Tanaka,Vodka,218,2,Slice peeled fresh ginger,1 oz
Tiger Tanaka,Vodka,218,3,Citrus-flavored vodka,2 oz
Tiger Tanaka,Vodka,218,4,Limoncello,1/2 oz
Tiger Tanaka,Vodka,218,5,Pineapple Juice,3/4 oz
Grenadine Rickey,Cocktail Classics,219,1,Juice of a Lime,1/2 oz
Grenadine Rickey,Cocktail Classics,219,2,Grenadine,1 1/2 oz
Thyme Collins,Vodka,220,1,Citrus-flavored vodka,2 oz
Thyme Collins,Vodka,220,2,Mint syrup,1 oz
Thyme Collins,Vodka,220,3,Fresh lemon juice,1 oz
Thyme Collins,Vodka,220,4,Thyme sprig,1 oz
Thyme Collins,Vodka,220,5,Bitter lemon soda,3 oz
Thyme Collins,Vodka,220,6,Long thyme sprigs,2 oz
Tabby Cat,Vodka,221,1,Dubonnet Rouge,2 oz
Tabby Cat,Vodka,221,2,Orange-flavored vodka,1 oz
Tabby Cat,Vodka,221,3,Orange Bitters,2 oz
God Child,Cocktail Classics,222,1,Amaretto di Saronno,1 oz
God Child,Cocktail Classics,222,2,Mr. Boston Vodka,1 oz
God Child,Cocktail Classics,222,3,Heavy cream,1 oz
Sweet Maria,Vodka,223,1,Vodka,1 oz
Sweet Maria,Vodka,223,2,Amaretto,1/2 oz
Sweet Maria,Vodka,223,3,half-and-half,1/2 oz
Dirty Harry,Whiskies,224,1,Absinthe,1 oz
Dirty Harry,Whiskies,224,2,Straight rye whiskey,2 oz
Dirty Harry,Whiskies,224,3,Sweet Vermouth,1/2 oz
Dirty Harry,Whiskies,224,4,Maraschino liqueur,1/4 oz
Harvard Cocktail,Brandy,225,1,Brandy,1 1/2 oz
Harvard Cocktail,Brandy,225,2,Sweet Vermouth,3/4 oz
Harvard Cocktail,Brandy,225,3,Fresh lemon juice,1/2 oz
Harvard Cocktail,Brandy,225,4,Grenadine,1 oz
Harvard Cocktail,Brandy,225,5,Angostura Bitters,1 oz
Gin and Milk Punch,Cocktail Classics,226,1,Powdered Sugar,1 oz
Gin and Milk Punch,Cocktail Classics,226,2,Mr. Boston Gin,2 oz
Gin and Milk Punch,Cocktail Classics,226,3,Milk,1 oz
Surf Rider,Vodka,227,1,Vodka,2 oz
Surf Rider,Vodka,227,2,Sweet Vermouth,1/2 oz
Surf Rider,Vodka,227,3,Fresh orange juice,2 oz
Surf Rider,Vodka,227,4,Fresh lemon juice,1/2 oz
Surf Rider,Vodka,227,5,Grenadine,1/4 oz
Dinah Cocktail,Whiskies,228,1,Bourbon whiskey,1 1/2 oz
Dinah Cocktail,Whiskies,228,2,Fresh lemon juice,3/4 oz
Dinah Cocktail,Whiskies,228,3,Simple Syrup,1/2 oz
Tea Saronno,Cocktail Classics,229,1,Hot Tea,6 oz
Tea Saronno,Cocktail Classics,229,2,Amaretto di Saronno,1 1/2 oz
Tea Saronno,Cocktail Classics,229,3,Whipped cream,1 oz
The Summer Of Love,Vodka,230,1,Orange-flavored vodka,2 oz
The Summer Of Love,Vodka,230,2,Rose water,2 oz
The Summer Of Love,Vodka,230,3,Lillet Blanc,1 oz
The Summer Of Love,Vodka,230,4,Black raspberry liqueur,1/4 oz
Devil's Soul,Whiskies,231,1,Straight rye whiskey,1 1/2 oz
Devil's Soul,Whiskies,231,2,Mezcal,1/2 oz
Devil's Soul,Whiskies,231,3,Amaro,1/2 oz
Devil's Soul,Whiskies,231,4,Aperol,1/4 oz
Devil's Soul,Whiskies,231,5,Elderflower liqueur,1/4 oz
Deshler,Whiskies,232,1,Straight rye whiskey,1 1/2 oz
Deshler,Whiskies,232,2,Dubonnet Rouge,1/2 oz
Deshler,Whiskies,232,3,Triple Sec,1/4 oz
Deshler,Whiskies,232,4,Angostura Bitters,2 oz
T.N.T. No. 1,Cocktail Classics,233,1,Old Thompson Blended Whiskey,1 1/2 oz
T.N.T. No. 1,Cocktail Classics,233,2,Absinthe Substitute,1 1/2 oz
Stupid Cupid,Vodka,234,1,Citrus-flavored vodka,2 oz
