,strDrink,dateModified,idDrink,strAlcoholic,strCategory,strDrinkThumb,strGlass,strIBA,strIngredient1,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strInstructions,strMeasure1,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strVideo
66,Alice in Wonderland,2017-04-24 22:29:51,17094,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/g12lj41493069391.jpg,Collins Glass,,Amaretto,,,,,,,Grand Marnier,Southern Comfort,,,,,,,Just mix the three ingredients one to one to one,1 shot ,,,,,,,1 shot ,1 shot , , , , , ,,
67,Allegheny,2017-01-02 20:12:14,11021,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,Cocktail glass,,Dry Vermouth,,,,,,,Bourbon,Blackberry brandy,Lemon juice,Lemon peel,,,,,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,1 oz , ,,,,,,1 oz ,1 1/2 tsp ,1 1/2 tsp ,1 twist of , , , , ,
68,Allies Cocktail,2017-01-02 20:15:04,11022,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qvprvp1483388104.jpg,Cocktail glass,,Dry Vermouth,,,,,,,Gin,Kummel,,,,,,,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",1 oz ,,,,,,,1 oz ,1/2 tsp , , , , , ,,
69,Almeria,2017-01-02 20:16:21,11023,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rwsyyu1483388181.jpg,Cocktail glass,,Dark rum,,,,,,,Kahlua,Egg white,,,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",2 oz ,,,,,,,1 oz ,1 , , , , , ,,
70,Almond Chocolate Coffee,2017-04-24 22:30:41,16082,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jls02c1493069441.jpg,Coffee mug,,Amaretto,,,,,,,Dark Creme de Cacao,Coffee,,,,,,,Pour in order into coffee cup. Top with whipped creme and chocolate shcvings.,3/4 oz ,,,,,,,1/2 oz ,8 oz , , , , , ,,
71,Almond Joy,2017-01-02 20:18:16,11024,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xutuqs1483388296.jpg,Cocktail glass,,Amaretto,,,,,,,Creme de Cacao,Light cream,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1/2 oz ,,,,,,,1/2 oz white ,2 oz , , , , , ,,
72,Aloha Fruit punch,2016-07-18 22:11:07,12862,Non alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wsyvrt1468876267.jpg,Collins Glass,,Water,,,,,,,Ginger,Guava juice,Lemon juice,Pineapple,Sugar,Pineapple juice,,,"Add 1/4 cup water to ginger root. Boil 3 minutes. Strain. Add the liquid to the guava, lemon and pineapple juices. Make a syrup of sugar and remaining water. Cool. Combine with juices and pineapple. Chill throroughly.",3/4 cup , , , ,,,,2 tsp ,2 cups ,1 1/2 tblsp ,1 1/2 cup ,1 cup ,3-4 cups , , ,
73,Amaretto And Cream,2017-09-02 18:56:58,11025,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg,Cocktail glass,,Amaretto,,,,,,,Light cream,,,,,,,,"Shake well with cracked ice, strain contents into a cocktail glass, and serve.",1 1/2 oz ,,,,,,,1 1/2 oz , , , , , ,,,
74,Amaretto Liqueur,2016-09-01 09:47:29,12792,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/swqxuv1472719649.jpg,Collins Glass,,Sugar,Food coloring,Glycerine,,,,,Water,Apricot,Almond flavoring,Grain alcohol,Water,Brandy,Food coloring,Food coloring,"Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.",1 cup,2 drops blue ,1/2 tsp , , , , ,3/4 cup ,2 ,1 tblsp ,1/2 cup pure ,1/2 cup ,1 cup ,3 drops yellow ,6 drops red ,
75,Amaretto Mist,2017-01-02 20:19:31,11026,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utpxxq1483388370.jpg,Old-fashioned glass,,Amaretto,,,,,,,Lime,,,,,,,,"Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)",1 1/2 oz ,,,,,,,1 , , , , , ,,,
76,Amaretto Rose,2017-04-24 22:32:59,11027,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3jm41q1493069578.jpg,Collins glass,,Amaretto,,,,,,,Lime juice,Club soda,,,,,,,Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.,1 1/2 oz ,,,,,,,1/2 oz ,"
","
","
","
","
","
",,
77,Amaretto Shake,2017-04-24 22:34:16,15194,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xk79al1493069655.jpg,Collins Glass,,Chocolate ice-cream,,,,,,,Brandy,Amaretto,,,,,,,Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.,2 scoops ,,,,,,,2 oz ,2 oz , , , , , ,,
78,Amaretto Sour,2017-04-24 22:43:32,13731,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg,Collins Glass,,Amaretto,,,,,,,Sour mix,,,,,,,,Shake and strain. Garnish with a cherry and an orange slice.,1 1/2 oz ,,,,,,,3 oz , , , , , ,,,
79,Amaretto Stinger,2017-04-24 22:38:54,11028,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vvop4w1493069934.jpg,Cocktail glass,,Amaretto,,,,,,,White Creme de Menthe,,,,,,,,"Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.",1 1/2 oz ,,,,,,,3/4 oz , , , , , ,,,
80,Amaretto Stone Sour,2016-09-01 09:52:01,14306,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,Collins Glass,,Amaretto,,,,,,,Sour mix,Orange juice,,,,,,,Shake and Serve over ice,1 part ,,,,,,,1 part ,1 part , , , , , ,,
81,Amaretto Stone Sour #3,2016-09-01 09:53:32,16100,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,Highball glass,,Sour mix,,,,,,,Amaretto,Tequila,Orange juice,,,,,,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.",2 oz ,,,,,,,2 oz ,2 oz ,Add splash , , , , , ,
82,Amaretto Sunrise,2017-04-24 22:44:27,14578,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg,Collins Glass,,Amaretto,,,,,,,Orange juice,Grenadine,,,,,,,Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.,1 cl ,,,,,,,4 oz ,1/4 cl , , , , , ,,
83,Amaretto Sunset,2017-04-24 22:36:00,17168,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,Collins Glass,,Triple sec,,,,,,,Amaretto,Cider,Ice,,,,,,"Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.",1/2 jigger ,,,,,,,3 shots ,1/2 cup ,Add 1/2 cup , , , , , ,
84,Amaretto Sweet & Sour,2016-08-31 19:35:46,16202,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vswwus1472668546.jpg,Margarita/Coupette glass,,Amaretto,,,,,,,Sweet and sour,Midori melon liqueur,Pineapple juice,,,,,,"Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.","
",,,,,,,"
", , , , , ,,,
85,Amaretto Tea,2017-04-24 22:42:47,11029,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg,Pousse cafe glass,,Tea,,,,,,,Amaretto,Whipped cream,,,,,,,"Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.",6 oz hot ,,,,,,,2 oz ,Chilled , , , , , ,,
86,Americano,2016-11-04 09:52:06,15941,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/trwruu1478253126.jpg,Collins glass,Unforgettables,Campari,,,,,,,Sweet Vermouth,Lemon peel,Orange peel,,,,,,"Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.",1 oz ,,,,,,,1 oz red ,Twist of ,Twist of , , , , , ,
87,Angel Face,2016-11-04 09:52:58,11034,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqpptp1478253178.jpg,Cocktail glass,Unforgettables,Apricot brandy,,,,,,,Apple brandy,Gin,,,,,,,Shake all ingredients with ice and strain contents into a cocktail glass.,1/2 oz ,,,,,,,1/2 oz ,1 oz , , , , , ,,
88,Angelica Liqueur,2016-08-31 19:21:12,12794,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/yuurps1472667672.jpg,Collins Glass,,Angelica root,Water,Food coloring,Food coloring,,,,Almond,Allspice,Cinnamon,Anise,Coriander,Marjoram leaves,Vodka,Sugar,"Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.",3 tblsp chopped,1/4 cup ,1 drop yellow ,1 drop green , , , ,1 tblsp chopped ,1 cracked ,1 one-inch ,3-6 crushed ,1/8 tsp powdered ,1 tblsp fresh chopped ,1.5 cup ,1/2 cup granulated ,
89,Apello,2016-07-18 22:13:35,15106,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/uptxtv1468876415.jpg,Collins Glass,,Orange juice,,,,,,,Grapefruit juice,Apple juice,Maraschino cherry,,,,,,Stirr. Grnish with maraschino cherry.,4 cl ,,,,,,,3 cl ,1 cl ,1 , , , , , ,
90,Apple Berry Smoothie,2016-07-18 22:14:33,12710,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/xwqvur1468876473.jpg,Highball Glass,,Berries,,,,,,,Apple,,,,,,,,Throw everything into a blender and liquify.,1 cup ,,,,,,,2 , , , , , ,,,
91,Apple Cider Punch #1,2016-02-03 15:26:58,12864,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/xrqxuv1454513218.jpg,Collins Glass,,Apple cider,,,,,,,Brown sugar,Lemonade,Orange juice,Cloves,Allspice,Nutmeg,Cinnamon,,"If you use the whole all spice and cloves, tie them in cheesecloth. Heat the mixture. Stir occasionally. If you want an alcoholic drink, rum would be nice.",4 qt , , , , ,,,1 cup ,6 oz frozen ,6 oz frozen ,6 whole ,6 whole ,1 tsp ground ,3 sticks , ,
92,Apple Grande,2016-08-31 19:37:02,16289,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wqrptx1472668622.jpg,Punch Bowl,,Tequila,,,,,,,Apple cider,,,,,,,,Chill both ingredients!! Mix in a tumbler and enjoy!,3 oz ,,,,,,,12 oz , , , , , ,,,
93,Apple Karate,2016-07-18 22:17:14,12564,Non alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/syusvw1468876634.jpg,Highball Glass,,Apple juice,,,,,,,Carrot,,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",2 cups ,,,,,,,1 large , , , , , ,,,
94,Apple Pie with A Crust,2016-09-01 09:54:38,16958,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,Collins Glass,,Apple juice,,,,,,,Malibu rum,Cinnamon,,,,,,,Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,3 parts ,,,,,,,1 part ,3 dashes , , , , , ,,
95,Apple Slammer,2017-04-24 22:37:32,13683,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/09yd5f1493069852.jpg,Shot glass,,7-Up,,,,,,,Apple schnapps,,,,,,,,"pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.",1 part ,,,,,,,1 part , , , , , ,,,
96,Applecar,2017-09-02 23:02:44,11046,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,Cocktail glass,,Applejack,,,,,,,Triple sec,Lemon juice,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 oz ,,,,,,,1 oz ,1 oz , , , , , ,,
97,Applejack,2016-11-15 11:24:22,16311,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/sutyqp1479209062.jpg,Cocktail glass,,Jack Daniels,,,,,,,Midori melon liqueur,Sour mix,,,,,,,"Add all ingredients into mixing glass, chill and strain into cocktail glass",1 oz ,,,,,,,1/2 oz ,2 oz , , , , , ,,
98,Apricot Lady,2017-09-02 23:03:34,11050,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/146f251504389814.jpg,Old-fashioned glass,,Light rum,,,,,,,Apricot brandy,Triple sec,Lemon juice,Egg white,Orange,,,,"In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.",1 1/2 oz , , ,,,,,1 oz ,1 tsp ,1/2 oz ,1 ,1 , , , ,
99,Apricot punch,2016-08-31 19:37:47,15849,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/tuxxtp1472668667.jpg,Punch bowl,,Apricot brandy,,,,,,,Champagne,Vodka,7-Up,Orange juice,,,,,Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.,1 qt , ,,,,,,4 fifth ,1 fifth ,4 L ,1/2 gal , , , , ,
100,Archbishop,2015-09-02 16:21:47,11052,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xpqwrt1441207307.jpg,Old-fashioned glass,,Gin,,,,,,,Wine,Benedictine,Lime,,,,,,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",2 oz ,,,,,,,1 oz Green Ginger ,1 tsp ,1 , , , , , ,
101,Arctic Fish,2016-08-31 19:39:41,14622,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/ttsvwy1472668781.jpg,Beer pilsner,,Vodka,,,,,,,Grape soda,Orange juice,Ice,Candy,,,,,"Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.",1/3 part , ,,,,,,1/3 part ,1/3 part ,lots ,1 dash , , , , ,
102,Arctic Mouthwash,2016-11-12 15:15:35,17118,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wqstwv1478963735.jpg,Cocktail glass,,Maui,,,,,,,Mountain Dew,Ice,,,,,,,Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.,5 oz blue ,,,,,,,5 oz ," cubes
","
","
","
","
","
",,
103,Arise My Love,2015-09-02 16:23:52,11053,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wyrrwv1441207432.jpg,Champagne flute,,Champagne,,,,,,,Green Creme de Menthe,,,,,,,,Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.,Chilled ,,,,,,,1 tsp , , , , , ,,,
104,Arizona Antifreeze,2017-04-24 21:54:22,16354,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg,Shot glass,,Vodka,,,,,,,Midori melon liqueur,Sweet and sour,,,,,,,Pour all ingredients into shot glass and slam !!!!,1/3 oz ,,,,,,,1/3 oz ,1/3 oz , , , , , ,,
105,Arizona Stingers,2017-04-24 22:10:55,14584,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/y7w0721493068255.jpg,Hurricane glass,,Absolut Vodka,,,,,,,Iced tea,,,,,,,,Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!,2 shots ,,,,,,,12 oz lemon , , , , , ,,,
106,Arizona Twister,2017-04-24 22:08:55,17074,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ido1j01493068134.jpg,Hurricane glass,,Vodka,,,,,,,Malibu rum,Gold tequila,Orange juice,Pineapple juice,Cream of coconut,Grenadine,Ice,Pineapple,"Just mix in the shots of rum, vodka, and tequila. Add splashes of the three juices, heavy on the pineapple. Top off with grenadine. Crushed ice should already be in glass. Top off the glass with a pineapple wedge.",1 shot , , , , , ,,1 shot ,1 shot ,1 splash ,1 splash ,1 splash ,1 dash ,crushed ,1 wedge ,
107,Army special,2017-04-24 22:07:42,17066,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/55muhh1493068062.jpg,Cocktail glass,,Vodka,,,,,,,Gin,Lime juice cordial,Ice,,,,,,"Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.",30 ml ,,,,,,,30 ml ,45 ml ,1/2 glass crushed , , , , , ,
108,Arthur Tompkins,2017-04-24 22:05:21,11054,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7onfhz1493067921.jpg,Whiskey sour glass,,Gin,,,,,,,Grand Marnier,Lemon juice,Lemon peel,,,,,,"In a shaker half-filled with ice cubes, combine the gin, Grand Marnier, and lemon juice. Shake well. Strain into a sour glass and garnish with the lemon twist.",2 oz ,,,,,,,1/2 oz ,2 tsp ,1 twist of , , , , , ,
109,Artillery,2017-04-24 22:02:27,11055,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/g1vnbe1493067747.jpg,Cocktail glass,,Sweet Vermouth,,,,,,,Gin,Bitters,,,,,,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",1 1/2 tsp ,,,,,,,1 1/2 oz ,2 dashes , , , , , ,,
110,Artillery Punch,2017-04-24 22:01:32,12870,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/9a4vqb1493067692.jpg,Punch bowl,,Tea,,,,,,,Rye whiskey,Red wine,Rum,Brandy,Benedictine,Orange juice,Lemon juice,,"Combine all the ingredients in a large punch bowl with a block of ice. If found too dry, sugar syrup may be added. Decorate with twists of lemon peel.",1 quart black , , , , ,,,1 quart ,1 fifth ,1 pint Jamaican ,1/2 pint ,1 1/2 oz ,1 pint ,1/2 pint , ,
111,Atlantic Sun,2017-04-24 21:59:16,13423,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/doyxqb1493067556.jpg,Collins Glass,,Vodka,,,,,,,Southern Comfort,Passion fruit syrup,Sweet and sour,Club soda,,,,,"Shake all the ingredients, top the drink with soda. Garnish with a slice of orange.",2 cl Smirnoff , ,,,,,,2 cl ,2 cl ,6 cl ,1 dash , , , , ,
112,Atomic Lokade,2017-04-24 21:56:52,13086,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/n3zfrh1493067412.jpg,Collins Glass,,Lemonade,,,,,,,Vodka,Blue Curacao,Triple sec,Sugar,Ice,,,,"In a shaker, place lemonade, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste",5 oz , ,,,,,,1 oz ,1/2 oz ,1/2 oz ,"
", , , , ,
113,Auburn Headbanger,2017-04-24 21:55:20,17020,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/vw7iv91493067320.jpg,Shot glass,,Jägermeister,,,,,,,Goldschlager,,,,,,,,Mix in spread glass over ice. Strain and pour in shot glass. Sit down before shotting. ENJOY!!,1 oz ,,,,,,,1 oz , , , , , ,,,
114,Autodafé,2017-02-20 15:02:08,12756,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7dkf0i1487602928.jpg,Highball glass,,Vodka,,,,,,,Lime juice,Soda water,,,,,,,Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.,4 cl ,,,,,,,1 dash ,"
","
","
","
","
","
",,
115,Avalanche,2016-09-01 09:56:05,16419,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/uppqty1472720165.jpg,Highball glass,,Crown Royal,,,,,,,Kahlua,Cream,,,,,,,"Mix in highball glass over ice, shake well.",1 shot ,,,,,,,1 shot ,Fill with , , , , , ,,
116,Avalon,2017-04-24 22:22:11,15266,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3k9qic1493068931.jpg,Highball glass,,Vodka,,,,,,,Pisang Ambon,Apple juice,Lemon juice,Lemonade,,,,,"Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemonade. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition.",3 parts,"
",,,,,,1 part ,6 parts ,1 1/2 part ,"
","
","
","
","
",
117,Aviation,2016-11-04 09:55:28,17180,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ruutxt1478253328.jpg,Cocktail glass,Unforgettables,Gin,,,,,,,lemon juice,maraschino liqueur,,,,,,,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,4.5 cl,,,,,,,1.5 cl,1.5 cl,,,,,,,
118,Aztec Punch,2016-02-03 15:49:51,14364,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/uqwuyp1454514591.jpg,Punch bowl,,Lemonade,,,,,,,Vodka,Rum,Ginger ale,,,,,,"Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it.",1 can ,,,,,,,5 oz ,7 oz ,About 1 bottle , , , , , ,
