season_name,season,episode,title,day,challenge_type,winners,winning_tribe
Survivor: Edge of Extinction,38,2,One of Us is Going to Win the War,6,immunity,Gavin,Kama
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,reward,Chris,Manu
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,reward,Rick,Manu
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,reward,Wendy,Manu
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,reward,David,Manu
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,reward,Kelley,Manu
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,reward,Wardog,Manu
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,reward,Lauren,Manu
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,immunity,Aubry,Kama
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,immunity,Joe,Kama
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,immunity,Eric,Kama
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,immunity,Julia,Kama
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,immunity,Ron,Kama
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,immunity,Aurora,Kama
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,immunity,Victoria,Kama
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,immunity,Julie,Kama
Survivor: Edge of Extinction,38,3,Betrayals Are Going to Get Exposed,8,immunity,Gavin,Kama
Survivor: Edge of Extinction,38,4,I Need a Dance Partner,11,immunity,Joe,Kama
Survivor: Edge of Extinction,38,4,I Need a Dance Partner,11,immunity,Julia,Kama
Survivor: Edge of Extinction,38,4,I Need a Dance Partner,11,immunity,Ron,Kama
Survivor: Edge of Extinction,38,4,I Need a Dance Partner,11,immunity,Aurora,Kama
Survivor: Edge of Extinction,38,4,I Need a Dance Partner,11,immunity,Julie,Kama
Survivor: Edge of Extinction,38,4,I Need a Dance Partner,11,immunity,Aubry,Manu
Survivor: Edge of Extinction,38,4,I Need a Dance Partner,11,immunity,Wendy,Manu
Survivor: Edge of Extinction,38,4,I Need a Dance Partner,11,immunity,Eric,Manu
Survivor: Edge of Extinction,38,4,I Need a Dance Partner,11,immunity,Victoria,Manu
Survivor: Edge of Extinction,38,4,I Need a Dance Partner,11,immunity,Gavin,Manu
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,reward,Joe,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,reward,Julia,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,reward,Ron,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,reward,Aurora,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,reward,Julie,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,reward,Aubry,Manu
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,reward,Wendy,Manu
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,reward,Eric,Manu
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,reward,Victoria,Manu
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,reward,Gavin,Manu
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,immunity,Joe,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,immunity,Julia,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,immunity,Ron,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,immunity,Aurora,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,immunity,Julie,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,immunity,David,Lesu
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,immunity,Kelley,Lesu
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,immunity,Wardog,Lesu
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,immunity,Lauren,Lesu
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,13,immunity,Rick,Lesu
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,16,reward,Joe,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,16,reward,Julia,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,16,reward,Ron,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,16,reward,Aurora,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,16,reward,Julie,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,16,immunity,Joe,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,16,immunity,Julia,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,16,immunity,Ron,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,16,immunity,Aurora,Kama
Survivor: Edge of Extinction,38,5,It's Like the Worst Cocktail Party Ever,16,immunity,Julie,Kama
Survivor: Edge of Extinction,38,6,There's Always a Twist,19,reward,Rick,NA
Survivor: Edge of Extinction,38,6,There's Always a Twist,19,immunity,Julie,NA
Survivor: Edge of Extinction,38,7,I'm the Puppet Master,22,reward,Aurora,NA
Survivor: Edge of Extinction,38,7,I'm the Puppet Master,22,reward,Eric,NA
Survivor: Edge of Extinction,38,7,I'm the Puppet Master,22,reward,Julia,NA
Survivor: Edge of Extinction,38,7,I'm the Puppet Master,22,reward,Rick,NA
Survivor: Edge of Extinction,38,7,I'm the Puppet Master,22,reward,Wardog,NA
Survivor: Edge of Extinction,38,7,I'm the Puppet Master,22,reward,Victoria,NA
Survivor: Edge of Extinction,38,7,I'm the Puppet Master,22,immunity,Aurora,NA
Survivor: Edge of Extinction,38,8,Y'all Making Me Crazy,23,immunity,Gavin,NA
Survivor: Edge of Extinction,38,9,Blood of a Blindside,25,immunity,Aurora,NA
Survivor: Edge of Extinction,38,9,Blood of a Blindside,27,reward,Gavin,NA
Survivor: Edge of Extinction,38,9,Blood of a Blindside,27,reward,Kelley,NA
Survivor: Edge of Extinction,38,9,Blood of a Blindside,27,reward,Lauren,NA
Survivor: Edge of Extinction,38,9,Blood of a Blindside,27,reward,Julie,NA
Survivor: Edge of Extinction,38,9,Blood of a Blindside,27,immunity,Rick,NA
Survivor: Edge of Extinction,38,10,Fasten Your Seatbelts,29,reward,Julie,NA
Survivor: Edge of Extinction,38,10,Fasten Your Seatbelts,29,reward,Lauren,NA
Survivor: Edge of Extinction,38,10,Fasten Your Seatbelts,29,reward,Rick,NA
Survivor: Edge of Extinction,38,10,Fasten Your Seatbelts,29,reward,Wardog,NA
Survivor: Edge of Extinction,38,10,Fasten Your Seatbelts,29,immunity,Rick,NA
Survivor: Edge of Extinction,38,11,Awkward,31,reward,Ron,NA
Survivor: Edge of Extinction,38,11,Awkward,31,reward,Gavin,NA
Survivor: Edge of Extinction,38,11,Awkward,31,reward,Julie,NA
Survivor: Edge of Extinction,38,11,Awkward,31,immunity,Gavin,NA
Survivor: Edge of Extinction,38,12,Idol or Bust,34,reward,Gavin,NA
Survivor: Edge of Extinction,38,12,Idol or Bust,34,reward,Victoria,NA
Survivor: Edge of Extinction,38,12,Idol or Bust,34,reward,Lauren,NA
Survivor: Edge of Extinction,38,12,Idol or Bust,34,immunity,Rick,NA
Survivor: Edge of Extinction,38,13,I See The Million Dollars,36,reward,Chris,NA
Survivor: Edge of Extinction,38,13,I See The Million Dollars,36,reward,Julie,NA
Survivor: Edge of Extinction,38,13,I See The Million Dollars,36,reward,Chris,NA
Survivor: Edge of Extinction,38,13,I See The Million Dollars,36,reward,Lauren,NA
Survivor: Edge of Extinction,38,13,I See The Million Dollars,36,immunity,Julie,NA
Survivor: Edge of Extinction,38,13,I See The Million Dollars,37,immunity,Rick,NA
Survivor: Edge of Extinction,38,13,I See The Million Dollars,38,immunity,Chris,NA
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Pat,David
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Jessica,David
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Bi,David
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Lyrsa,David
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Elizabeth,David
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Carl,David
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Gabby,David
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Christian,David
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Davie,David
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Nick,David
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Jeremy,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Natalia,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Natalie,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,John,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Dan,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Alec,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Alison,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Kara,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Angelina,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,reward,Mike,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,immunity,Jeremy,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,immunity,Natalia,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,immunity,Natalie,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,immunity,John,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,immunity,Dan,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,immunity,Alec,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,immunity,Alison,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,immunity,Kara,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,immunity,Angelina,Goliath
Survivor: David vs. Goliath,37,1,Appearances are Deceiving,3,immunity,Mike,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,reward,Jeremy,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,reward,Natalia,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,reward,Natalie,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,reward,John,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,reward,Dan,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,reward,Alec,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,reward,Alison,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,reward,Kara,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,reward,Angelina,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,reward,Mike,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,immunity,Jeremy,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,immunity,Natalia,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,immunity,Natalie,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,immunity,John,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,immunity,Dan,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,immunity,Alec,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,immunity,Alison,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,immunity,Kara,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,immunity,Angelina,Goliath
Survivor: David vs. Goliath,37,2,The Chicken Has Flown the Coop,6,immunity,Mike,Goliath
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,reward,Bi,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,reward,Lyrsa,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,reward,Elizabeth,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,reward,Carl,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,reward,Gabby,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,reward,Christian,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,reward,Davie,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,reward,Nick,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,immunity,Bi,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,immunity,Lyrsa,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,immunity,Elizabeth,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,immunity,Carl,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,immunity,Gabby,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,immunity,Christian,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,immunity,Davie,David
Survivor: David vs. Goliath,37,3,I Am Goliath Strong,9,immunity,Nick,David
Survivor: David vs. Goliath,37,4,Time to Bring About the Charmpocalypse,10,immunity,None,NA
Survivor: David vs. Goliath,37,4,Time to Bring About the Charmpocalypse,11,reward,John,Tiva
Survivor: David vs. Goliath,37,4,Time to Bring About the Charmpocalypse,11,reward,Dan,Tiva
Survivor: David vs. Goliath,37,4,Time to Bring About the Charmpocalypse,11,reward,Gabby,Tiva
Survivor: David vs. Goliath,37,4,Time to Bring About the Charmpocalypse,11,reward,Christian,Tiva
Survivor: David vs. Goliath,37,4,Time to Bring About the Charmpocalypse,11,reward,Alison,Tiva
Survivor: David vs. Goliath,37,4,Time to Bring About the Charmpocalypse,11,immunity,John,Tiva
Survivor: David vs. Goliath,37,4,Time to Bring About the Charmpocalypse,11,immunity,Dan,Tiva
Survivor: David vs. Goliath,37,4,Time to Bring About the Charmpocalypse,11,immunity,Gabby,Tiva
Survivor: David vs. Goliath,37,4,Time to Bring About the Charmpocalypse,11,immunity,Christian,Tiva
Survivor: David vs. Goliath,37,4,Time to Bring About the Charmpocalypse,11,immunity,Alison,Tiva
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,reward,Elizabeth,Vuku
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,reward,Alec,Vuku
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,reward,Carl,Vuku
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,reward,Davie,Vuku
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,reward,Kara,Vuku
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,reward,Natalie,Jabeni
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,reward,Lyrsa,Jabeni
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,reward,Angelina,Jabeni
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,reward,Mike,Jabeni
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,reward,Nick,Jabeni
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,immunity,Elizabeth,Vuku
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,immunity,Alec,Vuku
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,immunity,Carl,Vuku
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,immunity,Davie,Vuku
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,immunity,Kara,Vuku
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,immunity,John,Tiva
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,immunity,Dan,Tiva
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,immunity,Gabby,Tiva
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,immunity,Christian,Tiva
Survivor: David vs. Goliath,37,5,Jackets and Eggs,15,immunity,Alison,Tiva
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,reward,John,Tiva
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,reward,Dan,Tiva
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,reward,Gabby,Tiva
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,reward,Christian,Tiva
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,reward,Alison,Tiva
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,reward,Lyrsa,Jabeni
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,reward,Angelina,Jabeni
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,reward,Mike,Jabeni
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,reward,Nick,Jabeni
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,immunity,John,Tiva
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,immunity,Dan,Tiva
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,immunity,Gabby,Tiva
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,immunity,Christian,Tiva
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,immunity,Alison,Tiva
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,immunity,Elizabeth,Vuku
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,immunity,Alec,Vuku
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,immunity,Carl,Vuku
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,immunity,Davie,Vuku
Survivor: David vs. Goliath,37,6,Aren’t Brochachos Just Adorable?,17,immunity,Kara,Vuku
Survivor: David vs. Goliath,37,7,There's Gonna Be Tears Shed,20,immunity,Alison,NA
Survivor: David vs. Goliath,37,8,You Get What You Give,22,reward,Alec,NA
Survivor: David vs. Goliath,37,8,You Get What You Give,22,reward,Alison,NA
Survivor: David vs. Goliath,37,8,You Get What You Give,22,reward,Christian,NA
Survivor: David vs. Goliath,37,8,You Get What You Give,22,reward,Gabby,NA
Survivor: David vs. Goliath,37,8,You Get What You Give,22,reward,John,NA
Survivor: David vs. Goliath,37,8,You Get What You Give,22,reward,Nick,NA
Survivor: David vs. Goliath,37,8,You Get What You Give,22,immunity,Dan,NA
Survivor: David vs. Goliath,37,9,Breadth-First Search,25,reward,Alec,NA
Survivor: David vs. Goliath,37,9,Breadth-First Search,25,reward,Dan,NA
Survivor: David vs. Goliath,37,9,Breadth-First Search,25,reward,Davie,NA
Survivor: David vs. Goliath,37,9,Breadth-First Search,25,reward,Kara,NA
Survivor: David vs. Goliath,37,9,Breadth-First Search,25,reward,Mike,NA
Survivor: David vs. Goliath,37,9,Breadth-First Search,25,immunity,Alec,NA
Survivor: David vs. Goliath,37,10,Tribal Lines Are Blurred,28,reward,Alec,NA
Survivor: David vs. Goliath,37,10,Tribal Lines Are Blurred,28,reward,Alison,NA
Survivor: David vs. Goliath,37,10,Tribal Lines Are Blurred,28,reward,Christian,NA
Survivor: David vs. Goliath,37,10,Tribal Lines Are Blurred,28,reward,Gabby,NA
